#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
nb5 14A 8 even-skipped Kruppel giant
166 15.81 35.21 17.54 32.47 17.92
167 15.45 67.73 16.00 12.90 23.14
168 15.71 26.48 14.75 22.16 12.44
169 15.93 53.69 16.63 30.76 107.17
170 15.70 31.30 16.43 25.37 14.97
171 15.53 73.19 12.33 6.89 18.67
172 15.95 28.99 16.63 24.00 15.50
173 16.18 69.93 16.79 9.63 26.74
174 15.99 74.54 12.07 8.18 18.05
175 15.94 22.67 13.17 16.83 13.38
176 16.38 50.92 16.13 30.62 106.62
177 16.36 42.02 17.22 33.27 31.09
178 16.49 66.92 14.70 13.97 35.28
179 16.12 32.63 17.29 27.66 16.34
180 16.57 39.24 17.87 36.58 32.68
181 16.80 44.75 16.54 34.01 55.52
182 16.69 47.51 16.42 28.37 87.89
183 16.73 64.22 16.84 19.13 52.48
184 16.44 30.04 16.26 25.85 15.93
185 16.34 23.23 12.78 15.78 20.44
186 16.86 55.91 16.41 19.03 126.40
187 16.89 61.13 15.94 17.47 105.21
188 17.01 72.42 15.07 9.84 23.31
189 17.11 31.36 18.38 24.89 25.83
190 17.04 33.88 16.37 27.36 32.41
191 16.74 22.72 13.25 18.25 21.75
192 17.09 36.58 16.89 31.50 34.22
193 17.10 25.83 15.91 21.09 20.35
194 17.02 27.85 15.02 22.07 25.07
195 17.08 23.76 15.98 19.29 21.38
196 17.21 77.05 13.03 8.23 15.43
197 17.48 58.43 16.19 20.77 127.26
198 17.36 29.02 17.40 21.05 28.22
199 17.57 52.99 17.07 24.87 146.54
200 17.61 68.84 16.89 13.86 37.96
201 17.67 41.98 16.79 31.52 76.04
202 17.72 49.61 17.19 26.94 131.85
203 17.47 73.93 13.54 9.00 26.46
204 17.86 39.28 17.97 28.06 73.17
205 18.01 62.92 16.07 14.15 82.09
206 18.06 73.92 14.87 8.56 24.55
207 18.19 46.74 17.06 25.24 145.00
208 18.05 66.22 16.51 13.38 49.71
209 18.22 70.94 16.48 10.13 28.45
210 18.10 24.36 15.09 15.91 35.91
211 18.31 34.85 18.20 23.91 85.43
212 18.32 27.19 17.19 21.12 44.39
213 18.18 21.34 12.83 16.12 40.68
214 18.46 44.12 17.39 23.97 130.66
215 18.33 55.93 16.75 16.17 151.16
216 18.43 60.34 16.68 13.00 130.58
217 18.34 29.92 17.18 20.62 49.40
218 18.51 32.30 18.80 23.26 62.19
219 18.42 76.40 14.30 8.89 23.21
220 18.59 37.25 18.57 27.40 105.36
221 18.80 51.18 16.71 17.83 158.34
222 18.75 78.46 13.00 9.86 20.00
223 19.08 19.15 13.61 15.06 67.26
224 19.10 64.20 16.46 12.82 73.59
225 19.04 41.00 17.64 23.26 136.21
226 19.20 53.62 17.99 16.10 174.17
227 19.10 68.71 16.34 11.20 45.63
228 19.28 58.26 17.62 14.09 142.07
229 19.37 48.78 17.92 17.38 178.25
230 19.35 25.54 16.82 17.53 75.40
231 19.38 74.09 16.16 9.60 31.00
232 19.36 22.77 15.81 14.96 82.57
233 19.56 66.25 16.25 12.40 57.00
234 19.65 28.91 16.91 19.64 87.22
235 19.85 38.97 18.41 19.70 156.62
236 19.70 46.02 17.73 17.76 171.51
237 19.68 33.67 18.69 18.77 142.59
238 19.60 61.72 17.23 13.66 83.52
239 19.84 43.24 17.41 21.52 171.63
240 20.00 31.32 18.29 20.49 127.47
241 19.84 36.39 17.07 19.35 146.13
242 19.85 76.19 16.73 9.78 33.76
243 19.94 55.92 16.87 14.16 156.45
244 20.29 51.18 18.21 15.58 184.72
245 20.40 70.00 17.87 11.27 45.31
246 20.30 80.15 14.92 8.23 25.54
247 20.36 19.84 13.35 13.49 93.96
248 20.45 59.81 16.92 12.80 118.05
249 20.67 26.91 19.05 20.88 121.24
250 20.57 24.16 16.29 16.77 122.70
251 20.67 41.15 16.92 17.13 152.53
252 20.58 67.33 16.49 11.33 55.77
253 20.31 72.53 16.68 9.55 42.84
254 20.60 64.46 17.37 10.82 60.42
255 20.74 48.08 17.61 16.13 170.07
256 20.83 77.92 16.23 9.24 36.16
257 20.87 53.90 17.57 13.70 158.73
258 20.93 62.33 17.66 12.28 105.20
259 21.01 35.26 18.34 17.57 176.81
260 21.13 57.62 18.01 14.12 131.32
261 20.63 75.01 15.00 11.25 39.00
262 21.02 44.97 18.34 18.36 174.16
263 20.93 72.59 15.44 10.58 44.20
264 21.41 32.99 18.45 16.96 159.08
265 21.11 75.32 17.76 10.60 40.46
266 21.30 81.82 14.94 8.74 28.45
267 21.26 29.93 19.22 18.27 142.85
268 21.26 38.01 18.32 16.70 166.93
269 21.55 18.23 14.21 13.86 96.78
270 21.66 50.39 19.04 15.32 164.30
271 21.79 42.73 20.11 16.52 183.84
272 21.74 21.42 15.67 13.62 108.49
273 21.74 65.63 18.59 11.71 61.37
274 21.85 70.70 18.07 10.07 51.54
275 21.82 79.21 16.63 9.04 39.52
276 22.03 40.20 19.83 17.95 174.88
277 21.87 60.25 16.98 12.17 96.78
278 21.88 73.22 18.31 10.53 51.05
279 22.03 27.30 18.81 17.98 145.50
280 22.04 47.41 19.35 17.13 184.40
281 22.17 55.69 18.42 13.73 144.05
282 21.89 68.04 20.72 10.32 58.67
283 22.21 53.02 18.68 14.52 153.58
284 22.18 24.40 17.20 15.97 138.35
285 22.19 63.09 17.88 11.58 77.13
286 22.16 76.51 18.59 9.47 50.52
287 22.42 35.59 19.12 16.98 151.29
288 22.57 44.95 18.35 15.29 190.47
289 22.64 31.53 19.64 17.80 164.90
290 22.76 57.96 19.16 12.27 112.18
291 22.33 74.16 15.97 8.62 50.69
292 22.72 19.60 16.25 12.88 95.90
293 22.68 81.14 17.21 8.57 53.78
294 22.84 37.98 20.68 15.96 164.88
295 22.84 16.99 14.91 13.23 84.82
296 22.94 29.28 19.13 16.56 136.39
297 22.48 75.37 15.53 8.94 51.59
298 22.89 65.72 18.80 11.48 68.97
299 22.94 49.68 20.26 14.65 176.33
300 22.79 22.30 17.66 15.54 117.12
301 22.89 68.90 20.12 11.29 60.10
302 23.02 78.62 22.02 10.18 60.96
303 23.39 33.66 21.07 16.98 143.10
304 23.20 42.62 19.90 17.85 156.72
305 23.14 60.58 19.24 11.76 93.70
306 23.43 21.52 17.79 14.34 106.23
307 23.43 26.73 19.41 15.58 122.48
308 23.43 52.18 20.52 14.61 137.59
309 23.57 47.14 19.70 13.61 155.98
310 23.30 71.42 20.88 10.66 67.95
311 23.52 76.37 22.56 10.25 71.62
312 23.46 40.27 20.42 16.73 143.25
313 23.53 62.79 20.18 10.96 77.33
314 23.55 55.11 19.39 13.64 118.27
315 23.56 24.12 18.77 14.35 109.02
316 23.65 82.95 21.37 9.37 56.30
317 23.66 67.23 20.13 11.25 76.35
318 23.56 74.03 20.74 11.21 65.43
319 24.00 35.99 21.55 18.57 141.21
320 24.05 44.58 20.61 15.18 146.63
321 24.12 19.17 17.27 12.54 90.19
322 24.00 57.99 19.57 12.93 105.39
323 24.25 31.69 21.47 15.71 110.76
324 24.18 16.60 15.34 12.74 85.67
325 24.16 80.03 24.62 9.58 68.07
326 24.18 64.55 20.88 11.02 71.83
327 24.25 69.31 21.18 10.96 74.38
328 24.27 29.05 20.74 16.18 120.40
329 24.41 38.56 20.15 16.76 133.37
330 24.23 49.88 19.48 14.17 129.38
331 24.35 60.47 20.38 13.77 84.26
332 24.61 41.68 20.62 15.99 119.41
333 24.52 53.24 19.34 13.43 106.54
334 24.52 77.54 27.90 10.04 74.81
335 24.71 20.94 21.14 15.41 90.12
336 24.72 23.16 19.69 15.97 99.32
337 24.85 84.53 90.76 8.88 50.66
338 24.71 74.95 31.32 11.10 91.73
339 24.65 33.93 20.80 15.78 118.55
340 24.82 25.86 20.58 15.71 100.54
341 24.87 55.87 20.00 13.67 112.35
342 24.86 46.54 21.46 16.02 112.97
343 25.05 61.89 19.57 11.74 79.11
344 24.68 72.51 22.67 9.95 76.41
345 24.88 66.57 22.33 12.27 81.14
346 24.99 81.78 75.52 10.03 86.48
347 25.16 58.40 20.95 13.74 95.04
348 25.31 44.08 21.45 15.32 116.63
349 25.26 13.95 15.08 11.88 80.62
350 25.25 34.71 20.30 16.68 110.86
351 25.47 36.69 22.23 18.05 120.89
352 25.38 48.80 22.63 15.18 121.33
353 25.36 51.56 21.27 14.77 110.20
354 25.07 70.86 25.41 11.38 90.26
355 25.55 30.64 20.24 15.97 109.40
356 25.48 28.28 21.24 16.49 99.70
357 25.36 64.08 22.71 12.00 90.45
358 25.48 79.07 122.87 9.81 81.48
359 25.56 16.45 15.65 12.77 81.51
360 25.77 18.74 19.46 13.86 87.34
361 25.68 32.81 23.99 15.59 106.24
362 25.70 39.23 21.91 16.92 122.85
363 25.62 68.64 26.85 11.74 104.66
364 25.68 73.30 48.15 11.18 99.70
365 25.59 86.50 68.54 7.28 41.83
366 25.84 76.39 157.39 11.33 104.59
367 25.80 54.22 21.31 15.06 109.26
368 25.67 71.16 31.58 11.52 90.66
369 26.00 21.20 20.39 14.16 84.22
370 25.94 41.74 22.08 15.79 119.65
371 25.93 59.79 22.99 13.62 91.84
372 26.03 23.75 21.02 15.13 88.32
373 26.18 46.48 22.70 15.87 109.19
374 26.13 65.74 26.58 12.13 107.16
375 26.16 81.14 171.68 10.51 105.02
376 26.12 83.85 141.04 9.60 84.71
377 26.17 56.71 25.31 15.20 108.60
378 26.33 26.48 20.46 16.45 95.29
379 26.29 62.79 25.36 13.00 95.01
380 26.50 34.99 22.64 17.77 102.76
381 26.42 49.48 25.44 14.24 100.27
382 26.56 51.89 22.78 14.35 117.43
383 26.72 85.96 113.35 9.06 99.41
384 26.48 43.88 21.66 14.89 110.64
385 26.64 13.95 17.14 11.28 74.49
386 26.58 70.06 68.05 11.76 108.60
387 26.79 37.50 23.60 18.62 113.95
388 26.74 29.03 24.17 15.76 102.10
389 26.94 72.35 175.93 11.89 114.83
390 26.87 77.85 192.64 11.20 110.42
391 26.85 60.84 27.94 13.97 119.57
392 26.83 32.01 22.63 16.04 100.07
393 26.94 40.36 23.69 16.26 115.34
394 26.92 74.91 203.49 13.77 131.92
395 26.90 16.77 17.32 12.63 76.94
396 26.88 67.68 58.53 12.57 138.63
397 27.03 58.31 28.52 13.59 122.80
398 26.78 22.27 20.24 12.67 88.33
399 27.04 54.00 25.93 14.83 119.13
400 27.34 19.40 22.32 14.53 90.64
401 27.22 64.74 41.06 12.95 140.12
402 27.14 83.20 142.07 9.35 110.78
403 27.26 47.98 24.71 14.62 103.67
404 27.26 24.78 24.36 16.46 94.66
405 27.32 45.53 24.10 15.39 106.34
406 27.07 55.94 27.08 13.08 122.83
407 27.36 80.93 195.69 11.91 156.75
408 27.45 42.98 26.31 16.31 124.44
409 27.40 22.11 21.55 14.55 82.99
410 27.80 12.15 19.19 11.51 78.04
411 27.78 34.48 26.44 17.36 118.64
412 27.63 51.32 28.64 14.98 117.85
413 27.67 62.48 39.76 12.94 126.05
414 27.54 70.73 198.69 13.59 136.00
415 27.63 56.02 27.47 14.71 124.17
416 27.76 69.30 203.99 13.31 159.66
417 27.89 87.10 59.14 9.67 121.88
418 27.93 27.19 23.80 16.66 97.23
419 27.91 29.70 24.49 16.72 106.95
420 27.86 38.79 27.14 18.94 123.83
421 27.87 14.67 21.71 13.97 83.33
422 27.92 32.24 26.46 17.43 117.77
423 28.09 36.65 29.88 16.64 124.20
424 28.00 76.01 190.01 13.05 172.33
425 27.98 84.70 90.39 9.67 124.29
426 27.90 79.24 177.58 11.91 144.60
427 28.05 60.35 43.65 15.01 148.23
428 28.09 67.02 198.74 13.20 154.59
429 28.20 16.86 23.84 14.31 95.53
430 28.17 41.19 27.49 18.67 130.21
431 28.24 46.72 28.69 17.49 119.25
432 28.18 53.65 29.53 15.13 130.24
433 28.20 58.03 40.03 14.10 145.94
434 28.05 72.45 187.77 13.00 164.46
435 28.09 73.80 184.78 11.39 137.22
436 28.33 49.21 32.60 15.54 130.46
437 28.36 82.87 134.35 10.58 163.61
438 28.39 24.57 28.83 14.39 109.42
439 28.45 64.50 181.88 13.07 158.42
440 28.45 44.12 29.53 15.76 122.33
441 28.49 21.98 30.80 16.11 105.67
442 28.65 70.38 210.39 13.63 197.10
443 28.67 19.45 30.48 14.71 106.18
444 28.72 55.56 47.40 14.36 169.01
445 28.86 51.48 39.82 16.10 147.80
446 28.85 80.43 108.43 11.75 194.26
447 28.87 88.80 37.11 7.62 111.81
448 28.87 30.82 33.29 16.66 128.31
449 29.02 12.88 30.99 12.95 97.88
450 29.06 33.22 37.08 16.45 131.06
451 29.04 62.40 196.99 13.35 155.83
452 29.10 77.36 88.41 12.58 195.14
453 28.96 39.44 31.36 17.49 121.07
454 29.03 74.65 117.30 12.51 177.59
455 29.25 28.56 41.69 16.97 125.64
456 29.22 35.32 40.99 17.52 150.03
457 29.12 67.74 206.42 14.62 196.63
458 29.24 85.36 45.96 9.26 121.99
459 29.20 41.95 39.48 17.00 142.13
460 29.22 72.43 164.14 13.89 224.07
461 29.18 87.35 38.27 9.88 112.59
462 29.45 14.89 38.40 14.04 115.91
463 29.21 47.13 38.74 16.70 150.63
464 29.37 26.27 42.30 15.55 117.58
465 29.26 59.95 198.09 13.78 171.39
466 29.44 37.53 46.16 17.88 160.34
467 29.44 53.29 60.48 15.25 170.17
468 29.48 57.48 199.63 15.53 170.87
469 29.45 17.29 42.09 13.54 117.03
470 29.41 24.13 49.72 15.54 120.59
471 29.51 44.87 43.83 17.65 154.37
472 29.69 10.43 62.87 11.29 98.38
473 29.37 65.52 180.70 14.30 197.05
474 29.53 21.18 53.92 14.83 122.45
475 29.61 82.82 63.77 12.38 169.37
476 29.55 49.33 54.62 17.18 174.11
477 29.75 22.81 64.58 17.21 126.96
478 29.84 69.51 147.72 13.84 218.16
479 29.93 55.18 203.87 16.88 186.21
480 30.02 63.99 187.44 15.38 215.34
481 30.02 89.63 19.92 9.16 95.30
482 29.91 31.21 77.60 17.87 170.51
483 30.03 40.10 125.38 18.25 170.49
484 30.02 51.55 174.88 17.60 162.14
485 30.15 79.49 53.31 12.38 177.27
486 30.11 43.01 119.29 18.12 189.40
487 30.25 74.14 74.54 12.91 197.74
488 30.27 76.25 46.05 12.66 160.82
489 30.21 61.67 213.13 15.18 210.34
490 30.24 66.96 128.00 14.46 218.43
491 30.28 33.34 130.00 16.76 175.93
492 30.41 12.40 117.71 13.79 139.80
493 30.07 20.64 102.39 16.52 137.96
494 30.59 87.11 23.96 11.16 115.79
495 30.30 46.89 184.08 18.57 198.57
496 30.52 27.38 184.78 17.41 154.88
497 30.41 59.23 228.85 16.25 211.09
498 30.65 35.65 196.94 18.63 191.48
499 30.53 71.53 74.89 12.98 213.81
500 30.63 84.69 29.71 10.09 123.38
501 30.62 24.97 167.38 16.07 148.92
502 30.69 29.81 211.09 17.75 178.54
503 30.60 37.97 213.11 19.09 170.57
504 30.61 19.42 135.99 15.56 136.42
505 30.81 57.16 228.31 18.09 219.85
506 30.72 16.96 141.76 15.18 152.90
507 30.68 49.52 223.02 20.46 199.16
508 30.92 14.63 146.38 14.37 156.84
509 30.89 52.35 212.13 18.73 211.02
510 31.02 65.29 109.39 14.51 221.62
511 30.88 82.11 31.40 11.83 139.63
512 30.99 22.26 176.74 16.79 153.12
513 31.01 44.84 194.19 19.10 210.64
514 31.01 41.96 209.70 20.85 197.58
515 31.10 68.81 77.25 14.13 201.56
516 31.01 54.98 225.90 17.97 215.17
517 31.24 9.34 76.53 11.95 89.98
518 31.25 77.75 33.90 13.75 162.95
519 31.30 39.47 217.34 18.54 218.95
520 31.30 62.95 133.30 15.39 206.93
521 31.30 60.40 179.28 15.72 226.84
522 31.40 89.32 19.04 9.43 77.08
523 31.62 31.25 188.20 18.40 202.47
524 31.46 47.39 232.54 20.01 222.48
525 31.39 80.24 31.94 14.32 155.40
526 31.51 33.49 205.33 19.93 196.86
527 31.44 73.31 35.12 12.59 159.22
528 31.77 19.29 175.29 16.07 168.08
529 31.74 25.78 174.23 18.32 190.86
530 31.72 11.44 108.65 13.40 147.72
531 31.74 28.51 209.14 17.31 204.34
532 31.75 37.06 214.37 19.69 220.88
533 31.79 75.39 29.25 12.83 150.18
534 31.81 67.01 54.79 15.40 203.63
535 31.82 49.75 198.13 19.38 236.30
536 31.80 53.66 208.06 18.41 242.90
537 31.86 71.08 42.99 14.12 200.62
538 32.00 58.51 137.44 19.98 218.59
539 31.89 83.76 24.35 11.99 120.47
540 32.14 16.31 154.66 15.32 178.24
541 32.11 23.21 165.96 16.84 184.07
542 32.12 43.22 204.10 20.35 233.25
543 32.02 56.23 150.30 18.54 231.71
544 32.13 40.96 194.78 19.80 230.36
545 32.32 13.80 109.08 14.34 169.14
546 32.23 45.54 209.71 20.74 234.19
547 32.47 34.71 171.98 19.46 215.21
548 32.33 51.60 178.41 19.38 236.91
549 32.27 85.74 20.38 10.70 88.05
550 32.37 64.11 55.08 15.31 219.43
551 32.58 87.86 22.35 12.58 77.64
552 32.33 61.36 103.54 16.65 225.88
553 32.53 81.28 24.59 13.65 132.75
554 32.66 90.48 20.81 10.87 50.03
555 32.66 69.19 31.69 13.85 193.89
556 32.48 77.82 23.10 12.63 115.83
557 32.86 9.04 62.19 13.75 121.03
558 32.78 39.04 165.02 21.11 229.68
559 32.73 47.80 143.25 21.02 232.61
560 32.86 21.30 136.43 16.65 189.17
561 32.76 27.02 140.67 17.81 208.14
562 32.79 31.89 149.43 19.69 219.79
563 32.74 72.78 28.02 13.81 164.18
564 32.88 29.47 136.68 18.86 213.80
565 32.81 54.37 111.60 18.42 238.06
566 32.85 66.42 38.19 15.39 220.19
567 32.96 36.90 143.06 22.38 228.10
568 33.10 18.05 108.55 16.05 176.69
569 33.04 75.72 26.53 14.45 132.62
570 33.01 11.31 70.01 15.54 157.02
571 33.14 24.41 135.88 18.54 207.54
572 33.31 83.86 25.71 12.41 86.37
573 33.18 56.93 70.59 19.52 210.71
574 33.15 59.65 65.93 17.30 227.47
575 33.29 43.69 126.81 21.90 231.84
576 33.28 49.69 83.10 21.16 235.80
577 33.37 41.18 98.40 19.98 226.98
578 33.24 79.49 23.45 11.92 108.13
579 33.56 45.74 99.20 22.89 235.41
580 33.51 51.87 94.58 20.85 232.24
581 33.47 62.46 54.45 16.59 223.47
582 33.61 13.15 78.89 16.19 177.10
583 33.40 86.31 23.87 12.65 67.08
584 33.68 15.45 69.66 16.45 172.10
585 33.71 70.81 28.20 15.31 157.99
586 33.75 33.10 100.60 20.67 221.69
587 33.61 78.33 23.93 14.59 99.86
588 33.77 64.78 32.74 16.24 199.85
589 33.52 73.96 26.65 13.71 141.18
590 33.75 91.89 54.06 12.02 33.11
591 33.89 20.02 91.10 17.57 186.63
592 33.90 35.52 81.31 20.55 215.06
593 33.81 67.79 27.67 15.50 178.14
594 33.89 81.61 29.01 15.04 84.09
595 33.93 27.30 80.64 18.81 206.53
596 33.86 54.36 55.15 19.78 228.16
597 34.10 29.88 65.80 18.54 206.14
598 33.97 89.02 56.80 14.23 45.01
599 34.25 22.55 72.97 19.07 196.25
600 34.09 38.41 79.25 21.06 222.52
601 34.27 47.67 59.43 22.28 233.82
602 34.21 58.68 38.23 18.31 216.58
603 34.32 7.70 29.47 11.73 84.00
604 34.13 73.45 27.25 15.57 120.66
605 34.05 85.29 32.39 14.56 64.40
606 34.28 76.30 27.01 15.11 93.68
607 34.38 60.91 36.76 16.88 212.17
608 34.35 10.26 37.15 14.39 125.31
609 34.31 42.83 73.43 21.59 216.80
610 34.34 24.85 73.91 19.23 213.79
611 34.52 17.48 50.78 17.93 178.26
612 34.60 56.74 36.88 17.26 212.69
613 34.65 49.68 56.53 22.86 226.28
614 34.73 40.44 53.74 21.39 208.24
615 34.83 31.80 60.76 21.69 210.01
616 34.68 79.17 32.66 15.14 71.44
617 34.80 52.08 40.89 21.25 227.17
618 34.79 68.79 27.48 16.70 139.04
619 34.96 12.21 38.51 15.46 159.73
620 34.66 13.32 46.61 16.17 165.78
621 34.84 63.36 29.80 17.75 180.97
622 35.29 87.94 137.39 20.87 34.66
623 34.87 45.26 51.21 22.84 222.84
624 34.79 66.04 27.94 16.22 144.57
625 34.80 83.56 71.69 17.20 60.93
626 35.07 34.12 47.29 21.52 213.91
627 35.01 36.61 49.10 21.04 213.95
