#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
ba3 14A 8 even-skipped Kruppel hunchback

#Quantitative data
#<Nucleus number> <A-P coordinate> <D-V coordinate> <Fluorescence intensity: channel 1 - eve, channel 2 - Kr, channel 3 - hb>
1226 57.34 24.78 170.51 115.64 5.73
1227 57.25 38.33 161.48 106.32 7.69
1228 57.25 66.80 182.64 101.24 8.74
1229 57.38 54.28 166.65 98.50 10.19
1230 57.31 51.41 127.56 105.77 9.47
1231 57.29 18.03 127.03 98.93 5.31
1232 57.40 58.83 158.53 110.36 9.96
1233 57.61 64.65 139.79 105.97 9.39
1234 57.37 74.88 148.88 104.21 7.74
1235 57.60 84.47 142.33 64.26 5.40
1236 57.40 43.19 140.74 104.44 8.78
1237 57.77 72.78 156.33 102.97 8.18
1238 57.72 49.15 126.76 103.29 10.18
1239 57.79 82.54 122.74 79.39 5.69
1240 57.85 68.92 128.73 94.81 8.23
1241 57.93 20.11 86.24 89.81 4.63
1242 57.87 79.62 112.48 86.02 6.41
1243 57.91 35.47 81.65 115.96 7.66
1244 57.75 44.58 103.67 120.04 8.83
1245 58.03 13.80 74.79 83.96 3.81
1246 57.92 27.33 81.48 111.42 6.00
1247 58.08 57.19 109.11 100.98 8.94
1248 58.21 8.93 72.63 71.11 2.52
1249 58.06 62.54 125.07 102.04 10.42
1250 58.05 31.13 82.11 117.38 6.31
1251 58.14 42.04 70.55 119.78 8.70
1252 58.20 90.44 95.83 60.01 3.99
1253 58.30 33.51 57.31 104.39 6.38
1254 58.13 52.56 77.96 97.87 9.58
1255 58.19 77.26 98.11 82.17 5.91
1256 58.38 16.41 59.21 106.73 4.18
1257 58.31 37.54 59.08 96.03 6.68
1258 58.44 46.30 68.28 94.35 8.45
1259 58.41 70.98 87.72 93.75 8.16
1260 58.40 87.59 109.28 76.21 4.64
1261 58.27 22.90 57.37 90.63 4.88
1262 58.52 39.69 60.23 97.61 7.56
1263 58.45 60.06 88.38 108.92 10.69
1264 58.42 66.78 81.61 104.65 9.29
1265 58.53 75.14 87.52 85.79 7.22
1266 58.56 55.40 60.14 91.63 9.44
1267 58.57 25.12 49.94 103.48 5.23
1268 58.58 29.37 43.60 91.00 5.99
1269 58.82 50.79 55.67 90.90 8.33
1270 58.85 44.08 55.40 108.62 8.18
1271 58.86 48.36 54.04 83.64 8.32
1272 58.87 64.65 65.28 103.96 9.25
1273 58.59 85.14 86.21 64.00 4.79
1274 58.89 83.84 88.37 62.68 5.77
1275 59.07 11.93 30.19 73.56 2.66
1276 59.05 18.24 33.06 84.28 4.41
1277 59.03 27.35 38.12 91.15 5.88
1278 58.96 35.67 53.63 75.11 6.18
1279 59.06 68.92 55.51 92.38 9.49
1280 59.01 81.43 59.46 70.20 5.61
1281 59.09 31.75 41.61 85.27 6.44
1282 59.06 53.41 53.52 82.03 8.75
1283 59.18 73.36 60.22 80.30 6.44
1284 59.13 20.72 35.65 83.02 4.40
1285 59.13 78.98 54.59 69.11 6.36
1286 59.29 41.95 50.90 90.84 8.18
1287 59.28 58.16 48.18 78.63 8.52
1288 59.25 62.69 56.75 84.24 8.74
1289 59.39 8.84 26.43 57.14 2.13
1290 59.37 23.37 35.66 80.27 4.82
1291 59.43 37.78 42.80 66.84 6.56
1292 59.41 15.13 29.07 61.74 3.38
1293 59.48 33.84 40.09 73.28 5.97
1294 59.58 76.54 50.66 70.99 5.89
1295 59.70 90.18 42.78 53.09 3.70
1296 59.56 60.48 52.76 76.89 8.39
1297 59.61 66.55 49.71 80.29 7.90
1298 59.67 71.04 48.14 79.34 7.31
1299 59.63 39.86 43.87 75.50 6.82
1300 59.63 56.10 47.09 67.53 7.56
1301 59.62 46.15 46.62 80.17 7.83
1302 59.70 87.62 47.98 63.63 4.86
1303 59.65 29.65 42.15 77.61 5.36
1304 59.70 25.29 33.91 70.78 4.73
1305 59.83 48.86 50.20 69.18 7.98
1306 59.85 53.51 46.56 80.95 7.87
1307 59.85 51.28 47.53 70.71 8.42
1308 59.88 35.64 45.45 69.45 5.90
1309 59.92 43.94 56.33 78.40 8.12
1310 60.08 64.44 50.31 70.56 7.59
1311 60.02 83.12 37.36 54.39 5.01
1312 60.02 27.41 40.35 67.67 4.71
1313 60.13 13.47 23.78 53.10 3.12
1314 60.08 18.56 29.98 55.77 3.73
1315 60.11 21.46 33.29 61.79 4.40
1316 60.02 54.74 49.84 76.24 7.84
1317 60.13 80.52 42.55 61.23 5.63
1318 60.20 10.91 21.62 46.62 2.48
1319 60.20 68.64 45.48 64.71 6.89
1320 60.27 16.32 30.94 47.82 2.87
1321 60.32 32.82 88.15 54.98 5.51
1322 60.25 72.95 41.57 67.75 5.99
1323 60.65 85.85 39.54 66.54 4.37
1324 60.36 37.06 83.27 62.61 6.14
1325 60.39 57.69 59.65 61.22 8.48
1326 60.34 62.17 53.88 71.10 8.29
1327 60.42 75.23 42.82 55.96 5.33
1328 61.03 47.45 140.44 56.32 7.21
1329 60.44 59.87 61.42 66.65 7.84
1330 60.55 8.45 19.94 37.95 1.56
1331 60.53 39.17 83.14 55.37 5.86
1332 60.46 23.80 43.61 57.36 3.82
1333 60.67 78.05 39.67 59.26 5.09
1334 60.78 45.04 114.02 57.52 7.23
1335 60.64 52.29 69.81 57.15 7.17
1336 60.77 30.60 100.44 50.48 4.84
1337 60.69 55.40 80.09 57.33 8.09
1338 60.84 35.01 118.74 45.31 5.84
1339 60.76 42.86 113.54 57.03 6.91
1340 61.20 50.64 150.74 49.40 6.84
1341 60.86 26.46 83.61 45.93 4.11
1342 60.80 66.35 52.62 55.98 6.51
1343 60.93 19.31 36.67 58.44 3.51
1344 60.92 88.98 33.39 48.70 3.95
1345 60.90 70.77 42.25 52.24 6.49
1346 61.04 63.84 123.42 49.55 7.22
1347 61.12 82.86 36.34 52.24 4.26
1348 61.06 13.63 30.21 47.56 2.79
1349 61.27 61.15 195.52 45.71 6.48
1350 61.19 73.55 37.87 54.18 5.98
1351 61.45 23.58 105.32 39.28 3.61
1352 61.21 58.24 148.82 49.41 6.96
1353 61.35 41.01 179.37 36.33 5.78
1354 61.10 68.81 43.23 52.39 6.26
1355 61.28 37.12 170.43 34.06 5.57
1356 61.58 53.78 148.90 43.90 6.99
1357 61.53 79.56 43.30 47.48 5.38
1358 61.28 16.13 50.42 32.26 2.39
1359 61.30 76.15 41.65 45.55 5.02
1360 61.78 55.95 212.22 45.16 7.20
1361 61.77 28.94 147.07 34.99 4.08
1362 61.89 34.02 181.61 35.30 5.07
1363 61.71 67.62 115.85 54.03 6.03
1364 61.77 39.02 201.96 43.48 5.67
1365 62.20 9.61 64.91 24.27 1.71
1366 62.04 21.40 131.41 38.02 3.34
1367 61.89 43.78 204.43 47.51 6.40
1368 61.95 46.07 226.82 42.88 6.56
1369 61.77 87.13 33.39 44.19 3.83
1370 61.97 65.76 212.52 41.15 6.41
1371 61.98 69.64 82.09 45.42 6.35
1372 62.07 71.68 89.48 42.14 5.33
1373 61.98 11.99 70.52 24.46 1.74
1374 61.77 15.24 61.28 25.44 1.94
1375 62.01 17.58 81.88 29.99 2.76
1376 61.97 26.68 165.20 31.54 3.55
1377 61.94 31.12 171.68 35.98 4.75
1378 62.27 63.54 236.63 41.54 6.51
1379 62.24 59.32 234.05 41.24 6.66
1380 62.24 49.58 233.69 36.84 6.69
1381 62.03 84.33 36.16 48.34 3.94
1382 62.08 89.19 26.30 32.16 2.89
1383 61.98 74.32 57.44 52.76 6.27
1384 62.34 76.32 114.09 40.44 4.70
1385 62.68 14.25 110.35 26.31 2.26
1386 62.50 42.10 223.15 40.12 6.15
1387 62.32 36.91 220.37 36.17 5.00
1388 62.19 81.41 45.17 35.38 4.25
1389 62.51 61.60 241.96 40.87 7.09
1390 62.50 91.29 24.52 23.98 2.02
1391 62.53 57.17 224.94 42.98 7.15
1392 62.57 52.07 219.75 42.19 6.48
1393 62.67 32.36 189.03 31.73 4.20
1394 62.86 78.73 140.11 35.70 4.36
1395 62.84 25.06 169.12 29.11 3.22
1396 62.91 40.21 189.81 33.08 5.01
1397 62.97 19.97 144.84 27.31 2.78
1398 62.87 47.91 212.08 38.45 6.72
1399 63.14 54.99 191.91 38.12 6.82
1400 62.71 86.00 49.44 36.87 3.31
1401 62.92 68.22 191.06 41.35 6.00
1402 63.00 73.70 194.90 38.77 4.96
1403 62.98 30.01 175.06 30.69 3.91
1404 62.97 45.61 215.95 40.97 6.41
1405 63.27 16.68 149.25 25.49 2.68
1406 63.11 27.59 143.76 25.68 3.88
1407 63.22 65.38 231.84 37.46 5.78
1408 63.48 81.12 173.23 32.43 4.17
1409 63.15 83.67 105.97 30.93 3.89
1410 63.44 88.60 86.67 30.00 2.69
1411 63.30 70.72 217.19 36.96 5.38
1412 63.39 35.92 182.45 29.32 4.82
1413 63.27 10.66 76.58 15.21 1.71
1414 63.29 38.19 170.07 27.89 5.72
1415 63.21 23.00 147.14 23.97 3.68
1416 63.55 33.67 196.64 28.22 4.76
1417 63.39 49.93 215.10 37.27 6.66
1418 63.24 93.29 28.00 12.29 0.82
1419 63.62 52.82 192.80 33.46 6.57
1420 63.43 43.55 170.43 31.74 6.11
1421 63.55 12.53 94.02 15.66 1.81
1422 63.54 57.81 214.70 34.30 6.34
1423 63.57 60.44 224.51 34.50 7.03
1424 63.59 91.59 53.43 18.80 2.36
1425 63.72 63.14 220.54 36.56 6.65
1426 63.75 75.88 201.43 29.15 4.48
1427 63.90 8.81 56.71 11.31 1.49
1428 63.85 29.16 124.87 26.16 4.36
1429 63.94 67.17 222.87 35.30 5.40
1430 63.78 25.54 117.31 24.12 3.75
1431 64.07 47.92 171.17 32.19 6.04
1432 63.84 18.61 129.37 21.75 2.72
1433 63.89 31.78 141.61 24.96 4.12
1434 63.88 41.82 144.75 28.86 6.09
1435 63.90 85.73 136.20 25.23 3.88
1436 64.12 39.61 131.17 27.30 5.38
1437 64.20 45.28 145.10 30.46 5.77
1438 64.34 23.41 132.85 20.80 3.04
1439 64.14 73.34 217.84 30.58 4.64
1440 64.18 14.61 118.40 17.74 2.21
1441 64.33 20.82 123.26 20.59 2.82
1442 64.12 50.68 139.66 28.17 5.41
1443 64.25 78.23 209.82 30.17 4.60
1444 64.17 11.01 71.34 13.75 0.97
1445 64.31 26.97 98.94 22.45 3.76
1446 64.55 56.53 151.70 30.27 6.17
1447 64.52 69.26 222.58 32.86 5.80
1448 64.55 83.27 202.21 28.75 3.66
1449 64.43 37.36 103.88 26.92 5.37
1450 64.56 35.38 90.04 25.91 5.61
1451 64.76 58.97 161.48 30.95 5.69
1452 64.49 61.64 174.71 33.73 6.64
1453 64.54 64.94 179.90 30.72 5.50
1454 64.63 71.32 222.67 30.51 4.93
1455 64.68 43.41 109.88 28.44 5.41
1456 64.64 17.04 100.86 18.72 1.99
1457 64.72 54.46 139.13 30.11 5.82
1458 64.66 51.93 109.30 29.22 6.32
1459 64.88 31.17 102.48 22.77 3.91
1460 65.12 13.17 85.84 14.29 1.99
1461 64.80 33.27 76.60 23.69 4.35
1462 64.86 87.95 178.68 23.77 2.91
1463 64.90 90.73 115.94 17.85 1.74
1464 64.95 41.50 102.95 28.38 4.78
1465 65.07 49.62 98.89 29.08 6.53
1466 65.06 80.37 216.16 26.78 4.00
1467 65.00 74.96 198.64 26.75 4.28
1468 65.00 28.44 79.27 20.00 3.13
1469 65.32 47.18 89.08 27.61 5.94
1470 65.06 67.21 211.00 30.47 5.21
1471 65.14 63.22 113.11 27.02 6.11
1472 65.27 25.11 52.88 20.46 4.23
1473 65.21 39.11 68.38 23.62 4.98
1474 65.52 60.58 122.63 28.79 5.64
1475 65.47 77.40 192.03 24.39 4.34
1476 65.36 85.23 206.15 23.77 2.96
1477 65.40 20.03 67.13 16.37 2.96
1478 65.60 34.90 64.40 22.04 4.48
1479 65.68 72.95 179.17 27.07 4.53
1480 65.64 17.32 72.16 16.47 2.22
1481 65.64 22.03 55.79 16.94 2.96
1482 65.70 45.21 64.78 26.26 5.86
1483 65.81 53.58 80.27 26.68 5.83
1484 65.80 58.05 86.27 25.98 5.18
1485 65.64 51.43 69.57 25.63 6.33
1486 65.88 55.90 85.92 24.63 5.83
1487 65.93 65.64 119.41 25.86 4.84
1488 65.73 27.34 46.28 20.58 3.37
1489 65.91 68.63 182.76 27.50 4.95
1490 65.89 70.82 170.45 27.43 4.96
1491 66.10 36.78 51.97 22.33 4.86
1492 65.79 43.37 52.30 25.38 5.75
1493 66.12 62.01 79.16 27.17 5.14
1494 65.95 32.50 45.89 19.28 4.15
1495 66.11 41.18 55.83 24.83 5.33
1496 66.18 82.58 165.36 22.52 3.75
1497 66.04 63.66 89.27 24.98 6.10
1498 66.12 49.36 58.18 26.35 6.41
1499 66.16 75.19 153.86 24.86 4.28
1500 66.26 89.03 138.38 19.48 2.32
1501 66.35 86.31 177.74 21.48 3.07
1502 66.37 79.80 166.85 23.13 3.66
1503 66.41 47.26 54.71 25.65 5.59
1504 66.25 25.88 39.00 17.00 3.30
1505 66.54 51.68 52.18 26.67 6.06
1506 66.43 15.22 43.10 12.68 2.21
1507 66.76 59.77 61.18 25.62 5.65
1508 66.54 17.96 40.46 14.51 2.68
1509 66.59 22.91 37.00 15.74 3.28
1510 66.59 43.42 53.47 25.45 5.45
1511 66.75 24.75 40.31 15.64 3.19
1512 66.65 27.86 44.66 18.25 3.30
1513 66.63 31.65 51.40 18.26 3.60
1514 66.66 19.72 37.48 14.19 2.37
1515 67.12 35.83 105.85 21.87 4.37
1516 66.75 45.44 64.94 25.06 5.55
1517 67.17 66.93 82.98 24.94 4.80
1518 66.92 57.19 54.58 25.05 5.69
1519 66.89 29.64 51.22 18.73 3.65
1520 66.99 38.72 94.93 22.20 4.76
1521 66.79 54.24 54.84 26.49 5.89
1522 66.93 49.39 55.29 24.98 5.12
1523 66.91 63.96 63.98 23.98 5.18
1524 66.95 70.04 103.70 22.30 4.58
1525 67.07 72.31 130.81 24.49 4.51
1526 67.23 33.53 84.94 18.93 4.07
1527 67.13 85.14 126.76 20.41 2.86
1528 67.10 21.11 44.79 16.19 2.75
1529 67.16 74.61 108.88 23.50 4.50
1530 67.11 76.93 116.88 23.98 4.12
1531 67.24 26.13 61.59 16.12 3.12
1532 67.20 62.10 56.44 25.78 6.16
1533 67.25 13.81 33.23 11.67 1.80
1534 67.44 41.89 79.93 22.38 5.01
1535 67.35 81.72 153.23 20.37 3.23
1536 67.57 47.61 79.98 24.78 5.54
1537 67.64 44.18 94.17 22.27 5.46
1538 67.52 79.32 126.07 21.88 3.92
1539 67.40 52.05 51.71 24.71 6.32
1540 67.58 87.90 81.93 15.63 2.46
1541 67.82 31.01 141.45 19.65 3.99
1542 67.75 54.23 88.69 23.83 5.04
1543 67.71 68.82 76.69 23.69 4.95
1544 67.54 19.20 55.63 13.73 2.45
1545 67.91 28.28 125.15 18.15 3.59
1546 67.90 45.97 114.88 22.11 5.88
1547 67.99 50.69 112.60 24.19 5.72
1548 68.07 24.19 91.46 15.56 3.17
1549 68.02 57.73 82.27 23.10 5.46
1550 68.28 14.69 57.61 11.55 1.99
1551 68.18 40.05 203.44 22.99 5.29
1552 68.12 65.24 53.56 24.01 4.30
1553 68.24 83.87 139.81 19.47 2.76
1554 68.27 76.82 87.10 19.92 3.94
1555 68.19 35.41 180.04 20.19 4.93
1556 68.23 62.16 52.05 22.42 5.34
1557 68.28 74.00 74.76 21.40 4.36
1558 68.28 37.73 212.50 22.72 5.00
1559 68.19 71.80 63.60 19.84 5.00
1560 68.37 20.99 102.39 15.42 2.82
1561 68.50 17.22 75.39 12.20 2.53
1562 68.76 49.08 203.23 23.54 5.59
1563 68.60 70.41 62.12 24.62 4.72
1564 68.70 12.06 56.84 10.40 1.32
1565 68.90 33.83 199.50 20.53 4.85
1566 68.50 86.82 60.02 15.23 2.70
1567 68.60 42.70 198.81 21.83 5.77
1568 68.65 26.73 170.77 17.39 4.01
1569 68.85 55.61 192.36 23.99 5.71
1570 68.71 80.21 82.95 17.64 3.39
1571 68.92 53.17 222.03 23.54 5.76
1572 68.81 60.10 153.64 23.06 5.41
1573 69.09 44.98 219.90 23.14 5.59
1574 69.13 47.09 205.74 23.38 6.15
1575 69.00 66.96 48.93 22.38 5.34
1576 69.28 41.08 209.64 21.94 5.06
1577 69.26 57.75 216.54 22.42 5.68
1578 69.31 63.39 136.09 21.25 5.44
1579 69.21 30.72 183.53 19.05 5.05
1580 69.29 51.20 223.46 22.92 5.64
1581 69.03 69.15 47.86 18.91 3.86
1582 69.71 85.99 53.50 16.22 2.36
1583 69.57 19.88 154.27 13.94 3.04
1584 69.42 25.10 167.73 16.54 3.99
1585 69.43 28.48 183.20 18.24 4.52
1586 69.33 36.77 200.18 19.42 5.28
1587 69.50 72.63 46.87 20.19 4.29
1588 69.45 78.18 56.11 17.23 3.80
1589 69.90 39.41 172.77 20.72 6.12
1590 69.48 82.27 53.48 17.27 2.82
1591 69.60 15.40 122.73 11.00 2.38
1592 69.81 32.66 194.83 20.84 4.99
1593 69.74 65.65 136.27 20.81 4.98
1594 69.51 22.75 175.31 15.19 3.93
1595 69.76 75.60 44.37 17.76 3.19
1596 69.58 12.37 70.93 9.74 1.45
1597 69.75 43.40 206.31 23.15 5.75
1598 69.81 61.41 209.24 22.69 5.31
1599 69.87 80.11 44.69 16.19 3.55
1600 70.28 67.69 103.63 21.08 4.62
1601 70.06 54.43 235.35 24.38 6.63
1602 70.22 59.26 228.95 23.05 5.58
1603 70.05 46.03 219.24 20.92 5.08
1604 69.96 47.21 217.67 23.33 5.67
1605 70.29 56.79 236.85 24.56 6.06
1606 70.07 11.77 66.00 8.52 1.52
1607 70.34 51.74 220.54 23.57 6.01
1608 70.43 26.75 130.57 16.06 4.36
1609 70.35 37.54 144.53 18.90 6.37
1610 70.28 49.25 200.37 21.69 5.94
1611 70.81 35.77 115.62 21.04 6.15
1612 70.71 78.79 38.31 16.54 3.35
1613 70.33 81.32 42.67 19.09 3.78
1614 70.66 63.38 231.78 21.15 5.02
1615 70.61 23.82 132.17 16.35 4.64
1616 70.84 29.77 118.98 16.61 5.15
1617 70.63 69.97 85.65 20.09 4.19
1618 70.69 72.53 71.56 19.82 3.68
1619 70.81 18.46 132.07 12.81 2.71
1620 70.84 42.65 152.61 21.21 8.14
1621 70.48 77.01 37.85 17.18 3.36
1622 71.00 13.51 79.29 9.13 1.61
1623 70.73 16.13 120.13 10.76 2.09
1624 70.76 84.06 36.57 15.73 3.04
1625 70.87 45.14 132.98 22.42 6.08
1626 70.69 46.90 191.30 23.98 6.54
1627 70.59 74.94 41.97 21.08 4.78
1628 70.83 21.15 122.40 13.83 3.68
1629 71.18 53.71 206.34 23.19 6.29
1630 71.10 61.02 228.82 23.36 5.82
1631 71.37 34.19 87.46 19.41 7.32
1632 71.17 65.65 223.54 22.45 4.95
1633 70.98 87.19 28.81 12.19 1.85
1634 71.26 55.73 198.52 22.87 5.86
1635 71.60 39.02 95.04 19.75 8.39
1636 71.05 76.64 42.79 18.89 4.18
1637 71.33 48.64 145.38 22.76 6.77
1638 71.46 51.32 143.68 20.72 5.81
1639 71.34 58.55 214.86 22.29 5.90
1640 71.53 25.27 79.30 15.73 5.97
1641 71.66 76.22 70.79 18.20 3.85
1642 71.79 67.79 219.18 21.20 4.77
1643 71.53 27.49 69.07 16.95 7.18
1644 71.83 44.32 85.32 20.99 7.17
1645 71.81 73.62 145.94 19.14 3.97
1646 71.80 22.13 66.51 13.56 5.50
1647 71.85 70.46 204.00 19.76 4.48
1648 71.81 16.03 77.76 10.80 3.40
1649 71.79 85.66 27.02 12.87 2.33
1650 71.67 83.72 32.40 14.65 2.45
1651 71.78 29.84 63.73 18.78 7.92
1652 71.86 32.51 55.48 18.23 8.20
1653 71.98 41.82 65.37 20.66 8.35
1654 71.92 63.32 225.00 22.53 4.99
1655 72.23 20.19 60.69 12.69 6.77
1656 72.33 47.29 78.69 21.39 7.25
1657 72.48 37.76 50.99 19.12 9.22
1658 72.59 49.71 83.59 21.20 7.68
1659 72.44 81.24 103.17 15.88 2.63
1660 72.29 56.64 157.21 21.65 6.20
1661 72.30 58.88 184.59 22.59 5.26
1662 72.12 61.12 215.97 22.38 5.60
1663 72.36 13.69 40.02 8.62 2.57
1664 72.26 28.33 54.34 16.66 10.55
1665 72.56 54.40 111.81 20.18 7.57
1666 72.35 65.20 219.06 21.55 5.11
1667 72.32 84.19 37.54 14.13 2.33
1668 72.75 52.09 109.70 22.84 7.14
1669 72.68 23.98 43.59 14.63 9.64
1670 72.64 30.53 44.05 16.41 12.49
1671 72.87 32.48 44.49 17.94 15.56
1672 72.71 35.21 44.99 17.18 11.72
1673 72.90 77.44 175.67 18.09 3.47
1674 72.76 25.94 48.26 15.50 12.20
1675 72.86 45.45 56.54 19.98 8.85
1676 72.83 16.89 44.75 9.60 2.88
1677 72.95 69.02 218.67 19.72 4.48
1678 72.87 71.52 222.18 18.83 3.60
1679 72.80 40.18 47.80 20.54 11.48
1680 73.10 74.87 211.56 18.41 3.49
1681 72.85 42.31 48.08 20.28 9.22
1682 73.16 60.90 148.50 21.10 6.39
1683 73.01 86.58 26.15 10.23 1.91
1684 73.05 84.79 46.10 12.31 2.31
1685 73.28 63.35 154.77 20.06 5.64
1686 73.50 58.62 95.11 18.51 6.56
1687 73.25 19.79 36.83 12.27 6.66
1688 73.28 66.88 201.18 20.50 4.89
1689 73.51 56.49 78.61 21.01 8.03
1690 73.45 79.65 191.06 15.86 3.01
1691 73.26 13.35 27.17 8.17 3.53
1692 73.46 43.35 46.62 18.82 11.52
1693 73.57 47.63 52.13 19.99 11.47
1694 73.46 39.25 41.75 19.82 22.52
1695 73.71 14.49 26.84 9.53 4.61
1696 73.51 36.64 42.18 18.79 14.33
1697 73.68 26.98 36.20 15.95 15.22
1698 73.73 41.19 42.53 19.12 14.42
1699 73.66 54.31 68.64 20.38 9.98
1700 73.80 72.77 207.16 18.07 3.97
1701 73.83 82.38 158.01 13.98 3.05
1702 73.65 32.01 38.81 17.16 11.59
1703 73.92 29.21 45.38 15.03 16.41
1704 74.00 49.80 50.86 20.43 10.66
1705 73.87 24.29 41.51 14.22 17.00
1706 73.90 16.71 26.23 9.15 4.81
1707 74.08 65.70 123.65 18.18 5.75
1708 74.05 70.51 183.64 19.96 4.91
1709 74.31 85.28 109.99 11.50 1.91
1710 74.32 52.27 53.79 21.09 9.60
1711 74.55 36.10 85.50 18.85 27.60
1712 74.30 30.59 52.76 17.22 24.40
1713 74.31 61.24 79.49 20.37 6.87
1714 74.33 77.62 215.81 15.56 3.51
1715 74.58 39.20 69.04 18.04 28.39
1716 74.50 22.59 45.23 12.08 14.25
1717 74.41 67.96 125.10 18.79 5.10
1718 74.54 75.21 210.54 18.06 4.25
1719 74.42 43.67 63.03 20.85 26.32
1720 74.51 54.47 53.21 19.81 9.40
1721 74.65 63.52 83.98 19.52 7.25
1722 74.50 25.34 50.35 15.08 25.33
1723 74.61 46.31 56.48 20.33 24.35
1724 74.57 56.50 49.61 20.02 11.17
1725 74.66 41.42 72.19 18.47 30.71
1726 74.70 80.27 219.03 15.03 2.80
1727 75.03 27.74 114.21 14.51 30.60
1728 74.48 14.34 27.80 8.00 5.90
1729 74.85 16.03 36.82 9.28 11.67
1730 74.56 17.42 32.75 10.05 7.05
1731 74.86 59.11 54.37 18.95 8.21
1732 74.52 69.29 130.64 19.00 5.64
1733 75.04 33.24 110.97 17.93 35.71
1734 74.76 73.39 175.50 17.38 4.58
1735 75.26 20.20 66.16 11.22 18.83
1736 75.32 71.50 123.32 17.40 4.78
1737 75.14 82.62 161.13 13.21 2.20
1738 75.01 50.67 46.41 18.78 11.90
1739 75.38 31.13 130.29 16.32 35.51
1740 75.39 65.76 69.72 19.24 6.93
1741 75.56 45.06 131.61 19.83 39.88
1742 75.60 24.14 128.37 13.74 33.74
1743 75.75 42.75 158.90 18.26 52.01
1744 75.69 37.95 171.04 19.24 44.38
1745 75.60 68.77 89.68 18.12 5.85
1746 75.44 76.38 153.56 16.78 3.62
1747 75.74 57.04 42.79 19.83 14.39
1748 75.70 78.43 190.68 14.44 3.08
1749 75.67 54.27 57.17 20.27 21.18
1750 75.59 61.07 46.68 19.70 9.48
1751 75.93 40.42 187.05 18.92 44.71
1752 75.87 63.74 46.89 19.30 8.41
1753 75.92 35.23 172.41 17.48 55.35
1754 76.10 51.78 131.01 20.29 28.47
1755 76.01 17.30 79.24 10.65 22.99
1756 76.11 47.46 169.39 20.21 38.75
1757 75.97 74.30 108.68 16.76 4.43
1758 76.36 49.49 177.71 20.14 27.18
1759 76.47 83.32 166.25 12.71 2.12
1760 76.11 28.24 196.40 15.90 52.08
1761 76.12 32.63 190.47 18.45 47.34
1762 76.25 59.69 43.77 19.94 16.47
1763 76.66 79.71 161.62 14.53 3.01
1764 76.74 20.71 141.93 11.41 41.46
1765 76.71 25.66 164.80 13.59 38.18
1766 76.88 55.48 89.33 18.85 34.36
1767 76.70 70.70 67.67 17.73 6.02
1768 76.95 30.84 183.08 16.12 55.07
1769 76.91 57.90 72.50 18.30 22.95
1770 76.69 65.91 46.68 18.17 10.95
1771 76.96 68.74 53.35 17.55 7.89
1772 76.92 34.06 212.26 19.29 77.36
1773 76.82 37.25 197.24 18.77 57.07
1774 76.83 39.42 213.35 18.15 67.33
1775 76.81 45.11 214.21 20.05 58.82
1776 76.95 63.47 41.58 18.06 14.81
1777 77.03 75.65 70.71 14.46 3.98
1778 77.07 42.49 212.53 20.73 64.39
1779 77.08 73.08 57.31 15.53 5.48
1780 77.31 16.08 112.21 9.00 23.47
1781 77.24 53.13 204.14 19.34 35.46
1782 77.30 27.88 198.37 15.64 58.61
1783 77.65 23.71 175.01 13.86 56.54
1784 77.32 19.38 152.29 11.76 45.82
1785 77.47 59.97 92.91 18.43 23.23
1786 77.57 47.51 222.38 20.57 60.10
1787 77.53 50.30 219.75 20.53 52.55
1788 77.74 40.91 208.15 20.70 85.69
1789 77.65 17.66 147.14 10.53 42.27
1790 77.79 82.90 68.49 11.76 2.04
1791 77.83 62.14 100.82 18.58 25.01
1792 77.80 36.41 203.58 18.21 67.27
1793 77.94 80.63 104.70 12.76 2.41
1794 78.14 33.59 204.88 17.46 81.88
1795 77.82 44.77 216.05 20.31 68.54
1796 77.70 68.30 40.82 17.50 9.37
1797 78.12 64.90 80.90 18.03 23.78
1798 78.20 71.27 38.20 15.27 7.02
1799 77.91 76.35 69.24 12.42 3.75
1800 78.21 38.91 189.88 19.34 69.77
1801 78.18 54.90 223.25 21.19 57.87
1802 78.25 78.24 78.47 14.51 3.59
1803 78.29 29.65 170.98 17.51 74.21
1804 78.29 57.42 194.74 19.45 47.36
1805 78.44 74.09 38.61 15.17 5.13
1806 78.26 26.77 150.77 15.13 55.52
1807 78.50 52.89 223.33 19.21 64.86
1808 78.15 18.85 129.65 11.83 43.87
1809 78.61 43.17 209.00 20.06 90.41
1810 78.93 21.73 164.89 12.12 56.14
1811 78.62 48.68 214.58 19.09 51.38
1812 78.67 50.92 212.91 19.28 62.71
1813 78.68 59.90 223.85 20.06 46.63
1814 78.83 45.99 200.95 17.93 88.42
1815 78.73 17.58 112.52 10.06 27.86
1816 79.09 36.80 184.86 18.15 92.65
1817 79.03 19.70 136.14 10.57 34.74
1818 78.88 31.71 157.60 17.03 74.26
1819 79.05 62.56 220.34 19.08 47.20
1820 79.21 67.31 102.31 16.87 23.87
1821 79.16 24.48 148.46 13.25 70.72
1822 78.99 41.10 182.88 19.07 86.41
1823 79.18 76.70 43.11 15.00 4.28
1824 79.36 55.30 231.86 20.25 60.82
1825 79.47 65.09 182.96 18.66 44.07
1826 79.40 79.27 38.56 12.26 2.94
1827 79.44 33.81 164.63 16.35 95.23
1828 79.89 39.57 153.46 17.97 105.57
