#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
nk5 14A 8 even-skipped Kruppel giant
166 17.21 51.59 14.10 25.54 119.53
167 17.21 49.13 14.67 24.87 122.59
168 17.32 46.71 14.73 26.61 127.98
169 17.24 53.98 14.58 29.60 85.84
170 17.18 69.61 13.22 11.80 24.39
171 17.37 23.24 10.78 13.43 69.53
172 17.36 32.03 13.13 28.06 50.39
173 17.48 34.91 13.29 25.05 58.43
174 17.51 28.80 13.08 20.06 53.34
175 17.35 72.64 14.57 11.67 20.76
176 17.60 40.54 13.70 23.72 97.07
177 17.66 59.60 14.05 17.23 48.49
178 17.92 57.17 13.60 19.15 68.11
179 17.77 62.59 13.42 13.65 33.59
180 17.87 65.72 12.64 13.17 28.38
181 17.97 26.03 12.08 17.76 78.87
182 18.04 43.98 14.80 26.07 131.22
183 18.04 76.01 12.21 10.76 20.93
184 18.13 70.99 14.08 12.76 26.45
185 18.28 38.48 13.41 23.18 104.06
186 18.55 73.64 14.25 12.59 25.79
187 18.54 30.92 13.24 22.13 87.62
188 18.61 50.16 15.38 20.05 146.78
189 18.66 52.77 14.07 24.69 125.85
190 18.47 68.04 14.44 12.60 32.07
191 18.79 36.44 14.39 21.42 106.76
192 18.59 47.42 15.31 20.40 155.41
193 18.52 55.04 15.06 20.44 103.00
194 18.94 33.60 14.37 24.07 103.54
195 18.76 22.18 10.57 11.51 87.70
196 18.92 41.56 14.62 24.25 152.25
197 19.01 28.57 11.90 17.94 103.34
198 18.88 60.74 14.03 15.63 46.11
199 19.04 63.36 15.27 14.27 39.32
200 19.22 24.27 11.83 15.29 112.16
201 19.36 45.72 14.72 18.55 154.52
202 19.11 55.90 14.84 17.98 94.84
203 19.39 58.33 15.10 15.92 67.63
204 19.41 65.54 15.50 14.68 36.50
205 19.51 20.37 9.74 10.42 113.91
206 19.54 76.12 13.64 11.47 27.51
207 19.44 26.46 13.15 17.44 124.14
208 19.83 43.39 15.06 22.81 161.20
209 19.61 70.60 14.38 12.73 29.34
210 19.84 39.70 15.83 20.60 151.84
211 19.86 48.63 14.73 19.62 157.08
212 19.75 67.88 14.19 14.25 35.22
213 19.87 31.10 12.55 19.03 124.11
214 19.93 51.27 14.29 19.16 143.89
215 19.92 72.89 13.68 12.66 31.66
216 20.11 35.96 13.93 20.13 140.17
217 20.05 54.10 14.19 17.44 121.87
218 20.15 61.06 14.43 14.74 54.54
219 20.40 56.51 15.37 16.09 96.78
220 20.47 22.52 11.26 10.89 115.42
221 20.05 26.86 11.62 16.75 113.71
222 20.54 33.39 13.24 18.25 150.27
223 20.75 38.42 15.05 19.05 160.03
224 20.59 63.38 14.41 15.13 50.89
225 20.88 28.17 12.57 14.65 130.70
226 20.80 19.50 10.48 11.35 115.16
227 20.84 45.17 16.25 17.55 175.06
228 20.91 25.47 12.03 14.39 129.62
229 21.02 42.07 14.78 17.21 166.97
230 20.94 58.82 15.80 15.80 74.76
231 21.07 47.75 16.09 17.54 155.86
232 21.06 70.84 15.07 13.64 36.90
233 21.02 74.21 15.01 12.82 39.67
234 21.05 76.80 14.59 11.71 32.79
235 21.04 65.48 14.26 14.99 37.92
236 20.91 67.86 13.70 13.23 40.46
237 21.11 79.30 13.96 11.65 31.12
238 21.20 52.66 16.17 17.39 141.20
239 21.30 50.34 14.89 17.24 139.10
240 21.18 30.65 13.10 17.37 146.81
241 21.55 17.03 9.57 8.52 84.51
242 21.56 35.07 14.27 17.46 161.99
243 21.62 54.86 15.12 16.65 102.01
244 21.63 60.91 14.62 15.81 62.00
245 21.92 40.19 15.31 18.10 166.47
246 21.99 37.38 15.00 15.59 163.17
247 21.84 21.49 11.47 10.80 118.36
248 21.91 56.88 15.61 16.32 80.95
249 21.94 63.22 15.90 15.69 56.16
250 22.13 24.12 12.13 12.63 139.25
251 22.17 44.26 16.17 17.07 155.36
252 22.32 32.32 14.40 15.65 141.02
253 22.18 46.67 16.48 16.99 160.74
254 22.04 67.96 15.91 13.29 45.65
255 22.32 75.93 17.28 12.50 47.77
256 22.42 19.24 11.26 10.23 102.72
257 22.41 29.52 13.76 14.97 134.21
258 22.28 73.20 15.84 13.77 43.16
259 22.51 58.75 15.84 15.54 70.41
260 22.63 26.90 12.76 13.41 123.94
261 22.51 65.55 15.22 15.67 52.12
262 22.58 49.57 14.99 17.32 130.92
263 22.51 70.50 15.74 14.42 49.60
264 22.39 78.83 15.22 12.85 40.69
265 22.49 52.77 14.91 16.63 111.88
266 22.81 42.52 14.61 17.23 167.89
267 22.91 34.68 14.43 16.08 135.84
268 23.05 60.87 15.72 15.90 71.28
269 23.16 16.94 10.52 9.37 75.87
270 23.18 38.50 14.33 15.62 150.06
271 23.14 56.10 15.50 16.77 72.76
272 23.24 21.98 12.79 12.33 105.84
273 23.27 63.22 17.64 16.01 65.80
274 23.61 40.69 15.86 15.66 151.34
275 23.27 67.98 16.57 14.68 50.27
276 23.32 46.94 16.57 16.52 129.06
277 23.54 77.32 19.70 13.15 58.30
278 23.55 80.08 18.08 12.66 56.01
279 23.49 72.16 19.32 14.94 56.90
280 23.76 54.19 16.86 17.44 105.91
281 23.60 74.52 20.15 13.75 57.85
282 23.71 24.75 12.34 13.82 106.88
283 23.77 31.44 14.60 14.69 119.99
284 23.73 51.80 15.91 17.79 111.97
285 23.77 29.05 13.37 14.71 120.36
286 23.88 36.49 14.71 16.36 136.74
287 23.80 44.91 16.73 17.34 138.74
288 23.81 49.21 17.33 17.66 113.35
289 23.91 19.98 11.23 10.74 89.21
290 23.85 58.28 16.55 16.46 77.47
291 23.93 65.34 17.24 15.43 69.08
292 24.10 70.15 19.29 14.83 60.47
293 24.31 34.08 15.83 14.94 137.94
294 24.29 42.86 15.59 17.63 140.01
295 24.62 27.31 14.68 12.78 125.34
296 24.29 60.52 17.14 17.09 77.16
297 24.52 17.73 11.54 9.06 78.63
298 24.45 82.08 23.63 12.77 62.77
299 24.35 67.60 20.05 16.25 64.19
300 24.54 56.34 17.38 17.58 77.25
301 24.66 39.14 15.04 16.60 123.94
302 24.62 62.94 18.77 16.13 79.48
303 24.87 15.04 10.23 8.85 74.89
304 24.78 22.72 12.24 12.03 98.71
305 24.69 47.06 16.44 16.79 112.81
306 24.71 76.08 28.91 14.24 64.97
307 24.75 72.55 24.11 14.22 68.76
308 24.97 50.08 16.68 18.16 104.04
309 24.95 52.54 17.03 17.38 95.64
310 24.91 79.21 33.12 13.70 81.45
311 25.17 30.02 13.75 13.18 106.89
312 25.25 32.32 14.55 14.92 110.64
313 25.26 44.24 16.48 17.47 120.46
314 25.32 58.29 17.92 17.32 93.62
315 25.38 25.33 12.91 12.65 97.26
316 25.26 36.96 15.91 17.08 130.97
317 25.41 41.38 16.86 17.63 121.48
318 25.39 54.49 17.68 17.96 99.63
319 25.23 65.40 20.53 16.22 77.55
320 25.23 68.45 23.06 15.44 73.76
321 25.40 20.48 11.99 10.75 93.75
322 25.37 60.67 19.15 16.68 87.07
323 25.60 74.25 54.26 15.38 94.87
324 25.66 70.32 37.34 15.62 86.89
325 25.69 34.77 15.73 16.69 110.36
326 25.81 46.32 17.32 17.42 105.22
327 25.90 48.45 17.97 17.97 105.27
328 25.81 17.83 11.84 9.87 81.70
329 25.88 82.06 66.12 13.73 95.39
330 26.00 56.27 18.71 18.53 94.09
331 25.87 62.54 21.63 15.33 77.00
332 26.14 28.44 13.52 13.85 88.56
333 26.10 39.09 16.45 17.52 110.85
334 26.25 76.71 118.43 14.63 84.15
335 26.14 79.42 90.81 14.14 98.41
336 26.18 51.09 19.44 18.71 103.27
337 26.22 67.02 32.85 17.08 84.96
338 26.36 71.76 105.60 16.36 81.47
339 26.40 23.50 14.25 12.81 92.54
340 26.38 64.60 27.32 17.51 88.19
341 26.46 14.99 12.13 9.10 75.87
342 26.56 52.99 18.65 17.09 104.59
343 26.41 59.83 24.06 17.69 103.73
344 26.53 31.19 15.68 14.83 102.86
345 26.44 44.24 17.89 18.20 117.22
346 26.68 33.65 14.98 15.39 94.46
347 26.70 36.66 16.31 16.66 106.96
348 26.68 26.34 14.94 13.90 104.42
349 26.64 41.45 16.90 17.08 97.04
350 26.74 20.78 13.04 12.02 96.49
351 26.89 57.72 24.79 19.08 108.16
352 27.14 83.79 98.84 14.76 126.94
353 27.04 68.90 120.78 16.55 96.16
354 26.91 17.61 12.24 10.20 89.28
355 26.95 55.14 22.39 17.95 98.47
356 27.03 73.68 164.23 16.33 108.71
357 27.09 46.17 19.12 18.35 101.31
358 26.97 62.17 35.25 18.36 111.47
359 27.04 49.00 19.70 17.86 118.16
360 27.34 81.22 134.20 15.52 121.54
361 27.36 38.77 17.71 17.68 94.97
362 27.41 79.03 145.50 15.41 143.91
363 27.63 30.38 15.58 14.98 102.52
364 27.44 43.05 19.13 18.48 117.96
365 27.64 51.01 23.71 19.77 126.10
366 27.50 66.44 124.83 17.14 116.68
367 27.49 64.24 101.94 20.42 132.11
368 27.64 12.95 13.14 8.90 71.22
369 27.68 27.92 17.66 13.92 92.99
370 27.61 60.02 36.97 19.03 124.64
371 27.75 35.19 18.30 15.12 107.04
372 27.75 70.94 197.26 17.03 110.94
373 27.71 75.78 180.42 17.39 120.39
374 27.74 53.27 23.88 19.07 121.85
375 27.99 23.06 16.11 12.07 101.60
376 27.95 25.36 16.33 12.52 99.67
377 27.78 15.58 14.70 9.20 82.65
378 27.91 32.89 17.08 15.51 102.32
379 27.92 40.67 20.10 18.91 110.78
380 27.88 20.15 15.51 11.85 94.24
381 27.97 47.73 20.42 19.78 116.26
382 27.91 55.94 31.75 18.60 115.92
383 28.05 77.92 150.45 15.51 104.28
384 28.17 58.01 45.48 19.75 140.94
385 28.18 61.89 119.22 19.46 157.12
386 28.31 37.12 18.86 17.35 108.73
387 28.34 45.41 22.64 18.03 119.55
388 28.45 68.75 201.24 19.60 133.00
389 28.38 73.23 193.35 17.19 140.81
390 28.47 42.63 22.98 18.62 121.82
391 28.73 49.65 29.32 19.52 124.72
392 28.70 63.97 196.96 20.73 149.16
393 28.56 83.99 57.49 13.97 116.20
394 28.72 17.52 20.06 10.59 100.01
395 28.78 29.51 20.29 14.75 112.11
396 28.80 39.19 20.93 17.64 109.70
397 28.70 54.28 39.68 19.65 128.16
398 28.78 66.43 197.14 19.79 151.40
399 28.73 80.65 80.95 15.05 130.66
400 28.91 51.87 34.51 20.46 127.73
401 29.06 11.85 36.47 9.29 90.41
402 28.94 14.75 25.05 9.82 95.20
403 28.95 76.09 152.17 16.14 135.00
404 29.09 27.42 22.29 13.57 109.93
405 28.97 31.75 21.01 14.96 118.00
406 29.06 34.41 21.60 16.21 123.49
407 29.04 59.70 159.84 20.53 163.06
408 28.89 47.64 28.02 18.19 119.21
409 29.06 20.56 22.64 12.30 114.31
410 29.15 56.40 115.48 20.22 162.10
411 29.26 70.58 156.16 20.10 167.64
412 29.42 43.80 28.01 19.31 141.16
413 29.52 22.87 26.21 12.90 111.48
414 29.45 41.39 25.52 19.63 131.69
415 29.47 61.88 208.54 20.60 180.89
416 29.68 25.66 32.36 13.60 118.14
417 29.66 78.18 96.33 17.06 147.85
418 29.49 36.69 24.40 17.88 128.63
419 29.47 73.51 130.00 18.20 160.23
420 29.61 46.04 32.79 20.19 135.35
421 29.74 83.45 42.13 14.79 133.86
422 29.82 67.60 194.12 18.96 170.72
423 29.84 48.57 56.14 20.66 128.06
424 29.70 53.80 85.98 20.64 147.53
425 29.94 57.87 220.82 22.23 191.71
426 29.79 64.78 188.16 20.64 172.86
427 29.94 16.76 52.00 10.91 115.25
428 29.92 38.96 28.90 17.96 130.73
429 29.93 51.02 81.95 19.66 146.25
430 29.99 30.05 38.15 15.33 128.38
431 30.20 13.75 115.80 11.27 136.14
432 30.12 32.38 35.86 16.00 132.38
433 30.29 80.75 50.15 17.34 146.82
434 30.24 20.20 75.77 13.08 146.81
435 30.36 75.74 75.31 17.84 151.77
436 30.34 34.56 36.25 16.33 129.56
437 30.43 60.10 194.64 23.13 183.47
438 30.38 55.58 196.90 21.28 153.95
439 30.56 87.02 25.75 15.32 87.31
440 30.48 72.88 86.99 19.48 163.67
441 30.44 70.18 119.83 20.59 178.23
442 30.70 11.36 104.92 9.26 111.02
443 30.63 24.29 121.06 14.02 147.30
444 30.65 28.35 104.22 15.26 144.30
445 30.47 41.23 43.06 19.54 136.64
446 30.44 43.91 43.92 20.02 133.15
447 30.51 62.70 177.57 23.23 200.51
448 30.69 36.67 45.58 16.72 138.77
449 30.65 46.68 85.33 20.30 158.99
450 30.74 53.34 198.00 21.39 187.67
451 30.81 65.22 144.44 20.00 210.11
452 30.77 49.26 172.59 20.95 138.71
453 30.87 84.42 29.31 14.81 98.14
454 30.96 18.03 128.29 13.39 156.08
455 30.97 67.60 89.59 21.09 188.45
456 30.99 38.83 51.75 17.89 138.02
457 31.16 51.30 217.64 22.49 191.43
458 31.26 22.41 144.76 14.38 171.51
459 31.21 26.32 158.27 16.19 166.18
460 31.11 57.58 213.59 22.38 208.45
461 31.23 77.86 50.49 18.17 135.47
462 31.31 30.85 140.32 17.09 166.04
463 31.33 15.36 120.42 10.86 147.48
464 31.26 33.04 133.00 17.63 140.91
465 31.24 42.72 98.27 20.27 153.07
466 31.55 44.72 186.59 21.62 183.65
467 31.53 40.76 147.80 20.27 178.08
468 31.50 61.89 125.96 22.62 219.56
469 31.60 71.72 65.24 21.22 160.06
470 31.65 82.18 31.73 17.71 103.14
471 31.59 55.32 206.18 24.25 221.96
472 31.63 74.66 53.30 19.05 147.79
473 31.79 20.08 148.54 12.59 188.49
474 31.65 59.35 153.11 22.05 225.93
475 31.85 34.84 194.23 18.98 175.38
476 31.70 47.31 198.24 22.59 194.10
477 31.77 69.29 66.97 21.47 168.73
478 31.85 12.89 91.38 10.47 133.25
479 31.87 88.17 26.40 17.07 46.60
480 31.88 37.25 182.82 20.28 172.90
481 31.92 49.37 224.23 22.49 194.23
482 32.11 10.33 79.49 9.06 109.36
483 31.87 64.36 72.75 22.34 203.58
484 31.91 53.09 219.03 24.00 201.74
485 32.03 84.80 29.81 18.21 85.72
486 32.01 29.10 165.21 16.85 177.51
487 32.11 79.43 33.64 18.17 109.22
488 32.41 24.21 150.38 16.42 183.67
489 32.27 66.92 55.53 21.91 168.42
490 32.30 86.21 35.04 18.21 83.53
491 32.42 17.55 109.68 13.16 173.94
492 32.35 56.94 168.31 23.41 217.79
493 32.49 39.46 201.38 20.35 192.10
494 32.36 26.60 165.82 16.25 209.86
495 32.44 32.33 192.83 18.79 196.20
496 32.46 42.32 199.83 21.71 200.06
497 32.45 51.37 217.44 26.49 221.70
498 32.56 60.31 100.57 23.31 220.45
499 32.53 45.72 202.32 24.36 197.13
500 32.87 75.97 32.68 19.67 107.12
501 32.82 15.00 94.82 11.90 168.12
502 32.86 21.86 147.30 14.78 193.83
503 32.78 62.56 61.15 24.10 198.56
504 32.75 73.20 35.74 21.20 133.86
505 32.82 47.79 204.71 24.00 222.67
506 32.82 54.22 143.01 23.75 217.76
507 32.91 36.27 191.88 20.11 213.06
508 32.94 69.90 36.36 22.99 147.01
509 33.16 81.79 35.80 19.11 81.83
510 33.28 30.45 175.89 19.78 207.14
511 33.09 64.92 42.46 23.49 171.87
512 33.22 28.24 159.45 17.27 201.55
513 33.17 44.04 197.91 21.80 224.29
514 33.22 58.34 74.38 23.00 205.20
515 33.26 12.41 62.54 10.67 149.38
516 33.31 34.29 193.18 20.41 214.66
517 33.18 87.52 58.37 18.93 44.93
518 33.31 19.67 107.77 13.63 186.35
519 33.36 50.04 164.18 23.77 226.68
520 33.35 78.67 32.32 19.86 97.05
521 33.42 84.22 51.27 21.06 64.90
522 33.48 38.43 187.91 21.99 220.70
523 33.49 56.03 78.69 25.06 209.68
524 33.57 67.16 35.33 24.00 145.19
525 33.58 52.03 124.50 25.46 220.79
526 33.60 25.76 111.50 16.62 192.54
527 33.56 40.79 181.14 21.24 190.81
528 33.72 45.86 130.22 23.29 226.52
529 33.92 9.89 34.37 9.22 102.00
530 33.75 72.07 35.44 22.66 122.54
531 33.88 32.44 137.64 20.31 212.82
532 33.83 60.52 42.67 24.04 190.20
533 33.78 48.09 151.98 25.12 220.61
534 33.97 17.42 71.57 13.08 178.17
535 33.95 42.67 145.75 24.05 212.17
536 34.03 23.24 84.88 15.68 198.51
537 34.11 53.78 70.69 26.16 223.51
538 34.00 62.80 37.41 25.38 177.29
539 34.13 36.33 138.60 22.03 218.43
540 34.45 14.81 47.47 11.98 156.54
541 34.22 69.14 29.11 24.89 120.59
542 34.52 74.45 33.57 22.50 82.83
543 34.38 76.93 39.05 24.14 86.69
544 34.51 86.34 125.03 22.18 33.90
545 34.44 57.47 37.20 23.29 196.89
546 34.47 64.75 33.59 24.64 157.19
547 34.42 27.88 84.63 18.67 214.60
548 34.75 89.55 100.23 23.12 20.06
549 34.58 20.43 51.70 14.10 171.51
550 34.53 79.81 52.44 22.27 64.32
551 34.63 82.45 98.38 21.39 39.94
552 34.69 30.24 90.56 18.89 199.63
553 34.56 39.06 107.28 22.64 204.04
554 34.54 49.47 79.98 24.59 224.00
555 34.75 12.28 32.41 11.70 135.91
556 34.91 34.36 67.80 19.13 206.96
557 34.83 44.06 75.00 24.76 215.48
558 34.80 46.88 68.94 25.03 226.35
559 34.87 41.31 93.82 23.11 216.23
560 34.91 55.61 36.20 25.28 200.29
561 34.83 59.50 35.96 26.37 183.32
562 34.99 66.74 30.10 26.57 124.37
563 35.04 25.43 59.65 16.25 198.95
564 35.01 51.24 43.90 24.73 211.22
565 34.87 71.42 34.86 23.66 91.45
566 35.25 32.25 61.56 19.78 201.22
567 35.16 62.20 30.21 25.10 152.36
568 35.31 36.90 71.52 22.06 212.76
569 35.29 17.76 34.94 12.42 160.83
570 35.31 22.95 43.09 16.44 181.32
571 35.26 53.51 36.29 25.19 193.16
572 35.68 9.83 18.65 11.01 114.95
573 35.59 68.91 34.40 25.55 95.03
574 35.61 77.85 110.46 25.25 51.72
575 35.70 27.93 47.51 18.16 198.76
576 35.72 48.71 37.70 24.88 198.92
577 35.74 39.30 55.01 23.67 205.90
578 35.77 64.27 31.43 28.10 118.29
579 35.80 72.53 58.93 28.71 74.15
580 35.85 83.70 139.74 24.28 25.36
581 35.86 46.13 39.09 25.41 193.14
582 35.84 57.90 32.19 27.87 147.48
583 35.81 60.25 31.56 28.44 156.26
584 35.99 87.39 127.09 27.51 20.18
585 35.69 91.69 58.26 24.43 12.53
586 36.02 74.93 76.07 27.21 64.61
587 35.99 81.42 154.86 27.40 31.41
588 35.89 85.16 135.97 26.90 24.79
589 36.04 15.34 22.76 13.52 138.11
590 36.01 20.39 29.81 14.34 158.54
591 36.10 30.34 46.44 20.41 186.39
592 35.95 43.89 43.77 24.31 210.68
593 36.15 41.36 44.12 24.69 207.04
594 36.14 12.65 21.04 12.55 119.12
595 36.15 52.35 32.13 27.11 176.49
596 36.20 55.21 31.56 26.79 151.29
597 36.27 34.85 38.49 21.22 192.96
598 36.54 89.73 92.22 32.48 15.30
599 36.36 66.57 36.99 27.14 90.31
600 36.50 25.67 34.12 18.47 178.61
601 36.47 61.98 35.91 29.71 121.13
602 36.61 32.73 34.64 21.29 183.95
603 36.58 50.10 33.38 26.28 152.97
604 36.58 69.78 81.78 32.72 70.03
605 36.53 23.00 28.65 17.43 161.47
606 36.58 36.88 38.19 23.04 193.17
607 36.86 79.43 166.34 31.62 32.48
608 36.78 18.03 24.63 14.48 143.97
609 36.88 47.68 32.24 29.30 174.55
610 36.94 92.35 45.48 34.21 10.02
611 37.09 76.61 162.93 30.05 35.78
612 37.06 39.02 35.14 23.21 193.95
613 37.05 42.96 32.26 24.77 184.12
614 37.01 57.00 39.32 29.35 127.25
615 37.02 59.52 41.40 30.41 115.17
616 36.90 64.13 43.39 29.05 88.54
617 37.06 72.19 165.21 33.86 43.42
618 37.03 28.14 28.56 18.73 169.98
619 37.02 45.37 32.93 25.43 175.69
620 37.13 84.05 134.81 32.08 21.97
621 37.21 9.70 15.90 11.15 78.77
622 37.19 54.28 40.59 28.41 117.19
623 37.30 30.77 28.89 20.95 158.57
624 37.40 12.40 18.37 13.68 106.22
625 37.39 51.92 39.46 27.64 135.14
626 37.54 87.34 102.38 33.01 16.34
627 37.53 21.16 21.15 15.29 127.92
