#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
lesl15 14A 8 Kruppel even-skipped fushi-tarazu
166 15.43 23.83 24.13 3.56 30.84
167 15.27 52.80 25.55 4.39 30.42
168 15.47 69.57 13.47 3.49 32.10
169 15.34 51.02 25.78 4.70 30.17
170 15.45 54.77 19.10 4.52 36.14
171 15.43 59.26 17.64 4.68 32.32
172 15.97 25.46 23.14 4.44 28.21
173 15.60 67.95 14.00 3.50 32.28
174 15.92 62.59 15.84 4.45 30.98
175 15.99 27.87 24.26 4.49 29.11
176 16.02 53.67 22.39 4.44 35.86
177 16.20 51.95 20.40 4.28 33.53
178 16.18 49.36 24.81 4.74 33.89
179 16.25 57.18 17.04 4.49 33.00
180 16.05 46.90 34.90 4.72 30.68
181 16.11 59.34 17.38 4.66 31.85
182 16.31 37.74 21.73 4.00 32.06
183 16.03 50.69 29.82 5.18 30.36
184 16.17 68.70 13.19 3.65 30.27
185 16.51 72.68 13.07 3.64 29.60
186 16.58 63.80 15.14 4.21 31.54
187 16.70 40.60 22.31 4.63 35.03
188 16.56 45.17 25.56 4.83 33.70
189 16.79 47.53 25.38 5.13 35.79
190 16.98 60.09 15.85 4.26 33.02
191 16.76 74.18 11.55 3.83 28.52
192 16.56 32.35 27.00 5.00 33.25
193 16.82 29.01 28.15 4.85 26.80
194 17.18 43.36 20.84 4.59 32.42
195 16.77 48.70 20.12 4.62 33.25
196 16.97 69.22 14.12 3.95 31.44
197 17.23 50.84 17.78 4.47 34.59
198 16.94 55.93 19.48 3.65 33.43
199 16.90 31.66 22.00 3.69 33.92
200 17.16 30.64 23.02 4.63 30.70
201 16.91 37.16 17.50 5.20 33.60
202 16.99 32.99 23.71 5.71 32.57
203 17.06 71.49 15.44 4.22 30.17
204 17.34 57.19 17.44 4.70 32.88
205 17.33 45.37 21.96 4.93 30.58
206 17.46 53.89 18.47 4.19 34.40
207 17.63 37.44 19.97 5.44 32.78
208 17.57 58.40 16.22 4.68 33.55
209 17.43 32.51 21.29 4.76 32.86
210 17.83 47.99 19.99 5.27 37.28
211 17.51 63.74 15.31 4.66 32.79
212 17.59 22.78 17.80 3.93 29.74
213 17.69 26.08 22.19 4.81 31.48
214 17.79 33.80 21.09 5.12 31.07
215 17.79 66.78 15.03 4.14 33.17
216 17.69 35.28 20.24 5.00 34.52
217 17.55 61.44 15.08 4.46 29.77
218 17.79 28.75 19.24 4.48 33.32
219 17.79 39.67 20.43 5.16 34.86
220 18.00 52.60 17.29 4.89 33.09
221 18.29 72.67 12.51 3.87 29.85
222 17.90 64.61 17.62 3.82 35.68
223 18.25 69.23 14.47 4.54 32.73
224 17.77 24.37 20.11 3.78 35.22
225 17.91 62.61 16.00 4.72 32.64
226 18.05 41.59 20.34 5.79 33.62
227 18.27 32.20 18.87 4.32 31.63
228 17.94 42.95 19.60 4.90 34.20
229 18.25 50.16 18.52 5.06 36.62
230 18.23 21.57 17.51 3.66 31.25
231 18.26 30.55 20.96 5.37 30.86
232 18.25 19.55 17.47 4.10 29.84
233 18.36 23.63 18.70 4.50 31.32
234 18.50 46.37 20.38 4.87 33.38
235 18.74 37.14 18.46 4.98 33.59
236 18.53 56.31 17.51 4.58 33.19
237 18.44 58.02 16.18 4.35 32.98
238 18.36 26.85 20.36 4.71 31.64
239 18.67 35.38 20.47 4.80 31.47
240 18.60 74.38 13.76 4.63 31.11
241 18.68 67.29 15.27 4.59 32.61
242 18.64 45.24 20.15 4.00 33.30
243 18.79 20.33 15.92 3.58 27.81
244 19.00 29.42 17.65 4.68 29.89
245 18.87 39.00 19.07 5.52 31.98
246 19.14 27.58 18.16 4.76 33.76
247 18.85 41.67 19.24 4.61 36.50
248 19.02 53.88 16.25 4.87 33.48
249 18.98 59.09 17.00 5.18 32.64
250 19.23 22.90 17.85 4.33 32.41
251 18.91 24.73 18.80 4.60 30.60
252 19.38 62.96 14.95 4.69 35.35
253 19.37 44.14 20.47 5.68 36.83
254 19.21 33.91 17.00 4.89 32.16
255 19.30 50.72 17.88 5.63 35.17
256 19.29 25.50 21.66 5.28 32.34
257 19.42 68.83 14.96 4.45 30.38
258 19.35 42.46 20.15 5.07 35.63
259 19.54 40.12 18.86 4.63 35.96
260 19.41 48.33 19.09 5.22 35.03
261 19.28 65.95 17.25 4.94 32.64
262 19.32 47.02 19.64 5.18 33.64
263 19.38 78.24 11.26 3.91 29.52
264 19.73 56.12 17.72 4.77 34.44
265 19.61 30.24 20.31 4.14 31.83
266 19.55 45.64 20.42 5.31 35.35
267 19.83 71.24 14.96 4.35 33.10
268 19.75 77.16 11.65 3.89 29.38
269 19.59 37.07 19.52 5.36 30.30
270 20.05 19.81 18.12 3.95 27.17
271 19.68 59.45 16.20 4.41 36.93
272 19.89 21.23 18.31 5.08 31.27
273 19.70 24.18 17.58 5.47 33.16
274 20.03 61.11 15.91 4.56 32.36
275 19.93 75.12 13.35 3.99 33.27
276 19.97 25.95 21.17 5.28 31.66
277 20.04 66.40 14.69 4.31 32.46
278 19.96 18.53 16.79 4.42 28.08
279 20.02 31.57 19.29 5.14 35.30
280 19.86 51.79 17.70 5.70 32.20
281 20.00 53.22 16.90 5.47 32.80
282 19.91 46.51 19.15 5.69 36.62
283 20.05 58.26 17.53 4.94 35.35
284 20.10 42.67 19.44 5.79 37.79
285 20.26 79.26 12.38 3.40 31.81
286 20.38 34.67 18.60 5.30 34.38
287 20.25 50.16 18.13 5.28 32.99
288 20.25 68.97 14.33 4.76 31.59
289 20.17 36.56 19.23 5.92 33.85
290 20.44 39.28 18.97 5.37 35.55
291 20.04 45.74 17.33 4.33 36.33
292 20.40 47.40 17.80 5.35 35.31
293 20.23 72.38 14.84 4.88 30.60
294 20.49 22.38 17.48 5.22 33.17
295 20.27 45.04 17.13 4.47 38.07
296 20.51 27.89 17.70 5.49 31.47
297 20.51 65.38 16.09 3.77 31.37
298 20.40 77.70 11.87 3.67 29.87
299 20.49 29.69 18.02 5.69 30.26
300 20.92 63.17 14.73 4.75 30.57
301 20.62 43.94 18.40 5.14 39.40
302 20.87 25.31 17.57 4.54 30.96
303 20.55 37.43 18.81 5.94 35.00
304 20.74 41.79 17.69 4.76 35.12
305 20.62 45.94 19.11 5.61 34.33
306 21.52 53.61 16.81 5.58 35.49
307 20.94 58.63 17.27 5.10 35.65
308 20.72 70.54 14.03 4.64 29.81
309 20.74 72.53 13.40 4.27 30.13
310 20.99 80.79 11.82 3.65 27.85
311 20.83 74.76 14.86 3.91 30.17
312 21.11 49.22 18.61 5.59 34.33
313 21.10 60.66 16.07 4.52 33.58
314 21.26 20.29 17.08 4.35 29.54
315 21.10 27.04 16.95 5.29 28.76
316 21.55 30.99 17.66 5.34 31.02
317 20.97 50.47 18.18 6.36 36.55
318 21.01 66.46 13.93 5.00 30.27
319 21.23 69.01 13.16 4.70 32.57
320 21.33 73.17 15.18 3.89 33.09
321 21.14 28.82 16.96 5.68 32.24
322 21.11 77.52 12.23 3.69 29.85
323 21.27 44.38 17.71 5.80 35.23
324 21.66 38.58 18.88 5.67 35.26
325 21.45 46.46 18.49 5.44 37.64
326 21.48 76.56 12.07 4.49 31.38
327 21.46 71.53 15.33 4.79 31.35
328 21.73 18.30 15.92 4.42 27.88
329 21.52 40.89 19.35 5.57 35.20
330 21.64 65.67 15.23 4.92 32.59
331 21.57 75.14 14.64 4.30 30.27
332 21.66 50.61 17.20 5.71 36.49
333 21.66 80.24 12.18 3.67 30.06
334 22.01 27.91 17.04 5.54 31.82
335 21.86 57.93 16.79 5.21 36.48
336 21.90 24.70 18.16 4.91 29.81
337 21.75 43.33 18.73 5.05 38.14
338 21.73 55.93 17.50 5.21 35.21
339 21.91 36.36 18.76 6.18 38.27
340 22.28 78.80 12.51 3.63 31.41
341 22.08 34.23 17.79 5.04 34.00
342 22.18 52.05 17.33 5.37 35.88
343 21.99 17.29 14.38 4.31 31.31
344 22.22 21.20 15.98 4.34 30.45
345 22.08 42.21 18.42 5.32 36.32
346 22.05 70.26 15.45 4.95 31.59
347 22.22 73.81 14.84 5.21 30.88
348 22.34 63.63 15.80 5.86 32.30
349 22.33 46.39 19.44 5.82 35.82
350 22.61 80.67 12.74 4.26 31.36
351 22.31 81.94 11.82 4.24 29.18
352 22.84 44.47 19.32 5.91 35.97
353 22.37 77.01 13.43 4.20 27.37
354 22.55 69.53 14.80 4.56 34.00
355 22.62 72.64 12.47 4.27 31.00
356 22.79 32.47 17.33 5.35 32.56
357 22.60 75.71 12.40 3.83 29.67
358 22.78 36.79 18.51 5.25 35.60
359 22.96 29.32 17.66 5.40 30.72
360 22.83 41.83 17.54 6.10 35.16
361 22.88 50.22 16.61 5.81 34.43
362 22.67 55.60 16.40 5.10 36.94
363 22.97 17.77 15.73 4.36 28.63
364 22.78 57.45 14.56 5.62 34.56
365 22.98 19.98 16.44 4.86 30.76
366 22.90 59.06 15.54 5.54 32.86
367 22.96 24.02 18.47 6.16 31.88
368 22.99 26.71 17.21 5.81 34.68
369 22.95 38.48 18.15 6.15 34.72
370 22.86 52.64 16.86 5.19 34.90
371 22.88 62.42 16.65 5.16 31.10
372 23.21 71.24 14.84 5.51 33.80
373 23.21 47.42 17.68 5.74 34.21
374 23.27 65.58 15.80 5.47 32.41
375 23.27 68.25 14.59 5.39 31.82
376 23.41 74.79 14.39 5.31 29.17
377 23.35 30.90 18.49 5.41 35.78
378 23.49 35.25 16.44 5.49 29.73
379 23.53 55.89 16.41 5.97 35.64
380 23.56 77.96 13.78 4.58 29.80
381 23.38 82.52 11.59 4.06 31.82
382 23.42 27.70 19.38 6.25 31.75
383 23.72 39.96 17.20 6.22 35.15
384 23.56 62.73 16.85 6.25 33.92
385 23.87 61.11 16.46 6.32 32.66
386 23.68 22.28 18.36 6.36 30.64
387 23.95 58.34 16.67 6.46 34.16
388 23.65 25.35 18.76 6.32 27.96
389 23.80 41.93 17.61 6.09 32.39
390 24.22 48.76 19.36 6.36 37.94
391 23.83 44.30 18.95 6.87 36.79
392 24.12 24.20 18.88 5.95 30.72
393 23.97 79.42 13.18 4.87 28.97
394 24.31 54.36 17.19 6.99 35.69
395 23.98 65.26 15.05 5.86 34.00
396 24.24 82.01 11.31 4.93 28.10
397 24.09 69.44 15.02 5.78 32.68
398 24.20 31.57 16.34 5.75 32.07
399 24.27 63.84 15.70 6.64 35.34
400 24.11 37.34 17.59 6.54 34.12
401 24.25 45.96 18.52 5.94 35.01
402 24.20 51.99 17.52 6.44 34.84
403 24.82 20.66 16.86 6.21 30.64
404 24.40 17.11 15.52 5.65 33.22
405 24.52 56.30 15.59 6.29 37.02
406 24.75 74.47 15.02 6.35 35.85
407 24.63 34.46 18.05 5.66 34.88
408 24.44 38.78 17.70 6.10 36.40
409 24.66 76.29 13.98 5.50 33.62
410 24.81 29.10 17.87 5.67 31.51
411 24.70 77.63 13.29 5.47 27.94
412 24.77 70.85 15.06 5.12 29.90
413 24.69 36.77 17.39 6.39 34.11
414 25.08 41.18 18.61 6.17 35.25
415 24.90 26.20 16.29 5.87 32.61
416 25.08 46.79 18.42 6.44 37.44
417 25.45 59.45 16.72 7.97 34.18
418 24.98 67.61 16.04 7.04 31.89
419 24.96 35.72 17.90 5.72 33.45
420 25.10 50.63 18.04 6.91 35.49
421 25.15 65.29 16.79 6.69 35.65
422 25.00 62.52 15.66 6.81 32.73
423 25.13 39.25 17.62 6.85 34.82
424 25.10 53.08 17.90 7.10 33.35
425 25.18 79.52 11.53 5.90 28.94
426 25.27 31.24 18.21 6.16 31.13
427 25.23 44.47 17.50 6.03 34.68
428 25.33 24.94 18.06 6.49 31.90
429 24.93 72.04 22.00 8.00 39.00
430 25.45 17.04 15.37 5.68 29.78
431 25.32 22.35 16.75 6.21 32.71
432 25.39 82.99 11.40 5.28 27.89
433 25.58 55.25 17.55 8.62 35.64
434 25.92 70.07 14.88 8.10 31.40
435 25.54 23.47 17.24 6.68 31.81
436 25.32 81.88 11.17 4.58 30.92
437 25.64 36.71 19.32 6.61 35.68
438 25.31 76.51 13.33 6.83 31.17
439 25.43 29.23 16.73 6.00 30.67
440 25.64 34.54 18.66 6.78 33.09
441 25.40 78.23 12.67 6.83 29.17
442 25.49 62.42 17.50 7.67 37.00
443 26.06 52.00 17.84 8.48 35.87
444 25.65 71.89 14.07 8.38 28.16
445 25.73 80.95 12.87 8.26 28.90
446 25.77 27.07 17.39 7.11 30.82
447 25.63 40.31 19.58 7.11 34.95
448 25.81 77.06 13.63 7.15 32.22
449 25.63 43.42 16.88 5.50 34.88
450 25.77 68.45 13.50 12.71 31.12
451 25.79 73.64 14.39 7.54 29.68
452 25.77 37.97 18.83 6.06 38.78
453 26.12 84.44 10.74 5.98 28.71
454 26.05 41.90 18.47 8.19 32.67
455 25.96 67.09 14.84 9.70 29.89
456 26.05 63.08 16.12 10.41 33.85
457 25.99 39.04 16.96 6.40 35.32
458 26.54 75.25 14.10 11.07 31.82
459 26.21 45.92 17.88 7.43 34.62
460 26.18 79.61 14.87 7.40 30.04
461 25.93 83.10 11.67 6.67 30.50
462 26.19 15.97 16.42 5.94 31.33
463 26.14 31.22 17.61 6.76 31.47
464 26.58 43.31 19.46 8.09 37.09
465 26.03 23.88 21.00 8.33 29.67
466 26.76 40.31 18.38 8.19 33.72
467 26.36 33.43 17.78 6.98 32.96
468 26.20 34.77 16.88 4.50 39.00
469 26.54 35.90 18.73 7.84 34.40
470 26.39 54.55 19.79 11.18 35.29
471 26.35 19.52 17.72 7.19 31.88
472 26.60 50.29 18.36 9.42 34.52
473 26.88 57.36 17.65 64.58 35.10
474 26.44 27.76 16.00 6.50 32.20
475 26.55 82.02 11.31 6.17 33.75
476 26.50 66.75 15.22 16.35 38.13
477 26.46 74.19 15.22 9.89 31.78
478 26.74 22.43 18.34 7.85 31.57
479 26.75 53.50 16.80 13.27 34.23
480 26.73 44.66 18.63 9.37 36.22
481 27.09 60.26 18.81 165.75 35.72
482 26.71 20.82 17.85 7.45 31.90
483 26.99 14.64 14.96 5.37 28.02
484 27.12 37.69 18.51 7.69 33.86
485 27.34 63.40 17.16 89.87 33.79
486 26.77 79.30 13.21 16.43 38.57
487 26.96 65.71 16.18 38.20 28.75
488 27.03 16.30 16.28 7.03 29.50
489 26.91 18.73 16.10 7.40 29.40
490 27.11 28.32 19.04 7.50 34.65
491 27.36 68.35 15.92 113.16 31.25
492 27.14 48.12 18.02 9.96 34.91
493 27.13 71.14 15.87 37.28 27.07
494 27.02 19.89 15.91 9.36 32.00
495 27.25 23.55 16.48 9.33 31.73
496 27.27 21.26 17.18 8.86 32.95
497 27.45 17.74 16.14 9.10 29.91
498 27.44 32.68 19.04 7.44 35.87
499 27.52 79.29 14.51 40.85 25.60
500 27.72 54.96 18.86 107.23 33.79
501 27.62 29.44 18.20 8.57 30.69
502 27.98 76.09 14.52 96.66 28.96
503 27.76 39.71 19.58 11.30 35.58
504 28.08 20.77 17.83 13.54 33.07
505 27.64 46.01 18.41 10.81 39.41
506 28.00 73.33 15.20 80.38 30.51
507 28.03 31.04 17.33 7.38 34.33
508 28.01 42.37 18.78 11.96 37.40
509 27.92 47.31 19.80 18.87 36.76
510 27.96 22.26 17.51 10.09 32.04
511 28.11 25.15 17.10 10.55 33.25
512 28.50 49.70 19.64 137.38 35.53
513 28.25 52.26 18.67 179.50 34.78
514 28.34 82.38 13.13 54.66 28.54
515 28.18 58.62 17.12 219.98 35.50
516 28.24 66.48 15.96 166.59 31.03
517 28.63 80.37 14.21 64.84 29.50
518 28.44 61.25 17.71 204.49 35.98
519 28.37 70.76 16.17 166.67 31.46
520 28.53 84.10 12.74 52.32 26.36
521 28.22 16.07 16.24 9.38 27.44
522 28.06 32.41 18.38 10.23 35.15
523 28.53 86.24 11.89 40.67 27.30
524 28.35 26.36 18.88 13.08 30.44
525 28.75 34.21 18.47 16.08 36.16
526 28.43 40.41 20.95 13.18 37.18
527 28.50 38.89 18.64 18.86 36.32
528 28.47 45.25 19.50 24.00 39.28
529 28.64 17.89 16.61 17.76 30.45
530 28.90 56.31 17.94 229.24 34.82
531 28.67 15.12 15.67 14.50 26.75
532 28.65 29.77 17.90 10.83 32.46
533 29.06 78.02 13.63 89.80 27.87
534 28.63 23.70 18.31 15.59 33.23
535 28.73 35.93 18.73 14.76 34.15
536 28.92 63.83 17.18 210.24 32.12
537 28.77 32.10 17.50 11.06 35.54
538 28.67 28.31 17.72 11.55 33.45
539 28.90 37.83 17.42 17.75 36.80
540 29.12 47.52 20.61 168.30 35.82
541 29.12 53.83 20.03 223.06 35.38
542 29.22 43.52 19.28 91.40 37.27
543 29.33 19.65 16.80 61.86 27.75
544 29.08 27.25 17.59 15.24 32.00
545 29.44 69.12 17.26 163.05 33.06
546 29.38 58.77 20.44 180.99 32.70
547 29.42 75.00 15.44 91.94 30.94
548 29.23 30.87 18.08 19.64 31.40
549 29.41 66.36 19.22 158.07 33.88
550 29.59 72.38 16.53 121.96 28.56
551 29.19 29.36 16.86 16.71 34.14
552 29.66 22.68 17.83 113.39 30.63
553 29.66 45.57 20.67 215.54 35.36
554 29.77 14.43 15.27 100.70 28.10
555 29.57 25.51 18.66 48.19 29.87
556 29.64 40.96 19.11 164.29 35.84
557 29.98 38.30 20.32 171.10 35.36
558 29.62 84.79 12.32 39.53 54.72
559 29.71 86.82 12.82 21.46 75.96
560 29.86 51.27 20.62 235.41 36.47
561 30.08 35.61 19.96 166.54 34.06
562 29.87 61.52 20.32 160.43 33.66
563 29.71 82.19 14.42 38.50 34.71
564 30.14 32.66 19.36 167.60 33.06
565 30.27 29.74 18.77 147.31 32.99
566 29.97 79.99 14.97 46.98 30.98
567 30.58 16.74 16.54 183.95 28.29
568 30.02 83.91 11.82 33.71 57.32
569 30.17 41.87 20.63 184.13 36.98
570 30.33 49.14 21.75 230.39 38.02
571 30.18 55.91 20.26 186.39 35.78
572 30.20 64.52 18.64 109.08 34.33
573 30.35 53.18 19.83 206.95 39.65
574 30.57 19.14 17.76 190.51 29.21
575 30.43 67.77 17.85 104.48 32.93
576 30.28 77.46 14.18 47.55 32.12
577 30.78 27.04 18.71 199.40 30.34
578 30.71 43.98 20.78 231.43 36.98
579 30.53 58.45 20.27 120.83 33.73
580 30.50 74.86 16.36 40.19 69.11
581 30.80 46.72 20.45 228.84 37.39
582 30.67 70.93 16.80 77.01 38.08
583 30.60 73.27 15.07 36.29 72.79
584 30.84 82.52 14.13 21.03 132.78
585 30.85 24.28 18.07 195.01 30.80
586 30.98 78.96 15.47 26.71 123.27
587 30.83 86.66 13.42 15.98 121.56
588 31.01 39.79 20.48 228.71 33.37
589 31.17 21.41 18.39 184.42 32.81
590 31.02 62.73 18.32 48.88 119.59
591 30.98 60.55 19.59 74.92 36.08
592 31.32 80.54 16.47 25.71 150.47
593 31.26 88.90 11.83 13.72 137.64
594 31.43 65.95 18.62 36.47 158.42
595 31.37 76.85 17.16 24.62 145.08
596 31.44 42.13 20.73 201.68 35.40
597 31.40 34.21 21.54 212.44 35.62
598 31.35 51.00 20.39 138.63 37.96
599 31.37 53.78 20.57 110.11 36.61
600 31.31 56.28 20.22 98.69 38.42
601 31.89 84.61 13.85 14.73 144.86
602 31.38 37.03 22.48 216.90 36.20
603 31.36 69.11 17.90 28.60 152.25
604 31.51 31.35 19.69 222.87 34.08
605 31.81 73.97 17.41 25.06 151.09
606 31.72 15.25 15.91 152.40 26.82
607 31.61 48.17 22.37 165.40 39.06
608 31.88 58.53 21.50 41.35 173.66
609 31.91 12.73 15.49 103.58 25.92
610 32.02 71.28 18.47 23.08 167.11
611 32.12 28.83 20.75 200.54 33.45
612 32.00 44.70 21.36 161.64 37.46
613 32.13 23.37 18.65 155.28 33.27
614 32.14 25.98 19.84 182.48 31.98
615 32.17 90.26 11.65 8.89 112.45
616 32.24 18.46 18.06 129.21 31.26
617 32.22 39.77 21.84 163.81 39.39
618 32.49 55.75 20.82 41.16 180.19
619 32.73 81.40 15.37 12.76 150.01
620 32.58 63.82 20.07 24.29 185.81
621 32.57 35.17 21.32 145.79 35.28
622 32.44 51.00 21.39 96.32 37.11
623 32.34 53.10 20.76 66.76 41.12
624 32.67 21.42 19.11 99.69 32.09
625 32.51 32.19 20.64 157.33 34.01
626 32.64 37.54 22.37 156.37 38.49
