#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
pe2 14A 8 even-skipped Kruppel giant
166 15.21 42.94 13.65 25.37 85.41
167 14.94 26.00 13.86 19.25 23.91
168 14.83 66.48 13.67 14.87 21.70
169 15.07 21.54 11.13 18.84 21.98
170 15.25 71.87 12.19 11.46 28.44
171 15.21 75.05 11.04 9.79 25.96
172 15.28 51.19 14.15 22.06 116.87
173 15.05 68.11 13.46 13.36 21.82
174 15.20 38.25 14.76 27.83 40.48
175 15.26 64.53 14.13 16.10 23.44
176 15.14 69.55 11.91 14.36 22.91
177 15.28 77.45 10.37 9.72 19.30
178 15.52 45.96 15.52 26.67 110.96
179 15.67 29.69 12.71 23.23 38.55
180 15.78 62.42 15.26 19.44 33.08
181 15.68 24.21 13.40 20.27 39.10
182 15.77 34.26 14.24 25.78 64.64
183 15.92 53.59 13.81 18.39 109.59
184 15.64 56.28 14.86 26.79 94.41
185 15.92 40.08 14.71 20.84 98.59
186 15.91 60.03 14.77 22.00 53.18
187 15.62 66.41 13.46 16.06 21.60
188 15.98 48.50 14.33 20.92 133.31
189 15.98 27.19 13.74 21.82 44.62
190 15.90 57.60 14.87 24.11 88.62
191 16.16 37.09 14.05 27.46 90.98
192 15.95 68.54 13.33 11.98 21.33
193 15.94 74.08 10.86 11.55 24.92
194 16.25 21.36 11.23 16.17 57.16
195 15.86 76.94 9.11 11.11 18.44
196 16.61 31.87 14.08 23.34 80.17
197 16.62 64.89 13.43 14.27 32.06
198 16.48 70.20 13.31 13.14 23.62
199 16.25 71.41 12.00 11.09 24.87
200 16.37 76.39 11.21 11.02 18.96
201 16.74 67.15 15.35 14.17 25.00
202 16.71 50.66 14.55 17.06 137.71
203 16.81 42.26 14.53 21.75 125.03
204 16.71 45.12 13.98 19.69 133.77
205 16.75 25.09 13.55 18.11 72.02
206 17.09 29.47 14.67 20.79 98.22
207 16.96 55.26 15.44 19.69 111.32
208 17.04 19.12 10.40 11.81 55.75
209 17.07 58.38 14.60 20.29 90.99
210 16.90 74.20 13.44 12.79 22.97
211 17.04 35.20 14.79 19.58 115.78
212 17.22 61.90 14.01 18.45 51.12
213 17.35 22.64 12.96 14.44 99.71
214 17.10 76.04 10.90 10.78 20.20
215 17.31 27.14 14.75 18.94 93.00
216 17.37 47.79 14.08 16.78 157.02
217 17.36 39.03 14.83 18.02 134.08
218 17.53 52.58 15.60 19.56 136.09
219 17.48 71.55 13.82 12.84 24.46
220 17.53 69.21 14.30 11.98 23.30
221 17.49 24.82 14.61 16.97 89.34
222 17.44 77.59 10.82 9.89 17.43
223 17.90 33.38 15.15 17.15 134.86
224 18.10 20.52 12.50 14.62 98.09
225 18.18 36.72 14.94 19.64 140.08
226 17.98 44.52 14.28 17.64 150.28
227 18.11 66.71 15.36 13.48 28.07
228 18.03 64.04 14.38 14.80 39.92
229 17.80 79.51 10.18 9.30 15.68
230 18.19 50.08 14.79 14.65 151.66
231 18.04 74.82 12.99 11.15 22.66
232 18.12 41.39 15.79 19.58 146.40
233 18.17 54.70 16.33 15.91 121.09
234 18.29 57.13 15.21 15.10 103.97
235 18.31 59.91 14.27 17.77 70.13
236 18.14 77.50 12.42 10.45 17.88
237 18.53 31.03 14.58 16.68 127.15
238 18.25 18.25 10.75 9.91 75.36
239 18.20 71.00 15.33 11.61 21.50
240 18.50 25.69 12.88 13.34 114.06
241 18.53 28.23 14.19 14.97 123.25
242 18.65 23.06 13.29 13.60 125.34
243 18.74 47.21 15.34 20.25 152.90
244 18.69 80.16 10.02 10.02 16.80
245 18.81 39.18 14.22 16.61 131.76
246 18.86 62.24 16.49 15.39 49.58
247 18.96 73.67 13.36 11.83 22.55
248 19.05 52.72 16.17 16.64 129.06
249 18.93 78.56 11.52 10.46 20.00
250 19.08 34.40 15.92 14.77 156.15
251 19.30 75.99 13.35 11.75 22.48
252 18.93 18.54 10.70 10.46 88.04
253 19.18 43.06 15.37 15.40 146.87
254 18.95 69.60 14.20 12.72 24.83
255 19.12 64.49 15.23 13.51 36.92
256 19.34 66.89 14.54 13.95 33.65
257 19.44 55.18 15.76 14.80 100.94
258 19.31 61.07 16.00 15.41 53.09
259 19.57 20.98 13.23 12.23 119.37
260 19.51 50.39 15.49 16.39 134.94
261 19.47 58.25 14.65 15.41 76.70
262 19.65 37.19 15.44 15.59 146.17
263 19.81 45.58 16.56 15.19 153.42
264 19.90 40.84 15.83 15.77 147.11
265 19.75 71.60 14.30 12.91 27.28
266 19.89 24.16 14.27 12.47 134.46
267 19.87 26.88 14.57 12.90 124.34
268 19.89 29.39 15.06 16.39 130.93
269 20.03 31.95 15.72 15.59 145.32
270 19.56 80.43 11.33 8.90 17.24
271 19.66 74.83 13.73 15.07 25.20
272 19.97 17.59 11.60 10.12 80.06
273 20.14 48.03 15.81 15.20 143.30
274 20.16 69.27 14.47 13.65 29.19
275 19.86 81.75 9.21 8.34 17.30
276 19.85 18.79 11.62 9.77 96.69
277 20.19 74.32 14.56 13.31 27.27
278 20.32 34.61 16.47 16.52 152.46
279 20.35 59.64 16.02 13.87 57.01
280 20.34 62.25 15.70 14.41 42.68
281 20.16 78.39 12.88 10.85 25.10
282 20.72 38.96 15.94 15.19 139.99
283 20.48 52.95 15.20 14.38 102.87
284 20.33 72.61 15.42 13.31 27.92
285 20.42 65.04 15.41 13.80 34.58
286 20.54 56.22 17.19 15.17 93.38
287 20.79 43.81 15.76 14.79 158.76
288 20.76 20.10 12.63 12.16 120.72
289 20.75 76.68 14.48 12.26 28.74
290 21.02 81.21 12.86 10.92 24.50
291 20.92 49.96 17.56 15.62 121.04
292 21.12 16.57 11.86 9.08 75.68
293 21.20 22.88 13.88 12.17 107.58
294 21.15 36.36 15.44 15.33 154.38
295 21.24 25.34 14.94 14.07 110.92
296 21.21 67.80 15.13 12.82 36.96
297 21.07 70.30 16.62 14.82 34.41
298 21.31 27.83 15.35 12.95 112.74
299 21.38 46.45 16.31 15.67 136.10
300 20.95 75.51 14.69 12.75 29.25
301 21.37 30.48 16.66 13.32 125.38
302 21.32 41.52 16.67 16.78 137.71
303 21.32 73.70 15.75 13.04 29.78
304 21.61 63.09 17.12 15.92 46.38
305 21.60 33.18 15.68 15.06 128.22
306 21.46 57.37 17.21 14.88 69.52
307 21.60 60.38 17.49 14.43 50.43
308 21.67 54.47 16.54 14.91 75.76
309 21.70 78.26 14.48 12.22 33.95
310 21.65 65.63 15.48 14.42 41.65
311 21.56 52.01 17.70 15.21 87.63
312 21.51 71.25 15.80 13.27 31.27
313 21.84 18.48 13.14 11.41 88.08
314 22.10 38.42 16.70 14.71 137.22
315 22.25 48.94 18.38 15.94 103.67
316 22.23 21.29 14.27 11.51 93.23
317 22.35 43.85 17.78 15.98 116.18
318 22.12 51.20 16.92 15.33 86.83
319 22.17 80.19 14.53 12.18 33.41
320 22.46 35.90 16.14 15.30 110.68
321 22.50 40.80 16.10 15.88 126.03
322 22.41 69.47 16.59 13.35 37.89
323 22.42 75.21 17.53 12.24 35.57
324 22.52 16.17 12.29 9.08 62.94
325 22.46 57.83 16.81 16.43 59.00
326 22.43 72.48 15.39 13.14 37.45
327 22.67 23.99 14.49 11.51 72.72
328 22.69 26.02 15.41 12.61 85.70
329 22.67 28.62 14.74 12.96 100.44
330 22.74 67.14 17.91 14.89 42.50
331 22.87 31.35 17.11 13.85 111.66
332 22.77 53.04 17.67 16.41 78.95
333 22.83 46.44 17.07 15.85 92.79
334 22.95 64.07 18.18 14.10 49.06
335 22.92 55.39 17.84 15.90 62.10
336 22.70 61.99 17.08 13.74 48.81
337 23.07 33.73 16.35 13.78 104.56
338 22.78 80.63 16.76 10.98 36.57
339 22.95 82.80 13.44 10.97 34.10
340 23.09 59.85 18.00 15.19 55.42
341 22.96 77.66 18.67 12.38 37.94
342 23.19 19.07 14.72 10.95 79.69
343 23.03 13.92 12.02 8.90 50.18
344 23.26 50.59 17.80 16.14 75.22
345 23.38 71.10 19.73 14.60 48.96
346 23.44 38.65 17.16 14.97 101.45
347 23.63 41.94 17.60 15.94 94.71
348 23.56 75.49 21.37 12.43 42.43
349 23.62 22.20 15.12 10.89 76.47
350 23.46 62.12 18.39 15.30 48.33
351 23.81 44.17 16.78 15.60 87.86
352 23.87 48.52 18.97 16.08 72.54
353 23.78 73.43 26.13 14.37 50.79
354 23.74 57.58 18.22 16.53 67.55
355 23.80 80.61 22.65 12.45 54.78
356 23.90 35.87 16.33 14.36 98.86
357 23.83 68.27 19.37 14.13 48.77
358 23.68 14.15 11.66 7.93 48.48
359 23.82 16.93 12.62 9.43 53.50
360 23.94 27.65 16.47 13.41 81.83
361 23.83 65.50 18.57 14.01 54.77
362 24.03 24.95 15.72 11.67 71.92
363 23.96 83.94 15.98 10.80 39.90
364 24.12 30.49 15.14 13.50 83.77
365 23.99 52.87 18.89 15.75 70.66
366 24.06 77.84 38.16 13.10 56.56
367 24.16 46.37 18.65 15.15 79.75
368 24.25 55.46 18.18 15.71 62.05
369 24.19 33.07 16.50 15.10 84.24
370 24.28 62.93 21.13 14.78 59.07
371 24.28 60.40 19.41 15.97 60.16
372 24.36 20.02 15.58 10.09 63.48
373 24.50 40.33 18.42 15.58 89.90
374 24.57 50.55 18.67 16.05 76.63
375 24.44 70.53 29.87 14.46 56.44
376 24.62 12.91 10.53 8.66 44.38
377 24.60 15.57 13.95 9.80 46.54
378 24.70 37.87 18.11 14.59 84.28
379 24.71 75.14 79.65 14.12 62.73
380 24.90 22.41 15.25 11.31 63.02
381 24.93 82.52 45.05 10.80 59.78
382 24.78 58.47 19.84 16.55 59.65
383 24.85 65.57 26.63 14.86 70.34
384 25.10 42.62 17.81 15.99 78.49
385 24.72 54.59 19.47 15.29 56.82
386 24.93 57.16 19.25 16.98 65.05
387 25.00 18.04 14.22 10.97 58.55
388 25.09 27.02 16.42 12.89 54.29
389 25.16 45.00 18.18 15.45 78.82
390 25.07 68.00 46.14 14.95 68.61
391 25.11 29.31 16.92 13.42 70.09
392 25.06 34.80 17.62 13.38 78.40
393 25.25 47.53 20.11 16.12 70.30
394 25.26 80.27 112.04 12.81 67.19
395 25.35 72.67 156.88 14.45 70.11
396 25.25 78.16 134.90 14.65 75.98
397 25.25 52.54 19.53 16.00 72.93
398 25.34 24.76 17.90 12.34 70.80
399 25.09 13.66 14.17 8.89 46.00
400 25.36 32.12 17.65 14.18 79.03
401 25.44 60.37 24.23 15.49 77.37
402 25.42 63.11 30.34 15.86 82.29
403 25.53 20.19 17.12 12.10 58.22
404 25.65 40.07 19.19 15.65 78.43
405 25.58 49.66 19.02 16.05 72.70
406 25.61 55.33 22.72 16.16 79.01
407 25.67 70.03 149.96 15.52 73.64
408 25.60 15.55 14.95 9.95 53.00
409 25.75 37.13 19.23 15.62 77.66
410 25.99 57.69 26.73 16.33 89.82
411 26.16 13.33 15.46 8.56 47.60
412 26.15 28.11 18.45 12.07 67.51
413 26.13 65.83 142.62 16.07 83.70
414 26.25 75.09 172.25 16.16 90.96
415 26.18 22.89 18.85 12.30 67.36
416 26.29 30.36 18.53 13.64 73.01
417 26.19 34.42 19.77 13.64 71.84
418 26.27 82.62 92.56 12.66 81.16
419 26.17 17.96 17.42 10.62 59.06
420 26.25 45.39 20.98 15.36 77.56
421 26.32 53.53 25.27 16.69 89.32
422 26.28 42.34 21.27 15.56 76.60
423 26.52 68.10 193.21 16.22 94.89
424 26.43 50.92 25.55 16.72 90.68
425 26.37 85.41 76.37 12.28 69.70
426 26.60 25.98 19.89 13.07 69.89
427 26.44 61.20 46.66 15.61 101.00
428 26.47 63.60 110.09 15.74 106.58
429 26.54 48.15 24.92 16.83 98.40
430 26.35 24.69 15.75 11.25 73.50
431 26.59 79.64 135.72 13.29 83.87
432 26.77 39.53 22.20 15.65 79.80
433 26.90 32.32 20.03 13.52 70.94
434 26.77 37.22 21.78 15.03 78.92
435 26.84 58.61 47.01 17.46 102.03
436 26.89 72.72 168.96 16.72 121.19
437 26.89 55.85 37.56 17.07 111.43
438 26.87 70.32 194.14 17.31 107.41
439 26.72 17.79 18.23 10.33 61.77
440 27.03 15.33 17.31 9.90 59.83
441 27.02 21.11 19.28 11.52 64.21
442 26.97 77.20 130.80 15.59 96.04
443 27.10 43.85 24.61 15.82 85.34
444 27.37 35.06 24.08 14.80 84.30
445 27.20 52.59 43.05 17.98 116.03
446 27.41 84.71 63.16 12.92 126.33
447 27.23 28.60 20.47 13.25 74.58
448 27.37 41.37 28.27 15.70 94.82
449 27.16 23.04 23.19 11.90 78.19
450 27.36 46.84 31.23 16.23 118.79
451 27.45 50.00 42.90 18.39 118.82
452 27.62 62.24 202.75 17.26 140.67
453 27.59 13.52 20.11 9.50 59.86
454 27.50 18.63 23.41 10.49 66.81
455 27.50 65.31 206.13 17.70 128.06
456 27.57 82.15 107.59 13.90 121.69
457 27.58 74.54 109.19 15.98 127.62
458 27.63 23.63 24.78 12.78 79.76
459 27.79 59.56 212.58 19.18 146.96
460 27.59 87.42 27.61 11.33 65.96
461 27.43 16.45 19.39 9.39 61.17
462 27.74 26.15 24.87 13.31 75.33
463 27.64 67.90 185.85 17.22 114.20
464 27.70 79.07 94.17 14.49 103.00
465 27.80 37.61 29.51 15.73 88.47
466 27.76 54.66 170.79 17.83 137.64
467 27.84 30.63 26.55 14.45 81.12
468 27.88 70.85 173.12 17.32 147.76
469 28.07 57.01 213.22 19.30 139.36
470 27.87 76.88 88.24 14.87 111.68
471 27.96 44.83 51.95 16.95 118.29
472 28.13 39.63 44.45 16.17 103.37
473 28.06 33.20 26.24 14.10 92.40
474 28.20 48.40 108.18 18.58 146.09
475 28.21 52.19 201.43 19.30 139.02
476 28.25 42.37 69.01 15.06 115.68
477 28.26 20.98 48.26 11.86 80.67
478 28.37 28.09 33.51 13.81 89.51
479 28.39 15.82 39.98 9.67 72.81
480 28.64 73.17 90.22 16.95 145.07
481 28.67 86.29 26.80 13.40 97.07
482 28.45 35.59 53.67 15.92 99.94
483 28.40 23.38 62.52 12.79 101.62
484 28.78 80.57 51.81 15.23 116.24
485 28.58 18.56 65.52 12.85 91.37
486 28.72 68.20 165.29 17.30 172.70
487 28.82 46.46 185.03 18.15 150.94
488 28.61 60.94 229.98 19.02 154.55
489 28.66 63.48 205.83 18.86 149.12
490 28.62 65.72 188.90 17.61 148.68
491 28.77 83.45 41.32 15.10 122.02
492 28.92 50.42 226.83 20.03 158.48
493 28.71 54.72 221.48 19.58 172.54
494 28.85 12.92 53.11 10.09 71.63
495 29.02 25.93 105.05 13.86 109.04
496 28.90 29.75 71.64 14.07 107.22
497 28.99 78.07 47.16 16.22 103.59
498 29.05 37.43 160.66 18.01 132.76
499 28.89 58.86 207.47 19.36 147.57
500 29.00 32.09 99.00 15.77 121.18
501 29.04 70.51 99.39 17.97 151.73
502 29.19 44.25 217.81 19.80 160.88
503 29.15 40.40 195.19 16.92 130.21
504 29.01 75.71 62.98 16.03 123.35
505 29.05 19.66 90.70 12.57 97.40
506 29.15 56.92 194.71 18.76 175.31
507 29.43 22.06 147.57 13.20 110.01
508 29.29 52.64 226.18 20.46 190.73
509 29.46 34.62 174.69 16.74 135.58
510 29.49 17.30 129.36 11.38 104.55
511 29.57 48.41 229.20 20.52 176.78
512 29.41 61.51 184.05 18.64 186.72
513 29.65 14.75 117.98 9.61 91.86
514 29.64 42.34 225.51 19.16 208.71
515 29.70 66.29 133.69 18.99 179.41
516 29.66 63.77 110.00 19.26 181.86
517 29.71 55.02 200.92 20.90 230.49
518 29.80 27.80 154.08 13.65 118.16
519 29.95 87.70 17.58 12.81 63.26
520 29.91 24.40 186.29 15.91 121.99
521 29.82 59.47 141.15 19.95 211.36
522 30.01 74.04 44.64 17.06 119.10
523 30.11 68.90 72.19 18.71 151.45
524 30.06 84.95 23.05 13.35 86.36
525 30.22 19.89 163.58 13.73 134.57
526 30.05 30.14 186.87 16.64 150.16
527 30.01 38.71 231.08 18.80 178.82
528 30.11 79.43 28.15 16.66 82.79
529 30.14 82.18 27.62 15.45 82.41
530 30.18 76.60 35.20 17.36 86.12
531 30.22 12.18 129.93 9.61 94.07
532 30.27 71.47 45.51 16.74 127.51
533 30.06 45.81 221.41 19.85 163.28
534 30.22 50.46 194.89 20.11 211.99
535 30.23 32.48 218.21 17.46 145.34
536 30.21 57.25 150.23 21.61 222.54
537 30.41 36.35 233.06 19.14 181.62
538 30.26 52.89 195.16 21.25 222.03
539 30.51 40.82 201.10 19.20 227.86
540 30.50 62.00 99.06 21.94 211.89
541 31.22 89.44 17.52 13.93 33.36
542 30.61 17.13 180.96 12.91 123.04
543 30.67 43.36 182.92 18.71 200.48
544 30.60 47.80 190.16 19.66 224.04
545 30.76 64.71 79.95 20.47 183.36
546 30.73 26.00 175.54 16.01 157.92
547 30.79 22.68 187.86 14.16 160.26
548 30.86 34.19 220.87 18.62 181.06
549 30.92 55.00 100.88 20.67 221.43
550 30.93 28.76 204.93 17.12 181.20
551 30.89 67.35 45.34 17.21 125.60
552 30.92 59.13 79.93 19.82 208.91
553 31.18 14.57 148.31 13.03 154.12
554 31.09 45.41 171.86 20.69 219.84
555 31.10 38.50 169.22 19.41 213.96
556 31.16 78.01 21.37 15.42 57.55
557 31.13 86.38 18.30 15.82 55.82
558 31.30 31.18 187.49 17.09 199.94
559 31.22 73.42 28.30 17.51 89.34
560 31.36 80.49 20.83 17.31 60.77
561 31.25 9.89 88.81 9.14 102.83
562 31.31 52.58 103.81 21.20 225.15
563 31.30 70.16 29.55 18.48 97.20
564 31.32 50.00 120.91 21.23 217.10
565 31.45 75.85 23.52 17.91 64.97
566 31.55 56.89 63.20 21.22 187.70
567 31.63 83.22 19.85 15.17 54.16
568 31.50 20.08 136.53 14.70 175.42
569 31.48 11.93 91.07 11.31 114.41
570 31.60 61.21 52.70 20.25 183.01
571 31.63 40.94 127.59 20.54 218.91
572 31.67 35.74 169.07 19.63 214.90
573 31.77 24.81 137.20 16.49 186.91
574 31.72 27.27 125.90 17.04 208.29
575 31.69 47.37 111.30 20.91 218.04
576 31.97 63.52 41.47 20.21 148.44
577 31.82 66.16 39.72 18.38 132.80
578 31.90 43.32 115.95 20.44 221.52
579 31.74 17.59 117.27 13.48 146.21
580 31.86 33.40 168.64 19.49 209.81
581 31.98 68.60 26.62 18.95 97.29
582 31.90 22.34 113.36 14.96 186.25
583 32.11 71.99 23.40 18.03 73.03
584 32.26 59.15 36.09 20.77 178.53
585 32.19 37.76 124.78 19.51 214.99
586 32.31 54.51 54.44 20.73 194.15
587 32.24 85.82 25.85 17.44 39.71
588 32.30 29.26 94.53 18.29 195.32
589 32.37 45.42 87.67 21.96 212.39
590 32.31 14.01 82.21 11.90 142.75
591 32.44 77.48 21.12 17.68 48.76
592 32.45 10.08 62.87 10.45 115.02
593 32.46 49.38 63.10 21.69 208.45
594 32.36 51.80 67.63 21.57 199.40
595 32.45 74.58 21.40 17.93 54.39
596 32.63 31.30 99.89 18.65 198.39
597 32.74 90.87 48.13 13.71 19.93
598 32.54 80.48 24.58 17.41 44.58
599 32.63 18.85 92.35 15.93 169.12
600 32.76 39.67 75.69 20.47 212.01
601 32.77 16.49 80.59 14.51 153.72
602 32.86 24.59 75.12 16.12 175.65
603 33.04 21.57 79.31 15.86 177.44
604 33.00 41.54 60.15 20.76 204.45
605 32.85 57.12 31.16 21.00 155.07
606 32.88 61.26 29.59 20.29 134.47
607 32.65 83.38 26.53 17.70 39.07
608 32.92 26.99 73.03 17.68 185.80
609 32.96 70.31 22.70 20.51 62.00
610 33.25 12.03 63.70 11.57 137.52
611 33.03 35.89 84.79 19.84 219.52
612 32.96 47.23 47.65 22.10 200.36
613 32.93 65.35 25.15 20.43 109.14
614 32.99 88.15 61.60 15.67 22.83
615 33.03 33.68 81.93 19.24 207.76
616 33.01 67.78 22.92 19.41 78.48
617 33.24 43.68 44.62 21.73 200.14
618 33.24 8.05 38.48 9.62 75.67
619 33.42 72.67 26.32 20.86 53.20
620 33.50 63.23 26.82 21.38 118.59
621 33.53 53.06 32.99 22.28 172.71
622 33.51 85.44 99.10 18.98 25.98
623 33.47 50.78 39.83 22.96 178.87
624 33.64 28.95 45.88 15.84 164.60
625 33.55 37.91 53.09 19.85 209.17
626 33.70 14.23 63.73 13.30 155.97
627 33.70 55.32 31.93 22.63 155.47
