#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
ca14 14A 8 even-skipped Kruppel giant
1250 55.07 39.58 226.16 145.05 15.21
1251 55.15 48.39 221.76 121.43 14.34
1252 55.20 71.92 195.76 108.19 11.71
1253 55.22 78.49 198.10 107.10 10.61
1254 55.24 30.74 206.74 145.54 14.11
1255 55.18 36.94 215.84 148.16 15.20
1256 55.30 6.20 81.91 94.29 5.93
1257 55.54 76.26 198.83 93.04 10.69
1258 55.34 27.71 175.21 149.46 13.22
1259 55.32 16.03 170.70 99.16 9.45
1260 55.36 20.41 136.56 133.89 12.26
1261 55.47 63.99 195.09 123.46 14.04
1262 55.59 50.83 222.24 118.94 14.49
1263 55.55 53.41 214.66 131.19 14.76
1264 55.48 60.10 210.53 132.91 13.53
1265 55.64 55.84 221.47 118.34 13.73
1266 55.61 58.00 215.33 125.65 14.94
1267 55.71 65.96 206.00 116.33 13.53
1268 55.69 94.17 71.09 51.69 6.64
1269 55.61 32.97 155.94 148.88 14.38
1270 55.51 42.38 175.94 129.83 14.15
1271 55.59 23.51 156.41 136.30 12.13
1272 55.68 46.42 198.88 133.60 15.16
1273 55.94 83.43 174.12 68.71 9.29
1274 55.62 9.59 87.93 103.00 7.15
1275 55.78 80.85 187.74 79.87 10.27
1276 55.75 12.18 76.45 100.36 7.87
1277 55.82 44.63 159.02 140.26 17.19
1278 55.94 67.86 196.86 115.67 12.18
1279 55.94 70.10 201.75 111.46 11.71
1280 56.04 38.71 153.07 154.98 16.16
1281 55.94 62.26 150.76 113.15 14.89
1282 55.99 35.00 133.86 143.86 14.85
1283 56.10 90.68 122.35 64.18 6.89
1284 56.06 14.69 111.44 106.12 9.54
1285 56.09 29.72 137.17 154.48 13.46
1286 56.09 40.65 129.88 142.52 15.10
1287 56.06 18.09 98.06 118.50 11.01
1288 56.17 74.40 157.73 104.48 11.96
1289 56.19 36.94 101.76 142.20 15.02
1290 56.19 21.78 129.24 120.57 11.95
1291 56.28 7.47 60.17 87.59 6.86
1292 56.24 48.61 147.87 122.93 13.48
1293 56.33 87.10 166.97 63.52 7.55
1294 56.46 72.00 195.60 108.16 12.30
1295 56.39 27.96 91.63 133.91 12.89
1296 56.34 31.69 100.82 142.26 13.08
1297 56.46 78.44 183.99 83.06 10.75
1298 56.42 43.16 124.39 126.51 14.67
1299 56.66 52.37 174.70 101.58 13.55
1300 56.50 54.50 172.66 102.90 12.54
1301 56.50 60.75 151.14 115.56 13.10
1302 56.59 19.99 64.10 121.61 11.16
1303 56.63 24.00 87.25 137.67 11.72
1304 56.66 58.64 163.38 111.64 13.19
1305 56.47 64.43 140.51 105.38 13.29
1306 56.66 46.68 87.54 122.54 15.07
1307 56.77 50.69 101.40 109.28 14.05
1308 56.80 56.58 158.55 113.27 15.32
1309 56.88 5.38 27.68 68.19 6.25
1310 56.82 33.77 64.04 138.02 13.91
1311 56.79 66.68 128.27 107.52 12.85
1312 56.89 12.79 35.69 87.76 8.08
1313 56.87 69.39 137.33 102.70 12.69
1314 57.00 76.27 126.76 89.82 11.11
1315 57.01 81.52 175.42 73.13 9.07
1316 57.03 26.19 43.74 121.21 11.89
1317 56.97 41.45 55.17 120.27 14.32
1318 57.00 15.44 40.58 87.48 8.94
1319 57.08 17.58 38.04 102.45 9.00
1320 57.21 44.93 45.43 119.09 15.54
1321 57.11 35.55 48.06 113.72 13.75
1322 57.00 37.92 62.05 122.81 13.64
1323 57.22 30.10 47.33 122.22 13.07
1324 57.14 62.63 86.35 104.43 13.25
1325 57.33 39.74 47.96 111.60 13.93
1326 57.20 21.87 53.00 114.16 10.37
1327 57.24 49.00 57.11 107.90 14.60
1328 57.23 73.57 146.59 91.13 12.75
1329 57.42 84.46 151.93 63.54 8.25
1330 57.34 90.03 103.46 51.13 7.19
1331 57.37 7.86 20.13 66.80 6.00
1332 57.31 32.11 49.81 113.38 13.21
1333 57.39 28.17 38.41 109.06 11.22
1334 57.44 64.50 79.82 101.26 11.63
1335 57.44 42.97 32.81 96.76 13.81
1336 57.45 54.51 70.25 100.56 14.86
1337 57.49 60.48 83.70 108.82 12.52
1338 57.58 79.41 100.89 66.16 9.47
1339 57.66 87.30 107.13 51.13 8.14
1340 57.66 70.95 84.54 88.75 12.18
1341 57.67 57.87 74.69 97.56 13.93
1342 57.71 68.57 94.00 85.22 11.46
1343 57.69 24.21 41.18 110.27 10.98
1344 57.70 46.96 41.45 91.91 13.96
1345 57.69 66.49 73.45 101.98 10.81
1346 57.89 10.62 18.49 64.54 6.46
1347 57.78 19.62 28.88 84.77 9.49
1348 57.74 51.79 50.07 88.36 14.64
1349 57.83 37.37 32.73 106.75 14.52
1350 57.84 13.84 22.42 72.95 8.47
1351 58.06 33.38 33.33 92.73 12.90
1352 58.03 77.51 80.92 70.49 9.02
1353 58.03 16.74 23.67 76.68 9.46
1354 58.06 26.56 28.96 85.98 11.90
1355 58.20 41.33 32.58 87.39 16.05
1356 58.18 75.30 86.51 77.06 11.34
1357 58.13 35.35 32.33 90.45 12.61
1358 58.21 62.34 50.33 94.26 13.25
1359 58.46 92.72 54.49 43.30 6.21
1360 58.22 31.32 30.98 87.41 12.16
1361 58.24 49.60 33.93 78.84 13.30
1362 58.28 55.99 40.24 86.17 12.81
1363 58.26 73.01 89.46 83.81 11.02
1364 58.35 82.36 112.85 57.39 8.54
1365 58.25 22.08 26.82 93.11 10.23
1366 58.27 43.47 30.06 85.22 14.94
1367 58.37 28.97 30.52 89.89 13.49
1368 58.41 53.73 34.54 72.69 12.65
1369 58.39 39.31 33.40 88.47 13.85
1370 58.38 59.66 43.20 89.00 12.08
1371 58.48 7.71 14.91 48.52 6.24
1372 58.56 45.22 31.55 76.75 14.96
1373 58.44 64.82 47.40 96.67 11.95
1374 58.68 86.01 77.80 50.20 7.87
1375 58.64 89.23 62.74 54.35 7.59
1376 58.56 24.48 26.60 78.79 10.90
1377 58.58 47.49 31.28 68.86 13.23
1378 58.61 67.17 42.63 90.12 11.49
1379 58.63 69.68 34.74 82.21 13.18
1380 58.77 79.85 71.11 74.97 8.75
1381 58.68 51.61 33.12 68.29 12.19
1382 58.85 11.08 29.10 54.00 7.35
1383 58.76 19.84 41.01 72.33 9.42
1384 58.88 57.48 30.65 73.58 11.52
1385 58.78 13.98 21.84 60.35 7.88
1386 58.75 37.17 38.67 76.15 13.77
1387 58.93 71.69 36.11 71.00 10.13
1388 58.89 17.03 33.84 56.94 9.79
1389 58.94 26.65 37.37 66.97 11.34
1390 59.03 30.43 51.18 70.38 12.97
1391 58.99 34.35 60.12 64.54 12.93
1392 59.05 77.17 34.32 65.88 9.75
1393 59.24 61.15 30.66 72.84 13.18
1394 59.11 42.91 47.73 65.92 13.78
1395 59.25 63.33 31.07 79.77 13.04
1396 59.28 32.26 87.50 60.58 15.00
1397 59.16 22.47 50.19 71.19 11.07
1398 59.19 40.61 66.59 63.96 14.82
1399 59.23 74.56 36.13 69.87 10.60
1400 59.38 48.69 148.71 43.96 13.28
1401 59.28 55.27 27.93 66.21 13.40
1402 59.29 59.12 30.59 68.18 11.02
1403 59.47 84.45 58.11 55.50 7.78
1404 59.35 8.38 27.46 40.70 6.43
1405 59.41 28.27 93.41 55.40 11.66
1406 59.39 46.02 106.72 53.89 14.24
1407 59.49 53.06 102.72 47.22 12.78
1408 59.41 65.52 27.83 76.26 10.98
1409 59.51 67.86 28.89 90.27 12.27
1410 59.48 24.44 74.58 57.60 10.19
1411 59.44 38.28 98.31 62.24 13.51
1412 59.63 82.34 38.87 53.58 8.04
1413 59.62 35.92 125.62 55.78 14.11
1414 59.67 50.88 132.45 46.15 13.98
1415 59.71 70.17 25.89 68.07 11.14
1416 59.77 14.87 70.09 36.62 9.54
1417 59.93 87.70 35.03 47.65 7.21
1418 59.88 20.65 103.44 40.64 10.31
1419 59.98 44.41 173.33 41.17 15.92
1420 59.92 11.96 65.00 38.11 8.13
1421 59.91 79.44 25.90 53.21 8.93
1422 59.89 72.60 25.47 63.70 10.28
1423 60.02 9.71 68.17 26.98 7.10
1424 59.99 56.70 106.56 47.87 14.32
1425 60.04 26.06 114.59 45.54 11.89
1426 60.02 30.39 135.05 46.52 13.47
1427 60.04 42.00 166.65 44.55 16.02
1428 60.10 77.03 25.95 49.14 9.11
1429 60.19 39.51 196.28 40.70 13.99
1430 60.08 61.99 35.45 57.68 11.95
1431 60.22 90.60 22.71 41.66 7.07
1432 60.23 64.04 33.05 60.73 12.98
1433 60.28 58.99 114.52 49.83 13.33
1434 60.28 92.03 16.12 32.03 6.64
1435 60.35 23.33 114.05 40.75 12.79
1436 60.50 32.41 171.03 41.97 14.11
1437 60.38 46.86 188.84 38.90 14.21
1438 60.37 28.22 152.20 44.16 12.57
1439 60.52 49.39 208.27 33.03 13.99
1440 60.55 54.57 199.94 38.16 15.14
1441 60.39 66.11 26.58 62.42 11.96
1442 60.71 73.90 24.89 54.91 9.89
1443 60.47 37.02 188.60 42.73 14.84
1444 60.62 52.08 211.19 37.73 15.72
1445 60.57 68.46 23.12 60.28 9.97
1446 60.71 15.96 116.92 25.87 10.92
1447 60.72 18.67 141.58 30.98 11.16
1448 60.72 70.60 21.98 50.80 11.53
1449 60.91 8.11 65.02 20.40 6.87
1450 60.79 81.92 23.65 44.32 7.84
1451 60.93 13.28 101.94 25.11 9.25
1452 60.98 60.48 185.71 38.42 13.68
1453 60.94 34.64 169.79 36.09 17.09
1454 61.02 43.49 187.30 36.04 19.51
1455 61.00 41.10 184.58 34.04 18.71
1456 61.18 56.76 200.96 37.78 17.51
1457 61.25 62.26 183.74 39.56 13.14
1458 61.08 10.70 70.38 25.10 8.03
1459 61.06 25.76 165.75 32.97 14.71
1460 61.05 30.50 133.96 35.25 16.29
1461 61.15 88.21 17.95 43.82 6.68
1462 61.31 64.25 183.38 36.79 11.58
1463 61.19 76.68 21.75 39.71 10.55
1464 61.34 78.95 23.70 40.45 8.07
1465 61.19 84.93 21.06 41.68 7.24
1466 61.17 38.70 155.33 34.76 16.71
1467 61.27 45.63 187.17 31.64 24.45
1468 61.30 23.25 150.76 32.33 13.74
1469 61.21 28.18 160.51 30.58 15.29
1470 61.42 66.52 155.87 39.00 11.59
1471 61.42 48.10 158.16 28.65 17.65
1472 61.56 58.67 205.35 34.62 13.33
1473 61.53 91.39 13.70 34.82 6.65
1474 61.57 36.89 139.70 28.81 19.63
1475 61.56 50.54 188.23 29.95 18.02
1476 61.83 69.04 152.61 36.44 11.43
1477 61.65 74.87 26.69 44.59 9.98
1478 61.74 33.07 118.47 26.62 19.94
1479 61.63 52.88 205.12 32.92 16.90
1480 61.77 15.05 97.93 21.29 17.11
1481 61.68 71.07 28.19 44.67 9.72
1482 61.85 55.04 202.25 31.72 18.94
1483 61.85 18.42 100.29 22.13 16.07
1484 61.89 40.29 132.02 29.57 20.70
1485 61.91 42.46 127.52 27.46 21.93
1486 61.85 81.85 22.77 32.90 7.93
1487 62.09 31.24 112.00 23.51 23.13
1488 62.02 35.03 121.58 25.42 23.06
1489 62.10 26.76 141.31 27.50 22.34
1490 62.21 9.12 70.69 16.39 13.10
1491 62.13 29.15 92.15 25.76 20.76
1492 62.26 44.68 139.75 26.65 24.68
1493 62.14 12.14 74.47 15.26 12.55
1494 62.15 24.33 96.00 23.41 22.07
1495 62.14 72.78 52.44 35.15 10.19
1496 62.22 21.52 81.65 22.79 20.31
1497 62.36 46.82 131.65 25.38 31.13
1498 62.12 86.75 15.50 37.34 6.50
1499 62.40 60.82 203.85 30.07 17.28
1500 62.38 76.47 67.55 33.34 10.20
1501 62.54 38.60 93.31 24.38 29.38
1502 62.42 49.24 131.39 28.94 46.88
1503 62.57 85.40 16.15 29.13 6.38
1504 62.49 62.78 194.67 30.48 16.05
1505 62.50 64.90 193.87 32.58 13.00
1506 62.51 83.95 14.85 26.94 7.11
1507 62.53 88.10 15.09 36.43 6.46
1508 62.58 56.65 149.15 29.90 21.10
1509 62.55 67.13 208.82 30.38 14.85
1510 62.80 78.61 130.42 26.98 9.73
1511 62.70 51.57 124.55 25.23 27.30
1512 62.61 53.44 169.55 25.19 29.66
1513 62.62 58.84 176.50 28.00 17.43
1514 62.85 36.46 90.30 22.93 29.48
1515 62.78 41.34 70.57 22.62 28.31
1516 62.84 18.26 52.55 16.71 29.12
1517 63.01 71.42 159.53 29.50 12.30
1518 63.03 74.18 126.81 32.24 9.86
1519 62.96 81.77 47.03 28.79 8.14
1520 62.92 32.64 49.23 23.13 37.03
1521 62.91 34.45 57.54 22.86 30.62
1522 63.01 25.89 64.60 22.08 32.82
1523 63.11 7.22 34.04 13.29 12.89
1524 63.16 12.89 53.84 13.71 17.30
1525 63.07 23.32 49.19 18.62 29.57
1526 63.08 28.21 65.16 20.22 35.53
1527 63.10 43.45 72.97 22.50 34.72
1528 63.17 20.62 53.49 19.47 26.18
1529 63.08 30.51 47.95 23.18 45.28
1530 63.22 68.91 205.58 28.80 14.39
1531 63.30 54.75 118.03 25.38 30.87
1532 63.33 47.73 69.22 23.14 40.71
1533 63.27 9.40 32.77 13.27 17.25
1534 63.46 58.03 119.04 24.84 33.04
1535 63.40 40.03 45.57 22.14 49.86
1536 63.52 45.61 78.00 22.56 37.66
1537 63.53 50.00 84.21 23.15 42.83
1538 63.49 89.44 18.42 27.29 6.35
1539 63.58 59.94 119.80 24.36 24.20
1540 63.51 66.13 163.83 25.05 16.57
1541 63.59 61.85 102.07 26.09 21.16
1542 63.62 63.80 140.31 25.09 19.02
1543 63.72 75.86 167.28 24.34 11.07
1544 63.47 91.09 14.75 24.67 6.50
1545 63.70 38.18 45.55 23.00 50.66
1546 63.78 86.32 44.89 26.26 6.91
1547 63.74 42.04 42.37 21.12 50.46
1548 63.80 52.74 68.37 23.77 42.10
1549 63.85 25.09 38.20 16.93 48.77
1550 63.86 32.22 34.56 19.67 73.57
1551 63.83 34.41 38.02 20.98 61.20
1552 63.94 56.49 100.70 21.84 35.52
1553 63.92 80.15 158.06 22.24 8.98
1554 64.21 83.13 129.94 19.31 8.29
1555 63.92 18.03 32.13 15.09 51.04
1556 63.94 29.81 29.69 19.42 73.08
1557 64.01 27.47 41.62 19.83 61.23
1558 64.01 70.78 170.51 23.57 12.38
1559 63.99 22.67 32.02 17.00 43.82
1560 64.33 73.55 178.26 22.43 12.33
1561 64.33 77.66 192.50 21.42 11.36
1562 64.21 7.99 18.94 11.08 23.26
1563 64.22 44.23 32.72 21.00 55.95
1564 64.19 67.68 151.59 24.98 21.96
1565 64.21 20.41 26.43 16.21 58.24
1566 64.23 47.96 35.78 23.05 49.49
1567 64.37 40.16 31.44 21.37 68.93
1568 64.39 50.90 63.85 22.61 50.67
1569 64.46 54.77 51.36 21.93 49.14
1570 64.51 58.84 88.12 21.93 38.76
1571 64.49 61.09 77.53 20.82 37.53
1572 64.56 89.88 44.11 15.11 6.93
1573 64.60 65.28 118.59 23.03 29.77
1574 64.57 10.04 21.17 10.70 31.77
1575 64.67 63.22 73.60 20.33 26.60
1576 64.63 15.69 32.91 13.63 56.94
1577 64.66 42.33 30.84 17.85 69.02
1578 64.67 45.90 28.31 21.68 78.95
1579 64.70 35.82 34.26 18.77 87.32
1580 64.72 38.32 36.83 19.90 81.60
1581 64.72 23.95 38.32 15.76 63.31
1582 64.78 33.51 63.48 19.18 105.42
1583 64.79 53.20 36.55 20.34 54.20
1584 65.09 87.42 119.95 18.16 6.85
1585 64.78 26.50 39.65 18.44 71.52
1586 64.82 31.27 69.94 19.75 106.31
1587 64.86 28.94 62.48 18.32 91.54
1588 64.94 69.36 154.49 20.83 19.25
1589 65.02 49.33 37.53 20.62 63.30
1590 64.97 18.47 33.67 13.53 61.69
1591 64.98 56.82 54.16 19.39 53.16
1592 65.20 76.03 127.34 18.49 15.58
1593 65.08 21.27 61.09 15.89 75.60
1594 65.10 71.83 119.67 20.57 18.79
1595 65.12 79.60 180.45 17.60 14.02
1596 65.12 12.89 57.00 12.07 48.43
1597 65.38 84.47 140.18 15.09 10.55
1598 65.03 10.79 32.55 10.82 35.09
1599 65.39 43.70 57.30 19.80 89.80
1600 65.38 47.57 33.47 19.15 88.77
1601 65.35 51.43 34.62 20.35 82.41
1602 65.34 66.87 103.96 19.72 31.94
1603 65.45 8.27 33.60 9.16 24.85
1604 65.41 40.48 87.42 22.44 98.92
1605 65.43 60.68 45.58 19.88 64.98
1606 65.60 55.50 28.05 18.35 64.96
1607 65.55 58.63 33.76 20.78 69.20
1608 65.57 62.61 50.08 19.63 43.41
1609 65.69 23.07 125.89 15.53 88.54
1610 65.69 25.48 133.70 15.91 97.08
1611 65.82 34.75 185.89 21.36 109.16
1612 65.76 74.00 88.20 17.33 17.22
1613 65.91 90.10 70.90 12.69 7.88
1614 65.79 27.73 152.53 16.76 94.64
1615 65.79 15.65 108.62 14.00 65.68
1616 65.79 32.43 176.07 19.82 120.05
1617 65.91 38.72 187.95 19.32 104.45
1618 65.86 53.61 30.25 19.44 89.76
1619 65.91 81.58 155.62 15.30 16.20
1620 65.88 30.18 175.87 18.21 106.24
1621 65.75 45.51 58.89 21.89 93.36
1622 65.76 64.76 50.56 18.86 40.26
1623 66.00 10.23 71.01 11.38 42.84
1624 65.88 18.99 114.37 14.77 80.75
1625 66.19 41.98 192.71 21.05 105.83
1626 66.00 69.41 72.72 16.30 31.16
1627 66.11 49.31 66.80 19.59 96.17
1628 66.22 78.24 126.89 14.75 22.27
1629 66.12 12.92 109.59 12.86 60.10
1630 66.25 72.04 62.95 16.27 19.12
1631 66.39 57.35 25.63 18.17 84.16
1632 66.48 21.64 140.81 15.14 104.55
1633 66.40 59.72 28.94 18.50 71.36
1634 66.48 87.17 105.17 14.18 8.33
1635 66.42 36.87 200.82 19.51 114.29
1636 66.32 51.53 90.60 18.17 103.34
1637 66.44 61.70 33.51 17.96 59.90
1638 66.49 46.77 203.72 19.63 117.25
1639 66.62 75.64 79.82 15.55 27.09
1640 66.69 44.20 210.44 19.70 124.23
1641 66.71 24.34 173.38 16.29 116.08
1642 66.62 63.80 27.86 18.00 54.82
1643 66.82 16.56 136.86 12.27 87.37
1644 66.82 40.27 201.78 19.00 121.30
1645 66.70 55.16 100.61 18.84 93.20
1646 66.80 65.97 23.75 16.68 51.43
1647 66.76 83.78 93.37 12.75 13.51
1648 66.81 33.43 205.29 17.02 143.82
1649 66.81 26.70 157.71 18.52 121.46
1650 66.94 28.93 194.58 16.64 122.77
1651 66.89 31.32 193.64 19.24 142.60
1652 67.01 19.46 148.62 13.48 96.94
1653 67.04 53.04 169.47 18.65 95.79
1654 66.96 70.40 45.47 15.88 33.36
1655 67.13 35.69 204.12 18.53 132.80
1656 67.14 11.28 108.12 11.14 64.36
1657 67.22 50.55 190.68 19.41 92.07
1658 67.17 13.65 131.16 12.23 78.59
1659 67.27 80.71 66.56 12.47 27.16
1660 67.29 48.31 217.38 19.04 130.21
1661 67.22 73.38 35.84 14.65 36.23
1662 67.34 8.80 74.44 9.40 37.76
1663 67.34 38.41 193.26 18.41 130.91
1664 67.31 58.67 45.46 16.70 91.85
1665 67.34 68.35 30.45 16.72 42.57
1666 67.45 42.17 213.55 20.12 144.80
1667 67.33 60.69 26.71 17.64 81.81
1668 67.48 78.11 66.86 12.82 36.78
1669 67.55 56.63 179.68 18.65 84.69
1670 67.49 62.69 23.93 16.80 72.54
1671 67.65 45.92 209.62 20.11 123.18
1672 67.59 86.44 74.02 11.42 11.27
1673 67.68 23.03 148.11 14.53 116.29
1674 67.73 64.92 26.04 15.60 60.80
1675 67.83 25.51 143.29 15.92 107.68
1676 67.96 32.28 174.94 18.19 120.75
1677 67.86 75.61 43.83 13.01 53.05
1678 67.85 27.55 131.06 15.42 121.58
1679 67.90 34.40 169.96 17.24 132.53
1680 67.94 54.61 220.63 18.97 116.94
1681 67.92 71.46 24.82 13.78 49.04
1682 67.93 30.17 150.88 16.24 136.44
1683 67.99 43.88 198.37 19.08 160.61
1684 68.03 83.44 53.42 11.37 16.72
1685 68.08 15.26 116.61 11.70 85.24
1686 68.02 20.89 124.67 12.98 101.98
1687 68.17 40.72 164.68 19.80 121.55
1688 68.16 36.87 167.13 17.81 141.86
1689 68.14 18.47 108.10 13.12 105.99
1690 68.21 67.13 24.16 15.44 64.00
1691 68.37 10.18 81.33 9.05 59.91
1692 68.18 52.41 217.28 18.47 127.12
1693 68.31 50.07 207.73 18.54 122.75
1694 68.35 60.80 182.13 17.37 97.12
1695 68.41 69.54 24.92 16.14 53.28
1696 68.46 73.41 24.76 12.63 48.54
1697 68.42 58.45 199.73 20.15 114.36
1698 68.36 87.19 51.19 9.81 12.73
1699 68.48 12.51 83.03 11.66 60.31
1700 68.36 47.62 187.02 20.18 106.08
1701 68.57 38.98 137.86 18.75 142.09
1702 68.49 63.26 104.55 16.00 91.02
1703 68.68 80.68 27.32 10.83 34.58
1704 68.71 78.02 20.82 11.23 42.02
1705 68.73 28.82 88.60 15.90 130.21
1706 68.75 23.74 93.05 13.60 119.87
1707 68.79 56.20 212.41 18.54 104.65
1708 68.94 44.71 182.03 18.03 138.71
1709 68.90 35.67 82.94 15.55 127.87
1710 68.86 42.55 118.68 17.41 129.12
1711 68.96 65.47 119.63 15.64 75.51
1712 68.92 26.28 83.76 14.12 110.73
1713 68.95 33.62 81.43 15.89 120.98
1714 69.07 75.50 19.50 12.31 45.26
1715 69.10 31.45 75.00 15.18 121.41
1716 69.04 16.18 63.02 10.70 99.16
1717 69.03 21.07 80.41 14.98 101.80
1718 69.10 53.96 207.57 17.65 138.53
1719 69.08 83.56 24.61 9.93 28.57
1720 69.23 51.71 211.28 17.08 134.21
1721 69.20 71.29 20.93 14.45 56.88
1722 69.22 18.66 67.61 12.80 95.50
1723 69.26 47.00 151.10 18.33 134.53
1724 69.29 49.39 152.32 17.09 140.64
1725 69.39 59.55 218.17 18.36 103.64
1726 69.48 61.97 204.26 17.68 106.20
1727 69.34 68.44 49.77 15.20 78.11
1728 69.47 40.60 96.36 17.57 116.99
1729 69.45 37.75 77.70 16.70 115.78
1730 69.56 10.50 37.31 9.36 44.99
1731 69.62 13.62 50.63 10.09 66.22
1732 69.71 22.66 47.86 13.57 101.37
1733 69.68 29.79 67.63 14.65 110.04
1734 69.74 57.50 206.23 18.79 152.66
1735 69.85 64.13 191.75 16.52 87.55
1736 69.74 73.53 28.68 12.52 53.85
1737 69.86 77.80 18.65 10.55 47.23
1738 69.84 27.55 47.21 14.46 113.62
1739 69.61 84.92 17.25 8.12 24.88
1740 69.96 25.09 52.08 14.62 102.82
1741 69.86 35.28 51.02 15.68 117.36
1742 70.11 80.40 18.90 9.93 45.12
1743 69.92 42.97 91.22 17.66 128.52
1744 69.96 55.36 157.26 18.69 143.51
1745 70.07 33.07 37.73 15.05 102.80
1746 70.02 45.59 104.78 17.93 124.97
1747 70.13 66.61 184.71 15.50 99.84
1748 70.09 82.96 18.97 10.11 33.75
1749 70.11 16.55 37.09 10.54 86.26
1750 70.15 53.21 184.54 17.21 126.32
1751 70.15 20.09 38.48 11.56 92.62
1752 70.18 48.52 108.96 17.46 136.34
1753 70.32 69.34 149.49 13.35 75.62
1754 70.41 71.58 136.48 13.19 57.91
1755 70.29 51.17 132.11 17.77 157.06
1756 70.32 60.83 190.24 15.60 109.93
1757 70.38 75.68 51.73 11.16 67.24
1758 70.46 31.46 31.42 15.02 99.74
1759 70.42 38.99 34.70 17.40 83.51
1760 70.40 85.35 13.71 8.47 21.96
1761 70.57 11.88 26.76 9.23 55.95
1762 70.61 40.93 51.14 17.20 100.59
1763 70.45 37.00 28.84 16.50 71.98
1764 70.68 59.00 140.37 16.54 115.26
1765 70.81 29.43 25.81 14.51 101.33
1766 70.70 22.65 33.67 12.02 82.67
1767 70.87 44.86 54.04 16.51 112.42
1768 70.78 56.77 126.48 17.20 125.26
1769 70.96 63.18 161.03 14.88 99.68
1770 71.05 14.31 17.24 9.61 56.82
1771 70.95 27.28 24.88 13.69 104.41
1772 70.93 34.38 25.83 16.20 97.76
1773 70.95 18.21 21.20 11.57 75.86
1774 70.98 47.17 57.80 16.46 124.70
1775 71.32 73.44 144.18 11.96 73.80
1776 71.14 42.67 28.85 15.53 102.62
1777 71.17 54.72 95.59 15.97 132.44
1778 71.10 65.35 168.31 15.42 89.97
1779 71.22 24.95 22.85 12.47 89.94
1780 71.05 78.30 20.95 8.15 60.63
1781 71.07 50.04 80.17 17.15 128.91
1782 71.29 68.03 170.72 14.21 86.91
1783 71.23 52.73 73.65 17.02 131.10
1784 71.21 83.19 17.45 7.93 41.39
1785 71.34 20.78 18.98 11.87 71.73
1786 71.31 36.55 25.89 15.58 90.29
1787 71.32 61.23 117.30 15.65 110.12
1788 71.49 39.14 26.66 16.88 96.05
1789 71.54 32.12 26.56 15.40 92.77
1790 71.59 70.52 183.78 13.27 89.08
1791 71.65 75.99 152.80 10.40 85.97
1792 71.66 58.33 121.97 15.47 114.19
1793 71.88 80.86 89.83 8.68 67.58
1794 72.00 86.17 15.65 7.17 37.48
1795 71.64 16.34 15.82 9.88 58.20
1796 71.77 11.67 12.87 9.31 42.68
1797 71.89 22.82 22.23 11.78 73.66
1798 71.96 40.94 27.58 14.92 96.34
1799 71.82 44.32 24.90 15.08 99.38
1800 71.90 48.63 58.31 16.03 108.27
1801 72.01 56.62 88.05 15.51 128.49
1802 71.82 29.67 22.81 14.53 83.41
1803 72.00 46.37 30.26 16.09 89.76
1804 72.03 51.37 61.43 16.25 120.49
1805 71.91 34.42 28.57 15.33 84.90
1806 72.02 27.24 26.59 13.36 75.26
1807 72.15 18.78 23.01 10.55 72.11
1808 72.08 37.52 52.07 15.23 88.34
1809 72.12 60.25 80.80 16.37 106.82
1810 72.08 66.74 121.64 13.88 100.43
1811 72.36 64.59 109.75 14.32 97.08
1812 72.29 62.77 74.06 15.17 101.83
1813 72.47 53.27 49.97 15.88 96.03
1814 72.43 55.05 67.06 17.51 118.88
1815 72.47 14.08 18.87 9.34 49.02
1816 72.55 42.91 33.49 15.21 92.00
1817 72.56 78.48 161.14 9.98 83.72
1818 72.34 15.91 16.56 10.62 58.62
1819 72.55 83.81 56.21 7.99 65.00
1820 72.42 24.81 48.27 12.77 73.73
1821 72.62 69.08 125.09 13.72 91.77
1822 72.55 71.80 150.21 12.76 86.83
1823 72.59 30.98 54.61 15.55 85.12
1824 72.77 35.81 122.27 16.96 67.18
1825 72.72 75.03 173.77 10.59 85.33
1826 72.62 33.06 102.46 16.48 64.54
1827 72.68 21.03 72.38 12.30 66.24
1828 72.83 28.73 61.73 14.35 74.96
1829 72.89 38.77 124.65 17.51 80.42
1830 72.75 49.92 31.24 16.73 97.37
1831 72.88 58.59 61.72 15.41 106.08
1832 72.90 45.17 23.76 14.38 88.67
1833 72.94 12.21 25.85 8.77 37.32
1834 73.06 47.59 24.98 15.97 93.21
1835 73.03 61.45 57.11 13.74 97.77
1836 73.17 66.44 95.13 13.41 87.88
1837 73.21 26.13 110.63 13.66 62.79
1838 73.14 41.09 72.45 17.27 84.92
1839 73.16 17.14 61.40 10.51 52.80
1840 73.32 22.92 94.38 12.37 57.45
1841 73.29 56.59 56.75 16.02 117.38
1842 73.39 81.73 112.89 8.66 69.64
1843 73.44 85.93 53.20 7.59 39.73
1844 73.50 51.98 22.54 16.24 73.94
1845 73.61 34.46 167.06 15.90 65.94
1846 73.60 73.27 149.59 10.32 92.05
1847 73.61 32.15 165.88 16.16 63.27
1848 73.65 54.27 26.48 14.86 90.86
1849 73.41 84.36 69.37 7.58 44.21
1850 73.64 14.25 57.03 9.56 40.08
1851 73.69 19.98 111.92 11.85 51.29
1852 73.73 29.91 143.88 16.31 60.04
1853 73.64 64.23 67.82 14.41 86.40
1854 73.66 49.74 24.02 15.74 100.52
1855 73.75 70.78 92.39 11.79 88.24
