#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
ca14 14A 8 even-skipped Kruppel giant
166 18.41 77.05 12.69 8.90 13.88
167 18.64 69.73 16.93 11.37 20.11
168 18.87 33.87 16.69 26.67 180.24
169 18.76 57.66 18.05 23.40 103.28
170 18.60 21.33 13.02 19.31 127.52
171 18.59 66.50 17.05 13.32 23.32
172 18.74 24.64 13.23 18.09 141.43
173 19.10 27.01 15.46 20.20 159.02
174 19.04 22.44 12.15 18.98 128.71
175 19.03 51.63 20.45 26.93 179.59
176 19.10 55.01 19.70 22.82 143.04
177 18.95 78.98 10.17 8.61 12.22
178 19.10 42.82 18.75 36.35 179.48
179 19.16 36.98 18.42 30.48 193.79
180 19.38 39.98 20.19 35.34 192.99
181 19.16 60.76 19.10 19.97 57.47
182 19.31 64.12 19.09 15.93 34.32
183 19.41 71.79 17.09 10.65 18.17
184 19.20 74.39 15.71 9.24 14.22
185 19.22 19.60 12.54 16.38 120.88
186 19.50 67.16 17.12 13.36 25.16
187 19.53 46.83 18.67 23.23 212.04
188 19.44 24.17 14.11 18.93 142.66
189 19.59 77.85 13.79 9.00 12.17
190 19.91 29.31 15.98 27.57 174.27
191 19.99 49.14 20.30 21.22 198.25
192 19.82 20.36 12.24 15.92 130.40
193 20.00 31.99 16.06 21.78 190.61
194 19.95 53.42 18.54 22.46 137.10
195 20.18 44.50 18.54 27.24 205.66
196 19.88 76.16 15.92 8.65 13.73
197 20.16 57.48 19.43 26.20 90.57
198 20.25 17.62 11.37 12.39 108.69
199 20.33 62.41 18.86 16.99 42.74
200 20.30 41.97 19.75 31.64 218.09
201 20.32 36.98 19.43 25.01 187.10
202 20.05 79.94 12.40 9.13 10.33
203 20.52 22.75 13.90 22.55 144.70
204 20.49 34.49 17.79 27.74 184.82
205 20.46 59.81 18.85 18.98 66.95
206 20.44 26.08 16.21 21.19 157.63
207 20.66 51.12 19.46 18.04 174.38
208 20.69 67.82 18.00 12.14 24.59
209 20.52 78.93 13.39 8.17 12.69
210 20.79 55.66 19.72 27.04 99.09
211 20.91 64.68 18.94 14.33 34.09
212 20.82 39.39 19.44 26.20 211.26
213 20.65 70.33 16.67 9.95 19.95
214 20.90 46.91 19.34 22.17 155.77
215 21.01 73.49 16.89 10.50 19.15
216 20.86 75.74 14.44 11.03 17.15
217 21.31 19.67 12.94 15.44 113.75
218 21.27 30.33 16.21 19.59 157.30
219 21.30 76.82 15.98 9.13 15.91
220 21.40 53.51 19.81 18.84 133.63
221 21.39 16.11 10.81 13.54 92.87
222 21.48 27.65 16.34 23.09 151.56
223 21.52 33.16 17.73 23.25 168.60
224 21.50 42.18 20.62 25.99 172.81
225 21.63 49.07 20.62 17.25 172.84
226 21.38 81.69 11.89 8.67 12.12
227 21.61 58.26 20.53 16.67 77.60
228 21.48 79.62 13.36 9.58 17.53
229 21.58 61.64 18.52 17.38 49.62
230 21.66 44.90 19.61 24.60 148.90
231 21.65 36.43 18.99 28.61 191.02
232 21.64 69.22 19.04 11.34 24.72
233 21.72 70.84 17.93 11.68 22.48
234 21.98 25.29 15.97 24.38 137.86
235 21.90 22.48 14.93 19.71 127.00
236 22.01 66.50 18.80 13.10 32.21
237 22.06 39.39 19.15 21.43 166.90
238 22.17 51.43 19.33 22.28 138.48
239 22.28 55.37 19.62 16.81 100.84
240 22.15 73.28 15.97 8.83 22.51
241 22.61 47.35 18.66 19.55 152.14
242 22.53 63.83 19.35 14.25 40.02
243 22.63 31.57 16.30 21.01 151.87
244 22.59 76.21 15.62 9.47 21.91
245 22.62 81.84 12.45 8.88 16.14
246 22.66 28.79 16.18 18.31 129.30
247 22.64 60.50 21.09 16.84 60.98
248 22.61 17.51 12.01 12.77 82.53
249 22.75 34.73 19.24 21.45 159.48
250 22.79 20.40 14.01 15.28 84.50
251 22.81 42.33 19.65 20.11 138.32
252 22.91 44.96 19.34 20.73 162.03
253 22.96 71.49 18.47 11.16 26.45
254 22.89 57.74 21.20 16.42 68.57
255 22.81 68.78 19.30 13.14 29.70
256 23.06 37.23 20.15 19.59 165.85
257 23.14 49.93 19.26 17.22 127.59
258 23.28 52.89 20.77 17.80 93.40
259 23.16 23.72 15.22 19.77 99.87
260 23.31 79.39 16.18 9.09 23.58
261 23.32 39.77 19.78 19.70 167.77
262 23.46 26.77 16.26 15.60 108.82
263 23.33 66.57 20.32 13.40 34.08
264 23.63 55.36 20.25 17.05 76.56
265 23.62 62.67 20.82 13.97 46.94
266 23.59 15.40 11.34 10.36 59.75
267 23.71 73.43 18.56 10.98 28.41
268 23.71 32.82 19.51 17.75 132.71
269 23.83 60.09 20.02 15.96 57.27
270 23.90 18.34 13.16 11.97 70.11
271 23.95 30.07 18.34 18.67 118.50
272 24.03 46.25 21.54 18.24 120.20
273 24.17 48.59 22.10 18.48 96.49
274 24.11 35.50 18.86 19.12 131.65
275 24.07 43.59 20.28 18.37 123.33
276 24.06 76.11 16.71 10.36 30.35
277 24.16 57.64 22.59 15.95 66.72
278 24.20 65.48 21.42 14.60 43.79
279 24.08 21.46 14.87 15.03 65.73
280 24.27 41.18 21.63 21.92 132.07
281 24.09 69.25 19.33 11.78 32.48
282 24.23 81.39 14.96 8.70 24.79
283 24.43 50.97 21.42 16.77 96.86
284 24.44 38.11 21.78 19.26 127.36
285 24.41 24.76 17.18 16.00 100.51
286 24.67 53.38 22.98 16.17 71.83
287 24.83 27.87 16.46 16.58 102.48
288 24.87 78.25 20.14 10.08 33.65
289 24.66 15.10 12.90 10.97 51.10
290 25.04 61.37 21.36 14.63 57.96
291 24.87 63.56 20.47 14.77 53.04
292 24.76 16.72 10.59 12.09 55.75
293 24.97 55.79 21.09 16.69 71.07
294 24.90 71.03 21.49 12.35 43.91
295 24.95 33.28 16.94 16.99 88.23
296 24.97 74.26 19.24 10.64 45.96
297 25.15 59.18 22.50 16.17 65.42
298 25.22 44.84 21.02 18.87 92.04
299 25.13 67.90 22.56 14.08 48.51
300 25.23 83.34 17.95 9.11 35.00
301 25.11 19.56 14.68 12.42 61.07
302 25.24 30.71 18.06 16.56 86.62
303 25.37 47.16 20.23 18.19 93.41
304 25.31 22.99 15.41 14.69 67.24
305 25.34 35.99 19.61 18.66 105.76
306 25.36 39.99 20.46 17.49 101.49
307 25.52 42.61 21.61 19.05 94.43
308 25.59 49.38 22.54 17.47 79.17
309 25.51 65.58 22.45 14.97 56.12
310 25.56 13.43 11.59 10.08 47.87
311 25.61 51.65 21.33 17.80 77.51
312 25.64 80.81 24.47 9.26 42.72
313 25.65 26.06 17.22 15.57 74.44
314 25.74 16.56 11.59 11.11 55.17
315 25.90 57.41 23.27 16.76 79.11
316 25.83 75.81 29.81 11.04 45.40
317 25.96 38.11 21.55 18.11 81.91
318 25.86 72.03 31.38 12.28 55.05
319 25.97 54.34 22.33 16.68 76.29
320 26.06 69.49 30.08 14.37 59.33
321 26.18 28.84 16.78 16.38 74.36
322 26.13 62.66 24.20 16.10 70.89
323 26.08 33.93 20.01 19.45 73.41
324 26.08 19.20 15.50 12.23 60.92
325 26.39 78.17 125.92 10.65 50.81
326 26.27 21.91 16.76 14.06 64.99
327 26.28 59.99 24.82 15.66 71.75
328 26.40 67.31 29.62 14.11 76.08
329 26.35 31.00 19.71 16.53 67.02
330 26.47 40.85 21.14 17.12 78.91
331 26.52 24.63 18.19 14.86 67.25
332 26.49 45.13 22.65 18.37 80.61
333 26.77 73.14 164.50 12.66 59.21
334 26.59 83.11 96.90 9.51 50.10
335 26.69 36.43 20.52 18.81 83.43
336 26.53 47.64 24.16 18.48 85.78
337 26.62 52.29 23.27 16.96 81.63
338 26.61 65.05 25.84 15.58 71.49
339 26.78 56.35 26.57 17.57 83.71
340 26.82 50.16 24.79 18.52 86.27
341 26.80 14.68 13.76 10.81 55.93
342 26.59 20.32 14.10 14.14 62.10
343 26.83 42.83 24.22 20.27 78.73
344 26.90 27.36 20.68 17.33 75.86
345 27.01 32.66 21.06 17.33 77.53
346 26.86 17.56 14.77 13.26 58.62
347 27.28 70.41 211.70 14.03 78.30
348 27.11 39.10 21.27 17.82 83.42
349 27.25 54.14 26.24 17.56 94.17
350 27.29 58.66 29.06 17.70 96.39
351 27.20 61.26 29.63 16.08 94.86
352 27.38 75.39 208.40 12.33 72.94
353 27.50 80.49 143.92 10.02 64.50
354 27.30 63.50 33.37 16.22 99.03
355 27.36 86.35 70.81 9.38 41.09
356 27.34 34.87 20.31 17.63 84.11
357 27.49 20.67 17.64 13.52 67.43
358 27.65 67.80 219.05 15.66 90.14
359 27.56 12.39 14.56 10.11 51.64
360 27.53 30.37 22.71 16.50 86.17
361 27.62 23.35 18.26 14.50 72.38
362 27.63 46.05 25.88 18.45 89.97
363 27.56 48.18 24.55 17.91 88.51
364 27.62 25.84 22.57 16.22 76.90
365 27.68 51.72 25.30 17.79 99.82
366 27.79 43.63 23.75 19.57 89.02
367 27.73 65.58 107.90 17.10 117.66
368 27.79 37.69 22.70 17.82 94.35
369 27.81 40.98 24.37 17.97 85.05
370 27.95 77.91 175.37 12.56 79.01
371 27.91 83.71 122.18 10.02 64.62
372 27.92 16.98 18.28 12.88 65.79
373 27.88 56.38 29.46 16.14 107.52
374 28.02 28.46 21.15 15.35 81.19
375 28.16 14.62 19.30 11.73 64.51
376 28.22 49.61 28.94 19.34 105.47
377 28.10 32.66 24.77 17.77 88.82
378 28.13 60.28 45.53 17.08 129.84
379 28.40 72.17 221.86 13.93 120.18
380 28.37 62.44 194.99 17.87 116.76
381 28.40 19.53 21.87 13.28 77.34
382 28.31 53.95 33.60 16.57 118.78
383 28.38 35.15 24.95 16.56 89.36
384 28.51 58.32 48.83 16.79 143.13
385 28.62 88.02 29.42 8.55 39.95
386 28.53 25.70 29.28 16.42 97.46
387 28.65 42.36 29.39 18.57 103.63
388 28.84 64.74 223.09 18.68 121.60
389 28.67 69.32 222.07 16.05 143.97
390 28.70 75.28 203.57 14.28 107.31
391 28.75 39.69 29.03 18.38 109.67
392 28.74 47.32 31.89 20.29 118.27
393 28.62 51.50 35.11 18.80 123.58
394 28.71 11.58 83.85 9.15 65.37
395 28.66 22.25 26.07 14.41 91.32
396 28.74 30.57 32.97 19.02 103.39
397 28.70 44.86 30.27 19.03 116.15
398 28.72 37.38 26.29 18.94 106.69
399 29.03 67.06 240.29 17.48 150.81
400 29.01 81.04 107.00 11.08 84.46
401 28.99 84.62 75.41 9.73 91.87
402 28.90 55.96 70.34 18.13 155.98
403 29.05 78.44 99.46 12.62 90.81
404 29.03 17.58 35.52 13.02 94.15
405 29.08 33.09 35.20 18.22 110.38
406 29.25 14.23 128.60 13.48 92.50
407 29.07 28.02 41.67 16.79 113.51
408 29.33 53.54 218.72 20.70 148.50
409 29.36 59.96 234.81 19.36 158.34
410 29.30 49.15 50.70 18.28 142.83
411 29.39 24.80 97.35 17.60 110.38
412 29.39 35.46 33.34 17.53 113.80
413 29.44 41.40 53.35 18.67 132.09
414 29.47 62.41 211.43 20.33 135.20
415 29.56 45.86 49.86 18.83 144.43
416 29.79 19.27 149.73 15.70 98.76
417 29.55 57.46 235.45 20.45 171.84
418 29.61 72.78 157.40 15.55 145.47
419 29.78 43.47 212.20 23.22 145.29
420 29.64 37.58 44.29 19.73 128.78
421 29.67 51.10 213.04 21.86 141.46
422 29.75 70.40 153.91 16.13 169.74
423 29.86 21.93 172.82 16.30 113.06
424 29.78 75.78 110.77 13.52 115.58
425 29.97 86.79 24.92 10.06 63.93
426 29.86 29.76 192.07 19.72 131.35
427 29.86 39.46 46.59 20.45 153.53
428 30.05 47.70 182.28 21.42 148.14
429 30.05 82.59 46.94 10.31 83.80
430 30.09 26.48 184.90 18.94 139.75
431 30.09 55.32 237.67 21.36 161.82
432 29.99 65.26 208.90 19.21 175.69
433 30.23 68.25 195.80 18.74 193.40
434 30.18 33.75 187.01 20.76 144.90
435 30.18 79.21 55.57 11.59 95.21
436 30.24 13.35 148.83 13.20 118.32
437 30.18 16.90 168.26 14.88 127.46
438 30.19 31.65 180.32 19.51 137.60
439 30.49 60.43 215.26 19.83 209.94
440 30.46 62.86 205.90 20.10 216.44
441 30.57 36.50 216.56 21.33 161.54
442 30.57 40.94 239.58 22.19 181.56
443 30.52 52.74 240.14 22.03 199.05
444 30.57 57.84 233.50 20.19 210.00
445 30.73 24.38 198.22 18.91 168.66
446 30.61 45.49 226.17 25.16 173.41
447 30.70 50.34 227.90 23.08 187.97
448 30.81 73.10 76.64 14.91 130.97
449 30.85 76.27 71.41 14.32 112.38
450 30.89 10.92 90.08 11.57 93.91
451 30.95 66.52 149.94 18.68 213.50
452 30.98 28.00 224.82 21.06 185.00
453 31.00 42.93 226.10 21.93 198.02
454 31.07 70.45 94.35 16.88 167.32
455 31.10 84.35 24.29 10.83 66.49
456 31.02 21.69 177.75 16.63 157.16
457 31.07 38.64 238.05 23.15 187.87
458 31.11 19.28 161.95 14.80 163.75
459 31.12 30.55 208.90 19.66 186.52
460 31.11 48.54 221.86 24.11 230.92
461 31.07 80.98 29.48 11.11 71.17
462 31.21 32.63 237.30 20.82 196.93
463 31.10 54.66 222.40 19.94 208.92
464 31.30 34.71 236.82 21.24 200.68
465 31.31 64.36 141.31 19.03 231.02
466 31.29 16.62 150.57 15.28 169.49
467 31.41 13.89 104.65 12.84 159.48
468 31.49 87.50 15.17 11.31 38.34
469 31.44 62.00 145.05 19.88 231.25
470 31.37 79.14 37.77 13.79 91.15
471 31.57 59.17 155.48 20.14 223.92
472 31.67 68.36 91.00 17.99 202.64
473 31.65 46.87 236.94 23.37 225.29
474 31.53 56.78 202.92 21.50 212.78
475 31.67 26.61 189.46 20.19 209.59
476 31.58 52.53 183.52 24.62 217.92
477 31.71 44.67 212.89 23.27 239.16
478 31.77 36.65 200.00 22.78 219.28
479 31.68 40.71 214.42 23.70 225.55
480 31.88 23.85 133.30 18.73 225.05
481 31.86 77.66 39.28 13.02 91.96
482 32.29 8.91 37.87 11.58 81.67
483 32.05 50.55 165.14 22.63 237.03
484 31.97 75.00 44.21 14.73 93.54
485 31.96 11.88 48.10 12.60 103.67
486 32.12 29.33 149.30 21.19 224.44
487 32.12 72.09 60.33 17.09 121.05
488 32.12 82.36 22.36 12.63 60.07
489 32.26 42.48 160.89 22.57 242.32
490 32.23 65.64 68.15 18.34 196.16
491 32.26 21.28 126.71 16.92 208.52
492 32.23 38.69 200.87 22.91 234.92
493 32.29 31.86 159.96 21.46 229.50
494 32.26 54.43 162.56 21.49 237.30
495 32.30 60.94 111.87 20.93 234.28
496 32.42 18.95 99.43 16.22 192.06
497 32.46 34.30 202.84 23.66 235.49
498 32.53 48.72 156.05 22.98 237.88
499 32.64 79.84 21.46 13.17 65.54
500 32.61 85.31 18.52 11.84 43.19
501 32.51 16.45 68.41 15.03 175.19
502 32.52 63.32 93.02 20.55 210.70
503 32.52 56.75 108.40 21.77 237.48
504 32.76 69.79 45.88 17.82 124.49
505 32.76 88.28 15.28 11.43 28.25
506 32.61 13.83 51.68 13.74 141.96
507 32.66 25.84 98.22 19.10 222.28
508 32.69 46.50 159.73 21.81 241.68
509 32.83 52.30 122.89 21.32 237.04
510 32.89 59.05 74.76 22.32 236.06
511 32.92 36.53 106.81 21.97 235.81
512 33.06 40.66 117.63 24.84 233.07
513 32.79 44.28 128.54 24.12 238.96
514 32.85 67.48 49.62 19.73 155.38
515 33.11 28.06 71.82 20.26 217.95
516 33.00 77.00 23.86 15.34 73.32
517 32.99 74.09 26.74 15.72 78.41
518 33.15 11.45 41.25 13.70 125.78
519 33.20 23.29 75.81 18.03 217.42
520 33.38 30.39 92.70 22.42 219.87
521 33.40 38.59 81.60 22.00 224.60
522 33.28 83.54 18.58 13.12 45.22
523 33.48 32.70 102.23 20.23 230.23
524 33.52 50.13 74.13 21.78 233.51
525 33.51 61.07 45.31 20.08 194.97
526 33.50 71.66 26.44 17.31 86.82
527 33.46 54.71 67.92 20.74 232.15
528 33.57 65.25 32.32 19.30 149.70
529 33.48 81.79 21.56 12.24 45.99
530 33.55 42.64 74.22 22.25 232.73
531 33.54 57.22 67.93 21.19 228.32
532 33.63 63.05 46.97 20.17 183.84
533 33.71 20.75 80.42 17.57 203.98
534 33.68 17.85 56.17 15.20 165.93
535 33.85 9.51 23.46 12.37 102.01
536 33.68 14.57 33.17 14.59 157.50
537 33.82 34.97 93.38 20.53 230.58
538 33.70 47.89 83.13 22.62 230.92
539 33.72 45.16 77.03 24.38 237.84
540 33.88 25.94 82.12 20.06 217.61
541 33.98 79.37 21.96 14.28 51.80
542 33.94 67.49 24.47 19.09 99.87
543 33.91 85.02 26.47 12.37 31.05
544 33.98 52.29 68.89 20.83 225.20
545 34.26 88.22 93.72 15.10 19.66
546 34.08 74.06 21.94 17.60 58.05
547 34.24 59.18 44.79 21.81 207.91
548 34.26 69.80 25.82 18.87 79.05
549 34.31 76.97 22.20 15.41 55.21
550 34.31 36.93 60.34 22.78 224.19
551 34.49 7.63 19.11 11.37 64.95
552 34.35 28.56 63.03 21.88 214.34
553 34.42 39.24 44.67 24.07 208.59
554 34.50 41.43 48.49 22.68 228.57
555 34.51 12.47 21.83 14.20 127.70
556 34.53 23.63 50.69 18.12 199.00
557 34.49 56.61 39.03 22.46 200.14
558 34.58 63.60 27.06 21.47 134.27
559 34.68 30.98 61.52 21.67 212.47
560 34.38 82.59 25.54 16.08 36.89
561 34.61 33.29 58.76 21.52 222.11
562 34.70 43.78 65.26 21.65 215.42
563 34.64 46.22 71.55 24.16 223.13
564 34.68 54.50 36.92 21.56 196.89
565 34.77 50.28 40.76 23.26 217.26
566 34.71 15.94 25.62 15.99 132.85
567 34.74 18.99 57.94 17.86 161.02
568 34.87 48.16 40.03 25.53 213.15
569 34.83 61.30 27.35 22.63 146.03
570 34.97 65.49 23.93 19.89 101.97
571 34.67 81.03 25.59 14.78 35.44
572 35.03 71.89 23.90 19.57 67.02
573 35.21 85.91 172.11 17.82 19.13
574 35.22 21.62 38.27 18.79 177.91
575 35.05 26.37 51.76 20.09 214.93
576 35.04 52.42 34.04 21.11 180.91
577 35.15 67.48 23.39 19.28 76.97
578 35.06 74.82 26.65 18.49 53.00
579 35.28 35.25 48.43 22.19 209.13
580 35.29 58.19 27.76 21.48 159.86
581 35.21 10.31 16.03 13.96 106.76
582 35.50 82.31 158.78 17.47 23.73
583 35.29 79.19 33.10 16.34 37.55
584 35.42 37.51 41.85 24.90 189.24
585 35.45 40.13 33.52 23.05 199.37
586 35.52 28.89 46.21 21.13 203.86
587 35.66 69.50 25.55 21.97 68.39
588 35.64 17.14 22.88 15.73 142.74
589 35.69 33.04 36.85 24.59 204.54
590 35.62 42.63 40.60 23.18 186.98
591 35.63 45.06 32.84 26.88 190.18
592 35.70 56.18 26.70 26.48 147.64
593 35.92 76.38 121.61 19.64 27.89
594 35.82 59.96 25.09 22.47 137.59
595 35.66 63.49 24.95 20.63 113.39
596 35.82 89.42 109.48 18.01 12.35
597 35.73 13.97 19.04 15.08 128.61
598 35.71 24.25 28.92 19.12 179.36
599 35.90 49.07 28.53 23.14 192.00
600 35.89 54.09 26.24 23.08 153.96
601 35.89 31.12 30.53 22.05 202.68
602 36.02 19.59 22.55 18.09 160.70
603 35.97 51.45 25.71 23.90 157.06
604 36.14 46.91 28.95 24.68 169.30
605 36.11 73.23 55.15 21.86 40.88
606 36.24 61.74 25.07 23.15 97.48
607 36.16 26.75 25.33 20.07 175.28
608 36.17 10.82 15.20 13.79 95.85
609 36.30 67.24 27.20 23.08 73.51
610 36.25 38.82 25.06 23.67 151.06
611 36.42 65.05 24.43 22.92 84.69
612 36.41 71.03 38.05 23.33 57.71
613 36.53 36.67 25.28 23.51 147.38
614 36.47 22.23 21.74 19.98 145.90
615 36.52 34.25 26.82 23.06 168.34
616 36.46 41.19 27.86 25.23 153.63
617 36.51 58.15 27.67 24.25 116.67
618 36.69 81.05 190.77 21.41 20.83
619 36.56 84.69 175.80 21.96 14.94
620 36.77 78.31 184.96 23.41 23.82
621 36.60 43.71 27.40 24.02 157.87
622 36.62 29.37 25.32 23.29 171.17
623 36.71 16.86 19.08 16.88 106.28
624 36.87 8.36 11.91 13.27 76.79
625 36.83 13.45 16.05 15.01 90.82
626 36.85 24.81 21.57 21.48 158.51
627 36.86 52.93 26.97 26.30 127.52
