#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
em37 14A 8 Kruppel even-skipped fushi-tarazu
166 12.72 68.02 7.17 3.39 33.67
167 12.83 19.81 14.82 3.47 31.88
168 13.22 47.88 18.78 4.35 39.75
169 13.23 64.01 10.93 4.18 34.36
170 13.33 45.81 21.46 5.47 38.12
171 12.98 55.75 19.25 4.91 38.66
172 12.98 43.07 26.71 4.86 43.29
173 13.30 26.50 17.62 4.85 38.71
174 13.44 36.11 21.45 4.93 40.39
175 13.58 27.69 17.80 4.93 40.25
176 13.71 50.87 16.90 4.85 39.97
177 13.30 52.75 23.18 4.55 38.05
178 13.40 58.89 14.68 3.98 37.07
179 13.45 67.87 8.28 3.52 32.54
180 13.64 32.23 20.19 5.25 40.66
181 13.56 39.02 21.30 4.48 40.92
182 13.57 42.43 19.76 4.76 39.09
183 13.57 54.92 18.17 4.44 39.31
184 13.50 22.95 17.40 3.90 35.78
185 13.74 69.60 8.41 3.02 32.71
186 13.92 61.65 11.76 4.44 39.61
187 14.11 43.83 20.10 5.26 38.22
188 13.68 57.43 17.50 4.72 39.67
189 13.96 40.75 20.38 5.14 42.58
190 13.91 53.28 15.62 4.76 39.21
191 14.07 21.81 16.56 4.48 33.92
192 14.07 24.24 18.06 4.53 38.28
193 14.25 44.98 18.59 4.79 37.53
194 13.95 67.33 8.55 2.91 32.55
195 14.10 47.84 18.14 4.79 38.72
196 14.60 26.58 19.53 5.07 39.49
197 14.31 58.12 17.29 5.18 35.34
198 14.26 37.27 19.55 5.32 38.21
199 14.32 55.13 18.12 4.56 33.64
200 14.32 30.37 21.88 5.24 38.64
201 14.32 70.10 7.82 3.13 34.37
202 14.63 35.66 17.59 5.29 39.41
203 14.83 38.85 19.05 5.63 40.46
204 14.69 65.80 9.43 4.08 35.26
205 14.67 60.16 13.32 4.38 38.48
206 14.76 53.16 16.16 4.87 36.45
207 14.58 32.71 19.00 6.00 41.00
208 14.56 57.08 15.82 4.98 39.15
209 14.81 33.93 17.29 4.88 38.37
210 14.99 31.38 17.85 5.94 39.25
211 14.68 41.72 20.70 5.59 40.61
212 14.91 63.31 11.55 5.25 35.89
213 15.18 21.74 15.88 4.56 34.05
214 14.82 47.66 16.52 4.71 40.50
215 14.95 17.70 12.00 3.49 31.82
216 14.89 50.43 15.33 4.98 36.06
217 15.15 55.04 13.94 4.87 38.21
218 14.97 70.87 8.28 3.19 32.85
219 15.18 19.98 16.02 4.36 32.60
220 15.13 44.84 13.55 4.88 41.45
221 15.42 23.74 17.84 5.39 37.05
222 15.38 28.90 18.66 4.95 39.28
223 15.35 58.74 12.98 4.57 39.59
224 15.19 67.15 10.21 4.37 32.05
225 15.42 46.36 15.03 5.11 37.90
226 15.53 72.75 7.44 2.95 31.27
227 15.39 42.95 14.03 4.56 41.01
228 15.35 51.90 12.26 4.45 36.90
229 15.36 40.93 18.00 4.66 39.58
230 15.40 61.99 12.82 5.00 36.14
231 15.59 39.28 14.96 4.96 38.46
232 15.53 48.11 14.60 5.00 39.57
233 15.70 35.60 13.87 5.31 40.38
234 15.49 32.35 15.00 4.50 42.40
235 15.64 37.63 16.30 5.91 41.00
236 15.85 49.98 13.62 4.61 38.18
237 15.88 71.23 8.74 3.19 33.51
238 15.95 33.33 16.22 5.18 39.40
239 16.26 60.71 12.19 4.60 37.49
240 16.17 17.67 12.37 3.95 31.70
241 16.40 55.45 12.61 4.86 39.17
242 16.33 40.22 13.95 5.51 38.66
243 16.02 62.56 10.77 3.79 34.72
244 16.10 64.33 11.00 4.56 37.08
245 15.92 52.30 15.00 4.75 37.50
246 16.08 67.79 9.22 4.28 33.77
247 16.40 27.99 15.98 4.80 36.90
248 16.40 48.08 14.86 5.54 38.12
249 16.47 53.39 13.15 5.01 38.58
250 16.31 19.13 12.73 5.03 33.00
251 16.32 29.62 15.40 5.71 40.36
252 16.57 37.17 13.77 5.16 38.67
253 16.55 21.51 16.90 5.56 35.65
254 16.24 70.38 7.83 3.17 34.00
255 16.57 31.08 15.62 5.34 40.33
256 16.80 46.33 13.31 5.00 40.11
257 16.69 73.72 7.54 3.32 29.56
258 16.70 24.53 14.32 5.55 37.53
259 16.84 33.86 15.27 5.73 38.82
260 17.00 41.97 12.42 5.22 39.82
261 16.52 20.14 13.33 5.67 33.00
262 16.76 23.01 15.10 5.36 39.07
263 16.57 57.88 12.00 5.05 37.26
264 16.83 71.68 8.02 3.51 33.52
265 16.94 50.68 12.45 4.88 38.34
266 16.92 58.86 11.81 4.77 36.67
267 16.88 43.77 12.04 5.48 39.40
268 16.70 67.34 9.37 4.84 35.37
269 16.82 63.90 10.00 4.93 40.98
270 16.86 68.67 10.32 4.38 32.62
271 17.13 26.49 15.54 5.50 40.28
272 17.08 66.36 11.02 4.60 32.64
273 17.46 62.58 10.45 5.53 37.52
274 17.20 36.05 13.18 5.84 41.52
275 17.14 20.13 15.28 5.64 35.60
276 17.29 31.82 15.84 5.44 38.00
277 17.42 14.85 9.80 3.44 31.92
278 17.26 16.80 12.03 4.08 31.45
279 17.30 30.23 14.00 5.06 36.28
280 17.52 18.09 11.41 4.91 34.28
281 17.48 28.90 14.60 5.73 43.27
282 17.63 39.20 13.79 5.23 40.84
283 17.43 45.01 12.81 5.61 39.00
284 17.43 48.57 11.80 5.86 41.16
285 17.50 53.88 11.72 5.15 38.15
286 17.49 68.63 10.08 4.61 35.28
287 17.64 24.26 16.19 5.43 36.71
288 18.00 35.08 13.85 6.06 40.65
289 17.79 74.13 8.08 3.44 32.16
290 17.84 21.01 14.01 5.57 39.33
291 17.77 51.40 13.15 4.80 39.58
292 17.75 57.99 11.42 4.97 38.18
293 18.22 54.29 11.90 5.22 39.81
294 18.17 60.72 11.09 5.05 36.64
295 17.88 66.38 10.31 5.03 33.38
296 18.12 37.25 12.45 5.13 42.45
297 18.13 50.35 12.44 5.63 40.20
298 18.02 56.38 12.24 4.80 39.09
299 18.15 42.38 11.82 5.08 37.25
300 18.01 44.39 10.88 4.88 38.88
301 18.07 29.97 14.75 6.15 40.68
302 18.13 40.61 13.60 5.15 42.06
303 18.20 68.21 9.64 4.19 35.19
304 18.21 58.97 10.23 4.82 39.23
305 18.02 16.58 10.75 4.50 33.50
306 18.43 65.11 10.49 5.21 38.42
307 18.45 23.02 13.50 6.79 40.57
308 18.59 49.11 12.02 5.89 39.30
309 18.70 17.17 10.99 4.64 32.97
310 18.37 20.54 13.14 5.34 37.26
311 18.51 25.32 14.43 5.58 38.91
312 18.27 47.06 12.18 6.35 38.06
313 18.54 62.40 10.26 5.16 37.79
314 18.50 31.63 13.14 5.10 41.08
315 18.68 46.68 12.43 5.58 38.11
316 18.76 33.74 12.53 5.58 40.16
317 18.45 51.73 11.82 4.59 39.86
318 18.52 19.17 12.72 5.69 33.69
319 18.92 28.50 12.96 6.45 38.96
320 18.88 43.72 11.95 4.78 39.56
321 18.64 71.74 8.47 4.13 37.07
322 18.65 73.62 7.73 3.78 34.45
323 18.88 70.14 9.19 4.89 32.17
324 19.15 56.23 11.48 5.03 38.86
325 18.80 59.31 11.22 5.26 35.96
326 18.88 52.47 11.46 5.29 40.14
327 18.79 68.67 9.21 5.25 35.71
328 19.00 38.41 12.41 6.08 39.59
329 18.97 40.77 13.05 5.86 40.49
330 19.00 27.07 13.57 6.71 38.33
331 18.99 35.23 13.11 5.67 38.93
332 19.11 67.18 10.53 5.22 35.92
333 19.11 18.38 11.10 5.48 33.14
334 19.32 21.10 12.88 6.15 38.33
335 19.30 75.95 7.14 3.75 30.42
336 19.25 19.57 12.48 4.94 33.97
337 19.55 58.40 10.39 5.80 36.68
338 19.28 63.27 10.06 4.97 35.86
339 19.33 14.32 9.29 3.25 30.61
340 19.22 61.79 9.95 4.23 37.95
341 19.60 65.78 10.09 5.16 36.37
342 19.51 73.72 8.26 4.73 33.33
343 19.51 36.41 12.20 5.98 37.23
344 19.21 46.13 12.46 5.85 44.38
345 19.37 25.65 13.94 6.23 40.16
346 19.58 42.52 11.96 5.36 39.05
347 19.44 51.69 11.43 6.04 36.93
348 19.66 31.86 12.32 5.64 40.90
349 19.42 49.33 11.95 5.40 41.10
350 19.43 71.77 8.72 4.89 32.94
351 19.59 39.69 11.31 5.54 39.51
352 19.62 48.09 10.98 5.73 42.13
353 19.54 15.75 10.20 3.73 31.13
354 19.67 46.84 11.56 6.00 42.00
355 19.70 60.71 10.85 5.40 39.50
356 19.67 45.10 12.73 5.54 43.12
357 19.78 77.99 7.29 3.65 28.20
358 20.11 53.87 11.49 5.93 38.64
359 19.81 33.84 12.53 5.75 38.03
360 19.83 50.13 11.91 5.31 39.29
361 19.98 27.50 12.24 5.75 38.99
362 20.03 24.24 12.51 5.57 39.18
363 19.91 63.30 10.63 5.31 36.26
364 19.96 68.72 9.16 5.44 33.53
365 20.15 16.39 10.30 4.90 32.85
366 19.95 13.01 7.86 3.86 31.86
367 20.10 71.56 9.24 6.17 35.53
368 20.05 15.20 9.82 4.18 33.77
369 20.23 25.86 12.48 5.54 39.56
370 20.26 17.72 12.03 5.47 34.95
371 20.04 52.18 11.28 4.72 37.56
372 20.33 76.24 8.05 5.92 30.65
373 20.25 21.24 11.81 6.36 38.23
374 20.23 29.19 12.64 5.59 40.18
375 20.35 14.26 8.91 4.60 32.35
376 20.25 47.83 12.64 5.75 38.64
377 20.48 57.55 11.09 6.01 36.93
378 20.30 45.18 12.23 5.69 40.29
379 20.47 37.44 12.51 6.07 40.54
380 20.56 50.64 11.22 5.68 39.40
381 20.53 60.79 10.09 5.60 36.54
382 20.55 67.55 10.31 6.94 37.94
383 20.55 73.85 8.83 7.55 33.00
384 20.81 77.97 7.83 8.98 32.57
385 20.93 22.41 12.57 6.75 39.35
386 20.87 32.18 12.55 6.10 39.78
387 20.73 12.33 8.73 3.68 28.11
388 20.73 63.37 11.02 5.68 34.77
389 20.90 70.16 9.74 7.23 34.97
390 20.69 28.17 13.50 6.33 34.67
391 20.94 47.52 11.06 5.37 39.37
392 20.70 46.17 12.93 6.50 38.50
393 21.06 59.19 10.88 6.42 35.90
394 20.93 24.23 11.72 5.87 37.98
395 20.81 58.40 10.15 5.77 40.31
396 21.10 30.16 12.62 5.93 41.17
397 21.07 72.82 9.88 9.07 33.93
398 20.92 27.25 13.94 5.53 40.71
399 21.08 39.42 11.88 6.53 42.08
400 20.84 14.04 10.75 3.75 33.25
401 21.10 44.16 11.05 5.38 41.40
402 21.30 41.47 11.86 6.28 41.99
403 21.06 45.36 10.52 5.95 41.57
404 21.28 49.20 11.46 5.89 40.84
405 21.29 55.18 11.61 6.22 36.76
406 21.32 61.82 10.29 5.92 36.25
407 21.17 76.29 9.24 11.47 34.78
408 21.21 56.69 11.06 4.81 37.19
409 21.06 13.38 10.00 3.00 32.40
410 21.48 26.40 12.16 5.80 40.47
411 21.48 51.55 11.30 6.01 38.59
412 21.27 11.85 7.64 3.27 29.95
413 21.33 25.17 12.86 6.14 44.86
414 21.78 13.29 9.24 4.00 28.28
415 21.64 20.80 12.48 6.57 40.82
416 21.70 64.95 11.12 7.79 36.94
417 21.66 28.41 12.99 5.92 41.04
418 21.57 34.36 11.76 7.12 40.58
419 21.40 46.29 11.50 5.46 43.62
420 21.65 15.70 10.48 4.74 36.02
421 22.16 36.56 12.38 6.50 41.37
422 21.65 68.97 10.48 12.19 33.35
423 21.58 32.80 11.63 6.09 42.83
424 22.13 78.16 7.96 78.35 30.40
425 21.74 38.55 11.95 6.16 41.53
426 21.63 14.63 8.88 4.25 37.25
427 22.04 59.38 10.57 6.39 36.36
428 21.69 73.18 10.17 11.75 33.83
429 21.80 75.74 9.44 33.84 31.56
430 22.06 43.94 10.90 6.32 40.10
431 21.99 57.19 11.31 6.06 36.18
432 22.10 66.76 10.85 9.96 36.34
433 22.20 54.13 11.03 6.08 41.30
434 22.21 22.90 12.00 6.94 41.46
435 22.11 48.16 12.15 6.64 40.38
436 22.12 61.05 10.33 6.57 36.75
437 22.22 30.20 12.75 6.42 39.70
438 22.14 31.90 12.06 6.90 38.68
439 22.34 41.50 11.37 6.77 40.01
440 22.45 46.21 11.78 6.00 40.22
441 22.25 70.58 10.50 19.52 35.13
442 22.48 74.27 9.65 59.01 32.04
443 22.21 26.78 13.90 7.29 42.62
444 22.43 39.37 12.48 6.07 38.12
445 22.34 14.54 9.50 4.45 28.00
446 22.43 34.26 12.67 6.21 40.67
447 22.63 52.31 11.49 6.28 39.69
448 22.34 62.29 10.00 8.88 36.25
449 22.55 16.02 9.98 5.07 32.58
450 22.58 68.84 10.00 17.24 33.84
451 22.61 63.46 10.80 9.14 35.34
452 22.94 48.60 12.71 6.65 40.43
453 22.93 24.99 11.93 6.34 40.61
454 22.88 11.58 8.18 3.80 28.34
455 22.96 28.83 12.25 6.85 41.95
456 22.68 44.18 12.27 7.00 41.80
457 22.87 17.14 11.72 5.86 34.56
458 22.92 26.64 12.31 6.88 44.29
459 23.35 71.31 10.45 102.31 34.17
460 23.02 58.93 10.23 6.90 39.69
461 23.10 61.14 10.19 7.88 37.53
462 22.91 64.57 10.53 8.00 34.68
463 23.06 31.65 12.71 6.51 42.68
464 23.40 21.91 12.39 6.90 40.93
465 22.98 23.44 12.30 7.57 37.57
466 23.06 37.72 11.89 6.12 42.28
467 23.51 53.92 11.17 7.11 39.22
468 23.10 65.64 9.83 13.09 36.06
469 23.08 14.75 10.11 5.33 32.18
470 23.53 76.62 9.29 129.10 32.86
471 23.16 33.71 12.86 7.10 42.71
472 23.05 17.92 10.12 4.75 35.38
473 23.44 50.57 11.02 7.45 42.10
474 23.10 55.92 12.00 7.78 40.78
475 23.44 44.83 11.76 7.00 39.81
476 23.24 49.43 12.42 6.95 40.26
477 23.22 13.29 9.90 5.30 34.20
478 23.40 46.59 12.02 6.66 40.19
479 23.45 57.34 10.76 8.13 41.26
480 23.65 42.81 12.44 7.15 43.64
481 23.35 51.67 11.55 6.85 41.30
482 23.54 39.25 11.94 7.16 42.10
483 23.78 17.58 11.11 7.18 34.28
484 23.83 74.01 10.39 192.47 34.49
485 23.82 79.19 8.64 110.31 33.54
486 23.69 26.83 13.13 7.31 39.91
487 23.63 12.21 9.00 4.08 28.83
488 23.93 36.39 12.23 6.71 38.10
489 23.75 19.34 11.63 7.29 38.26
490 23.78 63.98 10.61 17.07 37.07
491 23.53 23.49 14.00 6.00 44.50
492 24.16 15.07 9.89 5.83 33.66
493 23.96 13.30 9.21 4.87 31.41
494 23.83 22.91 11.56 6.67 41.22
495 23.99 34.42 11.88 7.15 41.97
496 24.17 68.48 10.44 121.95 32.04
497 23.87 23.94 12.17 8.33 44.25
498 24.11 55.77 12.00 9.49 37.50
499 24.13 20.48 11.56 7.02 41.88
500 24.32 61.04 11.23 13.66 36.27
501 24.19 27.84 12.30 6.30 39.94
502 24.21 48.12 12.30 9.15 39.29
503 24.30 25.03 12.83 7.23 44.37
504 24.38 46.33 12.47 8.68 39.61
505 24.37 50.08 12.37 9.63 44.92
506 24.63 58.32 10.75 13.63 38.99
507 24.75 65.92 11.01 129.69 35.99
508 24.68 26.68 12.76 7.12 40.54
509 24.68 33.29 12.28 7.09 42.19
510 24.39 41.96 12.88 7.75 48.38
511 24.58 52.02 12.17 9.17 41.36
512 24.46 13.05 8.67 6.11 30.56
513 24.58 37.71 12.41 7.35 40.31
514 24.50 21.46 12.22 7.33 41.67
515 24.46 39.35 12.17 7.33 46.17
516 24.88 71.56 10.56 194.14 36.02
517 25.05 77.79 9.86 112.56 32.78
518 24.69 39.96 13.47 7.94 44.88
519 24.91 18.44 12.09 7.01 38.04
520 25.16 62.19 11.34 57.06 34.81
521 25.03 74.89 10.47 173.61 35.70
522 24.89 43.88 11.98 8.85 40.80
523 24.91 80.77 8.75 63.24 34.36
524 24.98 41.73 12.42 8.22 43.55
525 25.11 54.25 11.52 11.23 39.28
526 25.26 57.07 11.90 23.92 37.39
527 25.11 28.84 12.21 6.66 40.70
528 25.01 39.02 12.74 6.48 45.44
529 25.02 10.05 7.62 3.72 28.50
530 25.39 47.72 12.34 11.14 39.19
531 25.16 12.11 8.77 4.59 30.06
532 25.19 21.47 12.61 7.94 37.55
533 25.46 68.53 10.76 217.24 34.79
534 25.30 19.92 12.17 7.76 38.52
535 25.83 64.08 11.46 181.39 36.57
536 25.54 27.05 12.12 9.31 39.31
537 25.54 34.88 12.41 8.01 43.05
538 25.89 59.87 11.54 114.29 36.63
539 25.73 37.09 12.89 8.47 42.72
540 25.53 82.63 8.18 30.91 112.09
541 26.04 83.88 8.26 19.36 127.79
542 25.60 23.56 11.71 8.75 36.04
543 25.71 38.96 12.40 8.68 42.98
544 25.66 44.85 13.46 10.67 39.51
545 25.71 52.32 12.09 13.48 39.74
546 25.89 41.05 12.26 9.83 42.03
547 25.90 43.20 13.44 11.50 42.78
548 26.13 79.13 10.07 35.96 114.13
549 26.13 10.43 7.98 5.45 27.55
550 26.16 70.74 11.24 190.13 38.44
551 26.19 73.27 10.83 108.28 34.81
552 26.01 81.77 9.02 24.97 141.32
553 26.05 49.93 11.58 14.10 42.98
554 26.19 22.81 12.33 9.19 36.23
555 26.19 75.88 10.61 84.60 42.65
556 26.15 31.63 12.55 8.82 38.09
557 26.40 66.34 10.76 217.70 36.23
558 26.13 30.09 11.22 8.94 38.62
559 26.13 46.53 13.35 12.70 41.10
560 26.59 57.45 12.17 150.24 37.50
561 26.38 47.79 11.68 14.43 41.28
562 26.15 52.90 14.83 22.00 40.25
563 26.39 14.20 10.05 8.54 31.96
564 26.34 27.09 12.12 8.75 42.00
565 26.14 45.18 14.00 10.57 43.86
566 26.38 35.18 12.47 10.60 39.18
567 26.46 24.16 12.45 10.73 41.45
568 26.54 29.04 11.20 9.35 40.04
569 26.74 61.86 11.96 217.35 37.74
570 26.70 45.25 12.37 15.22 41.24
571 26.94 39.11 11.62 13.79 40.17
572 26.49 43.02 12.91 11.45 41.18
573 26.85 37.06 12.49 13.02 41.17
574 26.93 68.87 11.95 154.59 38.09
575 26.84 18.15 10.82 9.95 38.07
576 26.68 34.07 12.00 11.89 38.06
577 27.01 54.83 12.08 166.47 40.05
578 26.99 41.65 12.16 14.97 40.08
579 27.04 52.39 13.08 58.90 36.48
580 26.64 30.78 13.40 11.80 40.40
581 26.80 40.45 11.93 11.00 40.29
582 27.03 25.63 11.81 10.85 42.21
583 26.94 43.50 12.72 14.38 39.44
584 27.03 22.18 12.21 12.42 37.56
585 27.09 74.18 11.14 50.89 95.61
586 27.37 30.97 12.01 13.87 40.71
587 27.16 46.60 12.38 20.74 41.21
588 27.40 76.71 10.94 34.00 174.82
589 27.45 15.25 10.19 16.12 33.71
590 27.49 48.03 12.72 55.70 38.98
591 27.42 59.32 12.46 224.29 36.78
592 27.49 64.19 12.08 191.24 39.74
593 27.34 33.65 12.07 14.14 40.14
594 27.43 71.52 11.59 89.74 45.00
595 27.49 79.82 10.17 22.47 199.76
596 27.20 24.62 11.33 13.50 40.83
597 27.27 16.54 10.11 10.05 35.53
598 27.66 20.58 11.93 15.44 37.52
599 27.18 84.83 8.71 11.14 166.57
600 27.47 85.80 7.57 6.00 153.00
601 27.46 35.30 12.02 15.12 41.14
602 27.61 81.20 10.93 17.48 189.57
603 27.79 28.03 11.68 18.54 39.51
604 27.39 44.04 11.42 21.58 44.83
605 27.71 66.66 11.53 143.73 37.72
606 27.69 23.78 11.86 15.41 39.24
607 27.89 13.40 10.54 22.20 30.29
608 28.11 50.95 13.03 161.96 41.08
609 27.83 84.26 8.67 11.64 175.54
610 28.03 56.53 13.18 226.01 41.35
611 28.07 61.46 12.45 207.86 39.28
612 27.93 68.92 11.88 84.78 48.86
613 28.12 18.46 11.79 21.82 38.10
614 28.39 43.56 13.47 102.94 39.23
615 28.45 73.08 11.79 32.72 181.84
616 28.38 38.99 13.02 114.29 39.31
617 28.23 41.24 13.08 72.67 37.48
618 27.89 22.62 12.89 20.11 39.00
619 28.16 36.62 12.87 50.88 36.81
620 28.26 53.63 13.56 221.26 41.27
621 28.30 16.64 12.16 23.78 39.75
622 28.31 11.85 9.55 29.24 30.29
623 28.26 30.62 12.79 20.74 43.79
624 28.59 48.56 13.34 225.81 42.09
625 28.66 75.52 11.52 22.99 207.43
626 28.63 14.67 10.46 38.56 33.61
