#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
bk15 14A 8 even-skipped Kruppel giant
166 16.09 27.95 14.42 44.65 18.77
167 16.29 55.85 18.68 68.56 41.32
168 16.52 44.81 17.68 69.54 38.99
169 16.39 25.77 13.01 43.13 22.84
170 15.98 60.99 20.59 40.23 34.95
171 16.70 72.71 14.11 18.63 35.62
172 16.20 24.37 13.57 41.41 21.57
173 16.15 67.60 14.77 26.42 23.50
174 16.48 30.51 15.08 54.99 25.28
175 16.55 35.98 16.85 57.15 25.42
176 16.71 38.83 18.43 59.65 28.77
177 16.52 63.40 17.54 36.34 27.77
178 16.38 75.37 13.32 16.24 33.42
179 16.71 41.81 18.49 66.84 37.82
180 16.56 20.01 10.75 30.17 22.58
181 16.57 33.31 17.06 55.83 30.98
182 16.78 53.23 20.50 72.08 86.73
183 16.57 60.44 19.06 46.74 30.83
184 17.02 47.69 19.95 73.68 65.98
185 16.70 21.89 11.39 35.12 27.49
186 16.94 50.64 18.93 63.62 90.37
187 17.18 58.09 18.40 51.63 64.97
188 17.10 65.91 17.40 32.29 25.05
189 17.09 70.13 16.55 22.94 26.35
190 16.88 34.08 15.54 58.31 30.38
191 17.13 27.49 15.43 45.95 35.60
192 17.32 23.34 14.34 40.52 38.25
193 17.08 76.68 13.55 16.09 24.45
194 17.67 76.05 14.72 18.32 24.11
195 17.76 29.43 15.83 46.30 44.89
196 17.79 55.36 18.67 50.23 108.25
197 17.70 37.10 18.01 63.91 55.54
198 17.81 43.15 18.67 61.94 89.23
199 17.89 46.06 19.95 57.12 112.94
200 17.85 60.28 17.04 40.32 58.05
201 17.79 20.17 12.09 27.39 60.68
202 17.96 40.31 18.92 59.10 73.38
203 17.96 31.87 16.41 50.58 55.56
204 18.11 62.95 16.85 32.25 39.00
205 18.20 34.74 15.99 47.11 69.68
206 18.27 52.39 19.99 52.19 142.83
207 17.95 24.96 16.22 41.69 68.47
208 18.14 73.32 15.05 17.93 30.32
209 17.90 77.38 12.25 18.10 22.70
210 18.27 49.52 20.09 56.33 112.02
211 18.06 68.19 16.48 27.57 28.78
212 18.48 70.66 17.08 21.97 33.19
213 18.41 22.09 13.88 32.00 74.35
214 18.35 27.79 16.04 46.58 67.67
215 18.74 18.07 10.66 21.65 111.10
216 18.19 26.60 14.14 42.86 74.00
217 18.80 57.80 19.12 37.09 115.01
218 18.46 65.59 17.80 29.39 35.01
219 18.65 78.39 13.08 16.82 23.64
220 18.64 24.70 14.59 39.80 79.66
221 18.75 37.71 19.23 48.21 117.80
222 19.20 42.10 19.98 55.57 140.56
223 18.92 29.74 17.21 45.76 84.55
224 19.20 45.00 18.52 47.18 152.84
225 19.25 47.71 20.33 51.64 167.88
226 18.98 76.05 14.29 18.57 26.64
227 19.24 55.17 18.58 37.33 156.43
228 19.02 22.89 13.03 33.67 83.81
229 19.30 33.12 18.46 38.62 122.35
230 19.28 61.24 19.39 32.15 70.95
231 19.20 68.21 17.65 23.92 33.92
232 19.61 72.06 19.90 22.30 32.50
233 19.37 73.40 16.14 19.64 28.48
234 19.68 20.53 12.46 23.03 131.02
235 19.72 39.49 19.38 48.48 158.78
236 19.34 74.76 16.67 20.81 28.78
237 19.85 50.20 18.69 37.91 179.00
238 19.75 52.75 19.71 39.87 178.89
239 19.61 80.75 11.94 15.72 22.15
240 19.84 36.13 17.83 37.34 152.41
241 19.86 64.00 18.77 28.93 57.02
242 19.53 79.43 13.38 16.07 24.55
243 19.90 25.04 13.95 26.87 148.01
244 19.98 28.30 17.77 33.92 142.35
245 19.63 78.49 13.92 14.92 26.83
246 20.26 59.57 19.50 38.98 135.80
247 20.18 22.90 13.36 26.33 151.37
248 20.46 57.27 18.33 36.33 145.20
249 20.29 66.70 18.37 24.91 49.89
250 20.31 17.95 11.10 17.49 128.95
251 20.30 69.72 16.67 22.37 41.66
252 20.35 77.55 15.83 18.32 30.72
253 20.35 31.25 16.85 35.86 160.83
254 20.62 44.48 20.77 42.91 197.66
255 20.67 33.88 17.06 32.89 178.49
256 20.61 47.36 20.40 39.45 192.36
257 20.85 54.95 18.50 33.35 168.59
258 20.80 41.88 17.60 37.46 190.64
259 20.81 75.12 17.80 21.40 33.28
260 20.85 71.66 19.03 20.71 39.82
261 21.07 61.88 19.81 26.73 93.97
262 21.09 39.11 18.06 33.78 196.48
263 21.12 52.20 19.24 31.41 174.29
264 21.18 36.45 18.38 33.44 203.16
265 21.06 20.53 13.84 22.03 152.05
266 21.01 73.06 17.26 22.81 34.64
267 21.03 80.42 15.05 16.30 25.80
268 21.09 16.20 10.44 18.40 120.09
269 21.37 26.88 16.56 28.28 171.10
270 21.31 64.53 19.63 28.35 67.05
271 21.48 29.63 17.04 28.36 174.72
272 21.43 49.44 18.72 32.15 204.18
273 21.42 78.87 16.33 16.02 33.70
274 21.45 67.53 18.73 23.08 50.12
275 21.88 59.43 19.87 28.14 128.64
276 21.82 46.17 20.57 37.09 209.49
277 21.93 32.33 17.88 31.85 198.63
278 21.78 70.12 18.06 23.62 48.59
279 21.73 76.61 18.53 21.59 34.90
280 22.07 43.33 20.45 35.22 196.73
281 22.05 56.84 20.23 31.67 149.75
282 22.05 22.00 14.16 23.20 145.74
283 21.92 24.41 14.59 26.93 169.38
284 21.95 74.46 19.98 21.18 42.44
285 22.14 18.06 11.81 17.66 125.74
286 22.21 35.04 17.50 34.23 199.22
287 21.80 79.76 14.08 16.17 35.58
288 22.35 40.69 18.83 34.11 206.72
289 22.26 54.12 19.70 33.23 174.76
290 22.42 37.99 18.96 33.03 202.34
291 22.47 51.14 20.20 33.33 198.41
292 22.36 62.39 21.22 28.34 76.92
293 22.51 65.20 20.14 24.99 63.82
294 22.35 72.92 18.92 19.87 42.82
295 22.82 77.81 19.97 19.48 44.15
296 22.71 48.20 20.87 31.86 193.26
297 22.78 67.82 19.45 23.23 55.54
298 23.11 19.93 12.62 20.11 126.62
299 22.70 27.99 15.85 26.64 186.81
300 22.60 79.48 16.31 19.22 40.53
301 22.93 15.18 10.89 16.68 110.97
302 23.04 26.08 15.38 23.36 160.59
303 23.01 70.40 19.16 22.78 52.59
304 23.16 31.25 18.36 29.71 194.01
305 23.14 45.42 20.29 31.60 198.67
306 23.10 29.10 18.85 28.77 178.29
307 23.20 83.07 15.81 16.40 41.25
308 23.36 23.66 14.88 23.73 142.16
309 22.93 80.58 16.10 15.50 37.30
310 23.15 75.35 18.85 21.29 44.22
311 23.39 58.14 19.21 28.15 119.80
312 23.38 60.63 20.58 27.42 84.24
313 23.35 34.11 19.43 29.23 184.73
314 23.46 42.57 20.40 29.76 199.75
315 23.39 55.51 20.64 28.81 152.67
316 23.39 72.73 20.21 22.53 56.39
317 23.51 16.88 11.89 17.04 115.10
318 23.55 52.66 20.72 31.19 175.76
319 23.61 36.82 18.87 28.35 192.10
320 23.71 63.12 18.34 25.49 73.51
321 23.80 40.00 19.36 32.22 179.54
322 23.77 49.61 20.42 30.67 183.59
323 23.75 65.57 20.78 25.92 63.37
324 23.82 80.43 18.94 18.53 51.11
325 23.74 78.83 18.91 17.62 52.89
326 24.20 46.86 20.75 29.74 186.39
327 24.12 67.97 20.46 22.58 62.93
328 24.01 17.97 14.79 19.74 110.49
329 24.26 27.52 16.33 26.87 154.36
330 24.35 76.46 22.03 20.29 60.97
331 24.10 14.73 11.03 16.62 88.30
332 24.52 30.32 16.33 25.99 161.94
333 24.43 33.15 18.38 29.70 171.00
334 24.62 44.07 21.46 31.39 182.81
335 24.32 70.56 22.36 25.05 72.51
336 24.42 21.81 15.61 22.03 122.81
337 24.46 73.67 22.48 22.59 67.30
338 24.51 81.93 20.63 16.86 62.69
339 24.57 57.23 21.81 27.40 108.46
340 24.67 24.96 16.19 22.95 137.64
341 24.61 54.44 20.74 28.98 130.14
342 24.64 59.94 20.24 28.51 97.19
343 24.63 38.15 20.16 29.74 181.16
344 24.85 51.38 21.99 30.14 171.19
345 24.72 13.99 10.73 14.55 87.02
346 24.89 18.90 12.43 19.61 99.41
347 25.07 35.81 19.86 30.26 156.64
348 24.99 41.63 19.21 29.72 167.44
349 24.84 78.48 23.41 19.75 65.22
350 24.90 62.72 22.32 27.30 78.45
351 25.12 16.86 12.54 17.29 83.04
352 24.96 65.63 21.20 24.50 76.88
353 25.18 48.57 21.29 29.56 154.28
354 25.16 84.81 21.15 14.18 63.83
355 25.12 20.14 13.79 20.02 107.62
356 25.28 68.44 22.66 24.16 75.95
357 25.51 45.87 20.75 30.22 156.35
358 25.45 73.91 30.42 21.29 84.03
359 25.12 81.88 23.20 16.30 69.80
360 25.45 71.38 25.74 23.34 77.08
361 25.58 27.33 16.49 24.33 127.15
362 25.63 39.07 20.59 28.83 157.02
363 25.73 22.44 15.36 20.83 104.80
364 25.64 33.04 18.46 27.39 133.18
365 25.69 55.85 23.87 28.79 107.55
366 25.73 80.20 40.21 19.80 80.19
367 25.80 53.08 23.41 30.42 110.12
368 25.78 58.61 23.11 29.19 98.67
369 25.85 61.08 23.01 29.54 96.47
370 25.88 30.23 18.22 26.60 124.34
371 25.77 75.75 43.33 22.39 91.59
372 25.83 14.74 12.42 15.55 72.97
373 25.88 82.69 45.31 17.92 74.78
374 26.19 43.83 22.32 28.56 140.22
375 26.02 50.13 22.91 28.65 109.58
376 26.00 63.48 23.79 26.42 95.02
377 25.81 77.67 39.38 19.95 83.81
378 26.08 66.20 24.11 25.06 85.98
379 26.28 19.74 14.78 19.37 92.02
380 26.42 24.94 15.63 22.09 96.96
381 26.38 35.47 19.29 28.29 146.17
382 26.39 41.25 21.14 28.78 130.78
383 26.36 69.12 28.35 24.88 81.93
384 26.63 17.27 13.67 18.04 82.34
385 26.51 47.03 22.27 30.79 128.58
386 26.68 38.02 21.92 28.21 140.29
387 26.47 71.86 46.37 25.43 89.01
388 26.71 56.99 25.52 28.63 108.90
389 26.67 74.63 128.80 22.26 92.58
390 26.77 77.87 164.10 22.79 116.04
391 26.86 54.40 25.53 29.02 111.15
392 26.84 80.85 134.79 20.48 103.54
393 26.79 28.06 18.57 25.06 108.11
394 26.98 83.75 107.70 17.04 97.88
395 26.96 33.35 19.50 26.34 119.89
396 26.96 51.68 23.58 28.53 114.21
397 27.00 59.72 25.49 28.33 106.70
398 27.03 22.03 15.79 21.46 92.71
399 27.08 49.10 22.08 28.48 120.32
400 27.10 62.14 26.09 27.37 102.27
401 26.95 64.62 26.12 24.43 97.48
402 27.18 30.97 19.36 26.60 119.52
403 27.02 14.71 12.49 14.58 70.74
404 27.18 67.28 36.10 26.96 108.40
405 27.47 45.19 23.44 30.04 116.87
406 27.60 12.49 11.98 13.83 66.93
407 27.56 42.91 23.39 30.78 125.61
408 27.34 69.88 53.82 23.98 113.91
409 27.46 72.33 167.82 23.59 118.46
410 27.52 85.64 86.91 17.78 113.56
411 27.63 40.68 24.64 30.87 121.36
412 27.75 35.93 20.39 28.78 120.33
413 27.80 26.34 17.68 23.80 98.14
414 27.77 19.44 15.82 18.48 85.45
415 27.72 23.89 17.08 23.82 96.38
416 27.74 57.67 27.00 27.21 115.84
417 27.89 47.42 24.86 30.72 120.33
418 28.28 74.15 188.54 26.91 148.43
419 27.88 38.44 22.52 28.76 117.59
420 28.04 55.27 25.46 28.01 112.92
421 28.01 29.05 18.80 24.76 101.23
422 27.72 76.62 173.20 22.87 127.03
423 27.91 79.35 150.88 21.34 129.50
424 28.09 52.92 25.35 27.36 116.83
425 28.02 65.52 47.93 26.61 126.56
426 28.06 81.90 129.16 19.12 124.48
427 27.96 16.48 14.81 17.73 78.78
428 28.10 50.26 24.86 29.82 120.75
429 28.06 63.42 38.75 26.25 125.80
430 28.19 33.51 19.93 25.75 109.37
431 28.23 61.14 41.33 28.24 129.56
432 28.25 68.01 185.83 25.95 130.96
433 28.39 59.01 34.64 29.64 125.92
434 28.48 21.71 16.71 21.39 91.43
435 28.48 31.49 20.78 26.55 114.81
436 28.52 86.09 62.78 17.64 120.48
437 28.41 77.56 179.41 25.63 162.30
438 28.60 70.84 207.01 27.91 165.34
439 28.72 43.90 24.85 29.33 114.47
440 28.96 83.29 79.72 19.79 149.67
441 28.74 40.98 24.40 28.72 109.01
442 28.87 46.17 25.55 29.21 124.29
443 28.83 14.70 15.61 15.46 78.72
444 28.88 18.05 15.74 17.69 90.39
445 29.01 56.75 37.49 27.56 131.27
446 28.95 12.21 16.40 14.28 83.40
447 28.74 24.04 18.20 21.71 101.09
448 28.92 38.06 22.95 28.78 110.84
449 29.02 48.78 30.63 30.30 121.00
450 28.99 25.31 17.78 23.80 103.90
451 29.06 27.54 20.94 25.39 106.25
452 29.04 35.25 22.98 30.09 120.58
453 29.12 51.50 27.47 26.80 120.73
454 29.04 63.85 189.28 30.28 149.12
455 28.94 75.73 163.87 21.90 162.16
456 29.17 53.91 32.36 27.50 129.41
457 29.31 66.19 219.20 30.80 164.06
458 29.43 80.09 86.53 22.50 159.22
459 29.31 30.35 21.74 25.32 115.04
460 29.37 61.62 209.12 26.67 153.16
461 29.30 88.30 24.88 14.63 76.13
462 29.35 59.30 66.88 30.33 156.64
463 29.54 20.61 20.62 22.76 104.96
464 29.50 68.98 195.72 29.26 184.78
465 29.39 19.31 18.95 18.55 98.45
466 29.59 9.67 18.07 13.24 73.99
467 29.68 22.97 22.54 23.06 105.65
468 29.72 33.39 25.32 28.01 112.54
469 29.67 16.03 21.17 17.83 86.93
470 29.72 42.40 27.77 27.29 115.63
471 29.52 74.92 135.95 27.54 178.36
472 29.83 72.08 164.75 26.09 197.16
473 29.85 39.88 27.60 28.44 116.92
474 29.82 86.18 38.48 18.08 132.90
475 29.95 44.95 32.43 28.80 142.03
476 29.93 47.57 33.10 29.39 135.99
477 30.05 55.18 69.63 30.15 158.66
478 29.88 37.03 26.21 28.47 118.64
479 30.04 50.36 45.05 30.76 141.84
480 30.02 25.87 24.61 23.46 119.91
481 30.02 57.36 136.13 28.62 184.73
482 29.90 77.95 69.62 25.03 155.43
483 30.16 17.53 25.08 17.38 90.48
484 30.16 64.45 199.12 32.41 186.62
485 30.10 76.74 75.44 25.58 168.12
486 30.20 81.93 48.54 21.33 147.30
487 30.24 28.63 29.32 24.64 121.26
488 30.08 52.72 45.38 26.50 148.54
489 30.20 11.91 44.63 16.41 107.53
490 30.21 83.91 48.05 22.15 163.79
491 30.35 31.21 28.20 26.04 121.15
492 30.43 59.50 219.36 31.89 197.18
493 30.61 14.25 62.17 18.09 116.14
494 30.45 67.06 178.10 31.81 181.19
495 30.55 18.95 33.46 18.62 104.43
496 30.60 35.54 38.64 27.94 130.44
497 30.47 62.09 211.18 32.59 195.25
498 30.59 74.28 107.50 25.55 198.62
499 30.71 69.75 117.25 28.69 207.74
500 30.85 79.40 43.83 23.40 154.90
501 30.69 21.39 37.59 20.85 111.98
502 30.76 87.69 22.61 17.36 97.55
503 30.78 24.11 40.68 22.76 119.04
504 30.85 38.44 38.49 27.77 132.03
505 30.74 42.95 37.76 27.58 130.85
506 30.85 48.89 80.48 33.37 169.37
507 30.64 52.23 94.00 32.21 157.93
508 30.94 40.56 43.74 29.22 137.50
509 30.77 46.43 53.44 28.79 166.88
510 31.02 32.74 46.23 28.63 148.50
511 31.10 57.31 203.72 32.65 200.10
512 31.10 27.00 51.81 24.47 142.93
513 31.03 54.19 181.65 32.04 182.72
514 31.26 44.73 63.05 33.75 154.32
515 31.20 51.52 167.26 33.47 173.14
516 31.40 72.16 63.71 28.02 189.01
517 31.13 76.66 44.25 24.83 127.14
518 31.37 85.21 26.33 20.16 102.19
519 31.34 29.98 73.58 26.21 137.05
520 31.53 11.70 111.13 17.06 119.35
521 31.46 17.58 123.02 20.43 135.49
522 31.46 64.81 128.17 32.47 216.36
523 31.43 82.34 29.36 24.91 136.15
524 31.51 34.94 116.20 30.91 162.42
525 31.51 67.35 97.84 28.39 201.04
526 31.53 61.96 162.44 31.84 224.80
527 31.73 37.49 123.24 32.09 168.82
528 31.59 59.44 166.02 33.00 224.44
529 31.74 49.68 220.50 33.42 190.14
530 31.69 42.29 134.13 32.27 171.22
531 31.78 46.89 204.90 33.76 179.37
532 31.81 74.55 47.72 28.51 163.71
533 31.78 19.99 138.92 22.34 148.82
534 31.89 53.23 204.60 36.66 206.32
535 31.75 22.66 165.88 25.05 143.96
536 32.01 14.30 122.38 18.25 150.51
537 31.94 25.28 142.53 25.96 157.79
538 32.01 55.68 196.24 34.98 224.70
539 32.07 69.83 55.42 30.01 199.44
540 32.11 77.40 31.43 24.80 123.42
541 32.07 87.66 24.43 19.07 81.52
542 31.87 16.08 141.92 23.00 154.68
543 32.16 28.11 182.85 27.49 175.56
544 32.18 40.00 188.00 33.45 197.13
545 32.19 33.04 189.94 31.13 170.67
546 32.42 80.16 28.69 24.42 108.33
547 32.38 44.34 222.31 36.15 197.55
548 32.52 30.74 183.44 29.82 186.54
549 32.42 63.01 105.31 32.69 230.36
550 32.59 51.03 191.38 34.56 224.56
551 32.52 57.90 174.90 32.56 221.44
552 32.61 35.63 196.91 33.03 186.74
553 32.69 83.37 29.37 23.29 84.03
554 32.60 60.35 126.22 32.22 231.61
555 32.59 67.08 65.20 31.07 211.80
556 32.70 18.01 130.99 21.06 169.51
557 32.83 42.31 219.04 35.36 208.69
558 32.82 48.40 210.38 38.70 223.28
559 32.99 10.23 86.53 15.99 145.50
560 32.75 72.03 37.26 29.37 148.22
561 33.00 64.60 56.74 31.07 220.89
562 32.95 46.27 220.52 38.33 227.26
563 32.85 13.07 85.71 18.06 159.81
564 32.97 23.70 150.29 25.36 193.09
565 33.00 38.20 211.48 34.54 204.14
566 32.91 54.70 164.76 36.22 217.65
567 32.97 75.30 29.28 26.92 126.26
568 33.11 20.81 133.49 24.56 187.15
569 33.17 26.38 155.02 27.99 208.78
570 33.13 88.64 28.91 21.26 46.55
571 33.13 86.03 32.82 23.26 69.03
572 33.39 14.72 92.92 19.42 177.32
573 33.44 52.54 123.24 37.18 230.87
574 33.31 69.18 35.88 29.68 165.09
575 33.11 90.66 29.36 20.55 28.00
576 33.43 7.87 42.04 13.56 97.98
577 33.47 28.82 150.27 28.95 211.40
578 33.47 33.11 171.04 31.55 211.70
579 33.48 16.04 86.68 20.82 178.32
580 33.55 61.99 58.78 31.25 219.05
581 33.54 78.00 27.65 26.04 103.63
582 33.59 40.39 206.50 35.57 228.87
583 33.61 59.47 55.97 33.32 216.68
584 33.67 57.07 73.23 33.16 227.10
585 33.71 80.95 32.35 26.46 83.69
586 33.84 44.78 186.22 40.37 228.35
587 33.74 49.77 137.55 37.95 225.33
588 33.74 73.46 28.98 28.33 115.96
589 33.85 66.30 35.27 31.50 190.32
590 33.76 35.84 145.91 32.70 227.43
591 34.09 30.90 151.22 31.85 202.91
592 33.75 90.11 45.34 20.02 27.94
593 33.69 71.42 28.31 27.94 121.89
594 33.74 17.23 106.42 22.58 187.46
595 34.06 22.85 121.00 27.08 205.68
596 33.88 83.47 46.48 23.76 67.68
597 34.00 18.60 93.41 24.50 183.41
598 34.09 47.27 130.30 34.84 235.98
599 33.98 54.74 77.38 34.91 221.82
600 34.05 86.90 103.27 25.07 45.84
601 34.04 42.63 168.36 37.09 235.16
602 34.32 63.71 36.63 35.29 187.66
603 34.42 25.39 102.46 28.50 208.02
604 34.35 38.40 158.16 34.45 234.77
605 34.25 70.56 30.69 29.73 128.77
606 34.35 11.35 48.72 17.44 150.43
607 34.49 76.06 28.53 28.73 84.94
608 34.40 88.96 87.11 19.46 30.30
609 34.61 13.44 60.35 21.84 168.57
610 34.54 51.24 70.03 34.70 225.47
611 34.61 27.86 99.78 27.76 214.24
612 34.58 68.01 31.40 33.30 147.76
613 34.52 8.73 36.12 15.88 122.88
614 34.64 20.81 83.32 25.22 197.05
615 34.85 84.37 152.93 27.73 44.16
616 34.77 33.72 111.49 33.86 224.76
617 34.89 15.98 62.38 22.59 178.77
618 34.76 59.03 37.99 34.88 204.18
619 34.78 61.43 34.00 33.13 197.91
620 34.76 78.94 38.97 28.39 74.02
621 34.85 40.56 126.63 35.55 221.73
622 34.75 81.56 53.12 27.04 64.26
623 34.83 36.31 92.88 32.59 235.35
624 34.92 56.52 39.15 35.56 215.89
625 34.90 73.91 30.73 31.92 88.70
626 35.01 53.52 44.39 36.98 212.67
627 35.00 45.77 85.80 36.37 230.87
