#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
mu15 14A 8 Kruppel even-skipped fushi-tarazu
166 14.73 42.01 12.03 3.00 40.23
167 14.59 57.70 5.88 3.65 40.18
168 14.69 23.17 10.32 1.89 33.25
169 14.90 28.71 15.26 2.81 37.10
170 14.94 34.15 18.06 2.47 37.31
171 14.94 59.20 5.35 3.45 34.12
172 15.02 39.40 14.31 3.08 37.31
173 15.00 46.54 10.58 2.71 39.58
174 15.02 50.05 11.26 3.05 42.56
175 15.04 56.71 6.33 2.77 40.79
176 14.90 60.90 6.00 3.25 39.70
177 15.26 54.08 7.29 3.74 37.45
178 15.10 67.28 5.32 2.60 33.32
179 15.18 31.17 11.72 2.28 41.78
180 15.43 26.23 13.76 2.83 35.56
181 15.50 21.96 14.05 2.22 33.43
182 15.37 68.98 4.45 3.00 33.88
183 15.43 36.59 17.19 3.27 37.90
184 15.57 65.46 6.12 2.80 38.92
185 15.40 20.14 8.94 2.00 35.53
186 15.70 29.01 12.53 3.00 36.55
187 15.79 44.83 12.26 2.86 37.36
188 15.42 60.79 5.72 3.24 36.12
189 15.64 50.36 10.00 3.50 41.64
190 15.95 48.64 11.88 3.23 39.88
191 15.95 63.42 4.94 3.26 38.92
192 16.27 31.79 12.84 2.73 39.88
193 16.46 60.09 6.04 3.28 40.64
194 16.21 34.46 13.71 2.91 42.07
195 16.10 53.33 8.88 3.25 39.12
196 16.18 66.74 4.89 3.13 35.34
197 16.30 47.16 10.38 3.70 42.00
198 16.31 51.31 8.89 2.92 40.45
199 16.31 62.12 5.22 2.96 38.87
200 16.37 22.52 11.13 2.21 34.47
201 16.45 26.36 12.00 2.42 36.91
202 16.66 24.12 13.65 2.47 36.74
203 16.46 30.41 10.58 3.04 41.75
204 16.54 43.06 11.53 2.59 38.78
205 16.95 20.02 7.53 2.35 33.47
206 16.88 53.95 7.00 3.60 41.89
207 17.12 63.95 5.14 3.30 39.86
208 17.20 29.63 11.92 2.12 41.42
209 16.95 33.51 11.51 3.14 39.26
210 16.89 41.13 11.88 3.67 39.49
211 17.09 36.84 13.33 2.96 43.98
212 17.11 66.73 5.47 3.02 37.50
213 16.89 46.76 9.38 2.88 49.25
214 17.17 45.73 9.95 2.58 37.65
215 17.18 50.31 9.87 3.35 38.43
216 17.21 74.68 4.68 2.37 34.23
217 17.79 27.34 10.98 3.02 38.65
218 17.51 57.17 5.48 3.20 38.48
219 17.36 43.31 10.09 3.17 40.98
220 17.33 39.56 12.05 2.74 39.95
221 17.38 48.00 9.21 3.41 40.68
222 17.50 59.38 5.88 4.05 36.51
223 17.53 72.60 5.07 3.34 37.81
224 17.61 24.13 11.12 2.77 40.81
225 17.87 61.77 5.77 3.38 41.85
226 17.85 35.16 11.09 2.95 42.62
227 17.70 54.08 6.59 3.63 36.84
228 17.85 70.29 4.33 2.91 41.27
229 17.73 37.72 10.58 2.68 35.05
230 17.99 44.71 7.96 3.88 41.06
231 17.98 21.06 7.38 2.39 35.84
232 17.69 46.97 11.20 3.80 40.40
233 18.04 48.86 7.10 3.21 36.90
234 18.03 25.87 10.25 2.69 42.19
235 18.82 42.39 7.21 2.90 43.43
236 18.31 51.32 7.21 3.35 39.86
237 18.10 66.42 5.75 3.06 36.15
238 18.15 59.81 5.19 3.00 36.81
239 18.10 30.01 9.17 2.83 42.67
240 18.29 23.42 7.90 2.67 36.62
241 18.55 29.40 9.75 2.98 36.71
242 18.70 45.55 6.93 3.36 40.06
243 18.35 53.67 6.64 3.91 40.55
244 18.74 74.83 4.68 2.55 35.29
245 18.35 37.01 8.07 4.36 35.36
246 18.71 56.49 5.69 3.44 40.98
247 18.66 72.07 4.65 2.98 35.21
248 19.03 58.62 5.61 3.67 40.38
249 18.80 54.47 6.89 3.21 37.63
250 18.88 47.81 7.58 2.83 42.20
251 18.81 35.63 6.54 2.88 40.45
252 18.79 19.13 5.12 2.06 35.73
253 18.72 65.82 5.68 3.04 37.46
254 19.08 77.21 3.73 1.98 33.09
255 19.11 63.68 5.65 3.41 38.02
256 19.35 49.93 6.70 3.79 37.09
257 19.30 67.97 5.16 3.64 36.96
258 19.03 60.67 3.00 3.33 41.00
259 19.29 23.39 7.62 2.15 38.58
260 19.41 28.66 6.68 3.14 39.23
261 19.55 20.85 5.47 2.41 34.39
262 19.42 32.19 7.24 3.05 37.86
263 19.41 61.29 5.40 3.00 39.53
264 19.43 70.62 5.64 2.90 37.24
265 19.31 37.00 8.00 3.80 43.60
266 19.61 38.51 5.63 3.13 39.76
267 19.93 30.68 6.43 2.75 42.23
268 19.52 36.31 8.50 3.00 38.00
269 20.14 40.58 6.38 3.37 38.25
270 19.79 44.75 6.76 3.05 41.33
271 19.80 25.44 6.05 2.55 38.36
272 20.14 48.34 7.33 3.06 41.08
273 19.95 74.38 4.40 2.80 35.38
274 19.99 76.99 4.29 2.73 34.13
275 20.43 55.22 5.61 3.37 38.74
276 20.14 57.95 5.93 3.48 39.48
277 20.64 60.63 5.44 3.65 39.92
278 20.29 66.68 5.12 3.84 39.47
279 20.59 70.99 5.48 3.45 37.11
280 20.53 78.80 4.39 1.91 28.41
281 20.62 19.61 4.93 2.11 32.36
282 20.50 22.40 5.95 2.90 40.00
283 20.74 27.54 6.96 3.08 38.32
284 20.83 42.86 6.60 3.26 35.65
285 20.78 45.85 5.61 3.78 37.00
286 20.76 62.66 5.22 3.44 39.53
287 20.88 24.32 6.61 3.36 37.31
288 20.60 73.41 4.10 3.19 37.97
289 20.92 31.52 6.91 3.22 39.53
290 20.68 76.44 4.32 3.38 36.45
291 20.78 50.91 6.02 3.21 36.52
292 20.82 68.48 5.75 3.67 37.76
293 20.64 47.99 7.00 8.00 34.00
294 21.07 58.03 6.24 3.79 39.76
295 20.94 33.41 5.68 3.51 41.23
296 21.16 37.34 5.38 3.40 38.08
297 21.59 72.46 5.05 3.84 35.02
298 21.39 75.21 4.66 3.32 32.64
299 21.57 28.87 5.34 3.45 36.25
300 21.48 47.36 6.32 3.49 41.78
301 21.40 49.51 7.04 2.88 47.68
302 21.41 78.42 4.58 2.89 32.74
303 21.87 17.44 4.05 2.26 32.71
304 21.58 34.86 5.50 3.31 40.26
305 21.67 40.56 6.88 3.18 38.43
306 21.56 70.10 4.79 3.48 38.14
307 21.40 22.65 4.11 3.00 39.00
308 21.52 68.19 5.16 3.37 35.74
309 21.67 55.79 6.02 3.77 40.09
310 21.79 66.73 5.02 3.68 39.16
311 21.71 26.36 6.52 3.38 37.83
312 21.83 20.24 5.65 2.24 35.44
313 21.72 42.98 6.17 3.48 38.02
314 21.98 31.78 6.73 3.53 37.91
315 21.92 50.72 5.89 4.11 43.49
316 22.14 63.26 5.93 4.02 40.36
317 21.94 37.38 5.34 3.32 36.66
318 22.09 22.35 5.21 2.71 34.35
319 22.11 77.28 4.48 3.10 33.56
320 22.55 69.13 5.86 3.73 39.93
321 22.67 49.27 6.21 3.84 41.05
322 22.20 52.16 5.44 4.00 39.19
323 22.54 27.07 5.39 3.76 39.08
324 22.47 47.06 5.65 3.42 39.65
325 22.36 65.83 5.55 4.00 39.60
326 22.46 73.94 4.79 3.83 36.31
327 22.51 54.60 4.72 3.67 40.46
328 22.83 38.48 6.05 3.48 42.03
329 22.65 15.36 5.00 2.69 33.71
330 22.74 40.88 6.12 3.63 39.25
331 23.11 60.98 5.24 4.06 38.96
332 22.64 79.80 4.00 2.37 29.81
333 22.83 32.80 5.52 3.88 40.40
334 22.81 71.72 5.91 4.33 39.02
335 22.77 75.47 4.58 3.91 33.85
336 22.99 52.58 5.62 4.56 40.44
337 23.13 23.75 5.03 2.58 39.69
338 23.40 44.29 5.44 3.62 37.90
339 23.33 18.75 5.30 2.76 35.06
340 23.24 30.60 5.60 3.19 36.90
341 23.19 36.19 5.97 3.46 35.82
342 23.25 78.20 5.24 3.35 33.32
343 23.35 55.85 5.19 4.86 37.02
344 23.37 66.81 5.60 3.84 38.18
345 23.53 63.55 4.60 4.49 36.71
346 23.25 47.48 5.21 3.84 42.05
347 23.58 20.60 4.83 3.29 40.24
348 23.39 70.31 6.53 4.00 38.40
349 23.45 15.76 4.09 2.27 32.23
350 23.78 50.15 5.60 3.96 37.26
351 23.65 73.46 5.30 4.42 37.57
352 23.81 26.29 5.02 3.12 39.97
353 23.75 32.52 5.41 2.90 43.08
354 23.85 41.00 6.07 3.80 39.44
355 23.62 72.07 5.75 4.00 38.62
356 23.80 80.52 4.35 3.96 32.09
357 23.98 28.49 5.68 3.21 37.51
358 23.89 47.10 5.71 3.63 39.63
359 23.70 69.30 8.00 4.00 51.00
360 24.05 24.19 4.98 3.37 40.43
361 23.95 35.01 4.93 4.36 37.86
362 24.09 59.77 6.61 4.59 39.64
363 24.20 30.44 5.07 3.26 37.70
364 24.62 52.32 5.59 4.21 38.32
365 23.96 67.11 8.00 4.33 39.67
366 24.28 21.60 5.12 3.62 38.84
367 24.56 36.43 5.71 4.11 39.74
368 24.41 38.86 5.08 3.64 40.90
369 24.54 66.58 5.30 5.62 39.82
370 24.49 33.76 5.77 3.80 38.59
371 24.57 62.58 5.24 4.39 39.25
372 24.57 18.52 4.63 2.94 38.39
373 24.70 42.31 5.51 3.90 38.44
374 24.81 56.13 5.33 4.72 39.96
375 24.53 68.21 5.15 4.81 37.19
376 24.62 23.03 6.03 4.50 41.28
377 24.69 44.35 5.65 4.11 44.46
378 25.59 27.02 5.27 3.50 38.04
379 24.74 48.41 4.88 3.95 38.04
380 24.94 75.14 5.60 6.00 37.19
381 24.84 78.25 4.62 5.31 32.64
382 24.88 60.27 5.55 4.81 39.79
383 25.28 24.45 4.94 3.68 36.94
384 25.12 80.77 4.43 4.37 34.13
385 25.19 30.65 5.79 3.56 42.74
386 25.16 15.50 3.91 2.65 32.08
387 25.25 33.85 5.57 3.78 43.18
388 25.35 57.75 5.65 5.69 39.02
389 25.69 47.41 5.12 4.04 41.65
390 25.67 65.85 5.26 7.14 41.72
391 25.79 50.33 5.50 4.57 40.73
392 26.11 35.14 5.41 4.31 41.19
393 25.84 37.41 5.56 3.89 40.26
394 25.58 60.77 5.95 5.30 39.60
395 25.69 78.45 5.50 6.17 33.27
396 26.16 18.27 4.23 2.91 37.06
397 26.15 55.25 5.54 4.89 41.84
398 25.89 76.74 4.86 6.00 35.44
399 26.17 71.52 5.58 8.55 38.37
400 25.83 74.52 4.80 6.76 38.33
401 26.16 60.08 5.81 6.31 41.42
402 26.27 43.13 5.84 4.52 36.22
403 25.93 32.20 5.61 4.89 36.67
404 26.16 82.10 4.36 6.17 31.19
405 26.16 21.50 4.81 3.11 37.56
406 26.22 30.30 4.77 3.86 42.99
407 25.87 49.16 3.67 3.83 42.17
408 25.93 63.99 5.91 6.27 45.64
409 26.10 57.10 6.04 5.17 40.22
410 26.19 62.52 5.54 7.05 38.95
411 26.37 24.06 5.05 3.23 39.15
412 26.26 52.66 5.77 4.82 42.05
413 26.39 14.48 4.15 2.62 31.04
414 26.29 33.00 5.67 3.29 37.88
415 26.40 45.03 4.84 5.22 35.56
416 26.23 73.63 6.33 7.92 39.58
417 26.64 47.76 5.40 5.12 41.33
418 26.76 68.96 5.28 13.16 39.98
419 26.43 79.22 5.43 6.14 34.86
420 26.70 50.69 5.97 5.29 39.85
421 26.76 40.66 5.08 4.53 42.76
422 26.73 76.51 5.54 8.10 35.46
423 26.89 28.36 4.72 4.56 46.36
424 27.03 66.93 5.78 12.71 42.73
425 26.79 73.45 5.62 8.28 36.94
426 26.85 80.25 4.53 10.63 30.72
427 26.92 19.24 5.51 3.27 35.16
428 27.07 38.70 5.86 4.32 43.48
429 27.06 33.67 5.58 4.96 41.60
430 26.90 65.06 4.98 13.10 38.90
431 26.99 15.94 4.38 2.58 36.60
432 27.07 36.49 5.23 4.63 43.37
433 27.13 46.12 5.49 5.14 42.43
434 26.91 20.54 5.33 3.56 36.67
435 27.08 82.68 3.48 8.67 30.88
436 27.37 22.77 4.62 3.56 37.82
437 27.30 53.56 5.91 6.60 41.24
438 27.25 59.18 5.64 10.19 41.19
439 27.01 30.24 6.78 4.00 44.89
440 27.16 61.62 5.76 10.23 40.37
441 27.17 77.90 4.59 13.21 31.03
442 27.70 70.97 5.85 42.27 36.24
443 27.38 75.23 5.31 10.88 34.40
444 27.61 41.98 5.55 5.10 41.48
445 27.69 48.84 5.91 6.45 37.88
446 27.69 31.05 5.40 4.50 39.24
447 27.71 51.14 6.23 7.23 43.16
448 27.79 20.29 4.41 3.82 34.47
449 27.53 43.59 4.70 5.05 43.10
450 27.62 79.63 4.68 12.47 34.63
451 27.62 15.22 3.67 2.58 32.42
452 27.63 26.01 5.19 4.11 40.13
453 27.74 44.87 5.70 5.30 42.30
454 27.73 56.90 5.80 10.91 40.52
455 27.81 27.87 4.97 4.82 39.49
456 27.64 76.48 5.40 12.40 39.40
457 27.98 39.83 5.72 5.87 40.91
458 28.29 66.05 5.85 123.41 35.18
459 28.07 83.96 4.43 33.63 25.13
460 28.09 33.56 5.78 4.92 38.32
461 28.20 62.44 5.69 103.33 35.61
462 28.00 24.46 4.25 4.25 40.25
463 28.33 77.36 5.73 60.84 33.67
464 28.25 21.61 4.55 3.84 38.47
465 28.17 13.72 2.75 2.55 32.85
466 28.78 72.41 5.78 97.48 32.15
467 28.51 37.87 4.59 5.87 40.39
468 28.51 43.78 6.46 6.95 40.42
469 28.37 46.13 6.25 6.80 38.95
470 28.52 80.76 4.43 56.52 30.37
471 28.50 15.07 4.22 3.86 32.73
472 28.78 24.79 5.18 4.40 38.22
473 28.55 50.30 6.29 10.46 41.71
474 28.55 41.62 6.35 5.47 44.29
475 28.92 54.03 6.21 58.63 34.66
476 29.06 36.19 5.75 6.31 40.18
477 28.46 39.02 6.00 5.00 52.00
478 28.87 68.91 5.73 133.94 35.69
479 28.88 48.65 5.62 10.58 41.25
480 29.10 75.30 6.13 87.62 36.59
481 29.10 59.24 6.35 150.51 34.59
482 28.86 85.38 4.31 27.67 33.89
483 29.07 19.38 4.20 4.04 37.04
484 29.04 33.50 5.28 5.36 37.66
485 29.05 40.03 6.37 7.40 43.73
486 29.07 22.32 4.77 4.03 39.00
487 29.22 42.28 6.00 9.35 41.17
488 29.36 14.61 3.69 4.16 29.23
489 29.40 63.75 6.37 184.09 35.79
490 29.64 27.87 4.98 6.15 39.65
491 29.43 78.64 5.74 65.68 37.65
492 29.94 87.30 4.26 9.21 92.71
493 29.42 82.54 5.52 30.44 87.80
494 29.77 56.17 6.14 165.34 35.98
495 29.90 50.18 6.03 132.62 38.42
496 29.31 44.07 3.33 11.00 51.00
497 29.49 21.35 4.65 5.00 35.71
498 29.76 66.38 6.02 143.62 36.15
499 30.07 61.35 6.31 181.46 35.21
500 29.67 23.87 4.41 5.90 36.07
501 29.78 44.63 4.96 14.91 40.45
502 30.10 18.74 4.86 5.98 37.19
503 29.95 34.57 5.51 6.86 44.22
504 30.06 69.89 6.24 130.69 39.05
505 29.92 16.80 4.00 5.20 31.22
506 29.92 38.29 5.26 8.08 39.73
507 30.02 73.01 7.19 110.86 36.95
508 29.99 30.86 5.42 6.06 41.42
509 30.53 47.26 5.99 126.96 36.71
510 30.27 53.22 6.20 175.34 34.83
511 30.04 26.18 5.00 4.78 36.19
512 30.03 80.97 6.07 28.85 109.67
513 30.15 42.09 6.13 10.57 41.00
514 30.19 21.87 4.38 5.80 36.04
515 30.22 76.23 7.11 64.11 44.04
516 30.29 24.37 5.09 4.82 39.68
517 30.37 79.02 6.22 27.24 130.43
518 30.31 19.74 5.00 5.83 40.28
519 30.31 36.23 6.35 12.12 40.88
520 30.74 58.43 6.76 166.37 37.04
521 30.51 32.34 4.88 8.54 39.50
522 30.58 40.27 5.76 13.79 41.91
523 30.48 16.38 5.20 5.50 35.50
524 30.53 33.61 5.19 8.75 42.31
525 30.60 28.06 4.66 6.91 41.41
526 30.75 67.06 5.61 121.97 37.69
527 30.71 74.18 6.31 67.90 87.51
528 30.72 23.17 5.81 6.94 39.81
529 31.14 89.83 3.50 4.07 78.13
530 31.25 43.59 6.53 126.89 38.17
531 31.04 16.76 4.08 7.63 36.54
532 30.92 21.23 5.08 8.87 34.68
533 30.72 35.89 7.00 7.75 42.50
534 31.24 71.62 6.52 46.44 148.89
535 31.06 76.37 6.40 28.72 122.12
536 31.68 23.63 4.98 10.80 38.50
537 31.28 55.62 6.27 176.39 36.78
538 31.06 79.67 5.84 25.94 155.49
539 31.20 50.64 7.14 209.37 31.91
540 31.14 82.39 7.02 20.90 147.53
541 31.32 31.98 5.43 11.48 42.00
542 31.20 26.95 5.18 8.70 40.30
543 31.23 60.64 6.71 109.21 45.31
544 31.48 85.09 5.51 7.95 127.74
545 31.61 64.61 6.37 40.55 163.26
546 31.72 38.23 5.82 122.08 40.39
547 31.71 46.19 6.32 193.11 39.81
548 31.67 25.55 4.98 12.42 39.58
549 31.40 77.89 7.55 31.60 144.45
550 31.73 87.41 4.99 6.99 121.13
551 31.79 40.80 5.95 153.44 36.81
552 31.84 52.89 6.03 173.49 34.43
553 31.75 28.59 5.55 13.24 38.36
554 31.84 20.10 4.37 14.18 37.42
555 31.71 21.47 4.62 10.94 34.84
556 31.78 62.10 7.92 39.36 157.45
557 31.99 11.52 3.86 16.22 30.08
558 32.22 34.42 5.46 101.48 36.29
559 32.16 67.64 6.95 30.93 173.36
560 31.62 76.57 7.00 35.50 166.75
561 31.74 81.72 6.58 15.16 158.10
562 31.66 83.79 5.00 10.14 136.86
563 32.15 73.33 6.72 22.84 166.12
564 31.86 75.20 6.33 24.69 149.02
565 31.86 80.01 6.38 17.89 159.04
566 32.01 30.30 5.80 17.37 43.63
567 32.17 48.98 6.02 176.48 40.65
568 32.30 16.41 3.80 49.69 32.44
569 32.22 56.99 6.97 121.30 48.50
570 32.23 60.08 7.32 52.92 164.31
571 31.94 89.28 4.77 5.00 87.08
572 32.43 70.72 7.98 17.50 165.15
573 32.71 26.56 5.57 82.03 34.23
574 32.46 62.74 7.82 37.91 171.09
575 32.76 85.69 5.65 12.95 94.66
576 32.79 77.89 7.45 12.30 154.66
577 33.00 31.03 5.27 127.06 33.35
578 32.72 54.26 6.27 107.98 39.25
579 32.73 59.08 7.39 67.17 164.80
580 32.54 80.01 6.83 16.67 149.37
581 32.89 88.88 5.15 16.04 68.23
582 33.00 42.12 6.64 192.93 37.07
583 32.80 45.42 7.09 171.19 42.23
584 33.17 21.53 5.41 123.91 34.69
585 32.86 81.49 6.56 19.76 130.17
586 33.26 11.51 3.34 87.81 28.71
587 33.17 14.23 4.33 125.91 30.76
588 33.08 18.79 4.49 97.27 31.76
589 33.01 39.20 6.28 191.38 35.58
590 33.10 36.61 6.31 192.76 39.81
591 33.02 51.00 6.39 132.09 41.99
592 32.93 73.22 7.00 11.76 165.35
593 33.33 71.22 8.13 12.94 151.10
594 33.16 48.26 7.17 99.88 33.54
595 33.53 23.92 4.89 153.28 33.88
596 33.56 61.94 7.16 17.87 166.40
597 33.43 64.36 7.15 12.63 171.00
598 33.21 75.61 6.22 9.69 159.33
599 33.35 56.29 7.35 27.71 160.36
600 33.88 90.12 4.87 41.16 27.30
601 33.61 33.41 5.71 180.02 36.41
602 33.69 28.55 6.21 160.93 38.24
603 33.73 58.91 8.11 19.62 173.42
604 33.77 52.94 6.86 41.04 169.85
605 33.49 57.75 7.00 21.17 189.17
606 33.79 46.03 7.50 121.91 45.96
607 34.15 66.45 8.11 12.07 170.88
608 33.79 85.69 6.40 40.91 36.91
609 34.14 16.97 4.84 141.46 32.40
610 33.90 43.43 6.56 114.61 42.40
611 34.13 77.55 8.12 21.59 90.83
612 34.07 26.17 6.27 175.69 38.17
613 33.95 74.91 7.69 13.38 139.63
614 34.07 83.87 7.34 46.53 51.91
615 34.02 55.10 7.07 31.80 168.52
616 34.49 35.90 6.57 151.59 42.43
617 34.28 48.35 7.21 54.80 170.81
618 34.18 38.16 6.80 160.55 37.73
619 34.19 40.55 6.09 135.60 38.03
620 34.55 50.95 6.96 25.93 183.62
621 34.58 69.71 7.63 12.03 142.14
622 34.50 13.46 3.93 127.13 29.65
623 34.35 19.73 5.44 142.21 36.08
624 34.36 30.97 5.94 157.22 37.91
625 34.67 60.77 8.04 11.16 164.25
626 34.75 21.78 5.20 141.34 44.51
