#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
nk11 14A 8 even-skipped Kruppel giant
166 18.29 18.38 10.98 19.39 44.02
167 18.21 41.36 16.64 35.68 185.95
168 18.45 29.38 13.72 36.65 115.78
169 18.38 60.43 17.38 21.67 36.36
170 18.45 53.54 18.09 24.14 98.56
171 18.36 67.77 16.93 18.91 33.86
172 18.92 51.36 19.34 25.41 138.81
173 18.78 62.73 18.97 20.60 31.82
174 18.67 72.41 17.36 18.25 24.11
175 18.90 44.40 17.92 23.64 198.25
176 18.88 58.16 21.13 22.40 44.94
177 18.52 65.80 16.12 18.38 28.50
178 18.97 70.37 16.81 19.38 27.64
179 18.98 38.94 17.06 25.48 207.24
180 19.15 74.82 16.63 17.47 28.37
181 18.89 22.43 12.25 25.08 80.12
182 19.26 46.65 18.14 22.87 215.57
183 19.41 21.25 11.75 21.55 98.77
184 19.26 55.62 17.84 24.59 63.66
185 19.39 42.12 17.88 24.42 209.92
186 19.49 36.15 15.99 23.71 213.81
187 19.40 65.02 18.48 19.24 33.94
188 19.56 67.51 17.91 20.51 34.26
189 19.44 27.70 12.95 23.25 129.88
190 19.51 49.14 18.20 22.59 168.00
191 19.68 33.54 15.06 23.57 185.14
192 19.25 68.84 18.90 21.10 33.40
193 19.69 18.06 10.95 18.55 86.96
194 19.69 24.89 13.34 27.67 136.45
195 19.78 30.90 14.68 25.78 175.11
196 19.89 60.19 19.48 20.66 37.42
197 19.88 72.37 19.53 19.72 33.08
198 20.20 52.96 18.51 23.13 105.01
199 20.07 77.34 16.08 16.95 31.53
200 20.09 40.18 16.32 20.86 201.86
201 20.17 57.59 20.10 20.30 45.96
202 20.31 62.65 20.95 21.37 38.34
203 20.43 20.25 11.84 20.69 133.37
204 20.63 37.95 18.12 21.52 216.80
205 20.41 44.77 18.11 23.64 195.05
206 20.50 50.51 19.66 24.59 140.35
207 20.41 70.04 18.73 18.74 38.66
208 20.62 47.45 17.49 20.37 182.02
209 20.53 55.34 18.93 24.56 71.37
210 20.71 29.45 14.73 19.07 202.44
211 20.74 42.23 17.76 21.61 200.38
212 20.76 65.21 20.10 20.47 38.89
213 20.84 26.97 15.39 20.09 191.49
214 20.80 35.31 17.47 25.44 201.15
215 20.78 74.47 18.78 18.25 37.59
216 20.91 22.74 12.68 17.31 169.16
217 20.96 67.78 21.51 20.40 41.23
218 21.14 32.58 15.52 22.95 189.56
219 21.20 18.00 11.38 14.08 150.22
220 21.19 59.02 21.21 23.04 50.00
221 21.25 77.76 18.73 18.40 49.77
222 21.48 61.15 20.96 23.25 48.49
223 21.42 71.88 20.91 18.78 49.52
224 21.56 40.09 17.14 22.97 211.88
225 21.68 43.95 18.59 21.00 198.69
226 21.70 51.37 20.58 21.46 101.07
227 21.72 48.81 18.93 21.42 133.05
228 21.60 53.94 20.20 21.81 71.10
229 21.72 56.79 20.51 22.62 65.51
230 21.86 15.59 9.32 11.74 143.77
231 21.95 24.93 13.57 16.75 175.93
232 21.99 46.31 20.37 20.17 157.95
233 21.85 63.34 21.48 21.49 50.00
234 21.89 37.50 16.96 19.27 191.48
235 22.03 22.05 12.02 16.00 164.18
236 21.89 30.28 15.53 18.04 194.10
237 22.12 68.91 23.23 19.99 55.29
238 22.08 34.77 16.11 21.91 188.10
239 22.08 65.94 21.05 21.10 48.92
240 22.25 74.27 27.86 17.32 91.37
241 22.47 27.82 14.68 17.34 178.96
242 22.55 41.98 18.36 20.33 188.00
243 22.46 78.36 23.88 17.37 70.15
244 22.51 59.15 21.99 23.35 60.31
245 22.63 18.49 12.05 13.13 148.55
246 22.81 32.72 16.71 20.09 192.63
247 22.68 54.92 20.97 21.49 65.77
248 22.85 61.34 23.31 22.73 59.18
249 22.69 71.34 33.87 20.93 74.30
250 22.80 49.39 18.67 19.39 84.63
251 22.88 52.26 21.09 22.25 76.54
252 22.98 13.82 9.67 10.10 108.78
253 22.99 39.55 19.68 20.81 183.47
254 23.06 44.39 18.90 21.66 135.81
255 22.99 22.79 12.12 18.25 165.46
256 23.13 36.67 17.39 20.59 196.21
257 23.14 57.01 24.43 21.91 70.77
258 23.21 63.75 25.90 22.32 62.23
259 23.36 30.45 15.39 17.89 183.91
260 23.27 46.77 18.65 21.76 109.15
261 23.11 66.21 29.21 19.77 71.77
262 23.47 16.42 10.69 12.40 139.96
263 23.50 20.82 12.63 13.62 139.07
264 23.50 25.32 14.23 17.15 165.24
265 23.31 67.45 30.67 24.04 80.04
266 23.38 68.93 38.90 21.83 81.00
267 23.38 79.91 30.97 16.08 55.05
268 23.64 73.32 128.04 19.11 84.19
269 23.76 76.37 131.81 20.70 110.51
270 23.89 34.49 16.73 19.28 184.49
271 23.82 58.70 24.90 23.36 77.15
272 23.88 54.55 23.13 22.45 78.39
273 23.97 70.81 163.10 22.52 97.68
274 23.88 49.86 21.46 22.48 87.65
275 24.00 82.19 44.32 15.92 74.55
276 24.11 28.07 14.02 17.82 163.04
277 23.86 42.56 17.46 19.24 115.18
278 24.19 38.18 17.56 19.28 173.06
279 24.06 60.95 26.76 22.03 78.80
280 24.19 52.10 22.55 22.10 83.68
281 24.44 19.11 12.02 12.56 118.18
282 24.26 23.37 12.74 15.59 134.60
283 24.45 40.59 20.48 19.41 139.73
284 24.16 64.77 39.81 22.62 84.85
285 24.36 47.71 20.68 20.66 95.26
286 24.41 45.10 21.12 21.15 108.03
287 24.58 56.28 23.59 22.57 77.74
288 24.46 66.82 146.50 21.72 78.45
289 24.43 13.79 9.76 9.12 80.79
290 24.66 31.35 16.06 16.94 143.80
291 24.71 80.05 77.90 20.22 157.91
292 24.71 62.82 47.53 23.62 101.25
293 24.83 16.42 11.44 12.36 117.79
294 24.95 26.11 14.49 15.04 122.13
295 25.05 33.60 18.13 17.70 132.59
296 25.10 36.09 18.65 18.81 136.14
297 24.71 22.44 14.58 13.67 131.17
298 25.18 76.98 121.48 21.33 181.27
299 25.12 42.95 21.15 21.27 108.96
300 25.24 68.82 201.06 24.30 122.35
301 25.17 74.20 148.54 21.30 146.78
302 25.18 58.04 31.99 24.64 98.25
303 25.22 71.58 186.91 23.00 155.02
304 25.17 50.12 23.01 22.68 87.89
305 25.15 53.16 24.04 22.89 95.60
306 25.20 60.67 40.45 23.28 103.36
307 25.40 21.30 13.00 11.95 113.48
308 25.34 29.18 15.26 15.63 118.85
309 25.36 38.36 19.09 21.19 100.88
310 25.39 46.49 20.96 21.14 86.70
311 25.50 64.75 206.48 23.92 115.71
312 25.79 82.37 32.99 18.32 140.40
313 25.71 24.47 14.49 13.29 110.63
314 25.76 12.58 9.30 9.04 57.06
315 25.74 54.69 28.55 22.79 101.11
316 25.77 40.44 19.72 18.26 106.67
317 25.96 15.31 11.16 9.46 93.13
318 26.07 44.51 21.60 21.04 92.04
319 26.02 18.49 12.05 11.26 87.34
320 26.02 32.24 17.09 16.88 125.80
321 26.03 48.71 22.79 22.16 91.67
322 26.20 27.38 15.07 15.16 111.31
323 26.05 59.45 97.96 25.49 126.96
324 26.21 51.56 25.88 22.99 104.07
325 26.25 62.20 205.06 26.40 145.40
326 26.32 79.22 43.14 21.89 175.26
327 26.22 35.10 19.78 18.89 115.85
328 26.26 56.12 57.41 23.65 145.65
329 26.32 66.90 191.80 27.02 163.87
330 26.34 72.30 107.00 23.20 165.87
331 26.25 42.30 19.98 20.83 85.56
332 26.50 75.62 86.93 22.70 168.86
333 26.47 29.92 16.78 15.67 111.67
334 26.62 22.71 15.47 13.76 112.83
335 26.53 37.67 19.14 17.82 103.39
336 26.62 46.75 24.09 21.20 106.28
337 26.61 69.52 131.17 24.41 163.25
338 26.76 57.85 133.43 25.40 162.45
339 26.90 84.37 22.41 19.26 104.12
340 26.82 53.68 39.14 22.17 116.40
341 26.88 20.39 15.32 12.67 92.10
342 26.97 64.50 189.92 26.45 192.35
343 27.01 14.17 10.56 9.79 63.65
344 26.95 33.73 17.81 18.04 97.00
345 26.97 40.10 19.07 18.84 101.10
346 27.18 25.67 15.50 14.80 101.06
347 27.19 59.95 210.27 26.04 171.34
348 27.04 49.33 27.08 20.52 119.73
349 27.23 42.71 22.67 20.27 100.29
350 27.22 17.19 12.89 10.49 66.86
351 27.36 31.34 18.26 16.08 96.12
352 27.40 44.95 23.86 20.50 111.41
353 27.26 81.19 25.29 20.38 107.83
354 27.43 35.78 19.05 17.21 93.84
355 27.35 51.41 48.90 23.78 156.46
356 27.33 56.04 182.68 25.14 146.96
357 27.41 73.21 60.36 24.54 173.38
358 27.49 28.49 16.51 15.86 88.20
359 27.67 62.18 207.00 27.26 210.14
360 27.66 78.19 27.20 22.45 130.84
361 27.68 67.17 104.35 25.41 200.48
362 27.63 38.29 20.80 17.80 87.90
363 27.87 70.35 71.24 26.34 179.35
364 27.74 19.06 14.58 12.63 81.37
365 27.83 47.17 39.70 21.62 148.47
366 27.88 23.66 16.33 13.97 90.51
367 28.03 75.49 29.31 23.77 130.30
368 28.13 52.65 213.83 24.31 189.46
369 28.28 83.63 22.13 20.09 86.32
370 28.21 54.83 206.59 25.33 187.49
371 28.10 57.60 163.50 25.04 137.88
372 28.12 21.23 14.91 12.17 86.72
373 28.02 33.28 20.35 18.04 94.46
374 28.02 14.77 12.02 9.65 64.01
375 28.16 40.71 22.53 19.11 101.71
376 28.13 49.16 60.53 24.09 182.11
377 28.13 11.46 9.57 7.89 44.65
378 28.33 64.10 151.24 27.60 227.38
379 28.49 80.32 24.35 21.13 92.71
380 28.49 26.10 17.36 15.07 95.56
381 28.43 36.99 23.63 19.16 98.47
382 28.57 17.73 12.71 10.82 71.59
383 28.56 30.79 19.23 16.70 86.78
384 28.45 59.76 194.36 28.85 225.41
385 28.65 45.57 61.88 20.98 162.12
386 28.67 28.51 17.04 14.66 93.01
387 28.82 34.96 22.20 17.04 106.72
388 28.53 43.16 36.62 19.66 124.89
389 28.72 50.85 201.60 25.55 185.31
390 28.64 72.84 49.87 26.69 135.11
391 28.91 39.13 25.83 19.81 105.68
392 29.07 66.02 68.40 28.21 197.20
393 29.05 68.28 54.81 29.16 168.65
394 29.14 14.17 14.21 9.31 75.00
395 29.09 61.83 97.50 25.92 220.58
396 29.10 23.71 18.38 13.25 91.51
397 29.23 32.78 23.55 16.24 106.81
398 29.16 76.32 26.80 24.89 122.27
399 29.35 48.73 222.27 25.06 224.00
400 29.16 20.67 17.23 12.24 76.07
401 29.27 41.49 62.34 20.69 138.24
402 29.18 57.82 142.53 29.07 209.73
403 29.33 70.73 35.89 27.25 127.22
404 29.33 55.57 197.49 27.10 233.51
405 29.34 52.97 173.50 24.44 188.61
406 29.60 10.72 14.38 8.28 62.53
407 29.37 46.85 136.04 24.70 187.37
408 29.47 43.92 87.98 21.83 162.04
409 29.57 36.97 38.69 18.88 134.10
410 29.59 26.96 21.98 14.58 108.31
411 29.69 73.88 23.82 24.34 85.79
412 29.57 81.92 29.30 24.77 62.75
413 29.81 63.81 50.95 28.22 201.71
414 29.74 78.86 24.76 23.55 87.81
415 29.71 29.98 22.14 16.95 104.59
416 29.85 59.38 91.71 29.10 235.94
417 29.78 18.39 17.69 10.97 79.43
418 29.98 50.80 179.54 25.06 234.34
419 30.15 85.64 71.50 21.02 27.08
420 29.95 39.14 56.53 18.93 151.28
421 30.11 23.51 25.49 12.22 100.14
422 30.09 25.54 28.58 13.85 90.48
423 29.97 34.77 51.05 16.50 118.48
424 30.28 45.57 171.67 24.90 191.71
425 30.16 13.36 20.89 8.48 82.03
426 30.27 32.42 55.57 17.26 130.41
427 30.21 41.22 181.77 20.21 151.17
428 30.27 20.68 28.58 11.69 96.44
429 30.43 43.35 204.53 22.21 208.82
430 30.34 54.03 150.80 27.70 248.41
431 30.39 61.54 56.26 28.83 212.04
432 30.43 28.12 34.00 15.80 120.18
433 30.35 47.72 167.98 25.06 221.08
434 30.51 56.86 102.98 28.96 243.43
435 30.42 69.12 32.11 28.92 124.32
436 30.44 66.20 36.73 27.94 142.05
437 30.55 76.19 24.94 25.89 80.30
438 30.52 71.66 26.47 27.01 84.53
439 30.52 16.73 25.79 10.33 89.42
440 30.57 36.99 166.47 20.45 187.20
441 30.80 30.32 70.57 15.91 149.74
442 30.92 81.76 117.14 27.93 43.20
443 31.24 34.71 181.93 18.40 153.55
444 30.93 39.25 207.64 21.55 200.16
445 30.97 52.20 95.80 26.85 243.22
446 30.92 78.72 37.68 30.66 64.34
447 31.00 18.68 56.58 10.63 103.92
448 31.02 25.22 71.07 14.02 125.96
449 30.98 49.73 137.71 23.60 228.94
450 31.07 63.79 31.98 27.81 134.32
451 31.17 73.69 26.46 29.30 73.43
452 31.16 59.12 47.79 29.55 220.76
453 31.34 22.90 163.05 13.82 145.32
454 31.20 32.40 173.92 19.67 150.23
455 31.30 41.71 209.26 21.94 235.68
456 31.54 13.66 134.87 9.72 110.31
457 31.53 86.78 138.26 29.04 25.64
458 31.41 27.30 180.53 16.61 167.15
459 31.44 46.76 142.86 27.30 234.93
460 31.43 55.11 55.49 27.48 235.26
461 31.42 68.02 26.73 30.35 108.46
462 31.48 84.09 120.26 24.96 25.41
463 31.54 44.31 136.58 22.04 239.44
464 31.67 16.20 122.36 9.88 104.05
465 31.63 61.32 37.27 29.99 177.12
466 31.90 10.46 107.84 8.34 98.95
467 31.65 37.15 180.92 19.15 223.32
468 31.92 65.71 27.81 30.41 119.68
469 31.77 29.68 181.96 17.92 200.57
470 31.84 57.19 40.29 31.16 205.18
471 31.79 70.63 26.48 29.28 69.90
472 31.90 79.64 134.12 29.32 39.27
473 31.87 49.17 121.96 25.48 229.33
474 31.85 75.80 42.52 26.71 56.79
475 32.10 51.47 74.30 25.55 244.90
476 32.08 53.58 44.06 30.20 228.33
477 32.08 39.95 170.00 21.65 244.06
478 32.24 18.92 166.48 12.46 141.59
479 32.28 82.20 166.77 31.40 28.82
480 32.23 31.98 175.54 18.87 193.04
481 32.32 25.11 170.99 15.04 217.69
482 32.35 63.44 27.83 32.42 119.32
483 32.31 72.86 33.79 32.72 66.47
484 32.46 58.80 29.72 30.80 181.86
485 32.50 42.19 92.70 22.78 243.43
486 32.48 27.81 159.47 18.12 232.47
487 32.59 47.62 67.30 25.88 248.58
488 32.64 21.80 171.83 14.08 199.16
489 32.67 38.14 103.22 20.18 246.13
490 32.66 44.65 101.09 24.12 235.74
491 32.69 67.80 27.74 32.14 79.28
492 32.69 55.61 30.86 27.51 198.38
493 32.79 35.78 130.97 20.61 240.60
494 32.81 77.56 168.54 29.41 34.06
495 32.97 84.75 133.74 33.94 21.81
496 32.97 87.40 120.73 30.61 18.24
497 32.93 33.76 128.40 19.87 224.97
498 32.80 60.80 28.68 30.47 148.79
499 32.95 30.19 143.37 19.53 224.33
500 33.03 13.66 101.22 10.54 156.24
501 33.05 74.60 123.04 31.42 44.35
502 33.05 16.83 116.08 11.81 159.42
503 33.04 50.35 50.04 27.25 238.97
504 33.08 69.90 34.61 33.89 62.41
505 33.00 82.58 165.00 44.88 27.67
506 33.25 53.05 33.29 27.25 220.40
507 33.34 65.34 28.91 33.82 85.70
508 33.39 40.18 69.24 22.37 243.59
509 33.33 46.26 44.02 25.16 228.43
510 33.95 12.32 60.15 9.76 155.28
511 33.56 26.08 87.01 16.39 226.44
512 33.51 23.75 102.52 16.08 224.67
513 33.37 57.36 27.93 30.83 138.40
514 33.51 71.90 117.59 30.76 44.76
515 33.50 62.42 28.16 30.07 105.13
516 33.60 28.47 102.92 17.89 237.70
517 33.85 80.04 166.01 43.42 26.25
518 33.48 19.31 97.74 13.18 149.12
519 33.70 32.14 84.91 19.49 239.58
520 33.78 42.30 45.17 22.36 236.63
521 33.84 48.75 35.68 25.77 226.13
522 33.85 8.85 56.43 9.15 124.25
523 33.74 37.22 69.13 21.12 232.73
524 33.79 59.41 27.68 31.99 142.01
525 33.89 21.36 103.44 13.71 221.86
526 33.89 55.18 27.52 30.97 192.32
527 34.02 44.52 36.25 23.09 236.41
528 33.87 67.77 44.66 37.27 58.77
529 33.95 89.23 48.47 35.15 14.37
530 34.15 76.25 179.92 37.84 30.78
531 34.12 82.99 107.97 47.35 23.08
532 34.17 34.63 73.75 21.56 239.03
533 34.18 51.06 32.41 28.39 222.12
534 34.45 16.42 60.04 13.21 205.21
535 34.42 30.27 63.63 18.42 240.96
536 34.35 63.59 40.70 33.74 87.62
537 34.60 70.16 196.99 33.18 37.62
538 34.53 73.32 187.43 37.73 34.11
539 34.42 86.55 85.34 47.15 17.07
540 34.47 39.02 35.51 21.53 231.22
541 34.55 46.85 27.28 23.91 212.00
542 34.62 19.25 65.36 13.93 228.51
543 34.52 57.05 27.94 29.73 146.59
544 34.47 65.73 84.51 37.55 56.76
545 34.58 53.18 27.33 28.61 168.13
546 34.59 61.17 32.54 33.94 89.57
547 34.76 23.37 88.20 15.87 226.94
548 34.87 25.51 47.32 17.10 218.25
549 34.79 27.93 41.54 18.33 229.25
550 34.97 32.41 42.78 18.47 223.49
551 34.90 36.44 35.73 20.64 226.74
552 34.99 40.99 30.13 24.30 216.06
553 35.07 43.44 27.96 22.71 206.88
554 35.21 67.81 199.23 36.24 38.49
555 35.08 10.29 36.52 10.42 161.88
556 34.98 58.96 33.47 33.55 104.54
557 35.09 8.18 28.02 9.23 115.83
558 35.06 89.64 37.49 49.35 13.87
559 35.19 49.05 27.67 29.47 185.16
560 35.21 78.21 142.96 58.04 23.81
561 35.29 54.89 33.60 32.15 131.47
562 35.40 21.28 42.45 14.99 223.93
563 35.24 51.47 27.84 29.41 155.94
564 35.34 81.36 104.92 54.64 21.09
565 35.42 34.18 27.92 21.50 209.88
566 35.36 63.24 125.14 37.17 54.95
567 35.39 45.95 23.23 25.05 157.84
568 35.66 75.18 148.15 48.14 25.93
569 35.62 14.93 33.73 11.25 174.46
570 35.57 38.32 25.31 22.38 200.59
571 35.63 29.97 25.81 20.16 208.84
572 35.89 65.21 205.69 37.17 43.11
573 35.75 83.75 83.86 63.05 17.94
574 35.59 56.88 40.82 34.38 107.78
575 35.71 61.03 113.02 36.11 66.51
576 35.89 72.34 164.68 48.25 28.02
577 35.77 87.03 71.17 69.26 17.39
578 35.88 26.98 24.89 18.00 208.94
579 36.01 23.92 27.26 17.58 212.27
580 36.03 12.67 19.99 10.49 170.96
581 35.92 18.03 29.93 12.05 200.13
582 36.12 36.06 24.33 23.70 179.17
583 36.03 53.02 42.06 34.49 122.15
584 36.09 69.93 156.80 42.00 31.83
585 35.96 59.09 113.12 35.18 71.94
586 36.34 39.91 24.55 22.29 170.27
587 36.16 44.84 29.35 25.12 128.71
588 36.19 47.79 28.34 26.75 118.52
589 36.15 50.34 35.03 28.57 124.97
590 36.63 89.71 47.70 105.75 14.96
591 36.33 31.61 22.93 20.56 185.53
592 36.30 79.20 104.80 66.10 21.47
593 36.36 10.28 17.76 11.74 143.82
594 36.62 62.71 212.51 40.92 41.66
595 36.52 33.91 23.36 23.12 163.27
596 36.68 57.61 203.29 40.30 51.54
597 36.61 67.43 187.49 52.73 31.68
598 36.64 76.50 87.33 58.26 22.35
599 36.60 21.00 21.98 15.98 205.95
600 36.68 28.50 21.17 18.38 169.37
601 37.02 81.55 80.56 80.17 18.47
602 36.92 60.27 198.32 39.34 42.23
603 36.89 15.49 17.86 11.16 146.72
604 36.93 25.59 21.14 18.56 176.97
605 36.87 37.50 24.20 25.00 120.69
606 36.89 41.70 37.04 24.24 121.86
607 37.03 74.17 88.07 66.07 24.08
608 37.14 85.20 56.43 105.31 17.24
609 37.00 43.78 44.50 28.44 116.71
610 36.97 51.41 162.93 33.15 69.03
611 37.08 53.85 187.65 38.25 62.62
612 37.06 18.08 18.07 14.54 182.38
613 37.04 46.30 68.98 30.89 106.80
614 37.20 71.69 124.08 56.88 26.01
615 37.19 8.64 12.95 9.74 120.45
616 37.05 49.05 52.13 33.29 107.55
617 37.22 65.15 194.29 51.21 31.14
618 37.29 12.92 14.31 12.31 140.88
619 37.31 23.06 18.48 16.40 153.70
620 37.38 69.37 121.51 59.54 26.08
621 37.52 29.76 22.21 21.10 116.00
622 37.47 32.18 22.39 21.43 130.21
623 37.43 35.01 28.91 22.86 129.51
624 37.48 56.07 215.31 37.16 49.81
625 37.47 78.32 95.14 84.72 19.72
626 37.49 92.35 15.76 60.26 13.84
627 37.55 39.44 48.04 24.86 108.55
