#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
ca1 14A 8 even-skipped Kruppel giant

#Quantitative data
#<Nucleus number> <A-P coordinate> <D-V coordinate> <Fluorescence intensity: channel 1 - eve, channel 2 - Kr, channel 3 - gt>
1237 56.23 63.44 163.97 132.14 14.83
1238 56.23 10.99 138.71 88.03 7.03
1239 56.29 65.73 89.96 144.57 13.76
1240 56.42 42.57 197.66 111.86 16.25
1241 56.45 34.55 212.62 106.18 13.41
1242 56.67 36.36 193.86 132.93 12.93
1243 56.40 61.19 141.49 146.78 15.22
1244 56.28 79.40 90.11 103.41 10.94
1245 56.44 58.82 162.17 127.32 14.68
1246 56.51 7.14 116.06 105.02 5.58
1247 56.54 18.45 157.84 107.28 8.83
1248 56.63 46.58 181.32 142.51 15.57
1249 56.47 85.18 54.88 116.00 9.49
1250 56.56 56.39 180.03 115.43 14.78
1251 56.65 26.68 167.79 115.46 11.83
1252 56.56 68.08 104.12 132.14 12.19
1253 56.50 76.21 112.80 114.37 12.98
1254 56.61 82.84 101.34 90.86 8.79
1255 56.90 90.13 44.41 96.52 7.57
1256 56.83 32.71 199.52 113.41 12.68
1257 56.82 28.95 171.90 113.55 12.12
1258 56.70 69.95 145.33 93.16 12.67
1259 56.71 73.88 144.46 109.98 11.31
1260 56.88 92.40 47.78 96.29 7.06
1261 57.01 94.43 37.82 77.61 7.04
1262 56.89 40.47 205.84 119.33 14.84
1263 56.90 24.30 163.15 136.92 11.25
1264 56.94 49.45 200.50 117.58 14.97
1265 57.04 38.35 179.32 117.03 13.40
1266 57.18 52.85 193.74 117.25 14.16
1267 57.11 44.43 196.31 114.15 14.11
1268 57.16 9.60 109.02 84.75 6.13
1269 57.15 64.75 185.05 111.88 12.79
1270 57.18 80.88 153.44 73.51 9.91
1271 57.12 30.99 170.60 103.04 12.78
1272 57.22 71.86 179.55 97.12 11.68
1273 57.17 5.76 83.89 90.68 6.32
1274 57.24 20.76 169.44 85.73 9.97
1275 57.31 62.44 185.34 109.76 13.41
1276 57.28 78.28 171.99 73.49 10.88
1277 57.30 12.37 116.03 60.62 8.10
1278 57.37 67.20 174.60 106.37 12.51
1279 57.44 85.93 123.71 97.28 9.01
1280 57.59 23.02 138.20 109.78 10.68
1281 57.40 60.07 196.46 101.12 14.79
1282 57.52 57.76 165.86 104.41 13.87
1283 57.49 75.83 184.35 98.14 10.64
1284 57.62 14.42 100.71 88.98 8.68
1285 57.77 34.88 123.92 104.26 13.73
1286 57.77 42.23 154.04 104.59 14.66
1287 57.68 48.00 177.88 117.81 14.88
1288 57.71 55.38 172.55 101.49 15.03
1289 57.91 69.34 182.79 117.10 11.85
1290 58.12 17.59 95.54 98.73 9.23
1291 57.76 27.68 119.93 92.25 11.60
1292 57.87 25.48 104.03 82.28 10.80
1293 58.15 83.16 118.26 77.29 8.83
1294 58.03 73.56 180.78 93.40 10.61
1295 58.03 88.34 101.06 75.57 7.92
1296 57.96 4.95 29.96 77.33 5.02
1297 58.07 45.67 113.84 115.95 14.69
1298 58.05 30.04 126.09 93.36 11.60
1299 58.02 39.78 128.92 100.52 13.28
1300 58.08 37.37 98.89 104.95 13.32
1301 58.10 32.34 80.34 121.25 11.39
1302 58.27 50.19 136.24 100.31 14.62
1303 58.18 65.60 191.81 92.81 11.96
1304 58.30 93.97 55.94 65.57 7.10
1305 58.30 53.17 136.44 95.97 14.42
1306 58.50 63.42 174.13 94.39 12.55
1307 58.46 71.31 145.13 95.91 10.91
1308 58.50 61.00 172.24 102.68 13.88
1309 58.74 80.64 97.90 76.94 9.80
1310 58.38 7.45 43.72 79.12 6.22
1311 58.49 21.32 90.90 108.00 9.49
1312 58.50 76.90 139.79 73.68 9.84
1313 58.64 12.75 54.11 88.81 7.51
1314 58.62 43.74 86.15 90.66 13.82
1315 58.75 58.70 146.91 104.79 13.72
1316 58.80 9.30 36.43 77.64 6.26
1317 58.80 55.98 103.55 95.77 13.68
1318 58.93 67.72 94.60 97.18 11.66
1319 58.88 47.66 86.14 102.49 14.25
1320 58.79 92.47 43.96 61.76 7.82
1321 58.95 26.06 56.60 104.92 10.67
1322 58.88 28.41 55.35 99.06 10.81
1323 58.86 34.23 57.45 95.98 11.94
1324 58.79 85.14 89.54 53.97 9.46
1325 58.93 41.17 78.72 86.50 13.34
1326 59.03 36.55 71.12 103.33 13.25
1327 59.08 5.89 21.32 63.74 5.74
1328 58.98 24.07 51.71 76.65 10.74
1329 59.52 89.90 78.41 67.25 7.48
1330 59.21 51.75 71.51 96.69 14.34
1331 59.09 31.79 59.07 97.50 11.80
1332 59.16 74.22 118.61 90.80 10.20
1333 59.15 38.86 55.12 96.00 12.44
1334 59.25 65.82 121.34 82.21 12.02
1335 59.57 69.50 86.86 100.61 11.88
1336 59.20 18.52 33.81 74.08 9.28
1337 59.49 54.11 69.06 97.90 14.73
1338 59.37 45.36 47.02 88.05 12.56
1339 59.41 49.58 76.62 92.21 14.69
1340 59.77 10.88 24.44 73.62 6.11
1341 59.53 61.88 91.20 96.79 12.87
1342 59.62 71.75 80.16 86.02 10.18
1343 59.47 86.86 88.96 51.04 8.02
1344 59.55 15.84 28.44 63.52 9.28
1345 59.73 21.37 29.16 76.64 9.28
1346 59.45 79.35 85.43 75.24 10.65
1347 60.01 83.31 76.64 54.02 9.22
1348 59.63 30.08 33.22 83.29 11.20
1349 59.78 77.03 112.92 81.26 10.11
1350 59.71 57.40 76.54 100.19 14.52
1351 59.70 42.69 34.76 83.97 12.59
1352 59.64 92.99 42.17 52.27 7.54
1353 59.79 13.71 26.69 60.83 7.06
1354 59.97 64.10 97.18 73.06 12.21
1355 60.02 59.92 74.13 90.49 13.71
1356 59.89 33.36 33.26 83.72 11.02
1357 60.20 23.60 32.82 72.74 9.27
1358 59.98 27.76 29.08 79.75 9.63
1359 60.04 35.43 32.65 76.44 11.02
1360 60.16 18.09 29.98 62.28 8.55
1361 60.23 8.90 18.22 50.55 6.35
1362 60.09 37.73 33.22 77.19 13.34
1363 60.12 40.26 33.18 79.90 12.79
1364 60.08 47.53 38.84 81.34 13.10
1365 60.07 7.02 14.32 46.36 5.45
1366 60.30 67.18 57.82 80.74 12.16
1367 60.35 74.18 87.37 76.11 10.96
1368 60.16 87.50 76.24 59.92 7.72
1369 60.35 50.20 34.83 82.49 13.24
1370 60.34 52.55 42.71 80.42 12.53
1371 60.37 55.75 41.54 84.99 12.93
1372 60.52 31.67 28.72 73.53 12.07
1373 60.35 44.78 31.86 69.43 14.45
1374 60.68 79.83 57.62 60.73 9.64
1375 60.44 86.15 75.81 55.44 8.40
1376 60.64 14.40 25.42 60.66 8.61
1377 60.76 29.71 29.61 65.80 10.71
1378 60.87 58.30 48.07 79.01 13.23
1379 60.78 62.20 49.28 87.26 12.29
1380 60.75 16.32 28.43 54.22 8.22
1381 60.88 42.56 39.58 62.04 13.36
1382 60.76 69.55 38.32 71.17 11.62
1383 60.91 71.76 38.88 74.75 10.04
1384 60.82 27.15 35.13 60.56 9.77
1385 60.98 46.40 28.95 62.95 12.46
1386 60.84 24.86 31.28 59.51 9.10
1387 61.32 22.66 71.71 40.46 9.49
1388 60.94 33.86 29.83 61.61 11.00
1389 61.02 38.12 30.17 58.04 12.00
1390 61.20 89.41 43.51 69.95 6.55
1391 61.60 11.42 75.20 34.47 6.56
1392 61.09 36.07 29.04 59.25 11.51
1393 61.13 54.53 34.38 68.07 12.67
1394 61.12 64.78 43.69 71.68 11.14
1395 61.07 40.28 30.43 60.91 13.28
1396 61.27 48.61 32.00 65.87 12.38
1397 61.35 76.53 48.37 73.57 10.02
1398 61.19 6.46 19.30 41.20 4.68
1399 61.42 85.91 41.28 58.26 7.89
1400 61.33 60.46 32.45 78.05 13.15
1401 61.43 50.59 31.03 65.95 11.93
1402 61.47 52.61 31.36 66.70 12.89
1403 61.66 19.99 99.84 32.20 9.08
1404 61.46 67.15 37.76 72.42 10.58
1405 61.47 26.39 86.31 35.44 9.15
1406 61.55 73.95 50.23 73.44 9.59
1407 61.63 56.74 29.85 66.57 12.92
1408 61.86 82.89 38.02 61.23 8.59
1409 61.91 14.96 93.87 33.60 8.21
1410 61.69 30.74 97.28 36.54 10.28
1411 62.00 8.08 62.48 28.76 5.39
1412 62.04 32.83 158.35 37.61 12.41
1413 61.82 69.12 24.44 67.35 12.07
1414 61.53 28.77 47.00 58.00 11.50
1415 61.87 62.70 37.74 75.83 12.44
1416 62.28 17.24 111.40 30.95 9.06
1417 62.24 41.28 146.71 41.78 13.06
1418 61.97 44.63 125.55 40.07 14.26
1419 62.00 71.15 26.82 62.83 9.08
1420 62.36 38.92 146.84 40.52 12.97
1421 62.03 79.88 30.58 58.76 8.64
1422 62.57 90.75 26.93 58.58 6.54
1423 62.39 27.40 137.74 38.68 10.80
1424 62.47 36.86 148.38 44.11 12.52
1425 61.93 93.40 18.72 46.89 6.57
1426 62.34 47.41 92.91 47.82 12.79
1427 62.26 58.69 29.00 57.62 12.29
1428 62.34 13.23 119.91 28.54 8.22
1429 62.48 34.83 149.66 37.63 11.78
1430 62.32 29.25 144.07 36.97 11.19
1431 62.27 54.45 31.68 55.13 13.62
1432 62.30 65.10 28.29 65.23 10.68
1433 62.48 25.41 141.56 30.48 11.20
1434 62.47 23.32 154.59 37.30 8.99
1435 62.50 60.74 25.73 56.11 11.08
1436 62.50 76.28 27.88 58.47 9.18
1437 62.72 51.36 119.77 49.82 12.50
1438 62.64 85.36 22.97 50.77 8.34
1439 63.10 49.13 157.52 39.73 13.02
1440 62.66 67.39 24.92 64.34 10.86
1441 62.61 73.66 25.86 63.24 9.81
1442 62.62 21.39 142.25 28.24 11.22
1443 62.82 56.63 36.37 47.44 12.37
1444 63.04 42.93 199.55 35.29 14.89
1445 62.94 45.51 194.76 37.32 13.63
1446 62.96 69.35 24.03 59.33 10.44
1447 62.98 19.12 134.99 31.29 9.40
1448 63.11 79.40 22.84 56.30 9.09
1449 63.01 30.78 171.33 29.12 11.72
1450 63.00 62.97 26.91 54.29 11.39
1451 63.05 11.32 97.00 20.84 8.03
1452 63.06 9.07 62.64 17.85 6.96
1453 63.19 71.46 25.88 54.79 9.48
1454 63.11 87.54 16.25 46.02 7.42
1455 63.36 14.47 104.95 21.75 12.06
1456 63.32 32.66 182.00 32.15 15.80
1457 63.59 83.99 18.11 40.81 8.76
1458 63.36 65.68 24.54 54.10 11.55
1459 63.59 53.80 122.83 39.64 13.10
1460 63.65 75.65 21.19 53.18 9.08
1461 63.64 24.38 149.18 27.88 12.91
1462 63.60 28.53 139.11 29.43 13.51
1463 63.59 22.19 114.30 24.50 13.80
1464 63.63 40.87 170.66 34.62 21.20
1465 63.69 38.52 160.51 33.26 17.69
1466 63.76 26.73 112.10 22.65 16.27
1467 63.83 46.92 163.14 33.33 15.83
1468 63.90 36.18 152.95 31.52 17.43
1469 64.01 59.45 140.19 33.18 13.20
1470 63.75 34.39 145.75 28.05 18.23
1471 63.95 57.06 174.01 31.86 11.86
1472 63.93 73.24 20.24 41.19 8.58
1473 64.02 16.22 91.48 21.32 17.39
1474 63.98 61.84 86.14 35.96 12.37
1475 63.84 68.14 30.53 50.21 10.13
1476 63.95 89.56 14.03 47.34 6.58
1477 64.07 20.80 88.57 19.59 18.18
1478 64.01 18.37 103.76 21.32 17.69
1479 63.97 44.67 157.60 30.05 17.05
1480 64.08 10.31 80.18 16.56 12.52
1481 64.12 12.66 87.07 18.06 13.76
1482 64.42 64.27 81.64 35.08 11.19
1483 64.10 30.38 131.37 28.90 25.46
1484 64.11 51.08 204.98 32.87 14.97
1485 64.15 70.31 23.40 40.82 10.16
1486 64.41 80.58 18.95 43.01 8.65
1487 64.41 76.87 19.54 35.94 9.09
1488 64.43 42.80 125.83 29.55 20.92
1489 64.44 32.29 94.39 24.73 25.22
1490 64.46 48.77 157.75 29.48 18.17
1491 64.66 85.13 17.11 38.38 7.63
1492 64.66 67.48 96.27 32.82 9.81
1493 64.70 55.29 189.75 35.28 14.54
1494 64.56 23.00 64.79 19.44 18.12
1495 64.62 40.39 111.62 29.93 32.91
1496 64.64 25.86 85.06 21.02 21.71
1497 64.60 91.72 9.41 35.05 5.89
1498 64.86 34.64 113.34 25.93 35.90
1499 64.67 38.25 114.63 27.43 27.28
1500 64.73 72.04 36.51 31.26 8.36
1501 64.70 28.38 66.17 22.10 22.02
1502 64.88 52.69 191.22 32.95 20.12
1503 65.01 45.79 112.10 27.90 26.60
1504 65.25 74.19 95.94 29.02 8.70
1505 65.25 89.59 13.19 34.90 6.51
1506 65.20 62.30 163.28 32.46 11.80
1507 65.00 20.07 52.25 15.94 31.68
1508 65.12 16.69 48.52 18.05 34.69
1509 65.23 57.83 197.53 29.16 15.30
1510 65.11 30.31 71.97 24.35 30.19
1511 65.32 60.15 178.19 30.49 14.36
1512 65.17 11.35 39.69 15.15 29.18
1513 65.41 36.92 85.95 24.82 42.40
1514 65.14 78.19 27.50 37.69 6.85
1515 65.19 50.39 125.45 29.09 21.23
1516 65.28 24.50 48.83 19.93 32.39
1517 65.42 66.18 150.74 26.99 12.18
1518 65.60 86.78 19.33 38.51 6.73
1519 65.57 91.65 10.86 28.91 6.30
1520 65.45 22.23 38.76 14.95 28.65
1521 65.58 26.98 47.04 20.90 32.34
1522 65.58 82.33 42.46 27.41 8.33
1523 65.50 32.64 57.02 23.41 41.06
1524 65.61 41.69 64.52 25.21 36.32
1525 65.74 14.08 32.64 14.88 38.53
1526 65.63 43.74 64.06 24.55 30.86
1527 66.06 48.01 75.82 26.98 30.64
1528 65.75 18.47 42.62 16.48 37.46
1529 65.71 39.28 89.66 27.63 52.81
1530 65.87 71.34 146.22 24.71 10.15
1531 65.69 54.49 140.32 26.83 22.40
1532 65.97 68.70 165.67 26.21 11.83
1533 66.23 76.16 113.74 23.38 9.25
1534 65.91 28.96 41.15 21.66 48.89
1535 66.00 52.20 114.52 25.83 22.78
1536 66.12 64.02 175.30 27.88 13.39
1537 65.90 34.86 57.34 24.08 38.90
1538 66.09 80.17 66.80 23.39 8.30
1539 66.61 56.25 109.18 25.68 23.47
1540 66.29 20.32 33.76 15.46 51.44
1541 66.20 45.63 61.20 28.79 36.65
1542 66.29 15.99 30.70 14.17 42.14
1543 66.36 24.04 38.07 19.03 56.45
1544 66.23 31.02 44.72 20.88 59.36
1545 66.38 50.20 78.72 23.03 30.93
1546 66.19 11.40 25.97 12.29 37.47
1547 66.49 59.01 146.91 26.14 22.56
1548 66.46 61.45 149.17 26.06 15.98
1549 66.50 26.11 35.34 17.29 53.22
1550 66.67 85.61 59.33 22.69 7.17
1551 66.64 36.54 43.20 19.76 52.59
1552 66.59 66.11 133.11 23.08 16.40
1553 66.95 82.54 98.03 19.83 8.04
1554 66.74 27.99 35.04 18.50 77.93
1555 66.75 13.61 31.66 13.26 57.45
1556 66.98 22.53 40.28 17.14 67.32
1557 66.66 38.48 49.80 25.05 46.92
1558 66.76 40.69 36.34 23.47 56.28
1559 66.70 43.20 38.14 25.17 48.03
1560 66.79 54.02 68.68 25.72 22.86
1561 66.71 9.14 22.33 11.85 34.23
1562 66.72 33.76 37.36 21.13 46.21
1563 67.43 17.85 85.88 15.19 56.05
1564 67.10 70.34 169.47 23.12 12.10
1565 67.04 29.96 37.38 18.46 76.59
1566 67.31 51.89 60.26 24.84 34.29
1567 67.50 88.47 61.50 20.88 6.85
1568 67.30 67.80 154.69 25.35 17.61
1569 67.65 11.13 73.21 11.55 50.54
1570 67.18 32.07 38.87 18.74 61.38
1571 67.45 72.83 149.60 20.98 15.03
1572 67.42 78.41 132.39 22.20 9.62
1573 67.29 46.40 43.31 26.03 54.14
1574 67.43 57.95 84.08 24.20 34.88
1575 67.38 63.06 96.40 22.89 21.73
1576 67.32 20.60 57.26 14.56 59.95
1577 67.58 75.72 141.81 22.17 14.63
1578 67.43 24.95 59.60 15.65 76.75
1579 67.51 35.46 38.08 20.06 57.19
1580 67.56 44.51 37.43 22.77 73.30
1581 67.55 26.74 70.00 19.32 69.02
1582 67.60 60.53 73.15 22.56 29.49
1583 67.63 65.49 90.73 23.24 22.71
1584 67.71 39.59 34.85 22.80 72.59
1585 67.63 49.43 36.38 23.51 49.22
1586 67.71 37.49 37.59 22.15 59.85
1587 67.69 41.98 35.05 24.47 67.18
1588 67.97 14.10 110.77 12.29 56.35
1589 67.82 29.09 107.14 17.12 82.95
1590 67.79 33.67 41.36 18.46 66.41
1591 68.06 47.65 35.01 22.35 59.61
1592 67.90 54.11 39.89 22.63 39.25
1593 68.04 80.57 110.77 19.03 10.39
1594 68.16 69.32 127.70 20.70 15.66
1595 68.12 84.29 98.07 21.84 8.84
1596 68.17 23.16 136.60 16.54 78.35
1597 68.24 56.40 39.47 22.19 39.08
1598 68.41 20.74 148.60 14.98 81.78
1599 68.29 51.10 34.53 21.89 42.92
1600 68.50 71.70 110.99 19.82 15.92
1601 68.41 43.47 88.62 21.00 91.50
1602 68.38 25.47 136.52 16.40 67.69
1603 68.56 58.63 44.41 22.59 45.45
1604 68.46 63.10 53.92 21.11 29.39
1605 68.55 36.16 121.64 18.28 66.40
1606 68.56 27.73 159.66 18.89 83.70
1607 68.61 67.24 55.58 20.45 23.80
1608 68.68 16.59 138.39 14.46 81.68
1609 68.58 76.93 72.08 19.21 15.41
1610 68.65 33.55 117.41 19.15 80.91
1611 68.73 38.54 73.80 20.11 83.46
1612 68.63 40.89 85.02 21.51 82.18
1613 68.72 65.30 46.55 21.00 30.68
1614 68.72 74.47 112.78 19.14 15.40
1615 68.69 60.71 43.60 20.08 36.94
1616 68.82 12.10 102.02 12.30 46.28
1617 68.77 49.46 42.53 21.16 67.26
1618 68.77 52.88 33.10 20.29 47.29
1619 68.95 30.07 163.83 18.00 85.22
1620 69.02 87.75 73.10 16.50 8.61
1621 69.15 82.88 93.25 17.31 10.85
1622 69.22 55.10 33.60 21.90 67.66
1623 69.25 78.42 80.12 16.08 14.42
1624 69.05 80.18 105.57 17.89 11.91
1625 69.16 10.20 82.30 10.40 40.35
1626 69.36 45.31 154.52 19.86 73.04
1627 69.30 21.90 170.96 15.86 88.76
1628 69.16 24.07 154.37 16.80 82.63
1629 69.38 42.53 146.54 19.86 82.20
1630 69.26 47.59 77.20 19.64 68.98
1631 69.28 14.03 122.31 12.65 70.20
1632 69.38 26.45 166.88 17.39 94.34
1633 69.39 32.19 172.55 18.94 98.87
1634 69.33 19.05 123.02 12.93 73.22
1635 69.32 51.08 39.58 19.56 80.94
1636 69.31 69.67 64.19 17.74 20.83
1637 69.47 57.39 31.08 22.03 63.97
1638 69.59 39.90 185.87 20.79 92.00
1639 69.63 34.87 180.19 19.64 89.47
1640 69.80 37.40 192.48 20.20 103.42
1641 69.61 62.06 35.05 19.80 49.07
1642 69.70 59.60 30.38 19.49 48.87
1643 69.70 64.55 32.40 18.79 43.15
1644 69.60 75.76 65.11 17.71 23.41
1645 69.78 28.66 171.01 17.64 89.68
1646 69.88 49.25 169.36 20.17 72.98
1647 70.16 52.19 128.62 19.95 72.68
1648 69.83 67.50 38.11 18.34 28.82
1649 69.74 72.63 70.37 18.74 23.07
1650 69.92 17.12 125.85 12.85 70.59
1651 70.09 11.53 79.12 11.00 57.99
1652 69.98 20.08 117.24 14.00 81.67
1653 70.16 25.00 162.19 18.12 99.93
1654 70.14 9.27 53.49 9.83 41.66
1655 70.37 30.88 163.19 19.52 109.61
1656 70.30 83.57 78.76 14.55 14.53
1657 70.64 78.21 46.70 14.78 23.60
1658 70.55 87.32 74.22 14.80 10.35
1659 70.40 44.35 193.19 20.48 84.38
1660 70.58 46.80 187.24 20.75 94.35
1661 70.48 80.58 54.34 15.16 14.94
1662 70.41 14.45 99.65 12.09 68.29
1663 70.54 32.98 159.26 19.07 107.08
1664 70.45 70.24 43.74 17.08 32.12
1665 70.50 21.00 97.69 14.76 85.76
1666 70.54 60.78 30.60 20.11 51.35
1667 70.71 23.15 104.00 15.20 92.37
1668 70.54 42.16 175.27 19.22 125.16
1669 70.73 27.31 126.68 17.41 99.59
1670 70.59 63.02 26.67 18.84 52.12
1671 70.67 66.01 29.76 18.61 53.22
1672 70.78 35.62 146.07 18.53 99.67
1673 70.75 75.38 48.08 16.43 26.48
1674 70.85 39.72 188.27 19.90 112.68
1675 70.96 73.11 46.14 16.51 36.23
1676 70.97 18.77 64.71 12.39 74.54
1677 70.96 56.32 120.61 20.09 61.18
1678 71.18 68.35 28.27 16.53 49.96
1679 71.16 29.50 87.38 17.38 101.16
1680 71.19 37.64 158.26 20.25 95.88
1681 71.30 16.92 62.62 12.76 66.36
1682 71.27 9.95 32.26 9.92 36.74
1683 71.42 49.04 203.09 19.21 101.38
1684 71.19 12.15 44.61 9.83 46.90
1685 71.41 58.67 116.58 18.14 55.74
1686 71.67 82.81 44.64 14.49 18.63
1687 71.45 25.50 82.79 15.80 95.49
1688 71.46 62.37 30.62 18.92 63.83
1689 71.47 44.54 162.00 22.15 109.72
1690 71.52 64.60 26.91 17.20 57.91
1691 71.51 33.68 91.37 17.31 116.47
1692 71.62 42.02 142.66 19.92 109.24
1693 71.70 51.58 202.39 20.17 89.25
1694 71.49 21.39 48.33 12.91 71.95
1695 71.70 86.31 39.47 15.66 14.32
1696 71.55 14.36 45.71 11.92 73.59
1697 71.72 54.34 188.59 20.04 79.56
1698 71.54 60.43 45.65 20.06 68.24
1699 71.68 70.82 28.25 16.05 52.67
1700 71.73 31.43 72.53 16.80 88.36
1701 71.92 76.38 31.36 15.78 34.86
1702 72.02 46.58 156.42 19.69 96.19
1703 71.93 66.69 25.60 16.98 63.84
1704 72.02 79.65 32.36 16.29 28.54
1705 71.95 27.84 50.28 15.65 98.28
1706 72.00 23.58 38.32 14.69 82.21
1707 72.03 39.34 88.79 18.87 110.82
1708 72.22 19.29 29.93 12.79 67.09
1709 72.14 36.13 60.70 18.00 116.30
1710 72.18 56.88 163.30 18.02 62.64
1711 72.28 11.06 22.68 9.68 41.39
1712 72.51 73.36 26.28 15.42 40.25
1713 72.53 29.88 40.58 16.57 87.49
1714 72.69 52.93 186.84 19.94 101.80
1715 72.43 62.06 115.60 18.19 77.36
1716 72.56 68.67 25.96 16.25 75.11
1717 72.45 13.80 27.80 10.21 59.01
1718 72.52 16.98 26.01 11.30 55.68
1719 72.44 33.72 67.26 18.05 96.92
1720 72.61 59.48 183.60 18.29 78.17
1721 72.58 26.05 33.80 15.52 89.27
1722 72.72 44.23 100.28 19.56 94.86
1723 72.53 64.61 50.77 17.58 83.89
1724 72.66 84.97 26.81 15.35 22.43
1725 72.53 21.56 29.98 13.24 68.82
1726 72.64 41.86 74.65 21.03 113.64
1727 72.90 48.44 129.53 19.41 99.91
1728 72.96 37.83 49.71 17.80 94.91
1729 72.90 50.80 129.81 19.45 107.34
1730 73.05 54.97 177.41 19.20 86.98
1731 73.10 31.86 32.76 15.78 80.22
1732 73.02 24.25 28.58 13.90 71.81
1733 73.08 71.16 27.56 14.55 63.71
1734 73.26 78.41 23.69 12.62 37.93
1735 73.13 39.90 44.75 19.70 100.29
1736 73.09 66.51 34.16 16.13 83.07
1737 73.17 76.05 23.86 14.45 48.33
1738 73.18 27.95 31.33 14.51 76.90
1739 73.34 36.13 40.58 17.63 98.46
1740 73.54 15.40 27.63 11.18 49.35
1741 73.36 46.11 72.67 20.12 108.39
1742 73.35 61.34 181.74 19.47 93.56
1743 73.42 57.36 170.74 19.73 96.04
1744 73.67 82.89 22.27 13.64 25.77
1745 73.34 19.72 25.28 12.98 50.12
1746 73.69 12.61 22.43 10.01 47.36
1747 73.49 21.89 27.81 13.27 68.62
1748 73.53 63.90 157.80 17.64 67.50
1749 73.55 34.00 37.02 17.00 83.98
1750 73.80 86.12 16.95 11.88 26.85
1751 73.62 42.25 43.54 18.88 89.80
1752 73.70 17.62 27.03 11.21 54.47
1753 73.67 69.30 44.16 14.53 80.90
1754 73.68 74.11 27.63 15.52 62.86
1755 73.92 30.41 29.06 15.68 65.83
1756 73.71 80.63 22.50 11.08 31.22
1757 73.82 26.34 37.18 15.02 64.70
1758 73.97 59.47 155.55 19.54 95.75
1759 73.97 50.27 76.84 20.32 89.73
1760 73.84 52.59 95.75 18.19 102.21
1761 73.98 67.43 100.96 16.75 78.70
1762 73.99 23.99 71.00 14.52 43.54
1763 74.13 44.39 58.68 19.65 90.58
1764 74.08 47.84 53.75 18.42 100.06
1765 74.11 39.63 39.10 19.00 78.97
1766 74.15 55.35 114.14 17.43 100.46
1767 74.42 37.74 30.68 17.58 70.89
1768 74.39 65.60 144.04 15.63 77.67
1769 74.16 28.33 48.55 16.97 70.47
1770 74.39 72.04 114.83 14.11 56.28
1771 74.27 32.76 30.20 16.91 68.46
1772 74.31 19.70 71.29 12.43 41.35
1773 74.51 61.38 171.30 18.04 101.33
1774 74.66 35.85 40.33 17.07 78.08
1775 74.61 80.60 21.39 13.58 40.32
1776 74.70 46.34 47.35 18.40 87.58
1777 74.76 57.53 109.13 18.33 87.93
1778 74.59 74.70 69.45 14.38 68.12
1779 74.79 25.40 139.49 15.21 34.74
1780 74.75 42.31 32.73 17.37 78.18
1781 74.79 53.61 88.94 18.12 101.20
1782 74.76 69.48 160.28 14.33 58.61
1783 74.84 16.81 91.12 11.49 37.36
1784 74.91 51.42 67.58 18.08 93.92
1785 74.98 63.33 139.55 16.75 100.30
1786 74.89 27.32 112.52 15.55 36.89
1787 75.01 23.23 119.90 13.95 34.72
1788 75.02 84.73 13.51 12.71 24.90
1789 75.00 29.81 119.46 16.32 41.83
1790 75.16 11.48 54.72 8.49 22.04
1791 75.44 20.15 141.13 13.44 33.88
1792 75.08 40.04 34.07 18.34 72.27
1793 75.22 78.74 41.35 13.90 63.95
1794 75.21 14.10 74.61 11.19 29.35
1795 75.13 48.95 44.50 19.09 91.47
1796 75.06 33.98 76.52 16.70 51.66
1797 75.57 76.55 87.41 13.37 52.64
1798 75.45 44.44 30.49 17.95 77.81
1799 75.59 67.71 161.06 14.85 72.90
1800 75.46 59.69 88.53 16.45 88.16
1801 75.42 55.48 59.08 17.49 95.59
1802 75.67 65.13 142.43 15.33 89.83
1803 75.52 73.27 129.84 14.85 57.21
1804 75.66 38.37 63.27 16.91 59.23
1805 75.79 12.01 77.71 8.09 27.17
1806 75.97 31.04 164.75 16.03 40.19
1807 75.98 33.25 161.29 15.44 41.07
1808 75.92 46.96 29.72 17.62 67.14
1809 75.87 35.72 150.88 16.19 43.64
1810 75.99 61.64 79.09 14.47 88.92
1811 75.95 28.32 184.54 16.22 32.34
1812 76.10 70.16 157.33 14.64 75.36
1813 76.00 57.67 62.80 16.57 97.79
1814 75.95 25.24 182.46 14.09 28.76
1815 76.00 53.38 43.57 17.22 92.55
1816 76.10 16.02 137.92 11.22 28.69
1817 76.12 41.00 99.73 17.27 49.50
1818 76.15 51.14 32.22 17.76 81.62
1819 76.10 49.13 27.33 17.49 72.73
1820 76.28 22.33 145.62 13.47 26.83
1821 76.41 79.44 87.54 12.16 51.55
1822 76.51 13.25 128.35 11.63 20.83
1823 76.82 83.13 60.91 12.10 44.75
1824 76.48 45.19 29.80 16.27 65.18
1825 76.45 55.64 31.92 16.73 80.31
1826 76.38 74.74 118.06 13.79 62.12
1827 76.74 37.50 163.67 16.93 42.51
1828 76.73 39.62 173.76 17.27 38.81
1829 76.72 43.22 79.24 16.64 55.33
1830 76.79 63.52 56.38 16.65 81.58
1831 76.77 66.08 90.58 15.42 86.91
1832 76.81 17.90 160.10 12.10 22.17
1833 76.92 72.78 139.75 13.96 84.45
1834 76.78 59.34 51.22 15.74 82.87
1835 76.89 26.79 172.81 14.15 24.55
1836 77.04 77.04 115.98 12.38 64.19
1837 76.86 48.52 27.09 16.00 59.50
1838 77.19 20.11 167.80 12.56 21.08
1839 77.06 32.97 176.47 15.79 24.81
