#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
mu7 14A 8 Kruppel even-skipped fushi-tarazu
166 18.10 24.39 4.65 2.56 26.57
167 18.00 37.36 6.18 3.71 27.91
168 18.18 38.97 6.70 3.75 29.87
169 17.83 50.35 6.33 3.14 31.67
170 18.09 68.90 3.49 3.55 27.92
171 18.00 64.43 4.28 3.85 29.23
172 17.88 45.59 4.54 2.77 35.46
173 18.33 54.45 4.85 3.26 31.47
174 18.26 46.91 5.89 3.02 30.17
175 18.38 44.33 6.15 3.76 29.82
176 18.53 27.94 6.07 2.66 27.68
177 18.98 41.63 5.33 2.85 31.59
178 18.93 58.74 4.81 3.64 33.15
179 18.66 56.76 5.12 4.27 32.75
180 18.61 73.97 3.47 3.03 21.68
181 18.88 48.45 5.02 3.44 30.16
182 18.94 53.08 5.48 3.45 32.32
183 18.82 23.13 4.90 2.88 29.20
184 18.79 32.38 5.34 3.38 27.17
185 18.72 75.81 4.00 2.48 26.35
186 18.86 30.64 5.37 2.90 29.32
187 18.96 34.73 7.04 3.06 30.16
188 19.36 63.50 4.32 3.59 30.25
189 18.88 66.28 4.31 3.25 30.21
190 18.99 68.09 4.71 3.82 29.92
191 18.85 60.06 4.50 2.67 35.42
192 19.32 25.37 6.05 2.76 28.27
193 19.18 45.29 6.14 3.67 28.25
194 19.23 21.87 3.71 3.47 27.65
195 19.17 71.55 3.62 3.25 31.25
196 19.49 27.24 6.23 3.77 28.12
197 19.52 38.02 5.62 3.62 31.12
198 19.39 75.07 3.98 2.92 26.88
199 19.78 32.66 6.17 3.55 29.47
200 19.64 50.91 5.17 3.47 28.67
201 19.69 72.36 4.00 3.43 23.91
202 20.09 61.19 4.96 3.79 33.45
203 19.65 70.56 3.80 2.82 27.45
204 19.79 43.44 5.81 3.58 32.26
205 19.61 55.57 5.03 3.52 31.48
206 19.73 66.88 5.27 3.24 30.70
207 19.71 30.31 5.51 3.23 29.92
208 19.90 48.39 5.19 4.05 29.95
209 19.86 34.18 5.97 3.68 33.70
210 20.08 57.21 4.79 4.10 33.24
211 20.04 23.25 4.36 3.60 25.96
212 19.87 73.69 3.94 2.47 27.00
213 19.80 77.05 2.64 2.79 24.00
214 19.94 59.32 4.95 3.63 30.50
215 20.18 28.46 6.03 3.33 29.53
216 20.52 36.76 5.65 3.82 32.95
217 20.46 39.22 5.66 3.95 30.53
218 20.53 76.40 3.42 2.42 25.32
219 20.43 25.16 4.97 3.67 28.05
220 20.46 66.47 3.84 4.84 31.02
221 20.75 68.36 4.44 3.56 27.88
222 20.88 44.34 5.08 4.33 32.30
223 20.54 53.94 4.81 3.62 29.92
224 20.62 64.11 4.58 3.83 30.63
225 20.44 51.19 4.70 3.90 31.25
226 20.59 31.21 5.18 3.48 29.89
227 20.78 34.85 4.48 3.41 30.41
228 20.50 49.64 5.00 3.38 32.50
229 20.60 73.11 3.81 3.34 26.41
230 20.67 74.66 3.74 3.03 27.16
231 20.87 57.62 4.10 3.75 30.00
232 21.45 26.08 5.51 3.76 28.05
233 21.11 59.79 4.50 4.51 28.18
234 20.99 62.59 3.88 4.53 32.29
235 20.94 65.35 5.12 4.24 29.12
236 21.20 49.37 4.64 4.15 30.95
237 21.21 41.51 5.77 3.54 30.21
238 21.42 47.70 4.96 4.27 29.62
239 21.21 72.59 4.00 5.15 29.10
240 21.32 55.44 5.19 4.30 29.89
241 21.51 37.39 5.52 3.55 29.80
242 21.35 52.33 5.53 3.64 30.64
243 21.48 31.51 5.64 3.89 30.22
244 21.40 56.93 6.00 4.56 26.38
245 21.72 38.98 5.75 3.82 32.64
246 21.62 20.56 5.04 3.02 25.96
247 21.63 24.28 4.03 3.19 26.25
248 21.64 67.03 4.44 4.12 27.50
249 21.63 75.13 3.50 4.09 26.65
250 21.85 36.21 4.88 4.15 30.55
251 21.66 61.60 4.68 4.92 29.42
252 21.81 65.26 4.58 4.35 29.68
253 21.95 69.16 4.03 4.82 27.24
254 21.64 58.39 4.76 3.14 25.10
255 21.97 42.56 4.65 3.37 33.40
256 21.85 73.17 3.29 3.60 28.24
257 22.07 55.15 5.31 3.45 29.95
258 21.98 40.46 4.77 3.77 29.60
259 22.09 46.46 4.73 4.07 30.78
260 22.31 57.52 4.73 5.00 30.62
261 22.29 19.70 5.09 3.30 26.24
262 22.34 22.90 4.72 2.91 27.19
263 22.44 63.80 4.68 5.11 30.66
264 22.44 31.69 5.26 3.60 33.70
265 22.36 33.82 5.22 4.14 35.08
266 22.21 61.93 4.00 3.00 32.00
267 22.46 70.58 4.91 5.45 28.41
268 22.55 72.33 4.62 4.38 27.74
269 22.62 40.76 5.17 3.94 31.78
270 22.55 45.17 6.00 4.15 32.15
271 22.83 42.89 4.09 4.07 29.05
272 22.92 30.16 4.65 4.05 30.41
273 23.15 47.85 5.06 4.08 32.14
274 22.96 34.67 5.20 4.44 29.93
275 22.83 39.05 4.64 3.82 31.18
276 23.31 60.24 4.82 5.42 30.54
277 22.80 20.47 3.54 2.85 27.69
278 22.98 55.79 4.71 3.71 30.82
279 23.06 53.44 5.39 4.91 29.16
280 23.31 21.48 4.61 3.31 27.66
281 23.32 51.11 4.93 4.14 31.35
282 23.11 66.99 4.70 5.05 32.25
283 23.04 64.03 4.57 4.70 32.48
284 23.21 23.74 4.26 3.33 30.30
285 23.30 45.15 5.25 4.03 30.91
286 23.33 26.44 5.42 3.67 30.31
287 23.44 70.71 4.59 7.37 28.93
288 23.21 40.29 5.94 3.62 31.62
289 23.64 79.67 3.33 6.00 25.90
290 23.25 62.84 4.87 6.87 27.93
291 23.37 72.17 3.33 7.27 31.07
292 23.22 73.71 4.39 5.17 29.70
293 23.34 76.28 3.46 5.26 25.74
294 23.59 36.00 5.52 4.26 34.44
295 23.57 65.12 4.62 6.72 34.72
296 23.25 68.06 5.00 7.00 32.00
297 23.66 38.16 5.04 4.65 34.27
298 23.68 31.95 5.30 4.04 32.21
299 23.64 42.21 4.91 3.89 29.36
300 23.62 30.01 4.20 4.00 32.53
301 24.35 49.56 5.12 5.32 30.98
302 23.58 54.92 4.82 6.64 32.18
303 23.85 24.93 5.00 3.48 28.45
304 23.74 40.24 5.31 5.38 28.08
305 24.05 73.99 4.26 10.77 28.02
306 23.94 28.51 5.31 3.73 28.15
307 23.78 33.71 5.00 4.40 26.00
308 23.82 62.60 4.25 6.88 32.38
309 24.12 67.01 4.72 12.08 32.26
310 24.26 57.61 4.80 7.66 30.55
311 23.86 76.02 3.12 13.00 28.25
312 24.24 19.91 3.83 4.08 26.78
313 24.33 53.88 4.42 5.85 27.58
314 24.56 34.40 5.24 4.88 30.06
315 24.49 44.08 4.42 5.14 29.77
316 24.35 63.56 5.04 10.89 31.72
317 24.57 23.07 3.97 4.32 25.64
318 24.10 68.57 3.80 9.60 26.60
319 24.32 71.31 3.83 11.08 30.63
320 24.57 46.65 5.30 4.44 29.68
321 24.37 30.69 5.34 3.76 27.38
322 24.52 51.96 4.29 5.88 31.21
323 24.66 39.19 5.20 4.51 28.24
324 24.58 36.58 4.87 4.55 27.91
325 25.04 41.43 5.06 5.68 32.50
326 24.49 79.45 3.80 7.76 26.20
327 24.81 69.80 4.44 27.64 28.95
328 24.73 16.89 3.98 3.49 23.40
329 24.79 25.71 4.71 4.64 29.00
330 25.41 21.18 4.02 5.20 28.54
331 25.01 28.61 5.08 5.17 29.38
332 24.78 60.02 3.85 7.69 31.00
333 25.04 61.43 4.55 17.11 31.19
334 25.00 31.85 4.78 5.22 30.10
335 25.74 67.89 4.79 140.01 27.42
336 25.09 73.00 4.33 36.33 26.88
337 25.26 65.01 4.56 67.26 28.37
338 25.58 76.77 3.68 91.88 23.02
339 25.31 48.24 5.37 7.51 35.00
340 25.28 80.02 3.37 12.27 29.30
341 25.18 82.04 2.48 12.65 24.70
342 25.11 43.16 3.60 4.60 37.10
343 25.50 58.93 5.39 17.27 31.66
344 25.27 35.72 4.50 5.75 33.25
345 25.35 51.87 4.76 7.33 30.67
346 25.55 54.06 4.78 12.67 32.41
347 25.32 33.49 5.00 4.14 34.00
348 25.61 43.88 4.76 5.54 30.08
349 26.00 15.64 3.59 5.32 21.53
350 25.53 36.86 5.50 4.88 32.06
351 25.71 38.54 5.42 5.92 33.45
352 25.75 45.99 5.02 7.22 32.80
353 25.96 34.54 5.06 6.26 33.29
354 26.14 70.91 4.28 158.97 26.14
355 26.10 28.49 4.29 5.29 30.00
356 26.01 81.88 3.22 38.02 21.69
357 26.41 62.60 4.68 155.63 26.68
358 26.13 32.96 4.57 5.96 30.59
359 26.04 35.95 5.92 5.69 30.15
360 26.34 50.42 4.88 12.01 31.08
361 26.12 24.33 4.64 5.98 29.25
362 26.17 52.62 4.47 14.63 31.73
363 26.14 44.62 5.54 9.85 29.92
364 26.17 22.84 4.47 6.13 29.87
365 26.56 73.63 3.92 170.86 24.37
366 26.56 59.90 5.05 162.19 27.19
367 26.61 18.54 4.23 8.40 22.79
368 26.66 55.82 4.62 79.84 28.69
369 26.46 31.71 4.84 7.23 27.32
370 26.29 39.91 7.00 9.60 35.00
371 26.94 40.73 5.49 12.13 31.17
372 26.71 65.44 5.32 201.27 27.80
373 26.90 79.03 3.55 88.05 23.37
374 27.02 37.69 4.69 11.12 30.78
375 26.59 39.16 4.78 7.33 33.17
376 26.72 22.30 4.07 7.36 27.43
377 27.18 20.81 3.98 15.37 26.35
378 27.00 29.60 4.89 7.66 28.36
379 26.88 44.92 4.62 12.04 30.66
380 27.21 47.35 5.28 40.96 29.81
381 27.08 52.99 5.03 56.28 25.80
382 26.99 24.22 3.86 8.79 26.52
383 27.30 82.35 3.46 65.55 23.52
384 27.43 58.01 4.90 214.42 26.25
385 27.20 68.65 4.38 191.47 25.50
386 27.47 14.96 4.00 41.19 19.00
387 27.23 31.26 4.80 12.28 24.80
388 27.62 75.59 3.85 113.24 28.77
389 27.51 50.38 4.80 104.52 27.51
390 27.65 71.87 4.44 138.50 23.57
391 27.68 22.04 4.35 28.59 24.67
392 27.53 24.84 4.47 12.12 34.59
393 27.88 41.14 5.09 54.00 27.04
394 27.86 66.29 5.28 194.11 29.73
395 28.15 43.50 5.50 120.02 28.20
396 28.01 60.93 5.20 213.71 25.93
397 28.03 54.97 5.66 221.00 26.78
398 27.98 85.54 3.23 21.52 50.85
399 28.04 79.76 3.56 68.53 23.21
400 28.20 63.79 5.73 160.88 27.75
401 28.25 38.54 5.29 88.93 26.38
402 28.51 32.34 5.67 66.53 27.04
403 28.37 46.48 5.19 209.03 25.34
404 28.39 24.06 5.12 80.98 24.59
405 28.45 51.98 6.08 220.40 25.28
406 28.20 83.60 3.42 21.12 101.39
407 28.78 20.07 4.46 128.66 20.88
408 28.36 69.40 5.00 127.72 30.38
409 28.60 16.69 4.46 135.16 22.26
410 28.74 35.68 5.04 145.31 25.91
411 28.62 49.11 5.69 212.69 32.01
412 28.85 27.46 5.50 100.61 29.00
413 28.68 58.11 5.51 212.99 27.42
414 28.73 72.85 4.87 84.67 27.19
415 29.14 75.14 4.37 34.23 103.13
416 29.13 40.87 5.34 212.46 27.60
417 28.89 66.88 5.64 114.51 33.62
418 29.35 82.14 4.12 19.57 121.12
419 29.15 62.41 6.19 138.96 27.66
420 29.27 84.35 3.13 11.27 113.40
421 29.15 55.47 5.49 212.89 29.79
422 29.48 77.48 4.78 23.98 129.53
423 29.10 71.02 4.56 42.00 110.81
424 29.19 12.16 3.85 91.38 17.38
425 29.34 44.86 6.39 235.06 27.15
426 29.55 60.03 5.62 173.07 31.50
427 29.72 29.98 5.06 163.31 25.36
428 29.65 65.16 5.61 58.85 131.08
429 29.56 38.06 5.54 211.65 27.68
430 29.60 52.75 6.32 218.60 26.70
431 29.83 14.31 4.01 126.75 20.93
432 29.75 22.65 5.22 194.44 23.44
433 29.69 25.38 4.98 189.74 23.10
434 29.85 32.74 5.60 185.12 29.60
435 29.90 47.37 5.82 218.71 27.41
436 29.86 50.08 5.43 217.67 29.42
437 29.99 67.89 5.62 29.61 147.42
438 29.84 17.46 4.98 191.02 20.94
439 29.97 42.72 5.33 207.96 26.19
440 29.77 70.42 4.76 39.00 130.93
441 29.75 12.61 4.75 104.12 18.38
442 29.96 57.42 5.41 176.30 34.78
443 29.97 72.78 5.34 23.65 138.06
444 30.27 35.08 6.22 192.83 25.77
445 30.32 54.71 5.71 169.30 35.15
446 30.62 19.75 4.42 183.55 27.52
447 30.23 80.18 4.05 14.95 130.92
448 30.55 87.38 3.94 6.03 93.81
449 30.57 27.68 5.44 201.63 25.35
450 30.53 40.11 6.18 203.99 28.11
451 30.49 61.65 6.00 55.10 149.94
452 30.55 45.12 6.84 192.96 33.83
453 30.75 10.74 3.93 58.69 16.36
454 30.68 69.97 5.94 17.20 143.96
455 30.84 37.31 5.93 180.89 34.55
456 31.08 74.71 5.34 12.83 147.17
457 30.84 51.73 5.60 145.25 33.31
458 31.01 25.12 5.23 190.72 25.82
459 30.92 48.49 5.33 154.86 38.86
460 30.74 81.10 5.10 14.10 137.80
461 31.02 16.38 4.80 142.78 26.24
462 31.27 65.62 5.49 14.18 154.83
463 31.04 79.58 4.23 12.09 143.11
464 31.05 22.27 5.92 156.42 30.60
465 30.91 63.78 6.05 19.27 151.00
466 31.09 76.71 5.74 13.29 141.71
467 31.24 30.04 5.94 172.32 30.46
468 31.23 56.90 6.13 46.27 169.71
469 31.20 13.38 4.10 73.18 23.43
470 31.35 32.59 6.40 189.26 30.25
471 31.22 42.70 6.21 145.76 35.94
472 31.31 72.40 6.24 9.73 142.04
473 31.87 68.73 5.65 9.69 152.83
474 31.52 35.07 6.87 121.65 34.41
475 31.58 90.12 3.01 5.81 43.94
476 31.79 87.52 4.01 9.01 68.42
477 31.62 45.07 5.95 126.58 35.91
478 31.53 50.06 6.92 89.84 149.47
479 31.52 60.75 5.22 19.72 161.64
480 31.65 39.47 6.20 148.82 59.89
481 31.72 62.71 5.33 11.17 158.64
482 31.84 47.13 7.04 50.39 159.02
483 31.87 70.43 5.35 9.65 151.18
484 31.87 18.39 5.31 71.22 112.63
485 31.93 37.01 6.00 63.37 141.02
486 31.92 58.55 6.76 17.00 166.31
487 32.02 52.36 6.33 45.65 167.10
488 31.98 85.25 4.64 13.05 81.25
489 32.22 21.30 5.44 65.26 129.38
490 31.99 27.12 5.61 127.48 32.86
491 32.19 79.54 5.80 13.02 129.34
492 32.04 23.93 5.61 119.71 53.69
493 32.15 76.60 5.33 12.03 128.91
494 32.25 72.19 5.46 8.85 127.34
495 32.25 11.46 4.55 21.77 103.60
496 32.21 19.70 4.40 50.93 123.20
497 32.46 42.32 6.57 52.94 159.02
498 32.11 50.64 8.00 68.30 169.10
499 32.37 55.26 6.61 20.14 166.92
500 32.60 28.96 5.65 44.37 136.72
501 32.62 64.87 6.95 9.89 160.78
502 32.62 15.75 4.77 34.65 123.80
503 32.50 48.22 6.46 34.14 166.08
504 32.77 30.93 6.35 37.44 134.25
505 32.85 50.02 6.51 25.96 160.16
506 32.73 45.79 6.58 42.53 159.73
507 33.18 57.21 7.16 12.41 168.00
508 32.82 59.62 7.53 9.83 172.96
509 32.98 39.92 6.83 37.61 159.26
510 33.20 88.12 5.45 79.44 23.89
511 33.00 90.62 3.68 44.89 20.07
512 33.19 24.69 6.35 46.17 133.28
513 32.94 36.56 6.84 27.28 157.68
514 33.00 43.76 6.65 30.25 157.70
515 33.06 26.23 5.80 34.54 148.74
516 32.94 22.48 5.27 27.64 126.96
517 32.97 77.34 5.90 17.65 100.45
518 32.98 27.92 5.87 22.73 144.33
519 33.13 75.01 6.50 17.81 83.54
520 33.43 69.29 6.64 9.74 121.34
521 33.19 61.45 6.47 9.58 161.67
522 33.59 19.93 6.11 23.44 143.64
523 33.77 9.66 4.72 8.39 94.52
524 33.52 48.13 7.20 17.18 171.46
525 33.60 54.45 7.12 14.78 162.57
526 33.55 79.33 6.82 77.95 48.34
527 33.67 16.46 6.35 20.59 131.43
528 33.86 34.74 7.31 20.64 157.41
529 34.12 63.53 7.80 13.94 120.11
530 33.65 83.65 5.60 85.92 27.90
531 33.75 12.93 5.29 10.86 128.42
532 33.77 21.96 5.71 29.35 130.83
533 33.74 66.69 6.40 9.87 103.69
534 34.11 82.07 7.58 129.99 25.48
535 33.70 27.95 6.52 24.33 140.74
536 33.95 38.51 7.13 17.01 159.83
537 33.79 42.49 7.38 24.10 152.93
538 33.92 45.32 8.08 17.83 164.85
539 34.49 89.17 7.01 83.89 21.38
540 34.31 73.44 7.82 68.29 37.04
541 34.01 46.98 7.00 14.56 175.67
542 34.38 11.09 5.07 10.93 100.06
543 34.64 50.48 7.83 13.38 152.71
544 34.37 29.40 7.00 18.98 136.50
545 34.57 32.20 6.85 15.37 151.48
546 34.20 43.98 5.40 17.40 156.40
547 34.67 85.52 7.45 113.27 25.39
548 34.50 24.37 5.85 15.92 144.94
549 34.56 58.41 8.90 13.40 124.03
550 34.44 14.34 6.52 13.13 119.87
551 34.41 15.84 4.92 10.88 107.96
552 34.68 27.36 6.66 11.48 145.12
553 34.74 17.99 5.84 13.80 131.00
554 34.84 60.81 7.89 15.42 111.06
555 34.36 21.25 5.50 14.90 136.10
556 34.70 55.89 8.77 12.48 123.55
557 34.54 19.45 5.62 9.12 144.56
558 35.07 47.28 8.46 13.17 156.46
559 34.83 53.35 7.88 12.55 141.48
560 34.63 36.84 8.07 15.31 150.62
561 34.89 76.17 9.30 150.15 31.73
562 34.82 71.00 9.25 44.32 40.58
563 34.94 79.27 10.31 150.78 28.56
564 34.90 39.45 8.10 13.55 150.95
565 35.10 42.53 8.34 13.65 151.23
566 35.45 44.89 8.70 14.68 143.92
567 35.35 13.02 5.73 10.29 92.45
568 35.06 20.87 6.95 13.75 137.38
569 35.44 9.24 4.39 6.13 55.13
570 35.87 33.76 8.10 19.58 125.85
571 35.36 65.41 9.52 33.17 59.46
572 35.27 26.19 7.00 13.66 136.97
573 35.48 82.59 10.30 152.35 23.44
574 35.67 29.96 7.80 14.67 138.83
575 35.52 37.28 8.10 12.26 126.12
576 35.49 15.07 5.58 9.36 116.47
577 35.44 73.07 10.89 166.35 27.85
578 35.49 62.81 9.31 57.87 47.56
579 35.61 57.17 8.62 18.67 83.35
580 35.67 11.19 5.67 7.22 60.51
581 35.64 49.31 9.05 17.95 96.32
582 35.63 67.94 9.23 74.83 36.14
583 35.90 90.97 8.15 44.93 16.77
584 35.85 87.85 13.62 86.66 22.60
585 36.17 16.29 7.36 14.36 105.02
586 35.81 39.38 8.29 16.34 112.26
587 35.78 52.02 8.58 19.98 88.15
588 35.92 54.44 8.72 22.72 67.65
589 36.15 70.84 12.22 172.34 30.41
590 36.29 18.74 6.20 11.96 94.07
591 36.03 74.05 10.54 164.92 29.59
592 36.30 23.07 7.52 13.84 118.07
593 36.28 25.22 8.60 19.89 114.91
594 36.32 76.52 14.72 180.38 26.81
595 36.24 7.87 4.65 10.10 21.84
596 36.61 59.71 11.77 122.96 38.14
597 36.45 79.56 13.74 135.84 27.02
598 36.54 85.43 14.73 98.72 22.75
599 36.49 62.43 13.83 161.23 32.20
600 36.54 27.77 8.56 19.72 100.04
601 36.46 47.38 11.10 24.53 102.96
602 36.59 36.39 9.82 23.48 77.32
603 36.75 65.05 12.04 164.79 32.45
604 36.53 57.01 11.53 121.96 34.92
605 36.64 49.87 9.89 95.85 52.42
606 36.56 38.69 10.97 45.70 60.30
607 36.69 67.92 13.04 152.47 29.54
608 36.80 52.52 11.30 150.75 41.20
609 36.93 82.39 16.92 102.89 22.04
610 36.93 9.62 6.82 30.97 21.28
611 36.96 11.61 6.91 45.33 26.42
612 36.95 21.16 8.73 31.49 74.27
613 36.82 40.50 9.89 49.64 61.50
614 37.24 55.08 11.32 203.27 30.56
615 37.72 45.50 14.58 170.21 40.52
616 37.15 73.67 17.20 154.16 29.15
617 37.17 88.81 16.92 56.10 20.67
618 37.07 91.86 8.23 18.00 17.13
619 37.31 17.01 9.92 45.92 28.37
620 37.42 42.88 11.55 154.33 41.37
621 37.46 70.02 16.41 132.87 27.06
622 37.48 28.92 10.56 107.56 37.92
623 37.48 47.93 14.94 174.29 39.39
624 37.64 32.34 10.64 130.45 37.87
625 37.59 77.55 21.67 122.29 24.54
626 37.62 24.22 10.51 110.65 39.66
