#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
kf9 14A 8 even-skipped Kruppel hunchback

#Quantitative data
#<Nucleus number> <A-P coordinate> <D-V coordinate> <Fluorescence intensity: channel 1 - eve, channel 2 - Kr, channel 3 - hb>
1226 56.99 32.04 198.74 148.81 8.66
1227 56.98 43.81 202.23 151.89 8.76
1228 56.99 67.50 223.07 140.98 7.59
1229 57.12 28.64 204.06 146.41 8.15
1230 56.92 9.48 95.74 82.26 4.76
1231 57.18 37.39 213.18 140.89 8.55
1232 57.18 71.46 186.23 130.92 5.41
1233 57.21 52.46 174.45 147.61 8.42
1234 57.10 78.65 169.27 106.80 4.88
1235 57.24 41.66 203.40 142.26 8.94
1236 57.24 60.82 198.89 127.66 7.56
1237 57.20 65.04 212.89 128.03 6.98
1238 57.14 73.73 181.52 134.46 6.27
1239 57.36 62.82 193.81 137.64 7.56
1240 57.38 58.48 201.68 140.45 8.17
1241 57.48 83.93 160.52 91.38 4.56
1242 57.71 13.42 137.07 90.70 5.52
1243 57.79 30.28 159.72 141.22 7.74
1244 57.71 54.96 139.61 132.72 7.41
1245 57.84 50.19 171.70 121.71 7.80
1246 57.90 89.32 156.60 88.08 4.14
1247 57.78 19.68 181.10 115.18 6.83
1248 57.80 24.53 157.08 129.37 7.20
1249 57.88 35.23 173.57 139.11 7.79
1250 57.84 16.78 159.88 101.05 6.05
1251 57.89 22.16 154.07 124.03 6.46
1252 57.96 92.39 89.41 57.25 2.37
1253 57.96 4.66 43.91 43.57 1.70
1254 57.89 39.57 172.42 136.46 7.74
1255 57.86 76.22 146.33 113.77 5.08
1256 57.87 81.28 164.48 103.05 4.47
1257 58.00 10.31 107.64 77.64 4.85
1258 57.94 46.92 182.99 129.62 8.18
1259 57.92 69.18 176.32 114.27 5.77
1260 58.10 26.99 128.32 132.89 7.22
1261 58.12 94.75 49.95 32.28 1.39
1262 58.12 86.03 113.65 85.39 4.60
1263 58.14 7.66 86.01 66.97 4.38
1264 58.12 32.96 123.12 136.23 8.55
1265 58.21 44.18 120.41 137.09 8.71
1266 58.16 66.58 139.01 118.88 7.08
1267 58.25 72.88 156.97 103.08 5.37
1268 58.47 57.02 107.57 122.30 6.28
1269 58.22 79.33 135.03 83.27 4.19
1270 58.41 59.76 157.06 119.85 6.54
1271 58.47 52.79 122.96 122.89 7.10
1272 58.48 64.31 145.26 104.60 6.05
1273 58.52 41.83 102.07 128.30 7.54
1274 58.54 37.42 111.47 124.33 7.54
1275 58.66 62.09 126.18 110.51 6.16
1276 58.62 78.42 109.57 96.51 4.07
1277 58.80 28.72 85.91 121.48 6.85
1278 58.87 48.50 112.25 119.02 7.60
1279 58.91 70.40 133.70 107.82 5.26
1280 58.82 83.08 105.56 96.98 4.65
1281 58.88 31.07 74.37 120.26 7.10
1282 58.92 74.91 95.30 106.06 4.22
1283 58.96 90.35 68.72 63.85 3.06
1284 59.05 15.34 91.16 83.69 4.74
1285 59.01 18.05 102.90 97.62 6.08
1286 58.96 20.58 108.50 104.81 5.19
1287 59.04 12.42 101.46 82.75 4.79
1288 59.20 23.13 90.76 100.08 5.61
1289 58.99 25.45 63.37 109.12 6.01
1290 59.18 54.62 70.15 106.10 6.17
1291 59.12 35.43 72.21 112.89 6.30
1292 59.13 67.71 94.52 107.63 5.83
1293 59.10 45.86 82.89 118.45 6.86
1294 59.15 50.82 93.66 115.48 7.35
1295 59.15 39.42 66.09 112.54 6.72
1296 59.44 5.56 33.23 42.20 2.12
1297 59.42 9.17 66.73 56.29 3.90
1298 59.34 80.93 68.24 87.30 4.69
1299 59.28 33.26 66.76 108.03 6.35
1300 59.44 77.05 60.30 99.73 4.21
1301 59.46 85.65 85.99 84.67 3.57
1302 59.88 92.72 37.45 52.96 2.14
1303 59.49 65.31 66.29 103.93 5.71
1304 59.62 43.72 62.23 111.84 6.17
1305 59.57 58.74 77.54 104.17 5.69
1306 59.55 72.75 66.79 100.27 4.62
1307 59.71 27.23 45.03 105.83 6.00
1308 59.70 41.55 48.65 103.52 6.43
1309 59.80 56.44 55.12 100.75 5.04
1310 59.84 60.99 62.59 108.58 5.28
1311 59.85 78.97 50.18 81.45 4.55
1312 59.64 87.85 55.15 60.29 2.12
1313 59.98 63.05 55.43 106.50 4.87
1314 59.90 29.68 45.10 96.33 5.84
1315 59.93 37.28 50.68 99.38 5.26
1316 60.01 52.51 63.54 98.56 5.82
1317 59.98 47.15 53.88 93.12 5.48
1318 60.19 21.16 39.08 82.00 5.21
1319 60.15 24.97 39.06 91.67 5.20
1320 60.14 31.83 45.20 94.96 5.02
1321 60.11 49.67 55.00 91.30 5.96
1322 60.16 68.98 45.72 94.75 4.26
1323 60.27 10.95 48.43 58.43 4.09
1324 60.28 16.46 59.50 72.33 4.71
1325 60.33 19.15 38.80 72.17 4.40
1326 60.29 83.36 42.45 79.65 3.33
1327 60.26 71.27 48.12 99.49 4.74
1328 60.20 75.21 41.92 85.76 3.88
1329 60.29 13.67 41.18 64.39 3.55
1330 60.10 18.25 40.23 80.18 5.32
1331 60.20 34.44 45.50 93.72 5.69
1332 60.29 89.22 35.23 63.03 3.46
1333 60.44 7.48 25.90 43.22 2.97
1334 60.33 39.61 48.41 90.95 5.98
1335 60.43 66.82 43.33 94.80 4.23
1336 60.50 54.52 51.10 92.22 5.54
1337 60.61 44.87 53.81 86.98 5.89
1338 60.76 23.07 33.86 71.16 4.44
1339 60.69 28.17 40.99 84.67 5.15
1340 60.69 57.93 50.10 87.55 5.06
1341 60.75 81.02 35.24 76.13 3.64
1342 60.77 64.70 47.69 83.72 4.76
1343 60.83 86.30 36.65 66.62 2.98
1344 60.80 42.50 48.59 80.01 4.91
1345 60.78 36.11 60.33 77.84 6.06
1346 60.88 78.11 33.83 68.13 3.62
1347 60.88 60.29 47.65 91.65 5.28
1348 61.10 73.31 35.98 75.87 4.15
1349 60.89 51.65 75.56 87.02 5.22
1350 60.90 47.22 63.86 76.85 5.25
1351 60.97 38.29 62.89 81.44 5.02
1352 61.15 26.19 42.49 69.04 4.45
1353 61.05 30.47 44.48 73.43 4.43
1354 61.08 32.71 51.45 81.04 5.15
1355 61.08 94.06 13.84 25.52 1.09
1356 61.05 49.43 64.50 78.90 5.79
1357 61.21 5.98 15.21 27.00 1.66
1358 61.24 56.02 72.86 61.45 4.71
1359 61.13 62.62 55.54 78.90 4.32
1360 61.20 40.71 66.79 69.34 5.28
1361 61.28 70.69 39.20 71.01 3.68
1362 61.30 9.10 21.53 36.30 2.58
1363 61.46 88.76 28.20 56.17 3.09
1364 61.35 15.04 39.12 51.30 4.07
1365 61.27 18.04 33.89 57.45 4.19
1366 61.45 34.80 97.51 57.02 4.20
1367 61.27 75.88 35.56 70.00 3.78
1368 61.36 20.22 38.19 61.14 3.40
1369 61.38 11.69 29.72 51.94 3.64
1370 61.41 68.54 41.37 78.40 4.18
1371 61.52 91.21 21.13 40.53 2.40
1372 61.53 53.55 107.44 57.63 4.61
1373 61.45 66.65 74.27 67.45 4.25
1374 61.60 83.63 29.13 61.82 3.04
1375 61.56 16.97 30.03 55.47 3.53
1376 61.65 24.41 55.64 58.80 4.43
1377 61.72 44.28 114.86 51.10 4.92
1378 61.64 46.23 111.56 57.06 4.69
1379 61.59 58.77 70.73 74.38 4.32
1380 61.66 28.63 71.75 64.34 4.89
1381 61.82 37.21 156.22 48.94 4.27
1382 61.74 22.10 49.96 59.79 4.38
1383 61.87 50.84 163.02 55.26 4.07
1384 61.84 61.00 118.55 61.20 4.18
1385 62.00 39.62 139.66 48.34 4.28
1386 62.08 48.40 192.61 50.18 4.23
1387 61.85 64.50 116.93 52.07 3.84
1388 61.71 79.74 24.26 52.26 3.09
1389 62.09 42.25 152.84 47.59 4.38
1390 62.17 57.17 160.06 46.97 3.68
1391 61.98 77.64 34.08 54.84 2.88
1392 61.99 81.10 32.03 59.69 3.14
1393 62.09 86.15 31.51 49.31 2.88
1394 62.00 30.93 98.35 53.68 4.04
1395 62.06 92.94 14.94 22.32 1.33
1396 61.86 7.32 24.56 24.33 2.33
1397 62.17 13.26 56.38 39.66 3.21
1398 62.33 26.77 109.34 44.55 3.60
1399 62.27 33.34 150.87 43.24 3.57
1400 62.27 6.31 18.38 22.51 1.54
1401 62.16 72.55 42.30 63.46 3.47
1402 62.36 18.70 68.60 39.89 3.02
1403 62.15 74.86 46.70 59.98 3.33
1404 62.47 54.89 165.12 42.74 4.26
1405 62.51 62.69 188.64 46.75 3.95
1406 62.26 70.54 62.54 63.91 4.00
1407 62.49 68.76 118.06 45.53 3.61
1408 62.50 8.49 32.25 24.93 2.40
1409 62.29 15.28 51.85 40.48 3.00
1410 62.48 66.43 161.10 44.29 3.35
1411 62.65 21.12 82.92 37.60 2.97
1412 62.44 16.55 48.88 43.74 3.35
1413 62.66 59.32 166.65 45.69 4.03
1414 62.61 23.63 101.41 41.47 3.39
1415 62.68 52.21 204.05 44.86 4.35
1416 62.60 88.63 30.65 47.62 2.33
1417 62.59 91.06 22.92 33.47 2.29
1418 62.75 29.09 127.69 42.86 3.23
1419 62.80 35.85 169.38 40.67 3.84
1420 62.83 46.47 202.95 41.30 3.78
1421 62.60 83.71 44.95 51.34 3.14
1422 62.93 44.23 204.18 43.20 3.79
1423 62.89 11.09 69.80 31.59 3.15
1424 62.78 79.85 54.20 48.82 2.70
1425 63.02 40.92 197.95 39.75 3.62
1426 63.07 38.42 203.70 39.67 3.69
1427 63.01 77.38 92.88 40.82 2.42
1428 63.02 74.53 108.34 39.96 2.63
1429 63.10 31.66 170.01 40.54 3.40
1430 63.18 49.84 212.64 44.33 3.91
1431 63.22 64.64 207.03 38.43 3.36
1432 63.05 71.58 124.60 44.70 3.13
1433 63.23 15.15 77.60 31.03 2.92
1434 63.35 61.07 213.18 40.87 3.49
1435 63.14 86.66 66.71 32.39 2.27
1436 63.38 25.39 176.08 36.32 3.30
1437 63.17 81.22 65.37 41.89 2.52
1438 63.64 84.96 103.03 33.89 2.41
1439 63.51 17.45 113.82 26.95 2.77
1440 63.33 93.06 31.69 16.48 0.97
1441 63.46 34.22 176.64 34.67 3.61
1442 63.48 53.45 211.03 39.57 3.45
1443 63.42 57.41 213.73 40.50 3.94
1444 63.62 67.05 193.36 34.80 3.13
1445 63.75 19.97 130.03 30.83 2.89
1446 63.45 83.53 105.02 34.28 2.00
1447 63.70 89.65 76.69 27.57 2.18
1448 63.55 9.04 76.41 20.94 1.94
1449 63.78 27.57 166.03 34.16 3.53
1450 63.76 42.76 187.79 36.00 3.71
1451 63.90 55.43 214.74 39.87 3.85
1452 63.81 69.40 185.00 38.60 2.80
1453 63.72 7.86 57.32 16.44 1.91
1454 63.43 11.60 80.33 30.89 3.56
1455 63.93 48.02 200.14 36.15 3.30
1456 63.87 22.79 133.57 29.80 2.73
1457 63.91 30.07 186.84 33.80 3.49
1458 63.94 37.12 178.14 34.34 3.82
1459 63.96 79.37 146.42 32.32 2.50
1460 64.04 62.96 197.11 32.32 3.13
1461 63.99 45.56 211.58 35.81 3.58
1462 64.18 51.64 205.46 33.99 4.03
1463 64.11 59.09 219.33 34.07 3.17
1464 64.06 9.91 78.05 20.77 2.65
1465 64.07 74.10 175.42 32.86 3.03
1466 64.08 39.89 178.14 32.16 3.33
1467 64.14 76.60 158.53 31.07 2.58
1468 64.21 82.10 158.64 32.18 2.31
1469 64.24 71.78 190.09 34.80 2.67
1470 64.28 32.60 175.24 30.65 2.88
1471 64.74 91.42 87.39 18.61 1.70
1472 64.28 12.57 111.71 22.98 2.52
1473 64.57 86.56 149.71 28.11 2.33
1474 64.46 64.98 167.25 31.42 2.97
1475 64.54 25.12 174.82 25.66 3.19
1476 64.52 35.03 159.49 29.91 3.55
1477 64.65 15.68 131.20 22.24 2.50
1478 64.69 61.08 185.60 31.58 2.95
1479 64.78 49.92 155.82 30.89 3.70
1480 64.85 56.74 193.35 32.98 3.22
1481 64.89 21.28 145.05 25.06 2.89
1482 64.80 42.05 149.50 30.02 3.34
1483 64.74 67.42 205.78 29.55 3.20
1484 65.09 18.37 156.31 21.83 2.29
1485 64.85 28.51 137.99 29.44 2.96
1486 64.88 44.19 167.85 31.85 3.84
1487 64.77 53.91 163.43 35.82 3.94
1488 65.11 30.88 163.19 26.85 3.30
1489 65.07 37.59 151.37 27.43 3.32
1490 65.09 46.64 160.35 32.79 3.64
1491 65.27 88.54 118.96 22.48 2.39
1492 65.16 70.12 187.01 27.66 2.76
1493 65.18 9.86 74.71 15.03 1.89
1494 65.08 84.57 165.32 23.26 1.98
1495 65.28 39.95 140.46 27.15 3.28
1496 65.25 78.03 133.96 26.21 2.57
1497 65.39 23.58 129.66 22.93 2.49
1498 65.22 73.51 144.69 27.26 2.53
1499 65.41 26.48 123.66 23.57 2.49
1500 65.42 58.94 173.87 29.66 3.65
1501 65.22 76.06 138.17 27.66 2.28
1502 65.28 81.33 148.60 25.46 2.41
1503 65.37 63.20 122.06 27.39 2.72
1504 65.29 79.57 136.39 26.30 2.72
1505 65.49 13.01 103.96 17.61 2.95
1506 65.52 33.06 122.52 26.48 2.70
1507 65.50 52.40 109.47 29.97 3.73
1508 65.67 48.72 117.25 27.52 3.53
1509 65.58 65.35 152.74 26.68 2.65
1510 65.67 83.68 148.04 24.26 2.00
1511 65.59 35.33 111.82 27.34 2.91
1512 65.71 54.78 125.71 29.21 3.18
1513 65.88 61.24 111.16 25.24 3.37
1514 65.84 68.10 166.50 27.39 2.83
1515 66.01 29.64 92.80 23.51 2.84
1516 65.92 42.08 98.77 26.78 3.18
1517 66.00 44.54 106.46 26.98 3.60
1518 66.11 15.43 101.61 15.95 2.08
1519 66.11 20.17 113.67 19.60 2.75
1520 66.08 56.99 115.92 26.79 2.91
1521 66.06 72.29 137.34 24.68 2.30
1522 65.78 91.92 73.56 13.78 1.56
1523 66.21 86.52 147.33 19.76 1.94
1524 66.16 92.89 52.44 10.41 0.97
1525 66.18 38.72 74.79 25.55 2.77
1526 66.26 50.93 87.21 27.04 3.31
1527 65.94 89.64 107.14 17.36 1.95
1528 66.26 74.31 135.75 24.19 1.83
1529 66.35 46.83 83.93 26.72 3.78
1530 66.26 90.65 86.57 15.66 1.88
1531 66.19 22.14 99.77 20.32 2.94
1532 66.39 27.47 94.23 23.31 2.83
1533 66.42 36.72 64.13 23.70 2.78
1534 66.50 70.61 153.75 25.95 2.14
1535 66.47 76.64 156.02 24.66 2.36
1536 66.63 79.79 141.31 22.45 1.96
1537 66.49 17.44 78.62 18.89 2.65
1538 66.57 31.92 68.27 21.31 2.66
1539 66.35 33.88 67.87 23.61 2.48
1540 66.58 25.22 86.71 20.88 2.35
1541 66.66 64.13 83.19 23.56 2.97
1542 66.56 66.39 86.92 23.27 2.45
1543 66.57 12.15 51.77 13.77 1.92
1544 66.52 23.26 92.90 19.45 2.71
1545 66.69 59.50 76.20 25.16 2.92
1546 66.71 53.02 59.59 26.97 3.18
1547 67.10 88.97 105.41 15.81 2.00
1548 66.84 40.48 67.82 25.73 3.48
1549 66.74 34.74 59.93 20.58 2.91
1550 66.61 10.00 45.86 7.79 2.93
1551 66.91 55.11 80.29 26.36 2.89
1552 66.90 49.23 70.17 25.78 3.28
1553 67.04 83.75 124.68 18.44 1.70
1554 67.12 61.67 57.63 23.70 2.94
1555 66.96 42.79 60.06 26.53 3.11
1556 67.01 68.64 92.59 24.42 2.45
1557 67.18 91.57 62.48 11.42 1.51
1558 67.06 45.11 59.34 26.02 3.64
1559 67.36 14.36 52.48 14.46 2.37
1560 67.16 29.61 61.09 19.35 2.75
1561 67.22 57.26 67.96 24.33 2.95
1562 67.20 19.21 56.00 16.25 2.36
1563 67.23 72.74 99.55 19.84 2.26
1564 67.26 9.08 29.34 8.90 1.55
1565 67.08 10.93 46.35 10.40 2.09
1566 67.28 38.11 49.65 22.55 3.02
1567 67.56 21.52 59.45 16.67 2.38
1568 67.38 33.33 50.80 20.58 2.04
1569 67.73 46.74 66.35 24.19 3.30
1570 67.41 51.47 57.18 23.93 3.22
1571 67.45 27.00 53.20 19.13 2.43
1572 67.53 36.09 55.92 20.78 2.52
1573 67.47 75.20 76.11 19.63 2.37
1574 67.32 86.49 106.54 18.03 1.89
1575 67.63 24.44 51.94 17.59 2.57
1576 67.54 65.44 57.33 19.99 2.63
1577 67.44 82.52 107.13 17.63 2.33
1578 67.79 17.12 44.75 15.15 2.29
1579 67.67 80.85 95.30 18.94 1.71
1580 67.74 31.70 56.52 21.20 2.68
1581 67.80 58.95 58.39 23.12 2.69
1582 67.83 78.08 84.58 17.26 2.14
1583 67.79 40.98 53.47 22.81 2.84
1584 67.91 67.87 58.86 20.36 2.51
1585 67.83 43.80 68.14 22.70 3.06
1586 67.91 54.35 54.23 22.80 3.04
1587 67.92 70.53 63.07 19.29 2.29
1588 67.93 11.06 32.69 11.08 1.93
1589 68.19 12.36 34.08 12.24 2.42
1590 68.16 50.18 73.49 22.66 3.14
1591 67.98 86.30 88.80 18.20 1.61
1592 68.16 29.33 52.30 17.90 2.39
1593 68.12 63.66 49.20 22.32 2.70
1594 68.12 81.91 89.75 17.56 1.67
1595 68.33 34.03 73.40 21.18 2.71
1596 68.42 52.41 87.65 23.68 3.21
1597 68.26 56.55 54.80 23.58 3.14
1598 68.31 19.45 41.80 16.07 2.54
1599 68.31 73.52 50.47 17.69 2.18
1600 68.52 83.97 77.95 16.27 1.86
1601 68.30 38.49 72.23 21.94 3.32
1602 68.52 90.52 48.78 12.52 1.68
1603 68.31 26.83 50.38 17.74 2.68
1604 68.64 88.25 61.94 13.32 1.89
1605 68.47 66.60 43.53 20.43 2.27
1606 68.40 76.02 50.22 18.43 2.18
1607 68.55 15.00 38.40 12.51 1.99
1608 68.69 36.34 101.87 20.75 3.21
1609 68.75 42.83 143.09 21.76 3.46
1610 68.71 48.12 109.68 22.81 3.13
1611 68.59 60.19 73.07 20.16 2.75
1612 68.87 45.34 159.50 21.77 3.14
1613 68.72 24.90 63.90 16.39 3.00
1614 68.88 40.40 126.99 23.18 3.38
1615 68.85 31.61 96.22 17.89 3.17
1616 68.71 17.58 43.43 14.45 2.55
1617 68.92 57.86 90.23 20.77 2.98
1618 69.01 62.58 71.01 19.22 2.90
1619 69.11 29.14 117.01 18.68 2.85
1620 69.14 55.74 96.40 20.05 3.05
1621 69.17 71.09 43.18 16.81 2.74
1622 68.84 77.36 45.32 15.82 1.86
1623 69.04 11.62 31.47 9.00 1.72
1624 69.37 53.51 168.26 22.87 2.93
1625 69.34 50.48 172.83 23.57 3.25
1626 69.38 20.03 75.70 14.61 2.33
1627 69.41 26.81 136.50 16.40 2.92
1628 69.49 33.90 162.48 20.06 3.43
1629 69.30 74.96 37.21 16.33 2.31
1630 69.62 22.95 125.03 15.28 2.58
1631 69.67 38.31 186.37 20.62 2.90
1632 69.51 15.18 53.97 12.90 2.19
1633 69.40 58.37 104.64 24.00 2.64
1634 69.59 72.68 39.56 17.79 2.19
1635 69.53 87.10 30.92 11.74 2.08
1636 69.59 60.60 165.08 20.92 2.69
1637 69.49 77.80 40.13 15.16 2.01
1638 69.84 35.96 190.14 19.59 3.08
1639 69.78 47.31 190.58 23.65 3.60
1640 69.66 11.15 33.47 7.90 1.03
1641 69.83 42.31 183.95 22.20 3.23
1642 69.99 84.70 39.24 13.20 1.78
1643 69.89 69.30 51.98 19.20 2.05
1644 69.66 85.70 39.25 12.81 1.44
1645 70.02 17.97 94.38 13.73 2.38
1646 69.80 82.12 43.84 14.73 1.89
1647 70.12 32.11 188.18 18.57 2.61
1648 70.11 44.54 217.24 23.31 3.43
1649 70.08 64.67 113.60 18.61 2.80
1650 70.17 40.36 200.01 23.03 3.02
1651 70.26 25.13 167.28 16.35 2.60
1652 70.21 12.96 70.84 10.47 2.43
1653 70.26 29.83 181.18 17.77 2.90
1654 70.25 55.27 210.28 21.21 2.82
1655 70.34 57.28 190.60 20.20 2.99
1656 70.42 51.66 217.43 23.64 3.61
1657 70.40 62.20 176.32 20.78 2.66
1658 70.06 73.87 38.97 18.37 2.80
1659 70.48 49.24 221.47 21.95 3.41
1660 70.41 59.24 194.54 20.35 2.68
1661 70.31 79.43 45.42 15.12 1.93
1662 70.36 75.45 39.34 16.31 2.05
1663 70.38 20.64 128.91 14.48 2.02
1664 70.53 27.65 178.11 17.55 2.73
1665 70.37 71.38 51.79 16.52 2.20
1666 70.33 77.54 35.27 14.14 1.54
1667 70.73 87.18 29.10 11.54 1.56
1668 70.61 67.58 127.80 17.46 2.25
1669 70.44 82.89 35.54 12.14 1.97
1670 70.62 80.83 43.22 13.42 1.86
1671 70.82 15.98 110.15 12.08 2.19
1672 70.86 46.52 215.09 21.50 3.22
1673 70.75 11.42 64.15 10.30 2.19
1674 70.93 34.26 187.62 19.59 3.54
1675 70.90 37.13 185.82 20.90 2.84
1676 71.05 53.86 215.48 22.19 3.57
1677 71.30 73.86 91.92 15.81 2.19
1678 71.11 23.42 174.49 14.83 2.35
1679 71.05 42.28 207.21 21.42 3.98
1680 70.87 21.34 129.69 13.41 2.14
1681 71.20 69.48 140.69 16.54 2.50
1682 71.12 39.43 181.78 20.24 3.55
1683 71.19 63.83 215.00 20.22 2.91
1684 71.30 18.98 160.43 14.29 2.06
1685 71.23 30.95 176.55 16.89 3.41
1686 71.08 82.16 40.08 12.56 1.72
1687 71.04 83.69 34.93 11.86 2.21
1688 71.36 85.20 32.84 12.66 1.87
1689 71.36 66.00 196.84 18.52 2.67
1690 71.33 78.52 64.89 14.63 1.90
1691 71.50 44.39 203.36 21.56 3.75
1692 71.42 60.49 205.84 20.11 2.38
1693 71.58 71.59 151.03 17.23 2.21
1694 71.56 26.00 177.08 15.84 2.86
1695 71.62 55.97 195.74 20.64 3.13
1696 71.66 57.98 205.64 19.67 2.98
1697 71.70 28.50 164.98 17.38 2.71
1698 71.72 48.11 172.48 20.66 3.75
1699 71.52 50.17 200.08 23.72 3.38
1700 71.83 12.08 80.21 10.09 2.42
1701 71.79 52.11 200.66 21.88 3.86
1702 71.89 32.60 152.34 17.33 3.21
1703 72.04 21.74 172.18 14.12 2.91
1704 71.87 36.28 135.20 18.94 4.44
1705 72.07 81.84 64.64 12.43 1.83
1706 72.12 14.50 110.20 10.81 2.58
1707 72.01 62.72 206.80 19.44 3.06
1708 72.08 41.13 139.13 19.22 4.44
1709 72.19 17.07 142.99 13.51 3.08
1710 72.22 77.18 127.69 14.94 2.21
1711 72.20 86.26 30.98 9.89 1.74
1712 72.25 38.76 138.47 19.29 4.37
1713 72.33 67.67 194.11 18.81 2.46
1714 72.32 46.43 132.04 21.02 3.85
1715 72.43 34.39 110.23 18.51 4.33
1716 72.37 54.12 170.74 21.16 4.10
1717 72.43 30.23 130.96 16.41 3.68
1718 72.21 49.91 182.97 22.23 3.89
1719 72.48 24.30 145.21 15.32 3.49
1720 72.65 19.69 148.62 13.70 2.71
1721 72.52 59.11 181.23 20.28 3.39
1722 72.51 65.27 195.10 16.82 2.41
1723 72.57 69.95 198.03 15.83 2.37
1724 72.45 74.87 161.34 13.79 2.19
1725 72.43 79.81 96.85 12.95 2.12
1726 72.59 88.90 18.90 8.50 1.47
1727 72.65 44.10 118.39 20.85 4.29
1728 72.77 61.21 195.11 19.64 3.28
1729 72.74 26.92 99.55 14.74 2.88
1730 72.82 72.64 184.43 16.25 2.17
1731 72.88 51.23 128.31 21.05 3.92
1732 72.96 56.34 149.84 19.80 3.51
1733 72.96 36.93 80.64 18.52 4.40
1734 73.22 49.03 103.48 18.25 4.92
1735 73.09 41.97 91.98 19.14 4.08
1736 73.20 32.16 83.13 16.34 5.13
1737 73.43 15.00 82.88 11.23 3.01
1738 73.28 63.46 169.21 17.61 2.82
1739 73.10 79.52 123.21 12.72 1.58
1740 73.29 86.31 44.06 9.49 1.86
1741 73.35 13.19 57.11 9.25 1.91
1742 73.37 28.74 77.63 14.96 4.54
1743 73.16 75.26 184.86 15.69 2.20
1744 73.57 83.50 86.56 11.63 1.98
1745 73.49 17.63 96.22 11.50 3.39
1746 73.55 21.64 80.43 12.64 3.71
1747 73.49 39.35 78.99 18.38 5.06
1748 73.55 81.48 139.58 12.31 1.84
1749 73.45 53.78 120.63 20.17 3.88
1750 73.46 46.47 94.93 19.02 4.59
1751 73.48 77.29 175.52 15.07 2.06
1752 73.52 24.29 81.63 14.23 4.27
1753 73.64 34.75 64.84 17.41 6.49
1754 73.60 58.45 118.70 17.86 4.11
1755 73.72 65.75 145.81 16.24 2.83
1756 73.59 68.20 170.41 16.82 2.48
1757 73.82 88.42 28.65 7.59 1.40
1758 73.77 70.88 168.22 16.36 2.74
1759 73.57 84.73 69.91 10.96 2.00
1760 73.56 18.63 101.62 12.92 2.92
1761 73.88 44.29 66.21 18.23 6.80
1762 73.82 61.18 122.26 18.07 3.53
1763 74.08 26.61 60.19 13.79 5.55
1764 74.04 51.70 85.52 21.52 5.28
1765 74.08 73.82 168.10 14.71 2.09
1766 74.11 36.77 54.62 18.21 7.42
1767 74.35 19.59 67.09 11.52 4.60
1768 73.90 41.77 56.52 19.74 7.94
1769 74.24 79.06 161.79 13.50 2.03
1770 74.29 30.76 55.40 15.71 6.76
1771 74.31 56.64 91.15 18.75 4.77
1772 74.28 48.03 59.08 22.23 6.32
1773 74.37 33.12 49.23 16.91 8.53
1774 74.49 39.89 45.92 19.02 8.64
1775 74.37 42.46 54.40 20.71 7.31
1776 74.66 50.04 58.36 20.66 6.56
1777 74.46 63.53 117.40 15.76 3.32
1778 74.47 85.55 79.86 10.31 2.14
1779 74.45 54.51 67.21 19.98 5.18
1780 74.57 23.22 50.66 12.71 6.25
1781 74.71 16.26 48.72 11.17 4.08
1782 74.63 28.55 42.49 14.07 6.33
1783 74.65 67.34 116.93 14.83 3.09
1784 74.69 76.23 166.57 13.08 2.44
1785 74.72 87.50 53.42 7.49 1.47
1786 74.77 38.14 46.85 18.06 11.65
1787 74.46 40.88 50.10 16.10 8.20
1788 74.81 45.98 49.96 17.38 8.80
1789 74.79 69.52 116.06 14.65 2.37
1790 74.88 58.71 67.11 18.27 5.00
1791 74.90 61.07 79.07 17.64 4.11
1792 74.91 81.52 171.11 12.00 1.93
1793 74.94 71.25 126.86 14.93 2.26
1794 75.21 83.66 118.80 9.73 2.05
1795 75.09 35.56 47.99 16.50 12.66
1796 74.84 21.15 47.88 11.31 7.69
1797 75.07 43.95 46.65 19.15 9.72
1798 75.05 25.34 36.32 12.84 8.89
1799 75.13 52.68 50.12 18.38 7.41
1800 75.31 65.33 95.20 16.41 3.89
1801 75.14 73.09 133.12 14.01 2.26
1802 74.99 40.58 49.50 17.17 9.00
1803 75.42 41.76 49.17 18.60 13.25
1804 75.25 55.18 50.12 19.33 7.70
1805 75.32 32.67 43.88 15.33 13.30
1806 75.31 78.54 164.24 12.70 1.97
1807 75.34 21.28 39.81 12.42 7.12
1808 75.46 30.13 45.77 15.13 11.43
1809 75.36 48.10 45.32 19.44 11.03
1810 75.23 57.02 53.64 18.91 6.00
1811 75.56 27.85 42.75 14.60 12.49
1812 75.76 23.37 44.14 12.32 10.15
1813 75.65 39.61 58.33 17.97 17.40
1814 75.82 63.14 63.96 16.65 3.69
1815 75.62 56.09 49.26 18.26 7.67
1816 75.87 68.37 83.91 14.84 3.22
1817 75.62 74.64 124.96 12.38 2.09
1818 75.95 37.51 66.09 16.66 19.55
1819 75.80 50.45 47.21 18.98 12.40
1820 75.95 46.01 55.57 18.27 16.47
1821 75.95 54.05 39.41 17.76 12.90
1822 75.98 60.69 51.57 17.17 6.17
1823 76.16 35.54 98.29 17.61 19.91
1824 76.01 58.06 41.85 17.27 8.18
1825 76.13 76.40 136.09 13.34 2.54
1826 76.14 25.92 69.39 12.60 20.02
1827 76.20 84.84 101.00 9.61 1.91
1828 75.92 79.22 167.17 12.74 2.31
