#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
tim15 14A 8 even-skipped Kruppel giant
166 18.60 20.75 26.66 12.26 68.75
167 18.61 79.43 23.85 3.27 40.78
168 18.92 31.81 48.88 29.57 156.34
169 18.82 48.53 49.79 23.72 202.43
170 18.79 54.28 54.13 20.25 141.17
171 18.78 39.90 46.03 21.31 196.31
172 18.93 60.64 50.09 10.49 49.36
173 18.96 26.90 43.73 27.07 135.72
174 19.04 63.75 48.51 9.90 38.80
175 18.96 66.58 49.01 8.27 36.81
176 19.19 37.31 56.23 28.65 209.56
177 19.12 57.17 54.08 22.96 82.66
178 19.26 71.33 45.09 7.01 40.80
179 19.49 15.25 16.36 5.37 54.63
180 19.39 34.18 56.47 35.88 198.10
181 19.54 74.29 39.51 5.85 67.68
182 19.52 51.67 49.40 19.84 181.07
183 19.48 45.63 47.46 16.05 210.06
184 19.72 29.45 50.97 26.57 190.09
185 19.75 68.64 44.73 8.36 37.53
186 19.73 42.70 50.76 19.02 217.24
187 19.71 77.76 34.90 4.70 53.59
188 19.64 80.52 18.93 2.58 29.87
189 19.88 20.35 34.08 11.35 132.47
190 19.84 23.47 43.28 21.48 180.35
191 19.99 17.56 24.58 8.17 103.02
192 19.91 40.20 51.97 22.51 213.44
193 20.13 49.26 50.56 18.18 214.08
194 20.24 62.05 51.98 10.40 55.08
195 20.20 54.60 51.87 28.28 139.48
196 20.17 59.17 52.39 17.31 71.76
197 20.36 27.00 49.77 23.71 207.27
198 20.29 65.19 45.06 8.44 41.62
199 20.51 35.40 55.99 29.72 220.54
200 20.59 32.05 52.36 24.26 204.88
201 20.71 47.00 51.42 16.80 226.40
202 20.77 38.57 57.00 20.64 230.56
203 20.68 70.83 43.32 6.84 58.50
204 20.78 44.37 55.69 20.25 219.20
205 20.70 75.70 41.56 6.52 48.08
206 20.48 80.12 26.36 3.32 30.25
207 21.01 57.01 53.97 18.84 102.87
208 20.93 51.81 54.10 19.95 187.44
209 21.14 15.18 19.84 7.07 78.27
210 20.99 78.33 30.30 4.58 40.06
211 21.08 24.67 46.74 17.82 207.48
212 21.18 41.59 53.41 20.29 212.87
213 21.24 18.47 32.06 11.04 156.14
214 21.09 21.67 38.51 13.52 176.37
215 21.15 68.01 49.10 8.69 45.17
216 20.87 73.37 44.76 6.12 37.82
217 21.26 29.54 46.49 21.29 208.10
218 21.44 60.00 53.99 13.76 69.16
219 21.52 62.84 49.05 10.33 56.38
220 21.64 80.59 34.09 4.43 28.89
221 21.60 54.22 52.73 16.94 145.94
222 21.66 65.48 51.96 9.56 52.71
223 21.64 49.18 56.54 15.70 198.76
224 21.46 73.09 43.96 7.02 43.46
225 21.74 33.65 60.33 23.59 227.88
226 21.72 36.66 54.45 24.05 228.83
227 21.56 83.52 18.73 2.64 25.13
228 21.89 27.26 48.74 17.01 199.31
229 22.12 46.48 54.09 15.84 214.69
230 22.13 39.49 60.91 20.05 235.72
231 22.08 43.91 49.96 17.32 204.41
232 22.05 75.70 38.82 5.98 57.97
233 22.15 69.71 48.90 9.50 45.14
234 22.19 23.58 44.30 15.96 195.77
235 22.53 31.20 59.86 28.14 228.21
236 22.39 51.56 60.10 18.52 173.69
237 22.39 56.15 53.80 14.02 124.92
238 22.51 20.07 40.52 13.42 167.25
239 22.60 13.31 16.74 5.47 57.12
240 22.37 78.33 34.84 4.78 36.69
241 22.63 58.76 51.17 13.38 86.24
242 22.68 67.36 48.92 9.77 55.74
243 22.56 16.92 28.68 9.95 114.55
244 22.79 41.98 59.90 16.84 212.80
245 22.72 72.36 45.61 7.58 52.80
246 22.83 83.59 28.70 3.79 39.08
247 22.85 61.53 52.59 10.66 86.23
248 22.86 64.34 53.37 9.81 62.85
249 22.92 80.51 38.92 5.27 46.33
250 23.14 29.32 56.49 21.43 205.72
251 23.10 34.14 57.66 25.28 213.17
252 23.02 37.02 60.47 23.13 227.72
253 23.01 48.74 56.95 15.20 197.45
254 23.14 53.69 57.57 14.36 126.84
255 23.11 26.29 49.56 16.12 197.28
256 22.97 77.67 36.04 5.40 43.36
257 23.41 22.75 49.55 13.55 174.73
258 23.43 45.22 57.92 15.80 177.04
259 23.42 75.46 44.77 6.25 51.17
260 23.65 39.53 59.70 18.66 215.88
261 23.60 69.26 44.71 8.65 68.23
262 23.59 56.57 56.94 12.79 98.72
263 23.70 11.56 11.89 3.49 33.51
264 23.67 13.93 19.63 5.59 52.22
265 23.86 16.52 32.72 8.90 125.69
266 23.85 51.16 56.85 14.91 145.00
267 23.96 19.54 39.44 12.91 139.04
268 23.93 59.81 52.31 10.87 87.12
269 23.95 66.21 51.86 10.16 68.09
270 23.90 71.92 52.01 9.01 66.07
271 24.15 42.32 56.99 18.63 195.80
272 24.20 32.65 61.15 19.40 201.76
273 24.01 63.11 51.48 10.92 77.40
274 24.08 78.65 41.28 4.76 54.00
275 24.10 81.99 34.00 4.95 47.02
276 24.30 27.99 56.87 17.52 204.57
277 24.13 47.72 55.58 16.17 163.87
278 24.19 36.17 58.78 19.85 201.99
279 24.42 24.90 57.18 17.33 182.32
280 24.41 54.05 60.65 13.51 113.07
281 24.20 12.25 11.00 4.00 32.00
282 24.76 21.91 46.75 15.19 151.77
283 24.66 56.94 55.73 12.86 89.37
284 24.89 30.58 59.13 17.41 201.55
285 24.68 73.56 43.94 7.62 83.90
286 24.73 76.24 44.74 6.76 72.61
287 24.92 14.03 26.94 6.72 58.45
288 24.92 44.74 64.40 17.68 151.54
289 24.87 68.13 50.99 10.36 82.92
290 24.99 39.06 61.45 19.73 180.78
291 25.08 49.83 54.06 15.68 126.38
292 24.98 11.90 17.07 4.72 35.80
293 25.10 62.14 55.40 11.04 89.15
294 25.07 64.93 54.04 12.18 87.96
295 25.04 59.45 60.25 13.11 92.09
296 25.20 70.89 48.23 8.83 88.39
297 25.08 83.29 28.89 3.75 57.57
298 25.16 86.85 21.61 2.54 46.66
299 25.37 17.05 37.68 10.39 105.97
300 25.34 52.51 58.96 15.77 108.60
301 25.26 47.17 60.40 16.09 141.88
302 25.30 80.17 37.91 5.07 86.25
303 25.34 35.67 60.41 16.57 199.19
304 25.34 41.96 66.05 18.60 158.74
305 25.56 26.35 59.94 19.63 167.83
306 25.63 20.05 44.64 12.46 127.86
307 25.65 55.01 60.75 16.25 108.95
308 25.82 33.05 61.10 20.78 184.52
309 25.91 76.98 49.50 7.58 132.94
310 25.80 73.60 51.71 8.96 103.94
311 26.02 28.94 57.35 17.17 159.51
312 25.91 57.47 57.84 14.69 99.62
313 25.85 9.97 10.11 3.08 21.79
314 26.04 23.69 56.39 14.79 131.46
315 26.04 66.51 51.53 9.55 105.60
316 26.17 69.18 57.81 9.56 105.87
317 26.05 11.98 16.60 4.88 33.72
318 26.22 37.90 61.25 19.43 168.95
319 26.19 60.34 53.99 11.86 99.95
320 26.21 63.28 53.33 12.53 103.25
321 26.38 40.37 61.77 19.27 140.15
322 26.31 45.49 61.40 16.38 139.36
323 26.18 82.30 38.18 4.52 87.12
324 26.00 83.92 36.50 3.75 81.81
325 26.29 14.31 24.05 7.84 52.64
326 26.46 50.71 60.52 16.98 110.68
327 26.15 85.99 25.93 2.98 61.62
328 26.46 43.05 64.97 19.51 145.69
329 26.47 48.17 58.08 15.08 113.18
330 26.66 31.21 55.76 16.39 144.27
331 26.70 53.11 61.55 15.27 120.68
332 26.55 79.19 84.49 5.77 101.06
333 26.66 17.84 40.42 11.85 91.81
334 26.70 21.32 52.17 14.06 114.95
335 26.77 35.68 70.64 21.24 149.03
336 26.79 71.57 90.88 10.07 123.92
337 26.84 55.44 57.87 14.40 121.47
338 26.85 25.99 60.68 16.38 122.69
339 26.95 74.59 161.90 9.29 120.49
340 27.06 11.88 17.07 4.54 31.48
341 27.04 64.77 56.95 12.90 120.73
342 27.02 58.11 61.46 14.03 130.30
343 27.14 85.28 69.04 3.94 130.52
344 27.05 9.93 11.03 3.78 22.73
345 27.22 82.53 151.87 5.28 140.72
346 27.31 33.59 62.94 17.79 125.87
347 27.28 60.95 58.48 11.92 122.75
348 27.28 67.69 170.66 10.29 132.12
349 27.32 15.08 32.68 8.27 64.12
350 27.35 28.61 60.26 17.14 119.53
351 27.61 80.01 190.72 6.71 170.71
352 27.55 23.70 59.40 13.88 109.69
353 27.46 46.70 61.50 16.80 116.22
354 27.69 76.59 200.88 8.06 139.60
355 27.57 38.62 65.49 19.20 129.60
356 27.50 41.40 66.03 18.07 132.17
357 27.64 44.04 61.88 17.25 127.16
358 27.63 49.59 53.28 15.40 111.54
359 27.77 20.40 48.97 12.34 96.42
360 27.94 70.26 211.96 11.21 148.67
361 27.83 17.62 45.51 11.82 89.68
362 27.80 62.88 61.56 12.48 142.04
363 27.92 31.16 62.03 18.58 129.38
364 27.91 52.18 62.60 14.44 124.69
365 27.84 9.25 8.16 3.20 21.48
366 28.00 13.12 23.06 6.57 40.35
367 28.06 35.95 60.65 20.50 129.00
368 27.90 55.58 57.73 13.50 135.24
369 28.18 72.92 208.01 9.31 156.24
370 28.08 87.75 100.59 3.57 148.64
371 28.11 26.27 60.62 15.24 103.22
372 28.07 58.42 55.97 14.19 134.86
373 28.24 65.39 216.80 14.28 164.32
374 28.40 10.11 14.62 4.41 31.84
375 28.34 84.65 129.16 4.63 177.96
376 28.58 22.04 62.36 15.30 105.82
377 28.70 81.82 162.23 6.52 206.65
378 28.66 15.77 40.61 10.43 85.56
379 28.50 28.66 64.55 17.98 103.66
380 28.59 33.75 58.87 18.56 121.35
381 28.46 46.65 62.02 14.92 130.80
382 28.61 60.33 172.09 14.47 163.26
383 28.65 67.93 228.68 13.17 182.47
384 28.67 41.05 66.46 17.14 125.12
385 28.65 38.15 63.00 16.64 132.32
386 28.81 53.92 73.75 15.33 160.59
387 28.64 11.56 21.27 6.36 38.27
388 28.82 48.91 61.95 15.25 131.33
389 28.80 43.70 67.19 20.19 139.13
390 28.88 78.01 161.24 10.01 178.72
391 28.94 62.59 220.74 13.10 192.92
392 28.96 74.97 187.81 11.29 205.19
393 29.10 19.24 49.08 11.18 95.78
394 28.93 24.60 49.51 12.89 93.98
395 29.03 51.40 68.55 16.24 155.16
396 28.97 56.62 86.98 13.59 177.70
397 29.06 31.00 65.61 19.50 120.22
398 29.38 86.29 72.45 4.30 187.77
399 29.36 27.06 62.00 17.03 121.92
400 29.41 70.21 208.41 11.78 204.30
401 29.34 36.21 70.53 20.30 129.58
402 29.48 45.52 62.00 16.39 148.40
403 29.56 64.92 213.47 13.99 208.42
404 29.71 11.79 26.13 7.01 62.33
405 29.52 39.32 61.22 16.89 136.11
406 29.68 58.75 228.66 15.25 186.64
407 29.78 72.80 142.38 11.55 213.28
408 29.70 33.30 68.97 20.46 133.60
409 29.74 22.13 57.10 15.77 112.16
410 29.85 16.79 47.36 10.81 102.80
411 29.84 42.53 63.71 16.64 152.12
412 29.84 67.46 214.14 14.38 222.18
413 29.81 50.00 66.46 16.69 171.19
414 29.91 82.80 76.02 6.72 210.02
415 29.91 29.82 64.46 17.05 118.40
416 29.99 47.27 66.98 17.55 166.75
417 29.85 53.21 180.98 15.33 161.78
418 29.91 55.76 216.69 14.82 162.76
419 29.97 61.84 226.54 15.00 205.88
420 30.02 79.49 73.62 7.77 200.67
421 30.00 24.84 53.96 14.64 110.60
422 30.04 76.22 111.19 9.86 196.46
423 30.19 19.50 61.22 13.00 124.86
424 30.32 35.49 66.85 20.25 148.27
425 30.37 14.54 41.40 8.84 88.33
426 30.48 37.78 77.98 18.21 155.81
427 30.45 40.38 82.95 17.75 166.47
428 30.85 85.21 44.07 5.57 183.12
429 30.40 27.24 66.04 17.52 131.34
430 30.51 44.55 84.19 19.91 172.76
431 30.69 51.72 231.22 18.26 201.74
432 30.75 71.02 115.75 12.62 225.75
433 30.65 10.29 32.50 6.44 53.44
434 30.60 32.73 65.20 19.37 152.20
435 30.73 57.10 236.14 19.17 238.24
436 30.85 64.98 163.23 15.31 227.30
437 30.76 48.72 219.78 19.17 193.85
438 30.77 59.60 229.13 19.08 238.91
439 30.90 67.97 153.89 15.27 219.43
440 30.76 22.60 71.89 13.95 136.86
441 30.91 54.52 236.06 16.35 222.14
442 30.85 29.80 76.17 20.17 158.19
443 31.02 74.50 107.17 11.69 215.45
444 31.02 62.23 176.77 16.53 238.47
445 31.29 89.17 29.34 3.65 116.39
446 30.98 42.37 175.28 21.53 192.67
447 31.13 80.95 55.22 9.06 178.05
448 31.08 12.68 109.83 9.22 104.10
449 31.24 19.34 180.67 13.75 141.95
450 31.08 25.12 69.47 17.49 142.57
451 31.22 77.76 94.83 9.53 189.83
452 31.31 46.45 217.29 17.90 179.52
453 31.26 34.74 102.73 20.90 191.04
454 31.60 15.58 189.40 12.61 167.61
455 31.39 27.36 82.27 18.31 166.93
456 31.34 39.65 201.35 18.20 165.52
457 31.46 36.92 183.00 17.24 170.46
458 31.55 32.24 224.84 20.74 183.98
459 31.61 49.35 237.40 20.51 220.79
460 31.74 10.44 97.71 7.11 71.71
461 31.72 44.11 233.23 19.90 199.73
462 31.70 52.55 232.86 20.93 238.92
463 31.73 56.91 202.88 16.72 240.61
464 31.81 59.98 153.62 18.41 244.36
465 31.93 72.83 66.26 12.91 200.89
466 31.90 23.30 212.20 16.29 166.84
467 31.96 69.52 98.54 12.45 216.38
468 31.87 29.77 226.07 20.73 196.89
469 32.06 66.32 96.10 15.95 218.07
470 32.08 41.25 240.61 23.70 225.75
471 32.05 63.31 124.37 16.76 226.68
472 32.30 82.36 42.34 7.28 147.27
473 32.36 85.86 39.22 5.78 126.76
474 32.31 54.85 170.02 19.38 245.25
475 32.31 12.79 184.07 12.57 188.22
476 32.31 76.06 53.52 11.20 170.60
477 32.36 26.17 224.90 19.13 177.42
478 32.25 38.46 227.83 20.81 201.95
479 32.28 34.40 236.02 23.86 200.92
480 32.40 79.29 50.18 9.54 151.50
481 32.31 7.92 46.89 4.66 55.05
482 32.53 18.20 185.19 14.54 201.70
483 32.46 47.47 226.08 23.10 238.97
484 32.46 20.72 221.20 19.12 208.68
485 32.52 50.21 214.27 22.46 244.61
486 32.62 45.18 222.60 22.47 240.83
487 32.68 58.27 135.45 20.06 245.19
488 32.64 31.41 241.67 25.82 219.48
489 33.11 88.22 36.64 5.66 77.36
490 33.29 11.23 110.14 11.31 160.30
491 32.72 28.84 223.63 20.28 186.86
492 32.81 52.64 160.31 20.73 244.27
493 32.97 60.63 97.01 17.07 235.97
494 32.91 71.19 80.43 12.84 188.53
495 32.87 42.72 197.70 23.85 228.89
496 33.06 15.74 153.94 13.61 205.88
497 33.22 68.32 64.34 15.16 184.02
498 33.18 22.76 219.72 18.17 224.22
499 33.24 62.98 70.62 16.65 229.45
500 33.25 65.54 74.97 17.86 218.61
501 33.25 74.35 56.18 13.48 162.73
502 33.10 40.16 195.40 23.21 232.47
503 33.32 55.97 108.71 19.16 243.23
504 33.30 32.99 230.96 26.43 235.26
505 33.34 37.68 206.77 24.86 244.32
506 33.33 25.18 206.18 17.25 216.78
507 33.65 77.35 46.23 10.05 130.99
508 33.54 48.86 149.32 21.88 243.61
509 33.65 80.29 45.68 9.01 115.44
510 33.59 19.93 153.60 16.48 215.07
511 33.65 27.66 203.82 20.52 231.97
512 33.70 46.52 164.47 22.43 246.13
513 33.73 91.84 68.86 4.44 47.21
514 33.61 82.71 39.65 7.76 81.97
515 33.64 30.30 193.52 21.00 236.59
516 33.77 34.94 195.81 24.90 238.32
517 33.72 51.14 124.81 21.48 246.79
518 33.77 44.14 180.05 23.82 246.68
519 33.88 41.53 162.19 24.35 245.57
520 33.99 53.65 112.15 20.59 240.39
521 33.97 9.26 42.98 7.89 95.14
522 33.95 58.08 102.51 19.37 228.79
523 34.00 72.01 53.94 12.91 162.42
524 34.05 17.63 95.77 14.08 180.69
525 34.23 14.95 112.21 15.85 192.65
526 34.20 61.19 74.94 18.04 214.14
527 34.38 38.87 163.44 28.13 242.89
528 34.41 64.00 58.19 18.15 201.33
529 34.25 22.73 147.59 21.27 235.27
530 34.39 26.01 147.88 19.99 235.97
531 34.45 32.13 153.11 25.39 243.25
532 34.55 66.47 58.77 15.17 170.60
533 34.41 36.61 145.80 24.72 235.00
534 34.52 69.23 58.48 15.71 162.53
535 34.62 84.45 155.99 8.75 48.26
536 34.66 88.14 163.36 8.57 44.20
537 34.69 55.52 74.33 19.56 233.08
538 34.64 74.96 46.86 12.30 117.42
539 34.68 81.28 59.19 9.19 70.78
540 34.76 19.48 102.95 19.60 225.20
541 34.63 29.22 123.57 21.70 231.30
542 34.80 48.65 97.99 18.81 240.20
543 34.90 91.68 96.52 4.26 21.94
544 34.84 51.26 88.50 21.47 242.81
545 34.87 11.93 67.80 11.27 167.66
546 34.92 43.47 104.54 23.57 242.94
547 34.91 45.92 101.54 24.77 242.57
548 34.93 78.34 49.44 11.54 93.80
549 34.88 59.37 59.62 17.84 207.64
550 35.04 41.07 105.97 25.09 243.06
551 35.06 34.53 120.66 24.72 234.70
552 35.14 71.75 55.89 14.67 133.35
553 35.36 24.84 105.97 21.25 235.82
554 35.35 21.84 101.98 20.98 237.32
555 35.49 53.16 67.12 21.81 219.41
556 35.43 62.52 61.05 19.08 183.67
557 35.35 14.85 75.61 13.95 191.50
558 35.50 57.22 66.88 18.74 208.45
559 35.57 27.28 101.34 23.34 224.20
560 35.54 36.81 118.50 29.36 241.50
561 35.72 9.92 41.31 10.27 129.41
562 35.65 17.58 90.67 17.55 220.21
563 35.59 32.50 115.10 26.50 241.10
564 35.68 29.93 118.80 26.45 228.19
565 35.65 67.83 55.60 17.27 145.04
566 35.68 76.16 52.55 13.51 90.05
567 35.76 39.25 89.16 26.33 232.87
568 35.85 82.88 197.75 11.78 42.56
569 35.97 65.04 56.65 18.78 156.22
570 35.91 86.65 184.29 13.71 37.12
571 35.82 47.64 75.31 24.47 232.97
572 35.84 50.65 66.20 20.06 213.90
573 35.98 90.03 135.38 10.16 26.11
574 35.99 44.78 80.52 26.18 226.67
575 35.94 60.20 58.69 18.92 177.08
576 36.10 73.24 50.38 15.13 94.68
577 36.25 80.21 193.11 12.94 46.98
578 36.10 6.89 21.17 6.86 68.84
579 36.17 55.17 63.96 19.54 200.67
580 35.95 92.88 83.83 6.69 19.11
581 36.06 12.66 43.75 11.91 159.02
582 36.09 42.16 70.03 24.22 225.90
583 36.19 70.17 60.23 17.85 111.71
584 36.36 34.55 87.48 28.12 229.42
585 36.34 20.44 72.33 16.56 200.94
586 36.38 23.34 99.57 23.95 231.93
587 36.52 14.95 54.29 16.74 195.22
588 36.69 77.55 206.13 16.43 58.83
589 36.64 58.47 63.04 20.39 180.81
590 36.79 28.68 81.47 27.71 227.12
591 36.69 31.73 81.13 28.19 224.00
592 36.66 37.26 75.18 28.28 225.55
593 36.71 52.60 67.92 21.32 195.88
594 36.75 61.99 60.14 19.19 145.19
595 36.77 49.07 68.20 23.95 212.66
596 36.82 25.98 78.18 23.37 221.75
597 36.83 67.58 63.38 18.20 114.36
598 37.05 91.76 109.62 10.18 19.20
599 36.93 17.56 60.52 18.40 204.57
600 36.86 40.02 78.25 26.48 223.65
601 37.07 74.69 200.72 16.99 56.12
602 36.95 9.19 24.98 8.44 87.51
603 37.00 46.21 67.74 24.50 202.59
604 37.00 86.83 141.45 13.08 25.97
605 37.22 11.98 36.98 13.33 140.56
606 37.19 43.49 71.64 25.79 199.94
607 37.14 83.98 183.10 14.36 30.38
608 37.17 64.81 64.94 23.35 122.04
609 37.32 70.77 168.96 16.12 68.47
610 37.26 56.61 68.57 21.45 169.93
611 37.45 7.43 17.35 8.00 51.21
612 37.53 50.65 60.84 24.56 173.60
613 37.31 88.13 131.65 11.84 23.14
614 37.32 22.69 57.13 20.02 202.74
615 37.51 54.29 68.61 20.72 153.48
616 37.61 35.65 80.61 27.44 210.05
617 37.61 20.08 62.21 20.21 201.84
618 37.60 33.11 77.15 29.24 204.79
619 37.74 78.78 211.75 19.56 39.55
620 37.67 59.46 74.35 23.11 134.68
621 37.89 81.40 182.74 21.70 30.11
622 37.85 14.69 43.79 13.21 142.25
623 37.86 38.44 71.30 26.71 195.37
624 37.91 41.09 77.99 31.34 198.21
625 37.95 24.86 73.00 25.94 187.83
626 37.77 62.16 111.63 21.43 118.08
627 37.95 30.56 76.30 26.90 213.10
