#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
lesl16 14A 8 Kruppel even-skipped fushi-tarazu
166 13.44 45.40 21.39 5.31 34.28
167 13.57 25.21 20.67 2.55 31.48
168 13.41 36.50 17.38 3.88 32.00
169 13.49 22.05 16.71 2.74 32.47
170 13.47 52.99 16.19 4.48 31.58
171 13.61 35.64 15.53 3.47 31.67
172 13.91 48.20 16.88 4.48 32.15
173 13.48 56.80 10.75 4.25 30.38
174 13.59 59.42 9.61 4.09 29.55
175 13.78 67.81 7.27 3.15 25.85
176 13.68 20.04 15.94 2.33 25.61
177 14.02 28.71 16.73 3.51 29.85
178 13.76 62.73 9.68 4.19 32.65
179 13.72 54.03 18.75 5.75 28.08
180 13.97 30.30 17.42 4.00 29.44
181 14.06 69.54 5.33 2.68 21.98
182 14.15 61.44 9.60 5.26 30.79
183 14.20 21.50 16.45 2.74 29.90
184 14.02 27.16 19.88 3.34 29.66
185 14.07 44.78 16.25 3.91 31.44
186 14.02 56.64 8.93 4.22 29.68
187 14.07 66.33 7.69 3.49 31.75
188 14.04 31.54 22.43 4.00 24.33
189 14.19 54.82 13.21 4.67 28.93
190 14.19 34.77 13.07 3.62 33.21
191 14.24 46.57 21.16 4.79 32.60
192 14.39 26.22 16.59 2.96 29.06
193 14.38 59.19 9.35 3.69 29.84
194 14.33 36.38 19.71 4.49 29.86
195 14.29 42.54 12.35 4.45 32.68
196 14.74 62.78 8.23 4.20 29.08
197 14.69 60.85 9.29 4.93 31.82
198 14.54 65.57 9.39 3.21 29.12
199 14.86 64.22 8.35 4.03 33.07
200 14.76 32.32 14.62 3.60 31.10
201 14.50 41.50 12.44 5.33 33.22
202 14.71 52.05 13.80 4.75 31.48
203 14.81 68.60 7.31 3.44 24.73
204 14.74 23.91 16.22 2.90 30.06
205 14.85 43.75 15.14 4.24 31.69
206 14.79 49.83 15.97 4.59 31.31
207 14.69 53.74 12.64 4.88 27.32
208 14.84 57.56 10.43 5.29 32.25
209 14.84 37.21 12.85 3.81 28.96
210 14.70 30.62 12.62 3.31 28.08
211 15.01 28.00 21.65 3.84 26.51
212 14.99 56.13 9.64 5.15 30.92
213 15.14 22.70 13.15 2.89 29.19
214 15.06 33.76 18.11 5.83 29.57
215 14.94 35.44 11.82 4.39 31.71
216 15.17 40.14 13.25 4.13 32.05
217 15.37 20.89 12.05 2.37 29.19
218 15.32 25.98 13.60 3.47 29.27
219 15.51 30.69 12.09 3.81 30.75
220 15.54 60.49 9.35 4.32 29.18
221 15.40 38.17 11.81 3.79 33.03
222 15.31 65.52 8.47 4.05 28.79
223 15.29 67.05 8.67 3.28 33.39
224 15.61 47.58 13.97 4.83 36.33
225 15.45 18.77 9.49 2.41 29.28
226 15.67 41.87 13.44 4.86 32.44
227 15.65 55.59 10.05 5.10 29.08
228 15.80 35.75 11.64 4.46 30.06
229 15.63 43.29 14.97 4.90 32.23
230 15.70 63.70 8.00 4.25 28.82
231 15.72 34.21 11.14 4.26 31.51
232 15.71 50.37 13.08 5.87 30.05
233 15.81 66.75 8.47 3.59 31.29
234 15.96 27.71 11.15 3.44 27.62
235 15.85 69.02 7.50 4.06 29.97
236 16.01 44.77 18.63 4.88 31.56
237 16.00 62.32 9.39 4.58 30.95
238 15.93 22.76 10.69 2.81 29.66
239 16.08 18.03 7.50 2.53 26.97
240 16.09 26.30 10.90 4.15 28.25
241 16.37 40.03 13.87 5.06 31.00
242 15.93 72.25 4.25 2.50 23.75
243 16.37 56.63 9.40 4.80 31.45
244 16.16 71.29 6.79 2.98 24.07
245 16.26 38.09 13.04 3.94 29.19
246 16.22 46.20 20.76 4.76 30.24
247 16.24 49.36 12.85 4.37 30.63
248 16.38 64.07 8.70 4.47 31.44
249 16.24 31.55 11.08 3.27 32.00
250 16.32 51.09 11.62 4.71 31.71
251 16.57 54.87 10.78 5.06 31.21
252 16.35 67.68 6.79 4.29 30.29
253 16.59 42.25 13.85 4.26 33.09
254 16.47 70.01 8.58 3.64 29.21
255 16.64 30.65 10.86 4.05 29.74
256 16.53 52.76 11.09 5.06 30.45
257 16.37 61.15 9.90 5.40 31.80
258 16.59 23.19 9.80 3.53 32.67
259 16.77 65.47 7.91 4.53 29.65
260 16.49 27.01 10.62 4.25 28.00
261 16.68 32.02 11.18 3.00 30.55
262 16.90 68.79 8.36 3.80 26.34
263 16.59 71.99 7.43 3.29 26.00
264 16.90 44.21 16.20 4.55 32.70
265 16.73 19.43 13.00 2.75 24.33
266 16.84 67.12 7.49 4.76 27.41
267 17.26 34.61 10.38 3.91 31.59
268 16.81 26.07 11.59 2.71 31.29
269 16.79 32.84 8.45 4.18 29.91
270 17.19 25.00 9.64 3.44 29.22
271 16.86 40.99 11.85 5.23 33.15
272 17.06 48.26 12.22 4.89 30.67
273 16.98 72.53 8.39 3.50 24.82
274 17.22 26.96 11.28 3.77 29.51
275 17.23 19.93 9.47 2.58 31.44
276 17.25 28.73 11.56 4.41 30.00
277 17.04 45.52 17.64 3.82 35.09
278 17.23 40.02 12.42 4.90 33.28
279 17.27 22.76 11.64 3.61 27.47
280 17.53 57.20 10.05 6.03 31.33
281 17.46 32.66 10.21 4.66 30.18
282 17.56 55.16 10.53 4.89 33.54
283 17.40 61.87 8.59 4.51 32.59
284 17.69 51.91 11.32 5.36 33.97
285 17.57 63.18 9.21 5.00 29.26
286 17.57 71.33 7.77 4.16 30.84
287 17.55 38.30 10.59 5.00 32.11
288 17.61 42.78 12.82 4.82 32.09
289 17.45 20.88 8.19 2.88 30.62
290 17.60 45.76 12.84 4.88 33.47
291 17.54 41.66 11.29 5.86 30.71
292 17.82 30.49 11.72 3.77 29.93
293 17.66 66.36 8.79 4.79 32.95
294 17.63 68.45 9.38 4.89 30.79
295 17.67 64.79 7.94 5.26 29.39
296 17.56 19.28 9.50 2.00 27.50
297 17.81 40.91 10.55 4.75 29.65
298 18.10 73.32 6.69 3.52 25.56
299 17.93 35.71 11.00 4.07 32.43
300 18.10 47.80 11.53 5.62 29.64
301 18.14 21.88 9.03 3.45 28.40
302 18.03 19.98 9.55 3.88 24.82
303 18.21 49.98 10.55 5.39 30.94
304 18.26 58.96 9.40 5.93 30.51
305 17.93 67.87 11.00 4.00 34.00
306 18.49 56.65 10.47 5.46 31.31
307 18.14 65.71 8.80 6.65 29.45
308 18.25 67.25 7.61 6.17 29.67
309 18.28 43.50 11.33 4.62 32.82
310 18.37 60.68 9.12 5.78 29.69
311 18.63 27.00 11.30 4.16 29.89
312 18.57 36.26 10.12 3.47 34.56
313 18.48 69.14 8.61 5.72 31.01
314 18.50 29.00 13.89 3.97 28.32
315 18.70 23.88 8.45 3.11 29.40
316 18.65 37.56 10.18 4.15 31.35
317 18.73 64.10 9.38 6.15 28.97
318 18.68 71.07 7.76 4.71 29.10
319 18.78 43.01 11.64 4.48 32.00
320 18.89 25.30 9.53 3.02 32.90
321 18.94 58.33 11.05 5.57 30.98
322 18.74 65.59 9.72 5.55 30.32
323 18.98 38.82 8.72 4.39 32.90
324 18.96 47.69 11.16 5.00 30.79
325 19.31 49.67 9.54 5.43 30.95
326 19.14 67.11 8.24 6.39 31.65
327 18.79 40.03 11.14 3.57 34.29
328 18.88 30.07 12.44 4.94 31.69
329 18.98 72.62 7.16 4.06 25.06
330 18.83 60.95 7.00 5.50 37.25
331 19.32 74.08 6.72 3.92 24.72
332 19.22 40.65 11.92 6.45 32.70
333 19.26 42.14 11.62 5.59 35.18
334 19.23 45.02 9.82 5.20 31.45
335 19.17 21.50 9.22 3.67 27.00
336 19.47 56.55 10.66 7.05 28.97
337 19.20 17.27 7.25 2.50 26.62
338 19.41 19.80 8.30 3.41 29.03
339 19.23 30.77 9.54 4.62 32.54
340 19.40 51.56 11.15 6.55 30.76
341 19.53 29.41 11.61 4.76 32.76
342 19.26 34.60 9.22 5.11 36.11
343 19.52 33.82 10.80 4.20 31.90
344 19.72 18.25 7.21 2.91 26.52
345 19.65 54.69 9.78 7.47 32.73
346 19.68 59.79 9.78 6.13 31.91
347 19.74 32.49 10.64 4.23 28.72
348 19.57 63.86 10.32 8.13 29.68
349 19.83 25.59 9.35 3.88 30.51
350 19.86 69.85 8.76 7.53 28.60
351 19.64 21.37 7.90 3.50 29.57
352 19.68 36.21 11.72 4.89 33.84
353 20.01 65.60 8.33 8.99 29.89
354 19.74 31.06 8.55 4.55 29.73
355 19.70 43.11 10.28 5.33 33.50
356 19.76 72.50 6.82 4.24 27.76
357 20.07 16.69 6.83 2.48 26.29
358 19.82 38.85 9.98 4.77 30.73
359 19.92 68.35 8.15 7.56 29.09
360 19.83 46.43 10.78 4.56 31.81
361 19.87 61.20 10.24 7.37 31.50
362 19.95 40.72 10.62 4.97 32.92
363 19.99 44.53 10.05 5.83 30.31
364 20.00 52.92 11.15 7.94 31.94
365 20.05 22.71 9.17 3.57 29.58
366 20.18 27.39 10.54 4.46 30.42
367 20.30 34.99 10.18 5.44 33.76
368 20.17 28.93 8.40 3.75 34.20
369 20.27 58.71 9.74 8.38 30.76
370 20.17 37.26 9.83 5.42 34.04
371 20.31 63.71 8.38 9.78 29.92
372 20.29 71.51 9.15 7.62 27.52
373 20.44 19.78 8.14 3.42 29.71
374 20.44 57.41 10.45 8.29 29.49
375 20.57 49.08 10.33 5.62 32.01
376 20.20 30.70 9.83 4.67 30.17
377 20.26 32.73 10.38 5.19 32.56
378 20.36 38.41 10.31 6.12 31.75
379 20.62 46.12 9.21 5.82 32.77
380 20.45 50.83 10.24 6.10 32.22
381 20.49 61.91 9.74 11.89 28.03
382 20.63 43.56 9.87 5.49 33.36
383 20.44 39.92 12.57 4.93 32.14
384 20.54 74.95 7.15 4.91 27.42
385 20.60 31.22 9.89 4.18 32.92
386 20.64 54.33 9.98 6.70 33.48
387 20.55 73.44 8.24 7.76 26.38
388 20.89 15.11 6.87 2.41 26.90
389 20.72 52.46 10.51 7.83 30.89
390 20.77 23.25 8.70 4.48 29.73
391 20.91 29.28 9.92 5.39 32.18
392 20.63 32.28 8.57 3.86 33.14
393 20.63 37.80 9.33 6.00 32.00
394 21.27 66.64 9.46 50.06 28.34
395 20.90 18.14 7.62 2.88 30.29
396 21.07 42.33 9.86 5.97 33.92
397 21.07 77.72 4.51 5.80 15.47
398 21.02 47.46 10.09 5.34 32.74
399 21.36 70.83 9.15 64.67 28.41
400 21.01 39.11 9.83 5.92 34.21
401 21.07 61.05 9.63 18.05 28.32
402 21.00 16.51 5.20 2.90 28.00
403 21.18 75.88 7.00 9.88 24.81
404 21.22 25.74 8.93 4.02 28.56
405 21.15 33.69 9.22 5.06 32.78
406 21.23 35.48 9.89 4.87 37.34
407 21.34 51.29 9.82 6.55 32.39
408 21.08 53.51 8.43 8.14 35.43
409 21.30 74.07 8.10 13.42 27.30
410 21.32 27.04 8.72 4.95 29.28
411 21.26 55.93 8.93 9.00 31.30
412 21.35 58.61 11.15 12.62 29.91
413 21.33 17.34 7.80 3.80 28.68
414 21.34 32.27 10.60 6.77 36.09
415 21.21 23.67 8.70 5.10 30.50
416 21.42 38.42 9.82 6.13 35.37
417 21.83 48.98 10.34 7.69 31.16
418 21.39 15.89 7.87 3.13 28.30
419 21.61 40.17 10.12 5.09 34.89
420 21.74 19.08 7.00 3.48 28.62
421 21.82 64.36 9.00 112.61 28.27
422 21.63 37.05 9.80 5.95 32.36
423 21.74 53.98 10.38 9.84 33.19
424 21.67 28.29 9.02 4.39 29.18
425 21.72 47.07 12.10 7.84 32.82
426 21.69 57.31 10.22 13.19 31.08
427 21.94 22.57 8.11 3.49 29.44
428 21.82 24.32 8.70 4.46 32.48
429 21.78 42.12 9.72 6.13 32.08
430 22.09 77.05 5.99 17.10 17.46
431 22.16 62.74 9.20 133.32 29.39
432 21.80 50.75 8.86 8.14 41.86
433 22.21 32.46 10.46 5.19 34.70
434 22.31 43.50 10.40 6.75 35.35
435 22.04 73.75 8.56 39.52 25.74
436 22.20 45.23 10.76 6.13 30.39
437 22.12 55.13 10.64 11.21 32.73
438 22.23 29.15 9.51 5.45 29.24
439 22.53 68.62 9.56 149.59 30.01
440 22.57 60.44 10.60 145.88 30.08
441 22.28 74.97 6.74 31.93 25.37
442 22.08 50.19 12.64 7.27 34.09
443 22.46 52.68 11.26 13.14 32.72
444 22.33 37.62 9.84 6.20 34.31
445 22.24 51.15 9.68 11.58 30.26
446 22.64 72.30 8.18 88.63 28.68
447 22.78 56.71 10.83 77.82 31.96
448 22.79 15.15 5.68 2.64 27.81
449 22.67 26.98 9.38 4.79 31.40
450 22.75 40.38 9.95 6.88 32.61
451 22.53 25.79 8.24 4.48 29.80
452 22.91 65.84 10.15 204.65 30.08
453 22.68 35.95 9.38 5.62 31.64
454 22.77 30.25 9.15 6.58 30.29
455 22.69 20.03 7.72 3.89 28.30
456 23.03 79.77 4.68 6.62 24.57
457 22.93 22.95 8.51 4.78 27.89
458 22.81 34.09 9.61 6.17 31.06
459 22.86 50.78 10.20 11.23 32.54
460 22.87 39.10 9.81 6.08 30.94
461 23.12 24.39 8.89 5.63 31.51
462 23.22 74.18 7.88 51.80 24.22
463 22.88 43.75 9.27 8.18 32.09
464 23.13 77.47 6.72 18.37 47.28
465 23.30 21.40 7.79 4.33 28.63
466 23.04 18.38 7.62 3.88 28.12
467 23.40 62.92 10.65 208.37 29.07
468 23.59 32.85 10.23 6.69 32.80
469 23.48 47.53 10.19 11.38 33.31
470 23.54 58.93 11.01 212.10 31.10
471 23.46 36.64 9.99 7.50 31.82
472 23.53 15.02 6.70 3.05 28.91
473 23.28 25.96 9.31 5.38 32.54
474 23.71 70.74 9.72 118.00 30.30
475 23.75 28.44 9.38 5.91 31.31
476 23.73 54.36 11.25 168.72 30.93
477 23.64 19.55 7.51 4.14 31.36
478 23.47 30.00 9.44 5.68 31.26
479 23.45 78.45 6.23 12.15 61.23
480 23.67 34.37 9.93 6.50 32.09
481 23.42 35.05 8.33 5.67 28.00
482 23.65 31.56 9.70 6.64 30.67
483 23.96 67.54 9.79 124.03 27.31
484 23.91 16.29 6.72 3.61 28.36
485 23.86 75.55 8.50 25.52 74.84
486 23.72 40.66 9.80 7.20 33.15
487 23.69 17.18 6.59 4.00 33.82
488 23.78 25.51 9.00 5.43 31.51
489 24.30 41.62 9.96 9.83 32.35
490 24.00 18.03 6.90 4.62 25.41
491 24.23 64.67 9.92 133.31 30.38
492 24.08 77.75 7.55 10.49 97.62
493 24.08 30.88 10.25 8.25 27.86
494 24.42 61.21 11.83 182.53 33.48
495 24.40 72.78 10.37 58.85 33.17
496 24.54 52.72 11.63 213.04 32.15
497 24.48 56.74 10.99 225.33 33.14
498 24.13 26.55 9.33 5.62 30.38
499 24.29 81.71 4.06 3.39 47.24
500 24.51 13.42 5.74 2.91 27.23
501 24.50 23.59 8.43 5.91 28.09
502 24.71 34.16 9.70 7.88 33.60
503 24.72 50.31 11.76 175.04 33.19
504 24.41 17.20 8.29 4.07 29.43
505 24.39 44.63 8.90 13.00 29.60
506 24.45 25.38 9.70 6.90 29.30
507 24.84 78.38 8.26 8.86 133.45
508 24.77 69.38 10.15 66.32 31.84
509 24.85 28.46 8.44 5.92 30.91
510 24.95 58.94 10.77 206.49 30.55
511 24.92 83.03 3.41 2.02 34.06
512 24.99 75.63 10.12 20.48 165.06
513 24.75 31.67 9.27 6.77 31.47
514 24.73 36.15 9.60 9.50 35.31
515 24.99 18.91 7.51 5.54 25.39
516 24.98 15.68 7.38 3.82 27.32
517 25.14 45.08 9.91 33.99 29.94
518 25.17 81.39 5.07 3.84 63.96
519 25.35 47.75 11.55 209.76 34.41
520 25.14 38.32 9.70 11.00 33.33
521 25.27 25.49 8.46 7.51 31.51
522 25.15 66.10 11.54 81.20 31.81
523 25.16 62.65 10.92 100.42 34.21
524 25.47 54.89 11.11 210.29 32.57
525 25.19 63.98 10.56 90.53 34.35
526 25.33 39.99 10.70 24.13 30.47
527 25.41 71.29 9.75 21.81 131.57
528 25.26 27.19 9.58 8.97 32.61
529 25.39 31.20 8.83 9.72 33.00
530 25.37 73.26 9.60 17.15 165.25
531 25.36 24.39 8.80 7.75 29.30
532 25.42 35.82 9.50 11.62 31.71
533 25.61 80.14 7.44 5.40 105.40
534 25.62 13.80 6.60 4.27 25.17
535 25.33 33.96 9.57 9.86 33.00
536 25.78 42.00 10.86 88.96 31.94
537 25.74 68.22 11.57 24.62 168.11
538 25.50 17.08 7.00 4.86 27.86
539 25.79 52.34 11.63 222.81 33.24
540 25.81 60.27 12.16 112.29 37.01
541 25.72 29.05 9.09 8.47 32.94
542 25.49 34.64 9.43 10.86 32.00
543 25.70 84.00 3.32 1.71 23.35
544 25.96 57.01 11.08 117.01 34.52
545 25.84 16.22 7.18 6.14 24.07
546 25.92 19.99 7.67 6.09 27.88
547 25.72 27.88 10.08 10.00 33.42
548 25.88 37.26 9.92 34.14 26.55
549 26.04 49.89 11.44 246.01 34.29
550 25.87 17.68 6.24 7.06 27.88
551 26.03 18.75 7.33 7.67 25.31
552 26.04 33.39 9.66 13.14 30.63
553 25.95 70.55 9.75 21.57 185.54
554 25.77 76.42 9.78 16.56 196.00
555 25.76 34.19 12.00 10.00 32.50
556 26.19 62.73 11.68 57.17 158.02
557 26.34 43.99 11.71 225.01 31.63
558 26.34 65.28 12.36 32.90 176.50
559 26.21 73.33 9.22 16.67 185.04
560 26.24 35.20 10.56 29.56 31.19
561 26.44 39.37 10.66 169.15 31.20
562 26.48 81.66 6.53 4.38 75.35
563 26.51 32.23 10.83 24.49 30.29
564 26.25 77.33 9.55 10.64 159.36
565 26.61 46.26 12.10 229.15 30.54
566 26.19 13.41 6.70 5.00 31.50
567 26.28 30.45 10.70 15.55 29.89
568 26.57 83.32 4.65 4.29 26.58
569 26.52 25.27 8.36 15.43 31.59
570 26.37 28.28 8.53 15.02 30.19
571 26.33 17.05 7.81 7.12 26.96
572 26.43 15.16 9.47 5.11 25.00
573 26.73 54.10 12.22 97.39 34.39
574 26.87 48.27 11.19 237.59 34.42
575 27.00 58.40 12.35 51.41 162.81
576 26.97 36.77 10.98 195.11 31.08
577 26.74 20.72 7.33 11.64 27.03
578 26.92 14.29 6.87 6.55 28.21
579 26.66 16.11 7.72 7.28 26.78
580 27.19 74.53 11.01 12.96 173.48
581 26.91 51.50 11.47 175.84 33.12
582 27.17 60.91 11.63 38.08 201.76
583 27.23 79.38 8.47 9.44 122.98
584 27.07 17.10 7.97 13.26 26.38
585 26.98 86.67 3.40 4.22 10.69
586 27.09 30.10 9.75 54.41 30.19
587 27.28 41.57 10.15 226.37 30.69
588 27.36 34.35 9.99 176.03 31.61
589 27.08 56.16 13.20 76.22 44.42
590 27.10 71.27 10.93 13.66 187.32
591 26.98 12.38 5.90 4.38 25.71
592 27.40 68.74 11.74 13.88 186.91
593 27.29 63.67 11.21 25.13 194.50
594 27.53 72.34 11.02 12.80 175.70
595 27.54 22.92 8.54 86.27 28.00
596 27.57 27.36 9.59 97.75 30.73
597 27.50 44.36 12.13 231.29 31.28
598 27.51 85.32 3.58 9.22 11.09
599 27.65 12.02 6.23 7.78 28.64
600 27.72 32.18 10.35 175.72 30.07
601 27.74 18.95 7.79 42.79 25.71
602 27.71 38.88 11.08 223.54 31.67
603 27.62 66.31 12.05 16.25 186.83
604 27.80 49.73 12.12 144.50 41.50
605 27.91 54.32 12.45 60.67 186.00
606 27.58 13.84 5.42 13.74 26.63
607 27.92 47.20 12.35 167.96 38.06
608 27.90 52.11 13.59 111.26 50.79
609 28.08 87.17 3.04 9.23 6.34
610 28.28 15.87 7.43 88.27 24.91
611 28.01 25.13 8.93 128.17 30.90
612 27.90 77.48 10.05 10.79 117.29
613 27.94 63.49 12.75 24.29 199.50
614 28.33 56.48 12.92 35.16 191.35
615 28.07 81.50 8.50 32.12 31.92
616 28.17 65.55 11.41 19.02 192.84
617 28.30 29.74 10.29 206.90 30.12
618 28.39 61.45 13.35 21.14 212.88
619 28.48 36.47 10.95 206.36 33.18
620 28.58 58.88 13.29 24.96 198.63
621 28.42 85.34 4.16 20.15 9.85
622 28.64 21.04 8.38 165.43 28.89
623 28.51 42.80 11.70 169.98 33.37
624 28.47 45.11 13.74 154.78 39.65
625 28.35 69.88 12.92 13.47 175.15
626 28.60 71.26 10.84 12.16 154.55
