#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
rf6 14A 8 even-skipped Kruppel hunchback

#Quantitative data
#<Nucleus number> <A-P coordinate> <D-V coordinate> <Fluorescence intensity: channel 1 - eve, channel 2 - Kr, channel 3 - hb>
1834 84.40 74.19 163.73 8.13 13.08
1835 84.44 39.50 36.72 13.38 96.16
1836 84.52 59.52 77.51 10.83 91.13
1837 84.60 54.61 59.67 10.85 98.21
1838 84.82 68.13 186.18 9.51 31.26
1839 84.67 28.06 30.06 13.17 63.59
1840 84.94 35.38 37.44 13.32 88.93
1841 84.77 44.19 33.88 12.80 105.66
1842 85.30 79.86 68.39 5.74 2.88
1843 85.38 52.90 46.13 10.96 89.13
1844 85.37 37.67 30.22 13.81 106.62
1845 85.34 76.53 116.69 6.83 6.13
1846 85.27 48.54 41.19 13.13 106.02
1847 85.59 63.50 88.97 9.40 57.49
1848 85.53 72.73 185.11 8.14 25.70
1849 85.45 65.82 109.63 9.27 46.60
1850 85.50 40.67 30.51 12.41 94.93
1851 85.48 46.19 29.53 12.70 86.70
1852 85.59 61.07 59.86 9.77 65.43
1853 85.55 33.19 24.45 12.85 82.55
1854 85.51 56.00 33.94 11.87 83.24
1855 85.54 58.60 41.89 9.97 76.67
1856 85.64 30.01 27.35 12.48 68.13
1857 85.81 69.91 126.81 8.22 27.41
1858 85.78 43.23 25.78 11.84 97.69
1859 85.85 26.49 26.05 12.28 40.00
1860 85.88 50.74 31.96 11.65 89.68
1861 86.29 35.89 28.92 13.33 83.74
1862 86.18 74.65 84.03 8.17 10.91
1863 86.32 67.53 108.73 9.06 34.58
1864 86.34 48.50 28.31 11.68 89.99
1865 86.68 77.72 70.02 5.84 4.19
1866 86.47 38.62 27.89 13.74 88.78
1867 86.46 45.50 26.63 11.94 93.78
1868 86.49 54.83 34.98 10.56 98.92
1869 86.58 57.57 30.17 10.49 77.81
1870 86.62 28.61 23.88 13.48 62.58
1871 86.83 31.24 23.58 13.35 87.17
1872 86.72 41.05 28.44 12.48 91.21
1873 86.68 52.29 25.36 11.00 101.89
1874 86.75 33.76 20.88 14.01 54.17
1875 86.70 60.20 31.75 10.51 69.44
1876 86.79 62.61 32.80 8.24 50.27
1877 86.88 65.28 53.36 8.42 60.41
1878 86.88 72.12 102.50 7.30 14.91
1879 87.06 43.34 21.36 13.10 81.74
1880 87.28 47.38 23.09 11.70 92.96
1881 87.27 26.75 17.77 11.69 29.31
1882 87.36 49.86 22.51 10.90 77.38
1883 87.64 70.31 91.42 8.16 32.79
1884 87.50 75.31 62.55 6.36 9.00
1885 87.46 36.98 22.17 12.77 84.92
1886 87.52 67.69 65.52 8.73 47.40
1887 87.60 53.99 23.53 10.88 75.94
1888 87.66 56.58 24.94 10.50 76.07
1889 87.78 34.92 21.20 12.38 44.87
1890 87.82 39.21 26.86 12.71 72.81
1891 87.83 45.77 22.86 10.89 64.68
1892 87.79 59.41 25.33 9.55 74.72
1893 87.82 64.04 42.36 8.94 53.56
1894 87.94 29.65 17.00 12.41 49.66
1895 87.99 51.74 21.21 11.19 74.64
1896 88.03 41.42 22.17 13.20 69.96
1897 88.17 32.52 18.81 11.67 48.79
1898 88.24 61.85 26.58 8.64 53.00
1899 88.24 43.79 21.60 11.86 65.24
1900 88.38 72.40 46.52 6.64 16.15
1901 88.60 66.64 42.64 8.81 49.21
1902 88.51 28.00 14.91 11.03 18.82
1903 88.63 48.19 17.22 10.21 62.14
1904 88.71 37.14 18.07 12.02 45.76
1905 88.77 55.02 18.88 9.73 65.31
1906 88.89 50.29 19.43 10.12 47.66
1907 88.82 57.75 23.23 10.33 62.09
1908 88.89 68.96 40.01 8.34 31.88
1909 89.08 34.47 18.05 12.42 35.75
1910 89.00 45.76 18.28 11.61 50.56
1911 89.12 52.72 18.74 11.03 63.92
1912 89.12 60.16 21.22 9.19 52.08
1913 89.11 40.08 18.16 11.87 44.55
1914 89.33 30.39 15.81 10.83 16.19
1915 89.29 64.52 31.07 9.67 47.30
1916 89.23 42.62 19.08 12.32 43.35
1917 89.28 72.94 28.59 6.51 10.76
1918 89.56 70.83 28.59 6.90 17.20
1919 89.57 32.40 19.20 10.92 17.28
1920 89.56 62.14 21.86 8.79 48.64
1921 89.82 38.40 18.71 11.75 34.95
1922 89.89 56.37 17.20 9.94 47.24
1923 89.94 47.21 17.08 10.68 34.33
1924 89.98 49.42 16.97 11.41 29.93
1925 89.98 66.58 24.77 7.22 34.16
1926 90.10 35.85 17.29 13.36 30.56
1927 90.08 44.55 16.00 10.91 32.97
1928 90.22 51.87 17.93 10.55 31.81
1929 90.26 54.26 16.12 9.27 32.99
1930 90.28 58.75 18.08 8.82 34.75
1931 90.37 68.80 25.47 7.43 29.04
1932 90.25 42.13 17.42 13.20 24.05
1933 90.17 63.01 23.52 10.30 49.48
1934 90.73 40.25 16.14 13.64 20.83
1935 90.46 30.34 13.68 11.46 7.16
1936 90.80 61.16 20.30 9.32 39.52
1937 90.77 64.38 20.54 8.16 36.77
1938 90.81 33.63 16.31 14.39 15.46
1939 90.93 37.92 18.06 13.98 22.74
1940 91.08 48.08 14.21 11.71 21.21
1941 91.14 50.92 15.09 12.54 17.97
1942 91.10 45.63 14.30 15.91 24.09
1943 91.07 56.57 17.58 9.19 26.06
1944 91.46 66.25 19.02 7.26 22.99
1945 91.37 31.79 12.47 15.23 5.10
1946 91.46 36.01 16.85 18.53 14.19
1947 91.28 42.70 16.51 18.24 18.79
1948 91.38 54.04 16.38 9.15 15.08
1949 91.59 59.24 15.42 8.57 21.88
1950 91.41 68.10 25.00 6.33 20.03
1951 91.66 62.73 17.76 7.30 27.97
1952 92.07 39.44 15.47 27.01 12.83
1953 91.87 33.96 15.08 18.49 6.74
1954 91.95 49.29 16.63 12.00 14.68
1955 92.16 52.10 16.81 10.94 15.58
1956 91.98 55.73 16.02 8.22 9.00
1957 92.17 57.17 13.50 8.95 15.03
1958 92.37 64.54 15.92 6.83 15.64
1959 92.50 47.44 14.88 17.95 10.07
1960 92.56 42.48 16.87 29.55 10.98
1961 92.45 61.43 15.76 7.49 13.14
1962 92.54 36.54 16.07 27.60 9.24
1963 92.67 53.82 16.78 12.20 9.43
1964 93.18 50.62 15.47 19.45 8.70
1965 93.28 44.97 15.72 26.88 8.60
1966 92.98 55.64 16.40 12.44 9.30
1967 93.48 34.97 13.60 28.07 3.73
1968 93.44 38.38 15.78 25.05 9.24
1969 93.41 56.86 15.68 10.45 11.55
1970 93.39 53.06 14.96 15.38 7.68
1971 93.65 58.54 16.36 9.23 7.55
1972 94.06 48.74 13.84 23.26 6.64
1973 93.87 40.95 14.27 25.46 8.94
1974 93.81 54.75 15.89 15.83 4.83
1975 93.72 60.27 16.21 7.57 5.00
1976 94.14 46.53 16.42 25.30 9.00
1977 94.06 61.76 13.65 8.67 5.00
1978 94.44 43.55 14.17 22.72 6.77
1979 94.20 57.51 16.14 8.90 5.71
1980 94.79 39.22 14.25 22.67 3.96
1981 94.44 55.69 14.87 14.75 6.03
1982 94.48 51.15 16.79 14.64 6.82
1983 95.16 53.34 16.18 19.71 4.67
1984 95.24 58.19 15.13 11.62 3.61
1985 95.33 45.99 14.41 28.20 4.87
1986 95.74 55.81 14.33 17.56 3.52
1987 95.36 50.51 15.52 12.36 3.12
1988 96.02 41.03 14.08 22.88 3.76
1989 95.88 43.44 15.18 28.10 4.43
1990 95.89 39.34 14.09 21.13 2.53
1991 96.01 51.07 13.59 12.22 5.26
1992 96.64 48.56 13.35 22.77 3.56
1993 96.79 45.80 13.58 18.86 2.61
1994 96.82 55.33 13.44 9.84 1.87
1995 96.94 50.56 16.20 8.40 2.00
1996 97.23 51.93 14.61 10.39 2.25
1997 97.53 53.44 12.23 14.68 1.45
1998 97.87 48.41 12.24 17.41 2.18
1999 97.81 51.20 13.40 12.80 3.67
2000 98.24 50.61 11.12 13.19 2.88

