#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
bk1 14A 8 even-skipped Kruppel giant
166 16.89 37.03 19.36 40.17 41.81
167 17.06 55.83 20.06 23.51 42.66
168 16.97 20.45 11.21 21.13 25.50
169 17.07 58.79 20.54 21.92 31.54
170 16.89 61.71 17.11 19.11 27.30
171 17.04 22.07 11.19 24.98 25.96
172 17.23 23.97 13.23 26.93 32.29
173 17.10 32.22 17.35 38.74 30.27
174 16.99 77.28 12.39 10.90 23.24
175 17.29 66.57 16.90 15.17 35.23
176 17.49 52.48 20.52 29.58 86.64
177 17.56 34.83 16.81 35.96 76.48
178 17.53 41.67 19.72 38.06 121.91
179 17.37 63.34 21.44 17.24 27.05
180 17.35 74.57 14.00 12.04 17.98
181 17.26 76.02 12.09 11.15 20.94
182 17.61 47.82 22.55 36.28 147.72
183 18.05 38.90 19.35 27.36 123.57
184 17.78 26.92 15.37 28.10 41.23
185 17.84 70.46 14.78 13.08 25.52
186 18.11 50.25 21.99 34.43 148.89
187 17.92 61.11 20.62 19.14 30.14
188 18.02 19.82 10.95 16.21 57.03
189 17.88 30.05 15.94 32.60 55.39
190 18.16 72.38 14.41 12.90 21.87
191 18.07 68.90 15.37 15.12 27.25
192 17.84 75.87 11.21 11.42 20.16
193 18.10 79.75 10.59 10.94 14.76
194 18.35 45.95 21.40 35.18 173.03
195 18.36 18.67 10.61 16.00 57.58
196 18.26 57.58 19.98 24.62 38.13
197 18.40 22.20 11.94 18.23 69.26
198 17.98 78.34 14.54 9.92 17.92
199 18.68 36.55 18.42 32.79 133.00
200 18.42 32.59 18.32 29.77 77.86
201 18.60 43.45 20.58 29.71 179.81
202 18.66 77.46 13.43 11.94 18.21
203 18.60 54.79 21.22 24.49 78.58
204 18.20 65.61 18.30 15.35 24.85
205 18.81 25.08 13.07 22.68 86.35
206 18.46 29.76 14.12 35.24 56.32
207 18.64 66.46 16.82 15.73 24.58
208 18.58 75.87 14.58 10.30 20.96
209 18.82 63.74 19.27 17.52 27.66
210 19.13 74.49 12.94 11.98 25.37
211 18.96 52.22 20.65 31.23 121.86
212 19.02 40.76 20.81 30.85 173.62
213 19.00 48.41 21.41 28.65 175.40
214 19.09 70.25 16.38 15.11 21.13
215 19.21 28.01 15.28 20.31 94.82
216 19.19 67.99 17.87 16.56 22.37
217 19.31 61.46 19.77 20.28 30.90
218 19.42 59.02 21.56 21.47 39.48
219 18.97 79.77 14.20 11.47 14.80
220 19.64 72.29 16.97 13.54 23.89
221 19.58 30.85 16.64 22.66 135.00
222 19.65 33.89 18.24 26.65 136.76
223 19.60 45.11 22.90 29.26 197.27
224 19.67 56.53 20.41 23.94 61.83
225 19.69 78.83 13.53 11.13 17.43
226 19.73 20.09 12.05 20.62 100.66
227 19.67 38.56 19.40 24.66 186.63
228 19.91 50.38 22.62 30.40 164.08
229 19.92 65.67 20.56 17.48 29.94
230 20.04 23.14 13.10 15.56 99.64
231 20.08 42.81 19.83 26.28 206.90
232 20.11 53.56 22.16 24.13 103.16
233 20.23 47.22 22.01 24.32 178.78
234 20.24 36.13 19.85 28.09 176.72
235 20.34 63.15 18.93 18.67 29.50
236 19.90 68.70 19.00 11.83 20.83
237 20.47 26.03 14.63 17.39 125.21
238 20.09 76.66 15.64 11.04 18.11
239 20.47 40.66 21.10 32.65 210.20
240 20.40 75.11 16.20 13.73 20.06
241 20.55 70.04 17.52 15.16 22.72
242 20.63 17.61 11.61 13.29 99.13
243 20.70 28.85 15.89 19.53 140.20
244 20.62 60.58 24.17 21.14 36.86
245 20.52 38.36 19.10 24.93 173.02
246 20.69 80.39 13.97 11.36 18.34
247 20.88 55.62 23.01 23.07 80.50
248 20.97 31.53 18.13 24.13 165.86
249 20.91 57.98 21.94 22.75 49.20
250 20.95 67.57 19.92 16.74 28.78
251 20.95 77.15 14.70 12.59 20.00
252 20.92 44.84 21.62 23.99 182.75
253 21.07 48.89 23.32 25.59 175.90
254 21.15 51.53 21.67 24.99 135.50
255 21.32 34.00 18.23 24.82 167.28
256 21.17 21.33 13.03 13.83 115.15
257 21.13 72.55 18.10 15.62 23.81
258 21.39 64.82 21.17 19.55 31.24
259 21.52 36.93 19.09 25.10 190.35
260 21.53 42.11 21.14 24.66 207.46
261 21.67 24.45 14.70 16.82 119.32
262 21.79 39.52 20.91 24.67 188.94
263 21.68 53.86 22.21 23.24 98.55
264 21.74 74.29 16.61 14.57 23.72
265 21.67 62.24 23.26 19.66 34.59
266 21.91 46.77 23.76 25.39 168.54
267 21.99 27.70 16.73 19.21 131.17
268 21.86 59.66 21.96 21.51 44.45
269 21.75 69.91 18.71 15.91 24.93
270 21.58 75.51 14.42 12.00 22.58
271 22.04 19.24 12.55 13.67 107.42
272 22.18 79.48 13.88 11.40 23.43
273 22.17 44.16 22.87 27.11 192.97
274 22.22 56.29 23.07 22.91 60.97
275 22.22 30.86 16.36 20.64 158.80
276 22.23 49.40 22.12 22.77 147.41
277 22.25 67.55 21.12 19.13 31.47
278 22.39 72.25 20.38 15.96 31.37
279 22.49 51.86 22.62 23.67 106.47
280 22.21 65.92 24.83 20.17 35.44
281 22.38 76.57 16.76 13.68 24.52
282 22.58 34.76 20.26 24.04 159.27
283 22.75 63.36 21.80 20.45 38.26
284 22.53 21.80 14.48 14.39 109.76
285 22.69 84.59 11.44 11.13 25.64
286 22.78 37.75 20.82 25.93 192.63
287 22.85 58.17 23.69 22.20 54.65
288 22.92 16.80 11.06 12.26 93.01
289 22.89 41.86 22.68 24.43 178.74
290 22.77 65.44 22.04 20.19 35.24
291 22.99 22.93 13.58 15.53 98.19
292 22.97 60.90 23.62 22.01 44.54
293 22.96 54.08 22.65 24.47 86.67
294 22.99 81.40 15.48 11.34 32.99
295 23.05 25.67 15.56 16.91 118.69
296 23.12 82.99 13.97 11.04 30.49
297 23.31 44.78 21.93 24.25 142.95
298 23.29 47.31 22.63 25.10 147.88
299 23.35 29.12 16.34 18.73 117.53
300 23.44 32.02 18.51 24.90 156.29
301 23.66 39.80 22.06 24.13 163.54
302 23.39 70.34 21.33 17.02 34.53
303 23.43 78.11 16.96 12.19 33.11
304 23.50 73.01 18.74 14.83 37.16
305 23.48 67.89 23.14 18.67 35.55
306 23.59 19.89 12.56 12.37 86.92
307 23.49 49.72 25.77 23.03 121.90
308 23.68 56.20 23.94 21.99 56.10
309 23.81 34.95 19.75 23.51 148.25
310 23.81 51.88 22.95 24.48 91.70
311 23.86 75.25 17.89 14.13 35.88
312 23.79 65.18 23.51 20.39 38.68
313 24.05 37.40 22.96 23.29 160.38
314 24.08 85.46 14.70 10.93 33.73
315 24.06 58.36 25.54 24.88 56.12
316 24.01 62.80 26.30 22.72 47.38
317 24.26 41.90 24.25 25.05 149.96
318 24.25 23.79 14.31 15.19 93.50
319 24.14 60.51 23.99 22.86 52.08
320 24.19 53.97 23.14 24.74 74.02
321 24.33 79.58 18.93 13.29 46.82
322 24.28 16.81 12.34 11.86 66.82
323 24.36 27.16 16.89 18.08 109.72
324 24.47 82.01 18.05 10.89 48.54
325 24.50 44.49 24.89 24.56 125.57
326 24.57 46.95 24.84 25.14 123.30
327 24.39 67.08 26.81 20.53 46.67
328 24.55 69.06 28.26 20.81 45.78
329 24.68 33.17 20.64 23.06 140.13
330 24.74 29.83 17.84 17.54 107.38
331 24.66 71.17 26.35 18.28 50.68
332 24.73 49.53 25.10 23.35 98.49
333 24.79 73.29 27.14 16.20 53.66
334 24.85 21.27 14.15 14.38 78.48
335 24.80 76.74 21.24 12.97 50.60
336 24.99 55.27 24.43 23.55 64.17
337 25.05 64.08 30.54 21.58 57.30
338 24.90 66.17 31.20 20.16 49.76
339 25.06 52.22 26.54 25.55 77.55
340 25.16 35.84 22.10 24.83 141.64
341 25.29 38.32 21.55 23.76 120.58
342 25.22 57.45 26.19 24.59 67.97
343 25.18 61.69 29.72 22.94 59.25
344 25.52 40.43 23.76 23.41 118.09
345 25.19 59.50 30.48 23.06 63.64
346 25.41 25.76 17.52 16.50 87.17
347 25.48 84.28 29.32 11.68 64.66
348 25.50 18.49 13.47 12.66 63.57
349 25.50 42.88 24.33 24.79 123.30
350 25.51 15.25 11.30 11.44 51.94
351 25.66 31.83 18.78 21.73 117.19
352 25.57 74.51 45.51 17.30 74.57
353 25.45 67.54 38.91 19.49 55.60
354 25.66 69.56 72.84 21.41 63.73
355 25.57 78.58 38.66 14.64 68.80
356 25.72 81.27 43.82 13.14 73.52
357 25.70 47.59 25.56 26.28 97.86
358 25.87 44.96 25.24 25.11 98.64
359 25.68 23.40 15.24 14.24 75.63
360 26.10 27.89 19.19 18.72 91.74
361 25.87 50.00 26.65 25.61 89.42
362 25.87 71.81 90.19 18.62 77.58
363 25.91 65.30 56.25 22.80 71.20
364 26.13 34.20 22.34 21.99 119.16
365 26.12 54.16 26.56 24.96 76.82
366 26.30 29.95 19.88 20.80 104.28
367 26.24 76.24 100.28 15.75 87.98
368 26.23 21.47 13.89 13.48 73.57
369 26.13 56.31 27.63 24.06 76.89
370 26.21 52.14 26.05 24.56 79.27
371 26.10 62.02 50.02 23.12 80.90
372 26.28 24.45 14.10 13.92 78.80
373 26.25 59.37 36.95 24.71 70.54
374 26.55 36.60 21.75 23.14 104.90
375 26.46 67.46 184.98 22.55 69.76
376 26.65 39.04 23.26 23.61 96.93
377 26.68 63.31 176.36 23.67 75.93
378 26.69 16.66 11.47 11.33 56.11
379 26.83 85.92 53.24 10.89 86.93
380 26.74 14.01 11.46 9.78 54.43
381 26.74 73.20 158.63 17.74 99.67
382 26.72 41.78 23.58 24.68 93.92
383 26.79 46.17 29.32 24.13 89.94
384 26.88 69.84 202.76 21.85 90.68
385 26.85 78.95 96.97 14.51 96.69
386 26.91 19.53 14.38 13.25 62.29
387 26.84 48.46 27.66 25.46 77.87
388 26.94 82.45 75.34 12.97 94.99
389 26.99 57.35 35.11 25.66 79.46
390 27.09 32.04 21.64 21.83 104.06
391 27.10 50.74 28.83 25.96 91.96
392 27.17 26.51 19.87 16.88 78.37
393 27.17 43.98 25.41 21.47 86.02
394 27.03 60.77 127.67 24.07 95.48
395 27.24 65.43 224.84 24.94 93.42
396 27.24 23.85 17.85 16.80 72.68
397 27.27 55.05 31.49 24.83 93.66
398 27.35 34.61 24.74 22.54 96.00
399 27.33 52.97 29.06 24.75 86.78
400 27.53 75.32 164.74 18.73 119.74
401 27.34 58.86 56.47 25.39 95.75
402 27.47 29.37 19.46 18.87 79.45
403 27.72 71.42 196.42 21.67 129.45
404 27.78 12.46 14.92 10.73 54.21
405 27.72 37.66 25.06 23.45 95.44
406 27.79 39.97 22.82 24.18 94.33
407 27.84 67.42 223.79 23.96 118.96
408 27.90 21.82 17.32 14.59 63.64
409 27.85 15.64 15.35 10.57 56.54
410 27.84 46.89 26.82 25.36 93.54
411 27.84 63.24 223.02 25.17 116.36
412 27.96 18.60 17.25 12.34 62.48
413 28.01 42.17 25.78 24.23 87.59
414 28.09 77.63 83.81 16.17 136.37
415 28.09 80.19 69.96 14.15 101.80
416 28.03 49.13 27.48 25.84 90.05
417 28.15 61.16 227.08 28.39 134.40
418 28.13 83.43 47.26 14.24 112.47
419 28.33 73.40 158.70 21.59 134.91
420 28.05 56.30 65.65 24.49 114.37
421 28.47 86.49 29.74 12.39 96.21
422 28.22 51.55 33.78 24.77 97.97
423 28.26 59.08 209.91 26.32 130.34
424 28.45 69.36 182.93 24.27 153.33
425 28.20 32.56 23.72 21.27 93.47
426 28.33 35.62 24.35 21.49 85.80
427 28.31 25.05 19.22 16.26 74.77
428 28.32 44.66 27.51 24.73 94.82
429 28.38 27.55 21.02 18.41 81.19
430 28.33 53.77 48.30 27.36 122.28
431 28.50 30.04 22.71 20.94 92.47
432 28.58 65.12 222.06 25.94 143.87
433 28.83 57.14 219.78 26.58 138.59
434 28.89 14.37 24.09 11.55 69.73
435 28.87 20.56 21.86 13.83 76.66
436 29.13 75.41 95.15 19.57 149.40
437 29.01 17.37 21.07 12.42 74.34
438 28.92 37.51 26.59 22.75 94.82
439 28.91 47.19 31.43 24.61 104.84
440 28.99 39.91 29.34 23.16 93.24
441 29.11 23.45 24.90 16.45 91.84
442 29.04 49.68 41.18 25.43 112.36
443 29.08 54.75 161.79 25.98 143.30
444 29.11 62.77 220.98 27.35 157.31
445 29.13 71.57 101.03 22.52 149.10
446 29.11 33.82 25.43 21.12 94.82
447 29.09 42.48 27.65 22.96 94.19
448 29.19 67.02 170.83 25.17 159.04
449 29.27 81.32 40.13 14.84 105.03
450 29.15 51.89 60.58 27.14 134.84
451 29.38 88.98 17.59 11.48 56.86
452 29.42 77.60 55.91 17.30 116.25
453 29.40 26.39 27.31 18.31 94.48
454 29.41 31.32 27.18 20.65 96.07
455 29.36 45.04 33.08 23.46 112.51
456 29.44 60.48 231.29 27.19 163.44
457 29.51 28.79 28.59 19.65 98.86
458 29.64 84.12 24.26 13.58 86.59
459 29.71 35.62 32.12 22.82 106.81
460 29.79 58.53 224.73 27.47 182.10
461 29.81 69.01 102.67 24.26 155.44
462 29.91 52.95 219.44 28.14 170.47
463 29.77 12.67 84.23 10.60 75.99
464 29.86 64.61 166.38 25.58 181.04
465 29.92 73.49 59.53 21.26 121.22
466 29.81 19.43 34.57 13.40 96.73
467 29.83 87.12 17.35 10.58 69.65
468 29.88 41.24 33.95 24.33 115.20
469 29.83 48.09 69.02 25.69 147.03
470 29.91 56.20 222.40 27.21 188.26
471 30.04 21.94 48.10 14.55 113.25
472 29.94 38.22 34.44 21.10 108.28
473 30.15 79.18 27.47 16.62 123.86
474 29.94 15.04 91.56 9.81 80.69
475 30.06 16.65 88.49 11.97 95.84
476 29.96 50.66 100.07 25.64 157.10
477 30.10 32.87 31.16 20.68 99.62
478 30.18 43.55 50.45 24.71 133.31
479 30.22 24.93 48.74 16.56 127.92
480 30.21 45.95 82.58 26.00 155.22
481 30.41 71.21 66.01 23.41 137.03
482 30.28 85.94 16.52 12.25 76.21
483 30.54 54.70 217.12 29.67 205.28
484 30.36 62.19 176.02 27.10 186.04
485 30.49 27.67 67.12 20.01 130.44
486 30.44 30.17 51.35 21.65 124.00
487 30.55 66.52 105.32 25.48 156.91
488 30.58 39.80 62.14 22.20 146.81
489 30.78 75.72 36.80 19.90 116.34
490 30.67 36.46 69.71 24.27 143.14
491 30.69 49.06 233.18 27.20 182.95
492 30.88 81.10 23.08 13.54 77.17
493 30.87 18.95 151.01 14.59 114.34
494 30.78 34.49 62.46 23.02 138.11
495 30.87 59.95 155.19 28.73 201.92
496 30.79 13.90 135.34 12.06 104.61
497 30.89 57.47 177.99 27.63 212.81
498 31.00 23.48 154.03 17.15 131.90
499 30.85 41.93 92.50 26.03 166.72
500 30.96 51.22 226.12 31.41 199.17
501 30.99 87.84 19.51 11.21 46.49
502 30.96 46.95 234.91 28.39 186.46
503 31.10 68.57 61.65 25.24 129.04
504 31.14 83.79 21.36 14.03 68.73
505 31.07 32.17 99.62 22.75 144.81
506 31.17 64.31 97.88 25.46 166.87
507 31.14 44.61 219.60 28.13 188.42
508 31.26 73.15 41.22 22.19 115.88
509 31.29 21.46 172.80 16.75 147.19
510 31.30 38.21 209.55 25.33 169.43
511 31.43 53.42 206.78 31.50 218.89
512 31.23 77.80 29.70 18.64 107.74
513 31.39 25.56 191.18 19.70 162.45
514 31.31 86.50 21.38 12.76 49.88
515 31.50 30.17 206.50 23.30 155.50
516 31.71 27.78 202.43 21.79 172.38
517 31.61 62.03 62.61 24.37 156.11
518 31.63 70.64 41.30 24.06 101.29
519 31.74 17.32 144.01 13.86 141.16
520 31.90 12.62 113.22 11.62 129.09
521 31.76 55.57 163.31 28.98 218.64
522 31.72 40.51 203.95 26.94 175.30
523 31.76 33.72 205.83 22.94 143.21
524 31.80 42.81 229.31 28.12 206.51
525 31.89 36.04 205.66 26.38 184.47
526 31.83 49.21 221.33 28.95 224.51
527 31.97 66.33 61.59 26.49 130.55
528 31.98 57.93 133.37 29.87 207.12
529 32.14 88.56 69.50 13.09 24.51
530 32.01 46.72 218.76 28.92 223.76
531 32.07 51.72 188.61 29.62 229.11
532 32.32 9.58 82.25 11.08 105.20
533 32.10 59.99 80.05 25.49 184.42
534 32.28 74.22 33.19 22.52 92.86
535 32.20 76.20 24.67 18.60 68.87
536 32.33 23.07 149.48 17.55 180.17
537 32.14 80.90 37.56 15.90 49.16
538 32.37 20.27 135.54 15.05 156.36
539 32.11 84.52 47.41 13.94 40.31
540 32.51 31.78 193.78 24.30 203.08
541 32.31 68.64 41.27 25.91 101.32
542 32.43 44.82 202.10 28.03 222.11
543 32.34 63.82 50.06 27.00 146.07
544 32.63 15.50 94.99 14.29 139.66
545 32.53 38.27 178.42 26.12 222.08
546 32.65 71.80 31.43 23.57 86.76
547 32.62 78.04 33.55 18.66 61.07
548 32.71 25.59 168.50 20.11 189.67
549 32.82 29.64 161.35 22.90 206.39
550 32.76 48.38 164.16 29.14 233.05
551 32.87 54.72 107.15 28.91 222.11
552 32.93 61.30 48.02 26.48 146.69
553 32.87 33.95 194.71 24.85 205.25
554 33.10 85.81 120.34 14.76 20.89
555 32.94 40.46 186.00 28.49 220.36
556 32.86 42.67 202.78 28.43 221.23
557 33.16 82.33 113.32 16.69 27.82
558 32.99 52.81 92.75 27.38 209.07
559 32.93 56.83 72.35 27.80 207.27
560 33.09 50.67 136.71 30.34 232.71
561 33.14 18.19 108.91 13.99 160.51
562 33.12 27.54 128.54 19.88 198.60
563 33.26 36.22 170.21 25.92 220.02
564 33.23 65.22 35.21 26.73 108.51
565 33.33 13.10 86.05 12.22 129.47
566 33.31 90.29 86.10 13.72 14.13
567 33.26 79.59 77.99 18.51 35.43
568 33.31 59.03 45.13 26.24 178.24
569 33.29 69.70 32.65 25.56 83.87
570 33.42 46.57 143.82 28.33 226.66
571 33.37 67.32 32.21 24.55 90.05
572 33.40 75.95 55.74 22.91 49.98
573 33.55 63.04 33.43 25.76 115.33
574 33.41 73.72 35.96 26.67 69.74
575 33.62 23.86 96.24 19.75 189.47
576 33.74 21.28 72.99 16.60 168.64
577 33.70 44.50 155.70 30.91 229.32
578 33.81 10.36 49.57 11.53 118.22
579 33.79 38.34 100.67 26.11 216.33
580 33.71 48.71 124.54 29.17 235.31
581 33.90 31.43 111.45 22.99 210.01
582 34.02 88.72 129.17 19.72 15.74
583 34.03 42.51 99.35 27.92 226.20
584 34.01 71.29 36.12 26.32 67.32
585 34.21 78.06 178.82 25.05 31.81
586 34.17 15.91 59.07 13.81 128.87
587 34.00 54.25 38.61 26.66 198.64
588 34.18 86.91 131.69 16.69 15.01
589 34.05 34.00 134.85 24.84 215.77
590 34.17 28.78 110.87 24.30 203.97
591 34.29 26.29 98.46 20.74 185.86
592 34.17 52.21 53.65 29.42 214.15
593 34.04 56.67 36.39 26.78 171.88
594 34.19 40.38 103.99 26.37 223.20
595 34.33 61.07 36.33 27.83 115.85
596 34.33 18.87 49.14 14.46 149.60
597 34.32 68.44 40.55 29.36 71.52
598 34.43 50.10 71.59 28.55 224.60
599 34.43 65.74 32.36 26.99 76.70
600 34.49 83.93 131.31 20.03 18.06
601 34.35 73.27 70.96 26.67 42.31
602 34.50 58.92 36.61 28.57 141.39
603 34.58 80.96 130.80 19.56 18.12
604 34.65 93.14 44.98 14.52 7.87
605 34.51 36.38 90.86 24.95 213.15
606 34.76 75.13 193.69 25.63 29.34
607 34.62 45.77 62.14 28.60 216.39
608 34.75 47.78 47.80 27.24 210.79
609 34.68 63.26 33.84 26.31 86.89
610 34.50 11.80 36.47 10.60 109.73
611 34.81 13.27 30.09 11.90 106.19
612 34.94 8.87 24.72 10.90 90.48
613 34.91 23.66 60.90 19.24 173.25
614 35.16 32.47 58.41 23.83 202.80
615 35.02 55.69 33.71 27.38 147.79
616 35.13 90.25 101.07 24.03 11.44
617 35.07 20.96 37.26 16.04 155.68
618 35.20 43.94 60.12 27.54 205.12
619 35.17 69.26 117.83 29.93 45.61
620 35.16 30.27 79.28 23.73 202.01
621 35.15 38.80 63.12 27.88 210.18
622 35.25 53.72 34.45 29.92 161.37
623 35.14 71.66 133.39 28.47 38.43
624 35.20 41.48 63.30 27.93 216.40
625 35.28 34.59 61.64 24.49 196.70
626 35.31 17.54 32.95 14.75 128.76
627 35.36 51.43 33.51 29.85 193.20
