#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
sl30 14A 8 Kruppel even-skipped fushi-tarazu
166 14.38 71.54 10.74 2.74 22.19
167 14.35 48.24 19.02 3.91 31.18
168 14.20 54.84 29.35 3.59 31.00
169 14.57 36.59 30.37 4.21 22.51
170 14.54 44.77 31.45 4.18 24.89
171 14.70 50.07 29.85 4.27 25.51
172 14.61 53.81 20.76 4.24 29.79
173 14.83 40.48 19.00 3.41 31.19
174 15.09 26.73 17.53 3.14 27.97
175 14.97 33.38 24.78 4.00 26.00
176 14.92 35.00 22.09 3.55 32.91
177 15.18 65.90 14.73 3.36 28.29
178 15.04 23.98 14.74 3.15 25.17
179 15.03 55.27 19.00 3.97 29.19
180 15.00 43.37 24.00 4.75 33.88
181 15.19 47.68 32.78 4.00 26.80
182 15.23 44.49 19.59 3.80 33.73
183 15.27 57.82 16.12 4.52 28.67
184 15.40 51.49 17.79 4.06 31.17
185 15.48 31.34 17.82 3.41 30.68
186 15.19 36.30 19.48 3.33 33.18
187 15.31 68.96 10.45 3.06 24.68
188 15.45 22.03 12.13 3.02 25.10
189 15.45 42.22 31.85 3.79 24.75
190 15.89 74.80 9.03 3.12 22.89
191 15.58 63.58 17.70 4.85 29.08
192 15.56 40.63 21.97 3.36 32.64
193 15.53 49.47 16.78 4.11 31.94
194 15.66 70.34 10.56 2.76 26.33
195 15.71 33.63 18.98 4.22 30.62
196 15.48 23.32 13.75 2.62 25.62
197 15.77 27.25 15.85 4.07 28.00
198 15.66 56.20 18.53 3.34 28.34
199 15.89 61.56 18.16 4.14 28.88
200 15.73 54.64 14.88 3.41 28.85
201 15.94 37.29 17.49 3.59 31.10
202 16.02 39.40 21.10 3.94 32.68
203 16.35 58.33 15.55 4.13 30.70
204 16.45 23.88 13.77 3.56 26.20
205 16.50 25.93 15.91 3.98 28.41
206 16.12 51.86 16.47 4.88 32.18
207 16.51 64.73 13.66 4.10 28.32
208 16.35 36.14 19.35 3.85 31.65
209 16.28 43.21 16.41 3.76 31.82
210 16.28 53.41 16.09 3.59 31.61
211 16.47 34.49 17.11 3.77 29.56
212 16.62 41.47 18.95 4.24 30.14
213 16.60 44.74 17.37 4.29 30.11
214 16.55 56.05 14.68 4.56 27.75
215 16.66 72.86 8.78 3.28 22.68
216 16.74 38.99 19.95 3.69 30.33
217 16.84 61.74 13.95 4.68 29.79
218 16.73 30.93 17.42 3.84 29.58
219 16.86 46.65 15.63 3.89 30.87
220 16.78 51.53 15.15 3.58 29.65
221 16.82 67.28 11.59 4.17 27.41
222 17.15 49.44 14.39 4.10 31.07
223 16.86 69.71 11.17 3.56 25.17
224 17.03 77.10 8.37 2.82 23.50
225 17.13 27.72 15.93 3.81 29.63
226 17.41 65.68 13.21 4.66 27.96
227 17.16 54.08 14.25 3.61 31.78
228 17.13 19.95 10.31 3.08 24.82
229 16.96 59.34 11.75 4.00 32.75
230 17.34 71.78 9.85 3.09 24.44
231 17.21 22.41 13.34 3.11 24.74
232 17.40 36.48 15.23 3.89 32.93
233 17.39 70.34 10.75 4.04 25.12
234 17.54 39.57 17.71 3.92 30.98
235 17.53 57.12 12.79 4.18 29.43
236 17.39 38.35 15.75 4.00 30.38
237 17.73 30.21 17.37 4.02 31.16
238 17.75 60.11 14.80 4.21 30.28
239 17.73 23.92 12.03 3.61 27.33
240 17.62 43.38 15.15 4.00 31.79
241 17.82 52.53 13.51 4.04 30.50
242 17.75 62.30 14.28 4.12 31.75
243 17.63 41.30 15.25 4.00 31.18
244 17.53 50.87 15.09 4.32 32.91
245 17.95 77.95 8.29 3.13 21.99
246 17.99 46.47 12.83 4.06 31.49
247 17.91 34.76 14.91 4.14 31.01
248 17.92 48.53 13.40 4.14 29.37
249 17.57 55.10 15.38 3.88 29.25
250 18.18 20.24 9.88 3.13 27.13
251 17.99 25.49 11.87 3.74 27.47
252 18.14 68.86 10.55 3.75 27.24
253 18.15 32.35 18.19 3.95 30.21
254 17.92 37.72 13.33 4.00 38.67
255 18.39 44.57 14.50 3.93 28.98
256 18.51 64.18 12.55 3.95 29.86
257 18.87 22.14 10.21 3.39 28.19
258 18.50 27.26 13.06 4.26 29.20
259 18.31 40.11 14.04 4.02 27.51
260 18.23 33.64 13.92 4.33 30.83
261 18.65 75.63 8.18 3.03 24.60
262 18.45 42.96 13.24 4.18 30.70
263 18.86 53.66 11.66 3.91 32.19
264 18.40 37.89 14.74 4.54 30.34
265 18.76 50.77 11.20 4.15 30.59
266 18.57 35.78 13.60 3.90 31.23
267 18.67 66.30 11.48 4.45 27.42
268 18.56 25.69 12.22 3.67 30.11
269 18.65 61.72 15.55 5.09 27.77
270 18.76 76.99 9.00 3.28 24.61
271 18.90 31.93 13.02 3.67 31.77
272 19.07 41.41 12.92 4.33 30.61
273 19.04 37.58 13.49 4.21 32.09
274 19.03 69.96 10.08 3.74 27.21
275 19.29 59.62 13.46 4.63 31.36
276 19.36 24.33 10.30 3.79 27.31
277 19.05 39.71 12.91 3.77 30.17
278 19.21 18.73 8.86 3.25 26.64
279 19.39 43.91 11.51 4.08 30.23
280 19.17 48.35 11.27 3.66 29.71
281 19.53 29.15 12.10 3.78 31.20
282 19.69 71.94 10.11 3.87 26.59
283 19.28 61.18 12.75 5.88 30.50
284 19.46 62.38 12.08 4.32 30.94
285 19.73 20.08 8.94 3.52 25.84
286 19.52 55.96 12.42 5.45 31.61
287 19.49 51.92 11.52 3.52 31.05
288 19.82 77.97 9.05 2.72 24.75
289 19.51 46.00 11.43 3.00 31.57
290 19.73 68.49 9.98 4.21 27.40
291 19.80 76.19 9.29 3.54 22.45
292 19.72 17.07 7.97 2.87 24.10
293 19.82 32.34 13.28 4.34 31.79
294 19.82 64.18 11.88 4.44 27.17
295 19.74 30.41 14.00 5.79 30.36
296 19.85 38.60 11.71 4.24 32.55
297 19.92 53.06 12.38 4.31 28.40
298 19.78 41.86 11.16 5.04 29.04
299 20.12 47.58 12.24 4.21 31.05
300 20.12 21.75 10.03 3.69 29.13
301 19.99 50.96 11.43 4.38 31.29
302 20.09 54.88 12.56 4.42 30.62
303 20.38 80.18 8.12 2.95 21.12
304 20.05 61.03 12.44 5.68 27.47
305 20.40 34.61 11.75 4.61 32.96
306 20.60 71.33 10.43 4.33 26.86
307 20.31 26.07 10.97 4.01 31.48
308 20.26 30.89 11.64 3.81 31.97
309 20.39 57.42 12.29 3.97 30.21
310 20.22 74.71 9.18 3.12 23.71
311 20.25 18.26 7.86 1.86 27.14
312 20.35 42.19 10.59 4.36 28.14
313 20.30 36.15 14.22 3.11 36.00
314 20.52 37.72 12.03 4.11 31.18
315 20.59 40.56 11.81 4.32 29.74
316 20.69 60.18 11.46 4.45 31.55
317 20.51 63.54 10.83 4.00 28.06
318 20.55 31.95 11.95 4.05 32.48
319 20.80 64.62 11.15 4.34 27.66
320 20.64 24.18 10.55 4.10 28.97
321 20.60 53.74 12.33 5.39 34.00
322 20.99 22.55 9.93 3.83 29.35
323 20.74 51.40 11.03 4.10 32.45
324 20.83 18.11 8.29 2.87 25.74
325 20.80 28.89 10.56 4.33 29.95
326 20.71 73.99 9.89 3.81 22.78
327 20.90 43.69 10.30 4.47 31.91
328 21.18 46.70 11.12 4.24 30.61
329 20.95 65.99 11.81 4.82 30.25
330 20.93 69.09 10.80 4.36 28.71
331 20.98 19.86 10.39 3.89 24.86
332 21.27 48.38 12.08 4.48 31.48
333 20.97 25.27 10.84 4.32 31.53
334 21.31 75.52 9.47 4.19 23.86
335 21.17 30.16 10.58 4.16 30.35
336 21.02 52.96 12.70 4.60 31.50
337 21.21 54.46 12.07 4.37 31.26
338 21.16 62.55 11.12 4.44 29.92
339 21.10 77.17 10.15 3.53 24.88
340 21.37 36.28 12.40 4.75 34.08
341 21.32 67.48 11.07 4.32 29.18
342 21.35 56.85 10.98 4.22 28.30
343 21.26 27.27 10.32 4.34 30.05
344 21.29 37.87 12.15 4.23 32.08
345 21.31 79.25 7.72 3.67 21.74
346 21.42 32.61 10.87 4.38 29.72
347 21.17 74.21 9.60 3.40 27.80
348 21.50 39.45 13.30 5.13 31.91
349 21.74 51.94 11.41 4.49 31.32
350 21.57 58.88 11.45 4.40 30.04
351 21.53 24.39 10.25 3.82 29.36
352 21.47 18.52 7.56 2.92 27.28
353 21.96 20.75 8.82 4.00 26.49
354 21.62 77.73 8.53 4.00 24.65
355 21.71 30.97 10.55 4.58 32.29
356 21.69 41.14 12.77 5.09 32.17
357 22.21 49.86 11.15 4.40 29.20
358 21.54 64.46 13.00 5.50 34.00
359 21.93 81.57 8.34 3.56 21.57
360 21.80 25.59 9.71 3.69 30.23
361 21.86 71.38 10.61 4.51 27.47
362 21.81 27.15 10.04 4.37 33.37
363 22.18 61.15 11.31 4.99 28.84
364 21.81 73.21 9.46 4.80 25.80
365 21.87 45.89 10.92 4.63 30.66
366 21.93 55.20 10.43 3.38 31.48
367 22.16 69.11 10.15 4.95 26.96
368 22.07 63.33 11.59 4.66 27.52
369 21.98 65.07 9.59 4.48 28.70
370 22.50 78.88 8.70 5.06 22.31
371 22.15 53.80 11.62 5.41 27.51
372 22.20 74.59 9.70 4.86 23.30
373 22.47 29.94 10.93 4.48 30.82
374 22.20 37.02 12.90 4.38 29.10
375 22.30 41.95 11.72 4.31 28.86
376 22.12 44.93 11.25 3.50 30.50
377 22.42 58.03 10.52 4.68 28.86
378 22.40 67.12 10.77 5.87 30.11
379 22.69 47.11 10.68 4.67 30.08
380 22.73 16.99 8.09 3.52 25.85
381 22.45 25.30 10.46 4.21 29.15
382 22.43 27.58 10.68 4.08 31.12
383 22.45 35.58 10.80 4.96 31.38
384 22.75 76.14 10.02 5.10 26.12
385 22.55 55.83 11.41 4.62 30.18
386 22.75 40.31 11.75 4.07 30.20
387 22.78 38.20 11.79 4.01 32.33
388 22.61 84.03 7.71 3.39 22.96
389 22.65 51.73 11.41 4.38 30.00
390 22.75 43.74 11.77 4.55 30.40
391 22.92 33.64 11.05 4.41 35.87
392 23.20 62.81 10.74 5.19 30.81
393 22.85 22.53 9.84 3.84 27.95
394 22.80 59.52 10.33 5.22 27.94
395 23.07 64.80 11.10 5.36 28.76
396 23.13 73.72 10.20 6.72 24.83
397 23.09 24.33 10.22 4.15 30.19
398 23.00 72.06 10.42 5.58 25.88
399 23.05 83.00 7.68 4.03 22.35
400 23.32 54.35 11.74 5.29 32.15
401 23.39 26.47 10.08 4.32 29.97
402 23.33 52.37 11.27 4.77 30.92
403 23.04 68.12 10.36 6.20 30.04
404 23.13 36.14 12.24 4.81 32.67
405 23.18 60.52 11.62 5.58 28.55
406 23.17 84.58 7.18 3.18 20.27
407 23.24 57.34 10.42 5.00 31.52
408 23.38 66.24 10.73 6.69 28.58
409 23.35 81.38 8.44 5.22 24.17
410 23.56 68.49 10.33 6.67 27.50
411 23.33 15.77 8.17 3.52 24.96
412 23.38 44.04 11.83 4.97 30.03
413 23.51 20.13 8.85 3.88 27.05
414 23.54 41.92 11.06 5.19 31.27
415 23.52 49.19 11.36 4.65 32.04
416 23.32 70.84 10.00 4.55 28.82
417 23.54 22.04 9.57 4.56 27.97
418 23.57 30.89 11.05 4.45 30.49
419 23.58 77.82 8.81 6.98 24.53
420 23.70 46.00 10.74 4.46 30.69
421 23.69 14.49 7.46 3.44 25.46
422 23.54 58.83 12.52 5.68 31.00
423 23.67 37.48 10.64 4.78 29.92
424 23.51 61.33 11.00 5.93 29.43
425 23.73 35.61 10.92 4.03 33.03
426 23.82 40.19 11.01 4.35 31.32
427 23.68 72.19 9.60 6.80 24.63
428 23.81 76.00 9.71 7.94 24.78
429 24.16 34.56 10.49 4.97 30.81
430 23.91 28.58 10.33 4.78 29.65
431 23.77 32.59 11.39 5.17 30.50
432 23.86 51.21 12.15 4.48 31.70
433 23.78 69.99 9.17 6.92 29.25
434 23.89 85.02 6.96 4.16 23.12
435 23.91 55.64 12.44 5.47 28.86
436 23.81 64.32 11.43 6.71 26.71
437 23.94 79.50 8.31 7.47 25.36
438 23.90 82.83 6.22 9.22 19.74
439 24.14 18.17 9.05 3.84 26.07
440 24.02 43.63 11.69 4.92 29.56
441 23.91 70.96 9.00 7.12 26.88
442 24.33 57.39 11.41 6.20 31.87
443 24.27 59.67 11.69 5.78 32.17
444 24.10 73.65 10.81 8.75 26.47
445 24.39 38.46 10.74 4.66 32.09
446 24.31 61.54 11.95 6.40 30.33
447 24.38 16.05 8.83 4.22 25.26
448 24.45 25.28 10.30 4.83 30.96
449 24.43 47.70 11.52 5.01 30.48
450 24.30 22.98 9.30 5.06 29.83
451 24.43 66.00 13.14 7.02 28.29
452 24.62 68.89 9.92 9.33 29.01
453 24.43 83.77 7.91 9.02 21.36
454 24.57 50.62 12.09 5.26 30.84
455 24.82 55.29 11.55 5.95 30.10
456 24.31 67.23 11.71 5.86 27.14
457 24.46 14.09 6.87 3.08 24.50
458 24.49 71.89 10.31 11.35 25.46
459 24.78 27.45 10.68 4.66 29.45
460 24.75 30.99 10.31 5.54 29.24
461 24.44 44.62 10.50 5.42 30.92
462 24.83 20.03 9.03 4.03 27.19
463 24.79 45.77 10.83 5.54 33.08
464 24.62 53.25 11.50 5.19 31.94
465 24.74 64.08 11.18 7.61 29.24
466 24.76 29.25 10.05 4.54 29.81
467 24.70 43.29 10.16 4.30 33.30
468 24.83 58.86 11.81 6.46 33.68
469 24.84 52.12 10.04 5.44 32.33
470 25.24 74.45 9.43 41.92 22.12
471 24.81 82.68 7.50 10.33 24.33
472 25.04 62.26 11.75 8.03 31.53
473 25.06 73.21 10.06 16.39 28.17
474 25.06 39.26 9.85 4.70 34.05
475 25.44 77.46 9.64 63.36 23.68
476 25.49 12.73 6.97 4.52 23.01
477 25.16 66.44 11.39 10.50 27.81
478 25.36 16.78 8.00 4.25 25.73
479 25.50 43.56 11.50 5.38 30.25
480 25.51 23.82 10.60 5.17 28.73
481 25.40 52.61 10.78 5.50 30.06
482 25.59 81.28 9.24 41.38 20.16
483 25.60 58.58 10.94 6.84 30.44
484 25.58 29.70 10.57 5.93 31.14
485 25.80 71.15 10.72 46.24 24.09
486 25.63 26.88 10.08 5.29 29.50
487 25.87 84.72 7.48 43.33 21.24
488 25.77 35.53 11.92 5.22 33.61
489 25.65 38.64 11.10 5.26 29.90
490 25.87 41.63 11.14 6.11 31.00
491 25.67 61.56 11.19 9.03 33.03
492 25.70 63.89 11.21 10.05 27.79
493 25.84 53.55 11.05 7.19 28.62
494 25.95 48.06 11.43 6.40 31.79
495 25.92 31.99 9.86 5.92 31.04
496 25.91 51.42 11.84 6.51 30.93
497 25.78 66.81 11.08 14.64 28.92
498 26.08 20.61 8.93 5.93 27.79
499 26.01 65.36 11.78 24.49 26.14
500 26.02 56.61 12.41 6.64 33.68
501 26.03 68.16 12.37 33.00 21.17
502 26.38 18.85 8.84 6.11 25.72
503 26.44 28.91 10.51 6.62 30.22
504 26.16 45.06 10.53 6.21 34.49
505 26.16 36.70 11.83 5.56 31.44
506 26.12 25.73 9.62 5.76 30.95
507 26.13 62.40 11.33 15.67 32.00
508 26.56 73.11 10.43 156.38 27.62
509 26.61 79.39 9.94 148.19 24.45
510 26.34 38.19 11.32 5.32 31.38
511 26.53 76.12 10.24 149.18 25.79
512 26.36 23.79 9.85 6.80 29.57
513 26.76 82.68 9.09 108.94 21.28
514 26.62 43.41 11.10 6.40 31.53
515 26.49 59.77 11.34 11.66 29.70
516 26.90 34.00 10.47 6.31 31.40
517 26.56 54.70 10.44 9.16 29.51
518 26.95 64.14 11.99 99.68 29.64
519 26.38 30.13 10.75 7.50 32.25
520 26.69 61.74 11.38 28.65 29.09
521 26.85 58.06 11.69 12.73 31.59
522 26.95 52.81 11.48 9.29 29.71
523 26.70 26.22 9.52 6.27 30.73
524 27.02 66.99 12.19 163.73 28.62
525 26.96 69.73 11.34 159.06 29.52
526 26.70 11.93 7.53 6.31 22.69
527 26.71 39.61 12.15 6.55 33.55
528 26.75 50.73 11.57 7.55 30.05
529 26.75 36.14 11.11 7.08 31.58
530 26.85 13.77 7.26 7.24 24.26
531 27.00 40.72 11.08 7.95 30.85
532 26.79 47.87 11.89 7.16 30.56
533 27.38 86.31 7.58 70.43 21.05
534 27.03 27.40 10.97 8.39 30.03
535 26.95 49.28 11.33 6.42 30.33
536 27.07 24.35 9.35 7.66 28.74
537 27.15 20.17 10.35 8.70 28.30
538 27.50 44.51 11.62 9.11 32.65
539 27.43 36.67 10.90 8.39 31.85
540 27.35 17.11 9.02 10.53 28.29
541 27.47 31.96 11.11 8.46 30.85
542 27.75 59.25 12.60 80.54 28.40
543 27.60 18.93 9.27 14.80 26.84
544 27.60 13.17 6.62 13.12 24.71
545 27.63 74.78 11.39 177.47 28.27
546 27.66 49.99 11.46 12.01 31.91
547 27.90 61.99 11.98 183.19 30.39
548 27.84 77.26 10.97 148.10 26.77
549 27.91 80.30 9.83 123.25 25.76
550 27.59 28.72 11.21 7.32 29.85
551 27.99 39.37 11.74 11.48 31.52
552 27.75 23.10 8.96 11.10 29.04
553 28.03 72.54 11.42 165.87 26.59
554 27.81 27.02 9.24 9.56 27.93
555 28.12 83.43 9.63 84.68 24.55
556 28.64 10.80 6.57 59.80 24.37
557 27.85 34.30 11.35 8.85 31.00
558 27.99 52.37 10.98 22.14 32.12
559 28.14 55.23 11.48 46.36 29.70
560 28.09 47.19 11.89 15.00 31.94
561 28.35 69.89 11.82 188.43 30.58
562 28.38 64.84 12.09 209.44 31.42
563 28.46 67.36 11.26 200.46 31.12
564 28.35 30.00 11.00 14.74 29.67
565 28.41 32.06 10.60 12.24 32.04
566 28.56 14.98 8.28 64.72 24.32
567 28.36 45.29 11.98 13.60 32.46
568 28.74 57.37 13.26 176.44 32.17
569 28.40 21.86 8.84 19.11 29.05
570 28.36 33.78 10.38 13.90 29.90
571 28.82 51.19 12.67 66.03 30.10
572 28.85 18.55 9.07 68.08 23.96
573 28.78 85.72 9.16 23.86 46.59
574 29.30 49.07 12.59 113.30 32.03
575 28.87 74.94 10.25 87.99 32.12
576 29.23 53.45 12.37 178.64 33.80
577 29.06 60.26 13.05 199.75 32.50
578 29.11 20.47 9.02 66.00 26.02
579 28.95 78.22 11.25 72.68 33.01
580 29.27 26.77 10.93 82.13 27.91
581 29.29 40.90 11.78 50.30 29.38
582 29.50 87.66 8.43 11.60 110.24
583 29.45 24.21 9.83 96.74 27.29
584 29.34 63.07 12.62 181.79 32.04
585 29.15 83.87 9.69 36.92 62.90
586 29.20 71.77 12.19 113.20 37.66
587 29.31 29.45 11.03 38.97 26.57
588 29.49 38.19 12.01 87.23 31.21
589 29.75 46.46 12.54 140.56 33.20
590 29.70 55.80 12.80 211.78 33.79
591 29.44 68.75 12.22 122.15 37.82
592 29.57 32.91 10.94 83.57 28.46
593 29.65 43.37 12.30 78.81 29.99
594 29.62 65.76 12.32 136.03 33.37
595 29.79 13.81 8.10 106.28 27.30
596 29.88 89.39 7.23 7.60 140.42
597 29.96 76.56 11.39 29.77 157.08
598 30.06 85.75 9.11 11.98 134.98
599 30.29 9.92 6.52 88.18 24.80
600 30.02 82.31 11.25 28.99 142.19
601 30.21 30.73 11.42 170.49 32.33
602 30.13 35.38 12.17 159.81 32.08
603 30.15 21.69 10.12 153.14 29.82
604 30.08 73.69 12.43 35.10 159.74
605 30.02 79.82 11.72 24.65 155.09
606 30.03 16.84 8.91 141.22 26.12
607 30.11 51.29 13.25 205.97 31.33
608 30.10 58.21 12.72 188.76 31.55
609 30.21 60.87 13.98 162.98 37.04
610 30.33 83.85 11.54 22.40 160.39
611 30.35 70.87 12.97 41.19 145.62
612 30.49 28.10 11.06 172.31 31.65
613 30.59 39.40 12.98 191.16 36.18
614 30.52 68.11 12.70 35.14 180.94
615 30.59 19.02 10.10 157.35 27.36
616 30.41 63.32 12.17 71.04 45.65
617 30.70 41.74 13.19 204.27 33.32
618 30.64 54.04 13.53 199.54 35.68
619 30.86 44.17 12.94 198.67 34.93
620 30.80 49.04 13.12 193.79 36.05
621 30.76 65.63 12.89 41.76 167.89
622 30.75 26.03 12.29 149.60 27.93
623 30.99 14.77 8.94 120.50 27.70
624 31.37 87.38 10.44 7.82 142.07
625 31.08 56.55 13.11 165.48 38.50
626 31.24 23.19 10.57 150.72 33.41
