#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
kd31 14A 8 Kruppel even-skipped fushi-tarazu
166 14.01 57.50 21.07 4.61 28.59
167 13.95 49.72 37.98 4.63 25.05
168 13.76 66.99 13.69 4.31 22.96
169 14.47 43.00 35.09 4.80 26.62
170 14.17 61.62 17.42 4.41 25.49
171 14.15 68.79 9.19 3.84 23.70
172 14.00 58.82 16.12 4.44 26.32
173 14.29 34.14 21.37 4.87 29.89
174 14.73 47.64 34.56 5.07 29.33
175 14.35 64.07 12.73 4.78 27.20
176 14.26 24.65 16.88 3.47 25.88
177 14.42 30.89 16.48 5.10 29.60
178 14.59 66.70 12.09 4.40 25.04
179 14.68 36.65 24.80 4.43 30.02
180 14.66 23.48 17.14 3.77 24.77
181 14.75 56.37 29.00 5.30 28.05
182 14.86 27.03 25.25 4.38 26.51
183 14.90 38.58 28.10 4.72 25.73
184 14.71 70.62 10.22 4.12 23.72
185 15.07 53.40 37.40 5.36 27.24
186 15.00 50.76 32.31 5.16 25.22
187 15.03 59.66 15.41 4.90 27.41
188 15.12 45.36 33.63 5.35 26.22
189 15.10 33.24 25.94 5.29 28.81
190 15.21 62.55 13.90 4.51 28.07
191 15.21 65.61 12.57 4.96 24.71
192 15.34 24.20 23.27 3.46 24.38
193 15.55 72.25 8.60 3.50 22.38
194 15.57 41.01 35.05 5.33 28.18
195 15.62 69.32 9.61 4.31 26.10
196 15.35 74.54 8.00 3.29 20.48
197 15.89 22.52 16.04 3.67 26.71
198 15.63 57.58 18.63 5.05 28.58
199 15.60 25.97 20.38 4.25 27.90
200 15.51 32.36 19.20 4.53 33.93
201 15.91 34.30 34.62 5.50 27.19
202 16.21 36.92 34.79 5.22 28.54
203 15.87 51.88 17.16 5.14 30.76
204 16.02 65.69 10.54 4.46 26.64
205 16.24 43.55 30.89 5.53 27.23
206 16.14 48.76 33.95 5.85 26.05
207 15.94 53.89 22.08 5.42 32.08
208 16.15 19.88 13.54 3.63 23.95
209 16.12 45.42 19.78 4.69 31.06
210 16.34 31.77 33.43 4.95 27.46
211 16.14 25.41 18.41 4.19 27.73
212 16.51 39.28 35.37 4.78 26.42
213 16.61 74.41 8.53 3.87 21.18
214 16.63 54.62 25.80 6.34 27.88
215 16.26 64.44 12.10 4.50 28.20
216 16.50 27.53 18.68 6.39 30.97
217 16.58 29.35 30.24 5.38 25.25
218 16.88 68.85 9.37 4.19 25.93
219 16.71 46.25 27.59 5.21 25.26
220 16.66 50.28 16.26 5.26 31.52
221 16.75 59.44 18.67 5.00 29.11
222 16.75 63.33 12.04 6.00 27.18
223 16.59 20.54 16.14 3.29 24.64
224 16.93 25.86 17.02 5.07 29.36
225 17.05 71.43 9.44 4.44 25.41
226 16.93 65.72 11.83 5.65 26.78
227 17.07 23.67 16.72 4.33 26.82
228 17.01 45.03 17.19 4.67 29.74
229 17.07 47.89 15.27 4.75 31.70
230 17.01 61.51 14.33 5.82 30.52
231 17.09 32.47 19.78 5.50 31.50
232 17.26 34.23 30.67 5.39 25.92
233 17.05 67.37 10.94 5.44 27.62
234 17.08 19.77 13.49 3.11 24.44
235 17.28 27.68 19.69 5.36 29.71
236 17.23 30.53 22.78 5.12 31.32
237 17.17 39.70 22.44 5.12 34.12
238 17.07 53.24 16.00 4.25 34.25
239 17.53 21.33 15.36 3.56 26.50
240 17.82 53.01 18.78 5.70 29.29
241 17.41 38.60 22.78 4.78 31.33
242 17.62 63.87 10.91 4.94 29.02
243 17.56 61.29 14.27 5.19 28.54
244 17.81 28.27 19.34 4.74 29.72
245 17.80 45.74 14.76 5.04 31.55
246 17.98 59.16 16.71 6.14 28.13
247 18.45 18.58 11.62 3.23 25.12
248 17.74 41.05 19.87 5.62 32.84
249 17.82 69.29 9.96 5.56 25.50
250 18.00 48.50 15.56 5.52 32.15
251 17.90 31.67 21.19 5.06 28.58
252 17.92 38.80 27.53 5.79 28.79
253 18.24 65.92 11.12 5.45 29.13
254 17.85 23.82 14.50 4.00 29.00
255 18.32 50.81 16.79 5.71 29.86
256 18.36 55.81 15.74 5.19 30.63
257 17.97 72.17 9.00 3.67 27.11
258 18.41 62.24 11.90 5.33 29.42
259 18.28 22.97 15.88 3.74 27.79
260 18.37 72.94 8.86 3.53 26.69
261 18.52 68.58 10.68 4.97 26.56
262 18.53 31.81 14.47 4.42 29.90
263 18.69 37.63 17.20 5.53 32.35
264 18.68 35.55 18.17 4.74 31.44
265 18.49 40.09 18.10 5.52 34.38
266 18.39 44.20 24.85 5.08 34.92
267 18.61 47.71 14.44 5.16 31.77
268 18.66 77.19 8.08 3.33 23.17
269 18.69 53.89 18.90 6.00 30.86
270 18.50 19.99 11.71 3.71 28.00
271 18.66 21.09 14.32 3.71 27.97
272 18.69 26.08 15.39 4.49 29.44
273 18.57 28.27 18.89 6.04 27.59
274 18.54 46.51 17.27 5.07 30.07
275 18.53 33.16 15.60 4.40 27.60
276 18.51 45.52 15.50 4.50 28.50
277 18.90 29.66 15.48 4.94 29.76
278 18.74 42.42 22.42 5.42 32.08
279 19.09 63.65 11.73 5.62 29.21
280 18.77 71.36 9.96 4.92 24.00
281 19.26 59.42 14.80 5.23 28.95
282 19.00 23.80 14.92 4.22 28.45
283 18.91 44.45 16.02 5.20 32.38
284 19.05 52.24 15.30 5.25 30.92
285 19.07 39.08 21.46 5.25 32.21
286 19.42 50.00 14.79 5.35 29.96
287 19.28 75.36 8.82 4.09 21.53
288 19.15 32.58 13.90 5.33 30.14
289 19.11 67.85 10.47 4.18 29.06
290 19.57 20.22 12.06 3.91 26.01
291 19.49 34.18 15.06 4.89 32.27
292 19.43 42.51 15.82 5.16 32.64
293 19.35 47.15 14.46 5.00 32.70
294 19.37 65.49 11.89 5.11 28.45
295 19.67 26.89 16.15 5.01 28.55
296 19.53 68.77 10.93 5.02 27.61
297 19.44 76.68 8.09 3.52 21.30
298 19.69 53.60 17.79 5.65 31.39
299 19.87 31.66 13.86 4.60 31.10
300 19.85 37.74 14.97 5.21 33.13
301 19.66 45.48 13.29 5.38 32.50
302 20.00 35.89 16.20 6.47 31.37
303 19.94 78.48 8.17 4.02 21.22
304 19.94 29.52 14.20 5.02 30.15
305 19.85 18.28 10.46 2.89 24.07
306 20.01 55.70 16.54 5.56 32.06
307 19.80 63.06 12.55 6.36 32.45
308 19.95 67.10 10.68 4.85 28.79
309 20.10 74.07 9.81 4.85 23.48
310 20.08 60.53 13.60 5.26 31.91
311 20.11 70.13 9.74 4.44 29.41
312 20.25 47.98 15.16 5.36 33.64
313 20.25 43.52 15.38 5.32 33.87
314 20.22 57.65 15.40 5.50 29.50
315 20.39 27.98 13.81 5.00 31.00
316 20.05 76.16 9.39 3.83 21.33
317 20.43 33.64 15.71 5.90 32.58
318 20.37 50.78 13.52 5.30 31.45
319 20.32 52.65 14.15 5.69 32.74
320 20.42 63.48 12.22 6.36 29.80
321 20.49 17.75 11.46 3.52 24.30
322 20.49 36.94 14.13 5.73 32.73
323 20.37 45.40 17.67 5.67 30.67
324 20.78 46.08 14.37 6.28 34.40
325 20.75 76.21 8.76 4.91 25.15
326 20.73 61.33 11.78 4.84 28.47
327 20.60 21.40 12.83 4.78 26.67
328 20.89 59.18 13.41 5.08 31.88
329 20.73 25.31 13.86 5.02 29.91
330 20.77 30.62 17.56 5.84 29.52
331 20.71 39.49 14.30 6.13 36.10
332 20.77 34.66 16.54 7.61 31.82
333 20.82 68.68 10.15 4.76 27.83
334 20.99 49.88 13.62 6.54 33.59
335 20.76 70.74 11.31 5.46 27.65
336 20.71 56.30 15.82 5.91 31.18
337 21.13 22.31 14.04 4.59 28.68
338 21.27 29.06 13.81 5.89 32.05
339 20.99 41.54 14.98 6.05 32.73
340 21.01 53.21 15.80 5.75 31.09
341 21.10 19.56 10.79 3.89 28.21
342 21.38 78.03 8.73 5.15 21.03
343 21.52 56.59 13.44 5.52 31.66
344 21.07 62.70 12.50 4.97 29.08
345 21.43 35.86 13.94 6.17 34.97
346 21.27 38.41 14.21 6.04 34.54
347 21.46 44.26 14.02 5.58 34.90
348 21.42 47.30 13.39 5.91 34.17
349 21.29 23.92 12.63 5.86 31.43
350 21.63 16.93 9.68 3.56 24.11
351 21.38 70.93 9.68 4.88 28.40
352 21.71 32.95 14.86 6.75 35.77
353 21.36 20.71 14.22 4.33 26.33
354 21.64 66.42 11.32 6.71 28.36
355 21.72 50.42 13.05 5.67 32.90
356 21.49 40.59 16.46 6.08 33.08
357 21.87 51.77 13.80 6.24 32.37
358 21.88 60.10 11.68 5.32 28.30
359 21.85 61.66 11.81 5.38 30.57
360 22.00 69.79 10.60 6.11 28.32
361 21.68 58.96 11.75 6.50 31.25
362 22.01 41.05 13.37 5.90 34.25
363 22.04 20.32 11.33 4.33 27.12
364 21.85 45.94 14.83 6.00 34.50
365 22.15 24.84 12.83 5.49 31.86
366 22.10 48.54 13.10 5.52 35.31
367 22.55 37.43 13.80 6.49 34.23
368 22.15 42.96 14.12 5.92 33.81
369 22.39 27.31 13.64 5.85 33.15
370 22.22 68.24 10.56 6.58 28.51
371 22.22 75.20 9.45 5.68 26.48
372 22.53 76.88 9.86 5.04 25.59
373 22.48 53.31 13.66 5.90 33.33
374 22.22 57.24 12.12 6.12 33.25
375 22.29 71.49 9.50 5.75 25.88
376 22.42 73.26 10.27 5.52 26.73
377 22.46 30.90 13.34 6.62 32.49
378 22.49 46.93 13.43 6.04 35.93
379 22.48 62.97 11.19 5.42 28.64
380 22.68 17.14 10.97 3.92 25.89
381 22.95 18.94 11.01 4.26 26.29
382 22.47 49.52 12.45 5.45 34.36
383 22.89 59.60 12.48 6.04 32.45
384 22.84 65.14 11.48 5.79 28.04
385 22.63 34.24 16.04 7.04 32.96
386 22.78 56.82 12.38 6.16 33.09
387 22.82 81.83 7.44 3.87 20.43
388 22.73 70.89 12.35 6.43 29.35
389 23.23 22.23 11.99 4.93 30.27
390 22.83 78.56 9.57 4.60 24.60
391 23.15 29.33 14.14 6.01 31.67
392 22.92 67.36 11.00 5.44 28.72
393 23.12 40.33 13.69 7.09 36.63
394 23.08 32.49 13.36 7.20 33.38
395 23.05 50.93 13.71 6.97 34.17
396 23.43 62.57 11.84 6.29 30.06
397 22.97 72.63 10.40 6.10 28.40
398 23.42 49.71 12.21 7.07 35.10
399 23.16 25.55 13.61 6.86 33.07
400 23.32 69.88 10.19 5.96 30.23
401 23.50 47.69 13.66 5.87 32.19
402 23.21 80.42 8.86 5.48 20.95
403 23.33 42.85 13.75 7.05 37.41
404 23.39 71.90 11.20 6.66 26.00
405 23.51 74.25 10.82 6.43 27.38
406 23.30 52.91 13.98 7.50 32.11
407 23.30 60.96 11.43 6.57 31.64
408 23.27 78.85 10.12 7.38 22.75
409 23.43 82.22 7.71 3.87 21.68
410 23.62 24.45 12.78 5.36 30.77
411 23.50 68.51 10.43 7.23 29.60
412 23.30 73.05 11.50 6.75 25.75
413 23.68 35.41 12.92 6.75 35.32
414 23.39 51.61 12.67 7.67 37.67
415 23.73 55.18 12.34 6.69 34.89
416 23.77 57.48 12.73 7.36 32.75
417 23.69 65.98 12.49 6.98 31.57
418 23.57 39.24 14.20 7.13 35.87
419 23.42 79.84 8.00 7.00 24.00
420 23.59 31.52 15.21 5.57 35.50
421 23.69 33.11 13.85 7.23 30.12
422 23.83 20.17 10.81 4.27 28.75
423 23.81 40.66 12.97 6.37 34.13
424 24.03 59.50 12.54 7.35 32.40
425 23.86 70.74 11.03 7.94 29.09
426 23.95 78.01 10.30 7.60 25.81
427 24.06 52.52 13.20 7.13 32.76
428 24.08 17.99 8.93 4.25 26.56
429 24.09 37.78 13.70 7.24 35.23
430 24.33 29.80 13.71 6.79 33.00
431 24.38 64.05 12.38 8.08 30.32
432 24.12 67.75 10.83 6.56 30.81
433 24.34 79.97 9.18 6.44 24.47
434 23.99 41.80 14.00 7.17 37.83
435 24.07 73.23 9.87 7.09 26.70
436 24.25 21.89 10.63 5.61 30.02
437 24.16 32.11 13.11 7.32 32.32
438 24.21 34.47 14.22 6.70 33.92
439 24.41 49.76 13.08 7.10 34.90
440 24.17 25.98 12.75 7.50 32.88
441 24.34 61.59 11.86 5.90 31.90
442 24.48 23.90 11.95 5.66 32.66
443 24.43 42.28 13.59 7.59 33.33
444 24.55 27.30 12.54 6.61 31.25
445 24.83 71.09 11.40 9.40 28.05
446 24.54 39.86 13.42 6.24 34.16
447 24.56 16.20 8.28 3.88 23.58
448 24.84 44.28 11.92 7.24 35.84
449 24.57 60.14 12.44 8.08 33.84
450 24.91 46.84 12.52 6.88 35.52
451 24.72 66.25 11.78 8.18 30.48
452 24.95 73.44 10.67 10.91 28.15
453 24.65 33.44 13.00 7.00 35.50
454 24.72 74.88 12.00 8.79 25.32
455 25.06 19.59 10.04 4.88 28.77
456 24.75 52.30 13.16 7.36 32.73
457 25.07 76.64 11.25 14.32 27.21
458 25.03 41.45 14.54 7.63 34.19
459 24.88 67.96 12.28 7.68 29.00
460 25.10 35.09 12.93 8.05 33.33
461 25.01 56.40 14.24 7.88 35.72
462 24.95 62.17 12.43 7.64 30.83
463 25.14 25.33 11.16 6.10 31.66
464 25.20 38.10 13.97 7.43 34.72
465 25.09 54.42 12.49 7.51 34.05
466 25.05 69.23 10.61 10.19 30.32
467 25.10 31.48 13.14 7.05 34.38
468 25.22 22.25 10.36 5.52 28.96
469 25.02 32.84 15.22 6.78 34.56
470 25.41 49.33 12.41 7.52 34.55
471 25.33 33.68 13.71 8.35 33.71
472 25.27 57.71 12.80 8.95 38.05
473 25.31 60.41 12.84 9.53 30.89
474 25.28 28.48 11.20 6.30 30.75
475 26.06 80.91 9.14 72.34 22.61
476 25.54 51.88 13.87 8.40 35.44
477 25.63 66.52 12.12 10.35 30.28
478 25.78 13.94 7.98 4.00 21.19
479 25.69 29.83 11.60 6.20 35.12
480 26.02 47.42 13.99 7.96 36.67
481 25.64 54.88 13.36 7.48 34.91
482 25.57 24.27 9.67 5.42 31.58
483 25.62 35.69 14.00 6.94 33.17
484 25.65 41.44 12.72 8.08 36.56
485 25.49 44.78 13.50 6.00 41.00
486 25.98 32.86 12.63 6.81 34.33
487 25.88 17.07 9.62 4.53 23.32
488 26.01 20.62 9.95 5.90 29.34
489 26.31 83.47 8.38 62.65 21.44
490 26.09 57.83 12.97 8.97 32.93
491 26.03 38.55 13.89 7.21 32.58
492 26.06 50.29 13.96 8.50 35.74
493 26.16 60.90 12.33 9.04 32.89
494 26.18 26.56 12.14 5.93 31.02
495 26.28 44.82 13.61 7.56 34.99
496 26.22 63.83 12.03 10.72 32.70
497 26.39 40.23 12.92 8.48 35.65
498 25.99 24.10 11.00 4.50 34.75
499 26.33 35.39 13.64 7.43 35.26
500 26.21 53.23 12.97 7.64 34.86
501 26.41 72.61 11.52 76.58 27.17
502 26.36 25.07 11.62 5.86 32.48
503 26.57 55.79 13.38 9.47 32.66
504 26.73 76.03 11.02 146.56 25.88
505 26.73 28.45 11.33 6.56 32.56
506 26.84 12.98 7.22 4.37 22.40
507 26.43 19.66 8.85 5.38 28.69
508 26.86 37.77 12.54 7.78 35.78
509 26.64 21.78 9.28 5.72 29.69
510 26.88 15.23 8.49 5.52 24.22
511 26.77 51.07 13.73 9.04 34.50
512 27.13 66.96 11.82 114.97 28.13
513 26.97 49.20 13.75 9.55 37.62
514 26.87 59.66 13.42 12.00 31.75
515 27.20 70.33 12.00 145.23 30.56
516 26.72 57.43 15.21 11.16 33.53
517 26.99 17.36 8.53 6.04 25.29
518 27.03 41.42 13.39 8.43 35.72
519 26.93 61.87 12.62 10.53 34.00
520 27.13 19.33 9.38 6.74 26.86
521 27.17 31.77 12.79 8.31 33.33
522 27.27 78.53 10.75 132.49 25.54
523 27.32 64.40 12.69 40.73 27.29
524 27.44 21.70 10.11 7.26 30.32
525 27.41 24.25 11.05 7.61 30.26
526 27.66 51.89 14.33 10.59 34.70
527 27.72 84.23 8.51 48.84 20.92
528 27.35 62.88 12.50 17.10 35.25
529 27.51 36.47 12.36 7.79 33.17
530 27.61 56.48 12.88 11.63 34.02
531 27.80 81.37 10.30 85.18 24.65
532 27.70 46.54 13.22 10.24 35.26
533 27.76 73.73 12.59 191.77 28.71
534 27.60 61.59 13.04 19.46 31.93
535 27.77 58.84 13.02 12.63 33.95
536 27.66 53.85 12.92 10.19 37.78
537 27.77 14.27 8.47 6.58 24.74
538 28.07 49.62 14.38 11.63 35.90
539 28.17 16.90 8.18 10.25 29.05
540 28.00 11.50 6.98 6.36 22.66
541 28.00 33.12 12.44 9.09 31.89
542 28.80 60.84 13.60 123.68 32.53
543 27.93 86.29 7.95 19.43 24.34
544 28.01 15.54 7.78 8.43 25.03
545 28.03 39.43 12.62 10.07 36.13
546 27.91 44.89 13.53 8.51 35.23
547 28.15 28.88 11.56 10.96 32.15
548 28.20 76.34 11.86 165.90 26.91
549 28.02 30.87 12.53 10.33 31.12
550 28.00 40.62 14.56 10.44 37.89
551 28.27 65.28 12.66 201.37 32.30
552 28.19 37.63 12.94 10.60 33.26
553 28.39 68.53 13.20 230.94 31.10
554 28.16 23.46 11.26 10.74 31.26
555 28.63 47.41 14.92 14.12 35.92
556 28.57 71.71 13.56 218.14 29.27
557 28.32 78.84 11.07 75.00 24.85
558 28.43 53.70 13.77 13.96 35.54
559 28.62 26.64 10.85 12.37 32.24
560 28.43 41.36 12.96 10.67 36.25
561 28.54 43.07 14.63 11.18 37.98
562 28.55 13.64 7.97 13.03 21.82
563 28.73 20.89 10.93 14.81 29.00
564 28.87 31.40 11.93 14.63 33.07
565 28.98 87.03 7.89 8.70 91.58
566 28.87 35.78 14.53 15.31 34.47
567 28.82 22.48 11.35 14.05 29.58
568 29.29 57.45 14.03 106.29 32.94
569 29.16 63.45 14.04 232.32 32.50
570 29.44 83.58 10.25 27.25 106.41
571 28.98 33.65 12.45 15.59 34.24
572 29.06 74.48 12.87 139.84 30.52
573 29.00 81.10 11.20 51.67 28.51
574 29.12 38.96 13.26 16.11 34.02
575 29.08 40.84 13.61 14.95 35.71
576 28.84 32.74 14.50 16.50 33.25
577 29.29 77.75 11.71 76.08 26.19
578 29.70 13.89 8.59 92.20 23.51
579 29.30 48.83 14.20 25.36 38.61
580 29.42 66.51 14.91 230.89 34.99
581 29.75 51.60 14.23 130.25 35.11
582 29.67 18.68 9.88 110.36 27.91
583 29.60 69.63 13.67 160.82 29.79
584 29.53 43.19 13.54 18.07 38.10
585 29.80 23.85 11.13 94.24 30.80
586 29.90 27.89 12.40 97.09 32.09
587 29.98 37.32 13.99 98.81 36.18
588 29.83 72.32 12.96 104.75 31.00
589 29.92 32.25 12.28 85.70 33.00
590 30.38 45.24 15.29 161.97 36.13
591 30.19 80.59 12.01 20.94 150.94
592 30.18 47.74 15.57 149.18 38.05
593 30.16 34.63 13.20 116.32 33.26
594 30.40 54.16 14.79 204.05 37.10
595 30.26 85.82 9.65 10.62 141.49
596 30.34 21.24 10.86 137.49 29.23
597 30.29 40.96 14.36 55.22 37.80
598 30.43 56.62 14.37 216.77 35.02
599 30.01 75.31 14.20 70.22 40.06
600 30.34 64.68 14.64 216.17 35.66
601 30.43 62.09 14.79 199.06 33.35
602 30.45 67.42 13.46 143.71 32.85
603 30.51 77.55 12.38 30.09 146.31
604 30.66 25.52 12.49 209.07 31.46
605 30.95 49.63 15.73 212.87 37.80
606 31.09 38.42 14.35 162.93 33.99
607 30.69 30.06 12.96 217.28 33.17
608 30.71 72.90 13.13 46.73 102.98
609 30.72 11.43 7.95 90.36 22.21
610 30.77 16.18 9.31 159.67 27.67
611 31.23 42.86 15.21 205.18 37.93
612 30.76 59.39 14.81 209.97 35.88
613 30.65 70.30 14.06 70.67 41.37
614 31.15 82.88 12.19 13.96 153.74
615 31.17 18.86 10.17 173.50 28.50
616 31.24 89.21 7.97 6.38 90.43
617 31.20 33.47 13.61 225.11 36.65
618 31.27 35.68 14.37 230.86 35.65
619 31.33 75.52 13.68 27.35 179.82
620 31.29 23.44 11.38 183.39 31.36
621 31.36 27.37 12.50 207.59 32.88
622 31.29 52.01 15.47 223.02 37.56
623 31.48 46.87 15.63 237.74 39.82
624 31.43 68.86 15.36 54.52 201.76
625 31.27 65.91 15.04 101.36 40.94
626 31.34 63.54 15.58 130.20 40.48
