#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
rge7 14A 8 even-skipped Kruppel giant
166 19.08 74.71 15.81 7.93 12.65
167 19.29 30.77 17.36 28.28 32.33
168 19.41 40.44 18.72 28.31 49.59
169 19.52 69.00 15.38 11.31 23.19
170 19.32 35.88 18.08 28.61 25.86
171 19.59 45.83 19.12 26.15 82.60
172 19.69 53.01 20.47 21.75 143.81
173 19.66 61.41 18.74 17.21 92.76
174 19.81 42.91 20.15 26.85 60.90
175 19.95 63.77 18.32 16.26 56.46
176 19.98 71.29 18.02 10.72 21.72
177 19.83 73.52 16.79 9.79 12.05
178 19.80 33.31 17.32 27.97 37.20
179 19.99 38.03 18.95 26.94 47.97
180 20.34 20.92 12.37 12.56 63.91
181 20.40 23.81 14.52 15.34 78.72
182 20.36 29.41 15.96 22.91 78.12
183 20.57 35.40 17.93 26.61 81.52
184 20.51 66.43 18.49 14.52 40.42
185 20.71 50.88 20.19 21.67 156.56
186 20.63 59.08 19.37 18.34 138.79
187 20.67 26.57 14.50 17.44 88.41
188 20.63 76.99 14.44 8.66 12.90
189 20.71 56.04 21.43 18.85 153.90
190 20.81 47.91 21.38 22.20 149.61
191 20.72 40.32 20.96 23.87 112.72
192 20.94 44.92 21.75 26.15 136.76
193 20.94 32.35 17.15 21.14 94.73
194 21.03 68.92 16.56 12.72 31.88
195 20.95 73.49 16.41 10.91 19.11
196 21.05 53.41 20.94 19.05 171.81
197 21.20 61.56 18.40 15.33 88.93
198 21.34 37.69 18.88 22.14 117.39
199 21.49 42.43 20.51 24.76 144.46
200 21.37 64.23 17.37 14.48 57.90
201 21.38 71.89 14.74 11.19 21.86
202 21.52 18.74 12.04 9.75 70.33
203 21.60 30.36 16.80 17.66 111.24
204 21.79 24.87 14.11 16.13 113.42
205 21.72 57.77 19.37 20.30 147.18
206 21.94 49.39 20.01 20.68 174.55
207 21.85 21.21 13.37 12.30 91.08
208 21.78 28.79 19.09 18.06 122.91
209 21.87 35.04 17.17 20.68 126.47
210 21.90 70.54 17.05 10.15 26.02
211 22.13 46.99 20.88 20.83 173.97
212 22.08 66.39 19.22 14.46 44.53
213 22.10 40.00 19.69 21.04 144.75
214 22.16 51.88 20.76 20.26 175.85
215 22.22 27.27 15.67 16.40 116.41
216 22.15 54.82 20.45 17.25 160.89
217 22.22 74.36 16.43 10.22 24.15
218 22.29 76.96 16.07 9.30 19.24
219 22.45 44.60 20.27 18.93 164.50
220 22.38 60.10 18.71 14.98 104.17
221 22.32 32.60 17.06 19.07 135.20
222 22.55 63.30 20.18 15.47 65.08
223 22.69 37.43 20.57 20.50 162.99
224 22.87 68.55 19.28 12.28 34.23
225 22.85 17.94 11.25 9.95 86.47
226 22.93 22.88 13.55 13.15 121.68
227 23.00 42.31 20.16 20.72 155.40
228 22.93 56.98 21.13 18.03 151.68
229 22.92 71.72 17.52 10.75 29.68
230 22.86 30.16 17.25 18.67 132.36
231 23.22 34.66 19.05 17.90 156.77
232 23.26 50.10 21.36 18.96 168.05
233 23.34 52.93 21.93 17.94 168.11
234 23.54 20.62 12.75 10.87 97.29
235 23.32 25.34 14.31 14.84 129.04
236 23.42 39.93 20.04 19.39 157.11
237 23.43 47.26 21.36 19.06 171.69
238 23.35 65.96 20.11 14.66 45.31
239 23.56 61.64 20.93 16.40 65.87
240 23.54 77.95 15.54 9.40 24.27
241 23.79 54.91 20.32 18.40 110.52
242 23.62 58.93 23.09 16.42 100.69
243 23.62 80.90 15.04 8.85 17.72
244 23.73 28.14 16.11 16.24 128.80
245 23.68 74.14 16.39 11.60 28.46
246 23.92 44.65 21.49 20.65 162.43
247 23.99 31.61 17.49 17.83 131.55
248 23.96 63.84 20.33 15.37 60.10
249 24.05 37.18 20.13 17.71 158.33
250 23.94 70.19 16.46 11.92 33.22
251 24.33 17.68 11.65 10.01 81.95
252 24.50 42.21 20.84 20.55 151.78
253 24.44 48.82 22.69 17.75 155.04
254 24.51 23.63 15.19 13.10 96.69
255 24.48 34.03 20.68 17.73 149.93
256 24.53 51.46 22.05 18.78 142.92
257 24.44 66.99 20.63 12.97 46.97
258 24.64 56.97 21.88 17.88 94.30
259 24.67 39.65 17.74 19.06 132.46
260 24.68 59.63 22.27 16.86 72.70
261 24.71 77.53 19.44 10.01 33.40
262 24.97 46.50 22.50 18.83 141.66
263 24.86 26.40 15.61 15.05 105.55
264 24.84 72.46 18.60 11.05 33.76
265 24.98 20.16 13.73 11.30 92.12
266 25.01 29.46 16.09 17.63 121.57
267 25.07 53.83 22.98 18.45 114.15
268 25.07 61.50 22.45 15.13 62.51
269 25.03 63.99 21.51 15.33 58.88
270 24.99 69.72 19.11 13.25 44.07
271 25.32 36.08 19.00 19.33 135.54
272 25.42 44.08 22.72 19.83 131.51
273 25.48 31.92 19.15 17.64 129.12
274 25.71 38.30 20.83 19.04 135.55
275 25.67 49.76 23.00 18.30 109.86
276 25.83 22.37 14.23 13.31 81.50
277 25.82 16.73 12.23 9.86 45.38
278 25.73 67.64 20.28 14.84 51.89
279 25.72 74.97 21.84 10.77 44.24
280 25.79 80.46 70.41 9.62 28.63
281 25.75 56.08 22.55 17.28 85.78
282 25.87 64.82 22.26 15.88 58.05
283 26.00 41.02 22.05 19.13 141.08
284 26.03 34.11 20.12 20.03 113.76
285 25.85 58.91 22.16 17.38 73.47
286 26.08 51.92 22.22 18.42 91.85
287 25.95 77.48 48.45 10.26 55.21
288 26.11 25.07 15.48 15.16 74.85
289 26.29 47.63 21.51 18.18 107.54
290 26.22 27.98 18.66 17.88 83.68
291 26.13 70.02 21.25 13.48 49.96
292 26.21 72.52 21.39 13.46 48.34
293 26.28 61.58 23.01 15.44 65.01
294 26.70 83.27 124.87 9.31 49.85
295 26.47 19.80 13.06 11.55 71.94
296 26.56 45.36 24.32 19.41 103.90
297 26.55 54.20 22.08 19.49 84.75
298 26.65 30.68 17.97 16.48 97.41
299 26.58 43.00 21.56 19.48 112.68
300 26.72 36.36 21.13 18.64 93.43
301 26.72 65.95 22.92 16.25 66.46
302 26.80 56.69 23.81 18.09 81.85
303 26.98 38.86 21.56 19.67 118.17
304 27.03 59.10 24.39 17.30 77.44
305 27.04 17.05 12.43 9.85 45.50
306 27.04 33.19 19.37 18.34 90.05
307 27.08 49.63 23.00 19.21 98.15
308 27.01 63.49 21.46 16.47 67.49
309 27.05 73.43 29.56 12.50 69.24
310 26.92 80.29 150.44 11.28 59.93
311 27.22 76.27 169.99 12.66 74.54
312 27.16 68.16 23.32 15.08 62.51
313 27.20 23.19 16.20 12.88 59.51
314 27.35 26.44 16.49 15.21 68.56
315 27.38 52.30 22.51 19.92 81.41
316 27.62 41.58 21.82 18.74 96.45
317 27.51 46.78 25.31 19.82 96.62
318 27.47 61.04 24.06 17.37 81.45
319 27.42 70.38 26.43 13.67 68.10
320 27.69 29.42 17.41 16.12 71.40
321 27.68 20.08 14.77 11.60 58.43
322 27.72 54.72 25.68 19.98 84.40
323 27.80 44.19 23.47 19.67 91.75
324 27.76 35.23 19.56 18.40 77.44
325 27.85 57.13 24.72 18.95 87.33
326 27.83 65.54 26.57 18.15 78.84
327 27.94 80.76 164.99 11.59 94.26
328 28.06 14.89 12.15 8.91 46.72
329 28.11 32.39 20.49 16.68 75.59
330 28.37 37.52 23.52 20.49 85.78
331 28.01 39.46 23.84 19.43 94.27
332 28.08 71.67 153.02 14.57 87.21
333 28.13 63.20 25.94 18.65 91.23
334 28.25 48.39 24.55 19.61 80.27
335 28.34 24.52 17.74 14.37 63.53
336 28.33 50.84 23.91 19.57 81.88
337 28.44 58.82 27.57 18.76 87.59
338 28.27 67.45 38.42 16.84 88.66
339 28.27 77.90 187.00 12.60 98.12
340 28.46 17.59 14.16 11.18 47.49
341 28.29 73.41 193.66 14.30 86.47
342 28.52 22.15 16.37 12.30 59.33
343 28.54 27.43 19.76 15.43 73.89
344 28.48 75.51 201.91 14.90 89.18
345 28.51 60.97 26.28 18.96 92.15
346 28.64 53.20 27.16 19.84 87.06
347 28.73 69.46 189.71 16.40 89.59
348 28.84 43.14 25.24 18.67 81.35
349 28.84 45.83 24.24 19.44 77.77
350 28.65 19.74 16.39 12.26 61.11
351 28.79 30.26 19.19 17.42 71.91
352 28.84 55.97 28.64 21.09 82.86
353 28.76 82.41 102.48 12.28 85.70
354 28.72 85.31 32.20 9.14 31.57
355 28.85 34.83 20.45 18.56 80.14
356 28.86 40.49 25.02 19.23 86.08
357 29.06 64.75 43.07 17.68 107.37
358 29.21 78.88 147.51 12.92 124.84
359 29.19 62.63 30.55 19.45 106.71
360 29.28 48.92 27.07 19.46 84.84
361 29.31 72.66 194.65 15.50 116.36
362 29.33 15.22 12.62 9.80 43.74
363 29.37 32.61 23.38 17.69 69.83
364 29.44 51.32 27.28 20.91 95.30
365 29.34 20.16 15.06 11.72 58.50
366 29.47 25.91 18.76 15.61 65.09
367 29.46 60.11 29.44 19.49 110.66
368 29.51 66.84 192.56 18.15 98.55
369 29.48 36.93 22.02 19.05 87.39
370 29.54 83.77 46.65 10.47 84.56
371 29.51 23.38 17.33 13.68 57.30
372 29.62 28.20 18.75 16.39 73.75
373 29.64 57.81 31.50 20.94 99.13
374 29.63 75.57 142.32 14.81 135.14
375 29.66 53.94 29.81 21.31 96.08
376 29.49 17.01 12.93 11.20 45.27
377 29.82 39.21 25.11 20.15 83.94
378 29.83 18.38 16.12 11.54 54.83
379 29.75 41.93 26.82 20.34 83.43
380 29.87 46.71 26.40 20.95 86.11
381 29.87 69.69 208.95 17.90 134.43
382 29.97 30.55 22.31 17.75 75.90
383 30.05 44.47 27.78 21.42 84.83
384 30.04 80.73 65.98 12.73 135.60
385 29.99 34.71 22.69 18.93 84.55
386 29.98 56.10 29.36 19.08 103.85
387 30.22 62.09 169.30 20.96 127.53
388 30.26 49.24 28.77 20.10 103.31
389 30.40 64.58 211.95 20.59 126.00
390 30.42 85.20 24.53 10.85 50.80
391 30.18 20.49 14.56 12.66 58.31
392 30.49 21.95 18.68 13.79 63.88
393 30.41 51.89 31.81 20.54 108.15
394 30.36 72.04 170.55 17.68 147.21
395 30.43 77.05 90.04 14.06 133.32
396 30.56 24.83 20.68 15.23 75.76
397 30.50 59.31 91.26 21.52 135.64
398 30.53 15.42 15.94 11.14 60.00
399 30.57 32.57 22.29 18.96 77.88
400 30.51 37.00 25.39 20.08 93.61
401 30.65 66.82 216.50 20.17 146.87
402 30.63 40.81 27.94 19.89 97.06
403 30.67 27.32 20.33 15.80 76.80
404 30.64 54.44 38.64 21.91 126.41
405 30.82 17.20 17.19 11.88 61.22
406 30.90 42.80 30.98 19.80 97.66
407 30.91 56.99 67.78 20.84 136.71
408 30.84 69.20 195.39 19.66 183.49
409 30.88 74.18 82.85 15.70 158.42
410 30.89 47.18 31.59 21.02 102.08
411 30.95 19.03 19.37 11.62 60.21
412 30.99 29.91 23.69 17.24 83.84
413 30.98 82.30 28.55 12.07 74.22
414 31.04 34.84 28.55 20.27 93.71
415 31.09 38.88 27.86 19.82 100.64
416 31.13 50.14 34.83 22.00 125.39
417 31.20 44.79 33.85 20.09 116.78
418 31.29 60.88 224.85 22.17 173.52
419 31.32 79.08 46.38 14.79 120.07
420 31.46 63.05 212.18 22.76 194.85
421 31.37 23.24 22.15 14.85 82.70
422 31.45 71.08 88.47 18.83 174.73
423 31.39 52.53 81.96 21.84 149.10
424 31.44 15.59 23.17 9.73 63.53
425 31.62 13.59 25.87 9.83 60.61
426 31.52 32.53 29.69 19.43 93.20
427 31.55 65.32 168.02 20.33 176.76
428 31.67 36.98 34.92 19.17 112.12
429 31.69 54.95 214.81 25.41 153.87
430 31.72 58.95 220.84 22.79 167.24
431 31.78 20.68 30.70 13.88 90.47
432 31.74 75.67 49.66 16.06 147.80
433 31.60 85.45 15.60 10.42 33.29
434 31.77 25.52 27.21 16.78 90.56
435 31.71 40.66 35.55 21.58 120.98
436 31.76 27.99 31.08 17.60 95.60
437 31.72 67.75 120.86 21.36 184.86
438 31.77 46.50 40.41 21.66 141.25
439 31.87 48.53 99.60 23.24 143.67
440 32.09 83.05 20.90 14.02 71.25
441 31.94 42.66 44.34 21.54 127.36
442 32.03 17.53 43.08 13.29 80.38
443 31.96 30.40 35.55 18.87 105.76
444 32.09 72.50 53.70 16.96 131.51
445 32.19 50.78 211.48 24.45 160.83
446 32.11 34.97 40.45 19.89 110.41
447 32.20 57.10 222.07 24.39 180.96
448 32.27 38.79 73.46 22.98 145.21
449 32.40 44.58 175.00 21.75 139.56
450 32.43 79.91 30.56 15.68 106.12
451 32.36 61.44 175.98 24.06 205.49
452 32.38 23.20 71.22 15.22 94.56
453 32.55 53.10 226.92 25.20 203.93
454 32.52 63.82 107.60 24.05 204.91
455 32.62 66.18 60.61 21.33 205.54
456 32.81 11.27 71.35 9.69 46.96
457 32.57 69.22 62.39 20.13 165.92
458 32.64 32.96 147.22 20.81 127.22
459 32.69 15.16 103.79 12.52 68.50
460 32.83 76.76 30.43 16.64 104.55
461 32.78 12.96 87.69 9.87 43.41
462 33.00 25.82 157.15 19.11 124.44
463 32.84 46.71 212.18 24.46 184.58
464 32.93 85.34 18.67 13.63 37.88
465 32.85 55.24 188.07 24.48 205.54
466 32.84 59.53 175.85 24.52 192.71
467 32.95 36.75 184.58 22.11 127.78
468 32.99 40.48 199.27 24.10 146.37
469 33.02 73.57 30.54 19.73 119.98
470 32.98 19.92 132.18 14.05 101.94
471 33.01 28.94 161.74 19.62 130.46
472 33.04 48.90 230.58 25.53 180.53
473 33.10 30.93 179.78 20.00 134.74
474 33.01 42.74 216.00 23.95 161.67
475 33.29 70.68 32.20 21.01 130.89
476 33.17 57.51 175.76 26.28 201.52
477 33.55 87.32 33.46 12.55 14.69
478 33.41 16.87 131.43 13.51 100.37
479 33.31 51.32 217.14 25.04 218.23
480 33.46 34.62 196.69 22.62 163.69
481 33.34 61.95 99.43 23.60 200.33
482 33.30 82.96 21.69 14.42 53.50
483 33.60 38.35 212.10 24.43 183.02
484 33.57 67.49 38.41 22.17 166.81
485 33.52 81.07 22.62 14.66 66.19
486 33.66 22.57 159.99 17.76 151.98
487 33.55 64.72 53.87 23.05 183.92
488 33.61 44.72 221.44 25.44 191.53
489 33.68 53.65 162.76 26.41 230.09
490 33.74 13.78 89.40 11.68 82.78
491 33.91 78.27 23.74 17.00 72.33
492 33.88 32.37 185.20 22.36 189.79
493 33.92 58.94 93.83 26.35 212.49
494 34.02 46.99 191.84 28.19 210.26
495 33.94 55.92 128.08 26.46 225.12
496 34.02 27.42 169.41 20.27 174.83
497 33.97 42.30 206.94 26.57 207.98
498 33.95 49.31 195.87 26.00 211.13
499 34.01 74.75 26.74 19.38 88.06
500 34.16 20.48 134.59 15.43 156.50
501 34.16 30.13 162.31 20.71 180.43
502 34.14 36.23 187.39 24.13 197.76
503 34.21 40.10 188.00 26.38 227.26
504 34.27 11.49 39.62 10.23 44.67
505 34.24 71.76 26.09 20.22 111.18
506 34.31 51.63 142.91 25.23 221.68
507 34.34 61.14 54.85 23.90 211.02
508 34.37 84.17 60.52 17.25 30.92
509 34.41 15.37 97.60 13.40 120.94
510 34.39 24.75 142.17 18.36 165.69
511 34.39 63.46 38.90 25.00 184.97
512 34.47 68.48 30.82 22.46 125.99
513 34.57 18.05 100.41 14.77 154.12
514 34.60 44.31 181.67 25.38 205.89
515 34.70 33.96 135.36 24.08 207.23
516 34.67 65.88 29.74 22.82 134.87
517 34.63 80.77 33.00 16.58 43.18
518 34.39 82.40 51.67 14.33 33.33
519 34.70 37.95 137.38 23.84 210.54
520 34.81 87.33 72.98 13.60 7.79
521 34.73 54.16 98.36 26.86 214.54
522 34.88 57.00 52.77 26.03 211.32
523 34.93 22.58 94.46 17.72 174.12
524 34.90 75.90 29.34 20.63 64.51
525 34.90 49.01 92.40 26.52 215.75
526 34.98 41.87 144.93 26.16 216.36
527 35.12 59.44 49.94 25.42 210.59
528 35.24 29.24 112.99 21.88 185.10
529 35.17 31.63 122.81 21.73 206.12
530 35.10 46.11 114.43 28.47 216.28
531 35.19 13.55 51.03 12.31 82.06
532 35.19 26.82 123.56 20.36 175.44
533 35.29 35.78 116.82 25.02 217.73
534 35.27 10.57 21.67 10.06 45.85
535 35.20 70.40 26.44 23.11 91.48
536 35.29 73.16 28.60 22.64 74.27
537 35.29 51.54 71.90 27.33 195.33
538 35.41 78.34 61.71 20.14 39.44
539 35.37 39.55 111.52 25.47 212.90
540 35.49 19.87 75.42 16.22 161.22
541 35.43 61.76 31.60 25.47 163.64
542 35.47 64.04 37.31 25.98 157.77
543 35.53 84.38 127.13 17.23 15.26
544 35.50 16.37 54.38 14.38 117.50
545 35.69 89.74 59.33 15.12 5.75
546 35.71 24.85 85.58 20.06 177.92
547 35.67 67.67 28.97 23.79 94.70
548 35.73 43.55 96.82 27.62 213.32
549 35.79 55.63 38.38 27.61 195.05
550 35.85 81.37 146.17 23.26 21.38
551 35.76 53.55 44.27 26.90 197.00
552 35.84 47.60 101.75 27.71 221.58
553 36.08 32.95 76.40 23.85 199.53
554 35.94 37.33 81.81 24.72 198.39
555 35.96 58.06 34.19 27.42 169.42
556 36.00 86.83 103.45 20.83 9.22
557 36.05 49.55 55.98 28.07 205.80
558 35.92 75.02 38.21 24.51 56.28
559 36.14 41.04 99.89 27.07 222.87
560 36.27 12.23 29.05 11.74 109.37
561 36.16 22.77 62.40 19.54 172.10
562 36.18 65.52 33.59 27.53 94.85
563 36.30 30.60 64.66 23.55 200.33
564 36.22 45.47 75.47 28.95 212.53
565 36.15 69.85 32.48 26.60 73.82
566 36.39 60.61 32.15 29.12 131.54
567 36.46 9.28 17.88 10.51 49.33
568 36.39 27.59 60.68 20.86 176.01
569 36.40 14.95 29.09 13.26 107.36
570 36.34 34.98 65.75 25.33 195.29
571 36.39 51.65 40.20 29.10 187.82
572 36.44 72.28 110.20 26.82 36.85
573 36.52 17.60 33.64 15.59 148.42
574 36.51 62.87 29.73 26.73 97.68
575 36.48 91.94 28.07 16.18 4.49
576 36.68 38.74 58.80 25.34 204.40
577 36.65 20.51 39.42 17.09 159.07
578 36.66 77.91 173.74 24.38 21.04
579 36.91 89.21 67.74 24.51 6.41
580 36.85 42.54 51.36 29.73 214.34
581 36.89 54.04 32.10 28.85 181.33
582 36.90 56.54 36.03 29.17 168.03
583 36.87 25.22 55.44 21.59 184.38
584 36.83 83.35 116.90 25.08 12.13
585 36.87 67.00 54.00 30.58 81.83
586 36.95 47.32 38.40 28.55 184.51
587 37.01 58.71 31.74 27.50 116.85
588 37.08 36.42 44.12 25.95 196.77
589 37.14 74.63 178.47 26.41 27.49
590 37.25 29.33 48.40 24.42 188.97
591 37.22 44.48 38.35 29.70 190.57
592 37.22 49.63 34.87 28.95 164.80
593 37.21 69.32 173.24 29.60 43.45
594 37.32 85.62 78.71 25.97 8.43
595 37.17 64.51 43.88 31.04 84.90
596 37.36 80.97 146.55 31.49 13.30
597 37.35 33.91 42.40 27.04 195.29
598 37.48 11.01 16.34 12.46 82.20
599 37.44 13.76 20.71 14.65 110.34
600 37.35 22.70 32.89 19.43 162.77
601 37.43 40.30 42.90 26.70 184.08
602 37.49 31.58 39.57 24.88 186.40
603 37.48 51.90 34.09 32.30 169.43
604 37.51 16.47 18.49 15.18 135.49
605 37.53 62.21 100.37 29.91 70.54
606 37.68 27.13 32.81 21.44 169.86
607 37.59 60.11 35.02 32.58 94.88
608 37.66 71.99 189.94 31.38 23.69
609 37.64 91.38 26.25 25.66 4.75
610 37.60 19.42 24.35 18.13 135.53
611 37.83 55.42 32.90 30.38 96.36
612 37.87 37.98 37.95 27.93 173.09
613 37.92 46.18 32.00 31.63 137.50
614 37.94 77.05 159.45 30.07 15.41
615 38.06 65.68 190.33 35.14 40.53
616 38.01 24.78 30.83 22.83 165.58
617 38.03 57.44 36.35 30.96 105.96
618 38.11 41.98 34.71 29.63 156.55
619 38.10 48.20 35.86 32.90 152.36
620 38.20 53.41 35.68 32.35 118.62
621 38.06 88.33 45.42 30.05 6.77
622 38.23 35.74 35.51 28.07 164.25
623 38.36 68.76 191.93 36.22 29.16
624 38.31 44.16 33.31 32.56 142.06
625 38.31 21.67 22.03 19.90 126.38
626 38.35 82.76 67.51 31.94 9.48
627 38.38 50.62 36.88 33.09 106.02
