#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
ra6 14A 8 even-skipped Kruppel giant
166 16.50 58.66 17.70 13.68 15.57
167 16.82 38.71 16.75 33.94 39.88
168 16.74 61.03 17.65 11.44 13.77
169 16.97 68.47 14.92 8.75 22.10
170 16.83 43.91 18.92 30.35 54.60
171 17.08 34.62 18.02 38.68 33.97
172 17.14 22.37 12.99 20.20 21.36
173 17.20 41.14 17.25 27.18 73.38
174 17.27 46.03 17.85 24.08 77.76
175 17.29 71.66 15.21 7.35 22.03
176 17.11 63.50 17.23 10.72 13.56
177 17.21 74.65 14.25 6.79 18.59
178 17.17 57.90 15.54 16.20 17.07
179 17.88 37.11 16.56 29.31 79.78
180 17.58 30.97 15.49 22.95 33.73
181 17.57 28.46 16.25 24.75 24.47
182 17.45 32.40 16.89 25.05 28.05
183 17.80 65.71 16.97 9.60 19.91
184 17.65 25.11 13.87 22.18 20.24
185 17.91 50.31 17.36 24.55 62.95
186 17.74 75.51 14.67 6.22 13.66
187 18.15 43.05 17.09 23.54 104.06
188 18.15 53.46 18.20 20.64 50.14
189 18.09 56.49 18.10 18.59 29.43
190 18.06 60.06 18.03 13.11 19.10
191 18.55 47.91 19.35 23.08 102.99
192 18.14 69.50 16.24 8.12 14.67
193 18.42 20.51 11.87 15.75 39.40
194 18.53 39.87 17.40 18.36 106.18
195 18.50 34.84 16.25 25.29 72.82
196 18.30 63.64 20.12 10.10 15.10
197 18.69 23.98 13.69 17.46 42.91
198 18.74 72.87 15.05 7.53 23.67
199 18.88 26.52 15.30 18.45 53.80
200 18.87 29.11 17.09 20.75 63.94
201 18.80 45.19 18.10 20.53 108.26
202 18.83 31.98 16.05 21.62 70.99
203 18.62 67.64 16.66 8.73 18.36
204 18.70 75.75 15.23 6.94 14.33
205 19.15 58.21 18.12 14.25 30.75
206 19.03 64.70 18.24 11.44 22.48
207 19.22 51.38 18.21 16.83 73.03
208 19.41 61.24 17.41 11.27 23.75
209 19.22 66.93 17.45 9.42 16.52
210 19.48 54.82 18.18 15.31 52.16
211 19.39 78.00 15.18 6.99 10.78
212 19.66 38.68 17.68 17.33 124.15
213 19.64 42.12 16.36 19.05 121.51
214 19.38 69.50 18.32 8.11 15.02
215 19.45 21.09 13.61 13.61 71.78
216 19.49 63.72 17.25 10.09 21.42
217 19.91 36.10 16.96 19.08 110.37
218 19.29 76.00 0.00 0.00 0.00
219 19.81 22.16 14.06 14.54 79.89
220 20.03 33.49 17.74 20.17 117.42
221 20.07 48.90 18.86 17.15 121.28
222 19.37 75.91 0.00 0.00 0.00
223 20.04 46.15 18.43 16.85 114.92
224 19.82 75.31 17.00 6.95 12.29
225 20.26 19.12 11.97 11.97 82.19
226 19.85 70.77 17.51 7.60 14.96
227 20.07 24.60 14.78 13.66 92.33
228 20.16 65.55 17.46 10.51 18.03
229 20.16 30.25 16.49 16.63 99.56
230 20.10 73.25 17.77 7.92 13.92
231 19.89 78.27 16.18 6.18 10.55
232 20.51 27.44 16.95 16.00 96.51
233 20.37 57.24 19.29 15.65 50.05
234 20.50 52.24 19.06 17.10 91.55
235 20.75 59.87 18.68 13.16 34.32
236 20.71 43.93 19.72 16.46 124.55
237 20.62 62.73 18.22 10.56 25.12
238 20.43 68.67 18.93 9.95 17.13
239 20.58 71.73 18.29 8.98 15.86
240 20.97 40.63 18.45 17.40 149.31
241 20.97 54.86 18.33 14.47 59.12
242 20.72 75.18 18.57 7.66 12.09
243 21.20 77.65 16.29 7.02 16.57
244 21.04 37.68 18.90 19.12 147.91
245 20.66 66.53 17.79 9.57 10.64
246 21.04 21.82 13.73 12.82 97.15
247 21.25 32.19 17.17 16.43 128.14
248 21.29 70.34 19.39 9.18 19.04
249 21.31 49.84 19.80 17.25 110.81
250 21.52 35.05 17.38 16.74 129.30
251 21.55 67.56 18.41 9.90 21.98
252 21.24 73.84 19.09 7.83 14.46
253 21.42 47.65 19.93 16.37 120.55
254 21.54 24.52 14.51 14.59 104.46
255 21.60 64.91 18.41 10.72 22.94
256 21.66 29.57 17.75 15.14 122.31
257 21.45 75.64 19.30 8.28 15.13
258 21.60 18.33 13.34 11.52 88.34
259 21.70 46.49 20.57 14.57 118.73
260 21.75 57.90 19.18 13.34 48.04
261 21.94 52.47 20.63 16.89 83.65
262 21.85 62.13 20.60 12.98 35.82
263 22.03 72.45 17.59 8.47 17.43
264 21.97 43.38 19.79 16.81 135.69
265 22.19 27.23 16.43 14.64 119.96
266 21.68 81.18 14.50 7.06 9.07
267 21.99 19.86 13.10 13.22 92.28
268 22.22 55.40 21.48 14.17 55.85
269 22.28 38.25 18.37 16.47 141.09
270 22.48 41.00 19.30 17.11 153.77
271 22.32 80.13 15.76 6.69 10.43
272 22.76 59.62 20.93 13.85 42.82
273 22.45 75.16 17.62 8.42 17.61
274 22.66 78.34 17.53 7.38 16.44
275 22.74 16.57 10.54 9.90 58.49
276 22.85 22.12 14.42 12.64 94.23
277 22.60 32.26 18.07 15.56 140.12
278 22.78 45.05 20.96 16.79 129.03
279 22.63 69.94 18.06 9.66 24.02
280 22.61 49.92 21.97 15.98 112.69
281 22.52 76.79 17.78 7.88 17.10
282 22.93 35.13 19.32 16.14 156.48
283 22.93 64.51 20.89 11.09 32.12
284 22.93 67.25 20.86 10.67 27.69
285 23.02 24.96 15.62 14.29 105.19
286 23.16 47.36 21.32 16.92 121.87
287 22.75 72.86 22.06 7.31 15.62
288 23.14 19.19 13.75 12.83 81.79
289 23.31 54.08 20.08 15.48 65.94
290 23.24 57.07 19.62 14.23 44.78
291 23.34 29.59 17.06 15.42 118.41
292 23.25 61.87 21.22 13.32 40.09
293 23.42 74.18 18.88 8.46 20.54
294 23.68 51.81 21.78 16.65 78.06
295 23.54 37.52 19.58 16.82 127.87
296 23.61 71.74 20.25 9.68 24.67
297 23.81 40.16 19.18 16.10 127.63
298 23.89 42.69 21.17 17.70 118.45
299 23.89 27.17 17.83 15.02 94.44
300 23.94 77.43 20.46 8.06 19.59
301 23.68 81.40 16.45 5.89 13.40
302 23.97 49.43 21.57 16.11 86.77
303 23.99 69.08 19.61 11.16 31.10
304 24.01 32.38 17.19 16.56 116.69
305 23.90 79.81 17.53 7.77 15.66
306 23.87 20.69 14.48 13.45 83.91
307 24.23 45.15 21.73 17.29 104.79
308 24.16 66.35 20.57 10.68 35.14
309 24.34 58.30 22.38 14.82 52.69
310 24.16 15.35 11.15 10.04 59.40
311 24.46 17.96 14.42 12.27 75.34
312 24.36 24.28 15.87 14.03 84.23
313 24.33 60.78 22.62 12.87 45.17
314 24.29 63.73 20.79 12.85 40.13
315 24.49 35.08 18.90 15.44 128.33
316 24.49 55.60 22.24 16.59 60.87
317 24.71 21.34 14.77 12.99 77.30
318 24.60 75.24 20.12 9.12 25.93
319 24.72 72.63 20.87 9.51 31.56
320 24.90 47.33 21.59 16.00 84.45
321 24.79 29.88 17.85 16.61 100.49
322 24.78 80.88 18.22 7.17 23.25
323 24.87 53.06 20.96 15.93 58.93
324 24.84 38.36 19.73 17.80 112.64
325 25.16 70.38 21.84 11.16 35.56
326 25.23 50.19 21.47 16.73 74.47
327 25.24 67.91 21.21 11.14 35.90
328 25.30 41.47 20.96 16.95 85.46
329 25.34 27.15 16.51 14.80 86.43
330 25.33 77.09 22.93 9.37 30.01
331 25.52 32.53 19.28 16.05 104.26
332 25.51 44.58 21.58 16.80 84.07
333 25.40 65.16 23.01 12.28 41.75
334 25.50 62.39 23.29 13.84 46.61
335 25.53 57.01 23.00 13.66 56.93
336 25.53 59.72 22.99 13.69 49.16
337 25.73 24.22 16.12 14.55 75.26
338 25.74 36.36 20.17 16.63 106.78
339 25.86 15.87 12.96 10.74 55.22
340 25.88 18.79 13.68 11.89 57.63
341 25.86 54.44 23.85 16.15 59.23
342 25.90 79.17 22.49 8.18 33.20
343 25.81 73.75 23.08 10.01 37.56
344 26.06 81.75 24.27 7.81 37.86
345 26.11 39.25 21.70 17.87 91.22
346 26.17 21.75 14.95 12.81 72.04
347 26.19 29.58 18.00 17.12 79.70
348 26.15 51.72 22.58 16.11 61.85
349 26.10 47.89 23.11 17.46 65.40
350 26.37 69.14 26.28 10.81 40.63
351 26.47 43.13 22.99 17.65 80.52
352 26.41 66.61 26.27 12.83 50.97
353 26.47 71.25 29.37 11.71 51.36
354 26.55 34.29 20.03 17.43 93.69
355 26.48 76.09 29.74 9.75 45.77
356 26.64 83.81 23.16 6.73 41.68
357 26.62 63.67 26.20 14.46 53.88
358 26.64 58.42 26.14 15.36 58.23
359 26.64 61.00 26.62 13.90 56.56
360 26.69 26.78 17.05 16.14 64.61
361 26.82 45.78 23.27 17.77 74.57
362 26.82 55.81 24.76 16.89 61.10
363 26.99 31.76 19.75 16.76 86.08
364 26.95 40.99 21.51 18.57 71.21
365 26.80 50.08 22.81 17.72 50.38
366 27.04 36.89 20.72 17.04 82.54
367 26.98 73.34 41.61 10.91 59.61
368 27.12 52.96 25.32 16.65 64.58
369 27.05 78.59 30.91 9.15 49.61
370 27.21 24.14 17.19 14.50 63.48
371 27.17 20.10 15.16 12.10 57.72
372 27.39 48.19 24.50 16.71 68.67
373 27.52 67.60 44.86 12.67 73.31
374 27.40 16.73 14.73 11.34 50.81
375 27.57 29.14 18.88 15.69 68.71
376 27.50 65.02 37.52 14.25 62.22
377 27.51 81.00 37.69 8.28 57.65
378 27.73 38.91 22.75 17.43 81.91
379 27.67 43.82 24.79 18.71 74.93
380 27.65 69.73 70.45 11.86 70.22
381 27.75 59.94 29.88 15.86 61.56
382 27.65 13.65 14.15 10.50 52.73
383 27.74 62.54 33.72 14.01 61.56
384 27.88 57.37 28.00 15.13 61.86
385 27.86 75.35 130.41 10.34 54.54
386 27.85 34.27 20.19 16.74 67.34
387 28.00 26.80 18.48 15.28 66.97
388 27.96 50.76 26.37 17.44 69.26
389 27.92 54.86 27.98 16.20 66.20
390 28.11 71.92 170.99 12.53 58.95
391 28.09 21.73 17.56 13.32 59.45
392 28.17 41.16 25.79 19.41 77.52
393 28.19 46.06 26.08 18.63 67.50
394 28.33 82.86 115.32 7.91 60.52
395 28.26 31.17 20.28 17.86 69.80
396 28.07 78.30 69.69 9.38 72.55
397 28.42 36.80 22.74 17.68 78.79
398 28.53 19.14 17.93 12.73 60.59
399 28.49 52.88 31.75 17.49 71.55
400 28.63 65.48 175.20 14.45 65.45
401 28.42 16.02 16.14 11.99 56.73
402 28.59 24.27 17.80 14.67 59.97
403 28.70 85.80 69.30 7.96 76.75
404 28.54 48.61 27.41 18.72 73.93
405 28.75 12.40 14.31 9.84 50.95
406 28.86 67.92 198.59 13.47 80.83
407 28.84 43.13 24.55 17.38 72.67
408 28.60 61.12 39.32 15.18 70.77
409 28.89 58.46 43.08 16.40 79.85
410 28.93 33.09 20.77 18.44 74.54
411 28.95 79.59 109.22 9.21 70.78
412 29.08 29.00 21.24 15.96 70.95
413 28.92 55.82 33.99 16.23 81.62
414 29.12 63.16 196.37 14.60 78.00
415 29.13 38.88 25.45 17.96 75.87
416 29.16 35.29 22.82 17.97 71.12
417 29.15 73.73 213.28 11.78 88.31
418 29.22 76.64 160.34 11.00 88.70
419 29.27 70.39 216.32 12.71 89.21
420 29.28 45.22 26.14 17.44 70.42
421 29.23 26.66 21.28 15.00 68.17
422 29.59 17.57 20.18 13.01 63.82
423 29.40 50.61 31.22 17.29 73.72
424 29.35 22.03 20.93 14.17 64.65
425 29.55 41.10 25.38 18.23 77.89
426 29.65 31.20 22.03 16.42 67.41
427 29.67 47.39 30.53 17.63 82.67
428 29.67 52.82 37.40 18.72 92.57
429 29.69 60.23 191.50 17.07 91.68
430 29.63 87.03 60.28 7.52 81.34
431 29.84 14.81 18.86 10.94 63.83
432 29.65 81.60 96.69 9.51 87.10
433 29.94 54.84 47.92 17.69 96.10
434 30.02 24.83 22.25 14.26 71.72
435 30.05 36.86 26.44 17.08 77.80
436 30.11 20.09 28.79 13.34 76.92
437 29.93 57.40 81.22 17.70 106.40
438 30.09 65.41 225.73 15.33 103.82
439 30.14 43.60 30.89 17.67 76.82
440 30.17 68.11 211.74 14.19 94.92
441 30.12 34.02 25.93 17.58 74.71
442 30.20 72.27 192.37 13.03 101.44
443 30.16 84.60 46.36 7.35 89.50
444 30.32 12.04 30.33 10.25 69.88
445 30.29 78.50 127.60 11.05 104.17
446 30.35 27.45 25.40 16.23 80.17
447 30.44 74.75 175.14 12.57 111.75
448 30.28 39.12 29.38 18.99 82.38
449 30.36 49.24 36.41 18.41 89.32
450 30.49 29.65 23.88 16.59 71.25
451 30.43 62.60 227.29 16.74 105.64
452 30.61 45.89 34.78 18.82 91.50
453 30.63 22.80 32.54 15.05 83.73
454 30.84 82.00 52.45 9.64 100.37
455 30.77 41.51 31.40 16.91 91.99
456 30.92 55.34 187.86 18.99 113.98
457 30.65 52.06 60.33 18.85 105.79
458 30.83 70.02 152.12 14.04 115.39
459 30.87 32.21 29.80 16.02 86.80
460 30.77 59.88 231.44 17.52 120.79
461 30.79 9.88 67.11 9.63 67.22
462 31.22 57.91 216.95 18.56 117.12
463 31.03 17.81 38.18 12.65 82.10
464 31.16 14.56 50.16 13.55 90.26
465 31.17 87.71 32.79 8.38 82.99
466 31.16 34.93 31.83 18.23 99.80
467 31.24 66.94 133.17 14.64 118.06
468 31.26 47.70 50.32 19.32 104.45
469 31.31 37.17 35.57 18.58 103.10
470 31.34 76.37 94.35 12.10 111.21
471 31.21 50.30 82.22 18.54 121.67
472 31.29 63.88 192.67 17.00 122.28
473 31.30 25.73 37.05 15.83 90.34
474 31.40 20.37 100.95 14.56 92.78
475 31.26 39.44 41.25 19.09 104.46
476 31.47 43.53 57.41 19.63 103.13
477 31.42 72.42 115.83 14.91 125.03
478 31.46 28.20 43.11 16.95 100.83
479 31.39 85.46 32.80 9.02 78.00
480 31.61 79.01 55.49 11.33 91.74
481 31.56 10.38 92.84 11.27 72.97
482 31.71 53.37 226.69 17.86 129.02
483 31.73 30.74 44.47 16.89 106.17
484 31.64 23.33 102.61 15.02 105.44
485 31.71 61.11 208.30 17.38 128.96
486 31.71 12.68 107.11 11.96 97.19
487 31.86 45.56 71.09 19.97 119.96
488 31.94 84.18 30.32 8.97 73.95
489 32.01 41.22 152.93 19.21 108.63
490 31.94 69.61 77.95 15.17 132.08
491 32.22 51.76 229.33 20.28 136.19
492 32.01 33.30 60.18 18.55 123.71
493 31.97 55.87 220.37 20.22 152.50
494 31.85 66.02 84.21 15.83 143.62
495 32.17 74.40 63.35 13.38 115.89
496 32.25 49.34 208.05 21.05 119.65
497 31.91 81.61 29.77 10.42 79.50
498 32.41 19.05 164.23 15.08 120.65
499 32.21 35.51 97.06 20.08 129.86
500 32.20 38.65 79.54 18.43 142.15
501 32.28 65.22 107.61 16.68 142.59
502 32.37 15.38 145.74 13.34 109.49
503 32.42 58.64 216.46 20.68 171.32
504 32.60 21.76 163.61 15.85 114.95
505 32.39 82.49 26.80 9.22 66.13
506 32.56 26.60 187.83 17.44 129.51
507 32.49 87.95 26.11 9.65 59.09
508 32.69 47.10 214.72 20.50 140.30
509 32.53 62.93 123.62 17.83 156.01
510 32.70 67.59 47.20 16.82 120.97
511 32.46 12.81 128.16 12.98 98.70
512 32.77 29.10 208.74 18.36 138.73
513 32.74 24.27 189.89 16.89 134.96
514 32.71 71.80 45.38 14.69 117.05
515 32.73 43.38 207.29 19.99 142.80
516 32.65 80.46 35.74 12.81 90.23
517 32.88 76.80 39.95 12.74 91.54
518 32.63 10.27 123.49 10.61 102.96
519 32.69 78.96 40.33 11.96 94.24
520 32.89 60.86 132.17 20.27 169.48
521 32.96 31.75 198.95 19.28 122.47
522 32.91 54.04 204.22 20.06 167.90
523 33.20 37.02 207.17 19.82 144.15
524 32.90 56.34 200.76 18.96 167.14
525 33.29 39.59 226.98 20.83 166.81
526 32.91 85.13 25.68 9.92 60.56
527 33.34 34.56 206.16 19.14 145.75
528 33.26 45.24 223.96 20.58 151.75
529 33.20 11.05 126.37 12.53 104.21
530 33.46 69.43 38.34 16.03 114.38
531 33.29 73.73 35.88 14.04 109.00
532 33.47 49.26 234.02 21.92 182.05
533 33.41 64.76 58.63 17.39 141.78
534 33.66 90.44 51.35 10.01 23.01
535 33.47 52.01 217.35 21.81 184.59
536 33.31 12.40 125.25 11.56 113.50
537 33.66 41.80 226.73 21.19 176.18
538 33.42 82.65 24.26 10.84 54.79
539 33.63 14.20 102.54 13.44 119.99
540 33.61 17.43 127.92 13.27 130.02
541 33.73 59.14 101.74 18.93 165.11
542 33.57 84.99 28.12 10.58 49.90
543 33.75 20.20 169.80 16.59 154.54
544 33.68 74.61 31.15 13.95 99.92
545 33.90 23.13 162.08 17.36 154.89
546 33.93 27.77 205.66 18.16 159.47
547 33.95 62.24 54.99 19.27 144.20
548 33.78 56.44 124.51 20.43 191.36
549 34.06 66.85 35.42 16.55 116.49
550 33.93 25.54 160.62 16.86 133.10
551 33.96 78.86 30.27 13.01 72.47
552 34.10 30.26 192.89 18.68 165.19
553 34.25 54.49 113.94 22.99 203.25
554 34.15 71.58 30.85 17.15 103.20
555 34.11 32.69 212.24 21.01 180.01
556 34.09 44.25 206.56 20.74 194.46
557 34.16 46.90 215.71 21.75 196.99
558 34.07 12.44 101.46 13.00 126.14
559 34.38 10.34 67.83 11.38 108.32
560 34.39 76.10 30.60 14.04 76.60
561 34.42 36.64 192.67 20.87 192.54
562 34.35 49.77 141.50 21.09 188.68
563 34.64 16.01 120.05 15.51 145.94
564 34.34 85.68 36.31 12.73 33.98
565 34.45 39.58 225.31 21.86 188.32
566 34.41 52.15 92.24 20.53 192.25
567 34.62 64.58 40.71 18.46 123.92
568 34.58 83.43 29.65 12.24 45.93
569 34.86 73.73 30.92 16.32 83.95
570 34.81 34.42 162.91 21.61 204.01
571 34.84 68.62 32.77 17.58 92.38
572 34.87 80.96 32.70 14.74 58.73
573 34.80 42.60 208.35 22.64 202.41
574 34.86 56.60 60.72 21.40 161.45
575 34.68 57.93 58.06 18.34 144.41
576 34.94 18.84 117.55 16.46 151.55
577 34.99 21.54 106.62 17.20 162.12
578 34.98 87.80 98.38 11.88 22.14
579 35.06 24.17 104.10 18.64 178.90
580 35.11 26.71 116.74 19.06 183.36
581 35.31 13.83 67.54 13.91 138.16
582 35.52 90.85 112.46 12.37 15.66
583 35.25 29.30 136.73 21.08 188.59
584 35.23 31.73 134.68 20.52 193.76
585 35.14 45.45 130.48 23.19 202.05
586 35.22 47.97 136.00 23.77 200.26
587 35.30 50.93 67.83 21.89 184.23
588 35.25 38.28 154.68 21.31 205.37
589 35.48 53.62 52.45 21.33 175.16
590 35.43 62.83 37.14 19.72 122.22
591 35.37 78.23 34.20 15.64 53.81
592 35.29 8.94 33.72 11.26 86.28
593 35.43 71.12 28.28 18.57 76.07
594 35.49 40.76 134.05 23.40 198.49
595 35.58 65.70 32.09 19.27 94.79
596 35.63 36.16 101.05 22.89 200.82
597 35.74 11.25 48.97 13.57 123.61
598 35.83 82.99 83.89 14.04 28.12
599 35.77 75.80 36.30 17.91 58.41
600 35.75 58.53 40.24 22.33 148.54
601 35.70 87.05 123.10 11.26 19.30
602 35.92 8.07 35.67 12.41 90.78
603 35.88 43.79 85.48 23.50 201.64
604 35.87 56.11 41.32 21.48 148.16
605 36.00 17.18 61.23 15.40 147.05
606 36.04 33.39 85.00 21.77 185.70
607 36.02 68.43 29.99 18.66 66.42
608 36.14 21.13 48.72 16.85 128.33
609 36.20 60.70 37.51 21.71 131.41
610 36.18 73.40 33.44 18.16 59.92
611 36.20 27.71 62.54 19.48 169.27
612 36.20 80.39 72.25 15.24 36.08
613 36.24 24.15 57.64 18.78 154.49
614 36.29 48.98 56.31 22.65 178.35
615 36.46 39.25 61.77 21.97 183.60
616 36.45 30.68 59.28 22.48 183.50
617 36.41 46.26 56.62 24.66 186.24
618 36.67 85.65 136.95 15.30 18.12
619 36.54 83.86 126.95 13.53 19.53
620 36.41 52.05 37.07 22.03 143.67
621 36.57 88.30 118.57 14.20 13.68
622 36.58 41.72 51.82 22.82 191.21
623 36.58 63.37 32.19 22.71 98.30
624 36.68 77.85 109.51 16.44 32.18
625 36.90 37.06 52.20 24.60 193.90
626 36.60 54.57 37.92 22.04 136.97
627 36.70 14.75 39.42 14.33 132.69
