#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
gb8 14A 4 even-skipped Kruppel giant

#Quantitative data
#<Nucleus number> <A-P coordinate> <D-V coordinate> <Fluorescence intensity: channel 1 - eve, channel 2 - Kr, channel 3 - gt>
1221 57.87 73.67 75.97 138.12 16.98
1222 58.04 11.53 42.52 103.72 12.80
1223 58.02 79.81 76.34 134.20 15.99
1224 57.97 30.90 61.29 153.79 18.48
1225 57.97 77.10 76.65 138.53 14.96
1226 58.05 26.30 63.81 142.47 17.15
1227 58.01 90.45 71.32 101.91 10.40
1228 58.10 35.38 63.60 154.12 19.96
1229 58.04 7.60 34.74 97.45 11.45
1230 58.24 23.87 65.87 136.15 16.98
1231 58.07 71.05 72.26 133.57 18.34
1232 58.19 93.04 55.80 96.06 9.39
1233 58.18 52.78 68.00 142.66 19.95
1234 58.19 61.88 69.05 138.35 20.87
1235 58.22 68.43 71.51 141.21 18.27
1236 58.45 43.51 64.62 126.73 20.25
1237 58.35 65.60 74.12 131.62 20.96
1238 58.45 32.91 62.26 145.50 18.71
1239 58.45 56.89 62.08 130.09 20.50
1240 58.61 40.36 59.06 128.64 19.61
1241 58.74 21.12 54.86 122.09 15.39
1242 58.60 85.50 71.41 110.14 14.03
1243 58.69 28.60 52.97 129.02 17.16
1244 58.74 46.00 61.81 124.00 20.18
1245 58.77 75.47 62.26 131.69 16.74
1246 58.77 17.10 39.24 100.51 14.88
1247 58.92 87.90 63.70 94.77 13.49
1248 58.87 48.77 62.42 121.97 20.70
1249 59.04 9.44 31.54 83.64 12.16
1250 58.96 59.56 59.42 117.16 20.51
1251 59.04 82.52 61.37 106.50 15.66
1252 59.09 51.30 61.09 122.78 21.99
1253 59.09 63.07 62.22 115.13 20.78
1254 59.25 36.33 53.00 123.12 17.53
1255 59.13 72.94 57.79 124.30 17.48
1256 59.19 5.73 28.22 81.57 11.13
1257 59.28 12.88 31.45 78.97 13.64
1258 59.26 38.48 51.68 111.87 18.07
1259 59.16 54.15 61.00 112.35 20.24
1260 59.23 79.85 55.25 111.37 15.83
1261 59.28 30.57 50.72 117.11 17.28
1262 59.26 91.68 50.15 90.89 9.24
1263 59.23 70.48 57.81 122.81 18.22
1264 59.36 26.60 47.73 112.72 17.44
1265 59.40 23.44 45.03 106.66 14.29
1266 59.41 34.09 55.75 116.02 19.00
1267 59.44 67.91 54.82 116.97 18.97
1268 59.50 65.63 56.52 111.03 20.35
1269 59.59 77.47 54.99 112.06 16.31
1270 59.26 7.52 30.08 77.08 11.85
1271 59.46 56.96 58.43 105.24 20.34
1272 59.60 41.27 51.83 96.19 20.40
1273 59.73 18.86 35.42 93.91 14.12
1274 59.81 15.71 32.91 80.52 13.09
1275 59.74 43.61 58.61 99.06 20.93
1276 59.80 46.06 58.30 101.09 20.41
1277 59.83 61.17 59.58 96.58 20.11
1278 59.87 84.84 53.97 87.69 13.38
1279 59.95 75.14 52.39 107.76 16.19
1280 60.08 21.17 42.86 90.19 14.74
1281 60.04 48.13 63.25 97.47 21.80
1282 60.19 32.24 52.86 96.29 18.00
1283 60.19 50.42 62.38 92.98 19.52
1284 60.18 58.83 55.87 88.82 21.72
1285 60.27 52.77 58.07 93.27 21.31
1286 60.24 24.82 42.67 91.59 16.22
1287 60.27 55.21 60.44 91.44 22.09
1288 60.54 87.29 48.41 74.11 13.17
1289 60.31 7.06 28.65 64.36 11.58
1290 60.29 10.64 33.37 67.88 12.35
1291 60.49 27.66 42.64 84.36 17.33
1292 60.21 63.72 60.84 94.66 20.45
1293 60.24 69.76 56.72 101.74 18.04
1294 60.35 72.91 53.36 100.01 18.04
1295 60.39 39.64 49.44 88.43 20.63
1296 60.43 82.00 49.65 89.20 15.59
1297 60.63 3.93 20.03 50.10 10.37
1298 60.59 29.94 50.27 90.08 18.08
1299 60.46 36.97 52.97 92.84 19.97
1300 60.54 79.26 46.76 88.29 15.47
1301 60.64 34.59 49.83 89.05 17.10
1302 60.52 92.60 43.62 71.38 9.00
1303 60.73 14.07 32.53 70.23 13.66
1304 60.78 67.65 54.37 88.10 20.01
1305 60.76 42.37 57.95 85.00 19.77
1306 60.89 17.83 32.90 68.21 14.07
1307 60.83 45.11 60.03 81.92 20.83
1308 61.01 22.59 46.52 74.37 16.06
1309 61.07 56.90 70.12 74.05 20.43
1310 60.93 61.80 63.88 79.96 22.06
1311 61.07 65.23 54.33 80.74 22.07
1312 61.01 90.33 42.64 67.28 9.62
1313 60.97 76.36 49.38 81.99 16.61
1314 61.17 83.83 44.73 74.40 15.73
1315 61.14 49.09 65.68 82.26 22.03
1316 61.14 71.41 56.96 86.87 18.51
1317 61.27 25.58 49.08 74.77 17.59
1318 61.30 59.25 72.00 69.56 23.24
1319 61.31 9.77 26.90 54.88 11.38
1320 61.62 20.08 43.56 57.27 15.56
1321 61.48 32.73 53.92 71.42 19.40
1322 61.39 38.65 58.42 77.02 20.81
1323 61.44 8.29 30.20 56.26 11.20
1324 61.51 46.74 66.51 71.49 21.49
1325 61.40 52.51 82.06 75.76 24.21
1326 61.66 6.51 26.90 48.49 12.20
1327 61.55 54.86 76.69 69.19 24.91
1328 61.68 12.54 33.14 53.24 13.17
1329 61.64 74.37 50.29 74.29 17.14
1330 61.57 35.63 54.15 76.07 20.88
1331 61.65 81.36 46.16 68.83 15.79
1332 61.49 85.40 42.97 66.76 14.03
1333 61.70 41.21 74.95 73.06 20.97
1334 61.84 69.54 62.12 70.01 20.35
1335 61.83 16.08 36.47 54.43 15.17
1336 61.77 30.04 54.56 71.41 18.50
1337 61.83 43.73 75.20 71.39 22.37
1338 61.77 78.37 45.96 71.71 16.16
1339 61.95 63.68 63.24 71.15 22.65
1340 61.90 92.77 27.86 52.36 7.79
1341 62.05 27.54 48.52 65.10 19.18
1342 61.93 87.32 46.48 61.61 12.57
1343 62.16 50.29 80.27 63.85 24.46
1344 62.05 67.04 69.17 63.83 21.54
1345 62.12 61.44 75.81 64.00 24.72
1346 62.19 22.88 53.10 53.65 16.88
1347 62.11 90.00 40.04 59.27 10.62
1348 62.32 4.53 23.74 39.64 11.12
1349 62.27 72.29 56.23 67.95 20.92
1350 62.49 25.19 56.37 55.28 18.62
1351 62.34 37.23 59.81 65.60 20.47
1352 62.46 47.71 71.25 60.24 22.59
1353 62.46 56.19 98.01 56.78 26.37
1354 62.39 58.87 85.26 60.17 24.96
1355 62.37 84.19 46.48 60.53 14.44
1356 62.61 39.87 74.46 61.91 23.05
1357 62.47 52.91 90.41 61.21 28.92
1358 62.58 9.58 32.99 39.16 13.04
1359 62.67 76.45 50.80 63.26 18.32
1360 62.67 17.98 42.12 47.08 15.18
1361 62.62 32.11 61.76 57.35 20.40
1362 62.62 34.63 64.59 60.74 22.02
1363 62.67 44.90 77.11 59.07 25.15
1364 62.73 12.48 33.12 40.90 14.95
1365 62.81 79.88 53.39 59.82 16.34
1366 62.87 29.35 62.90 58.40 22.00
1367 62.94 41.97 80.83 55.43 25.80
1368 62.87 65.04 67.00 59.50 26.08
1369 63.04 15.09 38.46 43.89 15.86
1370 63.11 20.48 58.89 43.17 16.72
1371 63.25 6.59 33.73 34.29 12.58
1372 63.04 70.37 66.42 57.01 22.09
1373 63.12 74.04 59.07 63.31 19.96
1374 63.22 82.28 53.10 52.36 17.77
1375 62.89 85.15 41.36 47.43 13.86
1376 63.10 87.34 44.50 48.33 13.08
1377 63.20 90.80 42.38 45.23 10.44
1378 63.34 62.25 82.64 52.49 30.57
1379 63.21 67.56 73.76 57.92 24.95
1380 63.33 37.99 76.42 51.26 26.19
1381 63.37 60.05 87.14 50.39 32.27
1382 63.39 54.17 101.28 54.23 34.51
1383 63.38 48.59 74.10 53.22 29.73
1384 63.42 51.29 82.53 51.16 30.37
1385 63.51 22.99 51.96 44.68 18.91
1386 63.54 26.00 63.87 47.54 21.30
1387 63.50 57.30 93.58 50.69 29.31
1388 63.36 11.91 37.20 32.36 15.44
1389 63.58 35.88 72.73 54.06 28.43
1390 63.68 31.13 66.82 48.38 22.78
1391 63.77 45.82 72.09 50.88 30.38
1392 63.80 33.63 68.91 51.68 25.60
1393 63.83 43.57 78.02 50.42 31.32
1394 63.77 78.11 63.13 49.44 18.66
1395 63.89 28.26 62.47 48.62 25.12
1396 63.91 9.53 35.57 31.89 14.82
1397 63.87 72.04 66.94 55.30 22.99
1398 63.99 18.32 43.54 37.31 19.21
1399 63.85 64.39 77.61 48.70 30.88
1400 64.00 85.24 56.23 40.30 15.60
1401 64.01 83.74 54.89 42.09 16.60
1402 64.09 39.61 76.07 48.57 30.97
1403 64.22 15.20 36.97 32.76 18.44
1404 64.14 69.38 71.58 49.41 27.80
1405 64.20 75.24 66.18 50.41 21.25
1406 64.25 41.71 76.75 50.00 36.60
1407 64.04 80.58 56.09 40.27 18.45
1408 64.43 86.57 66.59 35.92 14.24
1409 64.31 12.86 39.06 30.98 18.84
1410 64.49 5.70 31.11 26.87 15.05
1411 64.46 66.76 75.55 46.80 31.97
1412 64.40 88.13 60.59 43.75 12.52
1413 64.53 90.47 52.21 33.88 11.05
1414 64.45 47.60 67.69 45.76 37.97
1415 64.41 81.90 60.10 42.76 18.02
1416 64.48 24.13 52.93 39.84 24.53
1417 64.43 49.89 71.66 48.12 39.95
1418 64.56 52.32 76.30 49.90 41.13
1419 64.46 54.57 76.75 49.03 40.00
1420 64.46 58.94 89.97 45.20 38.08
1421 64.47 20.86 49.40 37.61 25.59
1422 64.54 36.96 68.40 44.00 33.70
1423 64.63 56.78 71.22 45.98 40.56
1424 64.80 60.87 85.11 44.93 42.07
1425 64.79 31.63 61.98 45.05 33.09
1426 64.81 62.89 83.67 48.12 42.03
1427 64.90 26.41 54.69 39.49 29.13
1428 64.88 79.47 64.68 40.70 20.93
1429 64.94 29.33 60.87 41.70 35.43
1430 64.89 34.00 57.10 45.08 37.25
1431 65.09 43.87 66.70 47.33 46.29
1432 64.89 72.35 65.59 48.98 29.20
1433 65.21 7.86 37.44 28.34 17.71
1434 65.20 76.93 69.15 38.86 22.96
1435 65.20 65.06 78.09 42.84 40.53
1436 65.29 46.03 68.24 45.63 48.92
1437 65.24 11.70 37.53 27.34 21.59
1438 65.18 68.98 70.14 45.68 34.53
1439 65.43 19.43 40.77 33.55 27.71
1440 65.30 22.95 43.02 38.00 29.17
1441 65.29 38.65 65.67 45.02 46.59
1442 65.26 41.15 71.58 42.40 48.66
1443 65.46 15.94 38.21 29.58 24.78
1444 65.45 83.06 58.59 33.82 19.21
1445 65.58 74.52 72.74 40.74 27.65
1446 65.41 50.77 63.90 46.45 61.12
1447 65.54 35.74 63.68 44.13 41.73
1448 65.47 55.38 68.85 46.66 60.79
1449 65.48 21.70 42.36 32.64 26.68
1450 65.66 48.22 66.14 46.30 61.38
1451 65.72 89.26 50.44 28.58 13.09
1452 65.57 58.78 70.68 44.13 54.43
1453 65.75 86.50 59.39 34.95 18.37
1454 65.80 71.01 71.03 40.49 37.11
1455 65.88 28.03 53.02 37.51 47.10
1456 65.88 53.24 60.53 41.30 63.86
1457 65.90 25.04 48.97 37.03 38.48
1458 65.89 32.64 51.82 38.02 53.32
1459 65.99 61.27 81.14 42.20 57.67
1460 65.97 67.28 78.43 39.21 49.51
1461 66.04 80.48 61.18 35.52 22.38
1462 66.18 30.29 49.24 40.92 56.11
1463 66.04 63.63 74.46 41.63 60.51
1464 66.21 56.73 65.71 43.75 71.31
1465 66.35 8.67 37.88 24.63 23.63
1466 66.28 42.02 66.97 44.28 69.05
1467 66.22 44.64 71.07 44.31 61.53
1468 66.42 12.11 41.00 25.30 29.29
1469 66.30 39.31 58.65 42.98 58.00
1470 66.38 77.25 77.42 35.77 28.63
1471 66.50 17.90 41.53 30.60 34.86
1472 66.41 22.78 41.97 33.21 37.95
1473 66.38 51.07 63.14 44.75 76.81
1474 66.40 36.72 54.56 39.38 61.72
1475 66.60 72.99 68.47 38.15 38.93
1476 66.68 34.18 52.03 38.12 69.06
1477 66.74 15.21 37.92 27.98 35.41
1478 66.56 58.99 67.43 42.43 70.28
1479 66.80 26.66 47.91 34.83 58.11
1480 66.78 48.84 67.45 39.56 75.11
1481 66.78 65.55 72.31 39.14 72.24
1482 66.86 46.51 68.13 44.19 79.89
1483 66.71 70.08 71.50 38.98 53.09
1484 66.72 83.13 62.53 31.77 23.29
1485 66.93 5.72 27.55 22.57 22.48
1486 66.89 54.84 63.04 42.34 84.20
1487 67.06 85.23 59.12 27.82 22.14
1488 66.90 88.71 53.93 29.47 14.93
1489 67.10 19.82 41.78 29.49 43.39
1490 67.05 31.59 47.86 37.03 71.40
1491 67.09 75.39 64.68 35.87 37.77
1492 67.04 67.90 73.16 38.74 63.44
1493 67.06 61.77 76.94 43.24 81.98
1494 67.15 79.63 64.76 29.45 28.23
1495 67.13 52.45 64.92 42.53 89.53
1496 67.36 24.80 51.94 31.62 60.14
1497 67.30 28.85 46.71 34.45 66.87
1498 67.27 43.94 68.92 41.63 82.07
1499 67.30 38.74 58.57 41.98 79.81
1500 67.36 41.46 73.44 40.00 85.70
1501 67.37 57.53 70.09 41.95 90.56
1502 67.44 63.66 79.29 39.06 77.89
1503 67.46 22.33 47.60 29.66 53.91
1504 67.37 36.16 59.56 39.11 73.93
1505 67.53 9.17 34.47 23.93 38.25
1506 67.46 13.92 36.81 24.32 35.48
1507 67.61 12.13 45.71 23.43 39.70
1508 67.64 59.78 79.57 37.76 92.79
1509 67.70 71.07 69.88 36.60 59.15
1510 67.80 82.48 57.37 28.36 27.99
1511 67.90 48.49 76.24 41.31 100.34
1512 68.01 16.98 40.03 26.37 43.59
1513 67.89 32.89 55.32 35.68 90.77
1514 68.03 55.90 75.37 40.00 106.71
1515 67.92 77.43 62.18 31.61 42.92
1516 68.30 6.95 31.70 20.77 32.55
1517 68.05 50.79 77.44 39.01 104.78
1518 67.97 73.82 68.66 31.35 47.73
1519 68.05 46.05 75.19 40.41 96.84
1520 68.04 65.73 76.82 36.56 88.11
1521 68.09 86.66 56.66 26.58 24.99
1522 68.22 89.35 43.03 23.56 19.43
1523 68.06 68.49 82.94 36.52 72.89
1524 68.18 53.50 74.92 38.76 108.08
1525 68.27 27.48 56.45 32.39 75.82
1526 68.28 39.78 64.21 38.54 96.27
1527 68.27 19.96 47.49 27.16 58.01
1528 68.30 30.24 59.78 33.29 79.96
1529 68.09 83.98 55.23 24.92 27.54
1530 68.50 34.81 61.70 37.73 97.30
1531 68.34 61.60 96.98 38.52 101.83
1532 68.19 79.58 59.38 30.50 35.06
1533 68.37 37.20 58.90 39.19 88.08
1534 68.40 43.34 81.63 42.16 109.97
1535 68.60 80.99 57.90 27.14 37.59
1536 68.53 24.60 60.60 31.19 81.79
1537 68.72 13.33 42.78 23.43 49.95
1538 68.64 57.97 86.80 37.09 108.46
1539 68.72 10.49 41.35 20.63 47.29
1540 68.80 22.25 54.80 30.17 70.03
1541 68.74 70.92 83.60 33.86 70.59
1542 68.84 63.80 91.38 37.00 100.38
1543 68.95 76.55 64.36 31.07 52.16
1544 68.99 41.24 75.86 36.08 116.22
1545 68.97 67.34 87.62 34.85 87.92
1546 68.99 84.30 53.94 25.26 39.21
1547 69.15 32.61 63.62 34.44 100.43
1548 69.10 59.92 99.90 36.10 106.70
1549 69.06 73.93 75.19 30.37 62.33
1550 69.12 45.52 92.65 37.93 107.69
1551 69.26 47.84 93.55 41.10 119.20
1552 69.16 50.03 95.35 40.29 123.27
1553 69.20 17.02 45.22 23.69 55.77
1554 69.23 26.33 65.57 31.82 93.48
1555 69.22 55.33 90.38 37.67 116.12
1556 69.30 79.39 62.96 27.08 49.75
1557 69.31 52.43 91.94 37.81 119.85
1558 69.38 86.51 54.56 23.80 32.06
1559 69.36 37.67 70.96 39.39 104.22
1560 69.54 8.90 38.06 22.47 49.34
1561 69.57 19.57 47.97 26.64 68.77
1562 69.45 30.16 69.62 32.98 98.91
1563 69.73 69.77 93.97 32.43 96.51
1564 69.68 35.12 75.63 34.77 102.50
1565 69.77 62.25 101.53 36.08 116.77
1566 69.78 65.26 98.75 33.28 104.71
1567 69.81 14.10 41.84 23.20 58.13
1568 69.77 43.68 88.10 37.10 122.33
1569 69.90 23.15 52.03 28.48 82.13
1570 69.85 72.24 90.43 32.51 78.97
1571 69.97 28.12 65.83 32.66 100.81
1572 69.80 57.62 100.28 38.70 124.72
1573 70.11 83.47 57.43 25.34 49.57
1574 70.18 39.08 77.26 38.42 115.21
1575 70.04 41.45 81.06 38.40 129.79
1576 70.23 67.73 100.59 34.77 108.56
1577 70.07 53.94 99.50 40.29 128.83
1578 70.16 77.97 71.23 27.36 63.40
1579 70.23 75.11 80.52 30.03 78.59
1580 70.17 46.34 97.76 37.42 127.44
1581 70.37 25.50 55.66 29.65 93.37
1582 70.34 32.07 68.74 34.64 107.94
1583 70.23 49.92 102.73 38.04 132.74
1584 70.20 81.46 57.85 25.09 51.00
1585 70.27 10.21 42.00 19.84 57.76
1586 70.32 60.12 103.23 36.31 119.85
1587 70.49 11.69 43.21 21.28 62.15
1588 70.41 16.65 40.65 23.83 68.64
1589 70.59 36.76 72.81 35.66 111.36
1590 70.62 20.98 46.76 26.12 83.75
1591 70.63 86.21 57.16 20.31 42.27
1592 70.85 29.80 58.72 31.87 101.16
1593 70.83 34.06 62.15 33.11 106.81
1594 70.78 56.84 98.64 37.60 135.17
1595 70.97 51.99 100.08 36.94 143.43
1596 70.87 63.46 113.70 36.11 126.50
1597 70.90 44.02 86.11 37.51 132.74
1598 71.03 47.42 90.39 39.73 134.84
1599 70.89 65.88 108.23 33.77 113.54
1600 71.14 54.44 93.74 37.13 138.89
1601 71.07 70.10 100.59 31.65 113.16
1602 71.00 72.46 89.97 30.85 92.24
1603 71.07 40.86 72.57 35.43 124.63
1604 71.34 14.18 39.71 21.14 68.38
1605 71.35 18.26 40.46 23.62 77.63
1606 71.26 27.36 60.89 31.00 101.15
1607 71.25 78.63 79.35 26.38 78.03
1608 71.37 24.07 48.88 27.72 93.49
1609 71.39 59.25 100.43 36.19 136.26
1610 71.50 84.05 64.00 21.88 55.59
1611 71.42 49.50 92.13 37.44 144.74
1612 71.43 75.25 85.37 27.46 83.86
1613 71.63 37.92 57.97 35.16 114.11
1614 71.46 61.58 105.38 34.98 146.88
1615 71.71 10.87 36.80 20.12 66.34
1616 71.66 31.48 58.78 35.08 109.69
1617 71.73 68.20 98.82 32.49 119.65
1618 71.77 35.54 57.45 32.72 114.29
1619 71.73 21.11 39.82 26.48 97.10
1620 71.80 45.24 75.17 36.75 136.24
1621 71.94 81.18 81.09 24.72 71.46
1622 71.82 65.29 105.37 33.53 127.03
1623 72.04 86.62 55.04 19.93 54.64
1624 71.87 56.60 86.64 37.16 137.15
1625 72.05 42.77 66.83 34.80 139.71
1626 72.09 40.24 56.64 33.56 129.08
1627 72.19 52.07 83.75 36.72 143.25
1628 72.18 72.85 96.02 30.31 106.45
1629 72.29 8.04 26.40 18.56 48.38
1630 72.23 28.82 49.78 30.28 102.73
1631 72.36 25.94 45.30 27.35 93.65
1632 72.33 33.44 49.67 34.72 121.81
1633 72.28 62.76 95.03 33.87 129.92
1634 72.48 70.66 92.58 30.49 123.00
1635 72.31 77.68 84.16 27.22 89.16
1636 72.57 16.80 34.72 22.00 73.05
1637 72.44 54.40 84.06 35.04 138.69
1638 72.55 46.96 63.03 36.45 131.66
1639 72.45 49.35 72.39 36.40 135.72
1640 72.51 60.07 77.76 34.82 142.65
1641 72.60 22.93 41.70 27.60 94.73
1642 72.68 13.85 34.08 20.08 74.52
1643 72.71 66.93 90.34 31.43 128.00
1644 72.87 19.65 32.89 23.35 83.52
1645 72.79 75.21 85.01 26.35 97.92
1646 72.87 57.61 69.06 33.76 140.27
1647 72.84 30.90 44.54 30.66 116.91
1648 72.89 83.03 84.06 22.62 77.36
1649 72.94 38.55 48.62 35.73 125.47
1650 72.96 10.53 31.86 17.69 62.35
1651 73.07 36.35 45.06 34.80 121.83
1652 73.04 64.46 80.41 31.95 132.71
1653 73.25 85.40 71.15 19.91 60.38
1654 73.11 44.14 51.96 34.63 128.71
1655 73.14 41.20 46.91 36.24 136.62
1656 73.36 50.84 62.49 34.60 139.49
1657 73.32 69.24 81.23 29.73 122.39
1658 73.46 80.86 79.18 22.74 86.78
1659 73.44 27.90 36.23 29.20 106.07
1660 73.40 34.29 41.31 35.39 121.07
1661 73.54 55.46 60.40 36.30 137.92
1662 73.43 78.26 79.61 24.63 89.68
1663 73.36 12.01 29.41 17.28 61.59
1664 73.56 25.32 35.96 26.71 90.75
1665 73.70 62.00 64.32 32.16 135.69
1666 73.55 53.04 57.64 35.84 131.88
1667 73.59 73.09 81.50 27.27 115.98
1668 73.69 59.82 59.53 33.48 144.41
1669 73.71 48.61 57.69 34.86 131.39
1670 73.87 32.39 35.52 31.31 113.75
1671 73.68 46.36 51.51 33.78 131.37
1672 73.82 14.86 29.90 19.72 72.91
1673 73.89 22.74 30.37 26.95 90.03
1674 73.86 66.53 67.48 32.25 133.27
1675 74.01 29.91 36.03 31.28 111.51
1676 74.05 20.11 27.29 22.49 82.67
1677 74.06 38.05 42.89 34.10 120.46
1678 74.08 42.85 44.81 33.81 124.43
1679 74.20 71.36 65.95 28.11 119.11
1680 74.14 75.79 74.68 25.54 94.72
1681 74.21 57.68 49.39 32.97 135.15
1682 74.25 40.42 44.29 35.35 119.32
1683 74.27 64.25 57.41 31.88 129.75
1684 74.33 83.61 66.12 20.89 72.72
1685 74.51 11.39 23.35 17.96 61.28
1686 74.63 17.32 25.60 21.36 69.25
1687 74.51 35.58 37.90 34.27 107.21
1688 74.41 68.65 59.54 28.79 132.52
1689 74.64 45.42 41.53 36.94 120.81
1690 74.56 50.79 46.80 33.98 120.68
1691 74.62 53.23 49.61 32.65 125.20
1692 74.55 80.86 70.38 22.53 90.89
1693 74.86 26.74 27.69 29.58 94.31
1694 74.86 24.51 28.77 26.49 90.32
1695 74.78 55.77 51.15 34.53 141.42
1696 74.80 47.99 45.43 35.02 112.16
1697 74.98 33.68 32.48 31.30 104.45
1698 74.96 59.66 44.06 32.91 136.71
1699 75.24 78.98 68.84 22.91 98.58
1700 75.08 31.35 33.68 29.48 100.81
1701 75.29 14.22 22.66 19.27 61.22
1702 75.14 29.03 32.03 29.70 92.00
1703 75.16 66.98 50.82 29.14 125.33
1704 75.25 70.11 60.14 28.36 120.85
1705 75.12 37.63 46.22 33.83 104.16
1706 75.28 41.85 48.43 34.96 108.52
1707 75.41 61.68 41.73 31.41 133.17
1708 75.40 73.04 61.12 27.33 114.59
1709 75.55 9.78 16.57 18.50 46.30
1710 75.45 20.10 27.68 22.58 68.49
1711 75.37 43.83 42.00 34.32 104.15
1712 75.35 75.61 63.62 23.48 116.91
1713 75.36 64.05 44.65 30.93 128.81
1714 75.61 22.61 28.95 23.90 70.73
1715 75.50 39.78 46.78 33.90 98.27
1716 75.54 50.14 47.47 33.28 101.32
1717 75.71 54.74 42.28 34.64 122.00
1718 75.65 57.33 46.43 33.43 132.12
1719 75.74 84.06 56.06 18.22 77.31
1720 75.85 81.49 63.30 22.01 103.96
1721 75.81 47.69 45.02 33.72 97.00
1722 75.92 52.47 45.99 34.22 112.71
1723 76.01 17.62 28.08 21.50 60.52
1724 76.01 34.52 38.97 32.48 90.25
1725 76.14 36.70 52.02 31.03 86.11
1726 76.15 45.53 46.39 33.26 86.94
1727 76.17 27.99 33.93 29.18 79.67
1728 76.26 25.53 29.84 26.94 75.22
1729 76.30 32.39 38.40 31.07 89.76
1730 76.32 59.29 44.69 34.61 131.09
1731 76.18 66.38 43.12 29.95 125.11
1732 76.60 12.38 20.55 18.08 49.21
1733 76.50 30.06 40.31 30.69 81.63
1734 76.33 77.45 51.51 22.64 113.12
1735 76.40 71.51 48.47 27.63 121.59
1736 76.60 68.86 43.68 27.91 115.59
1737 76.61 15.31 24.18 19.01 56.00
1738 76.58 38.76 55.68 32.83 83.33
1739 76.56 43.13 55.02 34.66 83.59
1740 76.62 41.07 55.40 34.21 77.02
1741 76.64 61.69 46.27 29.58 125.26
1742 76.60 64.08 43.55 32.39 125.07
1743 76.59 74.74 46.77 25.04 113.02
1744 76.75 49.18 56.62 37.21 86.69
1745 76.75 51.12 56.30 37.13 93.02
1746 76.82 54.49 48.03 34.02 95.52
1747 76.88 57.03 45.85 33.04 105.76
1748 76.87 80.05 47.23 21.28 105.08
1749 76.84 22.56 30.47 24.25 57.32
1750 77.00 19.35 26.22 21.86 51.59
1751 77.11 83.75 40.08 17.64 75.68
1752 77.08 47.25 59.75 36.92 83.08
1753 77.14 35.38 59.57 32.45 71.93
1754 77.26 44.90 66.16 34.58 75.16
1755 77.40 27.28 42.72 26.65 65.64
1756 77.38 66.38 41.85 29.34 110.37
1757 77.51 31.41 48.14 30.50 66.30
1758 77.58 24.49 34.59 24.70 53.65
1759 77.60 60.58 47.37 29.04 95.66
1760 77.56 72.91 41.24 25.69 117.61
1761 77.64 40.13 67.70 32.66 68.30
1762 77.54 52.73 62.16 34.68 83.27
1763 77.81 33.54 62.71 31.59 61.52
1764 77.72 37.64 69.24 33.25 61.80
1765 77.72 70.30 39.47 25.80 107.65
1766 77.67 78.43 43.48 21.46 105.46
1767 77.75 63.60 44.05 28.81 97.97
1768 77.81 15.11 26.68 20.22 46.31
1769 77.85 42.29 71.93 34.10 67.97
1770 77.80 75.99 43.70 24.03 114.35
1771 77.92 11.37 18.86 17.24 36.99
1772 78.01 29.33 48.20 28.16 58.62
1773 77.89 50.09 77.38 37.03 70.14
1774 77.92 55.14 64.60 33.36 86.11
1775 77.98 58.25 57.82 31.68 87.19
1776 78.01 81.95 39.57 19.17 96.36
1777 78.19 20.69 35.17 22.94 47.42
1778 78.31 18.19 32.90 20.06 44.51
1779 78.14 47.58 86.78 34.24 62.24
1780 78.30 67.51 41.82 29.94 114.78
1781 78.28 44.43 77.37 36.00 62.95
1782 78.35 35.73 68.80 31.22 55.57
1783 78.60 52.47 78.97 37.00 71.58
1784 78.82 27.05 50.94 27.58 51.32
1785 78.68 74.08 37.97 24.71 106.48
1786 78.78 24.72 51.05 25.53 46.32
1787 78.74 56.34 73.89 33.64 76.95
1788 78.71 61.18 51.25 30.20 80.64
1789 78.78 79.89 37.07 19.85 99.40
1790 78.88 38.63 80.37 34.38 55.24
1791 78.80 40.63 78.88 33.67 61.43
1792 78.82 64.18 44.57 28.13 87.60
1793 78.84 32.08 63.97 29.51 53.55
1794 78.84 69.61 36.11 26.83 92.65
1795 79.05 22.52 45.56 24.98 43.55
1796 79.04 49.99 95.54 36.18 62.56
1797 79.02 76.75 33.35 21.97 95.51
1798 79.07 45.97 81.40 35.75 52.02
1799 79.15 12.48 26.22 17.38 31.60
1800 79.13 42.79 83.57 33.87 56.39
1801 79.13 59.09 67.74 31.48 71.86
1802 79.23 71.87 36.08 25.59 98.18
1803 79.26 35.05 78.02 31.06 47.43
1804 79.19 29.53 61.89 27.55 50.33
1805 79.34 54.50 79.73 34.78 65.85
1806 79.34 66.36 45.62 27.95 83.86
1807 79.46 47.92 97.78 36.03 51.74
1808 79.56 18.32 37.84 20.99 35.33
1809 79.69 37.07 80.68 31.51 46.82
1810 79.71 51.86 94.72 34.02 55.26
1811 79.61 62.53 56.84 30.98 66.64
1812 79.79 81.60 27.57 17.87 75.48
1813 79.82 33.29 74.32 29.33 45.72
1814 79.85 57.21 80.59 33.54 59.52
1815 80.01 21.43 48.68 23.46 35.51
1816 79.81 69.13 41.81 23.77 78.96
1817 79.77 72.73 35.11 25.06 94.61
1818 79.96 41.59 87.64 33.84 47.06
1819 79.89 44.39 96.06 32.61 49.06
1820 79.97 78.88 30.89 19.68 91.67
1821 80.16 74.38 35.18 22.72 89.54
1822 80.09 25.13 57.77 25.19 38.06
1823 80.14 60.56 63.81 32.91 61.06
