#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
ms16 14A 4 even-skipped Kruppel bicoid
166 16.64 48.43 20.61 10.49 116.72
167 16.73 53.50 20.09 10.11 111.27
168 16.75 31.00 20.54 10.11 106.31
169 16.45 71.97 19.39 7.21 78.37
170 16.77 56.40 19.37 9.37 101.34
171 16.71 62.03 20.95 9.75 96.87
172 16.92 45.64 20.70 10.53 123.69
173 16.88 26.97 19.01 8.77 104.31
174 16.70 59.18 20.08 9.92 87.22
175 17.18 34.18 19.67 10.41 113.14
176 17.38 22.71 16.28 8.31 88.60
177 17.34 39.79 20.94 10.95 119.29
178 17.13 72.07 18.91 7.24 69.94
179 17.43 37.29 19.93 11.23 113.60
180 17.52 50.31 23.45 11.66 117.02
181 17.65 43.64 20.41 10.74 116.00
182 17.65 58.56 19.45 10.06 96.06
183 17.70 77.02 15.13 5.66 66.77
184 17.75 25.09 17.37 9.34 102.25
185 17.78 47.42 20.82 11.10 119.37
186 17.89 52.47 22.30 10.44 106.18
187 17.77 69.84 20.29 8.04 82.47
188 17.85 55.03 21.03 10.53 104.90
189 17.86 61.26 21.02 9.36 86.61
190 17.97 28.91 20.77 8.83 98.97
191 17.91 64.92 20.85 9.20 85.20
192 18.00 74.30 18.14 7.04 73.46
193 18.02 31.58 20.40 10.53 101.68
194 18.14 41.43 20.99 10.96 116.08
195 18.13 67.33 22.83 8.53 82.77
196 18.21 20.70 17.34 7.94 83.14
197 18.40 34.08 22.19 11.82 107.46
198 18.54 45.42 20.71 10.85 116.91
199 18.56 36.70 22.24 11.12 110.20
200 18.51 71.92 22.85 8.08 76.24
201 18.64 56.70 21.98 11.43 99.29
202 18.70 39.32 22.24 11.26 110.30
203 18.67 49.30 21.50 11.29 106.76
204 18.77 62.92 22.92 9.86 88.26
205 18.87 79.05 13.55 4.66 55.39
206 19.00 27.08 18.68 9.89 87.00
207 18.77 23.75 21.16 8.66 87.79
208 18.95 59.57 23.01 10.18 87.27
209 19.08 43.16 19.43 11.30 104.31
210 19.14 51.50 21.23 10.53 103.26
211 19.09 53.98 23.31 12.09 101.14
212 19.03 76.52 18.23 6.40 66.26
213 19.17 47.46 21.47 11.30 110.18
214 19.13 69.88 24.49 8.78 75.81
215 19.15 30.37 19.68 9.39 93.28
216 19.07 68.41 19.68 9.41 68.00
217 19.20 18.50 16.07 6.20 73.98
218 19.41 66.29 20.95 8.63 74.76
219 19.47 33.06 23.16 10.31 102.09
220 19.48 73.94 22.94 8.26 71.24
221 19.53 21.29 18.04 7.65 80.99
222 19.72 35.95 21.92 10.63 100.16
223 19.84 41.20 22.06 10.75 105.84
224 19.81 57.60 22.44 10.67 95.06
225 19.83 19.19 16.70 7.23 74.45
226 19.78 24.74 19.33 9.64 88.15
227 19.88 38.60 20.94 10.66 102.24
228 19.86 45.69 21.35 11.51 108.45
229 19.92 64.15 22.32 9.59 85.50
230 20.08 55.24 20.93 11.54 90.76
231 19.98 61.60 22.62 9.27 82.20
232 20.20 50.22 22.10 10.72 101.46
233 20.26 29.03 20.89 9.94 84.47
234 20.25 71.55 26.02 8.81 72.62
235 20.37 78.69 20.29 6.14 58.43
236 20.37 52.61 23.75 11.41 98.21
237 20.42 43.45 22.23 10.76 103.39
238 20.31 68.08 22.82 9.73 76.05
239 20.40 48.12 23.38 11.83 105.69
240 20.40 76.52 22.92 7.90 65.72
241 20.39 31.82 23.44 10.94 96.46
242 20.29 26.65 24.39 9.03 84.94
243 20.32 69.73 24.51 9.06 76.11
244 20.59 59.38 22.80 11.06 93.37
245 20.82 34.74 21.01 10.45 88.32
246 20.88 74.12 25.75 8.41 68.11
247 21.02 18.40 18.52 7.13 69.20
248 20.88 23.26 20.26 10.32 84.82
249 21.09 20.80 20.33 8.53 78.23
250 20.79 66.14 25.00 9.61 76.57
251 21.01 40.31 22.79 11.13 96.16
252 20.90 25.97 20.32 10.15 83.24
253 21.09 37.61 21.75 10.50 90.27
254 21.05 56.43 23.96 10.36 93.53
255 21.06 45.58 25.71 11.71 98.88
256 21.17 63.99 27.09 10.15 76.31
257 21.30 81.10 20.93 5.43 52.10
258 21.41 28.39 21.76 9.15 80.38
259 21.42 53.69 22.44 11.36 90.87
260 21.50 61.46 24.41 9.97 73.47
261 21.39 69.20 26.86 9.62 72.98
262 21.49 31.90 21.56 9.97 80.42
263 21.49 50.63 22.45 11.94 94.94
264 21.61 42.76 21.65 11.01 91.87
265 21.41 66.73 25.12 9.88 71.21
266 21.62 71.88 26.90 9.03 70.02
267 21.58 48.07 24.54 11.94 100.29
268 21.66 75.94 24.42 7.65 61.97
269 21.72 58.24 22.35 10.34 75.85
270 21.97 25.84 23.65 10.27 76.88
271 22.05 78.77 24.92 6.82 57.33
272 21.99 34.76 21.72 10.16 82.80
273 21.97 59.41 22.15 9.89 74.52
274 22.39 22.63 23.60 9.88 74.92
275 22.19 45.14 25.76 11.81 92.92
276 22.20 55.43 25.92 10.40 87.02
277 22.07 17.93 17.00 7.35 68.71
278 22.32 29.93 25.97 10.71 82.53
279 22.26 40.66 22.97 10.81 91.44
280 22.20 37.69 20.81 10.68 84.81
281 22.36 73.79 30.43 9.50 70.09
282 22.38 65.36 27.72 9.09 74.84
283 22.46 68.22 30.27 9.72 70.17
284 22.42 16.64 14.26 6.83 63.35
285 22.54 20.43 21.76 8.78 68.72
286 22.44 52.30 25.45 11.69 85.55
287 22.37 63.46 26.25 11.75 73.75
288 22.70 47.41 26.99 11.98 91.70
289 22.58 81.28 27.57 5.79 51.84
290 22.72 49.79 25.33 11.50 88.64
291 22.82 32.18 20.79 9.68 78.25
292 22.81 62.61 29.43 10.52 71.05
293 22.92 27.73 24.76 10.44 73.57
294 22.81 60.16 27.12 10.88 77.58
295 22.82 76.58 29.76 8.45 60.34
296 22.85 43.10 25.84 11.77 91.84
297 22.89 57.30 27.22 10.91 76.92
298 22.83 71.04 31.62 9.42 64.47
299 23.27 24.98 23.64 10.50 70.86
300 23.25 34.36 23.26 10.21 80.66
301 23.19 36.77 23.72 10.29 84.07
302 23.22 39.45 26.47 11.48 89.92
303 23.36 18.19 19.88 7.62 65.16
304 23.28 54.76 29.53 11.13 81.46
305 23.45 82.89 31.00 5.57 47.82
306 23.43 45.53 25.77 11.31 89.35
307 23.45 67.09 31.21 10.88 65.68
308 23.55 79.23 33.41 7.69 54.03
309 23.47 73.85 33.80 9.16 61.64
310 23.57 52.31 27.94 11.13 81.87
311 23.59 69.69 31.94 9.35 62.54
312 23.89 16.00 21.22 7.21 56.11
313 23.79 41.68 26.57 11.39 84.73
314 23.89 22.76 24.98 10.01 70.89
315 23.76 30.34 25.09 10.32 75.91
316 23.85 64.64 33.69 9.93 66.66
317 23.90 20.45 25.44 9.24 70.07
318 23.90 50.03 28.80 12.78 84.81
319 23.86 58.76 28.25 10.46 72.22
320 23.89 61.89 30.51 10.75 72.04
321 23.89 47.93 29.05 11.82 85.94
322 23.87 76.95 39.00 8.38 63.09
323 24.23 43.90 26.74 10.84 85.51
324 24.16 27.95 26.08 10.31 74.73
325 24.34 56.46 30.65 11.59 70.74
326 24.28 32.87 26.81 10.94 76.33
327 24.20 38.12 25.23 11.52 77.57
328 24.42 54.09 29.03 11.73 79.13
329 24.45 35.55 26.79 10.39 72.29
330 24.55 25.71 25.46 9.68 69.51
331 24.40 76.29 41.58 9.08 62.92
332 24.49 67.49 35.26 10.02 64.23
333 24.80 40.34 27.50 11.66 78.88
334 24.65 46.34 29.16 13.07 82.96
335 24.68 80.49 46.23 7.50 54.40
336 24.72 74.47 45.63 9.44 59.22
337 24.74 82.79 46.89 6.67 51.15
338 24.80 51.17 31.25 12.00 80.60
339 24.83 60.26 35.02 11.61 69.01
340 24.65 72.32 40.72 10.69 64.78
341 25.01 18.36 27.71 8.38 62.56
342 25.11 78.15 52.77 8.14 53.70
343 25.17 48.63 32.36 11.98 75.75
344 24.90 63.21 38.62 10.10 62.07
345 25.06 31.13 25.58 11.48 64.73
346 25.10 16.01 27.23 7.38 57.00
347 25.28 42.58 30.28 12.66 82.88
348 25.14 21.16 29.18 10.35 65.72
349 25.20 23.82 28.72 9.12 62.44
350 25.25 65.45 40.12 10.55 61.76
351 25.20 70.59 49.49 10.60 58.32
352 25.27 27.92 25.70 10.27 66.86
353 25.30 37.77 29.54 10.32 74.31
354 25.34 57.97 38.37 10.62 69.78
355 25.48 44.82 30.25 12.55 84.01
356 25.51 34.31 30.71 10.89 69.49
357 25.37 52.97 36.89 12.50 75.25
358 25.57 85.01 52.74 5.47 39.70
359 25.68 55.43 41.55 11.58 71.53
360 25.36 62.42 36.37 9.50 63.50
361 25.53 68.25 52.08 10.48 62.79
362 25.82 75.75 56.17 8.97 52.56
363 25.91 73.05 54.30 10.02 55.98
364 26.00 46.72 37.27 12.10 80.91
365 26.03 26.13 31.81 10.80 66.35
366 25.98 30.15 28.15 12.10 64.11
367 25.93 50.53 36.08 12.05 74.97
368 25.92 80.43 64.02 9.20 50.62
369 26.12 39.92 31.87 12.13 70.55
370 26.00 60.47 48.04 11.03 65.78
371 26.31 83.09 71.02 6.88 44.33
372 26.27 17.18 37.29 8.47 55.19
373 26.23 36.84 29.82 10.49 65.35
374 26.33 14.70 34.60 7.04 50.39
375 26.19 19.95 34.30 10.70 59.01
376 26.18 63.21 56.59 10.38 59.61
377 26.41 23.37 35.87 10.23 57.04
378 26.46 32.96 34.66 10.71 64.26
379 26.43 42.20 35.80 12.35 71.75
380 26.39 66.49 65.83 10.75 59.25
381 26.39 69.92 65.80 9.79 55.58
382 26.54 48.55 41.57 12.71 77.92
383 26.41 53.07 43.99 11.75 70.83
384 26.42 57.73 52.79 11.45 64.99
385 26.57 44.54 39.99 12.47 75.82
386 26.66 77.73 75.12 9.57 51.49
387 26.83 28.54 33.98 10.46 58.63
388 26.99 55.42 54.84 11.66 64.88
389 27.07 35.55 36.53 11.59 65.41
390 27.12 50.60 54.78 13.11 71.20
391 27.07 72.25 76.02 10.80 55.40
392 27.03 80.72 83.21 7.84 45.47
393 27.22 85.37 82.35 6.34 36.97
394 26.98 30.63 35.97 10.65 62.88
395 27.22 74.63 82.13 11.13 53.23
396 27.18 38.97 39.07 12.25 62.16
397 27.30 20.91 50.41 9.83 59.17
398 27.23 25.96 42.35 11.22 61.14
399 27.24 61.30 83.75 10.51 57.84
400 27.19 64.19 91.49 11.63 54.53
401 27.24 46.81 45.85 13.36 71.56
402 27.32 58.81 80.34 10.45 62.75
403 27.35 41.55 42.19 12.00 67.00
404 27.30 31.76 37.30 9.63 59.79
405 27.52 18.50 50.86 9.65 52.48
406 27.42 52.81 59.35 12.11 68.59
407 27.49 67.04 96.62 10.47 56.16
408 27.54 69.67 91.00 10.35 49.02
409 27.66 23.55 51.73 11.84 56.31
410 27.65 16.00 52.12 7.75 48.97
411 27.67 44.69 52.67 13.33 71.53
412 27.58 13.92 68.74 6.97 39.55
413 27.89 48.67 73.62 13.51 71.39
414 27.74 77.16 88.14 10.38 46.95
415 27.86 83.10 92.75 8.45 41.45
416 28.04 87.87 71.58 5.46 33.35
417 28.11 32.87 48.19 10.46 55.91
418 27.80 27.38 41.70 11.20 56.00
419 28.09 38.13 57.72 11.62 62.33
420 28.01 56.69 97.77 11.59 60.35
421 28.11 30.23 49.36 10.79 59.54
422 28.08 35.26 55.37 10.42 63.49
423 28.15 80.30 97.45 9.14 43.85
424 28.16 28.17 45.17 10.74 55.00
425 28.28 71.76 98.98 10.39 49.38
426 28.27 40.94 58.27 13.14 62.36
427 28.16 54.00 81.17 11.93 61.78
428 28.26 62.47 127.49 11.59 51.40
429 28.14 13.54 80.00 6.95 44.68
430 28.29 51.24 85.42 12.93 63.99
431 28.35 65.27 119.81 11.09 51.30
432 28.46 26.04 60.93 11.67 58.42
433 28.48 46.46 73.78 12.38 66.47
434 28.64 74.03 110.98 11.04 48.76
435 28.49 59.58 127.95 10.88 54.79
436 28.47 21.77 66.27 11.46 55.95
437 28.62 43.66 71.55 13.21 67.41
438 28.66 68.09 116.88 10.92 50.35
439 28.72 17.45 88.76 10.22 51.23
440 28.75 85.80 89.99 6.77 37.25
441 28.75 19.68 90.31 11.72 52.66
442 28.83 78.46 105.40 10.06 45.61
443 29.05 12.33 119.00 7.06 37.45
444 29.13 15.40 123.06 9.21 45.31
445 29.06 23.60 82.83 11.13 53.27
446 28.92 49.06 109.56 12.96 67.93
447 29.07 37.01 64.89 11.14 58.12
448 29.03 56.96 148.54 12.03 57.84
449 29.10 83.13 103.63 9.17 41.87
450 29.17 34.41 78.08 10.72 54.58
451 29.08 54.23 127.62 13.19 59.21
452 29.23 39.43 78.97 11.70 58.62
453 29.29 70.28 131.10 12.07 48.36
454 29.09 76.25 103.88 10.51 45.40
455 29.17 29.11 76.63 11.60 54.90
456 29.45 88.69 75.80 6.46 31.69
457 29.34 31.80 75.06 10.54 51.59
458 29.34 41.67 83.17 12.19 61.67
459 29.33 51.29 147.39 13.52 66.54
460 29.35 63.37 156.79 11.26 51.44
461 29.40 65.85 152.78 10.78 52.11
462 29.56 45.72 108.20 13.58 62.88
463 29.57 60.84 172.66 11.47 49.94
464 29.59 80.66 109.16 10.65 44.28
465 29.62 25.61 101.62 11.69 54.24
466 29.86 47.76 145.79 13.10 60.94
467 29.90 72.48 128.96 11.88 46.15
468 29.76 43.73 108.24 13.87 63.00
469 29.92 21.28 132.10 10.89 46.39
470 30.01 27.56 111.14 11.78 51.59
471 29.88 58.35 176.32 12.49 56.15
472 29.99 18.66 146.22 10.02 44.53
473 30.15 13.92 183.77 8.72 44.90
474 30.06 68.08 132.59 11.49 46.06
475 30.11 85.27 94.39 8.90 38.23
476 30.11 52.97 167.19 13.35 55.42
477 30.08 55.58 166.33 12.44 55.14
478 30.12 77.90 99.65 10.81 42.45
479 30.26 75.16 108.97 11.97 44.45
480 30.17 37.63 113.15 12.38 54.19
481 30.30 49.83 171.27 13.04 59.61
482 30.48 11.54 169.30 7.69 39.02
483 30.38 29.94 125.79 11.79 48.99
484 30.30 34.75 116.11 11.44 52.11
485 30.26 23.90 138.13 10.48 49.55
486 30.34 40.35 140.18 12.95 58.80
487 30.56 16.02 188.60 9.77 43.69
488 30.44 65.09 153.89 11.11 46.34
489 30.54 82.73 93.98 10.36 38.50
490 30.57 32.33 145.99 13.26 56.15
491 30.61 42.78 151.38 12.44 60.60
492 30.57 62.19 169.53 12.56 47.57
493 30.75 87.53 79.88 7.60 32.27
494 30.71 45.60 167.24 14.59 58.18
495 30.93 69.91 117.17 10.88 42.96
496 30.93 90.04 64.35 5.81 27.01
497 30.92 58.27 185.09 11.68 50.22
498 30.96 80.08 95.93 10.94 41.99
499 31.00 51.74 189.98 13.47 54.48
500 31.22 17.85 202.73 9.90 44.76
501 31.27 20.25 201.18 11.10 44.91
502 31.22 22.54 184.65 11.08 47.89
503 31.17 25.73 158.07 10.93 44.71
504 31.12 47.90 189.75 14.09 61.21
505 31.13 72.68 109.76 11.94 45.05
506 31.15 54.86 180.34 12.53 51.80
507 31.25 37.04 151.83 12.16 49.47
508 31.27 77.43 93.39 11.55 42.06
509 31.40 28.58 179.57 11.45 46.36
510 31.27 66.94 134.29 12.60 45.42
511 31.47 60.55 152.41 13.20 46.13
512 31.31 12.94 195.29 7.78 40.90
513 31.45 34.52 162.39 12.42 50.90
514 31.36 40.85 183.56 13.13 55.16
515 31.56 63.60 153.96 12.32 44.80
516 31.63 85.26 84.97 9.17 36.57
517 31.60 31.64 174.24 11.54 45.64
518 31.59 43.56 200.87 14.44 53.90
519 31.61 75.04 99.13 11.59 43.68
520 31.66 49.87 197.63 13.22 54.78
521 31.65 13.95 201.54 9.15 39.31
522 31.77 56.74 179.08 13.67 48.88
523 31.95 10.80 169.42 7.63 35.40
524 31.93 39.03 184.58 12.96 52.46
525 31.80 82.21 84.60 10.51 38.49
526 31.83 46.25 198.97 14.73 57.74
527 31.94 52.89 192.35 14.09 48.29
528 31.99 88.33 72.63 8.17 32.32
529 32.14 23.90 195.74 12.06 45.47
530 32.16 71.28 99.99 12.32 40.37
531 32.37 15.63 197.32 9.68 39.21
532 32.20 68.63 119.09 11.96 42.88
533 32.24 80.16 89.33 11.36 42.50
534 32.22 26.44 192.36 12.91 41.67
535 32.34 65.40 138.97 12.28 44.27
536 32.39 58.69 145.12 13.34 47.92
537 32.38 18.49 203.69 11.89 42.65
538 32.45 48.23 198.38 14.82 57.51
539 32.50 37.04 179.41 13.18 49.56
540 32.41 41.48 207.25 15.15 53.18
541 32.67 21.46 200.44 11.48 41.56
542 32.46 44.63 213.44 15.31 57.69
543 32.54 55.35 157.94 14.21 50.72
544 32.52 61.56 134.38 13.32 44.26
545 32.56 29.20 197.30 11.05 45.60
546 32.67 73.68 95.79 13.02 39.55
547 32.66 77.01 86.23 12.47 39.96
548 32.57 34.42 183.40 11.86 44.89
549 32.69 31.77 188.84 12.29 46.32
550 32.74 84.08 85.54 12.04 37.99
551 32.70 12.97 193.13 10.16 35.97
552 32.65 50.73 185.67 14.21 49.93
553 32.68 27.25 192.85 12.30 39.21
554 32.92 8.41 133.02 6.24 26.19
555 33.06 46.19 184.86 14.14 51.17
556 33.11 87.52 73.94 10.51 33.02
557 33.11 53.20 153.43 14.90 47.26
558 32.94 86.20 74.61 10.09 35.88
559 33.10 24.77 194.63 11.62 40.78
560 33.10 89.51 68.57 9.76 31.12
561 33.26 43.49 182.86 14.87 51.23
562 33.24 81.67 86.91 12.98 38.34
563 33.33 38.84 178.58 13.40 49.51
564 33.35 67.53 107.59 13.16 40.52
565 33.32 70.22 103.29 13.50 40.23
566 33.50 17.13 189.83 11.45 37.15
567 33.40 62.40 107.16 12.90 40.67
568 33.55 10.81 151.34 8.38 34.17
569 33.45 41.20 192.67 13.99 48.59
570 33.44 58.55 121.18 13.84 43.48
571 33.45 65.02 107.81 13.03 41.41
572 33.52 79.15 82.85 14.17 38.71
573 33.55 19.72 192.36 12.66 39.26
574 33.56 48.83 160.76 15.29 51.88
575 33.54 55.58 131.43 14.22 47.39
576 33.63 75.34 92.58 13.87 37.03
577 33.65 30.37 181.69 12.49 44.32
578 33.66 36.11 161.19 13.29 41.50
579 33.77 33.34 157.15 13.17 42.55
580 33.67 51.23 158.11 16.49 49.58
581 33.85 13.83 149.19 9.77 34.53
582 33.83 27.43 168.19 12.55 39.25
583 33.65 90.17 61.89 8.96 27.16
584 33.96 85.53 88.18 12.69 36.70
585 33.94 72.29 93.66 14.58 37.62
586 34.11 21.85 160.62 12.50 37.64
587 34.04 46.74 160.02 14.75 51.05
588 34.06 24.61 173.41 12.56 41.22
589 34.22 60.59 107.03 14.70 42.73
590 34.36 83.14 97.32 15.35 36.45
591 34.25 8.35 115.48 6.66 27.96
592 34.26 44.47 147.67 16.43 48.53
593 34.23 87.90 77.04 11.59 31.29
594 34.41 53.70 119.52 15.42 47.54
595 34.49 39.91 153.55 14.91 46.14
596 34.42 42.38 162.22 16.57 52.51
597 34.45 56.70 114.44 14.80 46.48
598 34.64 16.10 137.14 10.99 36.92
599 34.45 63.64 96.23 13.90 40.89
600 34.46 69.02 95.63 15.10 38.32
601 34.63 80.36 89.58 15.49 37.58
602 34.55 50.75 128.16 15.59 49.94
603 34.70 66.37 91.83 14.33 39.71
604 34.85 90.71 78.83 11.29 27.61
605 34.68 18.70 156.98 11.83 36.00
606 34.79 37.69 129.52 14.27 43.69
607 34.72 29.65 143.74 13.91 40.85
608 34.83 10.76 118.45 9.05 32.52
609 34.76 32.25 137.83 14.19 40.29
610 34.74 48.30 137.95 16.22 49.67
611 34.64 77.85 89.89 14.27 35.81
612 34.82 35.07 132.84 13.74 40.85
613 34.77 74.29 93.97 15.25 38.24
614 35.02 58.67 91.14 14.81 42.86
615 35.02 23.32 123.76 12.78 37.09
616 35.01 45.67 143.18 15.76 49.64
617 35.22 13.61 117.73 11.01 35.69
618 35.15 25.67 134.39 13.36 38.94
619 35.19 71.10 96.97 16.19 36.80
620 35.34 85.31 106.77 15.02 32.52
621 35.35 27.94 120.39 12.99 39.14
622 35.41 88.24 102.54 15.51 32.21
623 35.31 61.76 88.91 15.28 40.30
624 35.49 8.08 90.04 7.62 27.95
625 35.61 19.72 115.06 12.73 36.54
626 35.40 53.14 103.11 16.79 44.19
