#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
ms16 14A 4 even-skipped Kruppel bicoid
1249 55.03 30.65 58.18 162.84 19.66
1250 54.97 63.89 58.16 163.96 24.36
1251 54.95 75.84 38.62 125.61 21.22
1252 55.14 11.08 53.04 145.76 17.52
1253 54.99 13.59 54.81 145.82 18.46
1254 55.19 25.87 54.04 159.05 18.16
1255 55.00 43.92 69.69 197.02 25.20
1256 55.08 66.40 53.56 157.48 23.68
1257 55.06 81.29 38.10 119.07 21.82
1258 55.09 16.32 61.18 155.01 18.39
1259 55.18 72.28 40.55 127.02 21.76
1260 55.20 49.27 67.22 194.31 25.58
1261 55.17 61.15 51.49 160.31 23.21
1262 55.15 89.87 43.38 108.08 21.25
1263 55.19 37.85 71.23 174.52 22.03
1264 55.24 69.26 49.94 148.60 20.42
1265 55.24 33.19 66.60 168.72 20.54
1266 55.31 54.52 64.00 193.06 26.05
1267 55.36 85.73 48.19 122.77 23.70
1268 55.37 93.55 37.25 99.20 17.94
1269 55.49 7.57 44.44 129.25 15.59
1270 55.39 47.31 74.70 192.86 26.11
1271 55.50 19.46 71.28 151.32 18.07
1272 55.72 87.97 53.68 117.83 22.18
1273 55.60 21.89 71.31 162.76 17.88
1274 55.68 52.60 74.03 195.96 24.39
1275 55.67 45.33 83.23 190.54 24.24
1276 55.85 83.63 44.00 116.69 23.38
1277 55.80 78.64 45.04 123.84 21.56
1278 55.72 91.74 48.00 110.27 19.00
1279 55.87 74.43 47.23 139.19 22.10
1280 55.89 39.94 100.51 172.19 22.00
1281 55.81 56.38 66.58 176.77 23.71
1282 55.81 58.67 64.07 169.01 24.18
1283 55.92 50.59 94.39 188.97 25.05
1284 56.09 95.28 43.00 80.92 14.78
1285 56.21 9.59 73.70 135.68 15.96
1286 55.95 42.44 116.03 192.58 23.01
1287 56.08 23.92 80.45 154.22 18.07
1288 56.03 28.97 72.77 143.82 18.69
1289 56.07 14.61 73.24 144.26 17.57
1290 56.11 31.92 82.66 153.15 19.07
1291 56.16 34.79 89.13 171.00 20.62
1292 56.19 63.38 67.07 150.06 22.05
1293 56.17 65.81 64.69 149.58 22.79
1294 56.18 4.89 45.12 114.16 12.37
1295 56.12 17.22 85.35 146.26 18.18
1296 56.15 37.23 120.06 174.74 20.13
1297 56.19 68.33 61.43 141.06 23.22
1298 56.31 12.19 83.29 136.61 16.98
1299 56.27 61.04 67.99 158.03 23.61
1300 56.35 81.10 53.95 120.20 22.62
1301 56.37 48.79 102.83 186.86 26.20
1302 56.37 71.47 67.71 129.33 20.07
1303 56.38 26.40 85.66 151.92 18.67
1304 56.55 76.71 72.16 153.74 23.06
1305 56.36 91.32 50.58 108.62 19.00
1306 56.54 20.33 102.38 151.87 18.19
1307 56.56 46.56 124.91 177.34 25.48
1308 56.56 54.36 110.44 173.66 25.42
1309 56.59 44.03 130.80 184.80 23.54
1310 56.79 85.87 53.89 104.65 21.89
1311 56.89 7.36 75.91 123.32 14.89
1312 56.75 51.86 122.19 175.32 23.92
1313 56.81 89.38 69.29 101.48 20.88
1314 56.84 56.88 90.19 160.08 23.22
1315 57.04 92.97 63.36 90.08 16.30
1316 56.98 41.21 141.51 175.09 22.00
1317 57.01 30.69 110.94 149.69 19.93
1318 57.04 38.91 136.96 164.55 20.84
1319 56.93 59.37 95.01 169.70 23.31
1320 57.10 74.07 85.53 121.29 20.61
1321 57.21 27.86 120.42 134.70 18.06
1322 57.26 15.59 105.31 136.05 17.14
1323 57.17 18.04 111.16 141.02 16.77
1324 57.28 22.34 114.30 135.34 17.03
1325 57.16 33.37 104.69 156.60 19.87
1326 57.14 82.95 64.24 119.83 21.70
1327 57.21 24.75 108.86 131.68 17.03
1328 57.14 36.27 125.38 156.07 20.42
1329 57.24 65.58 100.24 142.95 21.20
1330 57.21 69.08 91.35 136.99 20.58
1331 57.34 79.17 81.38 114.14 21.94
1332 57.38 49.78 128.27 172.76 23.39
1333 57.35 62.81 103.41 154.52 21.66
1334 57.37 5.02 72.99 107.11 12.91
1335 57.43 10.82 104.65 120.99 15.81
1336 57.37 13.42 115.84 140.13 18.24
1337 57.53 95.50 67.26 80.42 13.19
1338 57.47 47.65 139.79 167.78 24.06
1339 57.53 45.54 155.61 170.00 23.39
1340 57.61 53.74 141.37 169.85 24.84
1341 57.54 43.25 148.57 173.49 23.04
1342 57.72 71.64 108.55 126.56 20.51
1343 57.70 87.79 83.29 100.55 22.15
1344 57.68 55.69 143.21 161.98 24.89
1345 57.74 76.24 95.66 117.32 20.17
1346 57.88 19.76 122.51 133.46 17.17
1347 57.76 51.66 154.11 173.11 23.16
1348 57.91 60.36 132.01 148.93 21.30
1349 58.02 8.58 107.67 115.22 15.69
1350 58.01 57.82 127.33 149.08 21.89
1351 57.94 90.63 87.50 101.16 19.16
1352 57.95 29.80 111.99 130.48 18.19
1353 58.10 34.83 124.83 146.85 20.20
1354 58.03 37.60 119.82 144.10 20.01
1355 58.14 39.94 133.98 149.23 21.09
1356 58.14 67.91 121.76 124.63 19.54
1357 58.34 85.73 96.32 103.14 22.10
1358 58.31 3.56 68.46 81.11 9.75
1359 58.30 26.07 96.15 120.85 17.30
1360 58.21 83.27 97.21 109.08 21.19
1361 58.35 32.29 101.84 129.64 18.95
1362 58.36 42.10 139.17 148.97 20.22
1363 58.42 6.33 98.22 100.84 12.82
1364 58.41 17.23 116.83 122.78 17.05
1365 58.40 48.56 148.61 187.50 25.99
1366 58.46 65.20 141.42 123.52 20.52
1367 58.53 80.70 94.49 103.43 21.46
1368 58.45 93.31 82.34 86.54 15.68
1369 58.55 12.41 100.89 107.98 16.21
1370 58.51 23.90 108.88 121.60 16.83
1371 58.53 21.51 109.10 120.21 16.29
1372 58.49 62.67 140.93 133.80 21.47
1373 58.58 14.91 110.97 105.39 16.48
1374 58.52 44.41 152.57 152.96 22.35
1375 58.57 73.85 110.39 109.98 19.37
1376 58.56 27.96 93.26 124.22 18.22
1377 58.64 77.72 103.64 104.20 19.49
1378 58.63 46.60 150.33 151.75 24.04
1379 58.65 50.66 132.79 152.99 23.78
1380 58.71 53.20 141.53 136.96 22.43
1381 58.91 10.25 92.05 103.63 15.22
1382 58.82 55.70 133.94 130.07 23.48
1383 58.97 70.31 118.69 108.70 19.23
1384 58.93 88.51 109.08 93.31 20.45
1385 59.07 30.03 77.98 115.80 18.30
1386 59.03 37.21 110.42 134.81 20.74
1387 59.10 60.41 126.92 133.31 21.31
1388 59.20 90.89 104.26 89.16 17.18
1389 59.22 40.57 112.60 130.10 20.36
1390 59.12 58.10 130.95 139.75 22.33
1391 59.25 19.18 86.43 108.76 16.94
1392 59.18 34.77 86.77 119.69 18.53
1393 59.22 67.57 150.59 122.45 20.99
1394 59.46 5.24 72.18 74.42 11.48
1395 59.39 7.95 83.12 90.40 13.26
1396 59.37 83.11 98.73 93.96 20.42
1397 59.42 49.41 119.52 137.77 22.51
1398 59.54 42.82 116.56 117.59 20.48
1399 59.46 45.02 126.91 139.32 22.51
1400 59.57 52.10 115.67 138.00 23.28
1401 59.56 27.41 65.55 101.86 17.42
1402 59.67 72.74 102.14 104.70 19.76
1403 59.67 75.70 104.15 97.86 20.14
1404 59.60 24.61 75.13 103.50 16.88
1405 59.54 32.33 72.75 106.87 18.59
1406 59.57 62.83 130.42 127.00 20.54
1407 59.59 13.80 71.44 91.64 16.53
1408 59.66 21.94 82.42 105.78 15.82
1409 59.74 38.86 90.60 106.88 19.57
1410 59.71 47.18 123.52 135.53 22.39
1411 59.76 78.90 105.66 97.29 20.20
1412 59.84 15.95 69.83 93.44 16.07
1413 59.78 54.66 117.93 131.67 21.83
1414 59.87 65.43 123.91 116.47 18.90
1415 59.96 93.88 97.23 75.32 14.10
1416 60.04 11.87 65.15 89.84 14.66
1417 60.08 36.48 75.18 93.98 18.63
1418 60.03 57.17 107.51 123.62 20.28
1419 59.95 86.36 113.55 84.81 20.45
1420 60.27 88.56 116.51 86.21 19.37
1421 60.22 59.69 105.27 109.38 20.45
1422 60.28 18.33 60.83 85.21 16.01
1423 60.30 30.52 60.91 86.41 17.12
1424 60.30 68.34 126.90 102.32 19.05
1425 60.34 9.65 63.78 76.67 14.93
1426 60.35 41.30 85.46 106.36 20.32
1427 60.40 50.88 100.27 120.49 22.33
1428 60.40 33.92 66.64 90.18 17.74
1429 60.40 48.86 100.26 122.05 21.40
1430 60.46 70.92 117.53 104.30 18.89
1431 60.48 6.93 65.82 74.48 13.19
1432 60.50 25.73 56.20 82.89 15.42
1433 60.41 44.77 96.69 115.08 22.35
1434 60.57 20.66 61.81 88.94 15.33
1435 60.34 84.05 108.58 91.32 21.32
1436 60.55 62.70 110.33 114.36 20.78
1437 60.43 81.38 102.23 91.91 19.76
1438 60.57 90.95 103.52 81.54 17.18
1439 60.65 53.22 90.64 117.08 20.76
1440 60.70 28.06 56.56 84.60 16.64
1441 60.85 23.29 55.16 81.19 15.45
1442 60.76 77.40 82.93 89.27 19.35
1443 60.85 47.06 88.22 108.26 20.99
1444 60.77 38.88 76.25 94.26 18.76
1445 60.87 55.49 87.87 107.12 19.93
1446 60.86 74.06 90.11 90.06 18.35
1447 61.05 14.37 54.35 72.59 15.34
1448 60.82 83.07 102.77 77.92 20.13
1449 61.14 42.83 79.57 89.31 20.40
1450 61.00 65.57 103.71 98.72 18.15
1451 61.16 16.85 52.67 71.55 15.21
1452 60.86 84.63 98.59 73.94 21.12
1453 61.14 36.03 77.84 87.85 20.86
1454 61.10 57.99 83.47 97.24 20.42
1455 61.17 11.78 51.77 69.03 14.82
1456 61.18 92.76 83.91 71.61 15.36
1457 61.38 8.44 51.32 60.21 12.94
1458 61.14 79.75 76.82 79.11 20.58
1459 61.27 60.84 90.30 100.95 18.95
1460 61.29 32.72 63.52 66.17 17.67
1461 61.42 45.17 86.50 92.20 21.54
1462 61.42 51.83 92.45 106.12 21.22
1463 61.45 29.98 62.52 65.53 16.71
1464 61.46 49.35 84.83 89.95 20.85
1465 61.45 68.32 91.46 93.30 18.53
1466 61.61 90.19 76.77 56.54 16.94
1467 61.56 19.35 50.26 66.17 14.94
1468 61.57 40.71 68.95 72.15 18.85
1469 61.67 88.82 79.51 59.51 17.45
1470 61.54 71.16 90.92 88.32 18.57
1471 61.57 81.16 75.62 73.06 20.39
1472 61.38 85.91 93.76 67.55 19.52
1473 61.59 25.51 52.46 68.01 17.17
1474 61.74 21.90 47.47 64.08 15.41
1475 61.76 76.69 72.53 78.79 19.01
1476 61.77 63.39 85.03 86.85 18.91
1477 61.68 83.44 83.40 71.30 19.64
1478 61.89 27.58 56.68 61.93 16.26
1479 61.85 38.59 71.62 68.78 17.49
1480 61.88 53.92 74.21 88.73 21.08
1481 61.92 5.97 40.44 45.22 10.70
1482 61.89 56.22 74.89 94.10 19.09
1483 61.91 47.19 84.84 82.46 20.30
1484 62.11 34.31 63.36 55.47 16.51
1485 62.15 74.47 69.08 71.30 18.90
1486 62.19 9.96 49.69 49.72 13.47
1487 62.15 59.08 75.33 77.39 19.59
1488 62.12 15.61 44.96 51.51 13.75
1489 62.11 66.00 87.42 83.25 19.36
1490 62.13 78.96 67.98 74.86 18.53
1491 62.20 12.54 50.26 54.74 14.05
1492 62.29 44.16 77.77 68.03 20.18
1493 62.22 31.75 59.06 51.69 16.52
1494 62.27 36.60 77.01 61.06 18.31
1495 62.26 86.45 95.37 72.27 22.13
1496 62.18 93.09 67.21 57.74 14.39
1497 62.38 23.95 46.00 51.66 15.08
1498 62.30 50.94 82.22 79.99 19.88
1499 62.36 42.18 75.90 65.19 19.09
1500 62.41 61.43 79.44 81.70 19.12
1501 62.56 69.47 71.64 73.77 18.85
1502 62.78 17.93 49.98 45.84 15.59
1503 62.59 72.36 66.93 72.38 18.74
1504 62.87 7.90 44.02 40.03 11.37
1505 62.59 48.85 80.62 73.22 19.39
1506 62.65 20.20 51.34 50.14 15.04
1507 62.75 29.17 67.83 48.80 15.26
1508 62.58 79.90 66.62 59.38 18.90
1509 62.80 91.21 69.05 56.45 16.32
1510 62.76 46.20 80.91 68.82 19.51
1511 62.83 57.45 69.40 71.01 18.96
1512 62.71 84.02 86.63 83.13 23.13
1513 62.97 81.73 66.86 61.14 19.75
1514 62.90 26.61 55.98 46.60 15.16
1515 62.73 89.11 67.51 54.07 17.37
1516 62.88 52.86 69.64 67.26 19.82
1517 62.93 55.22 68.21 73.71 20.01
1518 62.96 40.34 77.04 54.87 18.61
1519 63.01 77.30 60.86 64.57 18.47
1520 63.15 13.77 53.64 39.99 14.93
1521 63.02 38.19 77.13 49.39 17.90
1522 63.18 64.06 70.23 65.44 18.53
1523 63.04 11.39 53.51 40.67 13.53
1524 63.24 22.16 55.74 39.36 14.38
1525 63.12 66.78 73.61 67.96 17.98
1526 63.24 31.13 71.65 42.02 15.85
1527 63.28 33.36 74.05 39.24 15.65
1528 63.25 35.55 83.83 40.98 17.29
1529 63.20 88.18 68.38 49.51 17.85
1530 63.35 15.95 56.35 38.74 14.50
1531 63.31 42.77 84.11 55.30 18.32
1532 63.43 51.00 74.32 58.21 18.96
1533 63.46 10.51 55.06 35.15 12.17
1534 63.55 59.47 79.77 65.99 20.40
1535 63.54 61.91 79.78 60.82 18.65
1536 63.72 85.96 58.78 46.52 18.36
1537 63.48 24.50 67.07 35.55 15.44
1538 63.54 44.72 88.02 55.58 19.52
1539 63.57 48.85 86.21 55.53 19.79
1540 63.64 75.15 56.74 56.49 18.39
1541 63.68 72.25 56.78 59.32 18.74
1542 63.77 79.27 56.39 51.57 17.99
1543 63.78 69.24 65.14 56.71 17.63
1544 63.90 93.09 54.01 43.04 12.85
1545 63.74 46.74 80.95 51.19 18.25
1546 63.92 19.92 64.13 35.88 14.44
1547 63.79 53.80 76.46 60.45 19.00
1548 63.93 83.40 65.88 50.54 18.91
1549 63.77 7.23 45.91 31.64 11.70
1550 63.95 28.63 82.05 35.09 15.16
1551 64.02 37.37 92.75 34.48 16.26
1552 63.94 56.63 73.70 56.72 19.27
1553 64.05 90.43 63.63 44.85 15.68
1554 64.04 41.37 95.29 39.10 18.04
1555 64.07 17.75 60.48 33.50 14.58
1556 64.15 39.32 95.89 36.12 17.15
1557 64.21 9.41 50.16 29.31 11.72
1558 64.20 12.21 56.88 29.54 13.67
1559 64.17 66.39 71.47 53.87 17.86
1560 64.28 14.42 59.38 31.08 12.56
1561 64.44 26.36 87.85 28.77 15.08
1562 64.22 87.96 58.31 43.47 18.07
1563 64.24 31.12 97.24 32.31 15.42
1564 64.32 34.08 93.19 31.74 14.79
1565 64.33 6.56 51.47 29.06 10.28
1566 64.58 43.43 118.23 35.08 18.11
1567 64.44 52.05 77.89 48.32 18.43
1568 64.54 49.80 92.38 48.69 19.40
1569 64.61 63.99 72.97 45.45 18.33
1570 64.67 47.70 102.24 37.91 18.13
1571 64.68 55.10 80.32 49.66 17.40
1572 64.59 58.73 81.44 46.53 17.93
1573 64.46 16.22 66.19 22.62 13.95
1574 64.44 23.96 83.48 27.16 14.16
1575 64.64 61.40 78.32 44.95 18.33
1576 64.63 45.51 103.15 40.11 19.15
1577 64.69 77.53 57.80 45.47 18.12
1578 64.73 80.81 56.79 41.89 17.65
1579 64.74 71.36 54.96 46.40 17.56
1580 64.46 15.32 64.78 32.22 13.11
1581 64.89 74.09 56.29 44.56 17.70
1582 64.89 36.44 107.01 27.64 15.74
1583 65.01 83.66 57.70 38.32 18.62
1584 65.15 21.45 87.23 25.48 14.62
1585 65.20 16.97 84.60 24.66 13.66
1586 65.26 41.45 121.14 27.87 17.99
1587 65.13 91.84 53.80 34.15 12.76
1588 65.30 29.14 107.71 22.83 15.25
1589 65.17 31.49 112.38 26.66 14.97
1590 65.17 69.17 58.75 40.66 17.14
1591 65.26 19.33 76.39 24.18 12.93
1592 65.31 86.88 63.59 38.94 17.96
1593 65.46 7.89 67.60 19.87 10.36
1594 65.34 89.36 62.66 36.36 16.88
1595 65.38 10.24 66.57 23.88 11.86
1596 65.42 12.74 77.84 23.27 12.30
1597 65.32 38.93 109.47 27.61 16.51
1598 65.38 53.46 96.11 38.45 18.08
1599 65.33 66.39 70.45 36.03 17.47
1600 65.33 24.20 92.37 21.50 14.40
1601 65.40 50.76 107.37 35.33 19.49
1602 65.40 57.64 95.15 37.06 18.44
1603 65.34 14.69 87.30 22.66 13.40
1604 65.43 33.98 118.38 26.23 15.46
1605 65.39 84.97 56.16 32.21 16.76
1606 65.66 26.66 105.59 21.10 14.67
1607 65.65 46.22 112.29 30.79 19.05
1608 65.64 60.47 82.15 36.42 16.89
1609 65.74 48.52 113.75 28.70 18.04
1610 65.83 63.40 88.80 33.59 16.61
1611 65.81 77.10 64.47 37.33 17.12
1612 65.75 43.74 113.57 25.94 19.03
1613 65.84 55.84 94.24 38.39 18.12
1614 65.73 71.97 62.65 35.41 18.06
1615 65.93 79.32 60.37 33.94 17.12
1616 65.93 36.23 119.26 23.20 15.88
1617 65.91 82.10 61.34 34.74 17.71
1618 65.69 15.62 84.07 21.20 12.67
1619 65.99 67.99 73.39 33.43 16.78
1620 66.28 22.36 91.53 18.85 13.52
1621 66.23 52.26 117.03 31.80 17.89
1622 66.10 70.95 63.76 32.35 16.35
1623 66.21 31.54 122.12 21.54 14.09
1624 66.44 73.92 75.13 30.26 17.35
1625 66.32 91.03 54.73 24.74 14.06
1626 66.33 40.51 104.36 23.35 16.49
1627 66.33 69.08 65.46 29.10 16.77
1628 66.31 6.37 65.70 14.37 9.68
1629 66.41 10.99 76.01 19.42 12.29
1630 66.46 17.31 78.91 18.48 13.19
1631 66.51 19.59 87.06 18.19 13.17
1632 66.50 38.30 102.19 20.95 16.73
1633 66.43 58.95 102.40 29.96 17.47
1634 66.48 84.84 57.50 28.98 18.21
1635 66.53 66.14 91.53 29.56 16.42
1636 66.49 87.62 58.99 30.24 16.83
1637 66.61 33.60 107.13 19.78 15.15
1638 66.54 50.09 116.81 27.58 18.52
1639 66.69 25.18 92.49 17.95 13.22
1640 66.60 54.58 108.88 29.85 17.83
1641 66.70 42.38 114.53 22.62 16.62
1642 66.65 45.13 102.32 22.09 17.28
1643 66.68 27.95 100.06 17.97 14.73
1644 66.81 61.67 97.94 27.27 16.59
1645 66.67 8.86 68.93 17.45 9.53
1646 66.80 47.48 108.38 25.27 17.95
1647 66.65 12.04 74.47 17.37 12.05
1648 66.93 56.96 107.57 29.71 17.19
1649 66.93 76.44 76.03 28.04 17.36
1650 66.88 81.61 66.79 27.98 19.17
1651 67.06 30.27 101.11 17.78 14.41
1652 67.01 36.02 102.63 18.56 15.55
1653 67.09 71.39 77.30 27.28 16.77
1654 67.22 79.53 72.90 30.56 17.89
1655 67.09 6.45 57.60 12.20 8.40
1656 67.33 13.25 75.87 15.93 12.86
1657 67.19 64.21 99.68 26.36 17.32
1658 67.24 52.80 120.12 26.77 18.64
1659 67.32 8.12 72.00 13.33 10.46
1660 67.36 90.75 61.60 22.06 13.96
1661 67.42 23.49 78.00 16.21 14.00
1662 67.48 39.63 89.71 20.12 15.33
1663 67.27 68.07 83.60 25.42 17.62
1664 67.45 20.83 76.30 15.93 12.67
1665 67.50 43.55 109.56 19.90 16.03
1666 67.60 15.76 61.27 15.00 12.86
1667 67.56 49.96 99.92 22.37 17.57
1668 67.48 59.50 102.96 25.88 17.35
1669 67.71 10.90 79.42 14.40 11.13
1670 67.58 85.65 60.21 23.57 17.26
1671 67.78 17.77 74.38 16.83 13.01
1672 67.64 55.42 117.06 25.24 17.45
1673 67.68 33.97 89.47 17.31 15.23
1674 67.78 83.62 67.82 23.21 17.55
1675 67.66 88.05 67.37 23.08 16.65
1676 67.62 18.87 75.17 15.04 11.50
1677 67.89 45.44 105.60 22.10 16.60
1678 67.68 69.10 80.61 21.61 17.31
1679 67.66 73.46 74.91 24.21 16.79
1680 67.83 25.88 81.09 15.49 13.51
1681 67.83 28.43 94.09 16.13 13.88
1682 67.93 37.31 95.59 16.66 16.05
1683 68.01 47.31 105.44 22.07 17.25
1684 67.95 74.66 75.26 21.59 16.25
1685 68.05 31.88 92.24 15.88 14.57
1686 68.08 41.59 97.29 17.29 16.74
1687 68.04 66.16 98.34 21.03 16.61
1688 67.98 77.69 78.66 23.98 17.51
1689 68.05 62.86 104.31 22.15 16.74
1690 68.11 52.39 110.70 23.56 16.47
1691 68.07 89.16 62.76 18.88 14.05
1692 68.29 57.76 119.28 26.40 18.70
1693 68.21 71.48 85.80 21.71 16.41
1694 68.42 8.49 60.67 10.35 10.23
1695 68.35 22.15 70.10 14.72 13.02
1696 68.14 9.57 63.80 12.60 9.40
1697 68.39 91.93 64.22 17.57 11.38
1698 68.46 48.98 97.77 22.20 17.39
1699 68.52 13.59 68.75 13.20 12.05
1700 68.46 60.57 119.16 22.26 16.55
1701 68.66 81.12 75.89 20.55 17.33
1702 68.71 29.72 84.27 15.16 14.60
1703 68.61 35.47 86.80 16.35 15.08
1704 68.57 54.97 105.82 23.78 16.13
1705 68.67 39.36 96.55 16.55 15.60
1706 68.78 43.54 102.32 19.04 16.93
1707 68.77 86.97 73.66 19.19 15.73
1708 68.75 19.99 69.78 14.13 13.66
1709 68.75 68.41 83.68 20.47 15.44
1710 68.84 15.63 66.44 13.23 12.74
1711 68.83 24.42 77.39 14.98 12.73
1712 68.85 75.81 79.27 20.40 16.40
1713 68.67 11.25 64.92 11.42 10.62
1714 68.98 17.73 66.69 12.93 12.53
1715 68.89 26.94 79.59 14.30 12.71
1716 68.85 50.89 101.62 19.96 17.96
1717 69.06 33.34 80.41 14.53 15.22
1718 69.10 84.50 77.43 18.85 16.80
1719 69.08 64.98 101.38 17.82 16.07
1720 68.96 79.10 82.25 22.21 17.13
1721 69.13 45.58 97.84 17.93 17.85
1722 69.23 89.27 83.69 16.21 14.67
1723 69.17 53.28 100.51 21.05 17.82
1724 69.29 41.54 91.10 17.43 16.13
1725 69.28 62.32 127.27 21.34 18.33
1726 69.42 73.85 74.87 19.30 16.88
1727 69.29 37.39 90.06 15.58 15.14
1728 69.33 71.40 85.13 18.73 15.95
1729 69.15 77.78 79.58 18.12 16.29
1730 69.35 48.09 105.77 19.86 17.11
1731 69.36 59.38 105.99 19.03 16.40
1732 69.37 56.55 95.05 19.64 16.57
1733 69.32 11.47 68.09 11.38 11.11
1734 69.56 22.66 66.08 14.72 12.26
1735 69.56 30.94 84.88 14.28 13.91
1736 69.67 9.34 57.94 8.60 9.25
1737 69.55 91.60 71.62 15.19 10.11
1738 69.64 13.96 65.82 12.14 11.52
1739 69.82 50.77 97.96 16.83 17.84
1740 69.95 82.75 74.30 16.03 17.14
1741 69.95 19.71 67.73 12.20 12.16
1742 69.90 35.33 85.96 15.35 15.05
1743 69.98 39.41 82.24 16.27 14.28
1744 69.89 28.44 81.04 11.93 12.44
1745 69.99 66.87 89.34 17.65 15.30
1746 69.86 25.57 80.20 13.61 13.18
1747 70.04 69.43 78.88 16.87 16.71
1748 69.90 77.04 78.24 18.87 17.16
1749 70.04 80.41 82.08 18.08 17.23
1750 70.12 44.00 85.56 16.62 15.24
1751 70.06 54.98 89.88 20.33 17.15
1752 70.11 86.50 75.67 15.04 14.74
1753 70.06 16.39 68.68 11.50 11.61
1754 70.14 46.50 97.24 18.55 17.03
1755 70.22 32.86 88.06 13.60 14.58
1756 70.16 64.06 98.18 16.87 15.89
1757 70.08 84.06 73.53 16.03 16.50
1758 70.30 52.96 91.48 16.99 17.12
1759 70.29 58.22 85.22 17.05 15.83
1760 70.41 49.04 103.65 17.10 16.03
1761 70.37 41.73 85.00 15.00 15.49
1762 70.15 78.18 68.14 15.50 15.59
1763 70.42 61.01 97.81 19.04 16.14
1764 70.55 22.15 71.54 11.99 13.01
1765 70.58 37.29 91.76 14.29 13.87
1766 70.62 71.60 76.07 17.69 14.92
1767 70.58 89.40 73.66 13.08 12.49
1768 70.62 74.47 73.02 18.18 16.11
1769 70.75 30.66 90.24 12.95 12.96
1770 70.82 17.61 78.44 11.79 11.59
1771 70.88 26.36 95.37 12.63 13.34
1772 70.78 11.90 62.30 9.37 11.46
1773 70.69 73.03 73.14 16.69 16.07
1774 70.98 9.45 54.09 8.03 8.70
1775 70.80 75.82 74.45 14.18 16.25
1776 70.77 14.50 71.22 9.98 10.51
1777 70.90 24.26 81.80 11.80 12.00
1778 70.99 51.19 97.08 16.96 16.50
1779 71.03 55.76 89.38 17.22 16.79
1780 71.03 35.10 89.02 14.78 13.88
1781 71.11 45.37 101.25 15.83 16.90
1782 71.06 68.52 80.16 17.11 16.21
1783 71.07 78.06 67.88 16.95 16.33
1784 71.18 63.16 90.32 16.38 15.43
1785 71.18 81.31 65.37 15.88 16.75
1786 71.20 84.46 70.52 15.57 16.56
1787 71.22 20.05 79.34 11.27 12.11
1788 71.17 47.96 109.08 15.23 15.88
1789 71.29 40.50 93.84 14.38 14.64
1790 71.32 65.95 86.79 15.23 15.84
1791 71.32 43.09 97.72 14.13 16.18
1792 71.31 86.56 62.08 13.08 14.21
1793 71.27 13.65 72.94 9.96 10.92
1794 71.36 57.98 90.96 17.06 15.75
1795 71.46 60.29 90.82 15.48 15.09
1796 71.38 87.79 58.49 11.49 12.61
1797 71.54 38.07 92.93 13.16 14.25
1798 71.48 53.08 87.37 15.62 15.85
1799 71.53 7.86 46.73 5.91 7.14
1800 71.72 15.92 91.00 10.24 11.70
1801 71.57 33.06 95.72 12.72 13.01
1802 71.57 23.94 92.92 11.83 12.42
1803 71.86 11.29 70.27 8.19 9.70
1804 71.94 22.24 92.73 11.09 12.10
1805 71.85 72.62 65.43 14.42 15.82
1806 71.80 49.83 103.23 15.79 16.11
1807 71.79 75.56 63.70 14.60 15.66
1808 71.96 90.45 59.68 9.81 10.57
1809 71.97 30.68 103.71 12.16 13.52
1810 71.94 69.69 71.37 15.49 15.66
1811 72.00 46.71 114.41 15.71 16.01
1812 72.06 54.61 94.55 15.55 15.49
1813 71.92 18.25 87.70 9.70 11.46
1814 72.11 35.42 98.81 13.52 13.39
1815 72.11 78.46 58.50 14.15 17.19
1816 72.29 26.23 110.82 11.48 12.40
1817 72.23 56.96 91.31 14.64 15.46
1818 72.27 62.26 85.68 14.96 14.81
1819 72.25 82.63 62.72 13.23 17.14
1820 72.29 41.77 109.12 14.88 14.36
1821 72.36 44.22 114.10 14.56 14.56
1822 72.48 13.85 88.77 9.41 10.64
1823 72.42 64.78 89.09 15.53 14.43
1824 72.39 39.54 105.42 13.26 13.94
1825 72.57 87.94 54.42 10.62 13.50
1826 72.43 28.59 120.15 12.10 12.91
1827 72.51 85.44 62.28 12.52 15.45
1828 72.54 20.51 95.71 10.90 11.98
1829 72.67 9.10 62.36 5.68 8.01
1830 72.57 51.37 95.05 16.11 16.32
1831 72.58 59.66 92.73 15.26 14.93
1832 72.70 67.27 74.73 13.53 14.73
1833 72.54 18.33 99.53 10.80 11.22
1834 72.73 24.05 109.16 11.30 12.20
1835 72.44 80.57 57.21 14.79 16.32
1836 72.74 48.66 124.41 15.73 15.87
1837 72.77 32.70 110.22 12.60 13.29
1838 72.77 37.08 110.19 12.61 13.09
1839 72.81 74.72 63.75 13.80 15.31
1840 73.00 69.36 69.08 14.60 16.02
1841 73.06 16.71 100.46 9.69 11.54
1842 72.99 46.08 124.69 15.24 14.27
1843 73.07 53.16 100.99 15.48 15.10
1844 72.94 70.73 69.41 14.20 15.84
1845 72.99 55.37 100.13 15.24 15.27
1846 73.21 77.40 62.83 14.50 15.84
1847 73.05 81.11 59.53 12.73 16.65
1848 73.18 11.50 86.53 7.83 9.89
1849 73.33 30.37 113.18 11.85 12.80
1850 73.40 34.50 112.19 12.19 13.29
1851 73.29 42.67 113.79 13.69 14.20
1852 73.38 57.69 105.54 14.58 16.07
1853 73.40 71.86 63.88 14.50 16.00
1854 73.47 27.67 111.06 11.54 11.81
