#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
nb9 14A 4 even-skipped Kruppel giant
166 17.16 32.74 20.73 20.69 96.59
167 17.04 46.99 22.43 25.47 91.56
168 17.14 21.77 16.97 13.56 87.63
169 17.15 55.64 23.84 27.90 56.94
170 17.22 53.50 22.10 28.24 59.93
171 17.27 24.34 18.98 15.16 95.32
172 17.35 27.06 19.75 17.11 101.79
173 17.21 59.62 23.57 26.50 47.99
174 17.23 68.50 21.36 25.34 52.87
175 17.23 71.26 22.00 24.55 53.11
176 17.23 44.44 22.37 25.61 114.53
177 17.42 51.20 22.29 27.52 80.49
178 17.63 73.92 21.53 21.68 51.90
179 17.83 40.11 21.54 25.12 137.82
180 17.99 48.76 23.75 24.96 117.87
181 17.88 64.00 23.33 25.81 47.95
182 17.93 76.67 19.80 18.98 48.60
183 18.05 57.52 24.55 25.92 59.12
184 18.14 66.52 23.47 26.43 53.74
185 18.18 37.38 20.54 21.32 123.47
186 18.19 42.57 21.65 24.08 146.58
187 18.25 29.73 21.35 18.06 115.24
188 18.31 34.58 21.68 21.26 130.62
189 18.32 60.71 23.10 27.33 53.04
190 18.40 45.85 22.91 25.75 137.69
191 18.34 70.10 22.65 24.52 68.12
192 18.49 22.63 20.33 14.97 119.52
193 18.51 54.93 23.51 26.59 70.91
194 18.70 52.35 26.04 28.00 95.87
195 18.75 32.12 22.65 19.54 135.67
196 18.71 25.58 19.84 16.02 119.64
197 18.57 72.65 25.09 25.23 58.09
198 19.03 50.21 23.94 28.37 133.82
199 19.11 62.59 24.51 27.40 59.18
200 18.84 74.88 20.22 20.65 58.84
201 19.14 68.37 23.77 24.90 67.67
202 18.96 27.86 20.70 18.14 140.24
203 19.13 78.03 21.76 20.29 58.18
204 19.08 39.37 23.35 25.02 169.73
205 19.20 58.38 23.66 27.07 69.51
206 19.32 64.85 24.52 26.56 60.63
207 19.19 19.16 17.47 12.30 118.41
208 19.31 43.74 23.58 24.86 161.52
209 19.38 47.91 24.62 27.88 158.30
210 19.34 75.77 25.28 22.64 62.09
211 19.47 35.94 23.74 21.68 150.22
212 19.63 41.42 23.56 25.27 173.24
213 19.59 56.31 26.38 27.13 84.00
214 19.68 71.10 25.03 24.65 72.24
215 19.72 60.35 25.93 27.54 69.35
216 19.87 21.30 20.35 15.54 137.82
217 19.80 53.97 26.08 26.97 108.45
218 19.82 23.74 20.49 16.37 141.88
219 19.92 30.86 22.97 19.45 148.81
220 19.64 28.21 21.36 17.82 137.13
221 19.96 45.68 26.02 26.15 169.14
222 20.13 33.51 21.87 20.19 150.81
223 20.10 66.69 24.70 26.71 68.64
224 20.21 38.22 21.39 20.48 165.16
225 20.28 26.14 20.83 17.32 147.17
226 20.46 52.06 26.16 28.97 135.07
227 20.35 73.84 27.13 23.80 69.91
228 20.48 49.91 25.26 26.61 154.92
229 20.44 76.40 25.53 21.35 65.63
230 20.44 79.10 22.64 19.72 60.13
231 20.47 62.29 26.78 26.78 66.19
232 20.46 57.96 25.46 28.18 89.35
233 20.68 68.84 26.45 27.23 73.37
234 20.70 28.82 20.27 19.52 154.87
235 20.72 43.17 22.48 24.24 165.68
236 20.72 47.50 25.00 26.90 171.33
237 20.81 35.85 24.60 20.97 163.69
238 20.94 40.29 23.70 22.18 173.54
239 20.92 64.50 27.10 28.01 69.49
240 20.89 55.23 28.29 28.53 123.13
241 20.96 19.85 20.84 13.25 140.61
242 21.07 71.33 26.99 25.97 85.98
243 21.27 59.37 26.89 29.06 101.34
244 21.25 23.15 22.33 15.35 153.50
245 21.33 45.37 26.68 26.83 182.03
246 21.36 16.24 18.24 11.56 118.98
247 21.37 31.49 23.40 19.45 165.58
248 21.45 66.71 29.03 28.86 76.32
249 21.60 53.53 26.87 29.50 146.29
250 21.68 56.75 27.35 29.58 133.91
251 21.71 77.90 29.36 22.31 76.70
252 21.61 26.07 23.68 17.02 148.18
253 21.68 34.12 24.99 21.87 172.71
254 21.78 37.47 25.31 24.10 164.92
255 21.70 61.19 29.66 27.97 88.45
256 21.72 73.41 29.61 24.92 90.40
257 21.76 48.62 24.65 26.70 175.51
258 21.82 75.69 31.99 23.93 80.63
259 21.87 51.13 29.59 28.68 161.15
260 21.88 42.12 25.51 25.25 180.10
261 21.94 80.25 27.50 20.99 76.41
262 21.97 28.78 21.50 18.93 162.95
263 22.11 63.15 29.44 27.63 88.47
264 22.05 69.37 28.08 27.22 84.06
265 22.21 20.46 20.30 14.22 142.71
266 22.48 17.72 19.77 11.58 131.11
267 22.30 39.79 26.30 23.61 176.62
268 22.42 44.22 27.21 27.58 184.45
269 22.64 46.54 26.59 25.86 178.81
270 22.58 64.99 30.05 28.43 85.14
271 22.57 24.31 24.37 16.93 148.58
272 22.58 58.81 30.46 27.27 122.51
273 22.73 71.54 30.42 26.30 97.29
274 22.69 32.68 24.11 20.40 173.34
275 22.87 54.66 27.99 28.71 155.83
276 22.70 67.17 31.35 26.36 96.03
277 22.91 82.42 32.05 19.99 81.04
278 22.92 35.33 24.44 22.03 179.91
279 22.85 52.46 26.80 27.51 168.99
280 22.97 15.28 18.39 10.93 122.13
281 23.05 29.97 25.08 19.63 165.84
282 22.91 48.95 27.97 27.35 179.00
283 23.00 56.82 31.73 29.16 138.89
284 23.07 27.13 23.45 16.83 167.09
285 23.04 61.00 30.27 27.49 110.99
286 23.11 74.44 34.69 25.39 97.39
287 23.17 77.17 34.87 23.94 92.99
288 23.13 37.90 27.42 24.09 190.50
289 23.29 22.18 22.76 15.06 145.38
290 23.20 79.76 36.62 23.69 90.27
291 23.41 42.51 25.81 24.89 186.82
292 23.56 40.42 26.94 25.24 189.08
293 23.57 69.16 34.61 26.79 101.79
294 23.70 50.89 29.97 30.23 181.45
295 23.62 63.43 34.81 27.38 112.66
296 23.66 44.97 28.71 25.18 191.70
297 23.87 19.77 21.28 14.23 146.41
298 23.83 66.28 33.36 27.02 109.79
299 24.01 17.13 23.11 13.47 140.27
300 24.05 24.89 24.01 17.68 158.12
301 23.92 32.18 26.41 20.43 175.66
302 24.05 58.59 34.20 28.46 139.76
303 24.01 72.21 34.76 27.87 112.61
304 24.17 36.34 28.62 23.55 181.70
305 24.14 53.31 32.63 29.77 176.56
306 24.26 46.96 31.89 27.92 177.36
307 24.22 48.99 30.42 29.86 179.10
308 24.11 56.20 32.99 28.65 155.54
309 24.19 60.98 37.05 28.53 132.60
310 24.19 83.45 49.34 19.65 97.69
311 24.27 14.03 20.73 10.31 119.84
312 24.49 34.23 27.29 21.74 184.48
313 24.39 75.51 41.64 24.34 113.03
314 24.42 27.49 23.34 19.21 168.58
315 24.37 29.83 25.49 18.77 167.80
316 24.39 38.62 29.20 23.99 192.12
317 24.40 81.10 52.08 22.28 112.58
318 24.59 78.16 47.30 23.07 105.23
319 24.70 22.56 26.62 16.55 163.00
320 24.64 43.57 31.25 26.70 190.47
321 24.85 64.75 43.83 29.20 128.14
322 24.81 70.17 41.69 27.26 117.26
323 24.92 41.04 31.52 24.46 187.17
324 24.85 67.57 44.59 27.80 119.29
325 25.00 62.42 42.51 30.11 133.53
326 24.94 51.03 34.15 28.19 181.06
327 25.08 55.16 36.33 29.45 178.76
328 25.17 73.17 47.39 25.80 121.01
329 25.25 15.61 26.99 12.66 141.51
330 25.24 31.64 29.93 20.54 174.48
331 25.29 45.61 34.81 26.51 179.97
332 25.24 59.80 43.08 27.93 167.32
333 25.37 57.35 42.76 29.52 175.18
334 25.43 20.50 28.31 15.49 160.04
335 25.55 17.97 27.62 13.42 140.48
336 25.45 26.23 27.64 17.05 167.25
337 25.42 48.26 33.51 26.93 177.73
338 25.50 52.99 39.21 29.14 185.24
339 25.62 13.20 25.37 9.97 110.96
340 25.54 34.94 30.54 22.28 176.64
341 25.50 38.59 30.96 24.11 193.71
342 25.65 82.85 72.62 22.36 112.45
343 25.57 80.02 71.83 23.54 124.33
344 25.68 29.17 28.82 17.93 161.52
345 25.73 75.19 57.84 26.51 130.15
346 25.83 43.04 34.33 26.38 192.02
347 25.89 23.71 31.77 16.41 151.99
348 25.99 68.71 56.07 28.19 136.94
349 26.01 71.12 63.44 26.56 137.04
350 26.16 36.84 31.47 21.57 189.28
351 25.95 63.34 58.95 28.36 155.99
352 26.03 66.32 68.64 28.55 151.95
353 25.98 50.71 41.03 28.23 193.34
354 26.28 77.65 79.18 24.63 142.54
355 26.24 32.68 30.87 21.89 185.24
356 26.28 40.63 37.42 24.97 200.38
357 26.25 54.80 46.97 28.68 193.90
358 26.33 60.94 64.43 31.82 174.72
359 26.39 58.69 53.90 30.05 178.40
360 26.37 86.01 85.70 20.48 105.02
361 26.46 45.17 38.54 27.16 190.16
362 26.44 47.53 42.16 28.55 203.40
363 26.72 16.26 44.36 13.12 141.89
364 26.74 21.78 36.74 15.80 164.20
365 26.74 26.29 34.74 19.12 160.80
366 26.80 73.13 76.68 28.41 138.47
367 26.77 52.51 50.06 29.35 201.84
368 26.85 56.53 58.39 29.25 197.60
369 26.81 80.37 95.88 25.08 125.01
370 26.83 13.98 46.61 11.08 136.84
371 26.75 19.28 42.22 14.73 153.91
372 26.79 28.82 32.76 19.38 169.28
373 26.90 34.71 33.65 22.60 184.89
374 26.89 49.68 51.38 29.06 206.90
375 27.03 38.33 36.51 24.64 193.72
376 26.84 64.65 95.57 30.25 177.35
377 26.92 83.60 94.30 23.01 123.45
378 27.06 31.21 36.10 20.70 180.01
379 27.04 42.99 39.03 26.72 195.59
380 27.20 75.38 90.77 27.88 138.28
381 27.24 24.16 40.17 17.55 160.70
382 27.24 62.21 98.75 30.81 186.12
383 27.35 68.46 107.92 29.11 170.18
384 27.33 70.76 104.78 29.39 155.80
385 27.40 46.26 48.17 29.00 205.43
386 27.44 40.69 41.51 24.82 198.26
387 27.50 54.43 77.62 29.20 202.44
388 27.63 66.43 134.86 31.06 182.93
389 27.68 60.12 108.11 31.79 196.92
390 27.64 77.93 100.66 26.34 144.83
391 27.63 58.00 87.15 29.77 197.12
392 27.63 86.72 88.55 19.64 106.75
393 27.78 36.10 43.48 23.32 191.09
394 27.77 48.21 57.63 28.00 196.67
395 27.81 17.90 65.29 13.93 153.34
396 27.74 51.16 69.04 29.28 199.79
397 27.86 82.00 98.38 25.15 132.93
398 27.89 27.86 45.27 18.31 172.63
399 27.96 20.45 61.00 14.83 157.10
400 27.95 33.22 43.65 20.57 184.02
401 28.10 44.41 58.09 29.95 204.46
402 28.03 63.91 151.82 30.61 188.46
403 28.02 13.72 76.66 11.32 139.66
404 28.21 30.30 46.99 20.67 175.65
405 28.21 72.89 104.48 29.62 155.90
406 28.27 84.72 96.85 23.86 136.47
407 28.26 23.33 58.62 16.87 165.12
408 28.15 38.87 48.50 25.67 202.53
409 28.23 42.14 57.31 27.79 204.53
410 28.30 56.13 101.97 32.20 205.16
411 28.35 53.39 108.63 30.37 204.45
412 28.49 80.08 107.98 26.36 145.36
413 28.52 16.36 99.83 13.74 165.83
414 28.49 75.41 110.83 28.34 145.14
415 28.59 25.91 58.31 17.85 175.23
416 28.57 61.79 163.89 31.13 194.84
417 28.57 70.38 129.48 30.71 172.16
418 28.65 46.24 81.59 28.98 203.38
419 28.66 49.62 92.88 31.09 205.94
420 28.75 58.51 155.71 31.55 201.02
421 28.72 65.97 178.12 32.51 209.33
422 28.96 68.36 164.34 31.15 182.91
423 28.85 37.02 60.94 24.64 202.46
424 28.98 51.71 120.12 31.03 215.66
425 29.11 34.78 74.33 22.72 190.13
426 29.05 39.93 70.51 25.20 203.89
427 29.09 88.17 79.53 21.22 110.06
428 29.04 32.25 69.87 22.67 191.55
429 29.15 77.70 108.42 28.00 142.07
430 29.19 21.36 101.54 16.15 166.19
431 29.15 28.49 71.43 20.28 177.54
432 29.19 12.21 123.08 10.27 138.90
433 29.25 48.00 115.54 29.69 213.20
434 29.26 83.15 95.42 24.86 141.14
435 29.30 18.91 116.76 16.40 158.60
436 29.31 14.73 139.46 13.49 148.00
437 29.31 42.52 92.20 27.48 211.75
438 29.34 54.37 148.30 31.34 205.73
439 29.36 60.36 195.25 34.03 209.29
440 29.33 63.90 190.51 32.24 204.17
441 29.57 44.35 115.64 28.96 204.32
442 29.43 56.83 165.21 31.65 221.74
443 29.52 24.06 94.68 16.91 172.84
444 29.52 72.03 123.54 30.55 172.33
445 29.68 85.80 91.12 22.50 133.32
446 29.86 74.27 114.17 29.02 163.69
447 29.81 46.24 134.09 30.14 218.41
448 29.88 80.95 98.07 27.89 145.51
449 29.94 30.92 106.18 21.05 193.49
450 29.84 37.54 106.41 23.73 199.29
451 29.86 66.82 179.69 30.59 199.76
452 30.02 26.38 112.92 17.92 184.31
453 30.08 16.79 152.62 14.76 162.43
454 30.09 49.52 165.26 30.44 202.62
455 30.00 51.86 178.00 30.84 211.12
456 30.09 62.06 203.14 33.21 201.04
457 30.02 40.83 113.81 28.14 199.88
458 30.12 59.14 200.63 33.13 212.48
459 30.28 69.33 156.46 29.99 177.70
460 30.29 11.00 151.83 11.64 129.58
461 30.34 33.08 136.19 24.46 201.43
462 30.36 35.10 154.94 26.31 212.12
463 30.31 55.26 195.19 32.70 211.19
464 30.35 28.82 149.52 20.19 186.60
465 30.41 76.36 118.24 30.71 160.91
466 30.54 78.92 104.59 30.08 142.81
467 30.44 64.60 197.18 33.36 196.07
468 30.43 22.77 159.43 16.36 168.37
469 30.56 13.81 170.39 13.35 133.38
470 30.64 88.09 75.74 22.31 108.20
471 30.59 42.72 171.87 30.33 185.42
472 30.64 57.49 210.67 33.19 207.31
473 30.62 19.48 164.06 15.25 153.46
474 30.69 47.12 182.83 31.69 205.57
475 30.68 39.24 166.88 28.17 211.60
476 30.80 53.14 194.89 32.27 207.81
477 30.84 71.51 124.46 34.04 174.99
478 30.91 82.67 74.92 27.24 119.04
479 31.04 44.46 180.76 30.00 195.15
480 31.04 37.17 188.20 25.77 208.53
481 30.97 67.09 162.53 32.29 192.38
482 31.10 60.29 206.15 32.72 204.95
483 31.12 85.82 89.88 27.72 119.16
484 31.10 50.89 194.56 31.56 218.52
485 31.20 31.43 187.83 22.56 198.57
486 31.26 74.14 98.95 32.01 152.44
487 31.17 26.66 179.35 19.85 176.94
488 31.29 62.81 191.90 34.90 203.08
489 31.39 41.25 197.10 29.72 210.22
490 31.39 48.75 191.64 32.35 210.38
491 31.49 9.44 158.91 10.77 115.57
492 31.50 17.12 184.93 14.60 154.40
493 31.55 24.51 176.93 17.99 172.29
494 31.44 56.23 201.27 32.10 214.36
495 31.45 29.18 200.39 22.04 184.28
496 31.49 21.92 182.54 16.71 153.75
497 31.70 33.42 191.08 24.19 201.47
498 31.66 77.04 104.74 32.26 146.67
499 31.67 14.69 187.71 13.77 141.12
500 31.70 35.59 201.64 25.73 197.32
501 31.69 65.17 175.32 35.74 195.38
502 31.82 69.69 129.16 33.29 169.43
503 31.88 12.16 167.69 12.18 126.20
504 31.77 45.84 194.43 31.41 216.82
505 31.86 54.18 178.75 33.87 203.07
506 31.85 38.97 188.20 27.60 210.30
507 31.98 58.37 179.59 36.02 196.45
508 32.03 19.69 188.91 16.18 160.05
509 32.10 67.59 160.19 37.15 194.57
510 32.16 72.10 106.41 32.97 157.95
511 32.12 52.01 182.93 33.56 218.06
512 32.20 82.37 75.49 30.23 109.20
513 32.11 88.30 75.92 25.64 91.08
514 32.27 43.54 197.03 30.64 213.43
515 32.17 61.00 173.20 36.23 209.94
516 32.42 47.50 187.07 33.38 215.10
517 32.37 85.33 83.98 27.38 103.23
518 32.38 27.77 203.43 21.60 177.83
519 32.47 49.81 180.01 31.94 212.88
520 32.48 30.40 204.00 22.92 185.07
521 32.47 74.93 98.31 32.56 144.64
522 32.51 63.24 158.38 34.67 199.57
523 32.55 41.43 200.72 29.24 206.59
524 32.67 55.72 167.35 34.13 203.27
525 32.63 22.64 183.19 18.02 172.31
526 32.78 36.62 185.51 27.17 185.50
527 32.81 25.52 191.41 19.30 165.33
528 32.79 15.40 176.77 15.23 145.92
529 32.83 10.06 140.84 12.17 135.73
530 32.89 34.35 202.15 25.42 195.60
531 33.02 32.19 204.36 24.69 196.06
532 32.82 39.00 199.24 27.93 213.15
533 32.95 65.97 144.44 34.17 189.12
534 32.93 77.98 92.32 34.63 119.85
535 33.09 17.95 178.55 15.95 154.09
536 33.06 45.47 175.43 30.49 208.49
537 33.07 59.52 149.14 35.59 195.18
538 33.07 87.75 90.16 28.61 72.70
539 33.15 68.70 135.01 38.67 170.84
540 33.35 53.61 136.73 36.21 213.41
541 33.37 80.57 81.14 33.29 93.54
542 33.41 12.74 145.04 13.58 125.31
543 33.21 51.59 146.28 34.66 214.62
544 33.32 57.38 144.79 35.26 201.35
545 33.35 70.92 112.68 36.68 156.66
546 33.48 20.35 155.34 15.34 148.96
547 33.49 73.28 118.39 35.65 137.18
548 33.55 61.75 140.69 37.37 195.73
549 33.47 83.18 87.09 32.83 85.55
550 33.51 42.79 157.89 30.34 207.93
551 33.55 48.03 157.52 32.09 216.09
552 33.56 64.14 128.52 35.83 183.68
553 33.56 28.20 187.05 22.47 185.82
554 33.63 40.36 170.06 30.98 218.39
555 33.66 75.75 114.18 36.50 117.44
556 33.71 23.38 180.71 18.59 167.97
557 33.88 86.48 103.58 30.73 62.45
558 33.80 37.93 175.87 28.87 210.42
559 33.95 30.50 170.99 23.48 187.42
560 33.94 49.88 139.89 34.37 215.76
561 34.06 35.75 147.99 26.16 202.47
562 34.10 55.28 120.18 34.82 202.84
563 34.06 9.65 106.62 10.93 117.06
564 34.06 15.78 135.43 14.98 141.10
565 34.15 25.97 169.74 21.17 172.73
566 34.07 66.96 116.32 36.64 165.91
567 34.12 33.17 171.92 23.58 203.49
568 34.21 44.68 152.71 31.86 217.28
569 34.15 85.00 102.60 35.12 72.10
570 34.11 89.42 107.97 37.02 55.45
571 34.34 46.64 146.90 31.67 219.10
572 34.30 78.18 105.21 38.57 77.33
573 34.32 59.72 121.18 36.15 191.60
574 34.39 51.79 127.00 35.82 208.00
575 34.46 57.40 119.32 35.03 198.17
576 34.53 69.32 115.68 41.00 144.60
577 34.51 71.99 127.14 41.33 119.33
578 34.51 63.59 112.73 38.12 178.23
579 34.65 18.40 128.20 15.98 144.99
580 34.67 40.98 127.30 31.37 211.37
581 34.49 83.56 101.64 34.51 64.05
582 34.76 12.90 105.15 13.19 140.81
583 34.74 21.36 138.42 17.59 148.62
584 34.77 81.02 104.92 40.94 69.97
585 34.83 43.05 118.76 31.75 207.80
586 34.84 38.92 122.83 29.70 207.67
587 34.80 75.12 127.83 39.35 88.41
588 34.91 28.28 135.62 21.74 186.31
589 34.94 53.58 112.49 37.66 201.02
590 34.93 61.70 104.68 38.92 169.24
591 35.03 65.41 108.67 41.93 154.39
592 34.96 23.95 144.48 19.46 165.53
593 34.97 49.19 118.57 35.47 205.25
594 34.92 90.99 116.22 36.11 36.68
595 35.06 34.95 125.24 27.16 203.55
596 35.28 88.79 124.91 38.65 39.66
597 35.20 7.71 76.24 11.49 95.34
598 35.28 30.47 129.41 23.06 182.98
599 35.41 37.07 106.96 30.14 195.87
600 35.26 32.76 130.30 25.92 193.07
601 35.27 86.35 127.81 41.04 49.26
602 35.35 10.53 83.66 12.35 113.50
603 35.29 15.17 98.12 15.85 142.85
604 35.36 67.44 122.35 43.84 128.07
605 35.04 83.42 94.07 39.07 63.64
606 35.38 45.38 123.67 33.95 199.53
607 35.62 55.67 100.60 36.78 178.97
608 35.56 25.89 118.72 20.88 184.95
609 35.47 57.80 96.52 37.14 174.27
610 35.54 77.38 129.22 43.23 57.90
611 35.59 47.48 118.64 35.15 196.64
612 35.53 51.42 97.13 36.19 191.98
613 35.61 59.94 97.41 41.14 167.20
614 35.61 70.52 135.17 46.07 103.20
615 35.57 72.94 124.66 48.66 86.59
616 35.72 63.20 116.48 40.85 143.77
617 35.75 41.37 108.43 32.46 203.12
618 35.87 19.71 99.36 16.85 145.17
619 35.98 84.63 120.52 45.42 45.37
620 36.06 16.99 92.30 16.13 123.94
621 36.02 22.69 98.58 19.83 150.74
622 36.16 82.64 111.00 47.85 41.48
623 36.09 80.01 117.18 49.12 46.57
624 36.07 39.34 98.47 32.51 205.35
625 36.06 43.74 112.49 34.32 194.68
626 36.13 53.77 92.26 37.84 184.30
627 36.18 75.04 139.41 47.41 57.11
