#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
co2 14A 4 Kruppel even-skipped fushi-tarazu

#Quantitative data
#<Nucleus number> <A-P coordinate> <D-V coordinate> <Fluorescence intensity: channel 1 - Kr, channel 2 - eve, channel 3 - ftz>
1248 50.54 58.80 211.76 103.53 101.45
1249 50.71 28.94 182.86 78.36 76.48
1250 50.70 66.36 203.54 76.93 94.82
1251 50.71 61.41 208.79 89.49 110.68
1252 50.71 71.76 220.96 73.38 112.47
1253 50.94 26.72 173.95 80.71 72.53
1254 50.90 47.36 204.49 97.81 88.29
1255 50.95 52.59 200.80 94.30 100.42
1256 50.96 56.71 207.96 99.62 110.25
1257 51.05 13.51 146.89 61.68 56.70
1258 51.04 20.30 161.51 59.14 64.68
1259 50.99 69.04 205.26 60.20 106.46
1260 51.09 91.92 79.07 17.07 68.85
1261 51.09 10.58 132.95 54.59 54.28
1262 51.09 33.21 194.90 81.99 73.81
1263 51.11 5.13 87.14 39.47 44.12
1264 51.21 45.24 202.66 85.58 84.71
1265 51.26 81.37 179.88 34.36 134.06
1266 51.35 17.93 156.21 59.79 65.29
1267 51.23 64.06 203.48 64.23 114.54
1268 51.41 8.02 118.15 51.70 55.78
1269 51.38 42.89 199.51 87.39 81.79
1270 51.44 24.60 189.78 70.68 81.47
1271 51.43 31.05 188.16 71.87 74.22
1272 51.43 49.07 206.81 69.19 108.73
1273 51.40 35.88 197.65 69.49 85.77
1274 51.52 59.52 206.19 65.32 125.34
1275 51.55 76.08 190.12 38.55 134.91
1276 51.51 78.70 179.05 35.16 132.68
1277 51.57 89.24 118.57 26.53 95.95
1278 51.67 40.72 195.30 76.47 91.46
1279 51.60 55.00 209.59 85.12 121.28
1280 51.65 73.55 187.73 38.29 140.39
1281 51.69 38.35 198.79 60.14 90.45
1282 51.79 15.72 145.87 49.91 61.19
1283 51.79 71.20 189.93 39.04 121.58
1284 51.55 95.97 26.27 5.62 22.35
1285 51.82 61.65 203.51 56.48 134.73
1286 51.76 66.49 206.82 43.85 120.20
1287 51.87 83.65 162.84 30.55 121.79
1288 51.99 94.16 46.82 10.34 40.97
1289 51.83 28.68 183.66 59.77 87.80
1290 51.91 22.17 169.94 52.83 71.47
1291 52.07 50.62 207.61 44.39 132.68
1292 51.96 52.83 208.90 61.69 114.60
1293 52.10 57.26 204.76 52.92 117.25
1294 52.11 46.85 202.88 47.66 118.94
1295 52.10 68.73 198.98 36.54 116.43
1296 52.11 12.41 145.58 52.15 57.89
1297 52.20 5.84 103.16 43.56 51.12
1298 52.18 26.40 174.00 46.17 84.40
1299 52.16 33.69 192.31 53.17 86.66
1300 52.30 19.98 160.51 47.54 73.60
1301 52.26 44.54 202.11 57.14 102.36
1302 52.36 9.80 129.48 46.75 59.01
1303 52.28 63.85 200.57 41.20 139.85
1304 52.50 36.21 186.32 43.78 110.72
1305 52.56 80.30 171.27 28.75 130.64
1306 52.49 30.75 185.06 40.34 96.99
1307 52.63 42.44 202.08 50.95 109.04
1308 52.66 77.68 179.82 28.13 143.43
1309 52.69 91.72 78.76 20.23 58.85
1310 52.68 88.42 132.91 25.84 87.68
1311 52.69 17.95 156.77 39.11 74.04
1312 52.73 23.70 166.04 34.43 81.54
1313 52.67 75.05 175.99 29.92 141.46
1314 52.75 48.73 199.24 35.51 148.27
1315 52.65 54.59 206.35 48.67 147.36
1316 52.67 59.40 203.08 40.39 124.22
1317 52.72 40.26 199.17 44.87 111.43
1318 52.77 14.73 144.91 35.34 73.27
1319 52.83 85.55 146.72 27.10 101.69
1320 52.94 7.48 122.33 36.67 64.01
1321 52.77 38.26 205.86 41.16 116.47
1322 52.82 65.81 201.78 34.86 133.11
1323 52.92 72.68 190.21 29.16 126.29
1324 52.97 28.35 176.43 32.29 101.63
1325 52.93 61.57 201.70 34.09 135.10
1326 52.99 70.25 189.50 28.83 122.26
1327 53.00 82.83 161.32 28.87 115.21
1328 52.96 51.79 208.94 38.97 136.92
1329 53.41 94.43 38.48 11.70 27.24
1330 53.23 67.85 197.95 30.63 124.00
1331 53.22 32.34 183.78 32.16 111.47
1332 53.17 34.50 186.97 32.36 100.75
1333 53.23 56.24 204.62 40.57 132.31
1334 53.25 46.77 206.88 37.08 123.92
1335 53.24 11.93 147.35 32.73 75.97
1336 53.33 21.45 163.13 33.17 83.12
1337 53.28 25.88 181.45 31.42 96.20
1338 53.31 4.44 75.96 27.16 52.70
1339 53.31 44.14 221.01 39.44 124.27
1340 53.53 58.01 203.99 42.49 134.51
1341 53.44 63.67 199.64 34.97 135.32
1342 53.58 9.48 137.02 29.88 70.40
1343 53.57 53.31 200.94 40.43 142.76
1344 53.59 16.84 154.45 28.02 91.42
1345 53.73 50.19 201.58 41.59 130.41
1346 53.75 30.21 182.02 28.35 110.79
1347 53.71 37.61 195.51 38.89 120.05
1348 53.66 41.03 191.28 37.84 106.06
1349 53.77 89.94 103.44 34.51 69.57
1350 53.75 76.01 185.22 35.49 117.05
1351 53.83 81.00 157.29 39.43 93.97
1352 53.95 19.23 157.59 29.66 82.77
1353 53.93 78.49 167.07 37.06 101.04
1354 53.87 14.10 153.47 27.00 85.00
1355 53.93 87.00 123.92 39.95 74.25
1356 53.96 65.84 202.04 37.26 128.93
1357 54.03 24.26 164.30 28.14 77.20
1358 54.09 2.27 51.03 11.38 30.74
1359 53.99 61.47 204.74 40.91 132.46
1360 54.05 71.50 185.50 36.86 117.30
1361 54.08 35.43 189.42 37.88 98.55
1362 54.14 73.63 189.07 37.58 116.29
1363 54.07 27.30 174.58 25.51 101.36
1364 54.13 45.38 194.49 40.73 113.56
1365 54.17 48.23 199.09 52.09 116.00
1366 54.17 59.53 201.38 44.03 132.66
1367 54.16 83.91 142.88 46.64 84.55
1368 54.21 6.84 113.34 23.47 75.27
1369 54.21 69.36 191.12 39.20 130.93
1370 54.23 54.77 200.62 48.11 129.97
1371 54.46 92.21 64.38 29.64 38.51
1372 54.34 42.97 192.39 44.06 109.87
1373 54.29 32.73 182.55 41.27 107.43
1374 54.38 39.17 195.69 42.38 112.20
1375 54.48 11.86 138.88 23.27 79.05
1376 54.42 21.58 160.98 29.96 91.87
1377 54.48 52.01 194.73 49.61 104.69
1378 54.62 4.40 88.35 15.90 52.41
1379 54.63 56.65 200.37 67.05 109.87
1380 54.57 63.36 191.83 47.27 116.79
1381 54.56 16.00 145.64 27.88 79.88
1382 54.77 67.54 191.26 56.47 117.90
1383 54.75 9.56 132.86 22.45 77.58
1384 54.72 29.52 177.98 35.25 107.68
1385 54.65 1.33 33.24 7.29 25.47
1386 54.94 41.03 183.60 52.86 105.34
1387 54.90 75.37 177.11 51.35 97.36
1388 54.95 36.95 176.34 50.18 100.25
1389 54.98 88.99 106.34 56.52 54.36
1390 54.94 46.47 192.76 59.30 94.65
1391 55.01 81.24 148.93 61.33 68.39
1392 55.18 17.69 146.47 33.78 70.67
1393 54.97 23.50 167.42 37.28 80.72
1394 55.07 58.65 189.27 66.70 118.10
1395 55.03 65.44 203.73 62.23 108.62
1396 55.11 86.21 125.19 70.65 59.95
1397 55.10 27.07 173.99 33.80 87.70
1398 55.11 34.37 173.98 53.64 82.85
1399 55.14 49.05 189.86 71.74 92.86
1400 55.08 77.96 165.88 62.57 82.33
1401 55.24 13.81 139.96 28.15 74.13
1402 55.23 61.22 193.65 74.86 103.19
1403 55.34 20.01 149.30 38.07 72.29
1404 55.34 31.55 173.64 51.85 85.00
1405 55.30 44.13 183.72 67.95 87.49
1406 55.26 71.68 173.98 60.67 95.25
1407 55.28 54.26 186.22 72.39 92.25
1408 55.43 51.49 194.01 76.57 86.22
1409 55.56 83.74 135.69 79.14 67.99
1410 55.53 7.65 130.07 23.52 60.91
1411 55.63 25.23 158.80 48.60 74.43
1412 55.55 69.09 191.30 83.45 95.19
1413 55.59 39.00 175.87 64.47 83.55
1414 55.84 93.95 36.66 30.72 20.89
1415 55.69 63.78 183.44 76.79 96.25
1416 55.77 90.78 78.09 57.52 40.78
1417 55.79 56.98 187.04 85.51 83.41
1418 55.79 5.15 95.74 18.87 53.57
1419 55.78 11.05 128.57 28.52 73.56
1420 55.80 74.10 171.75 72.40 80.45
1421 55.86 29.05 168.72 52.55 76.29
1422 55.89 42.09 169.90 82.45 83.51
1423 55.95 79.75 157.26 77.34 67.00
1424 55.97 22.34 156.79 46.60 67.88
1425 55.90 66.46 183.71 101.56 86.21
1426 55.92 46.59 182.38 83.22 76.86
1427 56.04 15.81 133.41 43.60 68.42
1428 56.00 36.06 165.80 70.52 76.62
1429 56.09 33.34 156.54 76.20 70.40
1430 56.05 59.44 182.41 93.77 88.84
1431 56.15 49.58 185.64 93.92 74.57
1432 56.23 77.12 154.80 80.36 73.74
1433 56.25 87.26 106.71 82.28 54.09
1434 56.24 53.61 178.13 98.60 77.45
1435 56.42 44.51 172.60 103.68 79.88
1436 56.40 62.20 177.94 92.82 75.20
1437 56.45 70.30 163.43 93.03 73.21
1438 56.54 13.33 123.14 37.45 55.73
1439 56.46 26.92 157.24 64.36 72.57
1440 56.49 55.63 178.09 115.22 78.98
1441 56.52 18.21 131.14 51.30 59.84
1442 56.56 51.56 172.47 110.49 70.25
1443 56.74 81.86 132.53 88.93 58.28
1444 56.58 7.63 114.68 28.99 59.21
1445 56.72 20.73 139.55 56.38 59.29
1446 56.62 30.67 155.58 74.47 71.79
1447 56.57 38.27 154.00 96.21 69.31
1448 56.70 40.74 152.42 95.20 69.53
1449 56.73 72.60 155.65 92.69 72.50
1450 56.68 84.60 129.64 90.51 66.53
1451 56.67 24.23 144.49 55.92 65.55
1452 56.88 92.14 46.12 53.71 33.28
1453 56.73 67.48 165.85 104.42 76.67
1454 56.74 47.67 165.88 85.69 72.73
1455 56.82 64.63 165.60 103.66 84.06
1456 56.93 10.39 122.17 39.67 63.31
1457 56.89 75.25 158.11 91.62 75.39
1458 56.96 60.12 176.69 98.46 73.88
1459 57.04 57.83 164.75 111.24 77.15
1460 57.18 89.11 75.83 59.12 49.42
1461 57.06 33.39 154.01 83.20 68.10
1462 57.08 36.01 156.96 90.67 66.21
1463 57.14 43.00 154.58 91.29 80.74
1464 57.18 79.12 138.33 96.72 61.27
1465 57.33 5.48 91.41 34.13 46.54
1466 57.32 28.38 148.89 74.90 68.19
1467 57.36 50.18 163.38 101.63 76.01
1468 57.38 16.15 115.13 55.55 54.62
1469 57.42 45.63 152.52 89.50 78.62
1470 57.37 53.19 158.62 106.82 80.47
1471 57.50 69.25 145.92 101.01 66.96
1472 57.54 25.68 136.47 68.81 70.21
1473 57.51 55.55 154.53 110.44 75.57
1474 57.52 61.88 157.18 97.78 74.19
1475 57.62 22.85 131.71 54.04 60.73
1476 57.56 39.30 141.63 92.34 72.84
1477 57.91 86.44 89.81 71.26 59.91
1478 57.68 8.14 101.72 42.83 48.73
1479 57.71 13.41 116.12 45.88 55.83
1480 57.65 19.41 120.76 65.64 59.75
1481 57.62 31.15 146.35 82.36 63.20
1482 57.73 47.91 146.69 89.63 96.68
1483 57.72 66.67 144.53 98.03 69.35
1484 57.82 71.44 148.16 100.50 73.32
1485 57.75 83.88 115.82 83.63 64.15
1486 57.91 77.10 133.94 88.49 64.38
1487 57.89 63.94 150.07 114.28 76.27
1488 57.86 74.17 144.31 91.14 68.49
1489 57.98 41.54 129.94 81.90 75.81
1490 58.00 34.53 130.82 77.91 67.69
1491 58.03 37.27 134.60 78.48 72.90
1492 58.09 59.54 149.92 77.15 75.82
1493 58.09 80.94 119.36 86.37 64.77
1494 57.95 93.26 28.33 30.15 22.00
1495 58.09 91.11 53.88 49.51 43.85
1496 58.11 10.72 105.29 43.07 51.48
1497 58.18 43.89 125.49 77.24 81.39
1498 58.17 57.25 142.20 81.86 76.85
1499 58.31 51.95 140.85 83.62 85.89
1500 58.40 29.26 123.05 70.18 66.87
1501 58.44 26.90 123.24 66.56 70.16
1502 58.44 49.60 129.44 76.01 98.45
1503 58.39 54.27 139.19 79.85 92.78
1504 58.54 15.57 103.33 52.18 58.10
1505 58.48 21.23 106.96 42.95 62.86
1506 58.72 88.59 70.61 55.24 53.76
1507 58.54 46.54 129.36 75.86 82.04
1508 58.61 31.77 127.94 71.77 74.04
1509 58.60 65.42 139.75 88.55 85.76
1510 58.62 7.07 83.62 41.95 45.08
1511 58.59 18.41 107.57 57.87 60.00
1512 58.62 24.35 117.35 45.38 71.20
1513 58.62 62.03 139.33 78.22 86.53
1514 58.64 68.29 126.14 73.33 74.86
1515 58.73 39.73 121.64 65.36 88.35
1516 58.86 78.97 106.70 72.65 73.66
1517 58.88 13.11 97.64 47.58 55.29
1518 58.83 73.00 121.69 79.95 85.40
1519 58.83 83.71 98.27 69.74 70.38
1520 58.90 75.50 118.12 74.68 73.44
1521 59.02 70.71 119.21 74.81 73.61
1522 58.99 36.53 113.96 55.32 79.26
1523 58.96 34.05 108.51 57.65 80.31
1524 59.09 55.79 121.20 57.49 101.73
1525 59.05 92.17 30.66 25.53 40.44
1526 59.20 42.28 109.14 53.79 87.00
1527 59.15 58.10 124.24 52.20 82.63
1528 59.20 10.47 87.62 49.98 53.02
1529 59.24 44.72 111.40 52.01 90.84
1530 59.24 60.30 125.61 54.30 93.68
1531 59.27 48.34 109.58 65.28 99.58
1532 59.33 53.12 105.69 56.44 111.89
1533 59.39 63.81 119.45 59.94 94.88
1534 59.45 81.76 85.64 62.69 85.70
1535 59.53 86.28 74.45 55.18 72.52
1536 59.47 21.94 91.13 33.98 78.17
1537 59.43 50.68 90.98 53.04 113.32
1538 59.23 90.80 41.20 49.60 45.67
1539 59.37 5.02 63.26 40.34 38.87
1540 59.45 26.61 98.22 45.91 77.48
1541 59.44 29.23 104.48 50.05 74.40
1542 59.50 66.32 117.49 66.36 88.33
1543 59.61 17.16 82.61 36.74 70.66
1544 59.68 19.56 85.36 34.47 68.00
1545 59.67 77.25 99.04 67.21 79.08
1546 59.61 38.25 97.93 44.73 101.41
1547 59.74 31.53 91.32 40.80 78.36
1548 59.78 7.79 71.40 39.51 54.02
1549 59.78 24.24 98.53 35.40 76.36
1550 59.77 46.66 87.16 48.18 105.28
1551 59.84 68.51 106.26 48.56 93.66
1552 59.92 14.93 83.64 37.71 63.02
1553 60.01 40.39 82.29 38.52 97.01
1554 59.98 72.90 103.53 61.32 83.21
1555 59.96 84.05 81.63 62.35 79.85
1556 59.95 90.57 28.35 19.48 57.13
1557 59.93 34.15 96.74 44.28 72.23
1558 60.14 79.58 86.47 59.65 97.67
1559 60.01 12.58 96.41 48.07 66.21
1560 60.03 61.76 108.37 49.59 89.57
1561 60.04 75.19 96.62 56.89 92.67
1562 60.07 56.94 92.61 43.30 104.11
1563 60.02 89.21 55.07 44.85 80.20
1564 59.95 5.54 51.38 21.77 55.92
1565 60.14 36.30 87.82 41.16 88.40
1566 60.20 54.50 85.63 43.75 111.22
1567 60.22 59.18 101.29 45.61 92.97
1568 60.27 70.53 94.53 44.41 93.90
1569 60.28 44.96 74.65 35.22 98.94
1570 60.30 28.03 80.76 39.65 79.09
1571 60.38 9.91 66.27 34.54 54.30
1572 60.29 42.44 84.26 40.51 92.09
1573 60.41 49.14 95.03 53.04 103.95
1574 60.50 64.27 82.93 43.45 108.63
1575 60.17 50.95 71.75 53.50 121.25
1576 60.46 66.42 85.38 48.81 100.39
1577 60.56 26.04 83.35 34.41 85.09
1578 60.56 22.24 75.42 26.79 80.12
1579 60.54 51.81 74.11 35.58 110.33
1580 60.65 32.45 70.97 36.40 76.26
1581 60.65 47.10 57.49 40.22 102.18
1582 60.78 81.89 71.57 52.58 94.63
1583 60.78 5.27 43.37 21.92 44.37
1584 60.72 17.18 64.31 30.75 61.29
1585 60.80 19.72 70.92 27.99 65.93
1586 60.92 38.18 79.13 40.94 92.99
1587 60.88 30.03 69.07 32.87 83.22
1588 60.94 77.34 73.40 41.39 86.01
1589 60.95 60.64 85.41 45.20 103.64
1590 61.04 74.39 68.29 34.13 95.76
1591 61.42 8.22 44.53 21.86 53.69
1592 61.02 56.01 74.03 40.81 103.00
1593 61.16 90.05 29.70 26.47 57.86
1594 61.08 11.63 57.40 26.79 66.82
1595 61.01 35.41 59.82 30.62 88.05
1596 60.88 15.00 63.63 29.13 65.74
1597 61.18 24.05 64.07 30.28 77.49
1598 61.21 53.57 55.15 33.97 107.90
1599 61.22 85.03 58.23 38.97 73.80
1600 61.23 40.24 53.00 36.20 92.30
1601 61.09 62.32 57.00 35.85 111.92
1602 61.09 68.41 82.09 36.82 91.67
1603 61.00 71.68 82.73 40.63 97.63
1604 61.13 42.16 60.31 36.09 90.57
1605 61.27 50.81 59.63 42.08 98.24
1606 61.01 83.74 48.53 35.80 82.80
1607 61.08 88.46 27.05 23.80 78.50
1608 61.10 27.54 46.89 19.11 78.66
1609 61.22 44.76 58.77 38.19 92.70
1610 61.22 33.70 45.72 23.47 81.72
1611 61.34 79.81 71.63 43.83 101.07
1612 61.22 47.93 46.45 28.09 80.91
1613 61.37 66.44 70.95 36.03 107.05
1614 61.45 13.65 41.62 16.82 73.76
1615 61.28 25.16 59.62 24.69 93.23
1616 61.55 59.07 55.27 32.67 95.48
1617 61.46 63.46 51.67 29.42 103.36
1618 61.49 21.84 52.18 26.05 70.50
1619 61.55 15.86 41.98 21.26 76.28
1620 61.73 32.13 52.91 29.91 74.55
1621 61.83 88.45 32.19 23.31 69.59
1622 61.59 18.06 39.30 23.55 67.50
1623 61.74 26.26 62.69 32.00 77.96
1624 61.76 19.79 45.57 26.15 72.02
1625 61.68 27.86 34.38 20.90 71.14
1626 62.01 72.85 64.74 34.09 108.22
1627 61.76 82.37 44.96 41.75 85.77
1628 62.03 54.72 51.97 41.34 101.84
1629 61.90 29.26 59.13 32.89 66.07
1630 61.94 64.84 59.00 31.69 93.82
1631 61.89 36.28 53.44 35.56 82.17
1632 61.98 69.94 65.89 30.89 94.95
1633 62.15 6.40 29.26 14.03 49.67
1634 61.93 37.79 42.40 36.14 76.30
1635 62.06 77.94 59.97 37.17 78.77
1636 62.21 34.37 42.61 32.21 77.53
1637 61.86 42.14 34.91 24.36 90.73
1638 62.14 61.12 56.64 38.38 98.67
1639 62.04 17.30 44.62 26.41 72.06
1640 62.13 52.38 41.21 43.42 91.53
1641 62.11 39.31 37.58 42.38 82.05
1642 62.30 44.04 42.73 40.01 84.14
1643 62.21 66.98 51.08 24.53 94.41
1644 62.38 85.91 35.91 25.29 80.89
1645 62.32 23.85 43.78 30.08 69.01
1646 62.29 46.61 38.35 40.48 89.54
1647 62.19 75.85 58.54 33.52 79.26
1648 62.39 56.92 54.74 49.50 92.88
1649 62.34 41.55 44.08 44.87 86.20
1650 62.50 15.31 44.11 28.48 79.87
1651 62.40 50.59 43.92 49.96 80.79
1652 62.42 58.82 57.89 43.06 96.69
1653 62.33 82.01 61.25 37.46 80.21
1654 62.51 89.98 28.55 19.08 57.02
1655 62.50 21.41 32.59 32.14 70.75
1656 62.51 27.72 44.33 31.69 80.02
1657 62.30 40.13 25.67 26.83 94.67
1658 62.65 48.42 31.52 50.71 81.65
1659 62.61 31.84 34.33 31.92 74.35
1660 62.48 71.72 57.07 25.93 95.03
1661 62.35 91.49 12.58 8.08 37.00
1662 62.37 45.19 21.00 19.00 99.00
1663 62.44 11.62 32.33 19.67 66.83
1664 62.73 7.84 34.29 16.76 50.74
1665 62.81 37.09 31.33 42.43 80.11
1666 62.67 52.97 35.96 33.21 87.46
1667 62.87 63.53 38.27 33.05 84.60
1668 62.86 65.32 46.56 31.90 93.81
1669 62.67 68.17 49.84 23.34 95.44
1670 63.06 17.89 30.91 28.10 73.49
1671 62.69 25.98 34.40 37.35 74.95
1672 62.70 29.71 29.27 31.00 75.18
1673 63.38 10.59 32.27 20.32 54.42
1674 63.24 60.81 38.24 38.46 86.54
1675 63.18 77.03 42.17 28.90 78.78
1676 63.03 79.66 42.17 30.96 73.04
1677 63.29 69.07 42.26 30.88 81.81
1678 63.27 82.25 34.21 39.85 79.18
1679 63.28 87.85 27.46 23.87 66.98
1680 63.20 12.74 29.71 21.00 61.49
1681 63.28 39.65 27.29 49.44 87.20
1682 63.22 42.06 33.23 61.68 94.82
1683 63.38 73.28 49.44 32.82 88.56
1684 63.22 14.33 26.56 23.09 65.56
1685 63.22 25.39 39.27 36.36 71.91
1686 63.32 70.96 46.42 27.74 84.45
1687 63.40 84.84 31.27 29.12 77.18
1688 63.31 46.47 31.71 60.90 86.22
1689 63.24 43.98 31.34 49.69 83.49
1690 63.36 49.88 24.47 51.13 82.36
1691 63.22 54.53 39.75 51.43 84.79
1692 63.25 74.77 38.94 27.09 86.52
1693 63.26 45.03 35.86 55.36 82.07
1694 63.31 89.57 16.44 17.56 53.94
1695 63.47 57.14 34.55 54.22 75.02
1696 63.61 30.88 28.46 44.25 72.33
1697 63.54 66.92 28.46 33.44 85.09
1698 63.57 23.93 28.00 56.23 60.63
1699 63.63 32.77 25.85 42.05 74.53
1700 63.44 37.21 28.58 36.75 83.67
1701 63.69 7.66 23.30 17.65 52.68
1702 63.69 8.90 22.77 23.88 50.54
1703 63.89 47.92 24.46 72.47 89.54
1704 63.89 15.98 25.55 31.95 71.89
1705 63.74 11.75 27.82 25.00 60.06
1706 63.97 38.15 22.98 63.77 84.63
1707 63.92 43.49 25.71 81.74 103.32
1708 63.86 64.80 36.20 42.61 82.87
1709 64.02 18.30 20.12 45.82 70.12
1710 63.88 29.43 15.42 50.92 76.92
1711 63.98 50.85 25.60 59.64 79.88
1712 64.30 52.75 24.90 61.53 93.82
1713 64.06 55.08 26.18 61.57 85.40
1714 64.18 70.08 33.50 38.86 74.70
1715 64.30 76.86 34.52 36.71 71.40
1716 64.11 19.76 25.78 38.10 71.98
1717 64.25 34.20 22.53 69.63 80.50
1718 64.09 71.75 36.29 39.38 86.50
1719 64.21 74.80 36.52 33.83 76.12
1720 64.32 58.06 26.24 68.99 84.10
1721 64.39 63.14 27.58 60.18 82.09
1722 64.09 12.48 26.14 28.14 65.79
1723 64.35 60.37 30.72 63.29 82.05
1724 64.38 13.48 23.28 29.87 65.02
1725 64.29 21.88 26.01 53.20 66.90
1726 64.44 45.41 22.09 94.16 89.90
1727 64.48 28.64 24.95 52.49 83.47
1728 64.35 67.07 34.64 37.33 79.75
1729 64.60 89.06 15.41 18.96 54.39
1730 64.36 37.18 25.71 52.61 83.94
1731 64.66 49.38 21.53 77.95 99.86
1732 64.54 72.56 31.07 31.87 75.72
1733 64.56 82.73 26.18 44.11 70.84
1734 64.52 86.28 20.49 24.36 67.34
1735 64.47 8.31 18.00 20.55 52.68
1736 64.93 38.75 18.98 64.12 104.84
1737 64.64 80.46 25.95 33.70 67.90
1738 64.75 11.90 17.68 28.29 68.13
1739 64.63 19.32 18.70 48.60 71.15
1740 64.84 65.44 28.85 62.37 81.92
1741 64.66 36.37 15.00 53.67 103.50
1742 64.93 55.95 23.47 80.11 98.11
1743 64.95 9.43 17.04 30.92 57.29
1744 65.05 51.15 21.84 70.51 107.80
1745 65.08 35.59 20.43 71.70 99.13
1746 64.99 43.43 17.24 84.16 121.43
1747 65.16 47.16 19.06 91.24 123.35
1748 65.12 53.95 18.58 69.19 121.33
1749 64.96 87.32 23.87 25.42 63.61
1750 65.14 26.99 21.98 69.46 83.56
1751 65.22 61.77 22.16 76.42 91.34
1752 65.08 74.04 27.93 48.20 68.73
1753 65.36 21.79 18.54 65.12 75.30
1754 65.39 76.45 27.12 54.59 71.59
1755 65.43 30.18 18.18 57.98 96.31
1756 65.32 59.23 23.19 82.29 92.99
1757 65.34 71.05 27.73 47.00 78.38
1758 65.42 16.01 16.57 48.58 81.70
1759 65.49 18.99 17.58 48.70 79.81
1760 65.43 40.52 18.02 70.05 123.38
1761 65.36 13.07 13.95 37.19 69.59
1762 65.52 32.98 19.27 68.40 105.63
1763 65.55 84.59 22.38 38.46 58.21
1764 65.41 42.60 22.33 90.67 126.80
1765 65.72 11.55 14.84 41.45 68.77
1766 65.69 44.88 18.76 92.16 130.35
1767 65.65 86.23 14.67 24.91 53.61
1768 65.70 10.01 15.45 33.26 64.00
1769 66.07 28.39 16.50 59.57 117.61
1770 65.97 49.11 17.83 84.45 146.56
1771 65.98 63.84 21.22 75.68 101.86
1772 65.82 68.75 18.94 50.22 87.65
1773 65.89 55.90 19.48 98.51 129.48
1774 65.84 74.06 22.09 41.47 83.89
1775 65.89 51.61 17.21 81.80 145.46
1776 66.24 58.06 18.84 86.78 128.42
1777 66.11 26.08 16.12 63.22 112.81
1778 66.18 35.27 16.37 67.36 139.26
1779 65.89 53.83 22.44 72.59 126.65
1780 66.06 23.87 14.62 65.08 97.85
1781 66.08 66.84 18.49 53.12 92.54
1782 65.93 5.35 8.78 23.33 41.33
1783 65.86 18.12 13.14 52.29 99.43
1784 66.29 60.95 17.78 84.80 113.99
1785 66.12 82.73 19.63 41.04 74.46
1786 66.34 41.94 16.22 76.44 139.83
1787 66.38 20.89 15.50 65.65 98.63
1788 66.40 46.61 15.64 93.42 148.50
1789 66.20 75.42 21.39 69.13 72.61
1790 66.58 39.57 16.38 64.32 149.96
1791 66.43 15.40 13.26 48.46 90.89
1792 66.60 32.83 14.51 61.89 139.46
1793 66.53 76.62 20.22 52.93 75.32
1794 66.42 78.64 19.08 54.21 80.57
1795 66.56 22.92 15.56 59.56 101.77
1796 66.57 30.55 17.36 62.87 122.85
1797 66.39 86.83 11.49 27.07 54.15
1798 66.41 18.58 15.61 56.79 95.95
1799 66.54 8.08 10.67 35.62 65.05
1800 66.76 44.37 16.58 83.84 151.07
1801 66.80 53.23 16.50 72.88 141.86
1802 66.86 50.64 16.44 76.21 148.95
1803 66.69 80.48 14.28 50.58 79.44
1804 66.66 5.56 8.80 16.36 40.56
1805 66.96 14.25 14.16 52.08 96.84
1806 66.90 25.73 11.76 60.59 111.41
1807 66.80 63.61 14.16 81.84 121.95
1808 67.14 48.36 16.14 77.91 150.18
1809 67.08 27.82 14.00 56.44 124.10
1810 67.13 59.53 17.90 85.03 140.19
1811 67.25 64.48 16.28 64.32 128.83
1812 67.18 72.23 16.00 59.73 103.75
1813 67.12 83.81 15.93 45.58 73.95
1814 67.10 87.40 11.52 35.41 59.84
1815 67.24 24.78 13.67 73.75 115.81
1816 67.28 74.71 17.42 68.05 110.26
1817 67.06 12.36 13.11 48.59 89.80
1818 67.22 19.53 12.26 60.07 121.16
1819 67.19 66.70 19.55 73.61 125.11
1820 67.14 69.41 16.93 65.56 109.47
1821 67.12 82.23 14.08 42.70 82.65
1822 67.13 5.96 5.76 21.94 55.88
1823 67.44 42.43 16.27 68.27 135.85
1824 67.45 57.13 15.59 74.60 147.43
1825 67.28 8.33 10.03 33.50 69.53
1826 67.61 34.96 13.48 58.22 155.81
1827 67.65 21.74 12.54 48.25 122.30
1828 67.54 31.72 13.74 47.00 138.04
1829 67.47 85.41 11.92 42.80 70.74
1830 67.68 10.68 10.05 40.42 88.02
1831 67.74 45.76 13.91 63.93 158.39
1832 67.52 81.26 15.23 56.48 84.87
1833 67.48 40.53 13.94 59.03 144.49
1834 67.51 29.14 14.20 46.36 130.12
1835 67.95 76.47 16.46 69.43 116.14
1836 67.71 6.91 7.96 27.44 78.91
1837 67.53 61.96 18.37 74.02 130.31
1838 67.68 18.31 11.53 44.88 122.84
1839 67.79 32.96 13.65 52.11 142.03
1840 67.90 52.28 13.14 66.29 157.09
1841 68.04 26.85 13.55 56.66 130.73
1842 67.99 30.35 13.29 48.61 142.36
1843 67.80 9.11 8.76 26.71 70.24
1844 67.95 54.77 15.22 70.72 154.60
1845 67.76 72.16 17.21 50.63 119.63
1846 67.92 50.17 16.49 68.65 152.88
1847 68.11 65.52 16.28 65.64 144.36
1848 68.00 82.78 12.45 54.71 90.12
1849 68.24 47.99 14.21 65.10 153.29
