#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
iz9 14A 4 even-skipped Kruppel bicoid
1855 73.52 54.59 175.33 16.53 15.68
1856 73.52 66.81 146.69 14.65 15.10
1857 73.57 16.31 90.42 8.66 9.91
1858 73.65 40.51 117.55 12.72 13.51
1859 73.63 47.79 142.46 15.15 14.32
1860 73.71 81.37 84.14 11.57 12.15
1861 73.70 26.30 107.47 9.99 12.44
1862 73.75 13.78 81.06 7.36 9.69
1863 73.71 21.93 100.31 9.47 10.97
1864 73.83 35.17 110.88 14.04 13.09
1865 73.83 45.30 132.82 15.07 14.44
1866 73.88 11.00 68.13 6.94 8.38
1867 73.95 28.56 104.50 11.09 12.09
1868 73.99 49.98 132.34 15.86 14.78
1869 74.12 72.97 111.29 14.35 13.90
1870 73.92 77.66 98.72 12.44 14.27
1871 74.03 42.66 124.07 13.34 14.11
1872 74.08 37.94 104.29 13.28 13.14
1873 74.10 57.01 157.57 16.31 14.26
1874 74.07 62.48 160.99 14.86 14.30
1875 74.04 64.91 152.77 16.16 14.01
1876 74.20 19.72 95.44 9.27 10.48
1877 74.27 30.90 91.57 11.05 12.59
1878 74.42 83.48 58.86 8.66 9.95
1879 74.27 59.42 153.67 16.38 13.50
1880 74.24 70.41 141.16 14.34 14.26
1881 74.34 24.12 85.52 9.90 11.52
1882 74.50 17.63 79.87 9.06 10.69
1883 74.87 51.75 112.75 15.14 15.15
1884 74.40 75.44 101.62 13.16 13.76
1885 74.51 68.24 141.14 14.13 14.16
1886 74.42 54.48 132.70 13.91 14.55
1887 74.69 47.17 106.99 14.08 14.17
1888 74.74 9.64 50.28 5.35 8.44
1889 74.83 15.17 68.96 7.62 9.47
1890 74.65 32.75 86.53 12.53 12.45
1891 74.84 40.00 88.72 12.66 12.61
1892 74.83 80.70 85.18 10.04 11.47
1893 74.84 21.76 78.92 9.86 11.40
1894 74.83 26.18 75.58 11.14 11.24
1895 74.86 35.94 97.08 12.65 12.76
1896 75.00 12.35 60.38 6.21 8.91
1897 74.91 44.77 95.37 14.48 14.54
1898 75.01 61.13 156.28 15.38 14.22
1899 75.01 49.34 96.55 15.81 13.81
1900 75.01 63.91 144.41 14.04 13.19
1901 75.03 78.37 109.83 12.85 12.30
1902 75.08 42.50 88.73 13.81 13.68
1903 75.10 66.44 146.71 12.81 13.49
1904 75.12 28.58 72.84 10.64 10.97
1905 75.16 56.11 115.67 14.86 13.71
1906 75.12 33.68 75.74 10.62 11.32
1907 75.25 71.73 136.72 13.36 13.82
1908 75.21 58.89 126.70 15.77 16.70
1909 75.38 53.73 103.79 14.83 14.27
1910 75.50 19.49 66.22 9.12 10.99
1911 75.51 76.40 129.61 11.92 13.24
1912 75.44 23.68 66.98 9.55 10.94
1913 75.50 74.17 130.20 13.31 13.80
1914 75.56 31.21 62.94 11.15 11.97
1915 75.50 38.02 70.24 12.51 13.45
1916 75.76 82.51 85.15 8.60 9.52
1917 75.59 69.04 133.62 13.74 14.00
1918 75.84 17.23 54.79 8.35 11.33
1919 75.63 46.31 71.39 14.54 14.45
1920 75.88 62.72 132.54 14.26 13.43
1921 76.08 48.45 73.02 14.34 14.47
1922 75.92 14.49 57.68 6.92 9.24
1923 75.96 26.25 56.37 10.79 10.96
1924 76.07 43.34 66.84 13.24 13.71
1925 75.96 35.68 68.17 11.53 12.27
1926 76.13 57.42 93.76 14.98 14.05
1927 76.14 65.23 128.65 13.54 15.11
1928 76.04 41.01 67.21 12.84 12.07
1929 76.21 50.71 73.78 14.81 14.60
1930 76.14 21.51 54.94 10.44 10.63
1931 75.96 32.96 60.00 12.21 11.00
1932 76.17 55.20 77.67 14.98 13.70
1933 76.40 78.84 115.76 10.06 11.59
1934 76.26 60.71 104.72 14.59 14.29
1935 76.27 28.75 55.74 10.81 10.82
1936 76.41 67.62 120.21 12.84 13.22
1937 76.09 44.56 65.11 16.78 14.00
1938 76.49 33.91 55.54 11.48 12.02
1939 76.34 53.16 74.32 15.21 13.81
1940 76.66 81.00 105.91 8.44 10.10
1941 76.44 72.57 137.44 12.67 13.19
1942 76.51 24.08 51.02 10.80 11.08
1943 76.43 38.46 56.95 13.11 12.20
1944 76.45 46.22 61.20 14.26 13.54
1945 76.66 75.60 135.96 11.23 13.05
1946 76.69 70.27 126.28 12.27 13.54
1947 76.82 12.03 36.51 5.84 8.07
1948 76.91 19.13 48.91 8.95 11.05
1949 76.91 59.29 76.20 14.91 13.14
1950 77.00 83.63 61.36 6.40 8.52
1951 77.03 16.76 42.87 7.87 9.06
1952 77.00 35.92 55.23 11.77 12.12
1953 77.00 44.24 57.03 13.98 13.95
1954 76.98 63.51 91.77 13.34 14.19
1955 77.06 14.17 38.36 6.99 8.58
1956 77.11 26.58 49.83 11.63 10.32
1957 77.11 41.40 54.20 13.18 12.53
1958 77.18 49.13 58.42 13.46 12.56
1959 77.16 51.86 62.52 15.14 13.48
1960 77.25 21.59 48.03 9.20 10.85
1961 77.25 55.19 60.13 13.60 13.44
1962 77.31 46.59 61.02 13.84 13.14
1963 77.37 57.45 64.21 13.76 13.35
1964 77.37 29.31 48.89 10.41 10.76
1965 77.43 33.06 49.71 11.06 11.71
1966 77.37 65.81 95.40 14.22 13.55
1967 77.37 39.24 60.02 12.78 11.83
1968 77.44 61.62 71.60 13.49 13.44
1969 77.43 23.65 48.29 10.33 10.19
1970 77.55 67.97 85.27 12.30 13.55
1971 77.66 73.72 116.42 12.88 12.19
1972 77.64 77.15 127.27 10.49 11.87
1973 77.80 81.84 98.06 8.23 8.20
1974 77.79 70.72 101.54 13.09 12.90
1975 78.09 79.51 106.05 8.72 10.46
1976 77.94 53.96 61.44 15.35 13.95
1977 77.99 50.06 67.22 14.90 13.67
1978 78.12 25.45 52.46 9.52 10.18
1979 78.17 35.01 55.82 11.35 12.18
1980 77.93 44.40 67.57 13.57 12.02
1981 77.95 59.60 58.75 14.48 14.98
1982 77.99 19.89 43.55 8.98 10.98
1983 78.28 30.61 56.48 11.11 11.35
1984 78.21 64.31 61.82 12.75 14.89
1985 78.11 15.29 40.93 6.68 9.52
1986 78.39 17.60 45.87 7.79 10.34
1987 77.88 24.29 47.91 9.00 11.27
1988 77.91 32.59 56.38 10.52 10.57
1989 78.19 27.78 52.25 10.03 11.81
1990 78.15 48.01 69.77 15.11 13.32
1991 78.39 12.94 32.25 6.25 6.99
1992 78.27 36.99 59.78 12.47 11.39
1993 78.34 39.40 68.05 13.91 12.45
1994 78.43 57.48 60.06 13.91 13.41
1995 78.33 22.40 52.28 10.16 10.99
1996 78.48 75.70 102.22 9.18 11.41
1997 78.47 62.20 54.53 12.92 12.73
1998 78.66 66.26 70.69 13.40 13.54
1999 78.55 68.80 77.98 12.72 13.53
2000 78.72 72.60 81.20 10.98 13.00
2001 78.86 43.18 103.38 14.10 12.04
2002 78.57 32.79 62.23 10.66 11.80
2003 78.70 46.29 86.98 14.04 12.69
2004 79.01 55.41 70.59 13.85 13.29
2005 78.88 51.53 82.39 14.91 14.33
2006 78.87 60.17 58.16 13.89 12.73
2007 78.87 19.95 55.12 9.21 10.00
2008 79.38 24.05 73.50 10.21 11.98
2009 79.16 77.82 90.54 8.78 9.65
2010 79.16 15.61 46.55 6.94 9.86
2011 79.21 48.71 86.95 14.85 13.47
2012 79.17 81.61 68.86 6.27 8.50
2013 79.23 53.56 77.89 14.17 13.63
2014 79.25 37.30 95.29 11.80 11.77
2015 79.10 32.84 74.16 10.61 10.97
2016 79.24 40.56 118.78 12.51 12.62
2017 79.46 70.57 71.65 11.28 13.47
2018 79.23 28.94 73.74 10.61 10.82
2019 79.33 64.13 56.09 12.84 14.70
2020 79.58 34.68 84.36 10.45 10.94
2021 79.48 74.58 81.85 10.60 11.04
2022 79.47 12.44 30.15 5.56 6.95
2023 79.55 62.09 60.69 12.10 12.47
2024 79.41 67.84 61.52 11.20 12.20
2025 80.04 80.76 61.20 6.43 8.06
2026 79.72 18.62 55.76 8.24 9.00
2027 79.71 44.93 138.08 13.61 12.34
2028 79.62 20.41 62.78 7.98 10.71
2029 79.83 31.82 93.68 10.85 10.81
2030 79.60 39.30 116.21 11.86 9.57
2031 79.84 47.22 117.28 14.57 13.16
2032 80.14 27.86 100.33 9.51 10.76
2033 80.18 65.88 54.28 12.84 12.83
2034 80.21 76.60 72.93 7.55 10.13
2035 80.11 21.93 81.31 9.65 10.99
2036 79.98 42.45 151.18 13.52 11.19
2037 79.98 51.64 106.56 13.76 13.57
2038 80.27 72.97 68.17 10.97 12.43
2039 80.19 37.68 131.89 12.53 11.16
2040 80.29 15.54 63.64 7.23 9.03
2041 80.17 60.59 70.58 12.96 12.56
2042 80.41 54.70 94.00 14.08 12.71
2043 80.30 49.68 117.76 12.90 12.61
2044 80.50 40.02 151.55 13.21 11.61
2045 80.39 56.79 89.01 13.48 12.63
2046 80.36 58.92 81.74 13.10 12.31
2047 80.60 63.59 61.82 13.43 13.32
2048 80.53 25.15 105.60 10.37 10.84
2049 80.57 70.97 56.16 9.69 13.27
2050 80.72 29.93 126.50 10.68 10.29
2051 80.72 35.23 128.90 12.65 10.59
2052 80.61 33.14 118.97 10.80 10.91
2053 80.76 78.99 53.16 6.83 8.82
2054 80.81 47.87 147.78 14.00 12.86
2055 81.00 13.24 51.15 5.98 7.41
2056 80.94 17.84 78.69 7.56 8.98
2057 80.95 20.21 83.92 8.96 9.85
2058 80.82 45.28 165.53 13.63 12.36
2059 80.91 67.87 53.62 11.00 12.35
2060 81.17 61.67 78.73 11.71 12.99
2061 81.00 23.03 116.94 9.78 10.60
2062 81.18 75.19 52.86 7.66 9.90
2063 81.06 42.52 168.04 12.58 12.05
2064 81.18 51.19 140.99 14.30 12.41
2065 81.14 32.18 128.23 10.58 11.00
2066 81.29 37.37 154.33 10.65 11.73
2067 81.32 59.44 93.44 13.66 13.04
2068 81.43 65.98 60.29 13.10 13.07
2069 81.64 72.83 50.10 10.72 10.99
2070 81.61 26.64 120.56 10.69 10.43
2071 81.63 39.92 176.92 11.81 11.31
2072 81.69 70.40 52.50 10.77 12.01
2073 81.76 77.44 39.84 6.95 8.57
2074 81.68 16.02 84.74 6.78 8.19
2075 81.70 54.59 126.81 13.31 13.68
2076 81.53 64.28 69.48 11.84 13.20
2077 81.74 49.41 165.40 14.43 11.72
2078 81.69 57.05 111.60 13.71 12.29
2079 81.90 44.70 174.05 13.85 12.13
2080 81.82 34.54 137.44 11.72 10.09
2081 81.79 29.53 128.41 10.25 10.20
2082 81.91 47.20 174.58 12.88 11.93
2083 82.01 18.80 100.52 8.24 9.63
2084 82.07 24.05 133.69 9.67 9.90
2085 82.13 21.38 119.68 9.34 9.04
2086 82.20 42.41 175.07 11.78 12.37
2087 82.30 14.00 68.66 5.88 6.66
2088 82.23 32.04 135.16 10.27 9.93
2089 82.07 63.27 85.70 11.93 11.17
2090 82.23 52.25 159.57 13.74 12.87
2091 82.20 68.66 52.00 11.08 12.39
2092 82.32 37.50 159.34 10.95 10.92
2093 82.35 65.61 76.72 11.07 12.09
2094 82.54 74.36 39.24 8.02 9.69
2095 82.45 67.19 64.38 11.29 11.76
2096 82.64 61.29 113.21 13.67 11.94
2097 82.44 76.43 35.04 8.17 8.70
2098 82.66 40.40 172.79 11.58 10.93
2099 82.74 54.46 158.07 13.94 12.74
2100 82.81 71.51 44.28 9.75 11.18
2101 82.89 17.12 95.98 6.98 8.43
2102 82.90 26.55 130.91 10.64 10.36
2103 82.75 29.16 138.65 9.88 10.02
2104 82.83 46.58 170.79 13.44 12.03
2105 82.77 49.74 172.08 14.15 11.40
2106 83.07 56.60 145.32 12.64 12.45
2107 82.88 33.96 144.07 10.19 10.32
2108 83.01 77.34 30.55 6.22 8.63
2109 83.05 44.41 182.40 13.11 11.43
2110 83.12 24.25 134.99 10.63 10.14
2111 83.27 19.65 113.32 8.73 9.83
2112 83.29 69.48 52.81 11.66 12.68
2113 83.26 36.17 149.98 11.43 9.94
2114 83.34 67.49 78.10 11.00 11.95
2115 83.40 31.21 138.73 10.70 10.60
2116 83.40 52.50 159.26 13.49 12.19
2117 83.51 22.06 118.96 9.19 9.38
2118 83.36 38.85 158.80 12.78 11.29
2119 83.36 62.98 116.40 11.80 12.62
2120 83.51 65.05 106.50 11.52 12.39
2121 83.44 41.86 167.09 12.72 11.33
2122 83.57 58.91 154.57 12.43 12.14
2123 83.58 14.83 73.73 5.38 6.75
2124 83.70 73.14 38.09 7.88 9.59
2125 83.72 48.52 167.31 12.37 11.99
2126 83.75 28.51 137.76 10.67 10.50
2127 83.79 50.65 167.97 12.95 12.52
2128 83.83 54.58 153.56 13.22 11.32
2129 83.94 46.23 171.77 12.42 12.22
2130 84.11 61.53 138.22 12.57 11.93
2131 83.84 75.36 29.63 6.48 8.06
2132 84.02 34.29 137.44 11.07 9.69
2133 84.02 43.93 170.64 12.29 11.67
2134 84.12 17.14 96.28 7.20 7.30
2135 84.21 24.67 129.87 10.13 10.62
2136 83.99 67.14 91.25 10.88 13.88
2137 84.31 37.67 140.11 12.40 10.55
2138 84.34 40.49 142.15 12.27 11.21
2139 84.42 56.88 163.47 12.48 11.89
2140 84.48 19.65 104.24 7.26 8.61
2141 84.49 31.61 135.58 11.17 9.91
2142 84.62 66.00 105.83 9.60 12.01
2143 84.65 26.75 134.62 10.58 9.47
2144 84.64 52.31 168.26 12.51 11.35
2145 84.54 68.82 78.09 9.21 11.36
2146 84.63 59.03 153.24 13.06 11.58
2147 84.78 22.17 104.57 8.40 9.37
2148 84.86 29.08 137.33 10.09 10.66
2149 84.84 63.76 115.79 11.43 11.46
2150 84.78 47.82 147.88 12.10 12.00
2151 85.10 50.19 149.02 11.09 12.28
2152 85.06 72.81 42.70 6.83 9.17
2153 84.93 43.28 154.88 11.91 11.28
2154 85.00 54.71 162.43 12.07 11.41
2155 84.83 75.03 30.87 6.33 7.55
2156 85.08 35.89 116.72 12.33 9.51
2157 85.29 33.29 122.23 11.27 9.92
2158 85.42 38.59 107.00 11.67 10.76
2159 85.49 45.62 128.09 12.25 11.41
2160 85.40 17.47 88.10 6.60 6.59
2161 85.32 24.58 121.46 9.60 9.12
2162 85.48 41.19 121.04 11.55 10.94
2163 85.62 60.80 153.08 11.36 12.21
2164 85.66 70.46 76.65 8.59 10.41
2165 85.62 67.76 107.91 10.80 10.24
2166 85.60 58.25 157.75 13.97 11.43
2167 85.72 20.14 97.30 8.76 8.45
2168 85.76 30.52 105.22 10.51 10.81
2169 85.82 52.48 132.32 11.93 12.25
2170 85.63 47.90 118.42 13.12 11.30
2171 85.80 65.06 132.52 10.98 11.09
2172 85.91 74.38 36.59 5.53 7.23
2173 85.90 27.05 103.07 10.17 9.15
2174 86.05 56.65 151.90 12.13 11.20
2175 86.01 43.49 113.78 11.87 11.83
2176 86.15 22.52 95.06 8.78 8.77
2177 86.23 36.57 87.19 10.46 9.60
2178 86.24 54.58 144.36 12.07 11.09
2179 86.35 62.73 138.69 10.86 11.69
2180 86.40 34.15 87.58 10.52 10.05
2181 86.47 72.48 66.04 6.71 8.13
2182 86.32 50.15 116.58 11.99 11.59
2183 86.10 47.84 116.00 14.50 13.25
2184 86.64 39.74 74.87 10.09 10.86
2185 86.57 18.07 70.60 6.24 7.12
2186 86.78 69.17 107.54 8.38 9.91
2187 86.75 47.31 95.41 12.71 11.26
2188 86.76 31.39 83.01 10.83 10.04
2189 86.78 66.72 126.85 10.49 10.47
2190 86.83 28.71 87.29 9.82 10.12
2191 86.76 59.52 153.31 11.47 11.93
2192 87.08 42.30 73.06 11.51 10.83
2193 87.02 45.23 77.84 11.14 11.10
2194 87.02 20.42 79.72 7.38 7.75
2195 87.01 25.75 94.74 9.25 9.41
2196 87.12 52.90 108.05 11.37 10.71
2197 87.21 23.40 79.19 8.89 9.05
2198 87.29 37.80 59.64 10.74 10.53
2199 87.15 65.01 122.33 10.68 10.08
2200 87.48 57.68 125.54 11.15 10.89
2201 87.39 55.58 120.17 12.70 11.29
2202 87.37 50.14 87.12 10.91 11.33
2203 87.39 61.45 127.50 11.77 11.47
2204 87.70 35.37 54.08 10.42 10.55
2205 87.82 63.30 111.50 12.23 11.24
2206 87.80 68.34 109.01 7.62 8.94
2207 87.81 27.44 63.20 9.09 8.99
2208 87.96 47.94 68.47 10.85 10.89
2209 88.02 40.03 52.73 10.70 9.18
2210 88.07 30.02 57.97 10.01 9.46
2211 87.84 32.80 55.17 9.84 10.22
2212 87.88 71.20 76.42 6.08 7.83
2213 87.90 45.11 61.86 11.57 10.96
2214 88.10 21.58 64.99 7.52 7.90
2215 88.17 66.23 110.30 9.35 9.52
2216 88.47 52.06 65.66 12.02 11.18
2217 88.20 59.94 117.54 10.73 11.18
2218 88.13 24.70 62.59 8.47 8.94
2219 88.48 54.17 74.16 11.09 11.18
2220 88.27 43.55 49.64 10.25 9.99
2221 88.40 70.02 84.30 5.98 6.98
2222 88.59 37.21 40.65 11.05 9.57
2223 88.84 56.21 72.24 11.00 10.57
2224 88.68 50.14 60.74 10.80 9.91
2225 88.74 32.19 42.74 8.91 10.14
2226 88.82 46.43 49.35 10.91 10.83
2227 88.76 62.02 90.65 9.35 10.61
2228 88.89 64.67 105.65 9.24 9.70
2229 88.63 24.68 51.96 9.32 9.08
2230 88.95 27.34 46.17 8.86 10.01
2231 88.72 41.86 40.81 10.91 9.77
2232 88.89 58.10 87.73 11.28 9.41
2233 88.92 35.12 40.49 10.64 9.82
2234 89.07 67.82 107.00 6.45 7.86
2235 88.95 39.04 43.82 10.62 9.45
2236 89.18 22.87 43.78 8.07 8.70
2237 89.44 48.40 42.33 11.45 9.61
2238 89.14 29.11 42.89 10.67 9.87
2239 89.53 43.86 40.04 10.04 10.09
2240 89.28 40.33 40.17 10.39 11.39
2241 89.41 60.11 76.17 10.45 11.62
2242 89.51 69.70 72.74 5.31 6.93
2243 89.68 24.73 42.76 8.79 8.10
2244 89.65 63.11 95.64 8.95 9.44
2245 89.56 30.18 40.76 10.78 9.76
2246 90.05 31.93 36.14 9.27 9.15
2247 89.79 54.63 51.52 11.13 9.66
2248 89.99 41.68 36.23 10.00 10.56
2249 89.96 66.18 91.28 7.16 8.51
2250 89.84 37.12 38.12 9.77 10.48
2251 89.77 39.13 39.51 10.14 9.07
2252 89.96 45.99 39.40 10.45 10.39
2253 90.09 52.79 44.95 11.10 11.38
2254 89.92 27.94 34.78 8.39 9.13
2255 90.29 58.72 45.65 9.00 10.12
2256 90.32 26.73 35.93 8.75 8.55
2257 90.02 29.41 34.57 8.43 9.43
2258 90.43 34.21 35.11 8.99 10.06
2259 90.41 61.58 59.78 8.79 10.51
2260 90.77 50.26 35.21 10.82 10.10
2261 90.70 48.08 33.15 11.48 11.27
2262 90.60 38.58 33.90 8.69 10.29
2263 90.75 64.35 65.06 6.89 8.89
2264 90.57 30.62 31.20 7.54 9.20
2265 91.00 28.72 30.46 7.55 9.23
2266 90.92 24.25 31.99 7.76 7.91
2267 90.73 36.77 37.27 9.55 10.18
2268 91.03 39.53 34.36 9.71 8.24
2269 91.21 42.29 33.42 9.71 9.49
2270 91.11 52.71 33.86 10.50 9.94
2271 90.97 35.63 31.14 10.21 11.07
2272 91.18 60.17 44.02 9.53 10.32
2273 91.26 55.91 35.18 10.32 9.76
2274 91.13 33.56 32.94 9.06 9.47
2275 91.52 26.34 27.18 7.59 8.41
2276 91.56 54.49 33.92 9.73 11.37
2277 91.44 31.04 31.82 8.49 9.08
2278 91.32 57.94 34.78 9.73 10.41
2279 91.68 62.36 45.71 7.93 8.45
2280 91.51 36.95 32.01 9.41 8.92
2281 91.78 40.41 34.82 9.38 9.49
2282 91.77 34.10 33.25 8.57 8.82
2283 91.70 48.87 34.59 10.13 9.72
2284 91.84 64.69 41.31 6.25 7.11
2285 91.77 32.74 33.65 8.45 9.70
2286 91.88 50.81 34.68 9.20 10.52
2287 91.99 43.86 32.29 10.27 10.04
2288 91.89 28.77 26.19 7.46 7.62
2289 92.06 38.64 29.80 8.85 11.55
2290 92.05 52.19 34.61 10.15 9.61
2291 92.21 46.75 31.58 9.47 10.17
2292 92.34 57.75 33.11 9.50 9.01
2293 92.21 60.03 34.25 7.93 9.16
2294 92.12 30.47 30.66 7.38 7.91
2295 92.38 49.61 33.56 9.03 9.80
2296 92.47 28.15 28.85 8.77 8.25
2297 92.45 37.10 29.21 8.87 9.32
2298 92.54 35.05 33.87 8.81 9.49
2299 92.74 42.81 31.35 9.24 10.93
2300 92.42 32.83 28.67 8.58 8.75
2301 92.52 44.81 26.78 8.22 9.78
2302 92.64 52.61 35.08 9.54 9.97
2303 92.86 31.12 27.47 8.71 8.89
2304 93.06 61.22 27.14 6.31 7.58
2305 92.88 32.70 25.22 7.65 9.22
2306 93.05 39.12 28.49 8.29 8.80
2307 93.26 47.83 32.04 9.82 9.85
2308 93.25 50.87 32.03 9.10 9.73
2309 93.28 29.20 28.43 6.98 7.87
2310 93.05 41.59 30.50 8.57 8.87
2311 93.07 59.47 29.00 7.25 8.75
2312 93.53 53.36 31.31 8.86 9.70
2313 93.46 57.21 27.85 7.96 9.38
2314 93.40 34.72 33.14 9.31 9.14
2315 93.41 36.54 30.53 8.66 9.29
2316 93.71 33.47 29.08 8.73 8.56
2317 93.68 59.02 23.60 7.00 8.90
2318 93.61 37.71 29.89 9.33 9.67
2319 94.18 55.60 27.81 7.57 8.87
2320 94.14 49.55 28.54 8.43 9.12
2321 93.81 38.63 28.55 9.45 9.91
2322 94.10 29.45 24.73 7.24 7.51
2323 93.90 43.48 28.20 10.40 8.90
2324 94.14 36.01 27.54 8.59 8.66
2325 94.18 44.98 29.26 8.40 11.36
2326 94.51 32.56 26.79 7.79 8.14
2327 94.52 38.56 30.39 8.69 8.95
2328 94.45 47.07 28.70 9.13 8.97
2329 94.43 51.47 26.39 8.59 9.15
2330 94.51 43.33 32.34 7.25 8.23
2331 94.65 57.55 21.49 8.53 7.69
2332 94.80 34.70 27.17 7.74 9.13
2333 94.99 36.36 23.22 7.53 7.97
2334 95.67 49.24 28.14 7.54 8.58
2335 95.44 41.72 29.32 8.27 8.55
2336 95.22 46.45 26.33 8.13 8.69
2337 95.36 44.62 29.86 7.78 7.63
2338 95.65 38.82 29.66 8.09 8.25
2339 95.56 34.32 22.67 7.64 8.17
2340 95.77 52.32 25.86 8.23 8.59
2341 95.80 36.61 25.57 8.79 8.57
2342 96.03 46.29 22.42 7.83 7.39
2343 96.18 51.07 25.39 6.73 7.67
2344 95.99 34.39 22.00 7.00 8.00
2345 96.19 47.71 25.18 7.77 8.73
2346 96.29 35.99 23.49 7.87 7.13
2347 96.64 43.19 25.83 6.88 7.38
2348 96.77 46.86 24.86 7.36 7.90
2349 97.04 41.65 26.06 6.19 7.45
2350 96.85 37.19 22.46 5.92 7.54
2351 97.02 45.12 23.49 5.60 6.81
2352 97.35 39.78 21.88 6.31 6.79
2353 97.00 49.04 22.14 7.11 7.80
2354 97.57 43.85 21.18 5.48 6.55
2355 98.14 41.34 16.94 5.21 6.12
2356 98.08 44.28 18.58 4.50 7.08

