#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
rge4 14A 4 even-skipped Kruppel giant
166 18.09 49.34 34.12 19.10 114.06
167 18.07 32.49 30.21 18.93 52.85
168 18.08 35.20 32.60 21.10 58.75
169 18.18 38.78 32.20 20.35 69.59
170 18.35 68.54 30.63 12.07 81.06
171 18.41 51.55 32.44 18.47 132.19
172 18.43 18.15 19.23 12.86 54.64
173 18.55 42.20 34.32 20.39 90.99
174 18.46 53.90 33.83 18.73 132.57
175 18.56 65.52 31.10 14.33 104.76
176 18.57 71.19 31.84 11.54 72.15
177 18.55 60.64 33.81 15.67 117.20
178 18.76 24.66 25.31 16.62 63.47
179 18.72 74.00 29.04 9.44 58.30
180 18.77 30.23 31.23 19.31 65.41
181 18.64 47.11 36.82 20.41 122.23
182 18.88 56.94 33.65 17.55 129.97
183 18.89 63.10 34.20 16.78 114.27
184 19.08 44.82 35.38 20.09 105.34
185 19.34 36.88 33.20 19.98 95.81
186 19.27 34.13 32.45 20.03 84.51
187 19.32 39.58 35.04 20.07 99.18
188 19.30 27.50 29.46 18.02 77.44
189 19.39 22.45 25.47 16.52 77.47
190 19.45 76.28 30.60 8.64 59.36
191 19.53 48.57 36.20 19.47 136.76
192 19.70 16.99 20.90 12.21 66.98
193 19.66 52.41 35.35 20.04 149.27
194 19.73 54.74 36.07 19.53 137.81
195 19.76 59.57 36.30 18.46 130.20
196 19.71 67.06 35.94 14.67 103.67
197 19.79 20.13 22.48 13.60 78.13
198 19.82 41.56 37.38 20.58 115.72
199 19.89 71.99 36.70 11.23 82.45
200 20.10 50.40 38.71 20.32 145.56
201 19.97 61.62 36.30 17.70 134.35
202 20.02 69.25 37.89 12.88 99.61
203 19.92 64.57 35.69 15.18 123.26
204 20.07 29.85 30.23 18.45 99.20
205 20.22 32.34 32.13 19.97 107.60
206 20.13 46.54 37.35 21.13 131.97
207 19.97 57.40 39.26 18.30 139.89
208 20.20 43.73 40.06 19.77 123.50
209 20.34 24.98 28.26 17.60 100.26
210 20.59 74.00 36.51 10.43 76.85
211 20.59 34.82 33.60 19.96 125.02
212 20.56 38.38 34.68 21.34 124.39
213 20.80 27.33 29.58 19.33 116.75
214 20.75 76.81 43.24 9.80 75.05
215 20.92 22.86 27.97 16.42 102.99
216 21.03 41.10 36.34 20.50 138.81
217 21.05 53.52 40.59 20.14 151.97
218 20.99 55.88 39.24 19.31 151.93
219 21.00 62.78 39.60 17.83 134.15
220 21.08 19.49 22.90 14.80 90.51
221 21.18 48.64 37.90 20.42 149.08
222 21.11 58.60 40.00 19.50 141.87
223 21.15 16.58 20.55 11.89 84.07
224 21.12 64.88 39.88 16.64 135.94
225 21.13 70.38 43.56 12.72 100.66
226 21.29 51.34 40.72 20.68 159.80
227 21.32 66.97 41.33 16.43 116.49
228 21.42 36.42 37.18 20.85 132.20
229 21.39 60.65 39.86 17.67 150.18
230 21.47 29.17 31.46 20.32 128.32
231 21.42 45.98 38.95 21.68 150.38
232 21.57 31.51 31.30 21.60 131.25
233 21.53 43.58 37.54 21.25 141.76
234 21.87 78.09 70.73 9.05 81.78
235 21.92 38.61 37.54 21.07 142.18
236 21.80 72.51 51.13 11.86 105.30
237 22.08 33.86 34.66 20.79 145.09
238 22.03 21.94 27.28 16.54 113.22
239 22.11 26.53 31.63 18.93 132.99
240 22.07 75.09 61.51 10.86 94.15
241 22.12 56.99 40.94 18.87 153.86
242 22.10 68.48 46.61 14.63 120.18
243 22.25 54.53 36.40 19.59 157.19
244 22.23 40.89 36.17 21.28 151.45
245 22.28 64.40 46.07 17.36 134.92
246 22.54 47.24 41.90 20.75 160.62
247 22.52 61.62 44.32 18.33 144.78
248 22.52 49.54 43.05 20.91 163.00
249 22.44 51.94 40.24 21.56 160.56
250 22.54 16.63 23.28 12.65 99.76
251 22.59 19.36 24.75 14.61 109.49
252 22.70 24.31 28.45 19.40 129.12
253 22.60 59.01 43.49 19.62 158.90
254 22.61 44.64 39.02 22.54 155.52
255 22.70 29.79 35.73 20.42 147.02
256 22.79 70.63 64.15 13.48 125.54
257 22.79 36.26 34.94 21.17 152.94
258 22.99 79.52 105.89 9.16 83.42
259 23.17 32.04 37.00 20.83 155.68
260 23.13 42.04 39.15 21.42 158.17
261 23.24 65.92 53.32 16.67 139.70
262 23.27 72.85 85.03 13.70 123.66
263 23.21 56.08 45.20 19.65 152.87
264 23.24 39.01 39.69 22.63 156.02
265 23.25 75.82 95.37 10.42 103.72
266 23.33 14.09 21.61 11.07 85.44
267 23.36 21.86 31.75 17.75 125.55
268 23.33 63.08 50.54 17.54 144.02
269 23.29 68.25 61.58 14.75 134.74
270 23.40 26.88 34.02 21.63 141.19
271 23.39 53.26 45.25 20.45 157.21
272 23.71 34.36 37.49 21.74 156.81
273 23.69 46.11 40.77 22.42 166.29
274 23.72 50.96 42.11 20.40 155.46
275 23.65 59.71 51.25 18.33 157.94
276 23.80 48.66 41.55 22.18 162.20
277 23.90 43.64 41.75 21.43 162.70
278 23.90 83.00 89.46 7.92 40.40
279 23.82 29.29 35.52 20.53 146.53
280 24.01 17.07 25.51 13.86 108.21
281 24.05 24.16 32.41 18.37 135.97
282 24.04 36.86 38.52 23.28 160.83
283 24.08 19.84 26.91 15.94 117.93
284 24.11 40.66 40.70 21.11 155.54
285 24.16 57.27 48.71 19.66 158.47
286 24.16 70.47 97.48 15.18 129.82
287 24.29 80.49 125.66 9.30 75.73
288 24.35 54.85 49.28 21.93 163.26
289 24.28 61.28 57.74 20.68 156.90
290 24.24 77.27 137.18 10.48 99.59
291 24.41 63.55 62.96 18.44 148.77
292 24.42 73.93 129.77 13.27 124.18
293 24.40 32.10 37.56 20.52 157.24
294 24.44 67.60 93.39 16.22 148.06
295 24.82 38.92 45.94 22.29 159.64
296 24.73 65.56 86.54 18.02 146.98
297 24.63 26.45 33.59 20.64 143.97
298 24.77 52.18 48.42 21.36 164.07
299 24.76 14.58 22.07 12.38 99.01
300 24.85 22.13 32.82 17.34 130.13
301 24.90 47.46 47.11 23.11 177.44
302 24.83 45.22 42.96 22.24 173.16
303 24.90 58.79 56.76 20.31 151.39
304 24.87 29.65 39.34 21.14 160.52
305 25.08 49.94 51.80 22.49 165.36
306 25.03 34.53 41.94 22.63 160.65
307 24.94 42.69 45.02 22.55 164.02
308 25.31 71.50 152.34 15.66 133.03
309 25.29 36.79 41.94 21.94 159.78
310 25.30 68.94 128.73 17.29 149.14
311 25.30 19.48 29.58 15.61 123.77
312 25.52 40.96 48.39 23.15 165.31
313 25.43 53.98 56.26 21.45 172.43
314 25.44 24.31 39.31 19.29 143.46
315 25.49 56.25 57.17 21.43 161.94
316 25.40 62.51 87.75 20.82 157.57
317 25.43 76.16 166.51 12.76 110.32
318 25.45 83.01 105.73 8.10 61.12
319 25.57 17.04 27.54 14.54 117.16
320 25.60 78.94 151.50 11.21 100.79
321 25.62 60.36 85.96 20.98 155.42
322 25.62 27.39 40.05 21.44 157.44
323 25.55 32.05 42.20 21.80 160.40
324 25.82 12.40 22.60 11.38 90.13
325 25.89 73.80 169.76 14.82 119.34
326 25.89 64.82 122.48 19.10 161.94
327 25.98 43.71 52.65 24.67 178.58
328 25.96 46.15 51.83 23.19 174.77
329 26.03 29.78 40.44 20.98 162.00
330 26.07 48.40 53.46 22.90 168.79
331 26.04 52.23 58.43 22.91 175.11
332 26.10 58.13 84.88 20.86 160.37
333 26.18 66.94 155.23 18.28 151.25
334 26.34 15.24 29.49 13.27 110.56
335 26.33 22.61 38.14 18.38 152.77
336 26.30 35.60 44.44 23.94 163.75
337 26.26 38.64 44.89 22.77 159.23
338 26.41 81.00 142.16 11.06 90.81
339 26.42 33.38 42.59 21.59 161.86
340 26.47 50.44 63.52 22.58 170.62
341 26.46 20.37 37.95 16.80 138.10
342 26.48 69.60 169.90 17.15 146.65
343 26.56 25.37 41.21 19.85 152.49
344 26.54 62.68 139.12 21.74 163.60
345 26.67 54.14 72.64 22.08 167.16
346 26.82 84.52 89.30 9.01 48.91
347 26.73 60.62 125.12 21.21 165.30
348 26.80 71.92 183.31 15.67 134.79
349 26.77 76.11 171.66 13.89 114.58
350 26.70 41.05 51.65 23.08 167.41
351 26.82 56.21 85.75 20.51 166.68
352 26.86 27.82 44.76 21.84 156.02
353 27.00 18.16 32.90 15.41 120.94
354 27.10 30.54 48.75 21.12 166.64
355 27.01 45.45 59.20 23.04 186.69
356 27.16 64.29 170.84 20.53 158.92
357 27.20 13.26 33.01 11.84 105.66
358 27.23 47.76 70.09 24.75 178.66
359 27.34 37.57 55.47 23.28 172.17
360 27.25 58.51 125.38 22.60 164.70
361 27.39 78.63 155.43 13.20 98.56
362 27.37 67.90 185.17 18.02 155.38
363 27.39 52.42 88.56 23.12 183.38
364 27.44 35.49 52.47 22.27 162.67
365 27.63 23.72 49.27 20.95 152.90
366 27.51 32.52 51.70 22.50 161.57
367 27.66 73.64 175.08 16.57 131.90
368 27.72 39.71 62.24 23.22 179.54
369 27.69 21.01 42.52 18.66 145.17
370 27.68 50.02 83.52 23.60 179.06
371 27.76 65.77 184.02 21.21 151.04
372 27.69 81.71 118.74 10.83 82.20
373 27.84 25.97 56.09 20.43 157.43
374 27.80 62.17 177.84 21.73 157.41
375 27.85 16.18 37.66 14.82 115.25
376 27.84 70.23 186.44 19.10 148.76
377 27.93 41.89 67.43 23.79 172.79
378 28.04 44.11 78.75 22.77 181.71
379 27.89 56.54 124.39 23.52 176.00
380 28.06 28.22 59.96 22.33 158.10
381 28.17 54.32 121.41 23.77 171.88
382 27.97 59.93 169.12 23.12 159.71
383 28.22 85.45 67.79 8.75 43.60
384 28.23 76.11 161.97 13.84 111.03
385 28.26 34.18 62.22 22.63 169.33
386 28.44 46.01 90.86 24.19 178.26
387 28.47 18.72 51.42 17.63 136.54
388 28.31 30.39 68.18 21.65 170.00
389 28.37 48.16 99.28 23.67 186.98
390 28.61 37.90 73.69 23.22 165.20
391 28.50 52.09 121.38 26.47 183.36
392 28.53 13.79 43.92 13.76 107.43
393 28.65 22.54 64.75 20.02 153.85
394 28.69 63.78 183.48 21.52 167.88
395 28.67 67.09 187.24 19.30 154.02
396 28.77 71.79 171.96 17.74 128.26
397 28.78 58.26 174.71 22.80 171.53
398 28.75 78.96 127.33 12.42 96.65
399 28.91 35.95 76.69 23.82 162.66
400 28.95 82.29 105.73 11.43 72.50
401 28.94 32.55 76.54 21.36 170.34
402 28.88 61.16 183.04 23.50 164.38
403 28.90 50.07 127.33 23.52 182.54
404 29.02 69.20 181.68 19.95 145.67
405 29.05 11.43 64.09 12.65 103.94
406 28.97 39.95 91.78 23.44 171.44
407 28.91 56.05 159.40 24.00 174.52
408 28.96 25.89 80.61 21.26 162.28
409 29.18 74.12 159.73 16.23 123.76
410 29.19 16.70 69.06 15.94 123.04
411 29.20 42.00 100.02 24.41 166.68
412 29.36 20.51 82.72 18.48 146.83
413 29.29 28.11 97.63 22.49 168.63
414 29.27 44.06 117.57 27.49 179.81
415 29.48 24.13 94.59 23.06 159.37
416 29.45 47.59 136.79 24.98 182.04
417 29.56 65.46 179.63 22.04 157.06
418 29.51 30.28 109.57 22.51 165.84
419 29.52 52.86 165.35 25.33 183.78
420 29.73 86.73 52.08 9.09 36.31
421 29.77 59.33 193.53 23.43 175.57
422 29.74 76.68 126.94 14.68 105.95
423 29.79 54.95 191.98 23.93 175.84
424 29.86 84.19 77.68 11.53 58.53
425 29.86 14.33 84.31 14.16 113.81
426 29.95 34.76 112.56 22.60 166.98
427 29.89 63.37 187.04 22.26 160.61
428 29.98 37.27 122.38 24.68 169.36
429 30.03 45.47 158.67 25.89 178.86
430 29.89 50.26 161.27 25.59 189.84
431 29.95 61.34 195.20 23.66 175.96
432 30.12 79.45 107.96 13.88 84.60
433 30.10 57.13 190.06 24.04 169.57
434 30.12 67.32 161.71 20.93 146.98
435 30.19 26.31 138.07 23.19 167.47
436 30.13 32.51 125.88 24.46 175.83
437 30.13 39.55 144.83 25.15 168.37
438 30.21 69.63 155.43 19.07 138.13
439 30.17 72.16 149.29 18.08 134.28
440 30.31 22.67 122.33 22.19 154.86
441 30.41 17.23 117.97 17.29 130.67
442 30.37 42.12 155.61 23.98 174.31
443 30.44 11.04 88.58 13.26 88.08
444 30.50 48.02 171.80 26.35 184.20
445 30.61 20.08 136.57 18.93 135.28
446 30.64 28.37 162.37 24.90 169.00
447 30.72 81.68 96.82 13.46 71.24
448 30.67 53.40 201.78 27.61 176.26
449 30.69 74.60 121.60 17.42 115.97
450 30.73 51.51 188.19 26.12 180.69
451 30.77 30.60 170.42 24.73 165.27
452 30.91 64.46 164.82 22.48 142.12
453 30.95 43.88 184.86 25.16 175.30
454 31.00 55.33 200.39 24.51 170.37
455 30.91 58.88 193.82 26.57 176.84
456 31.14 13.58 111.10 13.50 106.27
457 30.99 61.72 186.04 22.67 162.85
458 31.13 36.15 170.96 25.47 165.06
459 31.20 77.02 111.11 16.25 93.99
460 31.18 87.36 55.99 10.22 24.16
461 31.24 25.45 176.78 22.75 152.35
462 31.19 33.97 163.61 25.33 171.08
463 31.15 46.05 187.29 26.02 187.20
464 31.17 49.69 185.64 25.83 179.87
465 31.28 84.59 79.16 12.06 47.91
466 31.30 38.31 192.21 26.04 170.16
467 31.27 40.57 189.98 26.77 180.60
468 31.27 66.79 142.66 22.75 148.13
469 31.27 70.23 136.79 21.52 129.85
470 31.52 23.38 174.86 23.31 149.74
471 31.59 72.33 129.91 20.54 114.35
472 31.60 15.96 139.37 16.64 120.54
473 31.65 18.70 159.53 18.09 134.09
474 31.63 56.93 187.57 25.83 169.62
475 31.68 31.98 190.14 24.94 174.62
476 31.86 79.22 100.72 15.51 63.91
477 31.84 27.77 178.04 24.27 169.50
478 31.96 42.44 195.31 25.09 176.38
479 31.84 52.09 184.86 28.09 179.52
480 31.86 60.13 186.54 25.65 172.40
481 31.97 47.52 184.22 26.33 185.46
482 32.07 21.34 177.43 20.84 145.79
483 32.00 62.87 148.32 25.22 157.60
484 32.00 68.53 133.53 22.88 133.39
485 32.06 81.93 90.67 14.96 54.82
486 32.09 11.80 122.90 13.93 93.28
487 32.04 74.56 113.26 18.85 107.52
488 32.22 29.95 185.98 23.93 169.22
489 32.11 54.23 185.74 25.68 170.89
490 32.18 44.87 195.11 28.91 181.34
491 32.14 65.08 127.82 23.39 156.02
492 32.38 35.11 197.00 24.88 172.18
493 32.29 49.79 184.04 26.51 187.74
494 32.35 37.39 199.31 26.58 172.04
495 32.49 40.16 200.70 24.81 184.25
496 32.50 58.50 182.51 25.64 172.16
497 32.46 86.05 73.81 12.22 25.18
498 32.53 25.67 193.74 23.49 162.93
499 33.03 88.72 59.60 11.70 12.84
500 32.69 70.38 119.88 21.38 117.70
501 32.73 32.95 204.98 26.00 170.15
502 32.76 66.73 125.04 24.70 147.81
503 32.82 77.31 104.03 18.84 72.10
504 32.78 16.72 156.88 17.29 121.12
505 32.83 56.51 173.57 26.33 174.63
506 33.10 14.10 137.85 14.75 109.30
507 32.94 23.67 186.90 21.78 160.66
508 32.85 61.63 143.46 24.53 168.63
509 32.85 8.98 120.74 11.88 83.81
510 33.02 83.24 93.03 16.13 42.21
511 33.02 19.50 178.19 19.67 135.55
512 32.92 51.75 166.86 27.16 169.92
513 33.02 27.91 196.09 23.47 168.51
514 33.17 72.44 117.00 21.46 108.87
515 33.07 43.33 187.67 26.88 183.14
516 33.14 48.11 184.63 26.55 176.98
517 33.18 74.90 104.71 19.93 93.31
518 33.30 45.96 177.09 27.86 173.16
519 33.22 63.98 114.82 24.69 152.30
520 33.23 54.61 163.57 26.74 182.29
521 33.35 79.85 103.14 18.50 48.73
522 33.43 31.02 198.88 26.22 179.02
523 33.42 59.83 140.88 25.04 165.72
524 33.60 11.21 137.80 13.31 98.08
525 33.48 37.15 189.70 26.44 179.30
526 33.50 68.14 115.29 24.37 123.90
527 33.58 21.84 175.10 20.90 139.19
528 33.61 39.37 185.17 25.98 177.04
529 33.80 41.56 175.74 25.10 178.21
530 33.92 35.22 191.00 25.46 167.09
531 33.82 50.20 162.14 27.71 172.56
532 33.87 26.20 192.71 23.36 160.86
533 33.85 52.92 160.36 28.49 178.67
534 33.89 65.76 108.26 24.06 127.84
535 34.02 29.19 193.07 25.57 165.64
536 33.99 33.07 193.72 25.68 170.42
537 34.00 17.72 156.42 19.10 138.00
538 33.97 56.67 142.59 27.25 168.57
539 34.01 61.86 123.02 26.29 151.15
540 34.07 69.86 119.71 23.65 103.59
541 34.08 84.18 107.03 17.31 27.66
542 34.12 76.84 114.84 20.79 57.24
543 34.21 43.74 161.32 27.94 173.21
544 34.43 86.53 110.26 17.49 19.65
545 34.40 24.37 175.43 23.17 151.91
546 34.31 48.03 162.59 28.12 172.74
547 34.34 58.58 133.40 26.44 159.60
548 34.40 81.48 105.84 18.60 32.99
549 34.35 74.14 120.71 23.25 77.83
550 34.54 71.76 130.90 24.90 85.10
551 34.63 19.90 156.59 21.00 131.48
552 34.60 12.99 132.13 14.31 104.24
553 34.52 54.80 141.54 28.10 166.48
554 34.69 16.10 136.82 16.63 125.25
555 34.61 45.82 160.23 27.64 174.45
556 34.56 63.61 128.90 26.15 135.48
557 34.81 78.94 130.65 21.94 39.10
558 34.85 89.62 85.25 17.22 9.05
559 34.78 38.59 163.27 26.38 171.66
560 34.89 9.46 109.71 12.74 85.73
561 34.86 31.21 171.05 24.91 165.17
562 34.83 51.85 137.37 28.25 165.78
563 34.78 67.50 129.36 24.23 98.94
564 34.94 22.43 158.90 22.85 149.54
565 34.91 27.94 166.98 24.95 152.75
566 35.06 36.44 169.57 26.46 161.25
567 34.95 60.20 121.92 25.35 133.81
568 35.12 40.69 151.66 27.59 165.22
569 35.14 49.72 137.90 28.92 165.62
570 35.17 65.24 129.06 25.96 100.13
571 35.20 33.90 160.34 25.71 157.27
572 35.25 56.77 119.26 26.87 148.67
573 35.34 42.79 142.98 27.74 170.98
574 35.38 69.63 140.21 26.26 70.92
575 35.34 76.19 142.07 24.07 47.11
576 35.56 26.17 148.50 25.29 139.53
577 35.48 83.68 133.12 21.79 19.77
578 35.55 53.97 115.83 29.52 153.58
579 35.55 62.31 139.13 28.09 103.94
580 35.50 73.65 139.20 26.59 64.76
581 35.60 47.67 125.55 28.24 159.78
582 35.87 11.48 98.63 13.83 93.94
583 35.91 30.38 134.36 25.15 156.02
584 35.82 45.62 133.18 29.64 164.46
585 35.76 14.70 109.52 15.93 115.22
586 35.94 80.78 136.71 24.65 24.75
587 35.93 86.76 129.18 22.17 13.23
588 35.98 19.55 120.61 20.82 131.37
589 36.01 24.26 132.61 23.97 134.93
590 36.06 71.45 162.98 27.70 57.21
591 36.26 17.18 107.75 19.99 121.64
592 36.02 38.33 136.86 26.86 150.49
593 36.02 51.71 122.20 28.35 151.18
594 35.98 67.13 151.81 28.28 67.52
595 36.14 57.94 118.41 30.96 131.90
596 36.19 22.01 126.35 22.95 128.41
597 36.19 32.49 138.27 25.95 151.62
598 36.02 59.96 139.14 29.02 117.00
599 36.18 8.00 71.98 11.29 56.90
600 36.20 28.32 131.33 25.49 139.49
601 36.23 77.90 159.34 27.57 29.63
602 36.35 34.68 127.34 26.12 148.62
603 36.25 64.69 139.28 28.20 75.78
604 36.34 43.79 121.17 27.87 143.98
605 36.40 40.29 123.80 29.84 137.96
606 36.35 49.45 121.32 28.26 151.17
607 36.40 55.77 113.11 30.64 125.60
608 36.57 89.60 92.28 24.79 7.08
609 36.53 74.93 171.66 29.84 37.48
610 36.74 36.69 129.70 28.68 134.39
611 36.62 68.97 161.38 29.83 53.25
612 36.70 62.08 152.74 29.00 82.70
613 36.78 53.34 117.57 30.57 128.58
614 36.77 83.76 144.75 28.90 13.88
615 36.98 42.00 114.09 29.22 128.62
616 36.90 47.19 115.37 30.24 137.11
617 36.94 13.52 81.89 17.01 95.47
618 37.12 10.49 74.35 13.92 82.23
619 37.15 25.63 104.70 24.69 119.07
620 37.13 72.83 185.10 32.92 33.47
621 37.12 60.00 154.73 32.90 78.62
622 37.28 20.91 98.48 22.07 110.69
623 37.30 30.10 114.18 27.67 124.44
624 37.20 66.55 157.15 32.09 51.89
625 37.23 50.62 122.81 33.48 113.02
626 37.31 64.01 165.42 31.62 62.47
627 37.42 78.90 169.46 37.19 22.09
