#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
ra4 14A 4 even-skipped Kruppel giant
166 13.25 33.06 14.27 10.55 17.65
167 13.20 51.39 17.31 12.06 24.01
168 12.97 27.64 15.83 9.43 17.27
169 12.95 68.64 17.32 12.20 29.24
170 13.39 73.29 13.83 10.99 35.85
171 13.36 30.76 13.95 10.30 19.10
172 13.33 38.70 15.66 11.55 18.59
173 13.42 60.38 16.28 11.74 30.45
174 13.09 45.22 14.28 12.74 18.77
175 13.45 36.30 15.28 11.58 19.76
176 13.53 54.05 17.35 12.06 27.34
177 13.68 26.70 14.73 9.29 20.69
178 13.62 62.68 16.57 12.43 32.06
179 13.45 40.57 16.77 11.50 19.96
180 13.65 47.20 17.13 12.12 24.14
181 13.79 64.88 17.17 11.42 36.34
182 14.00 42.39 15.86 12.13 29.20
183 13.95 71.02 15.61 11.68 37.49
184 13.90 24.29 13.20 8.82 21.31
185 14.08 68.69 16.82 12.41 37.25
186 14.05 49.64 16.57 11.82 27.75
187 14.08 58.17 17.02 12.23 35.12
188 14.22 44.82 17.40 12.50 31.58
189 14.37 28.95 15.75 9.50 25.83
190 14.45 34.16 15.09 10.89 25.50
191 14.59 39.61 16.99 12.73 31.78
192 14.30 55.59 17.51 12.33 34.67
193 14.49 52.16 17.50 12.69 31.49
194 14.67 31.65 14.87 10.24 25.57
195 14.62 36.70 14.04 10.62 28.19
196 14.85 66.86 17.17 12.55 38.54
197 14.81 60.80 17.90 12.50 37.33
198 14.81 47.62 17.40 12.11 31.52
199 14.88 74.19 15.45 10.84 35.63
200 14.79 26.40 14.53 9.60 26.83
201 14.94 63.09 17.59 12.12 36.47
202 15.19 41.94 16.79 11.88 42.20
203 15.27 71.59 16.73 12.12 42.29
204 15.24 49.80 17.70 12.10 35.70
205 15.33 53.70 20.53 12.83 37.77
206 15.26 58.29 17.54 12.27 37.53
207 15.57 44.18 18.59 12.44 47.28
208 15.73 69.29 18.58 12.45 43.27
209 15.64 28.79 15.68 10.26 35.11
210 15.75 64.65 17.41 12.72 39.93
211 15.70 37.68 15.46 11.52 38.14
212 15.84 21.27 14.84 8.67 35.84
213 15.91 23.86 14.59 9.28 36.34
214 15.62 26.20 15.27 9.89 32.79
215 15.76 46.45 17.21 13.03 48.51
216 15.76 34.28 15.00 11.16 35.47
217 15.88 56.07 18.46 11.78 39.23
218 16.10 31.89 14.76 10.12 40.02
219 16.07 76.06 16.08 11.18 41.16
220 16.06 40.73 16.72 12.50 52.66
221 16.15 51.57 19.33 13.26 41.72
222 16.15 60.24 18.63 13.03 42.95
223 16.24 73.34 17.91 11.39 43.58
224 16.29 66.96 19.61 11.86 45.96
225 16.39 48.73 19.18 13.42 49.57
226 16.52 62.29 19.02 12.56 40.83
227 16.64 54.12 20.18 13.24 49.71
228 16.73 58.10 18.67 13.49 42.95
229 16.73 36.07 17.48 12.09 48.95
230 16.85 27.39 15.24 9.41 46.40
231 16.82 38.80 16.18 12.65 56.27
232 16.92 43.44 17.59 12.50 72.53
233 16.85 71.01 19.21 12.34 49.95
234 16.87 45.89 18.08 13.01 67.20
235 16.97 30.12 15.64 10.25 55.75
236 17.19 33.96 15.80 10.98 54.76
237 17.05 64.66 19.75 12.59 46.32
238 17.11 24.62 16.01 8.87 46.13
239 17.35 41.29 18.36 12.57 78.31
240 17.35 68.14 19.67 12.85 50.68
241 17.28 75.35 19.98 11.77 50.64
242 17.29 78.58 16.68 10.18 43.46
243 17.40 21.90 14.88 8.04 48.40
244 17.41 52.32 20.22 13.67 58.62
245 17.45 55.99 20.67 13.02 50.20
246 17.51 50.02 18.93 13.80 60.78
247 17.56 60.54 20.24 13.07 47.47
248 17.75 47.74 19.89 12.97 79.24
249 17.82 31.96 17.22 10.96 64.28
250 17.85 73.13 20.74 12.13 51.77
251 17.83 37.27 16.54 13.33 68.47
252 17.62 25.61 17.16 10.27 48.91
253 17.98 63.00 20.99 13.69 49.68
254 17.99 58.18 19.78 12.86 51.61
255 18.11 28.90 17.48 10.14 60.12
256 18.19 39.59 17.63 11.38 79.10
257 18.12 45.19 19.25 12.18 91.52
258 18.17 54.11 19.16 13.76 63.60
259 18.20 65.54 20.71 12.83 53.31
260 18.18 70.32 21.73 13.08 55.01
261 18.37 19.83 15.31 7.89 61.45
262 18.41 23.65 16.88 9.34 60.25
263 18.52 35.62 17.32 11.25 76.46
264 18.41 76.78 19.62 10.99 51.38
265 18.48 42.97 19.58 14.07 100.50
266 18.59 79.81 19.99 11.19 50.62
267 18.70 26.49 16.16 9.60 62.22
268 18.68 51.64 20.16 12.90 71.40
269 18.90 33.54 17.09 11.29 84.89
270 18.72 67.39 20.65 12.89 57.61
271 18.91 49.41 20.55 12.12 79.77
272 18.88 61.33 20.45 13.55 52.09
273 18.91 56.29 21.04 14.55 59.62
274 19.04 31.12 17.11 10.75 75.70
275 19.01 47.10 20.61 13.53 90.36
276 18.99 59.03 20.42 13.60 57.76
277 19.10 74.77 22.12 11.15 56.35
278 19.18 41.07 18.04 12.88 101.10
279 19.31 38.46 18.79 12.10 85.63
280 19.19 71.99 22.44 13.67 59.41
281 19.34 16.51 13.98 7.14 66.26
282 19.29 63.84 21.95 13.36 57.67
283 19.49 21.71 16.45 8.68 71.16
284 19.46 44.97 20.35 13.32 108.25
285 19.33 53.92 20.57 14.16 74.88
286 19.36 29.07 16.70 10.64 71.90
287 19.48 69.00 23.66 14.11 61.73
288 19.65 77.67 22.26 11.53 53.47
289 19.81 19.11 16.09 7.95 73.37
290 19.74 24.59 17.10 9.29 73.56
291 19.81 36.54 17.66 11.60 99.97
292 19.75 80.73 20.47 10.35 56.19
293 19.94 66.00 24.18 13.46 65.54
294 19.97 42.98 19.57 13.14 111.89
295 19.97 57.47 22.81 14.81 68.27
296 20.01 51.91 20.18 13.64 84.31
297 20.08 59.77 22.96 14.00 65.16
298 19.83 28.55 17.54 10.57 82.03
299 20.22 34.20 16.34 10.72 97.10
300 19.93 62.31 21.93 14.86 58.98
301 20.16 49.58 21.59 14.54 102.48
302 20.33 73.65 25.06 13.27 65.50
303 20.27 55.19 22.96 14.84 75.12
304 20.31 31.58 17.70 10.72 93.80
305 20.19 47.10 21.44 13.80 112.45
306 20.44 27.07 17.39 9.36 89.26
307 20.36 40.55 20.31 13.11 104.25
308 20.38 70.77 22.49 13.35 64.80
309 20.38 61.65 24.19 13.81 70.22
310 20.61 82.51 22.60 10.58 55.04
311 20.54 75.82 24.70 13.31 62.81
312 20.86 15.50 14.60 6.70 75.19
313 20.77 22.45 17.54 9.53 83.27
314 20.75 63.69 23.26 13.93 72.90
315 20.71 67.89 24.97 13.73 71.92
316 20.75 45.07 21.48 13.23 113.84
317 20.95 38.77 20.01 13.41 103.90
318 20.89 17.89 17.40 8.03 87.68
319 20.94 29.54 17.08 10.50 96.15
320 20.82 79.08 25.49 12.27 59.22
321 20.99 36.75 17.15 12.10 108.92
322 21.05 53.06 24.30 14.12 96.33
323 20.91 76.88 28.18 12.35 66.22
324 21.24 25.23 17.10 9.89 86.84
325 21.14 48.51 21.60 13.75 114.15
326 21.18 57.61 26.05 14.79 78.52
327 21.24 42.62 19.62 13.37 109.12
328 21.18 60.41 25.35 14.78 81.67
329 21.52 20.39 17.77 8.95 84.64
330 21.46 50.93 21.77 13.72 106.44
331 21.44 65.67 27.53 14.91 81.83
332 21.55 32.40 18.66 11.75 109.83
333 21.42 55.23 25.22 14.99 97.42
334 21.54 34.80 20.60 11.55 116.05
335 21.58 71.95 28.07 13.90 70.50
336 21.59 69.22 28.84 14.86 77.88
337 21.75 80.91 30.92 11.30 65.60
338 21.79 46.82 23.22 13.83 117.14
339 21.69 74.56 29.66 13.02 67.76
340 21.82 83.65 30.42 11.43 66.47
341 21.83 27.95 18.02 10.36 106.53
342 21.85 40.28 22.42 13.78 113.72
343 21.91 63.16 27.29 14.92 88.24
344 21.93 77.42 30.57 12.89 63.44
345 22.01 44.63 22.51 14.87 115.77
346 22.08 23.38 18.14 9.64 97.88
347 22.15 17.31 17.59 8.00 85.65
348 22.19 37.46 21.23 12.77 115.16
349 22.35 30.26 20.18 11.04 111.00
350 22.22 49.11 23.61 13.88 111.14
351 22.21 58.41 28.30 16.23 88.45
352 22.25 60.90 27.71 15.80 89.02
353 22.30 53.03 25.17 14.58 109.10
354 22.48 67.28 30.74 15.30 90.74
355 22.41 42.24 22.05 13.01 114.05
356 22.50 55.58 27.96 14.50 113.15
357 22.66 26.16 20.15 9.98 103.58
358 22.64 70.23 32.65 14.51 83.44
359 22.91 19.35 19.88 9.11 91.71
360 22.67 34.89 22.66 12.24 110.42
361 22.82 79.82 40.02 13.12 74.46
362 22.87 64.87 32.50 15.81 97.47
363 22.89 21.53 19.39 8.66 94.68
364 22.87 32.27 20.67 11.52 117.93
365 22.91 50.77 28.00 14.71 126.84
366 22.93 72.91 34.01 14.06 78.52
367 22.88 75.33 35.32 14.24 77.61
368 23.07 39.06 23.66 12.76 114.66
369 23.01 15.55 18.12 7.17 82.28
370 23.00 46.04 25.80 15.02 125.38
371 23.19 82.77 45.04 12.38 74.52
372 23.27 62.46 33.44 15.66 95.68
373 23.36 28.59 19.45 10.54 110.68
374 23.30 43.72 23.16 14.01 120.96
375 23.27 59.99 30.67 15.79 94.98
376 23.30 77.50 43.86 14.83 80.61
377 23.25 48.30 27.26 14.12 122.60
378 23.26 57.33 33.39 15.76 109.55
379 23.40 24.03 20.09 9.62 103.23
380 23.42 41.24 24.86 13.41 115.61
381 23.43 36.68 22.57 12.60 121.04
382 23.45 52.56 30.65 16.96 132.40
383 23.59 68.64 40.68 15.41 98.44
384 23.64 54.80 32.01 15.45 125.84
385 23.83 17.29 20.41 8.20 91.13
386 23.82 85.59 53.67 11.39 75.60
387 23.83 33.55 23.63 13.11 114.18
388 23.86 66.19 42.01 16.37 116.74
389 23.89 71.05 43.88 14.68 97.08
390 24.06 30.96 22.08 11.91 114.96
391 24.01 26.45 20.26 10.80 106.40
392 23.87 80.98 51.80 13.24 77.66
393 24.08 45.43 26.71 14.64 128.70
394 24.19 50.45 31.61 14.98 131.89
395 24.15 74.74 41.68 14.90 83.76
396 24.18 58.90 41.26 16.54 111.37
397 24.22 63.85 46.07 15.58 111.90
398 24.27 14.39 19.54 7.17 79.73
399 24.36 19.90 22.84 9.09 91.82
400 24.27 80.07 58.91 14.52 85.26
401 24.44 37.86 25.17 13.41 122.81
402 24.28 48.03 32.72 15.16 137.93
403 24.46 35.52 23.59 12.84 123.10
404 24.40 40.05 25.81 14.62 130.19
405 24.37 56.63 39.92 14.90 127.18
406 24.46 61.17 46.56 16.00 115.90
407 24.50 42.43 26.51 15.36 136.60
408 24.36 78.31 57.03 13.99 92.89
409 24.56 83.49 64.32 13.20 86.86
410 24.55 52.89 38.91 15.69 131.92
411 24.63 29.22 20.87 11.60 106.64
412 24.75 67.75 53.79 15.98 109.33
413 24.84 72.10 54.01 16.25 102.21
414 24.72 77.12 54.19 14.57 84.81
415 24.96 23.77 21.76 10.71 105.32
416 24.91 28.16 24.55 10.25 107.43
417 25.04 55.06 44.77 15.77 130.77
418 25.03 44.23 30.97 15.44 137.06
419 25.25 17.17 22.97 8.41 90.41
420 25.06 33.37 23.68 12.70 119.30
421 25.21 65.21 55.49 16.35 124.39
422 25.18 46.38 35.12 15.50 139.28
423 25.25 26.26 22.95 10.26 102.74
424 25.32 69.79 64.14 15.86 116.87
425 25.34 81.46 73.45 14.43 96.11
426 25.35 11.98 22.27 7.40 79.96
427 25.20 58.07 50.92 17.44 141.31
428 25.34 62.81 63.46 16.44 128.05
429 25.48 86.01 77.05 12.75 87.67
430 25.43 31.03 24.85 11.64 121.70
431 25.37 48.67 39.66 14.12 131.69
432 25.39 51.24 46.42 15.79 132.54
433 25.47 73.96 67.94 15.95 105.77
434 25.52 40.54 29.25 14.35 135.63
435 25.55 14.73 24.56 7.91 88.67
436 25.67 76.32 69.11 14.58 91.95
437 25.54 19.49 24.75 9.73 95.81
438 25.64 38.46 28.59 14.32 139.32
439 25.60 60.03 56.03 16.36 137.63
440 25.65 36.11 27.66 13.15 132.34
441 25.69 78.96 84.58 15.30 100.48
442 25.88 21.73 25.29 8.99 98.70
443 25.86 42.51 32.51 14.93 144.53
444 25.84 53.85 61.88 16.60 132.94
445 25.91 67.29 68.79 15.97 117.71
446 26.11 83.62 88.08 14.32 94.62
447 25.99 28.87 24.70 11.51 115.03
448 26.07 56.85 65.72 15.97 134.71
449 26.15 44.69 38.60 14.84 142.88
450 26.21 24.48 26.04 10.58 104.80
451 26.21 33.78 26.60 12.15 123.09
452 26.35 71.80 73.72 15.40 112.39
453 26.28 47.00 51.93 17.44 145.98
454 26.42 61.53 74.96 17.01 137.05
455 26.50 63.69 76.71 17.23 133.51
456 26.47 49.44 59.66 16.04 137.48
457 26.45 52.09 71.65 17.79 141.62
458 26.50 69.37 83.67 17.64 121.68
459 26.65 13.58 28.01 7.65 89.80
460 26.61 26.91 25.56 10.46 114.53
461 26.69 65.68 87.47 17.75 129.93
462 26.79 87.49 83.50 13.54 83.43
463 26.77 16.46 28.69 8.83 96.23
464 26.63 31.55 27.17 11.58 125.14
465 26.67 80.46 89.67 15.59 100.86
466 26.70 18.87 27.84 8.91 103.17
467 26.75 59.17 83.21 16.86 143.18
468 26.75 40.92 37.36 14.20 136.73
469 26.74 74.49 78.72 15.67 107.02
470 26.81 36.17 33.02 13.66 133.84
471 26.80 38.38 33.43 13.60 131.98
472 26.84 55.19 83.02 17.19 134.95
473 27.00 77.42 81.46 15.70 94.54
474 27.14 22.77 30.18 10.22 108.25
475 27.18 29.56 28.20 11.26 122.80
476 27.27 42.91 46.78 14.25 144.68
477 27.27 84.97 92.60 14.15 87.53
478 27.30 11.56 33.89 7.41 89.60
479 27.28 45.20 54.09 14.91 147.59
480 27.30 47.52 72.01 16.95 147.89
481 27.41 57.31 117.36 16.93 140.76
482 27.42 67.71 96.60 17.37 121.20
483 27.56 20.57 34.97 9.79 101.74
484 27.34 33.98 34.06 12.61 133.92
485 27.42 51.12 97.21 16.74 148.01
486 27.44 53.35 93.39 17.49 137.37
487 27.51 82.17 99.66 16.80 103.21
488 27.63 25.29 33.01 11.12 113.52
489 27.67 70.33 94.91 17.06 115.20
490 27.69 61.04 106.28 18.62 139.05
491 27.70 72.88 95.92 16.80 114.45
492 27.80 63.10 114.52 17.38 137.18
493 27.67 39.65 45.99 13.99 140.60
494 27.85 27.73 32.64 11.10 120.56
495 27.79 31.74 33.75 13.26 124.96
496 27.88 49.17 104.41 17.41 161.40
497 27.88 14.17 37.58 8.20 97.13
498 27.92 65.26 108.81 18.79 128.16
499 28.04 75.35 100.67 16.87 107.77
500 27.96 79.56 86.45 16.06 99.16
501 27.95 36.59 41.35 14.14 132.26
502 27.83 15.48 40.29 9.68 99.29
503 28.01 17.83 40.19 9.20 99.95
504 28.03 55.36 130.06 17.85 143.90
505 28.13 59.16 140.77 19.10 143.55
506 28.20 87.04 80.88 14.14 76.53
507 28.42 23.14 38.32 10.92 114.60
508 28.42 41.43 69.94 15.40 147.36
509 28.30 46.19 87.50 15.71 143.20
510 28.39 43.57 81.35 16.14 152.55
511 28.39 11.40 53.46 7.77 90.35
512 28.43 34.27 45.30 13.86 130.43
513 28.68 83.32 88.81 15.70 83.54
514 28.63 29.72 45.42 12.12 126.37
515 28.56 53.11 138.14 17.68 141.79
516 28.67 77.48 95.02 17.65 96.68
517 28.58 38.68 67.27 15.61 148.06
518 28.76 50.93 137.30 16.43 142.79
519 28.70 67.46 120.53 18.18 119.22
520 28.79 57.38 150.71 18.65 142.32
521 28.86 19.80 48.73 10.36 108.88
522 28.81 26.81 44.97 11.75 121.96
523 28.98 15.79 58.56 8.74 105.03
524 28.88 72.50 104.68 17.59 109.37
525 28.86 32.12 46.01 12.79 128.79
526 28.85 69.88 108.56 17.22 121.41
527 29.01 62.21 160.43 18.60 138.18
528 29.10 48.84 128.57 16.84 141.02
529 29.12 64.60 143.66 18.75 129.70
530 29.24 80.20 85.87 16.97 93.71
531 29.22 36.04 70.29 14.51 133.77
532 29.23 59.94 164.54 20.11 139.16
533 29.33 85.05 80.74 16.49 75.84
534 29.28 55.19 162.08 18.10 141.33
535 29.32 46.78 132.02 16.16 134.72
536 29.41 44.34 134.18 16.83 148.22
537 29.49 74.79 101.11 18.63 102.53
538 29.49 24.46 54.97 11.10 112.84
539 29.49 87.86 68.74 14.74 70.92
540 29.48 40.41 104.06 14.75 144.82
541 29.60 22.02 59.48 11.13 115.04
542 29.54 13.56 83.15 8.21 96.51
543 29.63 38.04 94.80 14.12 146.49
544 29.69 10.97 83.27 8.08 89.82
545 29.76 33.77 74.37 14.22 132.93
546 29.84 28.78 74.94 13.42 129.48
547 29.95 42.38 139.04 16.47 152.68
548 29.74 52.87 167.22 19.32 141.86
549 29.88 66.47 147.75 18.48 131.65
550 29.93 31.18 71.00 13.19 129.52
551 29.99 68.69 131.48 19.14 121.89
552 29.97 71.26 125.04 19.31 112.26
553 29.89 77.16 92.28 18.05 98.62
554 29.94 26.52 76.71 11.46 125.14
555 29.98 57.06 175.00 18.84 143.65
556 30.10 50.59 163.30 16.42 145.42
557 30.17 63.56 176.90 19.62 141.08
558 30.25 81.97 75.07 17.90 77.26
559 30.28 19.99 79.89 10.44 115.25
560 30.31 61.37 180.99 20.88 133.83
561 30.34 59.07 188.44 20.10 140.40
562 30.35 17.12 88.78 9.93 102.70
563 30.32 46.08 172.46 17.19 157.64
564 30.57 48.47 172.54 18.59 150.13
565 30.56 79.21 83.76 17.93 84.26
566 30.57 35.62 113.70 15.59 129.99
567 30.52 85.48 77.56 18.80 72.07
568 30.68 14.87 107.36 9.36 100.92
569 30.51 54.74 178.35 19.27 150.19
570 30.62 73.19 114.75 18.70 97.88
571 30.77 40.36 150.10 15.59 139.74
572 30.73 38.00 133.01 15.47 142.28
573 30.82 24.86 102.60 12.07 111.93
574 30.71 88.12 62.06 15.61 65.61
575 30.88 11.98 124.66 8.83 93.74
576 30.96 9.35 118.59 7.35 86.41
577 30.95 22.39 95.58 10.81 109.62
578 30.98 44.42 178.98 18.17 152.93
579 30.87 65.43 154.89 19.61 127.68
580 30.95 75.43 97.28 19.55 88.01
581 31.01 30.14 116.10 13.38 129.13
582 31.00 52.62 172.73 18.91 152.65
583 30.91 32.77 108.71 14.15 136.70
584 31.08 27.44 125.52 12.68 123.82
585 31.29 70.20 116.68 19.20 106.12
586 31.21 67.88 134.75 19.70 112.96
587 31.15 57.00 172.65 20.09 139.60
588 31.27 42.45 175.11 17.69 153.14
589 31.35 50.41 162.79 18.05 150.90
590 31.39 62.68 170.71 19.57 121.23
591 31.15 90.66 46.03 17.42 49.58
592 31.37 60.03 182.20 21.45 135.63
593 31.44 83.76 72.06 19.45 66.96
594 31.56 19.69 110.18 9.70 97.98
595 31.44 46.69 180.69 17.72 142.65
596 31.56 80.53 73.87 21.10 74.65
597 31.71 7.21 112.56 7.15 74.25
598 31.77 34.40 153.13 14.91 128.11
599 31.63 16.90 125.65 9.94 106.96
600 31.72 54.44 168.63 19.31 145.25
601 31.69 77.42 84.38 19.57 80.08
602 31.74 36.72 158.68 15.42 138.06
603 31.88 89.20 62.40 17.71 53.92
604 31.99 86.44 73.75 19.46 56.36
605 31.89 39.41 176.49 16.38 138.23
606 31.79 72.47 111.22 20.69 93.25
607 31.97 64.99 157.35 20.33 119.77
608 32.03 13.49 144.07 8.99 99.51
609 31.99 24.79 131.09 11.66 116.72
610 32.07 31.86 152.78 14.30 135.61
611 32.08 48.41 168.64 18.64 141.55
612 31.99 28.74 168.26 13.93 136.29
613 32.16 58.51 174.42 20.58 140.13
614 32.23 10.45 139.30 8.18 91.65
615 32.27 22.09 135.75 11.41 109.07
616 32.26 56.27 164.32 20.27 143.49
617 32.17 44.43 183.42 18.20 142.61
618 32.26 52.41 157.67 20.42 148.70
619 32.31 67.41 129.96 21.78 109.85
620 32.31 74.79 94.42 21.54 86.86
621 32.40 42.00 181.04 18.62 139.75
622 32.37 60.99 156.80 21.23 135.13
623 32.49 82.25 72.14 20.09 58.69
624 32.55 50.27 170.56 19.44 156.05
625 32.67 63.23 150.86 21.67 131.66
626 32.71 15.76 151.58 10.34 104.34
627 32.70 18.38 141.63 10.80 98.41
