#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
mn10 14A 4 even-skipped Kruppel hunchback

#Quantitative data
#<Nucleus number> <A-P coordinate> <D-V coordinate> <Fluorescence intensity: channel 1 - eve, channel 2 - Kr, channel 3 - hb>
1226 58.43 24.83 107.86 130.05 7.32
1227 58.42 37.61 125.92 134.73 9.64
1228 58.57 56.05 161.31 144.87 11.44
1229 58.70 58.34 139.49 145.40 11.17
1230 58.50 67.33 143.56 149.08 10.46
1231 58.60 44.10 158.59 146.66 11.12
1232 58.64 14.73 94.53 97.00 5.50
1233 58.75 84.18 126.48 115.35 7.52
1234 58.61 87.15 136.20 104.64 6.67
1235 58.71 11.59 93.92 96.40 4.46
1236 58.72 93.25 90.81 103.65 3.89
1237 58.84 31.82 133.10 120.26 8.71
1238 58.94 26.62 126.86 120.64 8.28
1239 58.98 22.22 106.10 103.81 6.54
1240 59.14 9.28 69.90 83.45 3.52
1241 58.99 70.35 146.71 133.43 9.91
1242 58.97 73.04 132.07 136.47 9.70
1243 59.06 28.82 125.05 116.56 7.71
1244 59.05 48.79 155.51 142.96 10.75
1245 59.11 40.57 129.66 136.31 9.43
1246 59.15 51.77 148.18 137.31 10.46
1247 59.22 54.24 148.91 135.89 10.20
1248 59.24 46.13 153.25 139.55 10.67
1249 59.17 65.57 135.49 142.76 10.84
1250 59.38 19.26 97.95 93.05 5.93
1251 59.29 60.69 133.30 142.77 11.62
1252 59.41 63.57 140.65 137.09 10.77
1253 59.31 80.58 102.19 116.22 7.30
1254 59.37 33.97 127.73 125.64 9.01
1255 59.44 38.48 135.01 115.72 8.24
1256 59.58 91.11 97.67 97.72 4.74
1257 59.50 36.25 126.03 117.74 8.47
1258 59.36 16.79 88.83 66.86 4.43
1259 59.54 77.50 109.32 125.98 8.52
1260 59.57 24.20 118.42 102.75 6.55
1261 59.91 6.35 42.62 66.32 1.81
1262 59.62 68.20 112.59 135.21 10.36
1263 59.61 43.72 136.80 129.06 9.82
1264 59.76 12.89 94.25 92.38 4.99
1265 59.68 56.41 122.38 132.32 10.67
1266 59.84 75.33 102.85 120.90 8.90
1267 59.86 88.31 99.67 103.11 5.92
1268 59.82 30.60 121.00 100.23 6.95
1269 59.81 50.02 138.74 123.55 10.04
1270 59.81 85.53 107.12 104.53 6.74
1271 60.00 41.53 104.15 121.59 8.90
1272 59.95 15.50 94.18 87.48 5.00
1273 59.91 58.62 106.91 126.09 11.28
1274 59.94 93.51 75.63 86.50 3.25
1275 60.22 26.83 109.65 100.12 6.52
1276 60.10 47.51 119.57 117.53 8.91
1277 60.11 53.09 121.50 134.73 10.94
1278 60.13 72.87 103.00 124.69 8.77
1279 60.17 21.48 89.88 89.48 4.77
1280 60.24 62.12 114.12 124.49 9.51
1281 60.21 66.27 100.99 128.19 9.49
1282 60.21 10.35 68.09 75.60 3.44
1283 60.24 82.26 93.65 104.25 6.97
1284 60.29 70.33 94.34 122.29 8.70
1285 60.29 32.92 98.25 104.43 6.70
1286 60.56 28.91 98.55 92.79 5.82
1287 60.56 17.56 81.24 73.45 4.18
1288 60.54 39.63 97.97 102.43 7.62
1289 60.57 35.22 95.62 98.11 6.92
1290 60.66 37.32 88.32 96.69 7.81
1291 60.53 45.32 102.73 112.67 8.50
1292 60.58 60.15 96.32 120.29 10.12
1293 60.53 79.22 83.76 104.09 7.03
1294 60.73 51.62 102.15 113.70 9.21
1295 60.62 64.46 89.72 119.75 8.69
1296 60.83 8.01 50.40 64.40 1.99
1297 60.56 19.26 75.15 60.44 4.50
1298 60.69 24.42 86.93 86.06 5.10
1299 60.77 54.81 103.15 109.46 9.04
1300 60.69 56.84 98.57 112.53 9.25
1301 60.85 43.27 94.88 107.66 8.94
1302 60.95 13.05 72.20 67.26 4.12
1303 60.85 68.22 89.35 119.29 8.47
1304 60.85 89.84 80.95 93.22 4.67
1305 60.95 49.50 94.39 104.16 8.90
1306 60.95 84.65 84.04 91.45 6.38
1307 61.05 31.22 85.14 89.34 5.62
1308 60.99 94.65 42.87 70.00 2.38
1309 60.99 75.00 88.62 109.01 7.92
1310 61.14 92.15 61.61 81.46 3.57
1311 61.21 14.92 68.92 62.40 3.32
1312 61.30 77.30 78.22 96.42 7.57
1313 61.06 87.19 84.50 85.09 5.18
1314 61.22 58.46 87.25 102.98 9.22
1315 61.20 47.41 92.72 99.83 8.45
1316 61.30 72.39 82.27 104.64 7.37
1317 61.13 10.35 67.42 66.75 3.54
1318 61.37 41.34 84.18 90.75 7.51
1319 61.31 21.20 64.20 69.52 4.56
1320 61.48 33.51 72.47 82.99 6.24
1321 61.38 62.42 87.81 103.36 8.47
1322 61.50 6.04 30.33 55.72 1.00
1323 61.44 66.28 86.47 108.00 7.77
1324 61.43 81.82 70.18 92.25 6.58
1325 61.57 25.92 70.06 72.84 4.94
1326 61.62 15.70 58.62 57.21 3.67
1327 61.55 53.27 98.83 101.65 8.40
1328 61.64 18.71 63.18 63.71 4.13
1329 61.54 38.89 75.66 89.17 7.98
1330 61.61 45.00 82.24 84.74 8.10
1331 61.61 69.86 80.59 102.46 7.88
1332 61.75 28.20 68.59 76.14 4.99
1333 61.71 35.95 75.66 77.21 6.90
1334 61.82 23.45 59.33 63.90 4.44
1335 61.81 60.73 80.97 100.53 9.83
1336 61.75 64.03 82.97 97.95 8.12
1337 61.78 56.58 92.97 92.59 8.62
1338 61.80 51.14 94.53 88.49 7.98
1339 61.99 79.45 76.00 87.19 6.76
1340 62.07 30.38 75.79 74.53 5.59
1341 62.04 88.96 70.42 82.13 4.38
1342 62.05 43.01 79.14 76.86 7.35
1343 62.14 49.01 91.23 77.78 7.48
1344 62.18 85.26 71.21 75.31 5.26
1345 62.14 12.56 52.78 54.69 3.02
1346 62.11 46.65 85.45 76.64 7.71
1347 62.18 75.08 72.97 82.66 6.98
1348 62.24 54.95 97.63 76.97 8.27
1349 62.34 7.47 30.92 48.08 1.12
1350 62.23 67.83 84.26 88.94 7.09
1351 62.32 37.86 77.06 69.68 5.74
1352 62.30 59.08 90.51 86.60 8.62
1353 62.32 91.28 56.30 70.14 3.84
1354 62.37 40.37 71.30 68.12 6.32
1355 62.59 16.77 53.28 48.28 3.23
1356 62.46 32.32 67.14 66.32 4.92
1357 62.40 72.82 74.90 83.18 6.73
1358 62.25 83.27 79.00 65.65 4.90
1359 62.46 9.86 49.93 50.50 2.44
1360 62.64 77.13 77.41 78.19 6.45
1361 62.39 14.11 56.08 46.85 3.77
1362 62.62 34.51 72.00 65.74 6.30
1363 62.58 65.32 84.48 81.18 6.97
1364 62.64 70.81 83.10 86.69 7.17
1365 62.56 81.66 66.61 75.55 5.84
1366 62.83 19.24 49.27 44.52 3.47
1367 62.69 26.04 62.44 61.15 4.70
1368 62.72 52.91 96.01 65.29 6.89
1369 62.81 45.16 95.97 62.76 6.76
1370 62.75 50.87 99.72 66.53 7.74
1371 62.75 57.37 96.17 76.75 6.94
1372 62.76 21.62 49.08 50.17 4.21
1373 62.79 61.40 85.93 85.55 8.00
1374 62.91 28.26 67.87 59.20 4.47
1375 62.94 36.25 80.17 53.78 5.88
1376 62.85 63.20 85.52 81.44 7.82
1377 62.87 42.25 82.33 59.79 5.90
1378 63.05 13.78 50.68 44.72 3.04
1379 62.95 47.82 99.14 63.43 6.80
1380 62.82 82.84 62.25 78.42 5.29
1381 63.13 88.12 65.25 59.77 4.47
1382 63.13 79.49 70.13 73.30 6.01
1383 63.35 38.56 93.40 50.74 5.54
1384 63.24 30.40 73.77 52.00 4.58
1385 63.13 68.84 82.30 71.28 6.45
1386 63.29 54.65 110.81 63.71 7.48
1387 63.33 59.84 109.36 68.19 7.31
1388 63.21 85.78 72.54 61.65 4.06
1389 63.38 66.86 101.91 68.00 6.76
1390 63.45 90.49 56.69 60.11 3.06
1391 63.37 74.36 85.48 66.95 6.43
1392 63.61 93.59 33.69 47.90 2.09
1393 63.53 11.53 47.36 43.97 2.53
1394 63.50 40.74 91.27 52.61 5.81
1395 63.48 33.44 76.22 46.87 4.61
1396 63.58 6.95 22.85 35.38 0.84
1397 63.61 9.24 37.37 39.99 1.77
1398 63.63 49.47 124.56 54.65 6.63
1399 63.78 42.89 94.88 48.92 5.99
1400 63.75 15.60 52.91 35.27 2.89
1401 63.68 56.58 118.18 52.65 6.97
1402 63.62 71.77 92.65 67.32 6.36
1403 63.62 82.81 79.67 64.49 5.21
1404 63.69 64.13 108.15 58.32 6.37
1405 63.89 51.40 127.24 48.49 6.29
1406 63.77 76.99 84.79 63.99 5.60
1407 63.78 26.33 72.43 41.04 4.13
1408 63.82 45.09 102.80 53.99 5.94
1409 64.01 47.44 120.53 50.73 6.16
1410 64.00 17.80 51.14 35.18 3.18
1411 63.95 61.73 126.25 58.78 6.50
1412 64.05 58.73 123.42 54.16 6.50
1413 64.00 36.44 102.09 44.56 5.37
1414 64.16 28.50 87.14 41.28 3.72
1415 64.01 53.36 132.24 55.11 7.39
1416 64.28 23.98 72.53 34.19 3.34
1417 64.12 31.59 81.41 42.97 4.34
1418 64.14 69.46 98.87 54.47 6.46
1419 64.14 79.59 78.05 57.45 5.66
1420 64.40 88.54 73.61 51.94 3.01
1421 64.28 66.14 110.94 58.69 6.39
1422 64.29 86.07 78.02 44.24 3.74
1423 64.46 34.21 102.21 39.67 5.01
1424 64.56 38.97 118.35 41.75 5.21
1425 64.54 75.10 105.74 55.76 5.38
1426 64.48 13.47 57.02 32.27 2.71
1427 64.52 72.47 115.09 50.35 5.57
1428 64.68 56.18 138.60 46.03 6.38
1429 64.69 90.84 63.76 46.34 2.79
1430 64.66 7.79 35.22 28.91 1.20
1431 64.72 10.99 50.78 30.37 2.13
1432 64.75 21.25 72.18 30.33 3.21
1433 64.74 41.11 118.96 42.97 5.55
1434 64.53 9.11 39.06 29.12 1.65
1435 64.77 49.95 145.96 44.96 6.57
1436 64.70 63.34 133.42 51.92 6.30
1437 64.72 83.03 92.68 51.73 4.33
1438 64.89 29.77 90.91 34.62 4.41
1439 64.53 84.27 93.12 41.00 3.88
1440 64.84 92.98 42.68 41.04 2.38
1441 64.84 43.92 123.51 41.82 5.42
1442 65.02 54.28 151.66 46.48 6.43
1443 64.87 26.46 90.72 33.81 3.59
1444 64.98 46.05 142.27 40.62 6.04
1445 64.85 60.27 132.02 50.26 6.59
1446 65.03 67.93 117.10 49.83 6.32
1447 65.04 77.49 96.87 49.73 4.69
1448 64.95 52.24 150.29 44.77 6.73
1449 65.08 36.73 122.46 39.08 5.08
1450 65.05 18.31 65.49 27.86 2.73
1451 65.22 31.96 98.81 34.78 4.39
1452 65.22 70.27 132.35 47.69 5.70
1453 65.19 79.95 98.46 51.95 4.76
1454 65.52 47.95 142.39 41.49 5.70
1455 65.31 65.47 137.35 47.73 6.48
1456 65.56 13.24 69.92 23.87 2.22
1457 65.50 15.52 75.78 22.94 2.30
1458 65.57 34.27 116.94 34.40 3.76
1459 65.52 61.66 133.62 44.91 6.15
1460 65.51 73.41 133.52 48.46 4.78
1461 65.71 25.08 92.41 28.43 3.43
1462 65.77 22.73 85.12 26.00 3.05
1463 65.73 58.67 133.90 41.88 6.37
1464 65.87 27.63 103.35 29.51 3.92
1465 65.64 42.32 116.48 37.20 5.16
1466 65.65 85.90 100.18 41.28 3.31
1467 65.75 88.89 87.85 41.28 2.96
1468 66.00 38.40 123.60 33.94 4.85
1469 66.00 40.43 120.84 34.99 5.09
1470 65.84 49.94 154.09 38.92 5.72
1471 65.96 20.20 76.19 24.79 3.01
1472 65.98 56.51 136.46 39.38 5.94
1473 65.88 52.02 146.53 40.53 6.06
1474 65.95 63.64 138.85 43.43 6.28
1475 65.94 75.55 130.23 44.11 5.29
1476 65.62 90.58 79.33 35.44 2.11
1477 65.98 29.85 103.62 29.32 3.95
1478 65.90 81.58 102.00 37.50 3.57
1479 66.01 83.38 112.25 41.37 3.75
1480 66.04 91.59 62.53 35.06 2.15
1481 66.06 44.47 124.02 36.88 5.30
1482 66.18 93.51 42.87 29.82 1.47
1483 66.05 66.91 135.15 39.82 5.75
1484 66.21 36.17 119.75 34.41 4.24
1485 66.23 54.67 156.75 37.51 5.95
1486 66.12 79.10 119.44 41.22 5.22
1487 66.31 17.71 77.69 22.02 2.22
1488 66.18 71.30 149.42 43.03 5.20
1489 66.39 46.23 130.55 35.66 5.44
1490 66.37 32.68 109.81 29.78 4.51
1491 66.21 10.92 59.98 18.16 1.60
1492 66.28 8.98 40.41 19.66 1.22
1493 66.53 69.19 147.61 41.05 5.92
1494 66.46 60.68 129.07 40.00 6.29
1495 66.78 87.72 105.98 36.81 3.20
1496 66.71 42.75 108.43 35.44 5.32
1497 66.75 77.52 138.00 38.01 4.52
1498 66.76 13.29 65.53 20.44 2.03
1499 66.76 73.46 140.70 38.60 5.08
1500 66.88 25.43 82.59 24.38 3.25
1501 66.80 52.82 150.63 36.13 5.88
1502 66.73 49.57 131.26 36.51 5.05
1503 66.78 58.15 138.17 38.00 6.25
1504 66.84 64.92 130.83 39.47 5.95
1505 66.91 85.19 112.34 35.23 3.00
1506 67.03 30.52 94.64 27.28 3.08
1507 66.99 81.25 116.10 35.06 4.68
1508 66.99 22.33 82.51 22.66 2.45
1509 66.93 62.49 126.65 37.63 5.37
1510 67.16 67.33 135.39 35.62 5.58
1511 67.00 10.44 61.14 20.66 1.53
1512 67.12 27.74 90.90 24.11 3.42
1513 67.14 34.96 105.71 27.67 4.41
1514 67.07 47.42 115.47 33.90 6.09
1515 67.10 90.35 75.95 26.17 2.39
1516 67.13 37.62 108.57 30.88 4.35
1517 67.29 40.11 105.13 34.03 4.95
1518 67.38 16.16 70.39 18.30 2.09
1519 67.32 56.36 136.11 34.88 5.89
1520 67.11 76.10 148.37 33.00 4.77
1521 67.62 83.20 122.59 30.59 3.52
1522 67.43 19.26 76.99 21.00 2.18
1523 67.38 44.50 105.71 31.91 4.92
1524 67.56 92.68 58.87 25.85 1.51
1525 67.49 71.75 127.59 35.43 4.61
1526 67.49 59.27 126.22 35.10 5.12
1527 67.53 32.60 98.89 25.41 3.93
1528 67.69 50.42 124.41 34.82 6.06
1529 67.49 75.11 152.46 36.84 4.92
1530 67.65 54.67 136.60 35.16 5.64
1531 67.63 69.69 127.70 35.77 5.85
1532 67.72 79.60 120.93 32.09 4.42
1533 67.66 42.03 101.90 31.39 4.63
1534 67.84 52.43 147.71 38.46 5.37
1535 67.97 13.61 69.42 16.94 2.04
1536 67.83 24.00 78.30 21.54 3.36
1537 67.88 63.60 119.74 36.09 5.43
1538 67.94 29.60 81.47 23.73 3.32
1539 67.87 61.15 114.42 33.07 5.22
1540 67.94 65.89 117.53 33.82 4.88
1541 68.01 48.38 113.21 31.22 5.40
1542 68.09 10.75 55.23 15.29 1.53
1543 68.08 88.31 97.02 29.56 2.82
1544 68.11 21.09 70.99 19.81 2.29
1545 68.13 38.28 102.91 27.74 4.85
1546 68.13 77.41 133.84 29.64 4.43
1547 68.15 46.07 102.76 29.87 5.36
1548 68.36 25.87 76.77 21.20 3.10
1549 68.25 36.15 94.92 27.16 4.16
1550 68.27 57.84 118.07 33.38 5.38
1551 68.38 73.86 122.09 31.60 4.68
1552 68.29 33.99 86.32 25.44 3.95
1553 68.35 27.94 81.13 20.07 2.96
1554 68.46 43.67 103.32 30.29 5.86
1555 68.26 84.15 119.46 30.38 3.46
1556 68.57 90.70 74.60 23.71 1.68
1557 68.45 17.30 68.68 16.79 2.42
1558 68.44 68.57 110.36 31.70 4.81
1559 68.73 86.02 104.72 25.54 3.29
1560 68.50 81.30 126.29 28.81 3.95
1561 68.60 31.80 85.51 24.41 3.51
1562 68.55 41.46 98.75 30.12 4.82
1563 68.73 55.76 125.47 33.96 5.77
1564 68.59 53.55 126.50 34.68 6.00
1565 68.77 71.15 110.43 32.69 4.65
1566 68.84 39.50 109.70 27.80 4.45
1567 68.80 59.86 120.14 35.05 5.96
1568 68.90 62.11 111.08 33.04 5.72
1569 68.91 47.56 118.33 29.40 5.79
1570 68.96 66.52 107.62 33.03 4.94
1571 68.92 23.10 69.67 19.52 2.63
1572 69.00 64.32 116.40 33.12 4.95
1573 68.89 75.80 118.98 30.17 4.38
1574 69.09 14.20 68.07 16.19 1.72
1575 69.19 29.73 92.68 21.93 3.21
1576 69.24 11.76 54.84 14.02 1.47
1577 69.01 19.12 68.78 16.98 2.37
1578 69.26 51.46 119.42 31.63 5.37
1579 69.15 79.06 116.92 27.81 3.91
1580 69.25 45.09 108.31 27.36 4.71
1581 68.97 82.20 107.47 31.37 3.26
1582 69.29 34.26 89.58 23.62 3.66
1583 69.40 89.15 101.20 24.42 1.96
1584 69.41 83.87 106.44 24.23 3.03
1585 69.32 37.07 95.70 27.07 4.62
1586 69.17 87.84 111.24 23.86 2.14
1587 69.38 20.42 73.84 16.65 2.37
1588 69.38 58.00 119.14 31.53 5.76
1589 69.16 68.42 102.57 28.29 5.43
1590 69.59 42.77 107.02 26.93 5.33
1591 69.55 25.26 78.10 19.77 3.07
1592 69.61 32.02 92.46 22.31 3.35
1593 69.64 69.02 100.44 28.90 4.89
1594 69.49 76.53 105.00 26.53 4.45
1595 69.87 40.67 108.72 25.62 4.27
1596 69.73 54.57 129.42 31.57 5.07
1597 69.73 73.74 97.96 28.32 4.65
1598 69.74 49.05 120.95 28.97 5.61
1599 69.78 60.17 127.72 32.92 5.66
1600 69.70 71.84 96.80 29.22 4.50
1601 69.88 27.78 94.57 19.90 3.01
1602 69.76 81.97 101.56 27.78 3.52
1603 70.04 16.76 66.64 15.80 2.15
1604 69.95 38.57 104.69 27.18 3.98
1605 69.95 46.49 128.37 30.06 5.14
1606 69.98 62.53 120.80 29.39 5.56
1607 69.99 66.90 106.95 30.95 5.22
1608 70.00 64.41 113.05 32.28 5.12
1609 69.98 80.83 101.15 26.64 4.06
1610 69.95 56.62 132.75 31.56 6.13
1611 70.07 35.57 92.72 23.90 4.15
1612 70.36 87.03 95.44 22.92 2.36
1613 70.13 23.15 81.65 17.94 2.75
1614 70.26 14.26 65.86 12.93 1.61
1615 70.33 18.93 78.76 16.45 2.15
1616 70.16 30.44 94.60 19.88 3.19
1617 70.37 51.49 133.49 31.37 6.19
1618 70.26 11.33 53.80 12.28 1.17
1619 70.43 78.46 101.64 25.44 3.80
1620 70.07 79.83 105.33 23.83 5.17
1621 70.51 75.38 97.89 26.85 4.40
1622 70.59 44.12 128.44 27.85 4.52
1623 70.62 32.85 98.81 21.85 4.06
1624 70.60 70.53 103.29 30.39 4.75
1625 70.63 84.54 98.66 23.05 3.05
1626 70.68 90.17 57.05 18.28 1.82
1627 70.74 53.37 142.83 28.78 5.65
1628 70.81 59.22 134.14 29.16 5.65
1629 70.84 26.37 87.55 18.99 3.18
1630 70.92 57.33 143.92 31.39 5.69
1631 70.95 47.94 135.24 28.28 5.31
1632 70.80 49.84 137.28 28.66 5.70
1633 71.06 41.95 137.33 26.07 4.94
1634 70.70 61.64 122.76 27.82 5.57
1635 70.93 65.46 117.04 28.50 5.01
1636 70.79 73.26 96.41 25.92 4.28
1637 71.11 55.25 150.49 29.09 6.10
1638 71.17 21.51 79.82 16.14 2.52
1639 71.04 28.91 99.22 18.79 3.32
1640 70.78 37.94 102.68 23.71 4.53
1641 70.99 35.72 103.97 24.12 3.85
1642 71.08 67.88 120.47 28.88 4.91
1643 71.02 81.81 98.54 22.93 3.17
1644 71.22 39.87 126.23 25.92 4.79
1645 71.17 45.85 133.39 27.51 4.80
1646 71.14 24.20 86.58 15.62 2.79
1647 71.39 88.55 67.82 17.88 1.70
1648 71.35 16.55 72.44 14.27 2.03
1649 71.50 14.19 64.50 12.99 1.33
1650 71.41 63.54 131.02 31.23 5.42
1651 71.55 33.56 102.41 22.19 4.22
1652 71.59 61.30 135.05 31.43 4.69
1653 71.38 79.49 97.12 22.21 3.82
1654 71.62 71.73 110.57 26.41 4.92
1655 71.58 51.66 147.21 29.82 6.15
1656 71.70 76.15 103.76 24.23 4.33
1657 71.81 31.15 89.92 20.65 3.38
1658 71.81 43.53 124.84 26.89 5.55
1659 71.72 78.01 94.21 22.26 4.05
1660 72.18 11.89 55.30 10.93 1.22
1661 71.96 85.01 89.47 20.32 2.33
1662 72.20 18.54 75.87 14.65 1.96
1663 71.97 49.52 143.64 27.28 5.89
1664 71.58 53.47 148.00 25.75 7.75
1665 71.90 69.58 116.77 27.00 4.73
1666 71.92 73.86 115.38 24.81 3.96
1667 71.97 36.54 98.49 22.15 4.89
1668 71.93 59.12 142.67 28.98 5.58
1669 71.85 17.10 74.26 13.42 1.58
1670 72.12 25.97 79.03 17.43 2.71
1671 72.03 56.88 138.41 28.26 5.76
1672 72.25 66.94 131.93 29.19 5.28
1673 72.26 28.87 81.75 20.05 2.89
1674 72.09 54.29 140.96 29.60 5.87
1675 72.11 46.68 122.15 26.63 5.43
1676 72.30 64.77 131.96 29.23 5.18
1677 72.23 82.16 93.43 21.95 2.97
1678 72.13 79.73 92.43 21.04 3.02
1679 72.36 40.61 117.70 25.27 5.14
1680 72.34 87.65 69.19 17.40 2.21
1681 72.55 34.17 94.71 19.93 4.68
1682 72.64 38.42 97.51 22.88 5.05
1683 72.56 62.66 129.37 26.57 5.31
1684 72.58 51.46 138.79 27.92 6.24
1685 72.60 14.06 59.25 12.04 1.51
1686 72.78 44.76 104.75 25.75 5.73
1687 72.86 60.50 138.46 27.66 6.00
1688 72.90 77.90 104.05 22.69 3.65
1689 72.92 16.55 66.91 12.97 1.99
1690 73.03 21.33 66.30 15.25 2.93
1691 72.90 48.29 112.70 28.92 6.55
1692 72.95 31.71 74.92 20.88 4.64
1693 73.06 53.69 121.71 27.64 5.95
1694 72.93 69.06 120.32 25.52 4.59
1695 72.79 71.74 115.62 26.33 4.12
1696 73.03 42.19 93.05 24.96 5.50
1697 73.01 75.18 118.60 24.33 3.84
1698 72.96 58.20 140.42 28.52 6.06
1699 73.07 36.04 81.00 21.65 5.67
1700 73.09 56.04 125.20 29.64 6.54
1701 72.72 86.88 72.50 17.88 2.38
1702 73.44 46.29 95.22 27.95 7.18
1703 73.06 23.76 66.34 16.02 2.68
1704 73.30 83.68 90.09 20.35 2.65
1705 73.41 80.89 102.12 20.94 3.12
1706 73.34 26.57 66.24 16.94 3.31
1707 73.31 65.64 131.12 27.76 4.72
1708 73.39 88.95 47.71 15.60 1.60
1709 73.40 28.96 70.21 18.60 4.28
1710 73.37 86.49 71.35 17.10 2.46
1711 73.61 39.69 77.20 24.24 6.96
1712 73.56 49.68 99.98 28.18 7.39
1713 73.79 13.44 48.68 10.41 1.15
1714 73.87 51.53 111.68 27.45 7.80
1715 73.61 62.81 126.41 28.23 6.36
1716 73.76 72.78 126.44 23.94 4.28
1717 73.66 24.51 57.24 14.71 3.29
1718 73.68 33.55 71.25 21.53 5.39
1719 73.82 67.97 117.12 26.41 5.15
1720 73.68 43.52 80.22 24.96 6.94
1721 73.89 18.30 55.98 11.74 2.57
1722 73.90 36.71 64.07 21.34 7.16
1723 73.61 15.42 48.30 12.50 2.15
1724 73.98 30.55 61.22 19.31 4.92
1725 74.02 70.38 116.03 25.22 4.65
1726 74.15 59.72 117.19 29.10 6.49
1727 74.49 57.75 102.39 27.30 6.92
1728 74.14 55.49 105.84 28.69 7.85
1729 74.25 20.65 53.40 13.53 3.01
1730 74.08 77.91 112.32 21.56 3.97
1731 74.42 48.13 82.93 27.93 9.78
1732 74.40 41.61 68.12 23.25 8.37
1733 74.10 53.85 99.25 28.75 7.47
1734 74.38 64.61 117.45 25.98 5.43
1735 74.21 22.66 52.25 14.00 3.76
1736 74.27 75.67 114.40 21.41 4.26
1737 74.26 16.80 45.20 12.27 2.22
1738 74.31 44.37 71.00 24.59 9.26
1739 74.46 61.53 105.51 27.18 6.43
1740 74.24 34.06 63.59 22.65 5.88
1741 74.64 25.52 47.82 15.73 3.91
1742 74.54 28.12 52.01 17.31 5.06
1743 74.58 83.49 89.32 17.42 2.28
1744 74.35 46.56 72.81 28.56 9.31
1745 74.64 32.21 55.55 20.56 6.17
1746 74.87 39.35 61.28 21.12 8.32
1747 74.73 66.83 106.84 24.42 6.00
1748 74.55 86.18 79.72 16.38 2.25
1749 74.68 35.09 55.18 21.20 7.10
1750 74.71 88.29 58.45 14.97 1.24
1751 74.79 80.84 105.12 20.52 3.04
1752 74.84 23.51 44.23 14.54 3.71
1753 74.88 37.48 57.83 21.63 7.94
1754 75.04 53.45 83.84 28.34 10.30
1755 74.70 74.06 126.77 21.58 4.32
1756 75.06 43.61 69.33 24.40 10.57
1757 75.16 45.83 72.72 25.95 10.25
1758 75.33 68.89 90.33 24.78 5.87
1759 75.23 71.64 104.04 22.67 4.64
1760 75.10 18.78 42.48 12.01 3.25
1761 75.37 51.22 76.49 27.08 13.79
1762 75.28 63.07 84.46 26.00 6.78
1763 75.12 16.42 42.35 11.47 2.45
1764 75.32 55.70 87.73 27.15 9.77
1765 75.12 85.72 73.07 16.73 1.98
1766 74.98 36.40 59.78 21.78 9.89
1767 75.07 34.20 57.56 20.33 7.00
1768 75.38 79.13 106.82 19.21 3.58
1769 75.55 30.94 55.11 19.54 8.00
1770 75.69 61.54 74.57 24.23 9.59
1771 75.38 74.03 112.50 22.49 4.51
1772 75.62 76.55 109.42 20.52 3.88
1773 75.51 65.39 88.49 25.72 5.72
1774 75.58 59.59 73.65 26.69 10.10
1775 75.76 26.21 45.75 16.90 5.99
1776 75.91 42.33 71.39 24.57 14.59
1777 75.75 15.35 35.28 9.76 2.46
1778 75.90 36.26 63.01 20.03 11.91
1779 75.69 37.94 60.13 21.65 11.48
1780 75.77 83.16 90.30 15.14 2.48
1781 75.93 23.42 41.10 13.74 4.77
1782 75.94 57.70 75.89 25.50 9.77
1783 76.14 85.47 80.84 15.84 1.89
1784 75.94 19.44 40.21 12.79 4.25
1785 75.94 47.83 72.74 25.65 16.07
1786 76.00 52.92 75.81 28.28 15.02
1787 76.07 66.83 75.02 23.36 6.68
1788 76.42 49.47 81.59 26.63 18.92
1789 76.06 38.86 65.47 24.27 10.93
1790 76.27 70.80 79.39 22.77 6.00
1791 76.49 81.04 101.74 18.11 3.01
1792 76.21 40.15 68.81 21.84 14.65
1793 76.50 44.26 85.19 24.70 20.84
1794 76.27 64.46 68.98 22.27 7.89
1795 76.52 33.40 64.64 19.33 11.67
1796 76.14 74.61 93.78 18.11 4.00
1797 76.32 54.95 76.08 29.10 17.98
1798 76.63 17.45 36.72 11.09 3.86
1799 76.67 60.18 65.63 25.63 13.84
1800 76.74 68.87 67.85 23.58 6.10
1801 76.45 82.90 86.96 16.80 2.60
1802 76.56 72.11 81.68 22.32 4.62
1803 76.56 28.90 57.63 16.87 7.35
1804 76.97 37.80 82.94 20.92 16.87
1805 76.71 62.36 62.14 25.05 11.64
1806 76.76 41.82 81.26 24.26 17.06
1807 76.78 77.57 91.70 19.13 3.63
1808 76.91 56.42 79.72 27.53 16.46
1809 76.55 73.58 85.21 22.30 3.85
1810 76.96 23.39 46.23 14.67 6.71
1811 76.93 52.07 82.57 26.82 25.79
1812 76.89 25.28 48.90 15.04 7.33
1813 77.06 75.59 81.49 19.92 4.08
1814 76.89 79.09 93.72 17.40 3.52
1815 76.98 30.38 59.63 17.53 13.35
1816 77.06 35.41 79.44 20.38 16.67
1817 76.83 66.78 67.02 24.45 6.74
1818 76.96 27.69 56.32 16.35 9.81
1819 77.16 39.76 90.37 22.70 18.73
1820 77.20 47.32 92.05 26.02 26.41
1821 76.98 64.39 61.80 25.40 10.44
1822 77.35 53.95 87.22 26.38 22.16
1823 77.38 86.22 68.38 13.06 1.73
1824 77.20 15.53 32.14 8.41 3.05
1825 77.53 70.91 63.86 22.00 7.22
1826 77.46 32.01 71.60 17.72 12.81
1827 77.39 58.67 75.31 25.57 20.93
1828 77.61 83.59 80.43 15.27 1.73
