#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
em39 14A 4 Kruppel even-skipped fushi-tarazu

#Quantitative data
#<Nucleus number> <A-P coordinate> <D-V coordinate> <Fluorescence intensity: channel 1 - Kr, channel 2 - eve, channel 3 - ftz>
1827 73.16 27.27 11.26 64.90 84.80
1828 73.11 38.26 11.64 84.67 67.68
1829 73.26 43.72 11.79 76.01 85.46
1830 73.38 89.09 7.09 13.89 40.98
1831 73.33 51.51 12.83 79.13 88.92
1832 73.43 55.96 12.54 80.07 92.56
1833 73.36 41.21 11.52 74.89 95.98
1834 73.30 58.68 13.95 73.40 117.37
1835 73.26 12.42 9.04 30.93 68.46
1836 73.37 53.78 13.27 77.11 83.70
1837 73.28 68.77 14.69 61.36 148.95
1838 73.64 64.84 13.44 64.55 115.89
1839 73.59 15.52 9.92 39.55 76.00
1840 73.52 84.04 10.80 32.11 115.68
1841 73.91 25.11 11.34 46.15 77.81
1842 73.78 32.66 10.92 64.95 90.65
1843 73.91 13.24 8.99 31.36 68.23
1844 73.72 18.92 10.73 47.85 71.67
1845 73.74 39.46 11.69 69.29 107.54
1846 73.95 46.14 12.12 68.48 105.00
1847 74.05 20.98 10.50 48.77 74.79
1848 73.95 35.61 11.45 65.04 81.38
1849 73.96 67.83 12.13 72.71 118.01
1850 74.09 76.22 12.97 62.10 116.88
1851 74.08 79.47 12.75 53.29 109.02
1852 74.20 87.44 9.01 17.01 53.28
1853 74.10 37.50 10.70 79.20 83.83
1854 74.10 73.83 12.68 67.88 114.57
1855 74.03 10.50 7.76 24.51 52.69
1856 74.28 28.59 12.70 68.39 98.67
1857 74.06 70.84 13.04 63.04 114.38
1858 74.09 17.10 10.06 36.03 68.12
1859 74.26 26.89 11.89 54.07 87.27
1860 74.25 49.53 12.55 74.46 93.34
1861 74.24 59.87 13.00 78.13 91.77
1862 74.31 43.92 11.70 70.30 97.48
1863 74.34 56.78 12.39 88.15 101.76
1864 74.36 40.16 11.10 65.69 107.63
1865 74.41 81.91 11.85 51.79 101.20
1866 74.38 52.52 14.56 100.68 92.39
1867 74.31 47.13 11.80 74.40 107.15
1868 74.56 41.94 11.46 86.13 100.67
1869 74.80 30.97 11.08 49.74 91.09
1870 74.61 66.16 12.23 78.74 100.69
1871 74.69 23.32 10.37 46.24 78.53
1872 74.84 54.82 12.27 73.05 93.09
1873 75.06 61.24 12.87 76.76 87.93
1874 75.07 85.21 10.26 25.51 86.42
1875 74.76 17.27 9.86 35.98 69.25
1876 75.05 33.88 11.64 42.84 101.41
1877 74.86 14.19 8.98 27.61 69.11
1878 75.14 63.67 12.48 72.11 83.58
1879 75.22 36.31 10.90 44.29 93.61
1880 74.93 47.88 13.55 96.00 112.91
1881 75.19 71.49 12.14 70.84 109.04
1882 75.18 68.62 13.69 97.08 106.11
1883 74.91 57.56 13.11 53.00 105.67
1884 75.21 19.48 10.44 30.00 74.71
1885 75.29 21.55 10.54 32.74 81.86
1886 75.23 25.66 11.59 31.31 79.95
1887 75.47 79.65 12.24 58.65 95.46
1888 75.12 43.02 12.17 52.30 109.22
1889 75.25 46.11 11.83 71.16 105.33
1890 75.35 58.91 12.50 87.17 71.30
1891 75.29 74.83 12.76 70.10 114.19
1892 75.38 27.77 10.83 39.84 90.82
1893 75.53 11.09 8.10 14.89 54.34
1894 75.53 40.87 11.86 53.31 113.41
1895 75.24 77.41 11.59 66.80 88.82
1896 75.61 53.04 13.28 66.96 96.02
1897 75.51 56.76 12.69 89.33 84.87
1898 75.49 50.02 11.33 70.88 104.16
1899 75.79 16.98 9.88 23.47 72.98
1900 75.68 24.19 10.70 29.65 96.29
1901 75.60 44.09 10.47 63.75 99.05
1902 75.49 48.29 13.95 58.71 109.67
1903 75.79 66.06 12.45 95.59 72.41
1904 76.05 30.39 10.66 33.01 99.63
1905 75.97 14.52 8.41 21.09 75.08
1906 75.84 32.26 11.51 31.33 100.98
1907 76.03 83.00 9.99 46.72 83.88
1908 75.98 77.50 12.10 55.90 90.08
1909 76.26 37.63 11.14 37.72 107.60
1910 76.04 62.26 12.60 80.44 81.33
1911 76.14 18.98 10.26 20.51 91.32
1912 76.35 11.22 7.53 13.30 49.94
1913 76.60 21.68 10.30 17.02 87.51
1914 76.20 46.93 11.04 52.26 106.15
1915 76.24 55.87 12.91 73.47 91.98
1916 76.33 69.62 12.54 90.44 78.96
1917 76.35 72.47 12.22 81.02 96.39
1918 76.47 75.08 12.44 74.48 86.37
1919 76.57 40.21 11.04 38.58 107.32
1920 76.38 51.27 12.22 55.56 103.88
1921 76.44 59.35 12.23 75.73 86.90
1922 76.33 13.24 8.39 19.00 69.71
1923 76.70 24.95 10.69 21.05 87.14
1924 76.37 27.54 9.93 27.04 88.91
1925 76.52 34.60 11.59 28.66 100.21
1926 76.68 43.45 11.54 43.38 103.47
1927 76.71 64.23 11.64 76.90 71.54
1928 76.48 60.73 12.50 52.33 111.33
1929 76.87 67.05 12.00 82.48 79.12
1930 76.84 80.36 10.99 54.31 79.00
1931 76.88 35.84 11.30 30.34 108.32
1932 76.89 45.76 10.93 46.20 115.69
1933 76.69 18.18 9.15 17.00 85.77
1934 76.97 32.13 10.48 23.26 109.16
1935 76.78 17.21 9.20 22.20 85.20
1936 76.72 48.98 12.25 40.12 134.00
1937 77.05 61.78 11.37 66.25 84.22
1938 77.03 54.89 11.20 49.34 117.57
1939 77.08 77.14 12.14 73.19 86.00
1940 76.83 78.58 11.60 59.25 77.75
1941 76.96 85.34 9.31 37.77 43.27
1942 76.89 15.92 8.42 16.84 84.03
1943 77.08 29.40 10.75 20.92 104.80
1944 77.18 26.97 11.40 18.77 96.56
1945 77.11 57.85 12.17 44.28 88.78
1946 77.12 41.05 11.33 28.92 118.21
1947 77.41 38.14 10.48 28.81 103.98
1948 77.27 48.66 11.87 45.87 121.21
1949 77.73 83.02 9.37 40.85 59.95
1950 77.60 69.76 12.85 68.04 85.14
1951 77.25 71.31 12.44 71.22 91.56
1952 77.67 72.31 11.35 75.55 84.17
1953 77.49 18.42 10.25 14.27 90.29
1954 77.58 41.85 11.24 29.80 116.78
1955 77.59 55.63 13.47 45.43 120.12
1956 77.44 16.21 8.69 14.84 84.38
1957 77.66 23.68 11.05 16.15 99.57
1958 77.74 74.70 11.61 74.19 84.27
1959 77.83 13.40 7.78 11.60 61.42
1960 77.97 20.95 10.04 14.94 93.40
1961 77.47 33.73 10.67 19.83 92.17
1962 77.74 34.84 10.33 21.96 97.96
1963 77.99 31.92 11.93 18.56 108.63
1964 78.01 53.51 12.53 36.99 123.94
1965 77.95 64.83 11.37 62.49 88.58
1966 77.85 43.84 10.73 29.23 106.94
1967 77.93 79.05 12.06 72.73 66.71
1968 78.00 61.09 12.97 46.35 96.29
1969 77.96 39.32 10.67 24.91 105.76
1970 77.97 26.06 10.85 16.29 97.41
1971 78.20 67.98 12.29 63.67 99.58
1972 78.23 15.53 9.38 12.00 75.29
1973 78.18 28.48 10.64 17.60 100.38
1974 78.17 62.85 12.04 46.13 84.80
1975 78.32 48.90 12.19 31.89 118.25
1976 78.18 81.22 10.09 37.34 63.19
1977 78.26 18.49 8.82 14.86 79.02
1978 78.35 23.17 10.06 15.10 94.52
1979 78.59 33.99 10.21 16.14 99.31
1980 78.54 36.95 10.46 21.84 102.19
1981 78.61 58.67 12.31 36.15 111.68
1982 78.59 17.03 8.67 14.90 78.44
1983 78.55 76.76 11.41 61.29 65.44
1984 78.70 55.98 12.55 28.50 105.84
1985 78.83 51.08 11.49 25.64 119.63
1986 78.59 44.16 10.27 23.81 106.35
1987 78.76 71.29 12.36 52.77 95.16
1988 78.77 73.41 12.59 74.20 80.38
1989 78.91 66.00 12.17 54.63 107.36
1990 78.84 25.64 10.19 17.87 88.34
1991 79.04 41.97 10.57 22.04 115.28
1992 78.98 13.95 8.54 11.71 65.54
1993 79.18 64.19 11.57 38.00 99.10
1994 78.99 82.09 9.05 51.09 44.73
1995 79.14 60.95 11.34 36.64 96.88
1996 79.22 46.85 11.36 19.81 121.77
1997 79.30 79.46 10.79 50.74 65.40
1998 79.17 21.41 9.54 15.13 95.74
1999 79.20 53.56 13.21 31.86 125.52
2000 79.13 62.72 11.90 36.10 93.84
2001 79.16 84.32 7.58 32.49 28.08
2002 79.40 18.93 9.49 16.74 73.09
2003 79.14 67.41 12.82 42.89 108.07
2004 79.30 28.46 10.02 20.56 97.23
2005 79.44 39.39 10.88 21.44 114.24
2006 79.17 69.23 13.21 45.21 107.54
2007 79.42 49.07 11.38 20.29 111.96
2008 79.65 16.83 9.72 16.46 69.34
2009 79.54 36.38 11.20 19.43 93.05
2010 79.78 23.72 10.57 17.98 79.14
2011 79.74 56.77 10.87 28.78 116.16
2012 79.53 66.53 13.25 42.67 110.42
2013 79.94 71.69 12.49 40.55 108.54
2014 79.72 14.64 8.61 10.71 55.39
2015 79.85 33.46 11.59 20.13 87.61
2016 79.91 43.35 11.57 19.52 106.55
2017 79.85 68.90 12.12 48.19 112.08
2018 80.02 58.76 11.80 28.34 114.82
2019 79.80 78.04 11.26 39.83 80.52
2020 80.36 81.15 9.82 32.56 63.54
2021 79.80 50.94 11.40 21.40 105.20
2022 79.98 60.37 11.69 17.97 106.69
2023 80.07 63.08 11.54 31.85 116.27
2024 80.19 25.39 10.67 24.35 76.15
2025 80.27 41.14 10.72 23.80 106.11
2026 80.14 31.22 11.55 19.39 92.45
2027 80.35 54.00 10.94 20.34 104.67
2028 80.14 20.74 9.91 19.89 71.83
2029 80.26 47.15 10.54 16.93 113.66
2030 80.20 51.83 12.02 20.24 113.12
2031 80.30 67.00 12.57 31.29 103.93
2032 80.43 27.96 10.46 28.26 85.34
2033 80.32 38.16 12.33 29.02 107.40
2034 80.33 45.54 11.38 19.13 113.04
2035 80.62 22.34 9.97 21.15 70.66
2036 80.54 14.04 8.38 15.47 44.62
2037 80.44 77.79 11.12 47.81 84.38
2038 80.45 36.72 11.84 30.81 92.95
2039 80.48 18.63 9.49 23.97 56.20
2040 80.53 49.20 11.54 18.35 106.34
2041 80.74 76.14 10.56 38.97 95.83
2042 80.48 44.19 11.64 21.64 104.36
2043 80.67 15.48 9.00 18.89 55.20
2044 80.84 32.92 10.52 28.92 81.80
2045 80.90 56.74 11.88 21.70 117.81
2046 80.68 69.78 11.73 33.29 99.63
2047 80.42 78.92 8.50 38.50 74.50
2048 80.96 62.01 11.64 21.34 133.63
2049 80.76 34.91 11.25 33.18 84.11
2050 81.02 73.30 11.73 36.40 92.81
2051 81.09 30.36 10.66 30.94 79.29
2052 81.17 39.01 11.50 30.19 90.79
2053 81.24 51.56 10.94 18.39 104.72
2054 81.22 58.88 11.33 22.61 111.24
2055 81.11 25.98 10.02 32.90 68.51
2056 81.19 65.24 11.18 25.04 109.42
2057 81.15 35.96 10.86 32.32 85.68
2058 81.31 43.32 10.49 24.68 97.89
2059 81.28 41.03 10.38 30.53 100.00
2060 81.34 46.18 11.61 23.31 108.62
2061 81.13 16.07 7.78 23.44 44.33
2062 81.37 24.67 10.00 26.66 67.20
2063 81.39 54.69 11.78 18.78 120.86
2064 81.46 70.59 11.61 29.55 92.18
2065 81.29 53.25 10.75 17.88 112.75
2066 81.52 20.31 10.08 26.16 57.15
2067 81.61 48.71 10.96 21.29 114.11
2068 81.78 75.23 10.81 25.32 88.72
2069 81.71 23.08 9.56 27.72 60.28
2070 81.85 67.52 11.65 30.59 114.00
2071 81.97 15.25 8.04 22.68 38.07
2072 81.81 32.35 10.84 36.05 70.70
2073 82.03 62.89 12.05 22.56 119.20
2074 82.10 79.18 9.99 22.27 74.86
2075 81.91 28.35 11.43 37.97 73.90
2076 82.24 17.87 8.77 26.59 49.82
2077 82.16 73.58 10.68 26.93 99.05
2078 82.13 53.07 10.84 21.03 109.97
2079 82.24 59.25 11.65 22.88 118.55
2080 82.10 71.77 12.08 21.44 98.26
2081 82.22 55.90 11.19 23.10 114.84
2082 82.12 60.69 11.64 17.74 108.13
2083 82.11 30.48 10.96 41.68 74.04
2084 82.34 44.32 11.34 28.09 88.48
2085 82.23 81.36 8.47 17.73 56.29
2086 82.39 25.92 11.04 35.08 60.63
2087 82.28 37.14 10.30 36.68 72.57
2088 82.23 39.65 11.69 40.22 86.26
2089 82.50 47.41 11.26 26.00 103.04
2090 82.41 50.54 11.78 21.78 106.32
2091 82.48 65.09 11.79 27.13 111.72
2092 82.81 76.99 9.85 17.86 92.95
2093 82.69 53.90 11.85 18.23 99.79
2094 82.79 34.17 10.47 43.47 79.47
2095 82.98 69.49 12.36 25.36 109.88
2096 82.92 20.71 9.38 34.44 54.68
2097 82.69 22.60 10.59 29.94 53.74
2098 82.69 31.77 11.00 45.22 71.09
2099 82.75 24.07 9.40 35.51 55.17
2100 83.01 41.39 11.08 39.78 81.75
2101 82.91 29.17 10.23 42.70 75.87
2102 83.06 61.84 11.70 22.85 102.04
2103 82.91 66.88 10.79 27.53 105.95
2104 83.21 58.38 12.04 22.94 116.71
2105 83.14 73.97 11.12 21.32 95.65
2106 83.21 36.65 11.02 46.21 79.15
2107 83.43 51.48 11.43 30.10 98.08
2108 83.36 38.80 11.42 44.11 85.19
2109 83.37 79.63 9.26 12.00 61.12
2110 83.24 43.52 11.31 44.38 81.81
2111 83.47 71.78 12.19 25.84 90.29
2112 83.57 46.08 11.10 38.92 82.32
2113 83.41 55.87 11.17 24.75 99.31
2114 83.41 17.56 8.59 30.06 52.02
2115 83.48 49.08 11.10 35.64 87.16
2116 83.42 31.27 11.15 47.26 73.69
2117 83.65 64.31 11.80 28.79 99.17
2118 83.36 22.98 9.38 34.94 55.50
2119 83.80 27.29 11.06 45.86 72.10
2120 83.59 35.47 12.30 42.33 78.30
2121 83.62 66.85 11.30 25.24 89.74
2122 84.05 21.94 10.66 37.51 52.96
2123 83.75 25.53 9.91 40.57 63.06
2124 83.97 53.76 11.02 34.33 96.15
2125 83.57 62.65 9.60 26.00 100.00
2126 83.87 19.99 8.31 28.83 49.00
2127 84.06 29.85 11.17 47.41 80.35
2128 83.81 43.76 12.00 35.58 75.85
2129 83.94 60.62 11.82 26.50 110.62
2130 84.40 40.26 11.42 46.28 87.01
2131 84.15 77.62 9.95 11.33 74.32
2132 84.18 69.30 11.30 22.87 92.76
2133 84.47 35.26 10.95 49.35 82.47
2134 84.45 57.71 11.49 31.38 110.15
2135 84.55 38.08 11.72 55.55 87.48
2136 84.22 36.88 11.71 47.14 90.00
2137 84.55 48.10 11.29 43.67 80.46
2138 84.53 62.76 11.34 29.43 111.17
2139 84.88 32.77 10.88 49.32 85.80
2140 84.51 44.44 11.22 51.00 87.62
2141 84.55 50.91 10.68 37.35 85.28
2142 84.67 19.47 8.43 33.29 56.09
2143 84.68 42.29 10.97 52.15 79.42
2144 85.08 70.15 10.90 23.70 89.42
2145 84.64 59.48 10.90 29.52 97.85
2146 84.81 25.71 10.37 43.66 77.63
2147 84.81 55.31 11.09 38.99 92.41
2148 84.79 76.62 9.25 12.48 67.77
2149 84.85 74.06 10.21 14.17 88.98
2150 84.86 23.15 10.18 38.62 72.85
2151 84.83 45.54 10.65 45.74 84.74
2152 85.06 27.98 10.81 47.23 80.27
2153 85.26 53.39 11.59 40.29 91.90
2154 85.03 66.77 12.09 22.04 93.04
2155 85.03 30.25 10.65 50.97 83.77
2156 85.22 71.86 10.37 15.42 91.50
2157 85.05 46.49 10.50 49.70 85.10
2158 85.54 48.99 11.74 47.16 89.91
2159 85.34 60.56 11.42 31.48 84.15
2160 85.68 37.87 11.13 54.74 92.12
2161 85.63 63.91 11.41 34.81 90.00
2162 85.74 35.20 10.51 47.98 84.75
2163 85.63 40.36 10.93 51.20 90.26
2164 85.67 44.24 11.60 54.22 91.89
2165 85.62 56.22 10.71 36.13 84.05
2166 85.64 57.80 11.27 36.16 90.64
2167 85.56 23.30 9.24 36.83 73.03
2168 85.63 30.90 10.52 46.00 87.02
2169 85.77 46.62 11.60 45.69 91.36
2170 85.73 77.91 7.75 10.43 48.48
2171 85.55 19.54 8.00 32.73 57.27
2172 85.83 41.88 10.85 49.25 87.98
2173 85.90 25.13 11.07 42.12 72.69
2174 86.11 61.88 11.54 36.27 94.01
2175 86.03 67.06 11.49 33.03 90.22
2176 85.94 73.37 9.58 19.08 76.21
2177 85.83 18.59 8.17 29.26 60.87
2178 86.28 54.68 11.30 44.88 93.75
2179 86.26 33.03 10.95 44.85 82.54
2180 86.15 71.58 9.88 18.49 85.12
2181 86.11 22.31 8.74 32.09 67.69
2182 86.37 19.35 8.42 28.97 62.11
2183 86.58 75.17 9.21 14.96 68.54
2184 86.33 31.58 10.84 32.32 87.68
2185 86.70 64.78 11.44 36.30 91.55
2186 86.60 39.25 11.30 65.66 94.30
2187 86.94 70.11 10.37 24.13 88.66
2188 86.83 43.91 10.97 52.65 100.73
2189 86.73 26.89 10.80 42.11 86.41
2190 86.72 37.00 10.46 56.20 94.41
2191 86.71 56.98 11.08 48.76 86.96
2192 87.04 41.35 11.22 40.81 100.59
2193 87.00 76.72 7.79 13.17 42.36
2194 87.21 21.10 8.93 29.01 73.68
2195 87.05 35.01 10.42 48.40 79.61
2196 87.12 31.71 10.48 45.16 90.19
2197 87.13 46.31 11.68 51.14 97.75
2198 86.72 62.38 12.33 42.67 101.00
2199 87.27 50.51 10.70 45.77 103.17
2200 87.21 66.94 10.14 39.16 91.42
2201 87.34 60.12 12.68 43.38 92.05
2202 87.51 24.26 10.12 27.81 74.87
2203 87.41 62.58 11.21 51.16 88.89
2204 87.25 68.45 10.42 26.27 86.65
2205 87.41 72.19 9.09 23.59 79.12
2206 87.41 29.87 11.02 40.98 87.66
2207 87.45 55.33 12.12 42.08 86.15
2208 87.43 58.71 11.84 54.27 89.70
2209 87.62 37.43 10.73 50.99 99.64
2210 87.52 53.85 11.14 41.07 77.69
2211 87.79 73.88 8.32 19.62 55.97
2212 87.94 26.95 9.91 35.29 86.11
2213 87.95 48.16 11.30 46.28 110.35
2214 88.01 52.37 11.49 48.07 90.86
2215 87.95 64.86 11.96 47.00 81.03
2216 87.65 66.29 11.33 37.83 89.83
2217 87.95 33.78 10.69 41.83 79.67
2218 88.13 31.11 10.37 35.63 90.35
2219 88.07 55.87 10.51 50.85 94.95
2220 88.45 58.42 11.61 52.13 91.00
2221 88.22 39.65 10.95 46.02 97.29
2222 88.24 42.02 11.41 43.71 103.46
2223 88.11 68.58 9.93 36.93 70.00
2224 88.30 70.69 9.15 31.68 74.04
2225 88.37 61.27 11.00 57.31 82.09
2226 88.49 22.89 10.14 26.91 77.98
2227 88.40 36.14 11.00 42.86 97.85
2228 88.45 67.27 10.07 39.91 69.16
2229 88.60 50.40 10.42 46.15 96.34
2230 88.61 54.63 11.65 43.29 87.09
2231 88.77 20.91 7.58 15.17 59.54
2232 88.84 25.34 9.80 23.81 83.67
2233 88.39 32.94 10.33 30.00 95.33
2234 88.56 28.42 10.17 35.17 107.58
2235 88.74 29.54 9.79 33.31 82.17
2236 88.93 31.78 10.92 29.96 81.89
2237 88.85 53.38 11.17 47.61 87.06
2238 89.11 63.26 11.04 45.96 75.87
2239 89.07 40.40 10.29 37.60 88.84
2240 89.24 56.48 10.77 42.51 89.04
2241 88.88 48.27 12.14 44.56 98.94
2242 88.94 36.87 11.56 25.67 102.61
2243 89.20 65.82 10.30 45.68 84.55
2244 89.25 43.07 11.22 37.12 103.72
2245 89.07 70.55 9.24 30.35 67.50
2246 89.32 72.40 8.38 20.74 49.68
2247 89.26 27.48 10.11 25.02 86.80
2248 89.21 38.39 10.40 36.98 93.73
2249 89.34 34.20 10.39 31.95 83.93
2250 89.50 45.14 10.85 37.19 98.26
2251 89.30 47.19 11.26 37.56 105.02
2252 89.17 51.47 12.17 43.96 93.88
2253 89.39 68.34 9.53 34.50 78.19
2254 89.57 30.10 10.77 21.77 86.79
2255 89.43 59.59 11.50 47.77 78.27
2256 89.78 22.50 8.55 12.17 63.24
2257 89.69 61.10 10.65 54.27 77.50
2258 89.70 53.84 11.27 38.57 95.38
2259 89.71 41.22 11.12 33.55 89.80
2260 89.70 37.19 11.73 30.00 84.09
2261 90.06 51.90 12.49 34.80 98.99
2262 89.96 69.18 9.04 28.19 70.77
2263 90.19 32.76 10.41 18.11 90.78
2264 90.03 58.61 11.19 46.15 85.47
2265 90.13 26.02 9.21 14.25 63.32
2266 90.32 47.22 11.29 31.41 92.84
2267 90.53 29.11 10.30 12.93 76.33
2268 90.32 39.56 11.39 23.47 73.35
2269 90.24 64.18 10.11 40.87 91.15
2270 90.33 66.62 9.99 34.64 91.46
2271 90.40 70.86 8.38 24.39 54.01
2272 90.56 37.11 10.80 19.12 82.57
2273 90.55 43.10 10.40 30.80 77.40
2274 90.78 55.83 11.58 36.98 103.36
2275 90.77 60.51 10.48 44.91 93.09
2276 90.88 62.93 9.89 41.63 97.39
2277 91.06 30.74 9.93 9.71 76.55
2278 91.01 57.28 10.82 41.80 91.75
2279 91.11 48.93 11.72 22.15 87.12
2280 91.17 68.05 8.78 31.35 62.73
2281 91.05 34.30 10.75 12.92 65.54
2282 91.24 25.44 9.02 6.63 47.55
2283 91.43 40.37 11.04 16.63 75.83
2284 91.59 65.19 10.21 36.61 69.88
2285 91.13 43.70 11.07 16.50 71.14
2286 91.27 51.39 11.15 22.76 82.38
2287 91.29 32.26 10.31 8.91 65.56
2288 91.43 36.61 11.02 11.44 72.04
2289 91.57 54.41 11.27 23.16 85.76
2290 91.93 29.49 9.60 6.49 53.28
2291 91.91 42.37 11.91 13.15 66.23
2292 91.78 43.66 10.97 12.47 71.73
2293 92.10 47.42 10.56 13.39 78.35
2294 92.08 59.63 10.52 28.41 77.77
2295 91.84 27.16 9.30 5.78 44.15
2296 92.13 33.50 10.08 6.08 46.61
2297 91.96 32.22 10.10 6.50 53.10
2298 92.37 50.22 11.85 13.36 72.13
2299 92.35 38.16 11.11 8.22 60.97
2300 92.47 36.11 10.30 7.44 50.75
2301 92.35 55.22 10.73 19.48 87.96
2302 92.50 27.82 8.50 4.31 44.12
2303 92.30 44.28 12.53 10.67 68.73
2304 92.59 63.99 10.12 29.96 61.32
2305 92.68 41.52 11.43 6.19 54.22
2306 92.74 45.31 10.70 8.40 68.28
2307 93.15 61.72 9.49 16.64 58.51
2308 92.99 31.24 9.64 4.37 42.19
2309 93.26 40.57 10.25 5.12 46.24
2310 93.23 34.94 9.72 4.91 41.70
2311 93.29 44.07 10.85 6.02 56.02
2312 93.14 49.15 11.57 7.70 56.73
2313 93.26 56.07 10.60 15.04 76.86
2314 93.31 59.38 10.34 18.76 70.10
2315 93.03 43.00 9.78 6.22 55.33
2316 93.34 63.73 8.90 17.88 49.07
2317 93.90 52.44 10.56 6.35 55.19
2318 93.79 32.91 10.32 3.83 40.87
2319 93.91 46.15 10.27 5.47 49.56
2320 93.67 37.84 10.90 4.06 43.40
2321 94.01 35.90 9.47 4.15 41.94
2322 94.03 42.95 10.30 4.32 46.00
2323 93.89 59.84 9.47 16.76 62.59
2324 94.18 62.96 8.25 14.05 43.20
2325 94.17 58.88 10.18 11.18 58.50
2326 94.09 61.12 9.80 12.40 46.00
2327 94.35 50.02 11.08 4.53 51.34
2328 94.43 33.63 9.41 2.77 44.09
2329 94.53 37.37 9.97 2.91 38.68
2330 94.70 57.69 9.29 5.78 40.74
2331 94.68 60.40 9.18 8.29 40.12
2332 94.97 44.07 10.32 4.04 45.11
2333 94.70 46.68 11.00 3.56 46.33
2334 94.99 41.78 9.83 3.62 41.91
2335 95.02 47.96 10.05 3.64 39.73
2336 95.22 34.70 9.43 2.32 36.90
2337 95.09 52.80 10.66 4.39 41.69
2338 95.08 36.21 9.08 3.08 39.38
2339 95.39 55.90 8.98 3.66 37.25
2340 95.59 54.27 9.43 3.63 40.22
2341 95.64 42.86 9.67 3.04 45.12
2342 96.07 45.93 10.06 3.28 39.49
2343 95.89 37.99 9.08 2.82 36.13
2344 96.00 52.20 9.41 3.59 37.06
2345 96.17 36.22 8.84 2.70 33.05
2346 96.36 48.94 9.85 3.12 39.04
2347 96.68 42.37 8.73 2.83 34.83
2348 96.60 52.90 9.13 3.02 32.21
2349 96.61 54.69 8.36 2.80 29.94
2350 96.66 40.52 9.60 3.01 34.64
2351 96.90 44.18 9.51 2.58 36.81
2352 97.20 47.94 8.85 2.45 35.91
2353 97.39 50.15 8.31 2.50 30.54
2354 97.42 51.89 8.74 2.74 30.57
2355 97.82 44.08 7.64 2.33 29.70

