#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
sl34 14A 4 Kruppel even-skipped fushi-tarazu
166 15.32 31.01 13.82 7.40 36.67
167 14.86 33.12 15.38 6.78 41.68
168 14.87 34.99 15.87 7.09 34.78
169 15.03 37.21 15.43 7.26 40.54
170 15.12 47.14 14.97 7.57 39.00
171 15.23 56.13 15.47 7.76 40.10
172 14.84 22.92 13.25 7.75 35.75
173 15.14 65.02 12.44 6.74 36.98
174 15.07 42.90 15.75 6.96 39.81
175 15.13 44.90 16.33 7.97 36.72
176 15.03 60.23 13.00 7.52 39.79
177 15.08 63.11 14.51 8.15 37.94
178 15.33 40.66 15.60 7.39 39.03
179 15.52 28.18 13.22 7.06 34.71
180 15.03 48.77 15.50 7.22 42.39
181 15.26 72.00 11.63 5.92 31.98
182 15.45 23.67 12.14 6.71 32.18
183 15.37 58.88 14.64 6.98 37.35
184 15.13 51.76 14.42 7.21 39.89
185 15.49 34.17 14.64 7.00 38.30
186 15.47 54.57 15.20 6.88 40.56
187 15.32 26.23 12.09 6.68 33.45
188 15.70 61.51 14.30 6.90 38.34
189 15.69 36.07 14.88 7.40 40.58
190 15.87 53.24 15.65 7.10 39.25
191 15.91 51.16 15.42 7.18 40.59
192 15.75 67.69 12.72 6.50 36.80
193 15.89 21.33 11.37 5.19 28.44
194 15.96 44.08 15.14 6.65 39.12
195 16.01 38.51 15.20 7.10 39.79
196 16.12 48.95 15.97 7.60 38.71
197 16.41 25.94 13.93 7.74 37.49
198 16.05 41.70 15.35 6.22 40.24
199 15.89 58.60 13.00 7.00 41.50
200 15.89 73.06 9.83 8.33 31.33
201 16.48 33.72 14.96 8.01 39.71
202 16.27 24.41 12.44 6.88 37.42
203 16.32 66.61 13.87 8.27 35.93
204 16.31 56.90 15.12 7.18 40.24
205 16.21 58.96 13.71 7.29 41.43
206 16.41 60.19 15.08 8.22 39.05
207 16.46 64.87 12.98 7.49 40.51
208 16.58 36.40 14.83 7.80 38.22
209 16.50 29.58 13.64 7.28 39.52
210 16.71 31.08 14.65 7.37 41.23
211 16.70 47.55 15.46 7.17 39.48
212 16.89 71.94 11.47 7.54 35.19
213 16.92 43.39 14.94 8.01 41.59
214 16.63 53.23 15.22 7.07 39.15
215 17.03 41.02 14.07 7.75 41.15
216 16.85 63.47 14.64 7.71 39.69
217 16.71 70.26 12.86 6.79 37.66
218 16.87 21.40 12.02 6.33 32.81
219 16.82 51.03 15.62 7.88 40.02
220 16.83 54.49 14.93 7.39 43.64
221 17.02 27.89 13.05 7.53 37.53
222 16.95 56.04 15.00 6.50 43.57
223 16.77 58.32 13.17 8.50 39.25
224 17.32 60.67 14.44 7.76 38.74
225 17.19 23.65 13.33 7.38 36.18
226 17.18 68.55 13.56 8.16 36.78
227 17.27 45.81 14.71 7.53 39.36
228 17.09 66.58 14.75 9.70 34.90
229 17.32 74.15 10.79 8.77 29.75
230 17.36 33.93 15.10 7.65 40.08
231 17.49 49.22 15.94 8.24 39.49
232 17.50 38.35 14.23 7.57 38.85
233 17.56 36.48 14.22 7.52 36.17
234 17.25 58.84 13.25 8.42 39.75
235 17.40 57.47 14.09 8.34 36.12
236 17.45 25.54 14.37 7.89 34.95
237 17.52 30.85 14.39 6.49 41.24
238 17.48 54.89 15.38 8.22 40.56
239 17.59 20.62 12.35 6.76 30.31
240 17.73 65.17 13.07 8.07 36.78
241 17.75 52.80 15.77 7.81 40.02
242 18.02 62.72 13.40 7.93 38.37
243 17.88 32.41 15.04 7.49 41.35
244 17.79 66.84 13.32 8.46 38.05
245 18.05 28.50 13.59 7.24 35.32
246 17.99 43.64 15.04 7.07 38.29
247 18.10 71.00 12.97 7.78 37.38
248 18.27 24.74 13.28 7.03 35.23
249 18.13 46.73 15.14 7.44 40.64
250 17.93 21.99 13.67 6.00 33.11
251 18.02 35.09 15.50 7.31 39.23
252 18.24 56.36 13.64 8.18 38.98
253 18.21 73.99 11.51 7.30 32.86
254 18.16 64.27 13.40 6.67 39.67
255 18.34 22.97 14.19 6.81 36.33
256 18.29 51.37 15.09 8.91 43.41
257 18.53 54.27 16.63 8.80 39.61
258 18.41 39.19 15.49 7.80 40.69
259 18.63 26.72 14.30 7.52 39.50
260 18.68 77.07 10.36 8.09 28.85
261 18.52 44.99 16.00 8.50 40.19
262 18.82 35.36 14.71 7.51 39.80
263 18.68 61.02 13.30 8.92 39.83
264 18.64 49.07 15.46 9.54 41.21
265 18.62 65.08 12.55 7.55 36.77
266 18.91 30.17 13.93 7.44 36.53
267 19.01 47.18 15.82 8.82 43.35
268 18.70 50.50 15.11 8.11 43.78
269 19.09 52.14 14.59 8.14 40.70
270 19.29 22.56 12.99 7.53 34.66
271 19.11 72.04 12.09 9.39 35.54
272 19.22 58.38 13.53 9.18 40.06
273 19.14 20.00 11.57 6.64 30.48
274 19.44 42.00 15.30 8.58 42.43
275 19.17 55.84 14.96 8.72 38.88
276 18.95 28.73 15.43 8.71 38.43
277 19.22 31.87 14.22 7.62 38.90
278 19.12 44.59 14.97 8.06 45.90
279 19.13 48.60 15.23 9.08 46.31
280 19.55 73.73 12.26 10.11 36.59
281 19.45 24.79 14.64 8.04 36.91
282 19.28 66.94 13.61 8.39 39.45
283 19.45 62.19 14.08 8.33 40.42
284 19.35 29.21 14.87 7.80 37.93
285 19.63 50.00 15.64 8.92 42.58
286 19.54 27.61 13.97 7.84 37.51
287 19.77 45.84 15.74 8.98 42.40
288 19.76 69.40 12.08 9.95 39.38
289 19.83 54.35 15.01 9.28 44.74
290 19.82 37.76 15.68 8.44 41.63
291 19.91 51.71 16.48 9.10 42.90
292 19.85 56.89 14.69 9.76 39.72
293 19.85 79.01 9.96 9.64 30.40
294 20.06 48.21 17.98 11.55 42.89
295 20.09 67.14 13.77 9.40 37.80
296 20.00 19.41 12.33 6.10 31.62
297 20.09 32.39 14.85 7.54 41.12
298 20.05 77.31 11.78 9.75 34.81
299 20.38 29.29 13.63 8.43 37.90
300 20.26 59.98 14.07 8.01 40.46
301 20.28 72.01 13.36 11.44 37.93
302 20.29 21.35 11.93 7.29 32.07
303 20.07 70.82 11.12 10.88 35.00
304 20.28 25.23 13.55 8.52 38.68
305 20.37 31.03 14.05 9.15 40.62
306 20.23 35.58 15.54 8.49 41.91
307 20.48 33.81 13.98 8.45 37.38
308 20.26 40.72 16.00 9.16 43.14
309 20.35 62.37 14.59 9.87 37.33
310 20.28 78.39 11.20 10.15 32.25
311 20.38 22.74 14.16 8.42 33.11
312 20.48 42.11 14.48 10.23 41.32
313 20.56 45.70 14.87 8.98 41.00
314 20.60 75.72 11.44 11.20 34.76
315 20.54 38.66 15.00 8.13 45.23
316 20.48 51.57 15.24 8.12 45.24
317 20.54 53.12 14.71 9.23 41.54
318 20.78 56.18 15.60 9.34 44.49
319 20.46 54.74 17.00 8.00 47.90
320 20.71 79.53 9.76 9.98 30.17
321 20.68 74.10 13.07 11.56 36.77
322 21.04 27.09 14.27 8.77 37.84
323 20.80 23.85 13.71 7.41 37.98
324 20.72 70.57 14.08 12.90 38.54
325 20.65 72.80 13.33 7.67 45.33
326 21.00 43.29 15.73 8.85 43.03
327 20.93 63.87 14.08 9.28 41.04
328 21.04 68.23 13.91 11.83 41.69
329 21.07 36.40 14.94 8.25 41.72
330 21.10 17.40 11.39 8.01 29.04
331 21.21 40.56 15.43 8.67 43.27
332 21.36 51.73 16.45 8.79 42.31
333 21.04 39.52 17.26 10.53 47.58
334 21.11 65.96 12.86 10.95 38.09
335 21.30 31.33 14.98 8.80 39.53
336 21.05 53.84 17.06 11.31 40.19
337 21.05 38.17 17.78 9.22 51.78
338 21.29 45.42 15.94 9.69 45.12
339 21.17 60.62 12.25 9.85 43.75
340 21.41 47.42 14.78 10.83 44.86
341 21.46 25.43 14.00 9.12 39.62
342 21.36 33.27 14.85 8.79 41.40
343 21.43 58.05 14.08 10.49 39.82
344 21.19 71.62 14.00 17.00 34.50
345 21.61 59.83 14.94 10.52 42.41
346 21.63 70.06 12.42 10.38 39.66
347 21.68 77.37 11.77 13.30 37.12
348 21.83 28.80 15.20 9.11 40.28
349 21.66 67.06 12.15 11.78 37.00
350 22.23 80.32 9.99 18.07 30.92
351 22.04 54.21 15.24 10.38 43.79
352 21.71 21.78 13.82 8.27 36.27
353 22.04 41.74 15.38 10.40 43.31
354 22.21 22.81 14.43 9.28 35.53
355 21.99 49.41 16.28 10.41 44.80
356 22.12 64.39 13.61 12.10 40.42
357 22.15 30.67 14.55 8.77 39.58
358 22.15 43.96 16.54 9.71 47.08
359 21.99 57.49 15.75 9.88 39.81
360 22.08 20.84 11.97 9.33 33.44
361 22.14 33.26 14.04 10.06 39.39
362 22.18 38.79 16.08 9.61 46.92
363 22.13 66.19 12.79 12.17 38.83
364 22.55 26.01 14.17 9.17 38.08
365 22.69 27.93 14.85 9.52 37.63
366 22.45 48.38 17.00 10.97 47.03
367 22.48 51.18 16.03 10.73 44.69
368 22.52 56.33 15.68 12.33 42.43
369 22.37 60.04 13.62 10.47 41.97
370 22.54 69.18 12.58 16.47 35.05
371 22.72 19.94 14.03 10.79 35.98
372 22.59 61.67 15.87 15.00 37.20
373 22.84 37.02 15.65 10.50 42.42
374 22.61 58.42 15.58 12.64 41.73
375 22.74 67.24 13.20 15.46 39.39
376 22.52 75.40 11.83 19.92 37.17
377 22.75 32.38 15.63 10.20 38.67
378 22.98 40.50 16.30 9.59 46.75
379 23.19 76.57 12.77 20.24 41.87
380 22.83 74.37 13.63 23.79 37.23
381 22.73 30.13 12.75 11.31 37.56
382 22.83 35.14 14.63 9.49 38.96
383 22.94 78.96 14.11 32.36 34.88
384 22.91 47.80 16.73 8.91 45.06
385 23.18 53.07 15.48 11.48 47.65
386 22.96 15.71 10.58 8.36 28.53
387 22.86 72.03 12.89 17.75 39.53
388 23.24 64.58 14.59 18.72 37.27
389 23.17 70.29 12.55 19.84 39.68
390 23.63 38.79 15.93 11.09 41.86
391 23.23 50.14 16.35 12.65 46.42
392 23.30 43.38 16.73 9.95 45.95
393 23.32 29.40 14.98 9.65 39.32
394 23.28 59.04 14.65 14.63 44.88
395 23.38 61.37 15.54 13.77 40.83
396 23.37 25.30 12.97 9.63 36.40
397 23.46 56.49 15.64 14.32 41.80
398 23.63 21.29 13.31 10.88 35.09
399 23.67 23.01 14.01 9.93 38.74
400 23.68 34.18 14.69 9.65 42.67
401 23.59 45.00 17.31 10.62 45.20
402 24.09 17.36 12.22 11.96 32.51
403 23.76 32.04 15.62 11.69 39.46
404 23.51 74.78 13.06 38.75 33.38
405 23.46 19.74 13.00 12.89 35.67
406 23.71 81.40 11.26 34.57 29.54
407 23.82 46.77 16.46 12.42 44.09
408 23.42 48.06 17.50 11.25 48.50
409 23.77 71.97 13.82 42.05 35.70
410 23.93 62.67 14.41 15.31 42.05
411 23.71 69.22 13.41 29.56 41.50
412 23.85 14.25 10.07 10.20 27.77
413 23.87 51.42 16.37 12.21 47.08
414 23.94 78.90 12.76 40.01 31.77
415 24.15 36.87 15.20 10.61 42.30
416 23.90 59.74 15.23 17.69 42.69
417 24.17 26.45 13.95 10.64 39.47
418 24.14 42.26 15.66 10.37 45.54
419 24.07 49.35 14.74 13.14 41.76
420 23.94 28.51 13.84 10.52 41.20
421 24.09 15.82 11.44 11.89 29.58
422 24.04 19.47 12.81 12.28 33.69
423 24.24 65.27 13.78 23.46 40.03
424 24.37 57.05 16.60 18.01 44.26
425 24.48 52.84 15.37 13.31 47.45
426 24.55 69.34 13.56 49.08 35.51
427 24.52 76.41 14.12 54.89 33.23
428 24.55 54.84 16.43 15.18 45.76
429 24.73 73.76 13.70 59.30 33.26
430 24.60 44.71 16.70 13.05 45.70
431 24.43 64.16 14.00 21.71 42.64
432 24.36 71.21 14.88 30.38 49.62
433 24.68 21.18 12.89 12.96 37.52
434 24.69 28.61 14.67 10.73 42.65
435 24.58 30.75 15.28 12.47 40.68
436 24.68 40.93 15.98 12.06 43.15
437 24.81 60.07 15.14 21.53 45.37
438 24.80 81.84 11.53 52.71 29.78
439 24.79 33.63 15.51 11.78 44.90
440 25.21 38.47 17.19 14.62 45.44
441 24.86 48.82 19.45 17.20 49.65
442 24.90 22.33 14.30 15.53 34.37
443 24.94 43.16 16.13 13.74 46.23
444 24.69 58.85 16.67 17.83 46.17
445 25.19 78.63 13.17 63.49 33.96
446 25.26 71.19 13.48 70.56 36.73
447 25.27 24.20 12.67 13.47 36.22
448 25.35 47.35 17.72 15.89 46.92
449 25.44 57.73 16.46 27.10 48.39
450 25.20 66.93 14.41 65.92 33.56
451 25.33 64.50 15.95 58.12 37.91
452 25.26 14.87 11.20 16.14 31.44
453 25.83 34.84 16.02 14.60 44.27
454 25.37 31.97 16.12 15.35 41.84
455 25.43 53.15 17.61 20.33 45.96
456 25.45 17.44 13.23 18.02 36.33
457 25.30 45.47 16.73 13.59 46.27
458 25.51 50.67 18.30 19.86 46.55
459 25.63 28.85 15.04 15.29 41.77
460 25.70 40.68 16.10 14.36 46.24
461 25.78 19.39 14.16 20.40 37.48
462 25.66 20.75 13.25 21.36 37.31
463 25.74 42.57 17.56 16.02 44.52
464 25.86 75.57 14.16 85.48 34.21
465 25.91 68.72 13.74 86.49 31.24
466 25.66 16.27 12.36 18.21 39.29
467 25.91 61.41 16.26 64.96 39.41
468 26.05 80.81 13.76 76.71 35.21
469 25.86 83.97 10.94 59.08 28.03
470 26.07 44.72 16.16 16.67 46.59
471 26.12 48.82 18.10 19.12 46.63
472 26.00 13.26 11.16 31.37 25.23
473 26.16 72.96 14.56 93.04 35.99
474 26.05 31.20 14.98 13.46 43.62
475 26.35 66.05 14.55 91.79 35.55
476 26.52 63.44 14.38 91.22 36.69
477 26.36 17.43 13.22 35.57 30.28
478 26.63 38.41 16.93 17.78 46.42
479 26.34 51.08 16.13 24.49 49.28
480 26.39 43.42 16.80 16.00 46.20
481 26.55 77.98 14.12 94.73 36.27
482 26.51 56.95 16.50 47.88 43.03
483 26.54 20.89 14.15 37.87 31.03
484 26.78 70.54 14.15 107.50 34.70
485 26.66 35.45 14.96 17.72 43.89
486 26.81 24.95 14.11 22.43 39.32
487 26.87 59.43 18.06 76.17 40.24
488 26.90 29.16 15.71 23.83 40.69
489 26.70 31.29 15.62 18.24 42.57
490 27.00 85.65 10.69 60.11 26.42
491 27.05 19.13 12.75 48.98 36.59
492 26.69 52.17 16.50 22.75 56.25
493 27.32 12.79 10.78 57.07 26.53
494 27.13 82.87 12.38 70.59 34.58
495 27.19 68.04 14.16 117.28 36.37
496 27.23 15.63 12.14 58.22 30.39
497 27.11 43.37 17.29 20.02 47.46
498 27.18 75.36 17.31 137.50 43.98
499 27.32 61.48 16.65 109.42 37.22
500 27.12 41.32 17.22 17.33 48.98
501 27.13 51.24 17.05 44.68 42.50
502 27.14 39.60 16.22 21.06 48.03
503 27.42 17.69 11.97 61.38 30.98
504 27.39 55.67 15.99 76.15 40.89
505 27.34 53.41 17.25 62.41 38.30
506 27.33 32.44 15.52 22.24 45.24
507 27.45 80.01 15.53 91.69 38.44
508 27.19 35.71 16.20 15.30 51.80
509 27.53 65.66 15.15 129.77 36.56
510 27.63 72.61 14.30 123.06 35.93
511 27.49 45.08 16.77 25.75 48.23
512 27.63 46.60 17.57 48.40 39.40
513 27.69 30.38 16.46 34.67 41.05
514 27.68 20.41 13.28 71.60 30.51
515 27.89 21.78 13.24 64.67 34.48
516 27.86 63.54 16.30 129.71 40.29
517 27.83 26.08 14.75 50.99 34.85
518 27.94 57.50 17.10 111.28 42.85
519 27.86 78.09 14.84 101.96 41.18
520 27.89 41.23 19.96 54.09 46.78
521 28.04 87.33 9.67 53.86 30.81
522 28.13 70.02 15.36 133.96 38.53
523 28.01 38.35 17.79 29.82 46.50
524 28.11 43.23 15.92 51.12 41.50
525 28.19 59.82 17.27 135.56 39.85
526 28.22 28.65 15.30 54.33 35.88
527 28.22 51.83 17.34 78.09 41.53
528 28.25 11.04 10.76 88.93 25.29
529 28.24 32.44 16.10 51.07 36.74
530 28.27 76.93 14.69 94.90 37.86
531 28.34 49.72 17.99 79.29 42.34
532 28.36 54.06 18.26 109.08 44.29
533 28.43 81.11 14.81 76.00 42.00
534 28.64 15.37 13.19 98.19 32.68
535 28.30 16.59 12.41 99.41 33.12
536 28.30 37.00 17.84 48.47 38.11
537 28.39 67.33 15.56 142.67 37.83
538 28.48 74.59 15.05 115.72 39.12
539 28.53 45.15 17.18 75.37 39.99
540 28.53 23.45 14.01 76.15 31.87
541 28.54 47.69 16.96 76.56 41.67
542 28.45 82.54 13.92 76.72 43.88
543 28.53 84.55 13.32 63.75 37.39
544 28.70 18.70 13.28 98.76 32.28
545 28.66 34.74 17.74 63.81 40.19
546 28.79 13.30 12.47 105.06 27.81
547 28.89 61.88 18.01 153.42 41.63
548 28.88 41.90 17.63 82.79 39.72
549 28.93 64.63 16.11 147.85 41.42
550 28.90 39.40 17.31 67.32 38.99
551 29.09 55.76 17.19 138.38 42.55
552 29.05 72.16 16.89 141.61 45.35
553 29.11 79.24 15.83 82.33 53.59
554 29.08 30.78 15.98 90.71 36.71
555 29.05 58.10 20.80 200.33 51.35
556 29.22 25.57 14.37 101.41 33.64
557 29.21 28.04 15.05 103.82 35.76
558 29.31 36.66 17.64 85.81 43.08
559 29.32 21.21 13.22 115.70 34.23
560 29.29 51.00 18.10 126.82 43.17
561 29.44 86.42 13.97 63.57 54.61
562 29.47 69.74 15.40 136.49 46.49
563 29.38 76.38 14.28 96.89 53.45
564 29.52 33.16 17.78 105.42 39.31
565 29.50 46.54 18.41 128.32 42.88
566 29.52 53.50 18.01 130.35 44.57
567 29.50 67.37 15.68 141.85 43.06
568 29.57 43.92 17.29 118.70 39.19
569 29.55 82.22 15.14 71.89 63.53
570 29.64 59.76 17.90 161.91 45.77
571 29.75 10.84 10.89 108.90 26.62
572 29.76 48.79 18.39 136.26 41.81
573 29.96 16.19 13.48 127.86 32.35
574 30.04 23.19 14.70 130.39 34.83
575 29.90 38.80 16.82 108.59 42.73
576 30.01 41.43 17.83 129.10 44.87
577 30.03 63.24 17.60 149.07 47.08
578 29.88 89.32 8.86 26.76 45.41
579 30.06 13.77 12.02 128.17 30.55
580 30.22 74.07 15.47 94.21 54.19
581 30.17 65.47 16.36 135.70 51.67
582 30.28 83.97 17.36 64.25 82.84
583 30.18 57.11 18.01 149.28 46.50
584 30.13 80.37 16.15 59.04 77.69
585 30.22 18.95 14.46 140.00 33.85
586 30.17 29.96 15.13 143.68 37.32
587 30.24 35.40 17.41 125.22 38.64
588 30.28 27.31 15.56 148.09 38.40
589 30.39 71.31 16.68 108.99 56.96
590 30.33 52.07 19.14 145.71 44.21
591 30.53 88.74 11.17 37.97 56.73
592 30.46 61.12 18.92 152.98 56.70
593 30.49 45.69 18.45 156.30 43.77
594 30.55 54.69 18.25 139.52 48.02
595 30.46 77.09 16.17 75.31 68.32
596 30.66 33.22 16.72 154.92 37.78
597 30.69 68.41 16.67 118.73 70.65
598 30.76 25.18 14.72 145.15 37.14
599 30.76 50.00 19.10 152.00 45.03
600 30.66 86.71 13.00 38.88 66.60
601 30.80 43.50 18.35 148.10 42.25
602 31.05 9.30 10.26 105.21 30.02
603 31.02 20.98 14.79 140.85 36.72
604 30.98 37.42 17.66 148.21 41.88
605 30.95 39.67 17.31 158.46 42.71
606 31.02 47.74 19.32 151.27 48.29
607 30.98 58.86 17.38 130.96 61.14
608 30.84 79.49 16.45 54.81 80.81
609 31.10 31.15 16.32 163.34 40.18
610 31.19 15.36 13.62 127.32 38.50
611 31.15 12.15 12.73 121.71 35.93
612 31.20 85.49 14.41 43.19 76.11
613 31.26 66.23 18.15 117.33 77.15
614 30.95 88.39 13.62 42.12 57.00
615 31.24 63.05 17.92 119.37 89.00
616 31.33 72.83 16.21 82.93 82.91
617 31.47 41.59 18.47 158.63 46.62
618 31.44 28.44 15.31 167.55 40.68
619 31.40 56.60 19.28 136.14 67.66
620 31.50 35.17 16.93 153.41 41.87
621 31.39 52.10 19.38 132.59 57.87
622 31.45 78.21 16.52 60.00 95.11
623 31.64 18.74 14.22 124.13 40.90
624 31.67 75.55 16.00 62.38 87.24
625 31.65 23.39 15.30 140.77 41.19
626 31.58 69.82 16.74 99.61 94.29
