#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
rge10 14A 4 even-skipped Kruppel giant
166 16.48 58.79 21.70 17.11 31.80
167 16.62 47.93 21.49 19.06 47.91
168 16.84 29.15 16.34 13.02 27.18
169 16.67 73.22 16.58 8.47 15.87
170 17.00 24.86 14.20 11.58 29.91
171 16.93 70.38 16.89 11.28 19.56
172 17.00 41.47 20.97 16.83 48.65
173 17.13 62.55 20.77 15.22 31.11
174 17.22 64.88 20.07 15.03 26.91
175 17.24 51.81 21.73 18.38 54.93
176 17.37 46.09 21.23 18.11 61.57
177 17.51 67.54 19.25 12.99 23.92
178 17.46 36.98 19.07 15.92 42.69
179 17.62 22.93 13.14 10.35 34.90
180 17.46 54.37 21.51 18.62 51.22
181 17.47 57.21 21.04 17.74 42.67
182 17.54 60.08 20.94 18.68 40.05
183 17.70 49.41 21.03 18.83 68.29
184 17.75 32.34 19.63 14.91 42.02
185 17.76 39.30 21.68 17.71 53.59
186 17.88 34.84 18.96 16.43 49.98
187 17.84 27.52 16.37 13.21 43.42
188 17.76 43.85 21.30 19.73 68.62
189 17.83 72.21 17.20 10.51 20.73
190 18.33 30.49 18.80 15.32 59.04
191 18.44 69.55 19.95 13.17 25.03
192 18.60 40.91 21.74 18.79 75.25
193 18.50 52.92 23.03 19.32 75.74
194 18.50 56.01 21.82 18.59 63.81
195 18.56 47.48 22.40 18.92 80.62
196 18.51 61.58 20.56 16.25 41.04
197 18.56 64.30 22.16 15.54 32.82
198 18.65 58.53 23.61 18.30 56.66
199 18.82 25.72 16.00 12.49 51.79
200 18.81 50.81 24.89 19.14 87.77
201 18.79 37.33 23.29 16.78 68.87
202 18.83 42.92 22.54 19.16 80.93
203 19.00 45.20 22.12 19.10 86.52
204 19.03 66.82 20.82 14.95 30.88
205 19.10 73.05 18.35 11.10 24.28
206 19.14 22.53 14.37 9.38 45.92
207 19.16 34.32 19.74 17.03 70.81
208 19.21 28.83 17.39 15.18 61.24
209 19.45 54.65 25.03 19.33 89.00
210 19.52 70.50 21.62 12.40 28.89
211 19.52 32.00 18.73 16.02 70.47
212 19.57 39.38 22.15 17.04 91.00
213 19.51 48.98 23.17 19.23 102.41
214 19.66 59.82 22.31 18.66 61.09
215 19.73 62.34 23.95 16.79 50.61
216 19.85 57.13 23.66 18.70 70.93
217 19.97 46.85 24.77 20.32 99.26
218 20.00 52.67 24.94 18.73 94.20
219 19.95 74.90 19.07 9.89 24.29
220 19.97 36.94 22.00 17.31 93.52
221 20.00 43.34 22.53 18.94 97.02
222 20.04 64.97 22.50 16.25 38.61
223 20.32 41.18 22.71 19.22 100.04
224 20.23 68.00 25.35 14.54 33.68
225 20.29 24.78 15.52 12.12 66.66
226 20.29 27.40 18.30 14.01 72.86
227 20.44 50.78 25.04 20.19 114.44
228 20.45 30.23 19.56 14.59 81.06
229 20.43 34.89 21.34 17.13 94.43
230 20.76 45.03 24.63 19.35 104.76
231 20.69 72.16 22.55 11.24 29.44
232 20.70 21.80 15.10 10.13 66.21
233 20.71 54.90 24.43 18.78 87.35
234 20.87 32.91 20.84 16.10 92.23
235 20.85 38.77 23.74 19.57 108.00
236 20.85 48.66 26.87 20.41 112.61
237 20.80 59.80 24.31 18.55 68.60
238 20.94 62.86 25.51 16.76 55.70
239 21.11 57.35 27.07 18.91 82.76
240 21.22 74.88 23.85 11.19 33.86
241 21.38 36.71 23.68 16.77 110.20
242 21.36 42.82 25.46 19.74 113.80
243 21.32 65.79 24.36 16.02 45.78
244 21.50 53.07 28.27 19.82 105.09
245 21.57 68.25 27.01 15.07 41.00
246 21.61 26.54 18.44 12.91 84.29
247 21.67 46.71 26.55 19.53 109.71
248 21.76 29.13 20.78 14.94 94.68
249 21.72 23.78 17.65 11.64 74.02
250 21.65 40.49 25.59 19.98 121.80
251 21.77 70.60 27.83 13.73 38.98
252 21.70 77.08 20.84 8.84 29.97
253 21.83 31.49 21.55 15.50 96.32
254 21.77 19.83 15.15 9.02 60.85
255 21.82 50.96 27.19 19.04 109.35
256 21.87 34.36 22.90 17.75 111.81
257 21.90 61.24 28.12 18.23 70.81
258 21.96 55.35 27.19 18.86 100.97
259 22.09 48.71 27.17 21.49 121.24
260 22.20 63.67 28.23 17.38 58.82
261 22.13 44.70 26.89 19.66 116.73
262 22.10 58.85 27.16 19.59 74.14
263 22.29 38.30 24.54 18.65 116.73
264 22.25 73.36 26.13 12.86 38.89
265 22.69 42.82 25.68 19.81 122.76
266 22.78 56.95 30.08 18.80 94.66
267 22.88 22.19 17.54 10.74 74.90
268 22.78 35.71 24.04 17.79 115.63
269 22.84 65.52 29.98 16.38 61.75
270 22.74 40.79 26.65 20.56 126.07
271 22.90 52.72 28.59 20.34 113.38
272 22.79 68.57 30.81 15.27 47.34
273 22.97 25.17 20.16 12.79 80.95
274 22.95 27.92 21.65 15.19 97.65
275 23.04 33.27 24.51 17.85 115.00
276 23.04 77.67 25.87 9.52 37.31
277 23.14 19.20 15.82 9.28 70.36
278 23.00 31.02 22.18 15.70 103.06
279 23.01 46.20 27.26 19.23 126.02
280 23.05 50.38 30.07 19.00 121.07
281 23.14 61.76 31.36 18.39 78.53
282 23.23 71.81 31.88 13.16 45.92
283 23.28 54.80 32.03 20.52 109.72
284 23.39 75.06 28.36 11.90 45.36
285 23.32 59.28 32.17 18.08 89.13
286 23.35 48.22 30.91 21.95 121.44
287 23.51 39.52 27.34 20.32 129.97
288 23.52 37.37 24.66 18.41 119.54
289 23.67 43.88 27.85 20.50 117.00
290 23.97 29.63 23.17 16.54 100.71
291 23.81 66.82 36.40 17.06 66.72
292 23.92 69.73 38.11 15.86 56.91
293 24.01 41.63 30.23 19.07 123.45
294 23.94 16.75 17.43 8.24 67.02
295 23.99 34.75 26.33 19.02 111.20
296 23.99 56.94 35.67 20.86 109.09
297 24.16 64.18 39.20 17.52 81.94
298 24.19 24.23 22.01 13.04 81.74
299 24.20 27.12 22.54 14.57 92.67
300 24.13 52.14 36.29 19.94 124.92
301 24.23 21.33 19.24 10.89 74.48
302 24.24 31.76 26.68 18.14 114.33
303 24.16 45.66 27.68 21.84 126.16
304 24.25 49.96 32.99 21.12 126.60
305 24.22 61.81 39.65 18.79 91.84
306 24.47 47.58 33.26 20.74 133.43
307 24.45 77.12 35.47 11.36 45.59
308 24.46 54.16 36.75 21.86 122.68
309 24.56 59.29 37.79 19.21 107.38
310 24.56 73.48 38.06 13.55 53.46
311 24.57 36.44 25.82 19.65 118.71
312 24.56 38.84 29.25 19.88 124.32
313 24.77 67.89 46.93 16.30 71.94
314 24.96 19.10 20.03 9.86 74.34
315 24.90 33.44 27.88 17.26 112.60
316 24.87 43.92 33.64 20.27 128.04
317 25.07 70.75 45.78 15.30 63.91
318 25.00 80.15 38.93 9.06 45.60
319 25.05 56.04 42.85 20.67 119.23
320 25.20 65.67 55.00 18.44 89.70
321 25.23 16.26 20.97 8.44 70.05
322 25.14 41.60 32.83 20.50 131.10
323 25.23 29.25 26.97 16.71 104.26
324 25.34 61.02 49.85 20.47 112.34
325 25.37 26.67 27.31 13.68 96.26
326 25.22 49.27 37.48 20.73 133.88
327 25.25 52.08 42.30 21.55 133.98
328 25.46 24.42 24.11 12.76 91.00
329 25.46 46.15 36.17 20.20 136.61
330 25.55 63.39 62.35 19.03 112.97
331 25.55 22.03 24.79 11.27 87.01
332 25.54 31.64 27.37 16.51 110.28
333 25.57 35.03 30.14 18.68 119.22
334 25.48 39.74 30.86 20.39 128.22
335 25.63 75.66 46.92 12.34 57.06
336 25.51 37.48 28.89 19.75 114.39
337 25.64 57.79 45.79 21.22 120.09
338 25.81 53.98 46.82 20.93 128.57
339 25.83 68.37 66.77 17.83 88.97
340 25.86 72.72 54.67 14.92 72.95
341 25.90 43.13 37.18 20.73 129.65
342 26.00 50.57 45.58 22.10 134.29
343 26.12 78.16 52.27 11.34 57.34
344 26.10 81.28 48.10 9.63 49.91
345 26.09 48.24 42.55 21.46 141.30
346 26.21 59.53 64.35 19.78 125.39
347 26.30 19.53 28.54 11.11 80.03
348 26.33 28.07 29.73 14.99 101.82
349 26.36 40.95 38.16 20.05 135.78
350 26.41 55.91 56.43 21.54 128.79
351 26.37 44.81 40.85 22.36 141.58
352 26.44 30.50 31.73 16.75 116.12
353 26.45 66.43 84.45 19.56 102.08
354 26.55 16.92 32.62 9.36 79.59
355 26.56 38.84 37.63 20.68 131.28
356 26.56 70.30 78.94 17.38 87.02
357 26.63 32.71 31.90 17.41 111.49
358 26.52 36.67 35.88 20.39 129.95
359 26.63 61.81 83.75 21.21 121.46
360 26.62 52.48 54.82 21.71 125.33
361 26.69 64.20 90.06 20.35 116.39
362 26.61 25.28 33.42 14.44 98.25
363 26.73 34.71 34.43 18.52 117.91
364 26.79 22.27 31.69 12.44 94.30
365 26.80 46.71 47.81 20.75 143.30
366 26.86 74.20 64.47 14.61 79.75
367 27.07 57.64 81.81 21.27 131.29
368 27.01 14.47 38.87 8.10 72.10
369 26.97 42.44 46.04 21.92 148.98
370 27.04 50.64 57.75 21.15 136.04
371 27.25 54.34 70.82 21.03 137.72
372 27.28 80.03 69.51 10.76 59.74
373 27.23 48.63 58.63 23.85 147.52
374 27.39 68.26 105.65 18.01 103.54
375 27.32 29.18 35.95 15.93 118.03
376 27.35 59.86 97.39 21.00 135.42
377 27.53 77.00 71.51 12.90 71.61
378 27.67 27.06 46.86 15.55 111.34
379 27.59 43.80 51.34 21.59 146.50
380 27.69 71.47 91.40 16.77 95.12
381 27.55 37.19 43.75 18.54 132.90
382 27.56 65.59 117.67 19.55 118.96
383 27.69 19.49 46.87 10.85 87.91
384 27.63 39.19 44.10 21.79 137.86
385 27.78 24.68 51.20 14.24 105.85
386 27.76 31.31 46.28 17.54 123.88
387 27.67 45.67 61.82 23.44 146.94
388 27.76 33.34 42.09 18.45 122.16
389 27.78 40.99 53.52 20.94 140.29
390 27.78 62.47 119.33 19.39 129.93
391 27.95 16.79 57.15 10.31 83.96
392 27.91 52.26 80.44 21.32 139.08
393 27.97 35.39 44.58 19.03 123.34
394 28.02 22.34 49.66 13.13 102.99
395 28.05 56.00 95.84 22.04 142.62
396 27.92 83.16 66.23 9.34 43.80
397 28.02 74.23 85.87 14.96 87.32
398 28.24 13.81 65.67 8.10 75.35
399 28.18 49.97 83.26 22.23 138.67
400 28.22 47.53 81.03 23.02 140.15
401 28.23 81.76 71.56 10.03 54.87
402 28.28 58.19 125.09 22.09 138.25
403 28.52 60.27 141.64 21.83 132.70
404 28.46 42.53 73.53 23.02 145.57
405 28.46 54.02 109.86 23.65 142.84
406 28.46 68.97 112.59 18.83 99.78
407 28.50 29.43 55.29 17.04 124.18
408 28.57 64.16 134.78 21.57 138.82
409 28.66 66.58 123.22 19.71 115.90
410 28.57 37.79 57.43 19.19 142.02
411 28.68 78.94 78.24 11.41 73.90
412 28.70 45.11 87.30 20.81 152.56
413 28.79 26.24 71.77 15.48 110.92
414 28.81 40.25 73.54 20.16 134.02
415 28.86 32.09 64.64 17.98 122.61
416 29.02 76.22 86.83 14.49 76.44
417 28.96 18.70 75.59 10.90 91.06
418 28.99 21.39 77.42 12.29 102.37
419 28.97 34.40 71.32 20.82 128.57
420 29.10 73.09 106.75 17.44 95.77
421 29.07 51.24 110.29 23.02 147.28
422 29.20 61.98 145.38 21.66 129.26
423 29.11 48.97 99.27 23.57 141.23
424 29.12 56.83 138.14 23.23 150.04
425 29.30 23.95 90.03 15.29 109.05
426 29.23 70.66 111.73 17.95 95.97
427 29.25 84.61 69.65 9.50 47.38
428 29.44 15.85 90.48 10.16 85.04
429 29.39 28.33 95.16 17.40 118.37
430 29.39 36.56 81.81 20.96 144.05
431 29.30 43.26 103.15 21.50 146.56
432 29.35 46.97 111.05 22.39 144.86
433 29.37 81.39 78.44 12.13 61.52
434 29.52 12.81 85.53 8.16 68.48
435 29.62 55.08 153.18 24.09 143.90
436 29.43 53.13 128.78 23.02 142.88
437 29.55 38.93 94.93 20.26 140.91
438 29.58 59.02 150.08 24.07 143.70
439 29.65 64.85 133.39 21.00 129.69
440 29.73 30.67 98.20 18.10 124.12
441 29.84 68.00 123.22 20.51 112.04
442 29.79 33.03 106.33 19.73 134.49
443 29.92 41.39 120.67 22.57 142.92
444 29.85 45.09 129.58 23.18 153.52
445 29.93 26.26 114.38 16.22 115.29
446 30.11 49.56 138.62 24.36 147.77
447 30.11 18.71 110.63 12.19 89.22
448 30.18 21.60 116.25 14.32 98.30
449 30.17 35.22 119.22 20.33 134.24
450 30.16 51.80 149.31 24.16 146.18
451 30.32 77.59 91.45 14.57 75.03
452 30.18 74.43 96.73 17.73 88.92
453 30.39 56.88 150.62 23.97 143.05
454 30.25 60.94 141.77 22.66 142.64
455 30.37 86.52 67.94 9.20 39.40
456 30.42 43.24 146.14 21.90 152.60
457 30.30 47.52 138.36 23.58 151.07
458 30.46 10.88 92.44 7.35 69.73
459 30.48 63.23 131.10 21.22 136.41
460 30.40 70.76 114.55 19.60 99.18
461 30.47 28.60 133.77 17.52 122.80
462 30.48 37.69 122.09 22.07 142.82
463 30.53 80.34 79.72 13.34 62.78
464 30.60 24.11 131.56 15.52 101.35
465 30.51 39.76 129.45 23.02 146.00
466 30.54 53.98 158.94 24.10 141.82
467 30.72 83.41 73.32 11.52 47.02
468 30.61 65.81 119.02 21.10 125.02
469 30.72 59.10 137.81 22.29 144.02
470 30.72 32.94 139.20 18.74 136.93
471 30.94 16.61 110.53 10.76 81.71
472 30.85 30.81 133.62 17.77 124.32
473 30.77 45.28 153.94 24.21 153.60
474 31.05 13.79 103.50 8.75 82.53
475 31.02 51.18 159.85 23.96 149.54
476 31.11 26.52 150.88 17.41 116.77
477 31.13 48.76 157.88 25.04 151.53
478 31.15 67.83 114.44 21.56 113.64
479 31.17 41.62 146.34 21.81 142.92
480 31.23 19.82 126.82 14.12 93.85
481 31.17 35.71 142.82 21.25 133.14
482 31.33 72.39 97.47 19.17 93.35
483 31.31 75.20 98.96 17.63 85.06
484 31.40 55.61 147.63 25.22 150.15
485 31.36 62.16 122.52 22.66 137.66
486 31.46 46.70 157.38 24.02 150.68
487 31.47 53.39 159.16 26.09 144.61
488 31.67 22.21 127.52 14.97 95.13
489 31.58 43.71 163.95 22.75 144.57
490 31.62 39.68 162.62 22.85 143.79
491 31.63 57.80 131.97 24.03 141.12
492 31.67 29.25 143.77 18.85 120.97
493 31.68 33.63 142.55 21.02 139.27
494 31.65 37.67 142.63 22.07 134.25
495 31.70 64.92 117.06 21.99 126.39
496 31.79 69.79 105.27 20.93 104.92
497 31.76 86.19 64.54 10.30 34.07
498 31.80 60.24 119.70 24.93 136.52
499 31.90 11.44 97.12 7.90 70.30
500 31.99 77.38 86.36 16.12 69.83
501 31.81 80.09 80.97 13.98 59.31
502 32.00 24.50 143.00 15.96 101.52
503 31.92 50.45 160.36 25.15 151.54
504 32.17 31.65 144.68 18.82 131.86
505 32.22 15.91 102.64 11.14 77.06
506 32.27 82.62 74.94 11.93 45.75
507 32.26 27.13 150.91 19.06 111.57
508 32.26 48.42 152.34 22.66 148.34
509 32.38 18.87 115.63 13.29 86.82
510 32.39 35.75 138.99 21.91 131.28
511 32.38 41.79 148.73 23.86 149.89
512 32.39 45.77 155.02 24.32 148.93
513 32.41 67.07 102.92 23.39 119.13
514 32.48 52.37 147.42 25.98 148.64
515 32.46 62.87 110.87 23.60 130.94
516 32.49 54.54 136.73 23.86 147.64
517 32.52 74.56 93.48 19.15 77.31
518 32.64 56.68 121.66 25.15 151.08
519 32.69 71.72 87.69 19.96 92.19
520 32.74 58.92 112.90 23.95 132.04
521 32.73 39.71 156.05 24.17 136.33
522 32.74 43.79 153.57 22.89 151.73
523 32.92 30.11 142.82 19.74 127.00
524 32.81 33.55 142.36 20.57 139.94
525 32.98 37.62 138.14 21.60 138.00
526 33.09 14.24 98.39 10.56 69.09
527 33.05 22.43 111.50 15.14 96.51
528 33.00 60.91 103.54 23.09 120.84
529 33.04 50.41 146.33 25.50 143.12
530 33.12 64.92 90.93 22.71 118.41
531 33.14 68.99 93.84 21.79 104.11
532 33.14 80.36 76.95 15.99 50.73
533 33.20 25.14 129.95 17.43 101.76
534 33.32 11.18 83.43 8.54 64.38
535 33.25 47.40 127.91 24.38 148.31
536 33.30 84.23 76.03 13.16 31.91
537 33.37 27.88 133.97 18.32 109.34
538 33.31 76.75 78.02 18.68 58.33
539 33.53 20.15 107.09 14.22 94.19
540 33.67 34.96 125.78 22.28 131.99
541 33.79 17.20 91.20 12.21 76.82
542 33.72 41.23 131.48 22.10 137.86
543 33.69 45.36 127.39 24.50 141.97
544 33.67 52.36 121.70 26.10 138.37
545 33.71 54.34 100.98 25.91 128.43
546 33.66 62.87 95.40 23.50 114.58
547 33.82 66.80 89.94 24.11 106.22
548 33.86 32.49 121.68 21.52 130.05
549 33.70 73.14 82.81 20.18 68.87
550 33.86 8.07 64.37 6.90 46.08
551 33.88 43.25 128.80 24.61 144.84
552 33.80 56.34 99.09 24.38 138.59
553 33.91 39.10 133.17 23.00 146.94
554 33.96 49.13 125.08 24.80 139.18
555 33.92 58.60 98.85 24.42 126.38
556 33.99 87.85 59.58 13.21 16.80
557 34.08 70.18 86.87 22.41 82.17
558 34.16 30.15 117.81 20.49 120.36
559 34.22 37.11 118.70 21.37 133.25
560 34.31 60.69 98.34 26.70 111.86
561 34.30 78.27 81.45 18.37 47.79
562 34.34 81.51 77.59 18.10 37.10
563 34.45 13.88 78.63 10.89 63.28
564 34.41 22.65 92.43 15.49 90.81
565 34.35 25.26 108.17 17.21 100.53
566 34.39 47.29 111.34 24.38 131.55
567 34.50 50.99 106.70 25.21 128.77
568 34.40 85.49 71.23 14.04 21.32
569 34.55 27.85 106.10 18.84 105.19
570 34.47 65.06 87.13 23.31 101.02
571 34.59 75.14 83.51 21.16 46.86
572 34.83 10.74 63.38 8.48 55.79
573 34.74 68.10 80.69 23.82 85.29
574 34.81 20.02 83.01 14.08 86.40
575 34.85 35.45 108.52 21.62 126.58
576 34.81 45.04 107.00 25.02 142.15
577 34.86 53.15 96.73 25.85 126.02
578 34.82 63.00 91.51 26.49 108.12
579 34.79 84.11 80.05 16.50 21.38
580 34.90 41.87 105.45 23.82 132.05
581 34.92 55.41 84.29 26.37 119.30
582 34.86 72.26 93.17 22.62 62.58
583 34.97 39.54 105.63 23.33 134.39
584 34.99 57.48 85.94 26.44 120.28
585 35.12 31.38 98.05 18.75 117.75
586 35.32 33.43 106.88 21.42 115.42
587 35.18 16.97 74.98 12.81 70.06
588 35.35 89.29 60.73 14.50 9.32
589 35.31 49.81 96.51 26.65 127.68
590 35.33 59.38 90.04 27.41 107.98
591 35.49 26.50 88.57 18.19 89.84
592 35.53 23.98 80.14 17.17 90.47
593 35.49 37.59 95.59 23.48 128.62
594 35.56 79.98 95.22 22.70 25.75
595 35.63 29.28 85.75 20.45 100.07
596 35.54 43.82 97.13 23.45 125.78
597 35.43 47.58 86.72 24.28 124.85
598 35.57 69.49 90.70 27.03 61.39
599 35.23 71.04 95.00 25.00 63.71
600 35.55 61.41 86.36 27.58 97.90
601 35.57 64.86 87.81 25.12 80.04
602 35.62 76.94 93.00 23.54 32.76
603 35.87 86.29 83.68 18.39 14.03
604 35.83 83.19 82.97 19.30 18.14
605 35.81 13.51 59.74 10.18 56.26
606 35.69 74.24 90.98 24.82 40.12
607 35.92 21.69 71.23 16.55 79.70
608 35.83 52.32 91.00 27.22 116.12
609 35.90 66.98 88.12 25.72 75.78
610 35.97 45.95 92.50 26.59 109.46
611 35.86 54.49 86.39 27.95 106.23
612 35.97 40.74 86.26 22.71 109.82
613 36.22 19.13 61.45 14.90 68.69
614 36.25 10.42 46.25 9.76 45.09
615 36.19 34.92 85.33 22.40 106.58
616 36.05 72.60 97.19 26.10 35.65
617 36.15 58.14 91.00 27.90 94.53
618 36.34 31.06 83.62 20.26 98.34
619 36.36 42.59 88.13 25.67 113.36
620 36.23 62.97 87.77 26.50 74.73
621 36.35 49.02 85.14 26.76 109.44
622 36.37 56.12 86.64 29.04 98.91
623 36.55 16.24 57.14 13.29 57.12
624 36.44 51.00 85.00 27.94 109.25
625 36.40 71.47 96.55 28.41 41.07
626 36.62 36.82 86.94 22.35 116.29
627 36.53 39.03 91.86 23.69 113.58
