#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
sl15 14A 4 Kruppel even-skipped fushi-tarazu
166 15.03 61.28 15.05 6.29 39.43
167 14.97 56.10 15.42 6.32 37.77
168 15.24 69.17 13.00 5.98 29.52
169 15.18 25.87 19.38 7.02 41.29
170 15.30 64.73 15.49 7.16 36.05
171 15.33 18.08 19.00 6.40 38.98
172 15.40 49.02 18.98 7.78 40.62
173 15.57 29.02 20.16 8.58 41.00
174 15.62 16.22 16.05 6.73 35.22
175 15.72 55.79 15.27 6.10 39.40
176 15.73 34.14 20.98 6.74 45.31
177 15.74 67.34 13.10 7.04 36.97
178 15.64 59.56 15.85 6.38 38.23
179 15.80 63.29 14.78 7.03 38.21
180 15.78 39.78 21.72 8.06 45.20
181 15.74 46.95 19.16 7.84 40.50
182 16.06 50.81 17.31 6.81 38.97
183 15.94 22.75 17.47 5.91 39.44
184 15.95 42.89 19.05 7.54 44.32
185 15.99 26.47 19.91 6.86 43.95
186 16.24 15.04 15.50 5.61 34.37
187 16.09 30.29 19.68 8.30 42.38
188 16.16 65.63 13.90 6.86 37.14
189 16.03 48.25 16.40 6.07 40.00
190 16.16 21.57 18.62 8.00 39.00
191 16.25 57.69 15.35 6.85 38.32
192 16.28 70.01 13.29 7.29 32.32
193 16.45 19.73 18.59 7.24 41.02
194 16.56 36.53 20.96 7.38 45.64
195 16.77 46.33 18.56 7.39 44.24
196 16.71 60.66 14.93 8.16 37.68
197 16.53 40.23 18.74 8.44 46.44
198 16.59 31.75 21.27 8.43 42.57
199 16.70 68.77 14.29 7.34 35.82
200 16.74 17.06 16.57 6.57 35.20
201 16.71 48.71 17.70 6.87 40.22
202 16.69 62.85 14.79 7.07 38.79
203 16.76 29.49 19.48 8.15 44.03
204 16.74 33.72 19.93 8.00 46.24
205 16.84 43.00 18.96 8.51 44.51
206 16.74 13.84 14.52 5.84 33.32
207 16.85 38.48 19.41 7.81 43.54
208 16.98 67.45 14.21 8.62 36.48
209 16.96 25.81 19.62 7.40 42.06
210 17.17 28.22 19.83 7.82 45.30
211 16.92 71.13 13.57 9.03 33.71
212 16.84 18.50 19.78 6.22 41.67
213 16.96 20.21 17.22 7.00 39.78
214 17.13 50.03 16.85 7.37 42.89
215 17.24 37.37 19.83 8.06 48.33
216 17.49 41.19 18.97 7.75 46.52
217 17.54 15.93 16.68 6.20 36.02
218 17.15 66.35 14.20 7.20 34.00
219 17.37 24.28 18.00 6.31 41.38
220 17.48 32.05 19.54 7.79 45.35
221 17.52 62.42 15.36 9.93 38.31
222 17.46 18.94 17.14 7.70 37.55
223 17.32 69.39 14.75 9.25 33.12
224 17.46 22.56 17.88 6.39 43.33
225 17.63 44.70 18.09 7.55 44.77
226 17.67 47.84 17.15 8.02 40.63
227 17.63 21.02 16.81 6.63 39.33
228 17.62 35.64 20.62 7.80 49.13
229 17.94 54.82 16.10 7.10 40.40
230 18.04 68.13 14.27 9.87 38.09
231 17.67 59.83 15.20 9.40 35.80
232 17.86 28.06 19.47 6.88 43.18
233 18.01 50.16 17.79 7.44 42.95
234 17.95 20.04 18.57 7.33 40.33
235 18.11 72.04 12.46 10.91 34.49
236 18.41 23.90 17.82 8.14 41.69
237 18.31 26.58 19.49 7.96 43.84
238 18.28 42.75 19.31 8.55 47.35
239 18.30 60.63 14.81 8.76 37.96
240 18.40 33.95 19.15 9.00 47.28
241 18.28 38.39 19.70 8.82 45.07
242 18.37 29.07 19.21 8.13 44.74
243 18.52 62.87 15.58 8.51 37.87
244 18.13 70.43 12.67 13.33 34.33
245 18.46 13.96 15.57 6.27 33.06
246 18.52 36.31 21.42 8.53 47.96
247 18.65 46.76 17.98 8.04 46.53
248 18.53 30.33 18.44 8.04 44.70
249 18.67 56.86 16.25 7.34 42.09
250 18.49 64.66 15.33 10.39 40.81
251 18.53 69.96 13.55 12.75 36.25
252 18.51 66.43 15.22 10.89 39.83
253 18.68 40.32 20.04 8.70 47.81
254 18.78 51.23 17.70 8.35 42.02
255 18.80 58.96 15.61 9.86 36.50
256 19.17 73.87 12.58 18.49 32.18
257 19.18 32.37 19.90 9.17 46.83
258 18.89 72.12 14.81 13.27 35.92
259 19.18 67.28 13.81 13.09 37.40
260 19.19 16.11 17.60 6.91 36.62
261 18.96 17.44 16.64 6.00 38.45
262 19.20 42.52 19.18 9.67 47.82
263 19.30 64.92 15.68 10.51 41.21
264 19.25 69.19 14.84 17.89 35.57
265 19.25 28.50 19.10 8.10 44.40
266 19.36 12.68 13.66 6.55 30.62
267 19.40 30.68 19.38 10.17 46.21
268 19.18 55.30 16.19 7.96 40.22
269 19.37 37.97 18.83 8.38 48.17
270 19.49 45.22 19.48 7.81 46.59
271 19.57 19.59 18.04 7.84 40.80
272 19.41 35.26 18.64 8.83 48.38
273 20.20 40.74 19.58 9.20 49.50
274 19.96 60.86 15.46 9.01 38.99
275 19.43 71.09 13.11 18.34 39.00
276 19.73 52.43 17.09 7.74 44.33
277 19.66 62.79 15.31 10.31 38.31
278 19.54 26.46 17.76 7.06 43.82
279 19.85 34.29 19.40 8.94 46.96
280 19.55 49.80 18.67 7.00 48.33
281 19.75 17.01 18.70 7.20 38.20
282 19.96 68.27 14.00 15.79 36.18
283 20.27 50.19 18.62 8.23 46.09
284 20.05 73.07 13.61 23.30 37.39
285 20.07 12.17 14.92 6.00 28.46
286 20.08 27.26 19.45 8.76 44.69
287 19.93 70.57 14.80 21.00 41.20
288 20.20 20.79 18.57 8.76 38.95
289 20.84 36.57 19.74 9.11 50.61
290 20.16 38.67 20.00 8.85 48.58
291 20.24 59.04 16.08 10.58 42.06
292 20.30 67.01 14.56 17.69 38.78
293 20.39 31.29 18.97 9.00 46.44
294 20.84 64.72 15.35 18.04 38.44
295 20.58 22.06 17.80 7.86 40.53
296 20.69 69.82 14.43 39.02 34.65
297 20.40 55.32 17.33 7.38 46.29
298 20.91 14.29 15.91 6.48 34.70
299 20.79 43.66 21.12 10.20 50.86
300 20.73 52.31 17.90 9.05 43.62
301 20.87 75.60 12.84 50.71 34.32
302 20.93 34.71 20.26 9.28 47.53
303 21.00 26.69 19.61 8.86 46.28
304 20.95 72.82 14.33 52.78 31.38
305 21.08 45.77 19.24 9.44 50.47
306 20.90 54.64 18.26 9.74 47.04
307 21.29 58.35 16.36 10.03 43.97
308 20.97 32.06 21.88 9.24 49.35
309 21.12 67.69 15.76 35.58 33.73
310 21.37 20.78 19.60 8.37 43.17
311 21.33 30.94 20.31 10.23 47.20
312 21.52 50.84 18.06 9.67 45.58
313 21.31 60.94 16.07 14.41 39.00
314 21.35 28.73 19.79 7.58 43.42
315 21.61 39.47 20.60 9.69 48.67
316 21.30 53.48 16.90 8.94 47.74
317 21.85 16.54 17.33 8.75 39.63
318 21.56 66.06 15.54 23.84 39.92
319 21.69 55.55 18.00 12.91 44.60
320 21.43 42.36 18.78 11.22 51.44
321 21.84 70.73 14.65 73.93 34.76
322 21.68 22.00 19.33 9.00 41.79
323 21.76 23.23 17.69 8.48 40.24
324 22.09 75.09 14.66 89.62 38.34
325 21.93 12.63 14.75 6.81 34.17
326 21.91 27.38 19.71 8.35 47.55
327 22.04 42.27 20.09 10.39 50.18
328 22.18 77.72 13.35 80.36 31.60
329 22.17 68.11 15.15 64.95 33.93
330 22.36 53.46 19.11 11.30 49.09
331 22.17 30.38 20.25 9.00 46.04
332 22.23 35.07 20.32 10.36 47.31
333 21.99 36.78 19.94 9.00 50.31
334 22.12 61.23 16.44 20.65 41.24
335 22.14 63.97 15.32 24.03 43.55
336 22.50 72.57 14.00 104.79 34.76
337 22.40 49.98 20.82 11.72 49.87
338 22.65 65.76 15.95 56.70 35.56
339 22.63 46.51 19.29 11.18 51.77
340 22.53 22.33 18.29 9.03 45.03
341 22.64 25.41 18.63 9.39 44.56
342 22.55 48.29 20.71 10.35 49.19
343 23.02 55.74 18.49 15.01 47.12
344 22.67 38.72 19.43 10.96 50.26
345 22.74 27.61 20.40 9.87 48.53
346 23.21 13.90 15.99 8.33 37.49
347 22.89 18.15 18.04 8.75 41.88
348 22.75 32.75 20.03 10.95 46.05
349 22.85 51.38 19.90 11.87 48.69
350 22.96 61.92 17.00 35.67 40.67
351 23.49 33.18 20.29 10.07 51.33
352 23.11 42.17 20.68 11.79 52.23
353 23.49 28.45 21.23 11.13 48.25
354 23.28 69.26 15.34 102.85 37.18
355 23.55 63.88 16.24 79.52 38.29
356 23.47 76.97 14.37 111.91 36.48
357 23.45 36.86 20.61 11.66 49.69
358 23.45 52.87 19.34 14.88 46.05
359 23.31 11.82 15.07 6.74 33.77
360 23.41 16.24 17.53 8.84 39.27
361 23.54 73.62 14.23 119.97 34.90
362 23.54 79.83 12.65 85.51 31.97
363 23.54 23.00 18.26 10.88 43.77
364 23.68 48.45 20.35 13.19 49.40
365 23.44 20.80 19.81 10.25 39.88
366 23.92 35.08 20.10 11.48 50.97
367 23.69 38.91 19.56 10.40 49.58
368 23.80 50.93 19.15 11.74 51.06
369 23.89 41.19 21.72 11.91 54.04
370 23.80 57.21 17.91 18.59 48.21
371 23.79 46.59 21.53 13.00 52.21
372 24.21 61.43 18.11 65.96 42.79
373 24.19 65.89 16.59 122.72 38.17
374 24.05 43.80 21.07 11.31 53.84
375 24.23 11.61 15.73 8.61 34.67
376 24.22 54.82 18.52 19.40 48.70
377 24.38 70.70 15.75 131.65 38.70
378 24.47 30.27 19.58 11.69 48.22
379 24.46 17.57 17.91 10.48 39.88
380 24.76 45.66 20.57 13.79 56.31
381 24.56 81.40 12.41 73.51 38.77
382 24.56 67.93 16.49 142.36 38.84
383 24.16 31.05 18.67 10.33 47.67
384 24.57 40.23 21.10 14.06 53.67
385 24.63 76.11 15.58 117.97 40.37
386 24.54 37.67 20.65 12.50 52.35
387 24.98 28.23 20.73 12.57 47.36
388 24.91 33.22 21.44 11.46 50.30
389 24.65 50.93 20.61 17.19 52.33
390 24.76 73.60 15.59 130.76 42.20
391 24.91 78.71 14.72 102.56 45.23
392 24.67 19.66 17.85 12.75 39.10
393 24.82 21.03 18.37 10.63 42.50
394 25.03 63.46 18.06 126.57 37.02
395 25.24 42.36 20.67 15.06 53.61
396 25.21 59.61 18.58 79.08 43.65
397 25.18 35.91 21.31 13.08 46.92
398 25.44 54.41 19.99 31.84 51.74
399 25.55 38.47 21.43 16.72 50.80
400 25.34 10.60 15.41 10.14 32.02
401 25.52 31.35 21.14 12.14 50.40
402 25.13 39.70 21.29 12.86 51.14
403 25.60 65.86 16.49 151.18 42.86
404 25.50 20.51 18.45 12.68 43.58
405 25.74 69.11 16.06 146.10 42.35
406 25.71 71.81 15.41 127.58 42.61
407 25.65 17.20 18.67 13.98 42.04
408 25.76 18.92 18.50 13.60 42.29
409 25.84 61.44 17.73 136.97 42.85
410 25.85 81.33 13.62 67.82 71.21
411 25.87 44.43 21.59 20.38 52.64
412 25.79 75.92 15.19 118.82 56.97
413 25.61 30.40 17.71 14.14 51.71
414 25.99 50.10 19.98 28.29 54.20
415 25.97 57.71 19.22 82.97 45.38
416 26.13 21.80 19.30 16.52 44.41
417 26.45 40.18 20.92 22.37 50.77
418 26.07 48.41 20.73 25.34 52.46
419 26.36 35.85 21.84 19.20 51.97
420 26.05 78.72 15.37 72.53 96.42
421 26.12 33.59 21.02 16.23 49.71
422 26.38 63.41 17.27 158.56 46.28
423 26.06 37.18 22.09 17.00 52.45
424 26.43 46.07 21.62 30.71 56.31
425 26.36 53.17 19.79 52.17 51.62
426 26.64 73.98 15.96 117.48 66.33
427 26.57 67.16 17.70 163.21 46.73
428 26.20 19.72 17.67 18.17 42.00
429 26.32 30.55 20.73 18.33 48.33
430 26.62 27.84 20.36 19.09 49.27
431 26.55 55.39 20.84 87.33 48.30
432 26.68 59.54 18.93 135.58 45.82
433 26.59 9.65 13.82 14.59 31.31
434 26.72 14.35 17.30 20.04 39.54
435 26.41 38.72 23.60 23.20 53.80
436 26.79 51.41 21.85 66.02 50.31
437 26.73 83.26 13.31 45.10 105.76
438 26.80 37.81 21.49 21.32 53.61
439 27.03 24.57 19.11 24.49 45.46
440 26.87 71.23 16.38 133.38 62.31
441 26.77 47.10 20.81 28.19 57.81
442 26.96 19.10 17.51 22.10 41.56
443 26.85 20.35 17.39 19.57 41.61
444 26.87 49.26 22.47 54.92 48.97
445 27.02 31.19 19.62 22.67 46.05
446 27.25 65.27 18.61 152.86 52.34
447 27.21 34.01 21.18 24.43 50.93
448 27.30 57.19 20.74 134.71 48.51
449 26.96 47.78 23.20 39.20 61.80
450 27.39 68.89 17.39 145.10 60.40
451 27.21 22.28 18.08 27.00 44.62
452 27.47 61.15 18.34 156.12 47.42
453 27.23 75.65 14.71 52.62 105.21
454 27.25 11.19 16.38 35.19 31.92
455 27.69 77.84 15.37 72.65 126.11
456 27.71 52.68 21.67 117.73 52.12
457 27.40 83.52 13.33 40.96 102.67
458 27.62 85.38 12.13 31.34 111.96
459 27.36 45.13 20.36 36.21 59.29
460 27.76 63.11 17.63 153.24 53.82
461 27.74 54.84 20.61 153.20 50.56
462 27.56 42.57 21.72 36.89 58.22
463 27.69 47.92 22.74 69.63 54.54
464 27.80 50.05 23.00 100.81 50.97
465 27.73 19.95 17.32 42.08 42.81
466 28.14 43.79 22.06 78.85 54.62
467 27.88 74.35 15.92 80.57 111.12
468 27.72 21.49 18.00 33.86 46.29
469 28.08 46.10 23.56 83.45 55.50
470 28.10 58.89 19.78 157.32 53.31
471 27.93 72.11 16.74 106.00 104.35
472 28.24 10.38 15.70 54.36 30.20
473 28.17 23.44 19.31 57.10 41.52
474 28.31 33.25 21.19 59.34 47.67
475 28.25 12.96 16.60 53.67 35.72
476 28.75 35.13 22.11 83.77 50.57
477 28.11 41.54 21.49 68.15 49.51
478 28.71 30.70 21.13 70.98 46.07
479 28.61 81.71 15.27 41.83 123.77
480 28.69 25.78 19.60 74.96 41.06
481 28.45 39.41 23.42 73.18 51.06
482 28.34 83.57 15.42 48.67 115.94
483 28.38 67.91 17.77 112.64 103.34
484 28.59 28.31 20.75 66.51 45.86
485 28.06 20.91 19.00 45.00 43.00
486 28.57 37.13 22.90 78.87 52.59
487 28.47 65.42 18.59 116.96 77.99
488 28.42 15.65 17.77 64.36 39.91
489 28.61 56.55 21.58 157.02 54.25
490 28.86 70.33 17.49 83.51 132.57
491 28.87 75.91 17.01 60.10 131.74
492 28.76 51.47 21.49 159.14 56.44
493 28.85 79.18 16.49 48.72 129.94
494 28.91 19.11 18.37 81.71 37.57
495 28.82 48.92 22.90 149.52 56.15
496 28.90 60.52 20.21 148.51 73.07
497 28.86 16.87 18.72 78.37 40.47
498 28.84 53.98 20.86 158.81 56.05
499 28.97 21.79 19.29 100.12 40.18
500 28.92 62.75 19.20 134.04 83.29
501 29.02 73.31 17.00 58.93 133.96
502 29.11 41.85 23.76 124.39 53.21
503 29.14 45.23 22.10 147.48 53.97
504 28.90 84.46 12.12 37.62 124.50
505 29.42 12.19 18.90 136.19 40.03
506 29.39 58.19 20.81 146.32 79.76
507 29.51 47.49 22.59 177.46 57.26
508 29.45 14.85 18.86 121.81 40.51
509 29.52 67.32 18.48 75.88 135.03
510 29.58 9.68 15.13 104.35 30.03
511 29.53 39.45 22.61 118.92 53.97
512 29.62 24.24 20.02 145.06 39.03
513 29.67 32.92 22.20 124.67 48.80
514 29.65 55.65 22.64 163.17 77.41
515 29.69 64.81 19.53 89.83 142.69
516 29.71 83.67 16.94 48.43 115.77
517 29.49 72.21 16.81 69.10 136.19
518 29.74 37.25 21.71 133.92 49.29
519 29.70 52.32 22.76 171.66 64.36
520 29.62 77.82 16.04 45.62 115.71
521 29.92 27.41 20.89 145.08 43.00
522 29.87 17.83 18.70 129.75 38.83
523 30.00 43.68 22.80 183.89 56.39
524 30.06 50.05 22.25 164.99 65.08
525 30.05 74.52 17.00 52.82 123.76
526 30.16 80.36 17.28 45.54 130.17
527 30.06 62.56 19.84 99.04 151.78
528 30.10 21.98 20.18 163.35 42.64
529 30.16 30.26 20.13 145.19 46.09
530 30.18 69.69 18.51 64.34 148.14
531 30.11 60.24 20.89 118.86 143.13
532 30.38 35.35 22.35 165.54 54.61
533 30.23 41.56 22.85 191.07 56.07
534 30.22 75.92 17.91 51.54 123.87
535 30.44 45.80 22.62 189.28 69.61
536 30.43 53.42 22.64 162.66 99.96
537 30.58 72.15 18.54 51.63 142.14
538 30.52 88.35 15.05 43.45 71.05
539 30.72 19.82 18.95 181.27 44.94
540 30.44 57.98 21.38 150.47 125.26
541 30.78 24.72 19.70 176.88 45.07
542 30.57 48.03 23.13 183.32 79.42
543 30.64 77.96 17.55 45.60 126.72
544 30.86 85.26 18.11 53.63 106.78
545 30.66 8.33 14.91 134.27 30.99
546 30.73 12.75 17.90 161.52 39.25
547 30.72 15.32 18.51 160.31 39.18
548 30.57 55.60 21.50 139.68 133.84
549 30.78 32.85 21.45 174.94 50.00
550 30.82 37.95 23.08 169.77 57.09
551 30.83 67.06 19.73 58.76 148.64
552 30.95 10.54 17.69 158.60 38.14
553 30.97 40.43 24.09 183.84 65.67
554 30.84 64.23 19.69 72.18 168.05
555 30.94 82.14 18.47 52.16 126.90
556 30.99 28.62 22.05 188.32 48.23
557 31.07 51.11 22.82 154.54 106.63
558 31.08 61.31 20.65 92.78 167.93
559 31.22 43.46 23.04 171.57 73.65
560 31.36 17.57 19.56 162.44 43.73
561 31.34 74.57 18.48 44.47 130.59
562 31.41 22.25 19.82 191.35 46.32
563 31.42 30.92 21.66 177.93 50.06
564 31.30 57.14 21.07 111.65 164.04
565 31.54 26.69 21.35 188.68 52.18
566 31.60 59.30 21.59 83.71 182.10
567 31.50 34.89 22.70 176.84 57.52
568 31.46 48.86 23.29 155.00 146.57
569 31.42 53.35 25.07 168.87 174.58
570 31.51 69.74 19.88 48.51 149.65
571 31.42 80.65 21.45 49.76 120.72
572 31.47 83.27 18.74 46.51 103.40
573 31.52 46.36 25.33 166.23 103.49
574 31.66 55.30 23.17 112.12 179.42
575 31.74 79.40 19.81 59.29 115.15
576 31.77 65.58 20.08 57.56 172.41
577 31.88 39.64 23.36 167.93 77.46
578 31.94 37.19 23.38 163.60 69.06
579 31.99 63.09 20.71 67.59 176.82
580 32.00 13.86 18.85 141.80 50.50
581 32.01 19.93 19.22 170.95 50.78
582 32.15 32.86 22.72 172.53 64.91
583 32.14 71.98 20.13 49.21 135.46
584 32.06 42.03 23.64 151.24 94.20
585 32.11 24.65 20.37 176.04 54.31
586 32.18 87.24 20.78 65.65 57.89
587 32.23 28.97 22.18 179.24 64.89
588 32.19 51.92 23.52 110.26 173.07
589 32.34 67.55 22.18 48.20 147.23
590 32.16 10.25 17.15 144.49 48.30
591 32.24 44.92 23.87 141.79 135.60
592 32.37 84.67 22.64 74.67 75.81
593 32.43 49.61 23.95 108.05 180.82
594 32.42 60.95 23.18 72.61 188.74
595 32.63 54.05 23.17 77.98 175.45
596 32.45 57.38 22.87 81.08 183.04
597 32.48 81.96 26.34 85.94 100.64
598 32.59 16.95 19.49 140.05 56.55
599 32.62 74.46 20.63 50.63 110.34
600 32.68 77.35 19.95 53.28 95.29
601 32.66 7.83 15.44 128.65 46.89
602 32.58 35.14 24.26 154.98 80.85
603 32.73 47.28 25.05 105.27 178.51
604 32.80 22.20 20.17 165.21 65.29
605 32.72 69.82 22.48 46.33 140.30
606 32.93 26.72 21.03 170.11 89.54
607 32.95 31.21 23.51 155.38 86.44
608 32.77 38.79 24.77 147.77 107.36
609 33.01 43.49 25.26 109.72 175.33
610 32.96 64.99 22.88 54.68 163.74
611 33.12 11.79 18.51 130.42 74.43
612 33.11 41.12 24.33 119.89 149.78
613 33.33 79.24 22.53 81.94 77.32
614 33.33 19.66 19.43 145.39 81.58
615 33.28 62.60 22.08 61.15 173.24
616 33.31 14.47 19.26 129.12 86.11
617 33.26 36.88 24.22 134.26 122.22
618 33.48 60.13 24.05 64.85 182.57
619 33.35 55.66 23.84 71.48 189.29
620 33.36 88.81 25.68 66.49 44.02
621 33.44 24.42 21.96 165.72 92.14
622 33.38 51.82 24.32 79.45 180.44
623 33.54 58.11 23.49 65.20 183.19
624 33.54 72.08 22.17 60.79 109.04
625 33.41 29.02 21.76 150.52 113.78
626 33.42 33.75 24.32 130.30 115.30
