#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
pf10 14A 4 even-skipped Kruppel giant

#Quantitative data
#<Nucleus number> <A-P coordinate> <D-V coordinate> <Fluorescence intensity: channel 1 - eve, channel 2 - Kr, channel 3 - gt>
1817 76.63 54.95 39.99 14.58 102.75
1818 76.70 60.72 49.49 14.25 101.55
1819 76.73 74.52 51.76 12.48 83.61
1820 76.60 33.14 33.08 12.80 73.10
1821 76.70 43.69 34.84 12.78 80.65
1822 76.86 15.46 21.83 6.31 65.11
1823 76.87 17.73 23.51 7.62 72.91
1824 76.93 45.78 34.71 13.63 86.97
1825 77.00 27.27 25.86 9.75 70.45
1826 76.91 82.65 44.60 9.71 56.44
1827 77.08 41.72 37.45 12.69 77.65
1828 77.04 71.59 58.96 11.88 93.29
1829 77.12 47.96 36.93 13.29 90.38
1830 77.12 52.58 38.61 14.12 93.87
1831 77.40 22.44 25.95 9.34 70.04
1832 77.35 58.61 39.76 13.36 91.52
1833 77.09 32.72 27.58 11.63 77.53
1834 77.45 79.71 47.17 10.75 76.50
1835 77.55 69.28 56.59 13.61 98.41
1836 77.57 39.68 37.90 11.74 70.80
1837 77.52 62.92 46.90 13.47 93.29
1838 77.68 29.18 28.52 10.27 64.68
1839 77.51 50.45 34.28 13.86 85.91
1840 77.50 56.12 35.54 13.50 94.94
1841 77.59 36.98 33.71 12.56 73.06
1842 77.80 67.06 57.98 13.75 95.41
1843 77.95 31.67 31.15 10.36 66.39
1844 77.80 34.04 32.79 11.82 67.74
1845 77.90 77.39 47.85 11.98 81.21
1846 77.87 43.93 39.72 12.33 75.20
1847 77.79 75.95 52.63 11.89 83.26
1848 77.99 19.58 26.62 7.62 61.98
1849 77.96 60.83 41.03 14.53 92.24
1850 78.07 54.19 35.59 14.44 86.50
1851 78.09 46.07 37.93 13.04 71.90
1852 78.11 73.61 51.10 12.20 90.62
1853 78.15 14.84 20.37 6.31 52.68
1854 78.21 65.11 50.87 12.92 91.91
1855 78.14 48.50 38.38 13.30 80.67
1856 78.44 17.08 24.68 7.04 55.10
1857 78.26 26.10 26.71 9.41 59.60
1858 78.25 41.81 40.27 13.17 69.95
1859 78.40 52.06 37.32 13.56 82.66
1860 78.48 57.16 35.90 12.88 81.40
1861 78.56 38.30 39.15 11.65 60.03
1862 78.95 22.80 32.63 9.28 63.23
1863 78.50 70.84 44.48 12.02 92.49
1864 78.71 35.89 39.49 11.23 63.88
1865 78.74 59.23 39.03 13.24 89.36
1866 78.83 50.16 39.76 12.97 70.76
1867 78.91 80.75 41.13 9.72 65.36
1868 78.74 29.68 35.08 10.52 55.60
1869 78.92 47.44 39.44 12.98 66.21
1870 79.04 44.78 41.22 12.30 63.84
1871 79.10 63.66 41.65 12.41 86.97
1872 79.16 68.52 43.97 11.68 87.10
1873 79.22 76.32 45.68 11.13 87.84
1874 79.50 78.80 39.78 10.22 75.46
1875 79.04 32.43 36.55 10.64 55.33
1876 79.27 40.48 53.32 12.08 62.05
1877 79.31 55.73 36.79 14.21 74.83
1878 79.26 61.37 39.76 14.77 88.94
1879 79.05 19.30 28.08 7.11 53.87
1880 79.42 42.63 49.39 12.00 61.49
1881 79.23 53.63 36.94 14.32 74.68
1882 79.17 71.69 41.68 12.60 92.62
1883 79.48 73.50 41.44 11.54 82.75
1884 79.23 29.89 32.80 10.40 52.25
1885 79.63 66.00 40.01 12.79 81.51
1886 79.48 27.42 37.34 9.21 57.35
1887 79.61 34.31 41.75 10.77 53.35
1888 79.75 51.80 42.21 13.13 63.43
1889 79.81 58.43 38.77 13.31 70.96
1890 79.90 38.71 54.92 11.61 53.99
1891 79.76 25.38 37.37 9.33 58.06
1892 79.70 18.93 31.42 7.13 48.74
1893 79.81 47.22 45.68 11.14 62.28
1894 79.85 49.64 46.88 12.50 59.88
1895 80.11 17.03 24.98 6.64 45.42
1896 80.21 21.21 34.32 7.90 48.46
1897 79.84 36.66 48.42 11.45 54.85
1898 80.11 29.20 49.01 10.02 51.57
1899 80.12 31.63 49.17 10.03 52.08
1900 80.09 44.62 53.94 13.40 55.09
1901 80.18 70.35 38.43 12.49 79.26
1902 80.37 60.82 37.66 13.39 71.85
1903 80.36 63.69 36.71 12.81 70.52
1904 80.40 53.97 43.24 13.80 65.01
1905 80.46 56.62 42.71 13.84 62.31
1906 80.53 80.49 32.83 9.03 58.94
1907 80.60 75.81 39.34 10.94 80.54
1908 80.41 40.90 58.50 12.14 57.86
1909 80.62 68.01 39.64 13.25 84.99
1910 80.52 18.89 33.46 6.77 49.03
1911 80.74 24.03 45.58 8.96 48.36
1912 80.79 35.66 60.71 10.82 46.29
1913 80.90 73.20 33.77 10.95 76.81
1914 80.69 48.66 60.13 12.48 51.02
1915 80.76 26.22 52.47 9.82 50.18
1916 80.93 43.07 63.38 11.62 55.36
1917 80.85 51.29 56.64 12.69 52.48
1918 80.84 46.37 61.95 11.50 53.89
1919 81.29 78.14 30.73 9.64 64.65
1920 80.89 38.08 59.95 10.90 46.82
1921 80.74 42.07 67.67 11.33 46.00
1922 81.10 59.13 41.66 12.46 55.28
1923 80.97 29.27 59.46 9.16 45.89
1924 81.29 65.63 39.14 13.06 63.28
1925 81.33 30.71 64.41 8.86 39.88
1926 81.16 19.01 33.04 6.35 45.46
1927 81.37 55.49 51.29 13.03 60.10
1928 81.41 62.50 41.49 11.94 57.01
1929 81.47 44.64 70.39 12.46 53.19
1930 81.50 40.77 68.00 12.73 46.58
1931 81.49 22.54 43.37 7.81 47.26
1932 81.58 53.47 59.09 12.92 49.72
1933 81.95 71.65 35.67 10.87 69.34
1934 81.59 32.15 67.17 9.87 41.89
1935 81.63 21.13 41.00 7.76 44.96
1936 81.75 48.93 70.14 11.30 44.81
1937 81.83 57.34 51.08 12.78 55.87
1938 81.83 69.13 33.58 11.52 65.03
1939 81.63 38.05 62.97 9.69 40.66
1940 82.03 75.27 29.21 10.19 69.47
1941 81.84 17.91 32.72 6.55 41.89
1942 82.09 26.37 64.19 8.85 43.40
1943 81.80 35.62 65.23 11.26 36.64
1944 82.17 43.08 73.34 11.46 46.06
1945 82.20 61.08 52.12 13.17 54.77
1946 82.01 19.79 41.43 7.76 46.90
1947 82.08 24.34 55.14 9.04 46.12
1948 82.20 28.50 65.73 9.70 41.23
1949 82.02 51.48 63.49 11.96 48.01
1950 82.15 46.38 72.58 11.97 46.90
1951 82.20 33.22 68.93 10.30 40.64
1952 82.13 64.19 46.39 11.89 56.74
1953 82.14 16.82 36.80 5.84 33.52
1954 82.13 36.89 69.00 11.64 38.36
1955 82.57 39.41 74.53 11.61 40.54
1956 82.58 58.98 62.12 12.90 48.20
1957 82.67 30.51 73.79 10.68 42.98
1958 82.71 54.74 61.14 11.93 45.43
1959 82.48 65.59 39.00 13.23 57.28
1960 82.53 21.33 46.41 8.02 37.76
1961 82.45 35.34 70.62 9.56 43.31
1962 82.83 48.14 77.84 13.33 38.78
1963 83.05 77.31 24.10 8.36 52.51
1964 82.70 36.35 70.21 10.42 35.21
1965 83.00 50.36 72.54 12.32 42.57
1966 82.75 33.87 75.45 12.40 37.35
1967 82.86 67.47 36.19 12.45 53.43
1968 83.09 73.85 30.73 10.52 59.64
1969 83.18 18.25 41.96 6.49 35.39
1970 82.99 41.64 77.66 12.38 39.34
1971 83.12 44.90 76.80 12.69 41.47
1972 83.12 52.73 67.37 12.22 42.23
1973 83.10 56.98 66.61 11.50 45.41
1974 83.11 69.30 35.93 11.21 53.70
1975 83.31 62.83 51.67 12.75 47.66
1976 82.90 37.39 73.36 10.55 35.18
1977 83.73 32.59 72.99 10.16 37.54
1978 83.36 34.80 79.19 10.31 37.20
1979 83.37 70.63 33.24 11.48 56.46
1980 83.68 28.39 70.38 9.54 38.95
1981 83.70 65.72 45.19 12.41 48.02
1982 83.49 37.81 77.22 11.51 39.69
1983 83.83 47.12 77.07 12.40 38.29
1984 84.06 43.10 79.54 11.87 36.49
1985 84.03 40.86 78.94 12.28 35.55
1986 83.86 25.01 62.77 8.66 44.14
1987 84.06 72.37 31.46 9.53 51.05
1988 84.04 49.54 74.12 12.74 37.16
1989 84.23 75.63 25.65 9.12 45.92
1990 84.07 21.46 58.68 8.24 36.32
1991 84.36 68.12 41.94 11.28 50.24
1992 84.03 54.53 66.17 12.24 30.93
1993 84.35 51.93 74.60 11.81 36.92
1994 84.20 38.71 72.43 11.47 41.45
1995 84.45 57.64 66.53 12.28 37.78
1996 84.41 45.21 76.95 12.03 34.45
1997 84.05 64.05 54.33 11.17 34.17
1998 84.32 26.73 58.62 8.69 39.42
1999 84.49 63.41 50.52 11.53 43.39
2000 84.34 20.41 50.47 6.53 29.94
2001 84.58 36.57 68.37 10.18 34.21
2002 84.71 23.46 56.91 8.37 31.81
2003 84.79 34.20 64.87 10.23 33.10
2004 84.85 60.79 63.43 12.02 37.26
2005 84.89 70.76 34.99 10.20 44.70
2006 84.74 54.08 71.79 12.21 38.53
2007 84.78 26.05 56.14 7.40 38.29
2008 85.07 47.24 72.58 11.88 31.59
2009 85.22 28.56 51.71 8.68 33.86
2010 85.09 40.49 65.36 10.81 32.69
2011 85.35 21.81 44.64 7.13 32.07
2012 85.30 32.01 52.92 9.41 31.94
2013 85.20 49.44 74.76 11.63 33.62
2014 85.41 65.59 51.65 10.71 38.61
2015 85.39 74.05 27.56 8.34 42.44
2016 85.35 38.17 64.41 11.14 32.37
2017 85.36 43.96 67.15 10.60 32.31
2018 85.46 55.79 71.92 11.90 30.86
2019 85.40 24.20 55.41 7.88 36.90
2020 85.32 27.43 53.85 8.38 28.54
2021 85.51 25.82 54.38 8.84 32.36
2022 85.68 35.63 54.57 10.03 29.58
2023 85.60 51.66 65.03 11.59 30.70
2024 85.71 67.97 51.25 10.43 41.68
2025 85.54 42.15 58.10 11.45 28.28
2026 85.90 53.84 71.77 12.47 32.68
2027 85.77 69.79 45.89 9.79 31.79
2028 86.24 71.79 36.54 9.01 37.84
2029 86.12 45.91 56.43 11.52 29.16
2030 86.09 60.56 76.33 11.03 32.85
2031 86.03 62.80 65.35 11.92 36.18
2032 86.24 30.16 46.48 9.46 27.68
2033 86.11 41.63 56.03 11.11 27.21
2034 86.05 26.86 46.55 9.79 29.07
2035 86.22 48.02 65.40 12.60 30.27
2036 86.07 40.08 60.50 9.69 26.69
2037 86.27 25.24 43.49 8.13 30.28
2038 86.66 50.13 58.71 11.39 28.97
2039 86.68 39.76 52.93 11.59 26.64
2040 86.68 21.13 34.71 7.39 26.75
2041 86.62 23.12 38.77 7.66 29.83
2042 86.45 28.12 46.67 9.20 30.73
2043 86.64 37.34 47.10 10.72 27.03
2044 86.61 43.70 48.26 11.00 27.09
2045 86.75 64.69 59.33 10.82 32.92
2046 86.78 66.60 54.03 10.00 35.40
2047 86.82 34.64 39.27 9.75 27.47
2048 86.75 52.57 56.62 12.31 30.73
2049 86.91 55.24 63.50 11.63 29.17
2050 86.93 58.55 67.22 10.48 26.52
2051 87.15 69.84 45.97 8.65 33.87
2052 87.01 26.23 37.10 7.90 31.26
2053 87.21 24.79 35.98 6.46 26.20
2054 87.28 32.73 33.01 9.55 26.10
2055 87.30 48.15 42.55 10.79 24.30
2056 87.21 46.03 41.38 12.32 28.94
2057 87.52 61.69 70.29 11.16 29.52
2058 87.27 42.21 38.64 11.66 26.07
2059 87.32 60.22 69.67 11.86 27.78
2060 87.14 57.43 74.00 10.29 22.00
2061 87.61 29.54 34.13 8.82 26.03
2062 87.54 44.85 37.20 10.84 22.40
2063 87.58 71.93 39.27 7.76 25.11
2064 87.83 36.05 33.15 9.47 25.61
2065 87.72 56.86 63.57 11.21 26.76
2066 87.68 38.42 37.75 10.06 24.18
2067 87.91 53.12 52.18 11.36 24.12
2068 87.92 40.73 32.52 10.19 24.78
2069 87.90 50.67 44.51 10.68 25.88
2070 88.05 63.29 63.46 10.88 27.73
2071 87.80 66.83 49.63 9.11 26.26
2072 88.15 27.22 29.39 7.46 27.46
2073 88.27 46.92 31.14 10.49 23.92
2074 88.40 33.91 23.31 9.58 24.05
2075 88.34 59.22 56.15 10.81 23.27
2076 88.50 67.89 47.31 8.94 25.54
2077 88.14 55.67 52.53 10.87 21.00
2078 88.41 39.14 31.43 10.35 21.26
2079 88.71 55.08 45.72 10.88 22.52
2080 88.48 70.11 45.48 8.47 29.74
2081 88.82 37.24 27.57 10.34 23.12
2082 89.15 57.76 47.97 11.46 23.00
2083 89.27 41.72 24.68 10.59 21.98
2084 88.95 25.10 25.75 7.26 22.60
2085 89.32 65.72 55.17 9.48 25.77
2086 89.00 27.51 26.21 7.12 18.69
2087 88.87 51.27 32.62 9.85 20.88
2088 89.10 52.83 34.15 9.88 23.88
2089 89.04 39.77 26.55 10.02 21.60
2090 88.92 28.79 23.54 7.77 24.23
2091 89.34 62.19 54.68 10.27 23.45
2092 89.31 35.41 23.23 9.29 22.00
2093 89.33 29.71 22.87 8.87 22.06
2094 89.39 32.28 22.28 9.02 25.18
2095 89.49 50.52 29.06 10.27 22.46
2096 89.36 33.83 24.95 9.35 18.50
2097 89.72 46.42 24.62 10.18 22.22
2098 89.68 48.37 25.32 10.57 20.93
2099 89.83 54.64 31.76 10.89 20.87
2100 89.88 31.54 22.83 8.42 22.27
2101 89.82 59.88 43.50 9.93 22.64
2102 90.25 64.02 45.88 10.00 19.84
2103 90.09 36.84 21.28 9.65 20.89
2104 90.05 39.01 21.66 9.56 22.14
2105 90.08 56.74 37.91 9.86 20.75
2106 90.25 52.47 27.48 10.63 19.81
2107 90.36 29.95 19.36 7.78 20.52
2108 90.26 26.17 20.02 7.77 19.58
2109 90.79 43.23 21.00 9.38 17.78
2110 90.51 50.41 23.36 10.41 20.36
2111 90.69 61.97 38.64 9.01 20.24
2112 90.65 33.74 20.50 9.09 20.06
2113 90.79 54.08 24.68 9.95 18.25
2114 90.91 32.04 19.30 8.28 19.15
2115 90.81 58.69 32.90 10.39 19.61
2116 90.74 38.33 18.00 9.67 20.60
2117 90.99 45.61 23.46 9.49 18.82
2118 90.94 40.97 22.29 9.25 16.18
2119 90.91 49.27 23.26 9.26 18.26
2120 91.03 37.45 20.61 9.46 17.25
2121 91.21 27.03 16.13 6.85 18.76
2122 91.47 30.54 18.44 8.18 17.39
2123 91.29 32.93 18.27 8.13 18.33
2124 91.33 48.02 20.50 8.34 19.92
2125 91.44 59.61 29.67 9.03 19.27
2126 91.54 53.85 23.71 10.41 17.49
2127 91.75 36.81 19.45 8.41 19.20
2128 91.70 57.52 25.65 9.02 20.02
2129 92.00 43.24 19.67 9.46 18.89
2130 91.82 60.65 27.55 9.93 17.34
2131 91.85 45.89 22.37 9.63 15.98
2132 92.35 63.27 25.90 8.22 15.45
2133 91.88 48.68 20.37 9.37 16.47
2134 91.93 33.28 19.37 8.82 15.94
2135 92.08 54.98 22.62 9.05 17.26
2136 92.19 51.31 21.88 9.33 18.30
2137 91.96 56.07 26.00 8.56 17.69
2138 92.21 59.14 24.63 8.34 15.71
2139 92.44 31.46 18.10 7.18 14.70
2140 92.37 38.21 20.92 8.89 17.41
2141 92.40 29.50 16.09 7.15 17.51
2142 92.52 53.21 22.78 9.56 15.97
2143 92.51 45.64 21.54 9.28 18.18
2144 92.42 60.80 21.05 8.90 17.29
2145 92.63 33.93 19.48 7.43 16.22
2146 92.98 36.60 19.60 8.72 16.46
2147 92.67 49.17 22.86 8.56 16.19
2148 93.23 43.16 20.79 9.26 16.91
2149 92.96 54.44 20.30 9.21 16.52
2150 92.80 61.33 20.00 7.22 13.00
2151 93.00 59.27 19.13 9.15 17.82
2152 93.51 31.22 15.02 6.90 15.54
2153 93.30 51.52 22.62 8.93 16.00
2154 93.32 40.55 18.31 8.71 18.73
2155 93.17 56.48 18.96 9.78 17.65
2156 93.52 42.02 23.15 7.45 15.15
2157 93.66 46.19 19.83 8.47 15.43
2158 93.96 44.68 19.49 8.20 14.80
2159 93.64 54.73 21.03 9.10 16.19
2160 93.74 56.15 21.00 8.15 13.76
2161 93.78 52.90 18.32 8.72 15.32
2162 93.93 33.12 18.37 8.67 15.31
2163 94.31 35.06 17.18 7.84 16.73
2164 94.02 36.40 19.11 6.22 15.67
2165 94.48 50.26 19.62 8.80 15.98
2166 94.31 54.12 18.74 8.45 14.40
2167 94.31 42.49 18.15 7.82 16.03
2168 95.21 52.45 18.36 8.02 13.70
2169 94.84 56.94 16.46 7.64 13.65
2170 94.82 46.42 21.21 8.66 15.18
2171 94.64 40.84 18.60 7.30 12.70
2172 94.83 43.85 17.64 7.91 14.69
2173 94.86 34.04 19.00 7.44 14.56
2174 94.93 41.93 18.29 7.90 15.58
2175 95.29 39.84 17.31 7.70 14.54
2176 95.19 35.93 18.12 7.84 13.24
2177 95.56 34.04 16.72 7.15 14.32
2178 95.44 37.07 17.29 7.79 13.54
2179 95.55 44.24 18.21 8.67 15.62
2180 95.59 54.61 16.15 7.70 13.39
2181 95.62 48.42 19.19 8.20 15.01
2182 95.88 42.13 16.71 8.02 15.56
2183 95.75 37.95 16.48 7.83 14.57
2184 96.14 36.17 15.42 6.08 11.60
2185 96.27 38.93 15.39 6.53 12.54
2186 96.13 47.14 17.33 6.67 13.67
2187 96.50 44.15 15.99 6.92 13.82
2188 96.45 52.42 15.33 7.56 12.13
2189 96.75 46.22 15.53 7.43 13.49
2190 96.51 37.28 16.20 5.93 13.87
2191 96.71 41.43 16.75 6.42 13.08
2192 97.05 40.19 15.04 6.50 13.62
2193 97.21 49.41 15.60 6.65 10.76
2194 97.40 44.19 16.02 7.32 13.26
2195 97.39 41.14 13.00 6.25 13.75
2196 98.10 44.21 12.67 6.96 12.88

