#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
kd8 14A 4 Kruppel even-skipped fushi-tarazu
166 15.34 51.61 12.50 14.10 43.00
167 15.80 59.98 10.83 11.75 42.56
168 15.71 66.40 10.07 11.89 39.60
169 15.98 50.48 11.25 10.81 46.47
170 15.69 27.99 9.77 8.80 46.70
171 15.86 33.98 10.42 9.42 43.27
172 15.86 57.56 11.49 12.16 42.73
173 15.54 63.33 9.80 11.80 41.60
174 15.79 48.21 12.18 9.91 47.64
175 16.58 72.39 7.92 11.98 33.22
176 16.00 32.15 11.22 11.25 44.94
177 16.03 36.40 10.47 9.62 44.94
178 15.95 63.99 10.17 11.06 40.40
179 16.14 39.78 11.29 9.50 43.58
180 16.07 45.98 12.11 10.51 50.84
181 16.11 52.93 10.91 9.48 47.65
182 16.03 48.94 11.18 9.82 50.09
183 16.39 27.43 9.69 9.29 47.27
184 16.71 67.14 9.73 12.93 38.50
185 16.45 25.00 9.78 8.00 43.78
186 16.57 64.24 10.52 13.19 40.52
187 16.79 69.27 9.49 12.24 40.36
188 16.70 34.37 10.42 10.08 45.58
189 16.61 37.18 12.47 11.58 43.16
190 16.54 48.71 11.00 12.77 46.54
191 16.66 45.72 11.94 10.78 50.17
192 16.93 53.68 12.10 12.50 43.20
193 16.90 30.86 10.70 8.85 43.95
194 16.71 32.83 11.75 8.33 46.83
195 16.90 43.78 11.14 10.37 43.71
196 16.94 56.23 10.67 12.24 44.41
197 17.03 58.82 11.03 11.64 44.74
198 17.00 38.56 11.31 10.14 48.82
199 17.12 21.16 7.61 6.70 36.09
200 16.98 51.10 11.34 11.14 50.31
201 17.11 47.90 11.47 11.16 48.64
202 17.22 61.04 10.75 13.56 43.04
203 17.28 22.84 8.93 9.00 41.18
204 17.00 46.42 11.20 10.50 50.20
205 16.95 63.42 11.00 14.17 40.83
206 17.36 27.24 10.37 8.50 43.18
207 17.44 33.33 10.06 9.94 42.85
208 17.56 29.28 10.84 8.68 43.12
209 17.51 49.43 11.22 11.27 45.66
210 17.48 36.68 11.06 9.67 47.83
211 17.64 52.02 10.76 11.31 48.33
212 17.50 66.98 11.71 21.47 41.29
213 17.68 69.93 10.20 16.32 39.14
214 17.70 74.30 7.67 13.27 29.96
215 17.96 44.43 10.93 11.27 46.53
216 18.40 42.08 11.65 11.15 50.44
217 17.68 55.09 13.58 14.00 47.50
218 18.09 56.74 11.08 12.69 46.06
219 18.00 64.96 11.28 16.91 41.96
220 18.07 46.68 10.92 11.97 45.19
221 17.91 53.83 12.47 13.28 44.69
222 18.01 59.13 11.16 13.41 45.61
223 18.63 67.01 10.67 16.72 43.29
224 18.09 25.92 9.40 9.35 44.40
225 18.41 39.26 11.10 11.00 47.91
226 18.56 23.66 9.47 8.22 43.55
227 18.26 71.15 9.31 17.56 37.89
228 18.58 34.48 11.41 10.99 45.95
229 18.47 37.12 12.20 10.34 48.20
230 18.46 63.32 10.69 19.51 41.05
231 18.39 27.24 9.70 9.65 41.57
232 18.29 52.84 13.64 15.55 43.64
233 18.48 49.07 11.68 12.39 48.64
234 18.43 61.01 11.23 16.07 42.54
235 18.72 75.09 8.28 20.41 31.56
236 18.64 51.79 11.86 13.03 43.86
237 18.72 28.58 10.02 9.19 47.51
238 18.64 54.77 12.52 14.20 46.44
239 18.92 32.26 10.85 11.15 44.89
240 18.86 50.39 11.76 12.62 46.28
241 18.84 71.47 8.73 21.33 41.80
242 18.92 36.37 12.40 10.67 53.33
243 19.11 58.31 12.10 16.22 47.20
244 19.06 72.94 9.45 21.82 36.95
245 19.18 53.30 12.33 14.05 46.67
246 19.37 69.44 9.97 21.59 40.04
247 19.34 20.28 8.28 7.52 39.39
248 19.38 60.88 12.08 16.03 46.20
249 18.99 68.82 9.20 19.60 43.00
250 19.30 55.61 11.73 15.08 46.73
251 19.21 29.81 10.92 10.31 49.85
252 19.71 31.13 10.89 10.53 48.89
253 19.56 62.83 11.83 19.79 42.77
254 19.62 38.96 11.94 10.65 45.67
255 19.51 64.70 10.88 17.49 42.85
256 19.85 33.57 10.10 11.21 45.54
257 20.37 41.02 11.87 12.33 47.28
258 19.90 26.00 9.45 9.74 44.88
259 19.84 28.19 10.14 9.80 47.16
260 19.89 75.77 8.25 18.28 34.48
261 19.90 67.09 11.88 23.26 40.59
262 20.32 45.03 12.17 12.73 49.06
263 20.08 58.48 12.51 19.23 48.94
264 20.18 47.25 12.29 13.51 48.13
265 20.25 52.87 11.80 16.11 46.28
266 20.07 73.95 10.00 32.15 31.24
267 19.95 43.24 10.67 14.44 46.00
268 20.18 22.85 8.55 9.65 41.65
269 20.21 24.28 9.12 10.33 42.79
270 20.52 37.10 11.86 11.25 47.43
271 20.20 65.85 10.57 27.05 39.43
272 20.23 20.73 8.82 9.55 37.68
273 20.54 62.07 10.83 21.26 44.07
274 20.35 72.49 11.24 35.34 34.89
275 20.55 68.70 11.58 27.30 41.22
276 20.61 64.24 10.91 20.72 46.72
277 20.46 32.10 11.77 11.62 44.92
278 20.73 60.00 11.48 18.03 44.41
279 20.92 27.83 9.53 10.70 43.39
280 20.53 49.64 12.43 16.08 46.78
281 20.68 75.96 9.16 41.07 28.38
282 21.10 30.15 10.50 11.74 45.70
283 21.05 54.63 12.35 17.94 46.33
284 20.93 24.97 10.02 10.63 41.98
285 21.29 22.52 9.96 9.30 42.71
286 20.83 26.36 9.60 10.00 40.60
287 21.06 33.53 11.22 10.87 44.56
288 21.13 67.02 10.62 29.00 41.59
289 21.02 29.03 10.06 11.00 47.11
290 21.22 52.36 11.34 19.73 45.59
291 21.44 35.69 10.97 12.22 45.51
292 21.51 49.22 12.22 16.59 49.25
293 21.43 57.68 11.56 19.22 50.22
294 21.21 75.37 9.50 44.21 31.36
295 21.52 64.81 11.24 43.05 41.63
296 21.60 42.43 12.35 13.86 49.63
297 21.69 74.08 10.28 53.47 33.67
298 21.56 39.12 12.00 12.57 47.21
299 21.41 25.79 10.17 9.33 46.83
300 21.92 71.03 10.55 56.60 37.77
301 21.54 32.33 10.71 11.71 46.50
302 21.77 46.71 11.62 15.20 49.84
303 21.69 60.28 12.32 33.70 45.35
304 21.81 24.12 9.72 12.25 41.53
305 22.01 68.39 10.38 53.99 38.05
306 21.72 66.45 10.22 26.39 45.44
307 21.85 18.89 8.33 9.67 38.07
308 21.66 53.36 13.29 22.57 47.00
309 21.82 33.41 11.33 15.07 47.07
310 22.01 26.92 10.39 11.91 43.53
311 21.99 44.89 11.69 15.79 50.86
312 22.43 76.50 9.76 59.19 31.92
313 22.18 52.51 12.41 23.86 47.18
314 21.98 57.89 11.90 19.70 51.00
315 22.11 24.86 8.67 14.17 45.17
316 22.25 29.51 10.20 13.25 42.93
317 22.50 39.35 11.75 16.54 44.61
318 22.35 34.95 11.79 16.63 47.27
319 22.82 32.60 11.23 14.77 51.30
320 22.61 50.75 12.86 24.37 48.11
321 22.71 65.88 11.34 61.40 37.98
322 22.52 48.60 12.94 19.79 50.82
323 22.50 54.90 12.56 28.09 48.02
324 22.58 58.38 13.00 47.96 42.96
325 22.64 63.10 12.03 56.32 40.18
326 22.61 20.63 9.33 11.45 40.33
327 22.73 44.21 11.77 17.87 48.94
328 23.02 41.56 11.55 17.70 47.67
329 22.73 46.95 13.10 19.64 47.98
330 22.61 19.21 8.89 9.67 39.17
331 22.80 24.69 11.39 11.50 43.04
332 22.95 73.24 10.91 82.89 35.29
333 22.92 60.64 12.81 54.90 39.83
334 23.10 69.95 11.68 80.87 38.12
335 23.09 26.18 9.73 11.58 43.79
336 23.18 30.60 11.03 14.05 48.18
337 22.95 33.98 11.29 16.43 48.71
338 23.38 78.51 8.69 75.00 32.38
339 23.00 35.34 12.22 14.94 45.78
340 23.04 53.61 13.12 33.56 51.76
341 23.08 23.18 8.89 13.50 41.39
342 23.39 36.84 12.26 14.29 46.47
343 23.48 67.54 12.02 93.35 37.72
344 23.38 45.61 11.89 17.27 52.67
345 23.16 59.56 11.60 38.10 54.90
346 23.50 48.81 11.75 25.61 47.75
347 23.55 54.55 13.96 51.26 51.57
348 23.29 20.66 8.67 14.40 40.93
349 23.63 56.66 13.25 61.24 44.49
350 23.35 21.72 9.43 13.64 41.71
351 23.54 52.30 13.23 34.19 52.35
352 23.88 58.88 14.01 71.46 42.71
353 23.42 34.71 10.86 20.29 48.14
354 23.79 62.42 12.67 89.95 41.69
355 23.96 22.94 9.80 14.32 43.92
356 23.71 40.18 11.92 20.92 49.96
357 24.02 74.89 10.48 97.41 37.13
358 23.74 26.80 10.61 18.72 44.00
359 23.96 25.46 9.67 13.84 47.82
360 23.81 28.75 9.94 11.21 45.74
361 23.95 33.99 11.51 17.67 47.72
362 23.94 43.30 13.02 19.12 47.70
363 24.19 65.22 12.09 104.75 40.87
364 24.11 71.42 11.21 102.47 38.56
365 24.17 82.04 8.30 68.11 26.39
366 23.93 46.29 12.78 29.16 51.38
367 24.08 50.76 13.30 53.91 40.93
368 24.18 16.32 8.13 15.70 37.04
369 23.96 18.22 8.19 16.62 40.44
370 24.20 21.22 8.89 12.91 43.20
371 24.24 39.20 12.85 22.29 49.00
372 24.18 19.64 8.97 15.20 43.77
373 24.42 41.46 12.54 22.83 49.79
374 24.60 37.41 11.58 24.42 50.55
375 24.54 77.34 11.08 99.55 37.57
376 24.36 46.98 12.96 26.07 55.39
377 24.49 53.06 13.29 68.71 45.66
378 24.61 68.37 12.21 126.22 40.42
379 24.45 23.99 9.11 15.89 41.00
380 24.70 55.75 13.29 81.71 48.08
381 24.81 60.78 13.25 116.52 41.94
382 24.59 48.19 13.59 52.22 45.11
383 24.95 79.83 9.55 89.95 32.86
384 24.54 26.21 12.00 20.12 46.38
385 25.03 18.04 8.51 21.09 39.13
386 25.09 63.26 12.59 127.38 43.49
387 25.00 24.69 10.71 18.54 46.09
388 24.89 44.71 11.58 25.21 52.94
389 25.16 73.00 12.08 129.56 37.77
390 24.81 25.58 10.57 19.57 41.86
391 25.22 58.22 12.96 117.93 46.56
392 25.05 21.85 9.70 19.43 44.48
393 25.25 50.00 12.69 77.47 44.39
394 25.40 29.73 10.57 23.30 45.43
395 25.35 27.88 10.58 20.30 46.06
396 25.37 46.75 13.84 62.17 50.96
397 25.40 39.21 12.46 28.27 50.88
398 25.54 75.36 11.43 124.76 39.24
399 25.18 43.56 11.18 32.91 57.18
400 25.69 84.23 7.50 67.20 28.49
401 25.63 70.57 11.93 135.15 39.09
402 25.89 22.80 10.29 29.94 42.64
403 25.54 52.48 13.52 109.40 47.15
404 25.75 65.53 12.89 147.78 43.47
405 25.45 34.80 11.53 29.59 46.74
406 26.00 81.50 10.27 88.10 37.66
407 25.81 54.96 13.52 119.36 45.08
408 25.68 36.66 12.47 29.36 51.38
409 25.72 26.02 10.47 22.13 47.62
410 25.90 68.12 11.79 162.75 42.01
411 25.80 31.85 11.08 26.24 47.43
412 25.62 43.05 12.33 23.60 56.67
413 25.74 44.57 12.90 57.61 46.71
414 26.01 77.87 13.68 135.63 49.92
415 26.15 60.32 12.62 153.85 47.15
416 26.38 48.36 13.01 104.49 45.95
417 26.41 57.44 13.95 154.82 47.92
418 26.32 62.97 13.71 155.21 46.87
419 26.45 50.75 13.90 129.81 48.49
420 26.42 14.59 7.73 49.60 34.41
421 26.44 37.38 13.32 56.77 43.66
422 26.60 73.17 11.57 126.12 44.05
423 26.71 46.08 13.76 102.76 50.41
424 26.49 25.61 10.35 29.29 44.94
425 26.72 41.60 13.13 71.48 47.41
426 26.77 43.88 13.28 82.49 49.04
427 26.72 53.25 14.39 150.68 44.69
428 26.62 29.45 11.31 33.66 47.10
429 26.81 18.96 9.85 53.29 41.61
430 26.80 35.25 12.86 57.32 45.43
431 27.00 66.98 13.30 173.50 44.85
432 27.09 70.02 11.64 140.25 46.09
433 27.13 76.14 11.66 117.15 50.11
434 27.19 79.23 11.35 95.61 54.55
435 27.30 82.84 9.70 76.84 51.68
436 27.27 16.54 9.39 74.74 38.63
437 27.02 32.53 11.38 54.53 44.97
438 27.21 55.49 14.16 174.31 51.00
439 27.19 21.12 9.84 58.59 39.58
440 27.41 85.57 8.80 67.76 47.71
441 27.30 59.39 13.53 183.79 48.89
442 27.50 64.60 13.28 168.66 50.07
443 27.48 23.59 9.74 58.99 39.36
444 27.54 39.56 13.84 94.68 47.54
445 27.45 61.97 13.28 177.95 52.45
446 27.69 13.43 8.12 86.76 33.45
447 27.51 28.64 11.65 67.01 43.46
448 27.61 49.34 14.16 156.45 47.01
449 27.59 37.05 12.99 89.76 45.36
450 27.64 51.54 14.33 179.84 51.52
451 27.63 25.96 10.82 61.12 41.37
452 27.79 42.19 13.41 120.49 46.57
453 27.86 47.11 14.20 161.56 52.75
454 27.90 34.04 13.52 98.86 45.47
455 27.84 72.59 13.06 128.86 53.65
456 27.97 30.99 11.41 86.52 41.53
457 27.98 57.32 14.49 184.33 53.27
458 28.06 44.75 13.62 142.14 49.97
459 28.01 53.61 14.59 193.86 49.19
460 28.13 18.41 9.97 93.68 44.43
461 28.12 67.79 13.30 162.40 63.01
462 28.35 75.08 12.31 109.23 73.46
463 28.41 77.82 12.42 96.07 74.60
464 28.24 21.81 10.06 88.00 40.55
465 28.31 20.22 9.94 98.14 43.22
466 28.48 60.03 14.33 177.29 62.53
467 28.61 70.45 12.70 125.02 75.73
468 28.58 84.94 10.07 57.10 74.06
469 28.68 15.90 9.24 112.83 39.05
470 28.64 35.82 12.85 137.75 48.53
471 28.73 28.09 11.33 105.26 43.05
472 28.70 62.74 14.48 168.37 80.38
473 28.77 38.07 13.64 144.79 50.18
474 28.77 25.22 11.17 99.78 42.83
475 28.80 40.39 13.92 151.57 46.70
476 28.84 65.44 13.09 158.92 78.98
477 28.87 49.20 15.00 187.16 56.70
478 28.86 42.76 14.68 172.03 51.03
479 28.91 32.70 12.19 134.48 46.48
480 28.99 51.44 15.27 189.72 55.56
481 28.98 54.28 15.73 205.95 57.91
482 29.48 82.66 12.28 67.18 85.46
483 29.12 46.90 15.46 174.85 54.34
484 29.12 56.55 14.94 190.10 60.09
485 29.28 13.33 7.88 124.80 36.63
486 29.27 22.50 10.31 116.29 42.26
487 29.17 73.00 12.91 110.31 89.38
488 29.40 19.30 10.40 138.30 43.56
489 29.40 30.27 11.88 152.48 45.14
490 29.43 44.64 14.45 169.23 54.91
491 29.33 68.14 12.78 135.61 108.20
492 29.51 58.64 15.55 166.66 81.29
493 29.64 76.40 13.07 78.03 108.47
494 29.67 35.10 14.03 162.22 50.74
495 29.74 79.96 12.91 68.96 95.57
496 29.78 61.16 16.10 154.25 96.07
497 29.82 86.43 10.59 48.74 71.33
498 29.89 63.80 14.80 131.10 119.04
499 29.84 38.68 14.23 173.22 53.33
500 30.02 16.64 10.17 138.94 45.15
501 30.02 27.18 11.74 148.24 45.01
502 29.94 41.74 14.60 175.01 56.02
503 30.04 52.61 16.03 194.84 77.71
504 30.12 24.63 11.13 137.56 40.61
505 30.10 71.24 13.73 103.16 111.59
506 30.01 32.62 12.80 180.26 45.83
507 30.14 48.63 15.06 176.24 72.72
508 30.13 55.09 15.21 181.80 84.31
509 30.25 66.18 14.98 115.01 134.44
510 30.36 74.00 14.32 91.39 116.10
511 30.44 11.26 8.07 121.88 37.64
512 30.21 84.44 13.65 54.08 90.62
513 30.37 21.02 9.98 149.56 46.52
514 30.51 14.37 9.27 136.43 43.86
515 30.38 46.25 14.91 166.38 70.25
516 30.53 50.58 14.80 174.64 95.81
517 30.51 68.96 15.92 107.46 139.86
518 30.53 36.61 13.07 178.15 55.69
519 30.58 29.43 11.72 161.91 50.06
520 30.58 43.88 14.50 174.76 70.21
521 30.63 57.17 16.12 152.91 107.30
522 30.68 59.52 15.41 136.35 126.22
523 30.91 78.13 13.51 72.65 110.90
524 30.75 39.77 14.56 188.13 59.58
525 30.69 79.42 13.75 50.20 100.65
526 31.04 62.45 14.92 99.64 139.60
527 30.57 85.48 10.69 39.54 82.92
528 31.05 18.29 10.47 146.44 45.18
529 30.97 34.27 12.88 186.94 58.21
530 31.06 31.78 14.09 181.87 49.12
531 31.01 83.52 13.08 63.32 84.15
532 31.35 87.59 11.07 48.87 55.44
533 31.23 23.05 10.37 149.50 47.25
534 30.92 60.80 13.67 85.89 135.06
535 31.22 75.82 14.33 75.66 117.01
536 31.13 54.32 16.00 144.22 127.56
537 31.38 64.79 15.01 89.30 141.32
538 31.27 42.03 14.54 175.42 84.10
539 31.47 25.56 10.84 149.56 47.56
540 31.26 47.72 17.31 140.42 108.58
541 31.13 85.66 12.97 47.06 78.34
542 31.41 52.02 16.15 122.80 147.58
543 31.33 67.21 15.79 86.09 129.39
544 31.39 72.43 14.69 69.79 112.23
545 31.60 9.00 7.36 102.41 43.02
546 31.59 13.32 9.80 140.67 55.65
547 31.55 27.85 11.89 162.18 49.99
548 31.54 37.56 14.25 160.72 78.13
549 31.43 81.76 13.57 61.77 83.23
550 31.64 15.67 10.12 136.31 59.28
551 31.64 58.48 15.46 101.92 148.91
552 31.59 45.34 15.48 151.44 111.25
553 31.87 69.87 15.21 68.47 115.11
554 31.75 49.77 16.20 105.68 149.03
555 31.76 20.58 10.70 146.45 55.11
556 31.94 30.24 12.28 161.14 54.65
557 31.93 56.24 16.17 100.88 149.01
558 31.87 40.03 15.34 174.58 97.68
559 32.01 35.31 14.29 160.11 82.72
560 32.07 61.01 16.96 92.38 146.82
561 32.03 79.15 15.22 69.15 105.13
562 31.95 84.83 15.56 63.93 75.65
563 31.83 16.73 9.15 141.00 55.54
564 32.31 11.25 9.34 120.29 66.39
565 32.20 43.42 15.60 143.20 133.26
566 32.19 32.73 13.27 165.97 71.40
567 31.95 67.39 14.06 76.50 130.75
568 32.35 86.07 11.39 43.02 66.41
569 32.21 63.27 15.29 67.91 151.03
570 32.47 76.59 15.30 66.50 112.00
571 32.44 47.84 16.75 95.11 163.90
572 32.56 73.95 18.74 76.28 132.98
573 32.55 54.08 16.14 89.57 149.73
574 32.63 82.90 16.40 64.07 78.54
575 32.55 17.94 10.92 128.69 82.80
576 32.62 23.04 11.84 126.90 67.59
577 32.67 66.08 15.62 69.50 138.12
578 32.49 80.13 15.07 55.60 88.03
579 32.55 51.58 16.88 86.16 159.11
580 32.92 88.82 13.73 56.50 39.04
581 32.65 38.42 15.00 144.16 128.67
582 32.72 28.22 12.40 144.29 74.75
583 32.87 41.04 16.77 131.82 147.08
584 32.90 25.46 12.22 134.86 71.49
585 32.80 45.76 16.87 98.70 163.36
586 32.81 58.57 15.84 86.32 161.18
587 32.92 14.05 10.15 117.59 83.47
588 32.82 63.59 17.09 83.17 137.37
589 32.91 81.00 17.09 73.35 80.82
590 33.04 20.58 11.53 124.39 94.98
591 33.11 36.40 14.10 142.31 141.37
592 33.34 68.23 16.52 62.59 122.12
593 33.14 33.92 13.73 139.76 116.72
594 33.16 70.56 17.85 78.65 117.72
595 33.20 30.88 13.37 144.27 101.62
596 33.24 49.56 17.52 78.47 164.41
597 33.28 56.14 17.38 73.27 162.49
598 33.33 43.27 16.80 86.78 170.66
599 33.33 60.78 17.42 70.82 144.89
600 33.42 8.15 7.45 61.90 84.10
601 33.62 86.72 17.39 65.07 50.54
602 33.49 10.96 9.33 93.78 82.04
603 33.38 78.83 16.92 70.69 95.48
604 33.74 72.70 18.05 72.28 105.56
605 33.69 15.98 10.47 94.46 112.66
606 33.69 51.86 17.97 73.53 163.91
607 33.85 83.99 20.03 72.64 59.46
608 33.76 39.21 15.78 110.36 156.31
609 33.71 47.31 17.52 73.65 166.51
610 34.00 19.22 11.43 83.43 123.04
611 33.88 63.09 18.19 66.99 132.05
612 33.69 75.93 17.55 70.37 100.65
613 33.74 27.57 12.65 110.38 118.50
614 34.01 65.54 19.36 64.00 126.74
615 33.90 54.09 18.33 75.06 157.94
616 34.06 58.38 17.76 60.30 155.98
617 33.98 22.67 12.56 96.98 111.67
618 34.21 80.86 18.42 77.06 64.60
619 34.17 32.40 15.00 111.44 144.55
620 34.37 25.00 12.01 85.69 131.01
621 34.17 34.84 15.09 117.24 149.62
622 34.20 41.47 17.58 84.31 167.53
623 34.17 44.85 17.65 77.61 169.79
624 34.28 37.27 15.53 98.96 156.50
625 34.35 29.89 13.98 99.71 131.76
626 34.21 7.21 7.14 43.00 76.46
