#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
pf7 14A 4 even-skipped Kruppel giant
1250 58.50 57.70 101.20 182.87 24.74
1251 58.50 66.65 115.87 182.24 24.81
1252 58.59 59.89 100.03 171.96 24.81
1253 58.60 28.15 69.42 118.92 18.53
1254 58.64 37.97 73.86 151.23 20.61
1255 58.74 44.70 97.84 154.13 22.87
1256 58.75 52.68 105.24 162.76 23.96
1257 58.67 9.33 50.08 84.58 12.40
1258 58.81 11.96 59.19 96.95 13.38
1259 58.86 25.44 66.91 120.35 17.39
1260 58.84 74.86 108.84 166.07 23.44
1261 58.95 14.67 58.45 95.76 14.55
1262 58.93 16.91 57.51 100.71 15.05
1263 59.09 4.19 21.16 42.90 8.08
1264 59.06 22.27 54.53 106.31 16.97
1265 59.09 40.76 78.87 138.56 21.21
1266 59.13 47.10 94.80 141.26 23.00
1267 59.14 62.72 113.52 175.13 25.12
1268 59.21 68.48 130.10 168.78 24.56
1269 59.32 91.65 71.66 103.47 15.18
1270 59.25 79.51 108.05 134.89 22.09
1271 59.16 49.74 98.31 157.58 23.47
1272 59.32 36.06 80.60 132.75 20.88
1273 59.29 65.11 105.43 172.69 24.21
1274 59.31 56.48 104.82 148.88 23.63
1275 59.39 33.88 73.71 123.54 19.50
1276 59.36 71.10 132.05 165.86 22.43
1277 59.37 85.18 89.97 112.84 19.50
1278 59.52 8.04 46.92 73.12 12.05
1279 59.61 43.05 76.50 126.23 21.01
1280 59.54 76.97 109.41 146.80 20.69
1281 59.51 89.48 75.55 103.39 17.37
1282 59.71 27.25 60.26 105.72 18.18
1283 59.84 29.53 58.97 98.40 17.38
1284 59.76 58.65 93.75 156.78 24.22
1285 59.82 60.82 95.45 151.49 24.64
1286 59.76 73.41 111.45 152.90 22.97
1287 59.84 94.21 49.48 78.82 10.67
1288 59.80 38.45 67.89 124.03 21.03
1289 59.95 31.76 58.57 104.52 18.00
1290 59.93 87.91 78.55 96.94 19.06
1291 59.86 53.18 91.70 138.27 23.70
1292 59.84 82.60 105.17 113.94 20.56
1293 59.92 18.47 45.96 83.90 15.12
1294 59.97 23.97 47.16 90.48 17.05
1295 60.01 5.75 29.60 49.50 10.50
1296 60.04 10.66 41.71 78.23 13.78
1297 60.03 45.37 80.42 112.39 23.93
1298 60.07 50.93 88.66 129.92 24.65
1299 60.24 67.04 103.60 144.43 23.21
1300 60.15 21.13 43.35 81.12 16.06
1301 60.13 55.28 95.75 133.08 22.78
1302 60.16 48.47 84.30 126.73 23.19
1303 60.33 13.27 41.01 71.06 14.70
1304 60.26 40.58 68.56 118.32 21.76
1305 60.46 15.94 40.69 70.88 15.25
1306 60.34 62.92 87.27 145.89 22.95
1307 60.39 69.14 103.38 149.07 22.69
1308 60.41 65.11 101.03 148.97 23.02
1309 60.57 75.58 98.20 123.15 20.40
1310 60.51 34.15 60.55 97.58 19.61
1311 60.61 71.23 105.99 131.99 21.66
1312 60.59 36.63 57.32 96.97 20.28
1313 60.58 78.30 95.42 119.97 20.19
1314 60.46 86.06 81.16 95.84 19.77
1315 60.66 26.36 47.15 82.91 18.30
1316 60.69 7.99 36.47 58.72 11.84
1317 60.82 57.15 82.37 124.20 23.48
1318 60.81 91.06 71.18 94.96 14.29
1319 60.83 42.42 61.54 97.69 22.13
1320 60.88 80.81 102.26 105.80 19.64
1321 60.99 59.45 69.59 121.01 23.07
1322 61.11 47.26 70.86 96.44 21.44
1323 61.04 73.30 96.44 128.30 21.59
1324 61.04 84.41 78.99 92.56 18.52
1325 61.07 54.10 67.09 110.50 23.52
1326 61.05 93.42 49.99 67.53 12.25
1327 61.13 30.20 48.97 78.89 18.49
1328 61.08 18.93 36.00 62.55 14.90
1329 61.22 45.19 63.49 89.77 23.33
1330 61.23 52.07 70.04 102.93 23.15
1331 61.09 88.97 65.88 87.02 17.37
1332 61.24 24.40 40.82 69.88 16.22
1333 61.25 32.44 55.47 78.94 18.40
1334 61.20 38.71 53.54 92.72 22.05
1335 61.31 21.99 39.51 61.85 16.07
1336 61.35 28.05 43.49 68.99 18.03
1337 61.25 49.83 74.82 103.54 21.31
1338 61.25 61.74 69.34 117.79 21.81
1339 61.11 82.59 86.07 104.56 19.30
1340 61.37 5.84 24.48 40.02 10.21
1341 61.32 9.95 35.04 57.13 13.04
1342 61.43 64.56 75.96 125.49 23.60
1343 61.58 68.96 73.02 114.61 22.40
1344 61.61 35.17 51.63 82.93 19.01
1345 61.75 66.78 68.33 107.20 21.96
1346 61.93 12.12 32.30 48.86 15.02
1347 61.70 14.82 34.95 53.87 14.96
1348 61.70 79.38 89.68 98.07 19.74
1349 61.64 87.79 75.75 76.94 17.04
1350 61.83 40.94 49.09 71.57 20.92
1351 61.84 43.31 55.48 76.32 21.50
1352 61.92 55.70 65.70 89.45 23.97
1353 61.98 77.01 78.45 91.44 19.47
1354 61.96 71.42 73.67 105.71 20.43
1355 61.96 58.10 65.87 94.04 22.93
1356 62.04 74.47 74.58 97.97 20.75
1357 62.12 17.49 35.36 50.15 14.90
1358 62.16 26.08 42.77 55.50 16.56
1359 62.23 36.94 51.91 68.47 21.54
1360 62.17 48.57 68.91 80.73 21.66
1361 62.14 60.62 62.36 96.39 21.56
1362 62.28 82.26 76.92 79.78 17.99
1363 62.19 92.15 57.75 73.49 12.14
1364 62.28 63.31 61.67 98.81 22.28
1365 62.44 7.09 25.10 35.90 11.19
1366 62.39 20.08 33.90 47.49 15.64
1367 62.41 31.21 50.52 59.23 18.95
1368 62.51 86.06 61.43 64.01 17.08
1369 62.48 33.65 52.60 61.14 21.64
1370 62.44 50.84 63.46 75.13 21.67
1371 62.39 53.31 62.13 78.88 23.45
1372 62.23 83.91 65.77 79.23 18.54
1373 62.47 23.04 36.27 49.70 15.76
1374 62.42 29.10 46.53 55.44 19.09
1375 62.65 89.24 61.97 66.26 15.05
1376 62.48 44.98 59.18 67.51 22.44
1377 62.65 9.32 29.18 41.13 12.51
1378 62.55 39.16 48.87 63.06 22.86
1379 62.78 4.89 16.36 23.82 8.36
1380 62.86 46.99 65.59 65.34 25.70
1381 62.87 65.99 57.29 86.55 21.53
1382 62.83 79.78 79.96 78.03 17.57
1383 63.05 68.26 55.79 83.44 21.60
1384 63.01 42.26 57.04 55.98 22.20
1385 62.98 56.94 66.48 73.05 23.52
1386 63.08 70.39 59.62 86.62 19.65
1387 63.01 59.41 68.44 76.73 22.03
1388 63.09 73.10 58.32 70.30 18.16
1389 63.11 15.57 36.40 35.71 14.38
1390 63.17 12.75 36.40 36.06 14.20
1391 63.18 76.13 62.03 69.93 17.89
1392 63.21 62.00 61.46 76.85 21.34
1393 63.34 27.67 49.53 43.32 18.25
1394 63.29 24.93 40.11 41.40 17.71
1395 63.39 35.15 52.46 50.55 20.76
1396 63.34 54.69 65.08 69.45 23.32
1397 63.53 18.30 36.54 36.24 14.97
1398 63.44 21.54 36.00 38.44 16.85
1399 63.48 32.20 53.86 42.79 19.83
1400 63.54 49.50 74.79 59.76 22.15
1401 63.52 37.54 52.58 51.13 21.43
1402 63.48 51.85 83.70 71.61 25.59
1403 63.50 64.14 58.36 74.85 21.30
1404 63.59 84.05 61.71 57.53 16.49
1405 63.56 6.19 23.18 26.10 10.97
1406 63.64 91.49 47.27 52.75 11.29
1407 63.66 40.24 58.61 47.18 23.75
1408 63.75 30.06 56.90 41.80 20.99
1409 63.66 44.78 67.11 49.92 23.27
1410 63.72 10.63 34.07 31.30 13.29
1411 63.86 81.68 65.40 54.27 15.02
1412 63.88 78.77 63.25 53.85 15.90
1413 64.04 88.65 49.05 44.31 13.30
1414 63.92 47.28 71.29 46.09 23.35
1415 63.97 86.19 52.12 50.98 15.55
1416 64.04 58.15 66.75 57.60 23.06
1417 64.08 60.56 63.92 60.25 22.56
1418 64.15 71.57 53.43 63.22 18.71
1419 64.35 8.50 33.47 24.02 12.72
1420 64.24 66.18 53.54 61.78 20.61
1421 64.23 74.50 52.36 56.07 16.62
1422 64.25 42.88 74.09 44.24 25.46
1423 64.35 13.09 39.02 25.44 14.84
1424 64.29 22.99 41.84 31.79 17.14
1425 64.26 53.16 70.79 55.43 25.21
1426 64.33 56.23 75.84 54.00 25.51
1427 64.44 68.50 56.23 60.63 20.54
1428 64.44 15.46 41.38 26.68 17.42
1429 64.38 25.94 53.96 33.25 19.14
1430 64.37 33.43 65.85 37.99 22.07
1431 64.51 19.89 37.62 30.81 17.14
1432 64.57 27.93 53.32 30.90 19.60
1433 64.67 36.40 62.33 39.03 22.55
1434 64.53 38.73 64.54 40.54 26.26
1435 64.60 5.69 24.21 17.70 9.28
1436 64.59 63.60 67.49 54.79 22.13
1437 64.73 77.15 50.66 47.67 15.45
1438 64.75 50.70 94.95 47.03 27.10
1439 65.01 41.36 76.53 35.70 26.01
1440 64.59 85.30 49.56 36.14 15.06
1441 64.74 45.47 80.71 40.99 26.41
1442 64.88 48.44 104.64 41.86 26.95
1443 64.89 92.12 30.40 33.10 9.52
1444 64.75 10.88 38.39 22.11 13.59
1445 64.95 30.18 69.35 30.66 21.72
1446 65.08 54.87 86.71 42.25 26.54
1447 65.02 80.04 52.81 39.85 15.30
1448 65.27 83.31 49.84 33.93 14.67
1449 65.17 61.58 77.32 47.55 22.89
1450 65.26 70.26 48.06 47.91 17.72
1451 65.22 72.98 49.88 47.91 16.53
1452 65.18 87.77 45.60 36.26 12.70
1453 65.15 58.73 73.35 45.21 23.68
1454 65.37 24.28 53.47 25.17 19.60
1455 65.32 21.40 43.49 25.62 18.94
1456 65.34 34.74 72.81 32.11 25.83
1457 65.40 52.49 91.91 42.32 29.78
1458 65.44 32.34 71.24 30.39 23.33
1459 65.50 44.27 86.64 34.92 27.38
1460 65.50 65.81 62.72 46.40 22.46
1461 65.53 75.58 49.94 39.08 16.50
1462 66.01 9.47 44.75 17.99 15.22
1463 65.59 13.67 44.66 21.52 18.40
1464 65.60 39.31 74.00 31.58 28.28
1465 65.93 18.27 49.08 20.69 20.41
1466 65.50 19.21 47.77 25.59 18.77
1467 65.83 90.33 32.74 26.47 10.72
1468 65.74 7.58 40.67 19.19 12.44
1469 65.52 10.75 46.06 18.62 17.25
1470 65.80 47.12 96.72 32.90 31.54
1471 65.84 68.02 57.93 43.64 19.68
1472 65.82 85.80 40.19 27.98 13.64
1473 65.91 28.55 64.22 25.86 25.32
1474 66.01 56.64 83.69 40.30 28.18
1475 65.95 16.12 48.22 19.39 20.73
1476 66.05 26.40 63.85 23.08 23.51
1477 66.00 63.40 79.25 41.59 22.49
1478 66.20 37.59 80.33 30.70 33.03
1479 66.05 49.52 95.54 36.41 35.40
1480 66.23 78.00 42.29 31.06 14.06
1481 66.17 80.95 44.68 28.91 13.86
1482 66.16 60.82 78.42 38.88 26.05
1483 66.38 43.22 82.07 31.56 35.43
1484 66.17 54.34 89.80 35.91 31.65
1485 66.26 58.56 86.46 40.35 28.98
1486 66.26 71.86 48.19 36.49 17.25
1487 66.31 30.77 62.11 27.20 32.09
1488 66.33 35.37 69.52 26.67 31.83
1489 66.39 21.40 46.49 21.07 25.87
1490 66.48 41.10 83.23 30.91 35.23
1491 66.41 87.51 38.44 22.36 12.10
1492 66.49 51.69 93.67 34.17 37.59
1493 66.45 74.06 48.80 32.85 15.64
1494 66.67 33.24 69.39 25.88 35.49
1495 66.69 24.29 53.73 20.84 27.60
1496 66.62 45.82 86.89 30.23 38.91
1497 66.66 65.24 67.06 38.03 22.58
1498 66.76 69.52 58.64 35.10 18.39
1499 66.57 75.28 44.20 28.33 15.27
1500 67.01 83.37 43.25 24.79 11.85
1501 66.92 6.90 34.75 13.64 12.22
1502 67.02 13.93 47.30 17.50 24.24
1503 66.92 88.53 37.17 19.90 10.77
1504 67.19 17.56 47.20 15.86 27.98
1505 67.16 48.17 92.75 28.91 42.96
1506 67.14 39.52 76.23 26.45 44.59
1507 67.24 67.22 66.12 33.60 21.17
1508 67.18 53.76 84.25 32.17 40.58
1509 67.16 62.74 75.79 33.03 27.68
1510 67.23 26.87 59.00 19.57 34.54
1511 67.17 56.15 78.08 33.98 37.44
1512 67.17 60.14 80.11 33.37 29.19
1513 67.30 29.09 56.50 22.97 42.69
1514 67.35 76.59 45.42 24.91 15.01
1515 67.37 81.39 44.92 22.20 14.47
1516 67.44 50.39 89.53 31.37 52.29
1517 67.41 71.47 50.57 28.95 17.23
1518 67.53 8.84 40.54 13.87 20.22
1519 67.43 31.44 62.45 21.31 53.52
1520 67.38 79.50 44.88 20.91 13.76
1521 67.35 35.66 62.59 24.60 46.73
1522 67.56 20.19 46.44 16.95 33.50
1523 67.59 10.69 43.14 14.04 22.10
1524 67.59 22.70 53.23 17.99 43.17
1525 67.49 85.69 40.09 17.31 12.20
1526 67.37 11.93 48.62 15.77 20.08
1527 67.66 58.24 72.73 30.52 36.11
1528 67.76 37.74 70.48 25.56 56.66
1529 67.66 42.12 73.25 25.87 51.69
1530 67.62 45.50 81.99 27.88 50.87
1531 67.70 74.00 50.73 25.98 15.88
1532 67.38 84.29 56.00 20.50 14.00
1533 67.85 64.89 74.45 30.64 25.95
1534 68.09 33.41 58.83 20.36 60.60
1535 67.98 52.31 87.65 27.80 53.54
1536 68.09 69.20 58.97 26.71 20.46
1537 68.14 87.95 38.82 16.13 8.94
1538 68.12 24.98 50.18 18.04 44.28
1539 68.17 14.66 42.64 14.25 35.77
1540 68.17 55.29 74.13 28.37 50.42
1541 68.16 61.74 67.15 28.95 31.47
1542 68.25 12.39 39.80 14.91 33.22
1543 68.09 78.34 45.88 21.29 14.12
1544 68.33 27.51 50.16 19.94 52.98
1545 68.38 18.30 44.94 17.65 39.39
1546 68.33 39.82 71.89 24.00 68.81
1547 68.27 48.96 75.10 28.20 54.10
1548 68.32 30.05 52.44 18.46 61.89
1549 68.40 35.74 64.73 22.89 68.39
1550 68.46 83.00 46.87 16.69 12.12
1551 68.54 44.02 75.69 24.15 62.59
1552 68.61 6.89 26.73 12.51 17.69
1553 68.56 72.35 55.26 23.01 17.50
1554 68.66 76.00 51.96 18.48 15.64
1555 68.68 46.38 80.18 25.80 65.47
1556 68.75 66.98 59.21 25.33 26.40
1557 69.00 85.59 45.79 13.31 9.91
1558 68.73 57.53 69.16 26.44 52.00
1559 68.80 59.71 71.82 27.74 44.29
1560 68.85 21.00 41.64 16.46 55.97
1561 68.91 9.31 35.79 12.25 29.75
1562 68.74 79.25 46.97 16.57 13.18
1563 68.82 41.70 72.22 26.04 70.20
1564 68.88 53.47 68.61 25.92 68.10
1565 68.88 64.21 62.00 27.34 33.24
1566 68.98 37.63 71.32 20.68 80.77
1567 69.12 23.44 42.44 15.71 60.11
1568 69.14 51.09 69.40 26.27 73.14
1569 69.09 31.94 53.53 19.22 76.35
1570 69.25 14.69 38.21 14.37 53.58
1571 69.20 70.18 50.75 21.99 22.25
1572 69.24 26.22 48.46 16.39 67.57
1573 69.36 11.61 36.09 12.98 42.34
1574 69.21 49.04 69.98 24.78 74.94
1575 69.24 61.83 59.67 25.95 43.38
1576 69.40 29.38 52.17 16.96 78.33
1577 69.29 34.43 62.48 20.42 86.91
1578 69.40 56.12 61.10 25.46 73.73
1579 69.43 81.28 50.36 14.29 11.82
1580 69.49 16.85 38.15 15.13 58.33
1581 69.45 39.58 68.08 22.30 96.69
1582 69.46 18.55 37.55 14.76 58.43
1583 69.62 87.58 36.53 11.52 8.64
1584 69.64 42.88 68.42 22.36 92.83
1585 69.64 73.05 47.40 17.76 21.65
1586 69.70 47.06 72.98 24.98 95.85
1587 69.82 75.65 44.49 17.01 17.76
1588 69.88 45.05 69.28 23.94 97.09
1589 69.88 66.00 47.97 23.29 34.71
1590 69.86 68.23 44.03 22.66 32.40
1591 69.96 78.36 46.80 14.34 14.16
1592 69.82 58.76 66.21 26.75 64.41
1593 70.01 36.09 62.43 19.92 95.28
1594 70.06 54.57 55.99 25.03 89.62
1595 69.98 63.64 56.59 24.87 48.01
1596 70.01 52.41 63.06 24.16 90.13
1597 70.06 20.85 42.34 13.80 68.27
1598 70.11 27.73 54.37 17.00 86.47
1599 70.40 7.58 28.58 9.79 25.62
1600 70.23 24.84 47.78 15.80 79.84
1601 70.16 31.84 57.34 16.84 95.09
1602 70.21 61.02 56.38 26.73 61.60
1603 70.32 48.84 67.59 24.57 101.76
1604 70.32 70.96 41.67 18.86 28.29
1605 70.37 40.85 69.82 22.89 102.46
1606 70.53 9.91 40.87 11.83 46.52
1607 70.40 12.40 44.74 11.86 56.83
1608 70.47 38.17 64.81 22.26 108.11
1609 70.51 84.75 43.81 10.31 9.80
1610 70.61 33.98 63.90 19.76 107.96
1611 70.77 14.79 40.51 12.47 72.95
1612 70.60 17.62 45.45 13.79 78.06
1613 70.60 56.60 54.63 25.02 84.26
1614 70.62 81.34 44.57 13.02 13.59
1615 70.92 50.60 71.44 23.62 107.65
1616 70.91 29.79 58.55 16.52 101.84
1617 70.73 43.51 78.10 23.50 113.42
1618 70.86 58.79 54.69 24.11 79.32
1619 70.90 73.53 37.98 15.83 27.34
1620 70.99 22.81 48.91 13.57 88.82
1621 70.92 46.38 81.89 23.03 124.82
1622 70.99 76.50 39.60 14.09 19.42
1623 71.06 86.78 36.98 7.77 9.59
1624 70.99 64.41 47.64 21.27 51.32
1625 71.13 66.85 41.06 19.50 45.91
1626 71.06 69.19 39.65 17.90 34.97
1627 71.11 26.74 49.00 15.69 96.62
1628 71.13 52.70 67.83 22.00 107.54
1629 71.21 36.25 70.75 19.65 121.10
1630 71.15 61.76 52.86 23.23 72.29
1631 71.34 19.57 47.66 13.25 82.39
1632 71.39 54.86 61.94 21.73 111.22
1633 71.52 79.40 38.83 11.14 15.96
1634 71.46 32.28 66.95 16.75 119.44
1635 71.42 39.62 74.61 20.46 122.41
1636 71.58 41.84 76.30 21.70 129.11
1637 71.54 48.50 78.56 21.14 126.14
1638 71.62 11.88 37.74 10.59 66.77
1639 71.66 71.74 33.54 15.65 35.19
1640 71.81 83.94 33.71 8.60 11.66
1641 71.89 8.79 30.19 9.76 37.34
1642 71.75 44.14 80.64 21.65 138.28
1643 71.79 57.09 56.72 20.76 110.97
1644 71.95 24.82 58.34 13.89 104.86
1645 71.81 82.32 36.00 10.40 13.26
1646 71.84 59.73 50.84 21.50 86.83
1647 72.02 21.62 51.81 13.51 108.00
1648 72.04 34.75 68.40 19.01 132.36
1649 71.97 75.09 32.39 13.91 27.78
1650 71.78 85.31 29.47 7.12 9.53
1651 72.14 17.10 44.33 12.98 97.53
1652 72.04 37.92 69.13 19.18 127.07
1653 72.19 46.21 83.08 20.69 138.08
1654 72.04 63.92 45.03 21.49 68.09
1655 72.17 14.25 44.33 12.17 88.64
1656 72.18 30.05 54.91 15.27 118.36
1657 72.23 27.44 55.15 15.45 116.86
1658 72.21 50.92 85.42 20.75 133.94
1659 72.28 53.30 69.34 23.50 133.51
1660 72.33 66.41 36.70 19.13 57.97
1661 72.31 68.78 32.21 16.87 45.37
1662 72.39 77.55 29.84 11.98 22.73
1663 72.40 61.93 49.52 20.97 91.29
1664 72.39 81.28 30.20 10.75 14.43
1665 72.63 40.92 85.34 21.73 156.97
1666 72.76 10.81 33.58 9.86 58.96
1667 72.68 32.75 59.80 16.69 133.68
1668 72.62 48.80 84.99 21.51 130.51
1669 72.72 71.31 27.47 14.60 42.85
1670 72.69 73.37 28.74 13.50 38.43
1671 72.85 55.37 70.47 22.65 126.03
1672 72.86 19.80 46.64 14.30 107.10
1673 72.87 57.82 59.66 20.19 118.31
1674 73.01 36.87 61.71 19.81 148.22
1675 72.85 43.41 83.73 20.99 146.00
1676 73.01 23.36 55.16 12.51 114.39
1677 72.99 60.03 55.03 21.31 109.74
1678 73.16 85.17 28.10 6.53 10.09
1679 73.10 39.08 73.08 21.02 155.03
1680 73.07 74.43 23.56 12.81 33.84
1681 73.35 79.61 24.46 10.68 22.70
1682 73.51 82.58 24.35 8.63 14.36
1683 73.30 28.39 50.60 16.08 134.48
1684 73.20 64.76 42.85 18.36 81.86
1685 73.38 25.75 50.56 13.12 120.24
1686 73.22 52.09 81.92 21.43 139.50
1687 73.43 14.42 39.44 10.23 87.21
1688 73.40 30.84 53.08 16.03 131.23
1689 73.44 34.85 56.37 17.99 137.08
1690 73.29 45.74 89.39 21.52 152.68
1691 73.51 76.47 22.27 10.51 27.29
1692 73.46 17.40 42.56 11.53 105.23
1693 73.50 69.93 28.75 15.46 52.20
1694 73.58 47.87 88.29 21.28 157.46
1695 73.49 62.19 48.00 19.59 94.58
1696 73.57 67.51 33.11 17.80 62.63
1697 73.66 9.02 25.63 8.62 39.32
1698 73.88 11.83 33.91 9.36 78.40
1699 73.80 21.41 46.70 13.00 118.31
1700 73.86 42.07 70.81 20.66 148.77
1701 73.92 49.93 71.19 21.44 151.89
1702 73.99 56.89 63.25 20.00 131.36
1703 73.94 73.42 24.82 13.24 42.27
1704 73.95 54.72 73.07 20.75 135.14
1705 74.08 32.90 48.63 16.21 137.36
1706 74.11 44.17 74.52 21.19 154.84
1707 74.08 59.22 48.79 19.82 117.40
1708 74.14 39.63 65.72 19.10 152.20
1709 74.34 37.16 54.86 17.92 149.22
1710 74.24 52.53 73.02 21.77 148.85
1711 74.36 65.89 35.82 18.14 82.18
1712 74.48 23.91 37.08 14.06 114.67
1713 74.46 63.54 48.45 19.48 96.89
1714 74.52 19.15 42.37 12.47 112.83
1715 74.47 26.84 41.30 14.27 126.93
1716 74.47 46.29 75.33 19.49 151.09
1717 74.48 29.61 42.66 15.16 138.32
1718 74.53 80.98 21.85 8.48 21.36
1719 74.65 16.16 36.97 11.61 99.85
1720 74.66 61.40 50.71 19.94 113.48
1721 74.69 69.35 29.94 14.99 65.06
1722 74.72 71.97 26.40 14.23 57.23
1723 74.73 78.62 21.89 10.54 27.17
1724 74.81 35.01 46.79 16.90 141.83
1725 74.81 76.11 24.34 12.04 36.35
1726 75.02 13.53 32.74 9.84 94.28
1727 75.04 48.34 69.01 22.12 168.28
1728 75.18 10.71 26.50 8.76 66.90
1729 75.01 41.24 63.17 18.74 154.53
1730 75.08 31.88 41.34 15.93 124.56
1731 75.07 50.56 63.38 20.98 165.38
1732 75.03 54.97 67.39 21.39 144.48
1733 75.12 83.30 19.12 7.80 15.49
1734 75.07 57.42 54.19 20.14 131.78
1735 75.26 21.36 33.49 12.32 112.45
1736 75.21 43.62 60.62 19.94 149.71
1737 75.25 38.90 49.13 18.56 157.87
1738 75.36 52.96 58.43 19.61 155.34
1739 75.29 59.82 50.70 18.34 124.69
1740 75.50 67.21 32.56 15.90 79.67
1741 75.49 74.17 24.96 12.46 50.19
1742 75.45 64.70 40.73 18.34 92.45
1743 75.57 46.01 63.31 18.85 160.58
1744 75.63 26.19 33.53 13.00 117.92
1745 75.61 29.00 34.81 15.08 129.35
1746 75.77 18.07 29.70 11.56 103.15
1747 75.86 23.55 31.03 13.11 117.01
1748 75.86 36.64 40.12 17.00 156.26
1749 75.90 33.99 39.44 16.94 139.41
1750 75.88 62.58 40.47 17.47 98.81
1751 75.85 71.16 29.32 15.15 62.25
1752 75.99 80.78 20.42 8.68 23.32
1753 76.06 15.29 29.20 10.10 102.38
1754 75.99 56.05 52.12 19.09 136.52
1755 76.13 41.78 45.51 19.89 163.73
1756 76.21 76.87 26.24 11.38 40.17
1757 76.26 31.45 34.74 14.80 119.62
1758 76.18 48.84 49.48 19.76 164.18
1759 76.17 51.23 47.93 21.27 168.95
1760 76.20 58.54 42.83 19.01 128.04
1761 76.23 69.06 28.29 16.33 74.18
1762 76.37 39.41 39.13 18.66 161.40
1763 76.32 12.78 22.79 9.43 81.98
1764 76.52 43.81 42.01 19.96 138.14
1765 76.48 83.55 17.40 6.47 18.21
1766 76.58 54.13 46.00 19.68 140.75
1767 76.58 60.79 37.47 18.93 116.40
1768 76.53 65.10 31.55 16.74 91.50
1769 76.54 20.41 26.30 12.00 99.88
1770 76.61 46.17 50.73 19.96 167.08
1771 76.64 73.24 24.22 13.87 56.17
1772 76.86 27.04 27.71 13.26 115.90
1773 76.85 29.23 29.36 15.77 122.62
1774 76.94 24.43 29.53 13.23 107.59
1775 77.06 37.49 32.96 18.11 150.37
1776 77.01 67.25 27.01 14.25 88.52
1777 76.99 79.45 20.75 9.63 33.25
1778 77.12 33.32 35.28 17.29 135.06
1779 77.27 35.38 34.63 18.28 135.47
1780 77.16 16.51 23.93 10.32 90.99
1781 77.09 56.75 43.33 18.42 135.14
1782 77.18 52.22 42.04 18.96 158.46
1783 77.17 63.14 31.83 17.41 106.43
1784 77.26 41.37 37.13 18.44 149.97
1785 77.26 47.94 43.27 20.65 170.23
1786 77.33 70.71 24.25 14.58 67.88
1787 77.49 49.98 43.83 20.64 157.64
1788 77.61 21.87 26.29 11.91 92.32
1789 77.56 59.06 32.49 19.32 131.62
1790 77.46 75.48 23.51 11.55 48.62
1791 77.64 13.98 22.70 9.42 78.17
1792 77.47 18.76 23.70 11.00 91.07
1793 77.66 30.96 34.79 16.41 113.90
1794 77.67 45.28 43.74 20.08 148.81
1795 77.64 81.93 16.18 8.51 24.56
1796 77.85 61.28 31.08 18.53 115.78
1797 77.88 39.17 35.53 17.68 143.59
1798 77.84 65.34 23.99 16.82 95.91
1799 77.83 77.99 20.48 10.10 35.46
1800 77.91 54.18 36.77 19.61 132.03
1801 77.99 73.15 23.80 13.42 60.23
1802 77.95 25.77 31.67 12.27 95.89
1803 78.04 68.95 21.02 15.47 78.60
1804 77.95 80.53 18.00 8.87 27.87
1805 78.07 43.29 43.70 19.18 141.73
1806 78.26 28.41 34.18 13.37 97.39
1807 78.03 18.72 25.90 11.48 92.10
1808 78.22 56.70 32.82 19.38 131.38
1809 78.37 33.12 36.07 14.78 106.80
1810 78.40 37.18 40.78 17.70 120.15
1811 78.33 47.69 43.44 18.49 142.97
1812 78.30 51.67 37.68 21.00 141.40
1813 78.48 63.34 23.16 16.43 106.14
1814 78.57 41.16 40.08 18.19 130.27
1815 78.63 16.87 22.62 9.95 70.11
1816 78.72 20.21 26.79 11.27 77.20
1817 78.75 67.12 20.90 16.10 97.16
1818 78.81 23.62 30.61 12.75 81.17
1819 78.86 35.07 38.64 16.22 99.42
1820 78.74 58.85 25.37 17.39 131.76
1821 78.77 76.43 19.08 11.43 47.95
1822 78.91 71.41 18.60 14.38 72.21
1823 78.90 30.61 40.12 16.03 88.28
1824 78.87 45.44 47.36 19.05 133.06
1825 78.94 49.94 42.16 19.72 137.02
1826 79.00 79.35 17.21 8.73 32.70
1827 79.02 55.16 31.76 17.88 133.92
1828 79.17 26.00 37.77 13.19 82.19
1829 79.15 61.03 21.30 17.28 119.38
1830 79.15 53.11 33.93 17.57 128.75
1831 79.34 14.29 21.88 8.99 54.92
1832 79.30 39.20 45.73 16.74 113.45
1833 79.30 43.39 50.45 17.94 121.50
1834 79.46 73.79 16.66 12.50 60.01
1835 79.39 65.38 18.18 16.51 104.67
1836 79.44 47.53 46.25 19.54 121.60
1837 79.49 69.39 16.30 15.97 81.30
1838 79.64 57.07 27.00 18.75 120.39
1839 79.71 21.66 33.21 12.26 67.27
1840 79.78 28.00 42.21 13.64 75.34
1841 79.71 36.93 47.55 16.75 99.41
1842 79.68 32.86 47.66 15.96 81.26
1843 79.83 63.04 15.75 17.27 112.76
1844 79.94 19.05 30.63 11.04 65.89
1845 79.81 41.38 49.94 17.24 99.49
1846 80.01 16.51 27.89 9.61 53.46
1847 80.02 51.61 40.21 20.01 125.56
1848 79.99 59.21 24.23 17.75 121.29
1849 80.08 45.02 55.26 18.59 98.70
1850 80.11 30.19 48.32 14.32 68.73
1851 80.16 75.89 14.61 10.75 52.80
1852 80.21 49.57 50.59 19.84 124.56
1853 80.25 34.98 55.55 16.76 79.28
1854 80.44 78.00 13.57 9.48 40.02
1855 80.44 23.35 37.79 12.10 63.76
