#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
lesl4 14A 4 Kruppel even-skipped fushi-tarazu
166 14.85 50.83 11.07 7.88 35.16
167 14.80 62.76 8.43 7.18 31.19
168 14.61 53.96 10.77 7.31 32.78
169 14.63 61.05 8.34 6.97 31.62
170 14.80 70.61 6.28 5.51 31.46
171 14.88 31.51 13.29 7.35 30.50
172 15.19 38.91 11.77 7.42 29.73
173 14.93 26.06 9.12 6.38 30.38
174 15.24 24.82 9.16 6.11 29.43
175 15.00 46.57 9.40 6.70 38.40
176 15.21 72.35 6.25 5.52 26.21
177 15.34 55.19 9.20 8.06 32.74
178 15.54 33.91 13.05 7.81 32.18
179 15.45 64.24 8.70 7.73 32.25
180 15.46 59.40 8.92 8.08 33.28
181 15.53 26.84 9.94 6.26 30.03
182 15.74 29.08 11.65 7.55 36.08
183 16.06 50.03 10.36 7.83 33.93
184 15.71 56.92 9.40 7.97 32.69
185 15.79 60.91 9.20 8.10 33.32
186 15.84 23.61 8.90 5.72 28.26
187 15.86 37.76 11.48 6.64 34.26
188 15.89 46.95 9.84 7.64 33.28
189 15.87 44.89 11.42 6.84 35.16
190 15.92 41.56 11.53 7.02 32.09
191 16.01 43.48 10.78 7.98 34.62
192 16.05 62.75 8.58 7.62 31.13
193 16.10 67.62 8.54 7.62 32.38
194 16.22 71.69 7.45 7.14 27.70
195 16.29 25.82 9.86 7.21 34.06
196 16.28 27.69 10.92 6.66 31.45
197 16.19 36.10 11.85 7.54 31.22
198 16.10 49.07 11.90 6.50 35.60
199 16.55 34.35 9.89 6.62 33.87
200 16.51 41.07 9.18 7.45 33.08
201 16.52 58.49 9.37 6.79 35.87
202 16.67 23.22 8.46 5.76 27.31
203 16.48 44.93 10.36 6.45 37.82
204 16.94 45.69 10.35 7.84 34.67
205 16.59 56.79 9.74 8.17 34.09
206 16.68 53.07 11.05 6.56 35.20
207 16.75 60.60 8.79 8.07 34.17
208 16.80 24.67 9.35 6.87 31.48
209 16.74 42.58 9.76 8.16 31.28
210 17.13 47.42 10.87 7.87 34.77
211 17.06 54.61 10.34 8.37 33.87
212 17.16 49.42 10.19 8.38 34.79
213 16.92 39.56 10.24 7.43 33.03
214 16.82 44.13 13.22 9.11 33.11
215 16.92 51.51 9.88 9.23 34.96
216 17.27 63.12 9.39 7.91 32.87
217 17.11 70.83 7.47 6.85 33.32
218 17.00 55.87 7.74 7.35 33.43
219 17.29 30.97 10.64 7.57 34.15
220 17.43 37.36 10.12 7.25 32.91
221 17.19 64.92 8.77 8.34 31.12
222 17.08 34.12 10.38 6.62 32.81
223 17.51 32.76 10.76 7.81 33.72
224 17.31 21.88 9.08 6.36 25.93
225 17.24 67.07 8.59 8.17 29.00
226 17.24 42.58 11.07 8.82 30.71
227 17.55 25.45 9.20 7.38 33.27
228 17.36 40.83 11.60 7.60 32.80
229 17.66 57.62 9.98 8.92 33.42
230 17.66 43.95 11.00 7.90 33.90
231 17.54 62.37 10.83 9.17 36.17
232 17.82 26.90 8.87 7.76 33.66
233 17.76 42.13 8.73 7.93 32.13
234 17.98 60.63 9.01 8.37 32.92
235 17.69 75.31 6.22 5.39 22.39
236 17.92 55.95 8.62 8.00 33.60
237 18.13 74.05 6.53 9.61 27.62
238 18.00 29.64 11.26 7.53 34.91
239 18.14 40.58 12.55 9.07 34.40
240 17.93 38.58 10.78 8.28 35.50
241 18.03 49.32 11.55 10.74 34.69
242 18.36 66.73 8.51 9.11 33.21
243 18.25 25.10 10.11 7.67 31.67
244 18.24 42.94 12.67 9.89 35.33
245 18.35 24.09 9.44 6.89 28.44
246 18.34 33.35 10.56 7.67 34.78
247 18.27 39.21 9.00 7.38 37.62
248 18.43 47.14 9.83 7.96 34.33
249 18.48 31.01 9.09 7.32 32.85
250 18.46 54.22 10.81 9.44 33.97
251 18.69 42.41 9.20 7.15 36.07
252 18.82 25.83 9.86 7.71 33.07
253 18.70 44.44 11.36 10.26 36.61
254 19.06 49.19 10.74 9.58 34.31
255 18.64 58.55 9.90 10.50 33.74
256 18.68 71.90 7.75 10.29 31.86
257 18.66 22.90 9.65 6.65 30.29
258 18.92 38.74 10.18 9.03 34.23
259 19.06 33.92 10.47 7.94 36.00
260 18.84 40.31 11.26 9.11 34.21
261 18.90 64.48 10.64 11.90 33.51
262 18.98 55.09 10.46 9.37 33.46
263 19.13 50.91 9.78 10.14 34.55
264 19.18 53.24 10.88 9.77 33.40
265 19.23 57.17 10.34 9.02 35.43
266 19.26 46.17 9.86 9.04 34.92
267 19.22 59.47 9.79 10.45 31.00
268 19.28 62.17 9.57 10.15 34.74
269 19.41 70.65 8.29 13.33 30.20
270 19.22 40.93 9.79 7.42 33.68
271 19.34 22.23 8.55 6.72 30.20
272 19.32 65.65 9.50 11.74 32.29
273 19.39 42.17 12.17 10.38 35.38
274 19.76 20.14 8.96 6.14 25.02
275 19.61 44.29 10.71 9.18 34.38
276 19.69 63.62 9.80 11.17 37.15
277 19.75 54.96 11.61 10.70 34.35
278 20.04 29.90 9.95 8.89 32.68
279 19.79 38.47 11.00 7.64 34.46
280 19.91 40.78 10.83 10.56 36.08
281 19.65 52.29 12.29 10.57 39.00
282 19.70 26.23 11.33 7.33 41.67
283 19.87 25.22 11.19 10.09 32.81
284 19.92 51.35 10.81 9.60 36.79
285 20.18 53.83 10.42 9.57 36.92
286 20.03 56.36 10.30 12.35 33.65
287 20.07 35.52 11.16 8.03 34.61
288 20.46 43.42 12.78 9.82 35.58
289 20.12 46.42 10.00 9.71 36.50
290 20.10 64.81 9.59 12.85 35.62
291 20.36 22.59 9.16 6.99 30.97
292 20.08 24.21 8.73 9.18 33.64
293 20.41 70.78 8.43 20.33 34.59
294 20.26 50.06 10.74 11.37 34.89
295 20.42 28.23 11.25 10.50 30.95
296 20.70 25.28 9.70 8.00 32.21
297 20.59 66.95 8.20 13.24 36.39
298 20.46 72.15 9.00 14.75 32.00
299 20.91 49.42 10.05 9.74 36.33
300 20.59 36.15 11.73 9.82 37.64
301 20.83 52.05 11.36 12.23 34.10
302 20.69 35.20 9.50 8.60 34.45
303 21.22 31.60 10.48 9.49 34.49
304 20.97 39.72 11.01 9.62 36.08
305 21.12 45.10 10.04 9.34 35.27
306 20.88 55.88 11.48 13.38 35.81
307 21.17 62.46 9.99 16.98 33.65
308 20.96 68.38 8.89 14.63 34.94
309 20.99 19.37 7.66 6.62 25.03
310 21.09 33.57 10.71 9.10 34.00
311 21.29 76.30 6.84 20.25 27.96
312 20.91 60.65 17.00 22.00 36.00
313 21.12 65.88 9.79 19.66 35.47
314 21.03 56.83 10.33 12.73 33.40
315 21.55 72.72 8.64 30.51 31.04
316 21.27 28.98 9.56 8.83 34.00
317 21.21 36.96 11.02 8.84 32.88
318 21.38 55.26 10.79 12.13 35.76
319 21.44 64.75 10.12 16.63 36.95
320 21.57 26.59 10.87 9.65 32.14
321 21.38 47.20 10.18 9.53 36.79
322 21.60 20.06 8.55 6.57 28.10
323 21.40 38.21 9.80 9.80 34.20
324 21.77 41.88 11.55 10.37 35.89
325 21.82 54.08 10.63 12.26 35.74
326 21.67 57.59 9.87 15.18 38.42
327 21.69 59.24 11.09 14.61 38.07
328 21.69 68.36 9.69 25.04 34.59
329 21.91 39.64 10.40 10.00 37.06
330 21.82 63.92 9.57 18.04 35.25
331 21.76 49.68 10.30 13.20 41.30
332 21.70 66.93 9.00 33.75 35.75
333 21.89 24.89 9.80 8.96 32.16
334 21.84 61.73 9.20 14.47 38.53
335 22.15 33.36 10.39 9.09 36.43
336 22.06 47.43 11.61 11.16 36.95
337 22.00 56.20 10.31 13.44 35.56
338 22.46 66.79 10.23 31.02 32.21
339 22.14 23.25 10.16 8.71 31.25
340 22.14 31.62 11.57 10.22 36.13
341 22.51 74.49 8.87 43.37 28.25
342 22.27 49.23 9.55 9.47 40.05
343 22.49 27.72 11.24 11.16 33.80
344 22.43 61.94 10.95 20.17 37.99
345 22.50 70.34 9.87 42.43 33.34
346 22.44 20.12 7.85 8.28 26.89
347 22.27 25.58 10.12 11.25 32.75
348 22.34 59.89 9.92 19.72 39.16
349 22.43 17.90 7.86 6.98 24.43
350 22.86 76.75 7.57 43.76 28.73
351 22.65 57.49 10.56 16.65 38.04
352 22.79 44.62 10.86 11.64 37.40
353 22.87 37.22 11.69 11.41 39.16
354 22.70 41.39 10.38 9.29 37.00
355 22.93 51.23 12.88 14.79 36.36
356 23.00 22.98 9.01 9.09 32.43
357 22.71 59.13 12.36 23.45 36.82
358 23.07 79.18 7.85 35.38 27.52
359 23.15 54.68 11.91 18.11 39.57
360 23.25 72.38 8.85 60.18 31.09
361 22.75 40.07 12.00 11.60 39.20
362 22.89 42.29 10.11 12.33 35.67
363 23.02 20.89 9.19 6.86 30.52
364 23.12 62.01 10.76 27.36 34.48
365 23.12 35.68 11.05 10.55 40.79
366 23.01 40.64 10.75 11.50 37.12
367 23.40 26.08 10.66 10.78 35.64
368 23.51 31.19 10.29 11.65 36.01
369 23.22 59.94 10.53 23.53 35.93
370 23.40 46.34 11.14 14.54 36.00
371 23.47 24.36 9.98 9.55 33.48
372 23.41 42.88 11.89 12.11 35.17
373 23.52 40.27 11.96 13.13 35.04
374 23.34 49.01 9.83 12.42 36.00
375 23.51 62.91 11.19 40.87 31.91
376 23.53 47.77 10.62 15.35 35.15
377 23.59 56.71 11.41 25.26 37.81
378 23.54 38.77 9.96 11.84 36.92
379 23.83 67.68 10.96 75.95 32.00
380 23.43 27.21 11.38 12.50 36.25
381 23.86 69.94 9.71 77.53 33.06
382 23.70 20.76 9.88 12.83 27.32
383 23.95 51.35 11.07 20.45 39.13
384 23.69 58.46 9.45 21.70 38.60
385 23.68 65.42 10.57 52.10 31.76
386 23.79 28.67 10.09 12.46 34.91
387 24.03 74.84 8.76 81.79 30.31
388 23.80 16.33 6.48 6.48 25.85
389 23.99 54.37 11.53 25.94 40.38
390 23.98 35.50 12.02 13.52 38.06
391 24.03 59.82 12.56 39.51 34.33
392 24.11 37.43 11.50 12.41 39.91
393 24.18 77.80 8.22 66.29 26.31
394 24.23 80.68 6.72 56.34 25.73
395 24.05 41.53 9.81 9.94 39.06
396 23.97 45.65 10.75 10.00 36.75
397 24.23 39.29 12.72 17.76 36.64
398 24.43 63.65 11.90 72.17 32.99
399 24.45 61.54 11.65 54.71 34.73
400 24.64 23.62 9.73 13.24 32.89
401 24.55 25.84 10.36 13.63 32.10
402 24.56 48.18 11.54 20.27 38.95
403 24.48 43.88 13.02 16.27 35.66
404 24.48 32.03 10.95 14.09 35.67
405 24.56 45.83 11.94 18.13 37.06
406 24.58 40.37 11.92 15.70 37.78
407 24.41 52.74 11.12 21.25 37.75
408 24.59 72.22 9.97 114.34 33.03
409 24.61 16.74 6.98 8.51 25.80
410 24.59 53.75 11.54 21.42 41.23
411 24.95 65.79 9.97 122.85 33.44
412 24.65 42.08 10.79 15.47 36.15
413 24.92 58.14 12.22 51.00 34.29
414 24.74 36.24 10.78 15.29 34.18
415 24.91 29.17 10.09 13.53 36.13
416 24.98 55.44 13.84 49.47 35.41
417 25.14 68.41 10.84 125.22 34.00
418 25.35 82.58 6.26 54.71 23.07
419 25.13 38.57 12.46 16.94 37.62
420 25.04 50.07 10.64 18.79 40.88
421 25.08 60.75 11.26 66.09 36.61
422 25.22 76.39 9.71 101.70 29.98
423 25.20 35.22 10.67 18.65 37.28
424 25.27 33.53 11.62 18.13 38.10
425 25.35 79.32 8.17 93.30 30.63
426 24.97 53.16 13.33 37.50 29.67
427 25.45 73.67 10.24 126.40 36.04
428 25.52 17.92 8.49 13.92 28.52
429 25.31 46.02 9.93 21.67 39.13
430 25.22 47.21 13.33 28.56 36.56
431 25.25 37.22 13.45 15.36 39.27
432 25.49 25.44 10.02 14.79 33.60
433 25.80 63.15 11.62 133.90 36.77
434 25.76 23.88 10.87 16.68 31.47
435 25.58 53.57 12.00 40.81 33.63
436 25.64 31.75 11.98 17.82 33.91
437 25.84 43.46 11.95 23.53 41.08
438 25.86 70.79 10.95 171.54 33.73
439 25.81 47.93 12.18 22.03 38.50
440 25.96 56.50 12.01 69.15 36.35
441 26.02 28.58 10.72 21.28 36.17
442 25.73 34.61 9.71 17.94 38.35
443 26.00 36.65 11.49 18.22 36.63
444 26.05 40.41 12.29 22.74 39.86
445 25.92 19.65 9.00 23.78 23.85
446 26.28 58.74 12.06 104.40 36.66
447 26.19 60.84 11.99 126.11 35.24
448 26.15 45.47 12.20 29.60 39.55
449 25.90 46.64 13.94 27.06 38.33
450 26.20 65.67 11.95 167.54 34.93
451 26.23 33.36 10.07 21.29 40.85
452 25.99 44.68 13.50 40.50 40.50
453 26.39 54.22 13.48 71.92 35.38
454 26.39 75.36 10.47 130.16 34.96
455 26.31 22.11 10.56 24.38 31.75
456 26.10 37.68 13.75 26.38 41.38
457 26.48 78.14 9.32 111.84 34.33
458 26.24 30.83 8.31 19.56 35.00
459 26.45 51.59 11.80 59.19 36.86
460 26.53 68.21 11.30 174.32 35.18
461 26.55 80.95 8.12 78.44 31.53
462 26.48 17.20 8.53 19.10 26.60
463 26.67 83.71 7.67 51.45 27.53
464 26.69 32.20 11.63 25.84 36.05
465 26.63 48.80 13.01 48.49 34.12
466 26.75 72.84 9.94 155.28 36.44
467 27.01 24.34 10.20 35.86 29.41
468 26.95 29.46 11.64 36.54 34.16
469 26.95 43.69 12.59 42.93 36.51
470 26.97 37.16 13.50 40.79 33.62
471 26.93 46.21 13.15 51.53 33.33
472 27.23 61.77 13.90 175.80 39.75
473 27.31 21.80 9.47 41.03 29.08
474 27.17 56.82 12.59 129.23 36.68
475 27.31 70.27 11.64 197.80 41.07
476 27.58 63.83 13.89 208.32 39.80
477 27.42 66.10 12.56 179.58 39.68
478 27.49 52.64 13.82 115.78 38.47
479 27.60 17.10 8.47 39.74 27.48
480 27.58 50.08 13.67 93.20 35.40
481 27.61 19.58 9.65 53.60 27.04
482 27.63 77.05 9.55 119.65 46.36
483 27.49 39.49 12.06 45.89 38.02
484 27.77 54.85 13.07 145.32 37.69
485 27.62 84.78 6.68 40.22 44.59
486 27.30 28.46 12.75 24.75 42.50
487 27.79 34.69 12.68 49.18 33.88
488 27.71 74.81 10.26 141.13 46.68
489 27.69 79.64 9.30 87.51 49.64
490 27.69 31.62 11.72 48.72 34.39
491 27.79 47.59 13.96 92.09 36.70
492 27.91 59.47 12.82 174.79 39.80
493 27.61 82.15 8.27 54.38 46.08
494 27.91 42.21 13.04 68.15 39.10
495 28.08 45.13 13.04 92.29 36.25
496 27.68 86.31 5.60 20.53 46.47
497 27.96 26.16 10.69 57.38 31.00
498 28.12 67.94 11.83 173.30 41.05
499 27.96 37.09 12.08 55.42 34.07
500 28.23 72.50 11.58 161.21 51.87
501 28.13 28.62 11.15 61.57 35.10
502 28.00 40.20 11.70 48.60 39.80
503 28.36 23.69 10.90 82.32 30.42
504 28.34 56.95 13.38 181.68 38.01
505 28.53 86.59 5.39 16.79 60.22
506 28.73 13.17 6.47 61.05 18.84
507 28.69 38.95 13.22 79.31 33.20
508 28.73 62.06 12.03 188.62 44.04
509 28.87 21.45 9.82 108.88 29.69
510 28.73 33.14 12.86 79.49 33.32
511 28.76 50.85 14.06 173.02 39.66
512 28.70 65.07 11.66 173.28 47.41
513 28.87 18.92 9.86 110.00 27.04
514 28.84 53.12 14.77 195.52 43.43
515 28.83 69.94 12.97 153.13 62.31
516 28.88 15.97 8.84 104.05 23.94
517 28.98 48.61 13.83 161.99 37.68
518 28.78 78.11 10.34 86.87 118.17
519 28.92 83.91 7.33 34.10 94.89
520 28.93 81.22 9.09 62.53 115.61
521 28.93 30.35 13.26 96.57 33.07
522 28.95 41.25 12.93 107.75 35.77
523 28.96 36.06 12.60 80.02 33.96
524 28.93 74.94 11.72 113.88 106.09
525 29.11 43.49 13.07 144.47 39.84
526 29.28 46.26 13.61 163.86 37.30
527 29.13 25.80 11.64 116.90 29.95
528 29.25 58.32 12.71 189.55 45.33
529 29.34 55.40 13.32 193.92 41.65
530 29.38 67.06 12.88 148.20 66.33
531 29.53 28.06 12.26 135.55 32.84
532 29.40 87.31 5.14 14.05 67.17
533 29.67 72.23 12.70 120.11 113.72
534 29.81 60.60 12.62 166.57 61.18
535 29.77 76.79 11.29 80.12 141.17
536 29.77 32.20 13.54 158.47 36.30
537 29.95 23.12 11.18 174.94 31.43
538 29.92 34.72 13.94 142.92 37.88
539 29.76 39.27 13.80 148.62 38.35
540 29.88 63.73 12.86 152.45 69.97
541 30.06 14.12 7.99 127.10 23.60
542 29.98 51.10 14.31 206.99 43.16
543 30.11 79.34 10.28 63.66 134.86
544 30.11 17.63 9.46 163.33 26.36
545 30.02 69.57 13.25 117.18 116.69
546 30.19 36.89 12.31 153.70 39.12
547 30.23 53.55 13.22 201.35 44.46
548 30.32 82.32 9.20 44.75 124.33
549 30.24 11.53 5.78 79.99 17.29
550 30.25 41.53 13.05 177.41 39.48
551 30.35 74.41 11.23 87.41 138.04
552 30.34 20.60 10.45 186.37 28.39
553 30.22 44.29 14.60 200.50 42.61
554 30.44 30.18 13.08 194.41 36.01
555 30.57 48.99 14.27 188.37 45.14
556 30.44 25.50 12.25 182.77 34.96
557 30.28 86.53 6.86 23.60 86.42
558 30.29 88.18 5.56 15.53 55.65
559 30.48 58.22 15.06 166.96 68.20
560 30.62 46.69 13.27 200.72 43.82
561 30.54 55.86 14.45 188.44 58.27
562 30.49 66.52 12.85 129.39 117.86
563 30.56 84.45 9.09 29.82 116.87
564 30.88 27.74 14.04 210.34 37.35
565 30.94 62.01 14.05 135.08 137.40
566 30.84 38.54 14.21 196.44 38.19
567 30.93 33.06 12.94 201.48 38.24
568 31.07 71.73 13.14 88.75 150.44
569 31.06 76.98 12.04 64.22 145.77
570 31.11 64.53 13.84 129.06 145.69
571 31.16 68.88 13.38 92.03 149.86
572 31.20 15.92 8.93 167.02 27.33
573 31.16 51.78 14.60 174.86 54.47
574 31.34 42.53 13.97 206.41 44.67
575 31.32 35.51 13.88 195.06 40.15
576 31.35 59.63 13.64 133.00 142.36
577 31.47 18.93 10.19 203.20 31.79
578 31.25 87.32 7.35 18.29 62.73
579 31.46 79.92 12.12 51.02 131.23
580 31.51 9.67 5.50 55.54 10.92
581 31.50 23.82 11.62 199.89 35.20
582 31.56 44.74 13.88 198.56 46.82
583 31.52 12.79 7.99 110.26 22.60
584 31.56 40.08 14.54 207.03 38.44
585 31.77 21.38 11.29 206.77 35.15
586 31.71 54.22 15.36 142.43 88.26
587 31.67 31.22 13.73 224.97 40.35
588 31.63 56.82 15.01 137.10 118.33
589 31.79 74.59 13.17 65.89 143.57
590 31.63 82.92 11.67 43.80 110.89
591 31.58 88.66 5.73 19.50 35.83
592 31.83 47.43 13.55 180.90 62.23
593 31.92 66.86 13.73 80.92 158.54
594 31.94 28.83 13.10 221.54 35.89
595 32.02 49.72 15.32 157.94 74.45
596 31.79 86.22 8.09 28.02 88.47
597 31.99 37.66 15.12 211.08 42.04
598 32.01 62.96 14.61 98.11 154.05
599 32.31 25.70 12.12 194.29 38.39
600 32.25 70.33 14.16 61.16 153.32
601 32.25 33.73 13.88 214.99 40.05
602 32.21 89.77 5.64 21.23 17.15
603 32.55 72.51 14.56 59.12 145.78
604 32.26 77.79 13.88 62.55 141.21
605 32.50 60.88 15.52 87.57 161.09
606 32.03 64.19 14.20 71.60 154.40
607 32.37 16.79 9.24 164.55 32.97
608 32.35 51.91 15.81 136.73 106.46
609 32.54 41.13 14.87 201.95 55.94
610 32.24 68.96 13.76 70.47 151.65
611 32.68 58.39 15.13 87.50 151.63
612 32.75 86.36 10.89 41.85 69.97
613 32.62 11.23 6.90 78.79 22.22
614 32.89 43.27 14.95 179.86 68.02
615 32.91 35.96 15.55 202.57 56.72
616 32.74 45.57 15.19 175.32 100.99
617 32.95 13.68 8.68 112.45 30.48
618 32.93 56.17 14.91 93.30 156.63
619 33.05 80.44 14.21 59.40 107.10
620 32.75 88.95 7.33 28.03 23.44
621 32.89 65.13 16.00 64.45 154.47
622 32.97 19.40 10.36 178.79 46.64
623 33.06 22.31 12.17 179.66 49.24
624 32.87 31.28 13.17 212.11 44.77
625 32.97 27.97 13.31 193.63 43.04
626 33.01 83.15 14.52 64.82 94.96
