#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
mu14 14A 4 Kruppel even-skipped fushi-tarazu
166 15.31 46.16 6.23 4.92 33.92
167 15.44 43.07 4.41 7.00 30.57
168 15.66 30.53 5.88 5.69 32.31
169 15.46 49.09 5.50 6.38 35.25
170 16.13 47.09 5.07 6.34 30.58
171 15.96 26.29 4.80 5.66 26.95
172 16.04 28.40 4.93 5.91 28.86
173 15.97 57.18 5.25 6.68 28.57
174 15.94 67.06 5.78 6.20 29.00
175 16.22 49.65 4.77 6.92 28.75
176 16.11 34.40 6.40 6.27 29.50
177 16.11 37.58 5.50 6.70 28.43
178 16.06 52.49 5.22 7.28 29.39
179 16.25 43.58 4.70 5.92 29.44
180 16.40 31.47 5.50 6.67 31.25
181 16.33 41.06 5.42 6.15 27.46
182 16.56 51.45 5.28 6.45 30.83
183 16.50 53.71 4.86 6.79 32.12
184 16.78 55.49 5.48 7.27 32.09
185 16.61 60.63 5.10 6.64 30.75
186 16.96 72.14 4.24 7.00 27.34
187 16.68 47.87 4.95 7.30 27.20
188 17.08 23.99 4.68 6.46 30.47
189 16.69 37.56 5.00 4.90 32.60
190 16.80 67.33 6.11 5.42 29.29
191 16.99 28.54 5.30 6.75 29.77
192 16.98 44.08 5.08 5.82 29.90
193 16.89 32.62 5.58 5.87 31.16
194 16.84 35.73 5.38 6.62 29.50
195 16.97 40.18 5.66 6.73 31.59
196 17.26 57.43 4.71 6.35 31.29
197 17.22 45.79 4.92 8.77 31.65
198 17.42 73.88 3.90 8.64 24.19
199 17.35 37.46 5.11 6.45 31.36
200 17.35 50.31 4.75 7.38 30.50
201 17.50 52.86 6.14 6.97 31.98
202 17.45 62.93 5.42 7.72 30.11
203 17.44 35.30 5.98 6.60 31.57
204 17.39 39.48 6.50 8.67 32.08
205 17.46 67.75 5.33 6.50 31.57
206 17.52 69.44 4.50 8.59 27.68
207 17.66 32.51 5.35 5.26 30.96
208 17.82 41.45 5.24 6.79 30.88
209 17.82 29.06 5.46 7.41 33.73
210 17.81 54.21 4.90 6.93 29.80
211 17.85 39.00 5.52 6.95 33.10
212 17.85 61.49 5.97 7.45 30.94
213 18.12 23.58 4.86 5.77 29.08
214 17.96 56.02 5.48 8.12 28.30
215 18.38 34.85 5.00 6.90 32.48
216 17.95 35.79 10.00 6.50 35.50
217 18.24 26.55 4.61 4.76 31.90
218 18.23 47.16 5.33 6.81 28.40
219 18.24 65.79 5.09 8.57 31.17
220 18.14 67.70 5.81 9.22 26.94
221 18.50 38.00 5.23 6.94 30.21
222 18.43 63.58 5.68 7.60 32.88
223 18.36 21.19 4.74 4.97 27.74
224 18.26 33.28 6.53 5.24 34.29
225 18.48 49.37 5.11 7.31 32.22
226 18.55 30.29 5.21 7.08 31.73
227 18.42 56.29 6.25 8.00 30.88
228 18.87 45.32 5.44 7.96 29.00
229 19.01 53.88 5.73 8.07 32.07
230 19.08 32.73 5.05 6.05 31.67
231 18.99 56.33 5.87 7.47 28.47
232 18.92 71.70 5.32 9.83 28.55
233 18.95 19.68 4.52 5.94 27.48
234 19.07 40.70 5.56 6.72 32.27
235 19.02 68.68 4.83 9.17 28.63
236 19.06 26.45 5.00 6.41 31.44
237 19.21 50.48 5.27 8.88 30.84
238 19.09 74.62 4.30 10.23 29.95
239 19.04 70.13 5.89 7.67 29.22
240 19.19 18.56 4.14 6.43 24.71
241 19.34 30.82 6.02 6.78 31.85
242 19.70 64.63 5.49 8.72 31.71
243 19.33 37.53 6.20 7.80 31.33
244 19.68 23.94 4.81 6.20 29.44
245 19.69 42.76 5.60 6.15 31.90
246 20.01 45.08 4.92 6.13 31.01
247 19.86 18.30 3.79 6.04 25.34
248 19.79 27.87 4.67 6.65 28.88
249 19.71 29.58 5.68 6.65 35.76
250 20.00 48.03 5.02 7.13 33.01
251 20.00 20.83 4.48 5.47 29.69
252 19.84 75.98 4.26 12.70 25.37
253 19.73 72.11 5.44 11.06 25.89
254 19.86 54.31 4.88 7.59 31.54
255 20.10 56.95 5.40 9.17 27.18
256 20.07 32.57 4.44 7.12 32.54
257 20.38 52.11 5.53 7.88 30.20
258 20.04 70.82 4.30 9.70 28.65
259 20.29 77.64 4.05 15.24 23.86
260 20.47 31.22 4.88 7.47 34.56
261 20.71 59.09 5.27 9.19 30.59
262 20.50 41.24 4.88 6.23 31.65
263 20.70 69.35 4.34 11.66 26.98
264 20.59 71.21 5.10 19.48 23.16
265 20.90 23.94 4.42 7.27 32.31
266 20.70 27.40 5.17 6.89 33.11
267 20.90 30.27 5.39 7.76 31.43
268 21.03 26.07 4.80 7.02 32.06
269 21.00 39.66 5.39 6.87 34.87
270 20.83 67.05 5.13 9.59 29.28
271 20.74 21.20 4.14 6.86 35.86
272 20.93 42.59 5.15 7.00 30.68
273 21.10 35.52 5.99 8.12 31.72
274 21.06 45.50 6.17 5.97 29.73
275 21.48 28.93 5.36 7.31 29.44
276 21.10 47.50 4.91 8.09 31.34
277 21.23 21.89 4.42 7.56 29.92
278 21.28 74.85 5.21 27.42 28.22
279 21.19 54.21 6.00 7.11 32.22
280 21.44 44.03 5.49 6.82 30.78
281 21.43 51.98 5.54 6.84 32.36
282 21.40 16.61 2.83 6.17 25.10
283 21.45 37.89 4.78 8.91 29.16
284 21.54 55.74 6.13 7.96 33.58
285 21.42 57.92 4.47 8.97 30.97
286 21.47 71.29 4.80 14.90 31.40
287 21.50 27.80 5.09 7.00 35.18
288 21.73 33.07 5.18 7.65 35.16
289 21.64 23.79 4.75 6.72 33.03
290 21.63 60.62 5.62 11.24 31.19
291 21.77 45.96 6.12 8.09 29.55
292 22.13 53.61 5.79 10.18 30.03
293 21.91 69.75 6.44 16.40 30.16
294 21.91 72.69 5.16 33.87 23.19
295 22.04 78.87 3.94 48.09 20.80
296 22.19 76.28 5.03 59.20 22.63
297 22.32 66.30 5.20 17.52 30.84
298 22.00 57.20 5.07 9.33 32.33
299 22.21 48.66 5.61 8.76 30.85
300 22.10 25.36 4.32 7.56 29.15
301 22.44 22.05 4.34 6.37 30.41
302 22.33 35.48 5.89 8.19 33.69
303 22.40 51.17 5.43 9.05 34.59
304 22.61 41.05 5.68 10.15 32.05
305 22.26 59.05 5.67 8.73 32.02
306 22.51 17.73 4.29 7.26 28.57
307 22.25 23.52 4.73 6.82 33.00
308 22.29 61.10 5.60 10.13 30.30
309 22.29 26.96 4.00 6.35 30.90
310 22.24 19.42 3.67 9.56 30.11
311 22.75 29.28 5.47 7.52 34.48
312 22.56 55.27 5.02 9.16 32.38
313 22.95 80.57 4.43 78.62 20.39
314 22.54 62.02 4.29 12.29 42.71
315 22.95 71.10 5.03 45.10 25.42
316 23.01 73.88 4.92 68.58 25.05
317 22.72 20.08 4.68 8.04 30.20
318 22.89 27.15 5.78 7.90 30.30
319 23.01 46.69 5.78 9.21 30.97
320 23.12 52.77 6.42 10.51 29.38
321 22.90 62.66 6.73 21.20 28.07
322 23.06 18.61 4.07 6.00 30.26
323 23.14 58.25 6.40 10.53 34.42
324 23.29 61.48 5.29 12.65 33.33
325 23.05 21.19 5.07 8.40 34.87
326 23.43 76.93 5.13 103.81 24.68
327 23.67 55.99 5.55 11.48 30.34
328 23.30 32.00 5.86 9.09 33.09
329 23.53 63.89 5.92 17.24 32.19
330 23.26 24.84 4.25 5.75 34.50
331 23.67 44.77 5.21 8.16 32.20
332 23.55 36.22 5.32 6.80 31.02
333 23.61 50.50 5.36 11.02 30.74
334 23.76 68.81 6.14 52.16 23.89
335 23.64 16.71 3.53 5.71 29.33
336 23.55 20.61 4.07 8.18 29.46
337 23.64 39.94 4.74 9.23 31.26
338 23.82 19.04 4.25 6.44 30.75
339 23.71 34.60 4.97 9.24 31.18
340 23.71 25.90 4.79 7.35 35.21
341 24.14 82.77 4.02 104.56 18.31
342 23.85 29.05 5.23 8.55 29.74
343 23.85 59.18 5.98 15.56 28.86
344 23.94 65.48 6.87 31.45 24.71
345 23.90 31.97 5.55 9.87 34.00
346 24.09 21.75 3.98 8.21 29.02
347 24.22 14.60 3.39 6.64 24.78
348 24.20 71.83 5.53 104.42 23.24
349 24.26 79.76 4.40 137.97 22.88
350 24.44 74.61 5.72 143.03 26.91
351 24.31 48.44 5.09 9.72 35.22
352 24.38 37.40 6.38 10.44 32.62
353 24.29 17.10 3.77 7.77 31.46
354 24.56 30.26 5.11 9.32 31.28
355 24.47 50.71 5.92 10.95 34.20
356 24.64 26.05 4.93 9.64 31.13
357 24.38 44.61 6.27 13.00 31.07
358 24.37 58.41 7.80 10.20 34.80
359 24.80 66.87 5.92 71.12 26.76
360 24.88 77.36 5.65 163.74 23.59
361 24.64 23.17 5.42 9.12 29.23
362 24.78 55.47 6.53 14.79 33.23
363 24.93 57.73 5.55 21.45 29.65
364 24.77 45.94 5.74 12.05 29.61
365 24.85 33.04 5.02 10.29 33.08
366 25.08 69.74 5.94 114.92 25.38
367 24.95 61.60 6.13 33.41 27.02
368 24.87 49.21 6.15 10.23 31.54
369 25.19 22.02 4.91 9.82 28.71
370 25.10 24.47 3.80 8.36 30.25
371 25.11 41.11 5.50 10.50 34.35
372 25.17 19.70 3.94 9.25 29.66
373 25.31 38.04 5.34 10.40 33.26
374 25.45 44.19 5.64 11.97 36.31
375 24.98 48.13 5.44 11.00 32.00
376 25.43 81.72 4.56 122.88 26.60
377 25.33 27.92 4.64 8.20 32.44
378 25.24 59.49 5.82 24.50 34.18
379 25.57 72.54 5.93 168.82 27.03
380 25.31 30.26 5.30 9.67 33.53
381 25.28 31.94 5.42 13.08 28.58
382 25.50 47.64 5.41 15.22 29.89
383 25.77 49.61 6.82 17.33 33.78
384 25.47 56.94 4.33 13.89 34.33
385 25.43 36.77 5.25 11.00 38.75
386 25.64 52.89 7.28 20.06 30.53
387 25.71 55.68 5.40 25.40 31.86
388 25.96 65.50 5.90 122.78 26.99
389 25.93 75.50 6.07 163.55 26.47
390 26.13 78.70 5.17 140.96 27.17
391 25.96 60.15 5.93 50.10 25.43
392 25.97 62.58 6.16 84.18 28.39
393 25.94 23.81 5.07 12.40 28.12
394 26.21 32.08 5.30 14.73 33.67
395 26.05 18.86 4.44 12.56 29.03
396 26.08 34.19 4.78 12.08 33.35
397 26.19 68.18 5.93 163.01 26.92
398 26.16 15.55 4.09 10.43 27.99
399 26.23 21.91 4.63 11.13 33.17
400 26.19 39.62 5.74 14.91 34.43
401 26.16 46.58 5.61 15.92 32.58
402 26.22 28.20 5.54 12.54 35.24
403 26.28 57.46 6.46 42.30 29.33
404 26.53 25.51 4.84 15.45 31.96
405 26.65 50.32 6.50 29.76 28.76
406 26.69 70.68 5.61 180.17 30.69
407 26.31 20.62 4.45 10.91 32.64
408 26.58 81.23 6.02 101.06 46.29
409 26.67 53.42 6.87 40.40 27.73
410 27.01 73.45 6.46 163.65 28.57
411 26.70 29.80 4.96 12.79 34.08
412 26.68 31.05 5.22 12.57 29.17
413 26.75 14.25 3.40 18.36 27.52
414 27.01 41.47 5.87 20.27 34.77
415 27.12 55.36 5.92 67.51 29.06
416 27.14 64.19 6.38 164.49 29.72
417 27.04 20.30 4.78 19.44 31.31
418 27.01 22.76 5.00 24.51 26.31
419 27.33 83.74 4.58 60.04 67.24
420 27.17 76.35 6.76 147.75 41.79
421 27.27 58.86 6.05 103.04 29.29
422 27.22 61.53 6.21 129.28 26.72
423 27.01 16.02 3.28 19.61 34.72
424 27.23 26.85 4.21 16.65 34.49
425 27.02 28.57 5.89 25.16 30.79
426 27.11 56.67 6.82 72.82 25.88
427 27.41 67.24 6.32 189.54 29.77
428 27.54 31.37 5.50 25.53 30.38
429 27.49 44.70 7.18 42.92 25.54
430 27.57 51.91 6.53 62.91 28.12
431 27.51 80.23 5.42 94.78 65.70
432 27.67 87.08 2.95 27.84 75.01
433 27.52 17.27 4.29 31.04 22.54
434 27.30 29.64 4.55 19.18 35.64
435 27.44 36.91 6.29 30.89 27.36
436 27.47 39.60 6.36 23.82 31.29
437 27.60 49.28 5.97 58.42 29.39
438 27.54 15.11 4.88 15.85 31.48
439 28.05 69.56 6.67 180.61 31.28
440 28.21 12.16 3.60 40.43 21.13
441 27.70 35.85 5.88 25.12 42.62
442 27.73 33.09 5.71 17.79 40.36
443 28.03 20.21 4.70 39.70 26.93
444 28.12 24.60 5.13 40.21 26.15
445 28.09 42.32 6.90 47.13 28.10
446 28.24 53.78 6.85 114.39 24.88
447 28.33 71.99 6.88 150.54 40.49
448 28.08 27.60 5.81 38.39 27.05
449 28.38 46.86 6.34 76.64 28.89
450 28.16 77.59 6.21 108.46 77.57
451 28.06 34.63 6.22 41.35 28.93
452 28.26 56.79 6.55 131.66 28.28
453 28.30 65.00 6.57 205.32 32.51
454 28.29 39.90 6.24 45.52 30.81
455 28.45 14.91 4.06 52.30 23.85
456 28.19 82.90 4.50 37.62 92.92
457 28.68 37.76 5.79 70.02 27.88
458 28.55 62.39 6.47 175.01 32.25
459 28.59 74.67 6.62 112.48 77.64
460 28.55 32.60 6.27 58.09 27.03
461 28.59 59.81 6.54 166.75 29.60
462 28.62 80.51 5.98 55.89 118.74
463 28.66 17.47 4.32 59.79 22.95
464 28.73 22.35 4.91 61.61 27.23
465 28.78 30.37 6.38 74.28 29.32
466 28.85 44.26 6.40 86.97 29.85
467 28.84 50.54 6.78 127.02 27.99
468 28.91 67.41 7.15 177.46 38.59
469 28.84 83.54 5.21 47.69 105.56
470 29.09 34.99 6.23 88.81 27.63
471 29.15 28.16 5.75 90.26 24.87
472 29.31 25.89 5.92 91.49 26.95
473 29.24 41.42 7.01 95.20 30.88
474 29.32 19.93 5.36 99.62 26.24
475 29.37 55.13 7.49 181.98 31.58
476 29.48 77.62 7.03 69.25 106.55
477 29.57 48.24 6.63 154.21 26.90
478 29.50 57.60 7.05 193.68 32.03
479 29.53 69.86 7.04 136.85 66.93
480 29.38 85.82 5.10 39.11 97.52
481 29.57 52.50 6.89 183.83 29.85
482 29.74 11.99 3.71 112.18 23.18
483 29.54 64.80 7.73 169.56 51.14
484 29.79 39.14 6.87 143.70 29.87
485 29.80 14.98 4.28 129.31 22.54
486 29.78 32.61 6.54 136.68 29.24
487 29.73 72.72 7.38 107.51 106.19
488 29.92 45.82 6.63 161.86 29.32
489 29.68 81.40 5.67 44.90 121.25
490 29.90 23.52 4.91 141.66 27.87
491 29.94 62.43 7.53 155.86 38.82
492 30.00 59.94 6.81 187.33 39.06
493 30.03 17.68 4.59 144.88 24.78
494 30.07 36.78 6.56 170.66 28.27
495 29.95 89.42 3.70 27.85 56.18
496 30.18 9.08 3.20 98.94 16.69
497 30.32 30.33 6.72 182.20 28.41
498 29.88 84.76 5.58 41.08 100.23
499 30.24 43.13 7.37 161.70 31.19
500 30.35 66.56 7.23 129.50 97.32
501 30.39 49.72 6.79 184.06 32.40
502 30.34 80.35 7.25 52.98 114.87
503 30.48 28.00 6.15 178.82 26.73
504 30.59 21.00 5.32 162.42 26.37
505 30.51 74.58 7.68 72.18 116.50
506 30.19 77.22 6.33 40.83 131.50
507 30.29 85.88 4.80 25.20 102.15
508 30.68 34.66 6.07 199.21 28.90
509 30.71 54.74 7.70 187.20 36.38
510 30.80 25.89 5.49 193.47 29.61
511 30.92 71.44 7.92 76.58 112.30
512 30.90 68.98 7.64 95.96 124.95
513 30.88 40.58 7.25 175.56 31.08
514 30.88 51.97 7.04 192.58 33.56
515 30.80 57.46 7.11 158.36 41.92
516 30.60 77.87 7.93 60.19 125.15
517 30.99 63.96 8.09 110.78 88.03
518 31.07 13.53 4.46 174.16 22.50
519 30.79 86.35 5.80 37.37 93.83
520 30.96 88.00 5.75 42.58 81.47
521 31.23 10.55 3.05 141.71 20.88
522 31.24 16.35 4.65 184.90 28.97
523 31.08 45.54 7.16 164.05 33.43
524 31.14 60.38 7.24 131.86 68.57
525 31.04 79.01 6.95 31.12 118.34
526 31.36 19.02 5.37 200.88 27.55
527 31.34 23.62 6.02 191.40 27.73
528 31.37 32.24 6.76 210.34 29.81
529 31.36 37.77 7.12 179.83 29.94
530 31.41 48.19 7.53 160.95 40.41
531 31.19 82.94 6.83 41.61 103.44
532 31.50 73.78 7.74 48.44 115.66
533 31.66 42.93 7.07 146.18 36.56
534 31.73 66.32 7.53 68.86 127.62
535 31.71 29.15 5.89 206.59 32.26
536 31.71 80.68 7.74 42.48 118.48
537 31.49 87.18 8.46 67.92 61.83
538 31.92 62.10 7.80 91.57 106.54
539 31.90 35.02 6.71 179.90 32.40
540 31.90 53.75 7.26 141.54 75.89
541 32.01 50.84 7.97 137.14 67.75
542 31.92 56.88 8.63 107.40 99.49
543 32.08 21.51 6.31 194.04 30.02
544 32.04 78.23 7.49 40.75 105.52
545 32.15 26.06 5.86 200.31 32.06
546 32.21 40.20 7.43 161.79 47.37
547 31.95 75.65 9.50 51.36 110.96
548 32.44 64.62 8.61 52.59 124.11
549 32.18 46.08 7.72 120.59 52.41
550 32.73 71.88 8.81 43.18 122.86
551 32.19 85.14 8.76 67.39 81.74
552 32.20 59.60 7.60 77.72 114.76
553 32.31 82.77 10.06 56.25 95.63
554 32.49 12.18 4.64 144.57 31.19
555 32.43 14.83 4.22 170.38 29.72
556 32.25 69.54 8.74 58.95 124.77
557 32.54 89.34 7.16 86.78 39.12
558 32.53 31.52 6.92 194.38 42.71
559 32.62 9.39 3.64 117.00 44.15
560 32.59 17.83 4.89 179.53 31.93
561 32.64 37.23 7.19 144.53 42.35
562 32.75 43.89 8.41 118.25 67.41
563 32.80 49.00 8.14 110.79 92.17
564 32.93 75.17 7.96 39.16 106.48
565 33.01 23.51 5.68 166.75 40.82
566 32.99 28.52 6.14 181.41 46.62
567 32.71 68.14 8.29 38.25 115.46
568 32.69 81.35 9.67 54.17 88.17
569 32.80 55.32 7.24 75.00 111.64
570 33.11 77.99 9.20 51.41 87.58
571 33.09 86.71 10.01 105.68 38.48
572 33.10 52.30 8.34 75.52 106.31
573 33.06 34.06 6.61 150.22 50.49
574 33.22 58.07 8.54 57.50 118.36
575 33.19 20.59 5.89 169.56 46.66
576 33.29 41.71 7.76 105.50 92.95
577 33.23 45.91 9.63 91.56 103.71
578 33.33 61.29 9.19 55.15 121.35
579 33.30 67.22 8.98 47.34 124.72
580 33.23 54.57 8.88 75.90 107.24
581 33.46 83.80 11.76 100.75 53.78
582 33.46 26.26 6.26 146.08 56.04
583 33.48 39.05 7.88 109.05 99.08
584 33.61 80.52 11.60 77.09 75.31
585 33.74 69.00 9.88 44.37 111.37
586 33.63 8.00 2.87 65.06 48.68
587 33.73 15.27 4.72 114.28 52.09
588 33.68 31.02 7.50 136.22 76.74
589 33.71 11.50 4.15 98.69 47.72
590 34.01 50.85 8.12 48.52 114.28
591 33.79 35.96 7.53 116.24 82.31
592 34.26 90.71 9.04 104.07 17.86
593 33.98 18.34 5.36 133.91 58.56
594 33.95 65.21 9.65 40.74 119.70
595 33.91 43.79 8.58 67.03 109.45
596 33.94 49.02 8.29 49.43 121.83
597 34.03 70.23 7.92 33.22 100.38
598 33.88 73.30 9.16 41.91 95.38
599 34.14 56.27 8.48 45.37 124.68
600 33.80 46.48 6.60 52.20 125.80
601 33.85 61.71 7.11 29.33 122.78
602 34.14 75.76 12.18 68.95 82.02
603 34.19 47.55 8.26 57.40 127.15
604 34.23 23.91 6.79 103.70 92.94
605 34.22 33.66 8.11 97.66 118.99
606 33.98 53.94 8.27 42.18 131.27
607 34.32 21.18 6.06 122.60 84.89
608 34.08 45.16 7.67 56.27 119.33
609 34.22 72.02 11.96 51.00 89.06
610 34.46 53.53 8.88 39.99 117.50
611 34.47 77.77 12.94 85.42 58.55
612 34.06 84.40 12.25 108.62 43.75
613 34.45 28.92 7.89 97.27 95.86
614 34.48 59.09 9.93 46.44 132.30
615 34.26 81.89 13.83 120.04 37.45
616 34.48 86.71 14.68 138.73 25.20
617 34.54 38.38 7.09 70.79 111.79
618 34.33 41.18 8.33 59.94 104.88
619 34.64 61.38 8.63 34.49 126.69
620 34.50 63.42 9.62 41.24 131.71
621 34.77 9.09 3.84 54.48 85.85
622 34.62 26.38 6.92 94.49 95.76
623 34.72 12.25 5.05 73.89 90.32
624 34.48 32.31 6.75 50.75 118.62
625 34.68 16.32 6.50 84.79 89.79
626 34.99 43.67 8.37 43.92 119.49
