#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
ra9 14A 4 even-skipped Kruppel giant
166 18.48 33.96 13.65 9.33 56.44
167 18.49 69.82 15.50 13.44 50.45
168 18.55 67.41 16.50 12.98 64.61
169 18.69 27.49 12.14 8.66 56.69
170 18.95 48.05 16.60 12.79 125.81
171 18.88 52.00 16.86 13.20 120.03
172 19.12 72.36 15.83 13.01 50.34
173 19.02 43.42 15.72 11.29 97.91
174 19.15 30.55 12.64 8.70 70.11
175 19.30 36.03 14.71 10.62 71.58
176 19.31 40.91 16.14 10.98 92.47
177 19.26 54.36 18.54 13.28 133.31
178 19.30 62.70 16.80 13.92 88.01
179 19.33 75.20 14.78 12.74 38.74
180 19.42 38.46 15.05 10.74 74.75
181 19.44 65.61 17.73 14.28 78.62
182 19.53 58.41 16.35 14.49 131.26
183 19.78 46.12 16.52 12.05 131.46
184 19.90 25.83 12.49 8.43 81.54
185 19.87 32.93 13.99 10.45 87.21
186 19.93 56.29 17.63 14.86 135.45
187 19.84 69.85 15.95 13.32 69.45
188 19.98 22.72 11.01 7.87 79.58
189 19.97 49.56 18.40 13.02 147.93
190 20.08 60.70 16.31 13.54 112.01
191 20.20 29.16 12.83 8.53 84.10
192 20.20 67.43 17.96 13.74 82.49
193 20.23 52.19 16.87 13.50 139.64
194 20.29 43.89 16.21 11.43 127.67
195 20.51 72.40 18.44 13.90 68.28
196 20.70 39.30 16.39 11.53 114.36
197 20.68 41.52 17.13 11.43 119.28
198 20.74 37.02 15.24 10.36 118.36
199 20.74 34.68 15.28 10.75 114.35
200 20.72 62.78 18.10 13.89 102.17
201 20.64 74.93 17.71 13.13 65.78
202 20.75 65.08 17.31 14.17 90.05
203 20.88 54.61 17.67 13.18 146.62
204 20.87 47.49 18.32 13.96 159.35
205 20.91 58.61 18.19 13.66 128.62
206 21.21 21.04 11.66 7.44 85.91
207 21.18 68.91 19.12 14.45 90.13
208 21.36 32.38 14.37 9.80 119.23
209 21.32 27.05 12.57 8.31 103.87
210 21.38 45.20 18.37 13.37 153.88
211 21.30 50.61 18.08 13.40 151.96
212 21.36 24.06 13.00 7.98 102.36
213 21.47 29.80 13.67 9.08 112.19
214 21.58 56.72 19.27 13.58 139.68
215 21.63 71.05 20.34 13.65 85.97
216 21.57 42.90 16.91 12.43 141.36
217 21.76 52.73 18.93 13.44 155.60
218 21.61 60.71 19.24 14.37 124.88
219 21.88 48.56 17.73 13.78 156.34
220 21.81 76.68 18.93 13.21 69.65
221 21.94 66.50 20.21 13.76 101.04
222 22.02 35.49 15.64 11.38 135.89
223 21.94 63.79 19.32 14.99 112.24
224 21.95 73.73 21.72 13.66 85.22
225 22.13 37.95 17.12 10.93 137.76
226 21.96 40.25 16.84 11.39 135.73
227 22.47 46.16 18.62 13.80 161.64
228 22.53 54.45 18.99 13.77 153.12
229 22.53 19.58 11.98 7.05 87.52
230 22.52 58.96 20.09 13.75 129.62
231 22.72 31.36 14.86 9.99 128.69
232 22.53 68.81 21.77 15.17 99.65
233 22.79 22.02 12.00 7.88 102.98
234 22.68 25.61 12.65 8.58 111.86
235 22.69 28.56 13.95 8.90 121.78
236 22.55 23.25 14.67 7.85 107.23
237 22.87 33.66 15.85 10.97 137.69
238 22.66 42.96 18.26 11.85 147.53
239 22.74 50.43 19.13 13.67 153.74
240 22.78 61.67 21.14 14.05 123.42
241 22.57 40.67 16.17 11.42 117.88
242 22.94 56.64 20.00 13.35 147.85
243 22.98 72.06 23.81 13.78 97.01
244 23.16 74.89 29.77 13.86 91.53
245 23.18 64.24 20.93 14.89 128.68
246 23.18 77.80 25.77 13.53 76.81
247 23.17 47.99 18.54 13.35 163.98
248 23.36 52.17 20.24 13.51 153.58
249 23.33 39.14 17.76 12.32 161.74
250 23.33 66.61 23.30 14.06 122.78
251 23.45 36.68 16.73 10.93 148.26
252 23.51 44.33 18.46 12.19 154.07
253 23.66 41.40 19.41 12.54 153.02
254 23.65 69.77 27.94 14.58 119.50
255 23.76 59.53 20.63 13.67 130.60
256 23.95 54.40 22.19 13.36 149.23
257 23.89 20.12 12.41 7.32 99.15
258 23.90 23.30 12.50 8.26 111.17
259 23.84 24.83 13.49 7.84 121.76
260 24.03 27.07 14.61 8.66 120.70
261 23.85 29.96 14.73 9.28 132.94
262 24.11 34.43 16.47 10.21 148.78
263 24.19 46.45 21.92 12.44 160.57
264 24.08 62.08 22.57 14.82 133.75
265 24.19 49.20 20.14 13.20 157.26
266 24.15 57.04 21.21 14.41 133.16
267 24.58 32.15 17.46 10.12 146.29
268 24.40 67.46 29.44 14.86 118.84
269 24.38 73.93 42.95 14.73 110.50
270 24.36 76.46 44.43 15.19 97.03
271 24.32 79.30 33.48 14.49 59.91
272 24.50 71.59 39.14 14.67 119.67
273 24.50 64.63 27.45 14.06 136.11
274 24.60 38.94 19.31 11.85 155.47
275 24.59 51.62 20.30 12.58 152.41
276 24.64 43.94 19.37 12.68 159.93
277 24.81 36.40 18.50 11.15 148.41
278 25.04 21.96 12.89 8.25 106.58
279 24.91 41.47 18.96 11.93 151.05
280 25.04 29.64 15.60 9.15 134.24
281 25.02 59.23 25.93 14.31 136.59
282 25.12 24.81 15.06 8.66 113.85
283 25.27 53.56 23.53 13.98 148.84
284 25.22 69.15 41.99 15.30 133.34
285 25.20 56.09 22.43 14.06 139.79
286 25.43 19.40 14.06 7.07 102.56
287 25.20 61.84 29.60 14.17 147.06
288 25.53 27.38 14.80 8.98 128.00
289 25.37 48.59 20.94 13.23 156.13
290 25.53 34.10 16.84 10.75 146.09
291 25.47 46.06 21.16 12.79 159.34
292 25.47 79.82 58.06 14.35 82.48
293 25.60 66.33 40.24 14.50 145.08
294 25.57 76.62 61.60 14.41 103.93
295 25.65 16.41 13.31 6.89 93.92
296 25.77 63.96 36.40 14.70 148.67
297 25.78 73.89 64.42 15.53 128.70
298 25.89 37.79 19.49 11.98 151.74
299 25.88 40.02 18.34 12.10 142.98
300 25.88 43.53 20.22 12.73 161.45
301 25.86 50.83 22.86 12.31 167.70
302 25.98 71.17 62.12 15.03 134.93
303 26.04 57.78 26.48 14.47 149.86
304 26.10 31.82 17.32 9.62 133.36
305 26.23 60.42 30.16 15.07 147.92
306 26.40 23.30 15.75 7.93 110.01
307 26.38 35.65 19.86 10.87 138.25
308 26.33 55.18 25.85 14.09 148.65
309 26.47 29.27 16.37 9.03 132.61
310 26.56 52.46 24.43 12.96 155.16
311 26.49 68.12 65.40 15.40 142.14
312 26.56 78.29 82.47 14.25 111.82
313 26.56 48.24 23.49 12.55 162.31
314 26.68 26.22 17.45 8.75 121.68
315 26.65 41.54 20.98 12.21 151.33
316 26.74 20.95 17.20 7.10 110.39
317 26.84 80.75 76.98 15.40 88.98
318 26.71 45.71 21.17 11.86 160.05
319 26.76 17.82 16.62 7.02 106.21
320 26.82 62.88 47.20 14.14 151.63
321 26.91 65.32 66.61 15.22 145.85
322 27.09 75.65 91.91 16.70 127.88
323 27.24 33.70 21.42 10.44 139.24
324 27.11 38.67 21.14 11.67 149.34
325 27.07 73.14 95.86 16.98 136.17
326 27.15 58.32 34.38 14.84 155.11
327 27.33 50.10 27.41 13.90 163.40
328 27.44 43.30 23.00 11.96 153.67
329 27.24 70.39 97.84 15.96 140.86
330 27.39 31.13 18.82 9.31 127.50
331 27.42 53.91 30.32 13.82 166.21
332 27.51 56.15 37.23 14.29 167.82
333 27.57 36.38 23.14 10.72 150.05
334 27.50 60.88 45.03 15.32 151.83
335 27.76 27.86 18.61 8.38 120.46
336 27.77 47.67 25.19 12.85 161.33
337 27.79 25.03 19.17 8.98 121.14
338 27.69 67.63 105.73 15.74 151.26
339 27.76 40.69 22.97 12.07 146.91
340 27.96 19.73 19.94 7.87 111.50
341 27.98 22.47 20.28 7.92 117.82
342 27.75 16.06 18.11 7.32 111.04
343 27.94 77.67 95.88 14.75 122.06
344 27.99 81.90 90.04 14.70 98.96
345 28.03 45.30 25.35 12.88 161.13
346 28.08 51.77 33.87 13.67 167.35
347 28.14 17.20 22.64 6.98 113.13
348 28.16 63.11 80.83 16.10 162.54
349 28.21 65.36 104.64 15.73 162.26
350 28.30 72.24 114.44 16.03 144.80
351 28.28 58.72 49.94 14.77 160.17
352 28.45 29.99 23.71 9.53 139.25
353 28.49 38.91 26.12 11.09 152.70
354 28.57 74.83 102.63 16.45 141.82
355 28.53 34.75 25.39 11.13 153.17
356 28.45 69.44 128.48 16.82 159.04
357 28.74 32.44 26.32 9.97 143.52
358 28.81 79.78 107.03 16.49 121.66
359 28.69 49.60 33.01 14.90 164.54
360 28.71 53.73 48.01 14.12 172.07
361 28.69 56.22 51.25 14.13 165.15
362 28.74 84.31 68.42 13.77 57.97
363 28.79 41.74 28.79 11.85 158.57
364 28.80 60.98 86.17 15.71 172.42
365 28.97 14.84 22.81 6.99 84.83
366 29.03 36.93 29.27 11.86 161.95
367 29.01 23.90 28.58 8.54 122.40
368 28.96 27.16 27.54 8.84 119.06
369 28.97 46.77 34.08 12.91 156.54
370 29.20 44.06 33.49 11.63 164.48
371 29.23 67.47 129.04 16.04 157.02
372 29.24 20.66 29.80 7.76 122.24
373 29.35 17.74 29.90 7.60 109.98
374 29.45 70.65 123.22 16.36 158.51
375 29.47 77.45 104.41 16.45 132.72
376 29.43 58.50 85.48 14.34 173.69
377 29.59 51.29 51.50 13.61 169.74
378 29.66 82.18 85.77 15.57 100.13
379 29.65 62.73 125.04 15.43 165.02
380 29.57 65.03 138.90 15.79 170.85
381 29.57 30.15 33.55 10.38 144.62
382 29.70 39.21 36.87 11.36 166.52
383 29.77 48.58 48.14 14.05 163.13
384 29.92 72.95 112.84 16.59 153.49
385 29.72 34.27 38.60 10.72 159.29
386 29.98 75.21 112.42 16.65 148.06
387 29.92 56.09 80.51 14.87 162.35
388 30.07 25.31 45.08 8.75 130.15
389 30.00 42.23 43.65 12.18 164.67
390 29.94 53.57 74.03 15.35 172.48
391 30.17 27.76 46.94 9.66 138.40
392 30.31 84.67 57.70 14.65 65.72
393 30.09 46.00 50.23 13.68 165.72
394 30.18 60.50 133.10 15.92 178.44
395 30.39 22.75 52.46 8.37 127.14
396 30.42 32.08 52.97 10.63 145.15
397 30.30 36.69 44.62 11.18 165.19
398 30.46 79.42 86.37 16.32 121.78
399 30.39 16.40 46.33 7.17 117.65
400 30.52 69.15 125.44 17.94 158.64
401 30.81 13.80 53.31 6.33 97.76
402 30.51 19.95 51.98 7.56 125.11
403 30.56 66.63 130.22 16.20 160.13
404 30.72 40.61 62.52 12.67 173.51
405 30.68 58.10 125.77 15.94 176.30
406 30.82 49.98 81.36 14.21 180.64
407 30.89 29.59 59.97 9.28 137.39
408 30.86 44.23 66.99 13.15 173.34
409 30.91 34.70 66.55 11.52 155.19
410 30.86 63.82 136.90 16.23 165.44
411 31.00 47.73 87.14 13.93 180.77
412 31.05 71.33 112.26 16.71 149.59
413 31.09 38.33 72.24 12.16 173.82
414 31.00 52.18 98.62 14.77 182.62
415 30.94 54.75 110.81 14.93 180.23
416 31.09 76.44 94.12 17.63 137.01
417 31.00 81.43 68.05 18.42 107.10
418 31.24 61.42 150.97 15.40 179.61
419 31.16 82.86 66.72 14.12 95.63
420 31.39 73.77 98.90 17.10 144.29
421 31.32 26.45 92.64 9.24 139.47
422 31.44 17.90 79.91 7.89 125.02
423 31.62 23.94 101.18 8.64 139.24
424 31.68 32.97 109.60 11.41 152.05
425 31.75 42.81 95.65 12.52 172.66
426 31.70 67.64 116.36 16.62 161.71
427 31.68 85.20 44.80 16.26 58.49
428 31.78 21.21 107.33 8.27 129.22
429 31.79 46.01 109.26 12.99 170.12
430 31.73 56.52 146.84 15.38 177.76
431 31.78 59.16 150.67 15.47 173.84
432 31.89 36.36 100.39 11.77 170.22
433 31.83 65.21 132.13 17.46 176.85
434 31.84 30.85 106.48 11.10 155.52
435 31.93 40.37 111.33 12.49 173.19
436 31.99 77.71 79.75 17.78 126.13
437 31.80 79.95 63.26 18.02 116.35
438 32.27 15.60 97.78 7.10 109.39
439 32.16 48.84 132.54 14.31 169.11
440 32.13 51.23 147.31 13.78 183.43
441 32.04 53.75 141.65 14.29 183.08
442 32.19 69.65 101.66 17.41 151.62
443 32.15 28.59 112.11 9.68 152.98
444 32.37 12.12 102.56 6.32 89.05
445 32.26 62.72 143.42 16.36 180.83
446 32.23 80.91 66.12 17.71 113.46
447 32.60 82.82 54.48 16.96 83.61
448 32.54 71.91 92.56 20.14 153.68
449 32.58 38.48 132.77 13.18 171.21
450 32.64 74.54 82.87 17.91 135.34
451 32.59 26.09 129.62 9.12 137.52
452 32.68 34.11 136.50 11.54 162.69
453 32.65 19.24 119.10 8.18 139.46
454 32.79 44.64 137.65 12.75 170.28
455 32.96 60.48 143.43 17.50 175.02
456 32.89 55.52 152.29 16.53 188.24
457 32.88 57.93 151.09 17.44 184.38
458 32.94 23.21 129.60 8.49 119.70
459 32.98 31.50 137.64 10.34 159.26
460 32.93 66.31 112.44 17.31 168.12
461 32.99 42.27 145.94 12.99 173.20
462 33.07 46.86 150.34 14.40 172.91
463 33.10 85.35 45.68 17.84 56.80
464 33.09 79.36 61.32 17.79 110.62
465 33.24 36.09 147.09 12.73 159.27
466 33.22 53.16 157.34 14.99 183.22
467 33.33 50.66 154.53 15.79 185.62
468 33.42 76.83 67.04 18.78 123.32
469 33.40 63.22 125.64 17.61 173.84
470 33.40 28.79 150.87 10.06 150.22
471 33.51 40.19 148.41 12.29 168.54
472 33.43 69.11 84.46 18.73 155.80
473 33.62 14.81 122.21 7.50 114.03
474 33.63 17.70 115.54 8.30 128.38
475 33.75 11.85 113.50 6.91 97.64
476 33.79 48.55 158.19 14.83 175.74
477 33.81 21.00 127.63 8.10 127.00
478 33.74 71.91 75.48 19.21 142.93
479 33.86 26.25 143.71 10.12 144.71
480 33.97 38.00 148.17 12.61 167.29
481 33.96 82.24 54.31 19.20 89.59
482 33.96 32.99 162.19 11.14 157.43
483 34.01 43.83 138.62 13.83 165.62
484 33.98 58.25 123.29 17.04 183.81
485 34.19 74.54 60.45 18.53 122.59
486 34.02 87.66 42.51 19.15 36.36
487 34.10 64.91 104.18 17.71 161.49
488 34.08 55.40 125.34 17.12 174.17
489 34.35 67.27 80.20 18.23 155.36
490 34.28 23.85 128.24 9.46 135.12
491 34.27 60.77 117.32 16.78 174.10
492 34.34 30.64 151.50 11.79 157.72
493 34.46 45.85 153.90 14.97 174.32
494 34.32 52.59 138.03 15.61 192.02
495 34.35 79.50 55.07 20.98 107.89
496 34.43 35.20 154.13 11.49 161.63
497 34.51 41.58 143.82 13.70 178.48
498 34.57 84.75 54.61 22.34 61.50
499 34.75 50.29 141.85 14.76 180.41
500 34.74 69.58 70.38 18.50 147.62
501 34.80 28.03 144.58 10.94 147.76
502 34.93 76.71 55.04 21.72 106.75
503 34.92 19.13 112.59 8.42 114.18
504 34.98 16.11 112.39 8.03 122.06
505 34.94 62.77 90.44 18.97 156.89
506 34.89 13.18 115.20 7.69 121.34
507 35.03 47.85 133.19 15.54 173.07
508 35.07 72.08 64.18 20.05 135.06
509 35.08 9.51 70.53 6.39 62.27
510 35.22 39.74 134.69 13.99 161.91
511 35.11 37.35 143.34 13.25 171.38
512 35.08 57.81 101.92 17.63 174.02
513 35.35 22.18 114.16 9.25 126.67
514 35.33 87.02 61.10 23.07 37.33
515 35.28 32.99 145.42 10.78 155.12
516 35.21 54.93 117.87 16.42 173.13
517 35.30 65.37 77.39 20.43 158.31
518 35.44 25.25 122.49 9.81 140.11
519 35.37 43.26 123.07 13.76 172.98
520 35.39 81.88 54.58 23.28 75.03
521 35.59 89.52 46.34 21.59 13.60
522 35.55 52.28 111.62 16.61 168.39
523 35.61 60.50 86.31 17.80 162.84
524 35.62 29.97 133.19 10.92 154.06
525 35.69 74.40 53.12 21.66 97.70
526 35.64 78.59 54.60 22.91 89.85
527 35.98 67.15 61.44 20.18 142.15
528 35.92 35.62 121.99 12.80 159.02
529 35.91 46.10 115.88 14.61 166.90
530 35.96 11.79 93.39 7.39 109.44
531 36.03 69.76 55.58 20.83 128.98
532 36.00 49.23 123.59 15.78 168.64
533 36.12 84.36 69.17 25.13 50.96
534 36.15 27.44 123.16 10.89 151.56
535 36.30 17.18 102.01 9.06 117.75
536 36.23 63.56 63.49 18.35 142.67
537 36.23 20.09 100.62 8.89 121.61
538 36.28 38.11 111.90 13.17 172.78
539 36.24 55.50 91.61 17.32 157.36
540 36.29 58.33 77.09 18.61 151.11
541 36.57 14.42 82.83 8.21 111.49
542 36.38 41.01 112.19 14.25 169.38
543 36.45 31.49 129.81 12.65 152.82
544 36.46 72.05 56.12 23.68 98.10
545 36.55 43.60 100.29 14.46 165.26
546 36.56 80.33 63.11 24.75 69.74
547 36.62 9.33 55.28 7.05 75.39
548 36.62 33.72 112.36 12.23 153.15
549 36.61 88.06 77.20 29.22 23.56
550 36.61 23.75 96.10 10.94 135.55
551 36.71 53.07 84.64 16.08 156.36
552 36.92 50.78 84.26 17.00 160.96
553 36.92 77.22 60.73 25.71 74.14
554 36.82 61.15 63.43 19.64 144.66
555 36.93 74.80 57.29 25.25 76.70
556 37.15 29.24 112.67 11.54 143.04
557 37.25 26.02 96.12 10.13 137.97
558 37.14 48.12 92.03 16.26 160.21
559 37.15 65.78 58.15 22.62 125.61
560 37.22 45.78 87.73 15.19 158.88
561 37.31 82.83 77.75 29.67 49.97
562 37.31 21.60 76.87 8.55 118.44
563 37.11 68.43 57.65 22.72 109.60
564 37.30 36.17 93.62 13.72 156.09
565 37.30 56.68 66.78 18.87 141.43
566 37.40 38.99 88.22 14.64 156.67
567 37.55 85.54 93.13 32.98 29.71
568 37.52 12.01 62.17 8.18 101.59
569 37.57 18.65 71.04 9.61 111.96
570 37.63 41.37 89.88 14.11 156.98
571 37.73 58.86 65.35 21.15 127.36
572 37.60 63.53 56.24 20.82 114.07
573 37.59 72.36 68.12 25.25 72.28
574 37.74 54.43 69.48 19.27 146.36
575 37.68 31.79 100.99 13.44 140.95
576 37.91 15.50 59.86 8.82 97.49
577 37.69 78.85 73.11 34.20 50.50
578 37.93 70.12 69.05 27.21 92.86
579 37.75 80.29 77.41 30.27 50.10
580 37.93 43.77 75.01 15.53 145.90
581 37.99 34.04 80.93 13.52 141.56
582 38.01 9.11 41.30 7.41 70.62
583 38.04 61.15 62.89 22.51 119.39
584 38.02 88.77 80.56 36.90 15.03
585 38.14 23.82 67.55 10.83 123.58
586 38.21 52.23 73.22 17.80 135.41
587 38.26 27.62 81.82 11.70 137.47
588 38.28 49.67 64.03 18.54 136.16
589 38.21 74.74 86.27 32.27 54.32
590 38.29 67.60 69.71 25.47 92.18
591 38.50 76.90 89.43 32.86 46.34
592 38.50 37.63 76.32 15.12 137.74
593 38.41 47.01 70.81 17.46 136.13
594 38.60 29.83 78.84 12.82 129.63
595 38.55 65.28 70.14 26.58 97.94
596 38.66 20.85 63.36 10.24 103.12
597 38.58 81.83 106.34 41.70 34.54
598 38.58 56.36 67.77 19.97 110.08
599 38.82 39.94 67.80 14.37 132.48
600 38.96 35.49 65.62 15.23 127.31
601 39.06 86.88 95.16 45.46 18.83
602 38.95 12.32 44.70 9.14 81.30
603 38.91 18.27 53.06 10.59 91.29
604 38.98 42.34 70.60 17.40 129.50
605 38.97 72.37 96.55 31.43 42.93
606 39.02 25.52 66.02 12.90 117.59
607 39.04 84.32 104.67 46.17 23.39
608 39.05 32.13 67.81 14.30 113.76
609 38.90 62.91 78.87 25.56 74.18
610 39.11 44.79 67.44 17.78 119.26
611 38.99 79.05 106.16 41.35 36.88
612 39.07 59.73 70.59 24.44 84.73
613 39.32 15.59 46.31 10.28 83.13
614 39.23 69.87 106.33 30.06 48.78
615 39.36 89.45 67.45 48.61 10.84
616 39.38 54.09 73.26 21.26 89.15
617 39.39 9.10 35.32 7.93 52.64
618 39.35 50.99 68.62 18.28 95.75
619 39.44 22.92 61.15 12.92 103.04
620 39.52 48.09 63.33 20.15 99.06
621 39.53 57.57 81.16 24.56 76.09
622 39.53 67.14 97.40 30.27 52.83
623 39.74 74.65 99.09 42.12 31.81
624 39.93 27.17 57.62 13.80 97.78
625 39.89 33.71 59.02 16.32 98.01
626 39.89 38.20 62.38 16.95 107.82
627 39.85 29.51 62.14 15.14 105.74
