#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
cq3 14A 4 even-skipped Kruppel giant

#Quantitative data
#<Nucleus number> <A-P coordinate> <D-V coordinate> <Fluorescence intensity: channel 1 - eve, channel 2 - Kr, channel 3 - gt>
1227 55.72 13.57 48.93 107.24 12.82
1228 55.73 35.08 74.23 174.29 18.08
1229 55.69 59.30 101.09 213.62 25.16
1230 55.73 77.52 101.30 191.39 20.30
1231 55.88 16.39 62.15 116.31 12.76
1232 55.87 39.62 92.50 183.58 18.66
1233 55.92 70.53 103.20 208.27 24.05
1234 56.05 20.78 68.73 141.01 14.32
1235 55.98 55.63 114.84 210.97 22.94
1236 56.02 84.30 84.47 161.70 18.06
1237 56.05 10.04 53.76 91.29 10.75
1238 56.11 24.82 81.85 166.22 15.74
1239 56.21 30.64 81.83 165.75 17.01
1240 56.08 42.08 97.73 191.18 21.14
1241 56.21 6.95 45.68 84.82 8.03
1242 56.09 32.72 86.12 173.68 18.48
1243 56.14 80.12 100.06 180.06 20.07
1244 56.21 18.61 72.85 130.23 13.21
1245 56.18 72.44 107.60 205.10 21.64
1246 56.30 52.84 121.26 203.82 23.42
1247 56.33 46.16 101.27 184.26 21.95
1248 56.34 93.32 52.31 113.65 10.65
1249 56.42 50.70 113.61 205.56 23.91
1250 56.34 57.68 129.46 208.16 23.87
1251 56.52 48.37 111.18 205.03 22.01
1252 56.44 68.71 125.06 207.72 23.00
1253 56.55 64.27 139.78 210.70 25.20
1254 56.63 60.44 122.20 206.21 25.31
1255 56.60 62.34 131.37 207.33 23.07
1256 56.56 66.54 127.44 206.56 24.78
1257 56.64 76.27 116.96 190.21 21.35
1258 56.61 28.60 90.45 175.77 16.62
1259 56.76 90.42 67.74 139.23 13.10
1260 56.69 35.63 105.20 174.85 19.60
1261 56.69 23.11 102.95 142.94 15.31
1262 56.80 38.21 118.81 174.61 20.04
1263 56.82 44.04 117.58 191.52 22.83
1264 56.73 87.38 79.61 146.72 15.23
1265 56.76 12.42 64.57 90.00 11.96
1266 56.90 26.76 99.19 159.91 16.32
1267 56.89 54.40 131.48 201.36 22.88
1268 57.02 74.13 115.16 201.51 21.85
1269 56.97 40.47 126.33 167.39 20.00
1270 56.99 14.79 71.77 105.89 12.92
1271 57.04 33.74 105.54 162.14 17.33
1272 57.14 81.76 95.07 150.16 18.79
1273 57.12 17.46 86.72 114.41 13.69
1274 57.13 78.79 105.50 172.78 20.27
1275 57.17 20.12 99.55 124.88 13.57
1276 57.17 56.45 147.09 197.69 23.28
1277 57.13 11.21 64.67 87.52 11.36
1278 57.24 59.02 165.17 200.48 23.86
1279 57.25 70.03 130.79 190.76 22.37
1280 57.20 84.65 104.83 145.60 17.65
1281 57.43 5.86 56.38 71.63 7.45
1282 57.27 8.87 64.21 83.04 9.62
1283 57.27 24.84 107.52 150.72 15.69
1284 57.41 31.65 97.64 151.75 17.90
1285 57.39 42.19 123.58 178.63 19.53
1286 57.47 29.69 99.47 151.88 16.63
1287 57.42 45.91 130.56 183.88 21.28
1288 57.41 49.98 138.93 189.55 22.62
1289 57.39 72.07 124.62 195.31 23.00
1290 57.53 52.24 145.51 196.60 23.31
1291 57.48 65.34 151.42 194.25 22.67
1292 57.45 67.82 149.02 197.70 22.80
1293 57.55 22.17 111.43 128.66 13.85
1294 57.58 36.59 120.25 157.87 18.59
1295 57.61 63.27 142.81 199.81 23.03
1296 57.79 48.06 136.84 176.32 21.58
1297 57.69 61.18 152.02 184.00 22.95
1298 57.71 93.06 65.62 103.27 11.64
1299 57.88 76.20 105.77 177.37 19.87
1300 57.91 88.30 83.52 128.87 15.43
1301 57.92 39.14 121.20 151.84 20.03
1302 57.97 27.88 103.45 138.27 16.15
1303 58.02 13.38 78.28 88.06 12.63
1304 58.01 54.17 149.96 192.92 24.12
1305 58.03 58.13 166.69 190.67 22.28
1306 58.14 16.49 89.42 94.61 12.46
1307 58.12 26.07 101.56 131.71 16.02
1308 58.20 43.70 125.01 161.65 20.58
1309 58.11 33.37 127.33 145.53 18.28
1310 58.22 19.27 105.08 102.20 13.79
1311 58.20 56.21 142.30 192.04 22.77
1312 58.24 78.62 96.99 159.07 19.74
1313 58.47 10.50 75.60 75.43 10.32
1314 58.36 24.05 111.31 114.89 14.96
1315 58.28 73.91 110.60 173.16 21.49
1316 58.38 35.31 120.44 146.94 18.41
1317 58.34 66.85 136.23 186.80 23.48
1318 58.30 85.00 96.10 139.30 16.53
1319 58.41 69.06 135.89 175.40 21.81
1320 58.47 41.50 113.13 160.63 19.56
1321 58.41 50.37 130.17 174.83 22.58
1322 58.42 71.44 120.06 172.81 21.62
1323 58.44 81.45 91.15 144.02 18.81
1324 58.52 7.63 63.40 70.53 8.33
1325 58.45 21.73 106.93 117.80 14.46
1326 58.47 29.91 91.12 128.86 16.55
1327 58.45 45.90 137.80 162.12 20.26
1328 58.49 64.54 133.00 187.09 22.32
1329 58.60 59.94 148.76 177.04 22.75
1330 58.61 62.48 137.65 177.44 22.46
1331 58.76 91.27 72.15 111.81 12.60
1332 58.70 37.48 120.70 136.90 17.63
1333 58.77 31.90 98.21 131.24 16.66
1334 58.80 52.58 138.65 172.35 22.31
1335 58.96 94.34 46.28 74.62 8.44
1336 58.96 39.67 108.07 144.98 18.54
1337 58.99 47.91 131.66 153.00 21.50
1338 59.11 15.42 66.93 74.91 12.51
1339 59.13 28.17 78.53 109.98 15.62
1340 59.07 55.27 120.07 176.56 20.56
1341 59.11 25.89 78.89 105.05 15.87
1342 59.13 57.60 122.21 162.19 22.66
1343 59.14 76.40 91.01 148.03 19.77
1344 59.30 83.69 98.91 123.24 17.67
1345 59.25 87.17 84.39 120.45 14.90
1346 59.32 12.75 60.88 75.27 11.25
1347 59.32 18.12 70.10 85.70 13.78
1348 59.30 34.28 98.70 120.52 17.64
1349 59.30 65.84 102.75 168.44 22.61
1350 59.26 20.45 90.33 91.33 13.75
1351 59.26 73.42 95.50 158.14 20.63
1352 59.32 22.88 101.87 104.15 15.63
1353 59.37 79.10 78.87 137.89 20.24
1354 59.43 42.86 109.08 128.65 19.09
1355 59.39 45.20 111.81 140.88 20.10
1356 59.42 50.26 114.35 148.20 21.31
1357 59.39 61.25 115.08 165.00 21.61
1358 59.42 70.42 99.40 162.51 20.81
1359 59.51 68.29 94.13 161.13 21.70
1360 59.53 30.26 75.46 107.72 16.54
1361 59.56 63.85 100.84 160.76 20.22
1362 59.72 7.25 42.53 56.37 7.81
1363 59.71 36.20 92.43 117.81 17.75
1364 59.75 53.91 107.40 146.75 22.05
1365 59.80 10.27 55.46 66.81 10.25
1366 59.81 40.69 93.57 119.08 18.66
1367 59.71 59.33 97.80 159.38 21.83
1368 59.84 32.58 76.90 102.33 17.61
1369 59.80 38.30 83.25 117.11 18.40
1370 59.86 90.01 72.69 112.53 12.67
1371 59.99 51.98 98.86 133.81 21.65
1372 60.10 81.13 75.97 110.96 17.69
1373 59.98 48.48 104.77 120.62 19.52
1374 60.04 24.32 80.42 86.90 15.57
1375 60.03 26.48 67.05 90.07 15.50
1376 60.12 56.12 91.09 150.23 22.31
1377 60.18 71.99 85.46 143.76 21.30
1378 60.19 75.20 83.87 143.39 21.62
1379 60.26 92.85 56.46 82.18 10.22
1380 60.23 62.16 88.71 149.53 21.77
1381 60.23 21.04 71.75 81.26 14.28
1382 60.26 46.51 95.58 113.14 19.29
1383 60.19 66.66 76.79 149.55 21.51
1384 60.32 13.72 51.54 59.60 11.70
1385 60.31 16.49 56.92 65.54 12.85
1386 60.33 28.45 60.64 81.67 15.65
1387 60.39 44.24 80.81 104.80 19.00
1388 60.54 87.20 66.53 102.29 14.64
1389 60.49 58.12 83.39 140.92 20.89
1390 60.49 78.20 70.51 128.99 19.55
1391 60.50 69.73 78.21 135.24 21.07
1392 60.47 83.99 70.45 102.03 17.05
1393 60.63 18.88 56.30 63.81 13.24
1394 60.65 34.85 73.54 97.71 17.09
1395 60.58 30.75 60.29 81.24 15.62
1396 60.54 64.04 71.66 132.14 21.45
1397 60.61 41.94 81.55 99.66 19.94
1398 60.69 50.15 89.55 105.62 19.33
1399 60.72 60.24 69.82 124.00 21.37
1400 60.80 22.88 62.91 74.22 15.17
1401 60.74 8.63 39.86 49.45 8.06
1402 60.78 39.00 71.06 93.20 18.13
1403 60.83 36.79 69.95 98.02 17.77
1404 60.83 54.42 82.04 127.60 21.90
1405 60.83 33.06 62.20 81.29 16.16
1406 61.02 68.09 68.04 130.22 21.33
1407 60.99 65.59 63.42 120.60 20.80
1408 61.09 73.70 70.42 118.21 20.01
1409 61.17 11.42 40.77 46.44 11.06
1410 61.12 24.73 58.22 69.14 15.24
1411 61.02 26.70 63.60 75.33 16.02
1412 61.10 52.46 90.20 104.38 20.08
1413 61.12 90.27 56.01 84.76 12.35
1414 61.17 48.16 74.64 85.55 20.09
1415 61.24 56.48 71.57 113.66 19.45
1416 61.29 46.08 70.12 87.12 18.72
1417 61.32 14.92 45.39 47.97 12.61
1418 61.37 29.55 58.91 68.49 17.01
1419 61.43 61.91 61.84 112.88 20.65
1420 61.41 76.39 61.80 105.61 19.19
1421 61.44 82.19 64.46 94.00 18.51
1422 61.51 21.34 54.37 58.92 14.38
1423 61.43 70.99 63.68 110.07 20.46
1424 61.49 40.82 64.08 79.26 18.65
1425 61.37 43.37 68.55 82.15 18.30
1426 61.55 79.44 59.56 103.86 17.92
1427 61.57 85.44 58.75 89.63 15.44
1428 61.74 17.39 47.18 48.74 13.45
1429 61.61 58.42 69.24 107.37 22.19
1430 61.58 64.03 64.13 111.76 20.92
1431 61.68 32.26 66.85 68.10 17.21
1432 61.67 51.16 83.30 79.48 20.56
1433 61.81 66.80 63.61 110.90 20.64
1434 61.92 8.39 36.92 33.12 8.59
1435 61.89 27.92 59.79 60.77 16.07
1436 61.89 34.37 69.51 69.92 17.34
1437 61.86 36.47 66.71 73.29 19.05
1438 61.89 38.56 65.15 68.93 18.84
1439 62.02 19.71 47.30 43.81 13.72
1440 61.86 54.44 74.87 92.33 21.62
1441 61.95 59.98 61.94 98.37 20.28
1442 62.10 88.40 53.87 75.51 13.40
1443 62.10 68.88 60.86 99.49 21.36
1444 62.06 23.41 60.23 53.17 16.38
1445 62.11 73.04 59.92 94.57 19.58
1446 62.07 25.67 62.53 55.27 16.67
1447 62.07 44.91 66.12 69.89 19.20
1448 62.07 49.20 80.84 68.61 20.89
1449 62.22 13.79 42.76 35.31 11.58
1450 62.35 30.85 59.60 53.00 17.29
1451 62.27 56.83 77.85 85.05 21.61
1452 62.44 91.47 38.46 64.36 10.50
1453 62.34 42.53 67.25 62.68 19.96
1454 62.45 47.27 79.79 65.06 20.94
1455 62.53 77.99 51.42 77.40 18.40
1456 62.44 11.30 43.32 28.88 10.17
1457 62.44 63.45 60.79 89.30 19.91
1458 62.59 65.79 61.18 88.20 20.57
1459 62.78 75.49 58.73 81.23 19.51
1460 62.66 84.10 54.12 77.98 16.44
1461 62.61 81.11 54.10 78.32 17.76
1462 62.59 40.24 73.38 61.24 20.25
1463 62.72 53.21 93.28 61.38 21.74
1464 62.62 70.66 59.96 90.29 20.09
1465 62.63 51.37 89.77 64.77 21.72
1466 62.62 61.38 66.81 85.75 22.14
1467 62.85 29.28 65.78 46.63 17.50
1468 63.06 16.00 52.07 30.59 14.35
1469 62.84 32.69 73.48 49.07 19.27
1470 62.92 27.22 63.18 43.34 17.52
1471 62.87 36.85 80.42 53.92 20.42
1472 62.88 59.35 79.48 78.60 23.75
1473 63.01 18.44 54.27 31.56 14.80
1474 62.95 34.88 89.21 51.73 18.97
1475 62.87 55.27 85.09 67.07 20.30
1476 62.81 9.82 43.93 27.31 9.86
1477 63.02 67.78 70.28 82.53 20.30
1478 63.20 86.92 48.85 66.98 13.89
1479 63.16 25.23 59.75 42.75 18.19
1480 63.05 45.34 76.25 52.43 21.38
1481 63.15 23.21 67.45 37.91 17.47
1482 63.15 49.41 107.67 53.74 21.62
1483 63.34 7.63 34.09 21.05 9.45
1484 63.26 57.77 93.24 66.97 22.90
1485 63.34 38.66 79.18 48.09 21.78
1486 63.20 72.88 59.05 74.63 20.27
1487 63.31 43.12 83.78 48.84 22.45
1488 63.37 64.36 74.27 72.81 23.87
1489 63.35 13.79 45.88 24.39 12.24
1490 63.50 90.09 42.92 58.50 11.36
1491 63.48 12.47 44.11 27.26 13.19
1492 63.50 62.45 75.33 72.02 21.52
1493 63.58 30.99 75.63 42.45 20.42
1494 63.66 79.61 54.63 62.24 18.78
1495 63.63 40.82 87.75 47.59 22.23
1496 63.60 47.44 104.70 47.91 23.20
1497 63.68 51.60 110.46 46.06 23.34
1498 63.68 69.63 68.50 68.99 21.87
1499 63.67 10.26 42.10 23.31 10.53
1500 63.76 82.98 51.75 61.72 16.57
1501 63.78 33.66 92.81 41.02 21.06
1502 63.85 54.02 101.11 51.65 23.18
1503 63.84 56.18 107.36 56.07 22.64
1504 63.80 60.37 89.53 62.32 22.90
1505 63.83 66.28 69.55 67.47 21.95
1506 63.86 28.71 69.48 39.81 22.83
1507 63.95 77.13 67.30 59.09 19.24
1508 64.06 20.36 73.73 28.74 18.51
1509 64.02 36.17 91.15 40.07 22.88
1510 64.13 26.82 66.08 35.73 22.03
1511 64.19 22.66 80.01 30.96 20.08
1512 64.05 45.31 86.27 46.11 25.61
1513 64.19 72.04 69.11 64.43 20.69
1514 64.22 74.73 75.18 57.68 20.24
1515 64.26 17.92 71.59 25.97 16.46
1516 64.31 14.88 53.58 22.30 15.28
1517 64.31 24.88 70.07 32.43 19.74
1518 64.22 49.57 108.10 44.15 24.61
1519 64.30 58.36 111.43 54.34 25.83
1520 64.41 38.07 93.08 39.92 27.42
1521 64.47 87.14 46.42 54.70 13.67
1522 64.35 42.67 90.33 42.27 25.39
1523 64.48 32.10 80.08 36.63 24.48
1524 64.42 61.85 91.72 50.77 25.04
1525 64.55 68.16 77.12 58.72 23.78
1526 64.48 64.03 77.02 53.30 23.83
1527 64.68 11.79 44.99 19.56 13.22
1528 64.60 52.16 113.70 43.82 27.51
1529 64.75 8.64 39.74 17.16 11.82
1530 64.69 29.96 78.20 33.52 24.97
1531 64.64 40.36 95.40 37.95 28.44
1532 64.69 90.40 42.06 44.77 10.76
1533 64.74 34.75 93.46 35.55 28.42
1534 64.68 47.57 105.88 41.02 28.98
1535 64.80 81.23 56.37 50.08 18.45
1536 64.80 56.12 121.92 47.27 29.10
1537 64.91 84.30 52.22 51.40 15.98
1538 64.93 70.16 76.32 49.19 22.86
1539 64.95 44.53 98.06 38.49 29.70
1540 65.02 60.16 117.82 48.51 28.49
1541 64.99 66.16 82.84 51.77 25.86
1542 65.06 78.74 71.22 51.41 19.63
1543 65.06 27.96 77.30 30.04 29.87
1544 65.03 54.06 118.73 41.70 28.58
1545 65.26 16.21 56.12 19.16 17.54
1546 65.20 21.58 72.15 23.53 25.46
1547 65.19 50.16 117.38 39.62 32.24
1548 65.32 74.10 72.96 48.74 22.39
1549 65.43 19.18 66.25 21.46 23.32
1550 65.36 24.08 77.14 27.83 28.38
1551 65.45 33.04 83.95 30.70 32.02
1552 65.42 58.38 122.46 45.66 30.46
1553 65.52 76.45 71.99 43.55 21.51
1554 65.53 26.20 76.17 26.39 32.14
1555 65.58 36.96 89.75 30.75 39.43
1556 65.48 46.29 99.36 36.62 38.18
1557 65.41 62.30 108.78 43.56 28.60
1558 65.53 72.13 78.63 44.99 23.44
1559 65.50 38.88 95.89 32.10 38.65
1560 65.39 42.53 101.31 36.10 34.90
1561 65.58 30.81 86.05 29.68 32.54
1562 65.63 64.42 98.97 41.80 28.86
1563 65.69 13.83 50.78 15.48 17.54
1564 65.75 68.15 87.62 43.10 28.65
1565 65.79 12.10 45.95 17.00 16.54
1566 65.89 40.64 94.33 30.71 41.68
1567 65.87 48.20 105.28 35.29 46.19
1568 65.75 52.19 124.02 37.49 39.10
1569 65.86 89.26 55.28 36.62 12.54
1570 65.80 35.04 85.75 29.75 42.09
1571 65.77 56.46 121.13 43.77 32.24
1572 66.07 10.02 44.84 13.76 17.73
1573 66.00 86.18 59.61 41.39 15.98
1574 65.97 82.38 64.20 42.24 19.11
1575 66.12 29.02 93.96 27.83 40.04
1576 66.13 44.65 89.33 31.97 44.52
1577 66.06 54.33 121.25 37.62 42.87
1578 66.15 66.21 88.10 39.79 32.71
1579 66.19 70.42 82.92 41.24 27.85
1580 66.22 60.73 120.92 40.26 37.86
1581 66.23 17.19 62.56 17.13 24.22
1582 66.30 22.74 70.54 20.47 34.20
1583 66.30 79.08 74.28 39.16 21.33
1584 66.29 50.18 105.42 34.32 50.55
1585 66.50 19.95 65.99 18.98 28.69
1586 66.46 31.86 72.03 27.24 45.29
1587 66.53 75.12 79.56 38.15 25.53
1588 66.49 58.79 117.25 39.53 42.88
1589 66.50 62.99 102.22 38.81 36.56
1590 66.61 25.11 74.68 22.24 41.62
1591 66.50 42.56 92.28 30.10 54.52
1592 66.70 27.43 88.97 24.88 44.35
1593 66.64 33.79 78.07 28.22 54.37
1594 66.75 38.65 88.68 29.28 69.93
1595 66.74 72.89 83.10 36.97 27.56
1596 66.77 46.67 92.40 32.83 63.86
1597 66.74 36.51 86.49 27.56 65.76
1598 66.80 56.76 117.95 35.86 47.47
1599 66.83 13.73 48.34 14.12 26.74
1600 66.81 52.52 112.38 33.95 55.80
1601 66.92 68.89 89.82 39.04 34.10
1602 67.02 84.47 68.36 38.46 18.99
1603 67.03 64.83 82.32 36.58 41.41
1604 67.14 30.11 76.38 23.97 54.10
1605 67.18 40.52 86.77 29.05 70.86
1606 67.03 54.85 107.23 36.16 58.43
1607 67.17 77.41 79.42 35.96 26.37
1608 67.15 88.41 64.90 31.39 13.92
1609 67.24 67.01 91.38 38.21 41.61
1610 67.25 48.29 85.52 31.17 73.48
1611 67.21 81.42 71.67 35.56 23.27
1612 67.30 10.13 40.53 11.95 27.55
1613 67.24 44.85 87.93 30.43 74.07
1614 67.31 17.49 54.48 16.19 38.24
1615 67.12 12.28 43.08 12.33 26.58
1616 67.31 21.96 62.77 17.15 44.88
1617 67.29 59.92 100.63 35.67 54.18
1618 67.25 50.37 86.85 32.50 66.76
1619 67.39 61.93 96.20 37.53 52.42
1620 67.51 71.18 88.23 34.87 34.44
1621 67.44 34.81 77.02 27.11 86.55
1622 67.62 24.15 64.98 19.69 58.34
1623 67.63 26.26 69.19 22.46 63.87
1624 67.55 42.53 88.12 27.50 77.48
1625 67.59 32.05 70.18 25.35 80.02
1626 67.61 58.02 95.69 34.93 70.09
1627 67.87 28.33 78.16 23.19 69.58
1628 67.77 37.67 79.90 26.44 99.18
1629 67.74 74.22 80.22 31.20 32.40
1630 67.81 19.74 59.06 15.78 50.23
1631 67.93 15.05 49.75 12.97 38.35
1632 67.84 52.17 90.46 32.26 80.72
1633 67.87 63.57 79.18 33.58 57.32
1634 67.95 54.37 96.36 31.85 76.43
1635 68.12 86.66 68.70 27.94 18.43
1636 68.02 69.10 87.09 34.28 46.51
1637 68.14 56.52 98.63 32.58 83.56
1638 68.13 65.78 77.88 34.90 59.40
1639 68.19 79.69 73.60 33.42 29.85
1640 68.33 45.95 77.44 29.56 106.10
1641 68.16 49.82 77.88 31.09 107.79
1642 68.40 39.53 83.49 26.18 101.52
1643 68.16 60.71 93.06 34.45 74.55
1644 68.37 33.64 66.61 22.27 101.50
1645 68.32 44.03 82.30 27.18 101.36
1646 68.30 83.53 74.43 30.87 24.95
1647 68.37 30.13 76.38 22.43 88.07
1648 68.38 35.90 66.92 24.03 107.78
1649 68.37 47.66 79.27 29.17 111.22
1650 68.36 76.81 77.95 30.28 34.92
1651 68.50 8.72 41.82 9.32 34.98
1652 68.40 22.11 57.84 16.22 75.76
1653 68.39 12.25 45.79 11.85 39.69
1654 68.47 41.59 91.40 27.49 104.39
1655 68.61 17.25 49.11 13.86 50.43
1656 68.58 59.06 83.21 35.12 91.90
1657 68.76 72.02 93.47 32.54 52.47
1658 68.80 24.47 67.67 18.41 80.22
1659 68.78 26.61 72.75 21.19 96.08
1660 68.78 67.50 83.07 30.51 63.75
1661 68.88 53.40 89.38 31.20 107.81
1662 68.82 61.82 82.06 31.78 88.00
1663 68.87 64.00 76.60 31.16 76.82
1664 69.00 19.71 59.33 15.05 66.82
1665 68.84 31.83 67.47 23.10 103.71
1666 68.91 51.36 78.61 31.25 114.64
1667 68.92 74.45 77.76 28.38 48.03
1668 69.05 55.29 94.24 30.71 111.54
1669 69.09 69.75 80.85 30.18 64.88
1670 69.21 37.70 82.28 23.37 117.32
1671 69.20 14.82 49.84 12.91 55.34
1672 69.27 28.51 76.77 19.65 103.29
1673 69.22 57.16 91.94 30.03 118.03
1674 69.22 48.89 82.64 27.71 129.17
1675 69.28 81.86 65.50 27.32 32.74
1676 69.41 78.92 71.51 27.91 44.68
1677 69.39 87.95 56.02 21.66 20.02
1678 69.49 11.13 48.26 10.30 48.05
1679 69.37 43.31 84.48 25.70 134.62
1680 69.31 12.62 48.88 10.10 47.73
1681 69.50 65.48 82.64 29.95 96.11
1682 69.57 85.54 63.26 24.07 26.13
1683 69.52 35.66 77.34 23.61 121.10
1684 69.68 41.28 87.99 24.44 119.91
1685 69.72 47.07 89.75 26.56 146.08
1686 69.61 22.25 68.33 16.46 93.21
1687 69.54 33.53 70.64 21.94 118.88
1688 69.80 45.28 94.34 26.98 150.48
1689 69.58 58.96 80.45 30.42 118.37
1690 69.83 39.44 99.30 23.64 128.13
1691 69.76 30.88 73.45 21.13 116.84
1692 69.86 76.52 70.23 25.28 53.16
1693 69.84 8.95 50.50 8.33 47.12
1694 69.74 62.06 75.41 30.92 111.02
1695 69.93 17.49 55.30 13.48 69.54
1696 69.86 50.53 87.09 27.83 141.47
1697 69.94 25.22 76.11 18.63 105.24
1698 69.96 52.57 90.88 28.73 134.41
1699 69.82 67.38 86.36 29.14 86.36
1700 70.12 73.85 71.40 27.40 76.29
1701 70.11 71.53 73.34 28.24 83.89
1702 70.19 60.44 82.40 28.87 133.11
1703 70.09 54.75 94.98 29.60 138.71
1704 70.22 63.79 86.43 30.69 123.69
1705 70.35 27.49 72.30 18.90 108.08
1706 70.34 69.19 72.40 28.39 98.17
1707 70.40 20.04 66.43 14.34 88.11
1708 70.35 56.75 103.70 27.47 143.97
1709 70.43 14.62 50.48 10.38 70.45
1710 70.25 80.30 68.45 25.19 52.23
1711 70.60 83.67 59.72 22.19 38.04
1712 70.66 29.74 79.45 18.11 129.85
1713 70.49 33.09 85.35 21.19 130.22
1714 70.54 43.21 100.17 23.68 140.93
1715 70.55 49.01 103.86 27.92 165.95
1716 70.55 36.08 88.12 21.88 148.91
1717 70.63 11.69 43.74 9.79 64.07
1718 70.73 38.36 94.94 22.67 142.60
1719 70.66 58.72 103.15 28.25 142.35
1720 70.70 81.42 67.18 21.68 46.09
1721 70.76 23.16 66.60 15.53 107.02
1722 70.74 66.02 78.53 28.66 124.30
1723 71.01 86.90 50.60 17.54 28.03
1724 70.94 78.61 65.78 23.24 63.55
1725 70.98 40.90 97.25 23.40 141.75
1726 70.90 51.08 109.31 27.20 166.46
1727 71.05 47.34 113.82 27.07 177.98
1728 70.98 53.31 108.66 29.64 162.64
1729 70.99 61.94 104.13 29.16 136.00
1730 71.13 45.31 107.26 24.03 169.25
1731 71.18 75.91 67.34 24.12 76.27
1732 71.22 25.95 68.21 16.70 107.26
1733 71.14 55.26 112.55 27.72 155.02
1734 71.25 16.67 55.21 11.38 70.29
1735 71.29 70.67 68.88 25.11 100.33
1736 71.37 34.76 82.62 21.94 145.08
1737 71.43 68.15 87.71 26.76 120.85
1738 71.61 73.21 68.85 23.89 98.41
1739 71.44 32.16 78.80 20.07 142.45
1740 71.38 63.93 90.47 26.00 133.04
1741 71.53 19.33 55.48 12.32 86.23
1742 71.52 57.63 112.12 28.26 154.83
1743 71.56 60.00 104.90 27.41 150.61
1744 71.83 28.02 63.35 17.78 130.86
1745 71.67 43.17 100.68 25.04 170.23
1746 71.69 37.19 78.73 21.21 159.03
1747 71.80 13.83 45.18 9.89 69.29
1748 71.86 21.70 54.52 14.31 88.72
1749 71.77 49.29 121.87 26.78 185.36
1750 71.90 39.40 83.82 21.93 157.72
1751 71.88 10.46 39.98 8.20 65.98
1752 72.09 24.00 57.11 15.33 111.33
1753 71.97 81.84 58.21 19.64 59.80
1754 72.04 84.63 52.55 19.41 45.76
1755 71.95 30.19 71.54 19.47 129.75
1756 71.84 51.62 125.14 26.30 177.76
1757 72.01 66.20 89.36 26.84 133.08
1758 72.03 53.84 130.41 28.12 176.27
1759 72.17 55.90 128.82 26.21 169.76
1760 72.30 41.39 90.13 23.40 163.88
1761 72.20 61.96 104.96 25.88 148.81
1762 72.19 47.37 106.40 25.30 186.57
1763 72.27 79.00 67.20 23.78 86.55
1764 72.47 33.85 72.01 20.36 155.90
1765 72.33 45.33 106.00 23.85 185.62
1766 72.52 87.02 46.78 16.36 39.82
1767 72.54 16.97 43.83 10.92 78.90
1768 72.45 76.07 72.50 22.70 93.21
1769 72.54 35.85 74.37 21.96 156.61
1770 72.48 64.21 103.91 26.90 143.28
1771 72.44 70.67 95.92 26.08 126.88
1772 72.65 25.83 49.25 15.23 112.85
1773 72.56 57.74 124.34 28.53 161.73
1774 72.58 68.16 92.05 25.57 135.26
1775 72.83 19.61 39.40 12.36 81.12
1776 72.76 32.02 66.43 19.41 146.64
1777 72.66 59.72 127.24 27.86 171.22
1778 72.75 50.28 117.76 27.32 194.94
1779 72.95 37.81 64.52 20.75 153.25
1780 72.93 43.63 96.94 24.12 182.58
1781 72.91 52.62 119.61 27.39 182.24
1782 72.98 73.69 71.64 23.92 107.15
1783 72.99 11.39 35.98 8.27 72.60
1784 73.14 27.91 50.00 16.35 119.82
1785 73.19 14.44 41.33 9.18 79.90
1786 73.18 22.05 39.68 14.07 92.88
1787 73.15 54.53 124.17 24.95 177.08
1788 73.22 39.87 69.68 21.14 159.04
1789 73.26 30.15 54.90 19.37 128.15
1790 73.19 48.39 102.06 25.24 185.35
1791 73.30 66.16 92.70 25.30 141.54
1792 73.37 46.23 93.96 24.16 194.22
1793 73.36 63.05 112.73 27.73 152.55
1794 73.32 84.27 46.99 17.62 58.84
1795 73.34 61.05 107.98 26.50 162.48
1796 73.43 79.75 64.51 20.17 93.02
1797 73.39 56.35 116.86 28.77 180.95
1798 73.67 69.06 97.10 24.65 149.88
1799 73.49 41.80 76.91 22.90 167.41
1800 73.56 71.60 84.67 22.67 134.20
1801 73.62 35.31 59.52 19.49 149.95
1802 73.63 58.48 114.23 25.45 173.44
1803 73.68 51.26 102.30 24.53 188.52
1804 73.91 23.87 37.07 15.14 98.51
1805 73.71 76.72 70.12 20.93 100.96
1806 73.88 33.00 54.88 19.03 138.81
1807 74.07 82.16 57.61 17.39 81.03
1808 73.88 17.93 36.35 10.77 81.00
1809 74.03 26.26 42.40 16.65 122.80
1810 74.11 44.64 74.35 23.41 185.57
1811 74.09 38.54 58.27 21.38 146.73
1812 74.18 49.46 87.32 23.83 202.41
1813 74.24 64.64 92.49 24.46 148.97
1814 74.19 52.98 105.05 24.60 192.23
1815 74.27 11.94 29.22 7.81 67.95
1816 74.29 28.72 40.33 16.76 111.13
1817 74.37 73.98 85.89 21.98 131.27
1818 74.43 15.72 31.83 9.52 75.28
1819 74.40 31.19 46.37 18.32 119.11
1820 74.27 47.37 79.61 24.00 191.79
1821 74.33 54.84 109.97 26.74 185.48
1822 74.22 60.26 98.57 26.95 176.27
1823 74.45 20.33 32.42 11.40 76.26
1824 74.37 13.94 29.41 8.83 70.24
1825 74.46 42.71 63.95 22.02 170.95
1826 74.41 56.78 101.46 25.02 181.89
1827 74.56 36.75 48.10 19.74 139.82
1828 74.35 66.92 85.03 23.46 140.43
1829 74.50 40.63 55.65 22.32 152.31
